Aplicació pressupost;Descripció;Pressupost Inicial;Modificacions;Pressupost final;Obligacions reconegudes;Pagaments;Pendent pagaments;Estat execució
257/3410B/48200;Transf. corrents institucions sense ànim de lucre;10,00;0,00;10,00;0,00;0,00;0,00;10,00
257/3411A/22609;Despeses d'organització;49.495,00;7.970,00;57.465,00;47.154,02;43.142,00;4.012,02;10.310,98
257/3411B/22199;Compra d'altres materials;5.000,00;0,00;5.000,00;8.179,36;7.179,85;999,51;-3.179,36
257/3411B/22699;Despeses especials de funcionament;5.000,00;0,00;5.000,00;545,69;545,69;0,00;4.454,31
257/3411B/22799;Treballs realitzats per altres empreses i prof.;10,00;0,00;10,00;0,00;0,00;0,00;10,00
257/3411B/48200;Transf. corrents institucions sense ànim de lucre;65.000,00;-6.319,81;58.680,19;49.200,00;23.900,00;25.300,00;9.480,19
257/3420A/21300;Manteniment de maquinària, instal·lacions i utillatge;55.000,00;0,00;55.000,00;71.663,75;54.998,56;16.665,19;-16.663,75
257/3420A/21900;Compra de materials per a reparacions i manteniments;59.000,00;0,00;59.000,00;53.221,64;51.660,74;1.560,90;5.778,36
257/3420A/22100;Energia elèctrica;59.690,08;0,00;59.690,08;68.934,85;46.289,41;22.645,44;-9.244,77
257/3420A/22101;Aigua;27.977,63;38.098,50;66.076,13;98.088,24;59.989,74;38.098,50;-32.012,11
257/3420A/22199;Compra d'altres materials;12.000,00;0,00;12.000,00;21.799,10;18.324,39;3.474,71;-9.799,10
257/3420A/22699;Despeses especials de funcionament;10,00;0,00;10,00;0,00;0,00;0,00;10,00
257/3420A/2270001;Contractes de neteja;43.416,13;0,00;43.416,13;44.399,85;43.630,00;769,85;-983,72
257/3420A/22799;Treballs realitzats per altres empreses i prof.;400.000,00;0,00;400.000,00;370.608,81;337.424,64;33.184,17;29.391,19
257/3420B/12000;Salaris del Grup A1;14.566,41;0,00;14.566,41;14.882,13;14.882,13;0,00;-315,72
257/3420B/12001;Salaris del Grup A2;59.139,82;0,00;59.139,82;63.513,73;63.513,73;0,00;-4.373,91
257/3420B/12004;Salaris del Grup C2;13.163,28;0,00;13.163,28;0,00;0,00;0,00;13.163,28
257/3420B/12005;Salaris del Grup E;307.344,30;0,00;307.344,30;312.057,05;312.057,05;0,00;-4.712,75
257/3420B/12006;Triennis;47.108,90;0,00;47.108,90;38.181,89;38.181,89;0,00;8.927,01
257/3420B/12100;Complement de destí;154.462,30;0,00;154.462,30;149.789,40;149.789,40;0,00;4.672,90
257/3420B/12101;Complement  específic;341.683,83;0,00;341.683,83;330.718,20;330.718,20;0,00;10.965,63
257/3420B/12103;Altres complements;333.989,02;76.000,00;409.989,02;409.067,58;409.067,58;0,00;921,44
257/3420B/15000;Productivitat;7.521,29;0,00;7.521,29;16.369,59;16.369,59;0,00;-8.848,30
257/3420B/15300;Complement de dedicació especial;1.799,49;0,00;1.799,49;5.971,98;5.971,98;0,00;-4.172,49
257/3420B/16000;Seguretat social;337.718,62;0,00;337.718,62;306.986,75;306.986,75;0,00;30.731,87
257/3420B/21200;Manteniment d’edificis i altres construccions;7.000,00;0,00;7.000,00;7.327,01;7.327,01;0,00;-327,01
257/3420B/21300;Manteniment de maquinària, instal·lacions i utillatge;56.500,00;5.000,00;61.500,00;56.626,71;45.243,21;11.383,50;4.873,29
257/3420B/21900;Compra de materials per a reparacions i manteniments;32.000,00;0,00;32.000,00;25.029,02;20.253,94;4.775,08;6.970,98
257/3420B/22100;Energia elèctrica;121.841,43;0,00;121.841,43;116.610,71;19.666,68;96.944,03;5.230,72
257/3420B/22101;Aigua;50.654,97;24.028,06;74.683,03;24.028,06;0,00;24.028,06;50.654,97
257/3420B/22102;Gas;39.464,81;0,00;39.464,81;59.779,04;59.779,04;0,00;-20.314,23
257/3420B/22104;Vestuari;20.500,00;-5.000,00;15.500,00;10.294,02;4.081,16;6.212,86;5.205,98
257/3420B/22199;Compra d'altres materials;13.000,00;0,00;13.000,00;29.627,28;14.254,81;15.372,47;-16.627,28
257/3420B/22699;Despeses especials de funcionament;10,00;0,00;10,00;1.094,45;912,95;181,50;-1.084,45
257/3420B/2270001;Contractes de neteja;534.773,19;0,00;534.773,19;528.736,00;524.980,75;3.755,25;6.037,19
257/3420B/22799;Treballs realitzats per altres empreses i prof.;100.000,00;0,00;100.000,00;0,00;0,00;0,00;100.000,00
257/3420B/62200;Inv. nova en edificis i altres construccions;1.800.000,00;0,00;1.800.000,00;132.305,25;0,00;132.305,25;1.667.694,75
257/3420B/62300;Inv. nova en maquinària, instal·lacions i utillatge;25.000,00;25.812,00;50.812,00;20.605,09;20.133,19;471,90;30.206,91
257/3420B/62500;Mobiliari;0,00;0,00;0,00;3.773,98;3.100,02;673,96;-3.773,98
257/3420B/62900;Altres inv. noves assoc. al funcionament op. del servei;0,00;2.596,00;2.596,00;2.596,00;2.596,00;0,00;0,00
257/3420B/63200;Inv. rep. en edificis i altres construccions;0,00;2.395,40;2.395,40;24.295,87;492,05;23.803,82;-21.900,47
258/2320A/21900;Altre immobilitzat material;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2320A/22199;Altres subministraments;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2320A/22400;Primes d’assegurances;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2320A/22602;Publicitat;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2320A/22606;Reunions, conferències i cursos;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2320A/22609;Activitats culturals i esportives;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2321A/22606;Reunions, conferències i cursos;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2322A/12004;Salaris del Grup C2;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2322A/22602;Publicitat;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2322A/22706;Estudis i treballs tècnics;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2322A/48200;Transf. corrents institucions sense ànim de lucre;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2322A/48300;Subvencions i aportacions institucionals;0,00;0,00;0,00;2.100,00;2.100,00;0,00;-2.100,00
258/2322A/49000;A l'exterior;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2323A/22400;Primes d’assegurances;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2323A/22602;Publicitat;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2323A/48900;Altres transferències;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2340A/12004;Salaris del Grup C2;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2340A/13000;Retribucions bàsiques;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2340A/22199;Altres subministraments;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2340A/22400;Primes d’assegurances;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2340A/22602;Publicitat;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2340A/22606;Reunions, conferències i cursos;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2340B/22199;Altres subministraments;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2340B/22602;Publicitat;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2340B/22606;Reunions, conferències i cursos;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2340B/48200;Transf. corrents institucions sense ànim de lucre;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2340C/22199;Altres subministraments;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2340C/48900;Altres transferències;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2350A/12000;Salaris del Grup A1;29.206,77;0,00;29.206,77;15.203,52;15.203,52;0,00;14.003,25
258/2350A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;17.713,42;17.713,42;0,00;-4.806,90
258/2350A/12003;Salaris del Grup C1;38.099,32;-9.300,00;28.799,32;19.417,04;19.417,04;0,00;9.382,28
258/2350A/12004;Salaris del Grup C2;55.255,18;-13.400,00;41.855,18;28.514,33;28.514,33;0,00;13.340,85
258/2350A/12005;Salaris del Grup E;7.678,58;0,00;7.678,58;7.921,04;7.921,04;0,00;-242,46
258/2350A/12006;Triennis;34.286,91;0,00;34.286,91;14.755,85;14.755,85;0,00;19.531,06
258/2350A/12100;Complement de destí;70.630,51;-18.300,00;52.330,51;33.973,11;33.973,11;0,00;18.357,40
258/2350A/12101;Complement  específic;128.961,44;-40.100,00;88.861,44;62.177,49;62.177,49;0,00;26.683,95
258/2350A/12103;Altres complements;76.360,96;-16.400,00;59.960,96;53.147,62;53.147,62;0,00;6.813,34
258/2350A/14300;Altre personal;0,00;40.918,20;40.918,20;6.991,88;6.991,88;0,00;33.926,32
258/2350A/15000;Productivitat;2.276,34;0,00;2.276,34;1.830,61;1.830,61;0,00;445,73
258/2350A/16000;Seguretat social;124.545,61;-60.300,00;64.245,61;64.193,33;64.193,33;0,00;52,28
258/2350A/22001;Premsa, revistes, llibres i altres publicacions;590,00;0,00;590,00;804,63;804,63;0,00;-214,63
258/2350A/22201;Comunicacions postals;1.450,00;0,00;1.450,00;1.634,32;1.046,07;588,25;-184,32
258/2350A/22400;Primes d'assegurançes;10,00;0,00;10,00;0,00;0,00;0,00;10,00
258/2350A/22601;Atencions protocol.làries i representatives;900,00;0,00;900,00;72,60;0,00;72,60;827,40
258/2350A/22602;Publicitat i propaganda;10,00;0,00;10,00;0,00;0,00;0,00;10,00
258/2350A/2260200;Difusió d´activitats;1.000,00;0,00;1.000,00;774,40;774,40;0,00;225,60
258/2350A/22609;Activitats - Drets Civils;3.500,00;0,00;3.500,00;1.815,00;1.815,00;0,00;1.685,00
258/2350A/22699;Altres despeses diverses;10,00;0,00;10,00;1.686,26;222,43;1.463,83;-1.676,26
258/2350A/2270001;Contractes de nejeta;15.728,50;0,00;15.728,50;18.605,80;18.605,80;0,00;-2.877,30
258/2350A/22706;Personal Capítol II;40.917,48;-40.917,48;0,00;4.461,27;0,00;4.461,27;-4.461,27
258/2350A/23020;Dietes personal no directiu;750,00;0,00;750,00;27,50;0,00;27,50;722,50
258/2350A/48300;Subvencions i aportacions institucionals;2.100,00;718,00;2.818,00;718,00;718,00;0,00;2.100,00
258/2351A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;2.205,65;2.205,65;0,00;10.700,87
258/2351A/12006;Triennis;2.906,08;0,00;2.906,08;479,83;479,83;0,00;2.426,25
258/2351A/12100;Complement de destí;4.737,48;0,00;4.737,48;908,02;908,02;0,00;3.829,46
258/2351A/12101;Complement  específic;8.137,20;0,00;8.137,20;1.559,63;1.559,63;0,00;6.577,57
258/2351A/12103;Altres complements;4.685,49;0,00;4.685,49;434,68;434,68;0,00;4.250,81
258/2351A/13000;Retribucions bàsiques;82.925,86;0,00;82.925,86;83.502,24;83.502,24;0,00;-576,38
258/2351A/15000;Productivitat;67,76;0,00;67,76;36,96;36,96;0,00;30,80
258/2351A/16000;Seguretat social;32.045,84;0,00;32.045,84;13.866,90;13.866,90;0,00;18.178,94
258/2351A/22699;Altres despeses diverses;3.000,00;0,00;3.000,00;758,96;367,08;391,88;2.241,04
258/2351A/22799;Contractacions;10,00;0,00;10,00;0,00;0,00;0,00;10,00
258/2352A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;17.091,24;17.091,24;0,00;-4.184,72
258/2352A/12006;Triennis;3.265,02;0,00;3.265,02;2.503,44;2.503,44;0,00;761,58
258/2352A/12100;Complement de destí;5.276,40;0,00;5.276,40;3.889,95;3.889,95;0,00;1.386,45
258/2352A/12101;Complement  específic;8.137,20;0,00;8.137,20;6.102,90;6.102,90;0,00;2.034,30
258/2352A/12103;Altres complements;9.012,45;0,00;9.012,45;6.073,38;6.073,38;0,00;2.939,07
258/2352A/14300;Altre personal;0,00;35.039,68;35.039,68;13.565,02;13.565,02;0,00;21.474,66
258/2352A/15000;Productivitat;169,16;0,00;169,16;664,58;664,58;0,00;-495,42
258/2352A/16000;Seguretat social;12.477,42;0,00;12.477,42;12.306,53;12.306,53;0,00;170,89
258/2352A/22699;Altres despeses diverses;3.000,00;0,00;3.000,00;2.672,21;1.763,25;908,96;327,79
258/2352A/22706;Personal de capítol II;35.039,74;-35.039,68;0,06;0,00;0,00;0,00;0,06
258/2352A/22799;Contractacions;12.837,00;400,00;13.237,00;2.090,00;1.990,00;100,00;11.147,00
258/2352A/48900;Subvencions de Drets Civils;31.840,00;3.500,00;35.340,00;13.551,57;7.301,57;6.250,00;21.788,43
258/2353A/14300;Altre personal;0,00;76.972,53;76.972,53;44.078,81;44.078,81;0,00;32.893,72
258/2353A/16000;Seguretat social;0,00;0,00;0,00;6.696,17;6.696,17;0,00;-6.696,17
258/2353A/22620;El Sud Suma + Nou Pla de Barris;0,00;45.011,60;45.011,60;0,00;0,00;0,00;45.011,60
258/2353A/22699;Altres despeses diverses;1.300,00;0,00;1.300,00;4.446,79;4.326,79;120,00;-3.146,79
258/2353A/22706;Personal Capítol II;124.635,01;-86.884,43;37.750,58;30.750,82;30.750,82;0,00;6.999,76
258/2353A/22799;Contractacions;10,00;4.000,00;4.010,00;0,00;0,00;0,00;4.010,00
258/2353A/48820;Transferències Pla de Barris El Sud Suma +;0,00;20,00;20,00;0,00;0,00;0,00;20,00
258/2353A/48900;Altres transferències;0,00;14.610,97;14.610,97;145.599,40;132.711,40;12.888,00;-130.988,43
258/2353A/48901;Subvencions directes;123.200,00;0,00;123.200,00;0,00;0,00;0,00;123.200,00
258/2354A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;14.078,16;14.078,16;0,00;-4.193,32
258/2354A/12006;Triennis;361,18;0,00;361,18;2.262,55;2.262,55;0,00;-1.901,37
258/2354A/12100;Complement de destí;4.737,48;0,00;4.737,48;10.869,88;10.869,88;0,00;-6.132,40
258/2354A/12101;Complement  específic;7.705,08;0,00;7.705,08;17.866,76;17.866,76;0,00;-10.161,68
258/2354A/12103;Altres complements;4.473,46;0,00;4.473,46;13.688,01;13.688,01;0,00;-9.214,55
258/2354A/14300;Altre personal;0,00;27.948,99;27.948,99;14.489,67;14.489,67;0,00;13.459,32
258/2354A/15000;Productivitat;58,00;0,00;58,00;232,00;232,00;0,00;-174,00
258/2354A/16000;Seguretat social;8.395,15;6.987,25;15.382,40;23.263,55;23.263,55;0,00;-7.881,15
258/2354A/22699;Altres despeses diverses;1.300,00;0,00;1.300,00;4.908,03;2.437,90;2.470,13;-3.608,03
258/2354A/22706;Personal capítol II;34.936,19;-27.949,71;6.986,48;0,00;0,00;0,00;6.986,48
258/2354A/22799;Contractacions;6.500,00;32.787,33;39.287,33;20.317,41;5.105,00;15.212,41;18.969,92
258/2354A/48900;Conveni del Col·legi d'Advocats;2.400,00;757,88;3.157,88;3.157,88;0,00;3.157,88;0,00
258/2355A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;10.066,68;10.066,68;0,00;-181,84
258/2355A/12006;Triennis;1.409,58;0,00;1.409,58;4.072,66;4.072,66;0,00;-2.663,08
258/2355A/12100;Complement de destí;4.737,48;0,00;4.737,48;12.865,56;12.865,56;0,00;-8.128,08
258/2355A/12101;Complement  específic;7.705,08;0,00;7.705,08;25.397,04;25.397,04;0,00;-17.691,96
258/2355A/12103;Altres complements;4.417,15;0,00;4.417,15;12.952,44;12.952,44;0,00;-8.535,29
258/2355A/14300;Altre personal;0,00;38.326,72;38.326,72;9.670,86;9.670,86;0,00;28.655,86
258/2355A/16000;Seguretat social;7.144,44;0,00;7.144,44;28.945,40;28.945,40;0,00;-21.800,96
258/2355A/22620;El Sud Suma + Nou Pla de Barris;0,00;46.938,54;46.938,54;0,00;0,00;0,00;46.938,54
258/2355A/22699;Altres despeses diverses;3.000,00;0,00;3.000,00;7.229,49;4.172,30;3.057,19;-4.229,49
258/2355A/22706;Estudis i treballs tècnics;51.143,84;0,00;51.143,84;135.739,53;113.927,01;21.812,52;-84.595,69
258/2355A/22799;Contractacions;23.285,00;0,00;23.285,00;8.187,75;0,00;8.187,75;15.097,25
258/2355B/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;13.058,62;13.058,62;0,00;-152,10
258/2355B/12004;Salaris del Grup C2;25.135,74;0,00;25.135,74;25.780,53;25.780,53;0,00;-644,79
258/2355B/12006;Triennis;6.487,19;0,00;6.487,19;2.857,51;2.857,51;0,00;3.629,68
258/2355B/12100;Complement de destí;16.256,16;0,00;16.256,16;8.073,51;8.073,51;0,00;8.182,65
258/2355B/12101;Complement  específic;35.383,92;0,00;35.383,92;17.596,14;17.596,14;0,00;17.787,78
258/2355B/12103;Altres complements;17.826,94;0,00;17.826,94;8.544,52;8.544,52;0,00;9.282,42
258/2355B/15000;Productivitat;6.293,33;0,00;6.293,33;5.404,93;5.404,93;0,00;888,40
258/2355B/16000;Seguretat social;34.424,83;0,00;34.424,83;16.848,09;16.848,09;0,00;17.576,74
258/2355B/22699;Altres despeses diverses;10,00;0,00;10,00;224,11;15,80;208,31;-214,11
258/2355B/2270001;Contractes de neteja;3.867,44;0,00;3.867,44;994,40;994,40;0,00;2.873,04
258/2355B/22799;Contractacions;128.987,21;-60.927,04;68.060,17;0,00;0,00;0,00;68.060,17
258/2356A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;9.533,00;9.533,00;0,00;3.373,52
258/2356A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;9.930,30;9.930,30;0,00;-45,46
258/2356A/12004;Salaris del Grup C2;23.396,10;0,00;23.396,10;11.932,13;11.932,13;0,00;11.463,97
258/2356A/12006;Triennis;6.549,77;0,00;6.549,77;3.902,44;3.902,44;0,00;2.647,33
258/2356A/12100;Complement de destí;20.229,46;0,00;20.229,46;13.751,49;13.751,49;0,00;6.477,97
258/2356A/12101;Complement  específic;36.411,72;0,00;36.411,72;24.779,94;24.779,94;0,00;11.631,78
258/2356A/12103;Altres complements;20.519,34;0,00;20.519,34;13.281,65;13.281,65;0,00;7.237,69
258/2356A/14300;Altre personal;0,00;39.447,88;39.447,88;30.265,41;30.265,41;0,00;9.182,47
258/2356A/15000;Productivitat;174,00;0,00;174,00;754,00;754,00;0,00;-580,00
258/2356A/16000;Seguretat social;34.739,68;0,00;34.739,68;32.576,52;32.576,52;0,00;2.163,16
258/2356A/20300;Lloguers;4.500,00;1.170,68;5.670,68;1.170,68;1.170,68;0,00;4.500,00
258/2356A/22620;El Sud Suma + Nou Pla de Barris;0,00;7.552,99;7.552,99;0,00;0,00;0,00;7.552,99
258/2356A/22699;Altres despeses diverses;2.000,00;0,00;2.000,00;4.393,44;3.688,69;704,75;-2.393,44
258/2356A/22706;Personal Capítol II;26.168,39;-26.168,39;0,00;0,00;0,00;0,00;0,00
258/2356A/22799;Contractacions;296.264,65;0,00;296.264,65;221.446,54;174.492,35;46.954,19;74.818,11
258/2356A/48820;Transferències Pla de Barris El Sud Suma +;0,00;20,00;20,00;0,00;0,00;0,00;20,00
258/2356A/62600;Equips per a processos d'informació;0,00;1.728,53;1.728,53;0,00;0,00;0,00;1.728,53
258/2357A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;9.930,30;9.930,30;0,00;-45,46
258/2357A/12006;Triennis;324,57;0,00;324,57;315,72;315,72;0,00;8,85
258/2357A/12100;Complement de destí;4.737,48;0,00;4.737,48;4.737,48;4.737,48;0,00;0,00
258/2357A/12101;Complement  específic;8.586,24;0,00;8.586,24;8.586,24;8.586,24;0,00;0,00
258/2357A/12103;Altres complements;4.720,45;0,00;4.720,45;4.537,41;4.537,41;0,00;183,04
258/2357A/14300;Altre personal;0,00;10,00;10,00;88.985,86;88.985,86;0,00;-88.975,86
258/2357A/15000;Productivitat;0,00;10,00;10,00;116,00;116,00;0,00;-106,00
258/2357A/16000;Seguretat social;7.169,50;0,00;7.169,50;36.369,64;36.369,64;0,00;-29.200,14
258/2357A/22699;Altres despeses diverses;10,00;0,00;10,00;1.556,83;1.518,68;38,15;-1.546,83
258/2357A/22799;Contractacions;10,00;0,00;10,00;26.018,51;10.171,51;15.847,00;-26.008,51
258/2357A/48900;Subvencions de Cooperació;30.000,00;0,00;30.000,00;57.454,81;32.580,94;24.873,87;-27.454,81
258/2357A/48901;Subvencions directes;32.000,00;0,00;32.000,00;0,00;0,00;0,00;32.000,00
258/3340A/47900;Transferències corrents a empreses privades;0,00;0,00;0,00;0,00;0,00;0,00;0,00
259/2300B/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;20.652,28;20.652,28;0,00;-7.745,76
259/2300B/12003;Salaris del Grup C1;7.004,76;0,00;7.004,76;3.039,62;3.039,62;0,00;3.965,14
259/2300B/12006;Triennis;4.893,68;0,00;4.893,68;5.751,16;5.751,16;0,00;-857,48
259/2300B/12100;Complement de destí;10.997,92;0,00;10.997,92;12.770,91;12.770,91;0,00;-1.772,99
259/2300B/12101;Complement  específic;24.766,00;0,00;24.766,00;27.878,28;27.878,28;0,00;-3.112,28
259/2300B/12103;Altres complements;14.219,50;0,00;14.219,50;20.240,25;20.240,25;0,00;-6.020,75
259/2300B/15000;Productivitat;8.982,02;0,00;8.982,02;7.724,04;7.724,04;0,00;1.257,98
259/2300B/16000;Seguretat social;17.394,52;0,00;17.394,52;21.027,88;21.027,88;0,00;-3.633,36
259/2300B/22199;Altres subministraments;500,00;0,00;500,00;48,70;0,00;48,70;451,30
259/2300B/22620;El Sud Suma + Nou Pla de Barris;0,00;997,15;997,15;0,00;0,00;0,00;997,15
259/2300B/22699;Altres despeses diverses;1.500,00;0,00;1.500,00;0,00;0,00;0,00;1.500,00
259/2300B/2270001;Contractes de neteja;0,00;0,00;0,00;0,00;0,00;0,00;0,00
259/2300B/22706;Estudis i treballs tècnics;3.000,00;0,00;3.000,00;0,00;0,00;0,00;3.000,00
259/2300B/62500;Mobiliari;20.000,00;0,00;20.000,00;19.991,62;0,00;19.991,62;8,38
259/2312A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;15.197,76;15.197,76;0,00;-520,44
259/2312A/12001;Salaris del Grup A2;33.922,54;0,00;33.922,54;26.406,74;26.406,74;0,00;7.515,80
259/2312A/12003;Salaris del Grup C1;29.654,52;0,00;29.654,52;30.187,81;30.187,81;0,00;-533,29
259/2312A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;8.414,04;8.414,04;0,00;-35,46
259/2312A/12006;Triennis;16.366,10;0,00;16.366,10;14.036,07;14.036,07;0,00;2.330,03
259/2312A/12100;Complement de destí;39.002,90;0,00;39.002,90;36.408,77;36.408,77;0,00;2.594,13
259/2312A/12101;Complement  específic;70.360,96;0,00;70.360,96;66.059,01;66.059,01;0,00;4.301,95
259/2312A/12103;Altres complements;44.986,25;0,00;44.986,25;52.941,63;52.941,63;0,00;-7.955,38
259/2312A/15000;Productivitat;95,82;0,00;95,82;90,60;90,60;0,00;5,22
259/2312A/16000;Seguretat social;75.036,55;0,00;75.036,55;70.904,55;70.904,55;0,00;4.132,00
259/2312A/22101;Aigua;1.041,23;0,00;1.041,23;0,00;0,00;0,00;1.041,23
259/2312A/22102;Gas;181.571,24;0,00;181.571,24;207.320,03;207.320,03;0,00;-25.748,79
259/2312A/22199;Altres subministraments;2.000,00;0,00;2.000,00;1.992,44;1.246,93;745,51;7,56
259/2312A/22699;Altres despeses diverses;80.443,00;0,00;80.443,00;33.182,37;26.736,02;6.446,35;47.260,63
259/2312A/22706;Estudis i treballs tècnics;10,00;0,00;10,00;0,00;0,00;0,00;10,00
259/2312A/22799;Altres treballs realitzats per altres empreses i prof.;6.000,00;0,00;6.000,00;50.408,00;38.177,44;12.230,56;-44.408,00
259/2312A/23020;Dietes personal no directiu;10,00;0,00;10,00;0,00;0,00;0,00;10,00
259/2312B/22100;Energia elèctrica;46.713,89;0,00;46.713,89;46.704,59;46.663,01;41,58;9,30
259/2312B/22101;Aigua;965,29;0,00;965,29;0,00;0,00;0,00;965,29
259/2312B/2270001;Contractes de neteja;24.382,21;0,00;24.382,21;22.660,72;22.660,72;0,00;1.721,49
259/2312B/48200;Transf. corrents institucions sense ànim de lucre;39.000,00;19.434,93;58.434,93;57.684,93;38.934,95;18.749,98;750,00
259/2313A/12001;Salaris del Grup A2;154.509,45;0,00;154.509,45;149.010,61;149.010,61;0,00;5.498,84
259/2313A/12003;Salaris del Grup C1;4.063,74;0,00;4.063,74;0,00;0,00;0,00;4.063,74
259/2313A/12004;Salaris del Grup C2;66.968,72;0,00;66.968,72;68.912,29;68.912,29;0,00;-1.943,57
259/2313A/12006;Triennis;30.400,03;0,00;30.400,03;25.168,41;25.168,41;0,00;5.231,62
259/2313A/12100;Complement de destí;90.769,49;0,00;90.769,49;87.443,89;87.443,89;0,00;3.325,60
259/2313A/12101;Complement  específic;155.953,56;0,00;155.953,56;150.175,69;150.175,69;0,00;5.777,87
259/2313A/12103;Altres complements;59.241,91;0,00;59.241,91;74.579,22;74.579,22;0,00;-15.337,31
259/2313A/15000;Productivitat;5.255,30;0,00;5.255,30;2.018,00;2.018,00;0,00;3.237,30
259/2313A/16000;Seguretat social;163.301,27;0,00;163.301,27;155.238,80;155.238,80;0,00;8.062,47
259/2313A/22104;Vestuari;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00
259/2313A/22699;Altres despeses diverses;3.000,00;0,00;3.000,00;1.498,02;1.368,88;129,14;1.501,98
259/2313A/22799;Altres treballs realitzats per altres empreses i prof.;4.066.919,93;-101.072,76;3.965.847,17;3.779.298,31;3.163.846,48;615.451,83;186.548,86
259/2314A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;13.007,92;13.007,92;0,00;-101,40
