Aplicació pressupost;Descripció;Pressupost Inicial;Modificacions;Pressupost final;Obligacions reconegudes;Pagaments;Pendent pagaments;Estat execució
350/2411A/12005;Salaris del Grup E;38.374,62;0,00;38.374,62;39.209,76;39.209,76;0,00;-835,14
350/2411A/12006;Triennis;40.958,68;0,00;40.958,68;36.798,02;36.798,02;0,00;4.160,66
350/2411A/12100;Complement de destí;73.457,51;0,00;73.457,51;76.720,80;76.720,80;0,00;-3.263,29
350/2411A/12101;Complement  específic;149.277,01;0,00;149.277,01;154.787,65;154.787,65;0,00;-5.510,64
350/2411A/12103;Altres complements;78.359,12;0,00;78.359,12;91.123,57;91.123,57;0,00;-12.764,45
350/2411A/13100;Laboral temporal;0,00;800,00;800,00;758,57;758,57;0,00;41,43
350/2411A/15000;Productivitat;6.121,28;0,00;6.121,28;5.193,15;5.193,15;0,00;928,13
350/2411A/16000;Seguretat social;145.993,09;0,00;145.993,09;149.829,22;149.829,22;0,00;-3.836,13
350/2411A/21300;Manteniment de maquinària, instal·lacions i utillatge;1.500,00;0,00;1.500,00;1.345,46;1.345,46;0,00;154,54
350/2411A/21900;Altre immobilitzat material;1.500,00;0,00;1.500,00;128,94;0,00;128,94;1.371,06
350/2411A/22001;Premsa, revistes, llibres i altres publicacions;1.235,00;0,00;1.235,00;1.384,11;1.384,11;0,00;-149,11
350/2411A/22100;Energia elèctrica;369.507,59;0,00;369.507,59;286.135,94;147.085,28;139.050,66;83.371,65
350/2411A/22101;Aigua;2.649,57;1.974,06;4.623,63;11.067,26;9.093,20;1.974,06;-6.443,63
350/2411A/22102;Gas;15.979,44;0,00;15.979,44;40.540,24;40.540,24;0,00;-24.560,80
350/2411A/22104;Vestuari;2.000,00;0,00;2.000,00;2.641,11;2.641,11;0,00;-641,11
350/2411A/22106;prod farmaceutics;500,00;0,00;500,00;0,00;0,00;0,00;500,00
350/2411A/22199;Altres subministraments;32.000,00;0,00;32.000,00;14.369,37;9.552,86;4.816,51;17.630,63
350/2411A/22200;Serveis de Telecomunicacions;156.438,29;0,00;156.438,29;117.127,97;86.889,09;30.238,88;39.310,32
350/2411A/22201;Comunicacions postals;1.500,00;0,00;1.500,00;868,12;652,66;215,46;631,88
350/2411A/22300;Transports;750,00;0,00;750,00;0,00;0,00;0,00;750,00
350/2411A/22400;Primes d’assegurances;500,00;0,00;500,00;608,30;413,80;194,50;-108,30
350/2411A/22601;Atencions protocol·làries i representatives;700,00;0,00;700,00;665,50;665,50;0,00;34,50
350/2411A/2260200;Difusió d´activitats;2.000,00;0,00;2.000,00;4.757,72;2.724,92;2.032,80;-2.757,72
350/2411A/22699;Altres despeses diverses;1.000,00;0,00;1.000,00;11.836,59;11.076,44;760,15;-10.836,59
350/2411A/2270001;Contractes de neteja;119.318,74;0,00;119.318,74;118.302,84;118.302,84;0,00;1.015,90
350/2411A/22706;Estudis i treballs tècnics;116.000,00;0,00;116.000,00;89.782,85;89.782,85;0,00;26.217,15
350/2411A/22799;Altres treballs realitzats per altres empreses i prof.;2.000,00;0,00;2.000,00;0,00;0,00;0,00;2.000,00
350/2411A/23020;Dietes personal no directiu;800,00;0,00;800,00;1.027,63;979,03;48,60;-227,63
350/2411A/44000;Subvencions per al foment de l'ocupació;1.132.026,27;27.108,86;1.159.135,13;1.159.135,13;1.159.135,13;0,00;0,00
350/2411A/44001;Aportació a Promoció Econòmica de Sabadell - subv;2.840.000,00;791.188,48;3.631.188,48;2.997.360,35;2.497.360,35;500.000,00;633.828,13
350/2411A/48300;Subvencions i aportacions institucionals;41.334,72;0,00;41.334,72;38.351,53;38.351,53;0,00;2.983,19
350/2411A/62300;Inv. nova en maquinària, instal·lacions i utillatge;0,00;14.841,19;14.841,19;24.054,72;6.674,31;17.380,41;-9.213,53
350/2411A/62500;Mobiliari;0,00;10.000,00;10.000,00;0,00;0,00;0,00;10.000,00
350/4220A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;14.887,80;14.887,80;0,00;-210,48
350/4220A/12006;Triennis;2.257,68;0,00;2.257,68;2.047,20;2.047,20;0,00;210,48
350/4220A/12100;Complement de destí;6.118,08;0,00;6.118,08;6.118,08;6.118,08;0,00;0,00
350/4220A/12101;Complement  específic;9.544,44;0,00;9.544,44;9.544,44;9.544,44;0,00;0,00
350/4220A/12103;Altres complements;2.810,42;0,00;2.810,42;3.322,49;3.322,49;0,00;-512,07
350/4220A/16000;Seguretat social;8.972,40;0,00;8.972,40;9.264,60;9.264,60;0,00;-292,20
350/4220A/22300;Transports;750,00;0,00;750,00;0,00;0,00;0,00;750,00
350/4220A/22699;Altres despeses diverses;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00
350/4220A/22706;Estudis i treballs tècnics;5.000,00;0,00;5.000,00;0,00;0,00;0,00;5.000,00
350/4220A/74000;Transf. cap. a ens públics i soc. merc. de l'Entitat Local;300.000,00;3.030.541,76;3.330.541,76;2.292.676,41;2.292.676,41;0,00;1.037.865,35
350/4220A/74001;A ens públics i soc. merc. de l'Entitat Local;0,00;2.365.455,74;2.365.455,74;2.365.455,74;2.365.455,74;0,00;0,00
350/4320B/12003;Salaris del Grup C1;0,00;0,00;0,00;0,00;0,00;0,00;0,00
350/4320B/16000;Seguretat social;0,00;0,00;0,00;0,00;0,00;0,00;0,00
350/4340A/12000;Salaris del Grup A1;43.847,12;0,00;43.847,12;44.551,73;44.551,73;0,00;-704,61
350/4340A/12001;Salaris del Grup A2;51.466,25;0,00;51.466,25;50.090,07;50.090,07;0,00;1.376,18
350/4340A/12004;Salaris del Grup C2;49.172,91;0,00;49.172,91;47.980,70;47.980,70;0,00;1.192,21
350/4340A/12006;Triennis;22.025,11;0,00;22.025,11;16.563,49;16.563,49;0,00;5.461,62
350/4340A/12100;Complement de destí;63.968,69;0,00;63.968,69;61.387,12;61.387,12;0,00;2.581,57
350/4340A/12101;Complement  específic;113.965,03;0,00;113.965,03;110.287,62;110.287,62;0,00;3.677,41
350/4340A/12103;Altres complements;43.278,74;0,00;43.278,74;64.688,65;64.688,65;0,00;-21.409,91
350/4340A/13000;Retribucions bàsiques;31.556,33;0,00;31.556,33;32.041,18;32.041,18;0,00;-484,85
350/4340A/15000;Productivitat;336,52;0,00;336,52;90,70;90,70;0,00;245,82
350/4340A/15300;Complement de dedicació especial;2.410,00;0,00;2.410,00;2.651,00;2.651,00;0,00;-241,00
350/4340A/16000;Seguretat social;117.986,17;0,00;117.986,17;113.889,61;113.889,61;0,00;4.096,56
350/9222D/48200;Transf. corrents institucions sense ànim de lucre;0,00;0,00;0,00;0,00;0,00;0,00;0,00
350/9222E/48200;Transf. corrents institucions sense ànim de lucre;5.600,00;0,00;5.600,00;0,00;0,00;0,00;5.600,00
350/9222F/12001;Salaris del Grup A2;0,00;0,00;0,00;0,00;0,00;0,00;0,00
350/9222F/12100;Complement de destí;0,00;0,00;0,00;0,00;0,00;0,00;0,00
350/9222F/12101;Complement  específic;0,00;0,00;0,00;0,00;0,00;0,00;0,00
350/9222H/12000;Salaris del Grup A1;29.206,77;0,00;29.206,77;29.911,47;29.911,47;0,00;-704,70
350/9222H/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;10.040,14;10.040,14;0,00;-155,30
350/9222H/12006;Triennis;10.295,92;0,00;10.295,92;9.205,71;9.205,71;0,00;1.090,21
350/9222H/12100;Complement de destí;19.849,23;0,00;19.849,23;19.737,68;19.737,68;0,00;111,55
350/9222H/12101;Complement  específic;35.928,72;0,00;35.928,72;35.707,10;35.707,10;0,00;221,62
350/9222H/12103;Altres complements;12.892,24;0,00;12.892,24;14.646,36;14.646,36;0,00;-1.754,12
350/9222H/15000;Productivitat;48,60;0,00;48,60;48,60;48,60;0,00;0,00
350/9222H/16000;Seguretat social;30.173,22;0,00;30.173,22;30.338,01;30.338,01;0,00;-164,79
350/9222H/46700;A Consorcis;157.000,00;0,00;157.000,00;157.000,00;157.000,00;0,00;0,00
351/4300A/12000;Salaris del Grup A1;44.456,65;0,00;44.456,65;35.256,23;35.256,23;0,00;9.200,42
351/4300A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;13.110,00;13.110,00;0,00;-3.225,16
351/4300A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;1.198,50;1.198,50;0,00;7.180,08
351/4300A/12006;Triennis;10.918,54;0,00;10.918,54;10.360,30;10.360,30;0,00;558,24
351/4300A/12100;Complement de destí;36.772,25;0,00;36.772,25;28.215,29;28.215,29;0,00;8.556,96
351/4300A/12101;Complement  específic;65.789,77;0,00;65.789,77;47.598,69;47.598,69;0,00;18.191,08
351/4300A/12103;Altres complements;35.863,13;0,00;35.863,13;20.369,89;20.369,89;0,00;15.493,24
351/4300A/12409;Altres retribucions bàsiques;0,00;0,00;0,00;0,00;0,00;0,00;0,00
351/4300A/15000;Productivitat;3.967,12;0,00;3.967,12;3.393,74;3.393,74;0,00;573,38
351/4300A/16000;Seguretat social;50.497,58;0,00;50.497,58;40.056,98;40.056,98;0,00;10.440,60
351/4300A/22201;Comunicacions postals;2.000,00;0,00;2.000,00;1.589,05;1.431,93;157,12;410,95
351/4300A/22601;Atencions protocol·làries i representatives;700,00;0,00;700,00;0,00;0,00;0,00;700,00
351/4300A/2260200;Difusió d'activitats;4.000,00;0,00;4.000,00;5.125,10;1.531,40;3.593,70;-1.125,10
351/4300A/22620;El Sud Suma + Nou Pla de Barris;0,00;944,92;944,92;0,00;0,00;0,00;944,92
351/4300A/48300;Subvencions i aportacions institucionals;8.840,53;0,00;8.840,53;0,00;0,00;0,00;8.840,53
351/4310A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;15.203,52;15.203,52;0,00;-526,20
351/4310A/12003;Salaris del Grup C1;19.769,68;0,00;19.769,68;24.544,99;24.544,99;0,00;-4.775,31
351/4310A/12004;Salaris del Grup C2;14.960,22;0,00;14.960,22;10.460,01;10.460,01;0,00;4.500,21
351/4310A/12005;Salaris del Grup E;36.948,60;0,00;36.948,60;46.251,82;46.251,82;0,00;-9.303,22
351/4310A/12006;Triennis;22.394,08;0,00;22.394,08;19.700,15;19.700,15;0,00;2.693,93
351/4310A/12100;Complement de destí;37.416,13;0,00;37.416,13;40.710,29;40.710,29;0,00;-3.294,16
351/4310A/12101;Complement  específic;86.520,57;0,00;86.520,57;92.866,02;92.866,02;0,00;-6.345,45
351/4310A/12103;Altres complements;58.436,74;0,00;58.436,74;75.841,03;75.841,03;0,00;-17.404,29
351/4310A/13000;Retribucions bàsiques;25.394,41;0,00;25.394,41;25.317,98;25.317,98;0,00;76,43
351/4310A/13100;Laboral temporal;42.141,27;0,00;42.141,27;46.668,90;46.668,90;0,00;-4.527,63
351/4310A/15000;Productivitat;5.120,23;0,00;5.120,23;4.005,93;4.005,93;0,00;1.114,30
351/4310A/16000;Seguretat social;106.959,25;-43.807,65;63.151,60;111.348,69;111.348,69;0,00;-48.197,09
351/4310A/21300;Manteniment de maquinària, instal·lacions i utillatge;6.700,00;0,00;6.700,00;4.101,07;4.101,07;0,00;2.598,93
351/4310A/21900;Altre immobilitzat material;1.000,00;0,00;1.000,00;3.537,32;2.546,88;990,44;-2.537,32
351/4310A/22100;Energia elèctrica;220.797,07;0,00;220.797,07;212.663,74;130.427,69;82.236,05;8.133,33
351/4310A/22101;Aigua;3.037,77;1.402,86;4.440,63;1.402,86;0,00;1.402,86;3.037,77
351/4310A/22104;Vestuari;692,79;0,00;692,79;1.291,32;400,86;890,46;-598,53
351/4310A/22200;Serveis de Telecomunicacions;46.559,93;0,00;46.559,93;44.510,08;23.122,48;21.387,60;2.049,85
351/4310A/22701;Seguretat;9.520,00;231,08;9.751,08;11.077,41;9.351,34;1.726,07;-1.326,33
351/4310A/48900;Altres transferències;946.114,52;43.807,65;989.922,17;945.374,52;857.142,04;88.232,48;44.547,65
351/4311A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;13.007,92;13.007,92;0,00;-101,40
351/4311A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;5.015,85;5.015,85;0,00;4.868,99
351/4311A/12006;Triennis;2.084,68;0,00;2.084,68;1.270,50;1.270,50;0,00;814,18
351/4311A/12100;Complement de destí;9.474,96;0,00;9.474,96;7.106,22;7.106,22;0,00;2.368,74
351/4311A/12101;Complement  específic;15.842,28;0,00;15.842,28;11.989,74;11.989,74;0,00;3.852,54
351/4311A/12103;Altres complements;4.433,54;0,00;4.433,54;3.822,07;3.822,07;0,00;611,47
351/4311A/16000;Seguretat social;15.494,60;0,00;15.494,60;12.112,46;12.112,46;0,00;3.382,14
351/4311A/22199;Altres subministraments;5.550,00;0,00;5.550,00;78,36;43,36;35,00;5.471,64
351/4311A/22699;Altres despeses diverses;15.000,00;5.000,00;20.000,00;2.964,13;2.077,41;886,72;17.035,87
351/4311A/22799;Altres treballs realitzats per altres empreses i prof.;13.000,00;16.707,40;29.707,40;47.347,29;15.250,29;32.097,00;-17.639,89
351/4311A/47900;Transferències corrents a empreses privades;174.043,54;13.428,07;187.471,61;91.628,79;89.428,79;2.200,00;95.842,82
351/4320A/22199;Altres subministraments;2.000,00;1.600,00;3.600,00;0,00;0,00;0,00;3.600,00
351/4930A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;15.150,90;15.150,90;0,00;-473,58
351/4930A/12003;Salaris del Grup C1;29.558,52;0,00;29.558,52;27.583,42;27.583,42;0,00;1.975,10
351/4930A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;8.414,04;8.414,04;0,00;-35,46
351/4930A/12006;Triennis;8.086,38;0,00;8.086,38;7.021,53;7.021,53;0,00;1.064,85
351/4930A/12100;Complement de destí;21.961,22;0,00;21.961,22;20.967,99;20.967,99;0,00;993,23
351/4930A/12101;Complement  específic;37.901,91;0,00;37.901,91;36.087,13;36.087,13;0,00;1.814,78
351/4930A/12103;Altres complements;21.103,81;0,00;21.103,81;23.859,23;23.859,23;0,00;-2.755,42
351/4930A/15000;Productivitat;1.593,60;0,00;1.593,60;1.024,00;1.024,00;0,00;569,60
351/4930A/16000;Seguretat social;44.741,45;0,00;44.741,45;44.183,32;44.183,32;0,00;558,13
351/4930A/22699;Altres despeses diverses;400,00;0,00;400,00;162,36;162,36;0,00;237,64
351/4930A/22706;Estudis i treballs tècnics;15.000,00;-1.402,86;13.597,14;9.692,48;2.692,48;7.000,00;3.904,66
351/4930A/22799;Altres treballs realitzats per altres empreses i prof.;13.000,00;-5.000,00;8.000,00;3.197,32;0,00;3.197,32;4.802,68
371/9290A/22691;Fons de contingència;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00
371/9310A/12000;Salaris del Grup A1;29.354,64;0,00;29.354,64;30.407,04;30.407,04;0,00;-1.052,40
371/9310A/12001;Salaris del Grup A2;25.813,04;0,00;25.813,04;26.186,67;26.186,67;0,00;-373,63
371/9310A/12004;Salaris del Grup C2;7.479,71;0,00;7.479,71;6.187,85;6.187,85;0,00;1.291,86
371/9310A/12006;Triennis;15.651,24;0,00;15.651,24;13.883,60;13.883,60;0,00;1.767,64
371/9310A/12100;Complement de destí;32.486,09;0,00;32.486,09;31.761,24;31.761,24;0,00;724,85
371/9310A/12101;Complement  específic;58.939,61;0,00;58.939,61;57.575,51;57.575,51;0,00;1.364,10
371/9310A/12103;Altres complements;33.326,27;0,00;33.326,27;41.738,40;41.738,40;0,00;-8.412,13
371/9310A/15000;Productivitat;9.568,12;0,00;9.568,12;8.228,04;8.228,04;0,00;1.340,08
371/9310A/16000;Seguretat social;48.328,98;0,00;48.328,98;45.963,01;45.963,01;0,00;2.365,97
371/9310A/22699;Altres despeses diverses;100,00;0,00;100,00;0,00;0,00;0,00;100,00
371/9310A/22706;Estudis i treballs tècnics;41.369,41;0,00;41.369,41;36.691,86;35.907,07;784,79;4.677,55
371/9310A/22799;Altres treballs realitzats per altres empreses i prof.;100,00;0,00;100,00;0,00;0,00;0,00;100,00
371/9310A/25000;Treballs realitzats per Adm.Públiques;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9310A/26000;Treballs realitzats Entitats sense ànim lucre;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9310A/27000;Despeses imprevistes i funcions no classificades;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9310A/46700;A Consorcis;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9310A/48000;A famílies i institucions sense ànim de lucre;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9310A/85090;Resta d'adquisicions d’accions dintre del sector públic;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9310A/86010;Adq.d’acc.f.del sect. públic d’empreses nacionals;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9430A/46500;A Comarques;72.000,00;0,00;72.000,00;33.724,68;33.724,68;0,00;38.275,32
372/2210A/13001;Retribucions bàsiques;10.000,00;0,00;10.000,00;1.019,64;1.019,64;0,00;8.980,36
372/2210A/14400;Substitucions i suport;245.388,83;-245.000,00;388,83;0,00;0,00;0,00;388,83
372/2210A/15100;Gratificacions;296.290,71;0,00;296.290,71;9.988,88;9.988,88;0,00;286.301,83
372/2210A/15201;Altres incentius al rendiment;44.000,00;0,00;44.000,00;32.283,87;32.283,87;0,00;11.716,13
372/2210A/16104;Indemnit. al personal laboral per jubilació anticipada;150.000,00;-94.010,00;55.990,00;33.668,40;33.668,40;0,00;22.321,60
372/2210A/16105;Pensions a càrrec de l’entitat local;38.000,00;0,00;38.000,00;11.676,95;11.676,95;0,00;26.323,05
372/2210A/16202;Transport de personal;39.000,00;0,00;39.000,00;12.223,82;12.223,82;0,00;26.776,18
372/2210A/16204;Acció social;50.000,00;0,00;50.000,00;23.940,00;23.940,00;0,00;26.060,00
372/2210A/16209;Altres despeses socials;23.000,00;0,00;23.000,00;3.939,47;3.939,47;0,00;19.060,53
372/2210A/22400;Primes d’assegurances;75,00;0,00;75,00;0,00;0,00;0,00;75,00
372/2210A/83000;Concessió de préstecs fora del sector públic a curt termini;10,00;78.845,19;78.855,19;78.855,19;78.855,19;0,00;0,00
372/2210A/83100;Concessió de préstecs fora del sector públic a llarg termini;10,00;51.085,09;51.095,09;51.095,09;51.095,09;0,00;0,00
372/9205A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;15.045,66;15.045,66;0,00;-368,34
372/9205A/12001;Salaris del Grup A2;25.557,31;0,00;25.557,31;26.054,05;26.054,05;0,00;-496,74
372/9205A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;9.930,30;9.930,30;0,00;-45,46
372/9205A/12006;Triennis;10.611,53;0,00;10.611,53;12.643,88;12.643,88;0,00;-2.032,35
372/9205A/12100;Complement de destí;24.923,96;0,00;24.923,96;24.923,96;24.923,96;0,00;0,00
372/9205A/12101;Complement  específic;43.252,69;0,00;43.252,69;43.252,69;43.252,69;0,00;0,00
372/9205A/12103;Altres complements;96.051,37;0,00;96.051,37;48.404,11;48.404,11;0,00;47.647,26
372/9205A/13100;Laboral temporal;2.911,62;0,00;2.911,62;0,00;0,00;0,00;2.911,62
372/9205A/15000;Productivitat;0,00;0,00;0,00;0,00;0,00;0,00;0,00
372/9205A/16000;Seguretat social;32.359,37;0,00;32.359,37;32.303,70;32.303,70;0,00;55,67
372/9205A/20200;Lloguers d’edificis i altres construccions;16.650,74;5.450,00;22.100,74;21.765,60;16.324,20;5.441,40;335,14
372/9205A/22201;Comunicacions postals;1.000,00;0,00;1.000,00;764,61;722,36;42,25;235,39
372/9205A/2260200;Difusió d´activitats;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00
372/9205A/22699;Altres despeses diverses;10,00;0,00;10,00;0,00;0,00;0,00;10,00
372/9205A/22799;Altres treballs realitzats per altres empreses i prof.;10,00;0,00;10,00;0,00;0,00;0,00;10,00
372/9205A/23010;Dietes del personal directiu;10,00;0,00;10,00;0,00;0,00;0,00;10,00
372/9205B/12000;Salaris del Grup A1;14.603,38;0,00;14.603,38;14.608,37;14.608,37;0,00;-4,99
372/9205B/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;12.992,68;12.992,68;0,00;-86,16
372/9205B/12003;Salaris del Grup C1;77.040,09;0,00;77.040,09;78.958,28;78.958,28;0,00;-1.918,19
372/9205B/12004;Salaris del Grup C2;32.195,98;0,00;32.195,98;29.308,18;29.308,18;0,00;2.887,80
372/9205B/12006;Triennis;20.290,61;0,00;20.290,61;17.210,26;17.210,26;0,00;3.080,35
372/9205B/12100;Complement de destí;62.247,03;0,00;62.247,03;60.718,68;60.718,68;0,00;1.528,35
372/9205B/12101;Complement  específic;106.726,57;0,00;106.726,57;103.983,12;103.983,12;0,00;2.743,45
372/9205B/12103;Altres complements;41.551,93;0,00;41.551,93;52.788,71;52.788,71;0,00;-11.236,78
372/9205B/15000;Productivitat;0,00;0,00;0,00;0,00;0,00;0,00;0,00
372/9205B/16000;Seguretat social;97.759,88;0,00;97.759,88;97.353,66;97.353,66;0,00;406,22
372/9205B/20200;Lloguers d’edificis i altres construccions;1.000,00;0,00;1.000,00;508,20;508,20;0,00;491,80
372/9205B/22607;Oposicions i proves selectives;5.000,00;0,00;5.000,00;0,00;0,00;0,00;5.000,00
372/9205B/22699;Altres despeses diverses;10,00;0,00;10,00;55,95;0,00;55,95;-45,95
372/9205B/22706;Estudis i treballs tècnics;10,00;0,00;10,00;0,00;0,00;0,00;10,00
372/9205B/22799;Altres treballs realitzats per altres empreses i prof.;86.386,50;-1.109,35;85.277,15;73.752,91;56.252,91;17.500,00;11.524,24
372/9205C/12003;Salaris del Grup C1;17.609,62;0,00;17.609,62;16.896,98;16.896,98;0,00;712,64
372/9205C/12004;Salaris del Grup C2;13.283,69;0,00;13.283,69;8.181,12;8.181,12;0,00;5.102,57
372/9205C/12005;Salaris del Grup E;0,00;0,00;0,00;0,00;0,00;0,00;0,00
372/9205C/12006;Triennis;7.017,33;0,00;7.017,33;4.848,78;4.848,78;0,00;2.168,55
372/9205C/12100;Complement de destí;14.246,73;0,00;14.246,73;10.564,99;10.564,99;0,00;3.681,74
372/9205C/12101;Complement  específic;24.664,41;0,00;24.664,41;18.232,16;18.232,16;0,00;6.432,25
372/9205C/12103;Altres complements;21.085,65;0,00;21.085,65;44.706,55;44.706,55;0,00;-23.620,90
372/9205C/15000;Productivitat;0,00;0,00;0,00;0,00;0,00;0,00;0,00
372/9205C/16000;Seguretat social;28.626,70;0,00;28.626,70;5.872,10;5.872,10;0,00;22.754,60
372/9205C/20200;Lloguers d’edificis i altres construccions;10,00;2.000,00;2.010,00;1.875,50;363,00;1.512,50;134,50
372/9205C/22101;Aigua;128,14;0,00;128,14;484,07;484,07;0,00;-355,93
372/9205C/22102;Gas;142.775,86;0,00;142.775,86;117.744,84;117.744,84;0,00;25.031,02
372/9205C/22699;Altres despeses diverses;10,00;0,00;10,00;35,39;35,39;0,00;-25,39
372/9205C/22799;Altres treballs realitzats per altres empreses i prof.;45.989,59;-2.000,00;43.989,59;28.668,99;16.912,11;11.756,88;15.320,60
372/9205C/48100;Premis, beques i pensions d’estudi i investigació;10,00;0,00;10,00;0,00;0,00;0,00;10,00
373/9201A/12000;Salaris del Grup A1;14.603,38;0,00;14.603,38;15.024,34;15.024,34;0,00;-420,96
373/9201A/12001;Salaris del Grup A2;25.813,04;0,00;25.813,04;26.085,27;26.085,27;0,00;-272,23
373/9201A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;10.453,11;10.453,11;0,00;-568,27
373/9201A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;8.440,98;8.440,98;0,00;-62,40
373/9201A/12006;Triennis;11.582,82;0,00;11.582,82;10.757,91;10.757,91;0,00;824,91
373/9201A/12100;Complement de destí;28.737,14;0,00;28.737,14;28.718,93;28.718,93;0,00;18,21
373/9201A/12101;Complement  específic;54.273,15;0,00;54.273,15;54.241,05;54.241,05;0,00;32,10
373/9201A/12103;Altres complements;21.419,01;0,00;21.419,01;23.703,74;23.703,74;0,00;-2.284,73
373/9201A/16000;Seguretat social;46.528,60;0,00;46.528,60;47.022,14;47.022,14;0,00;-493,54
373/9201A/21200;Manteniment d’edificis i altres construccions;3.100,00;0,00;3.100,00;2.662,38;2.662,38;0,00;437,62
373/9201A/21300;Manteniment de maquinària, instal·lacions i utillatge;698,00;0,00;698,00;99,83;99,83;0,00;598,17
373/9201A/21900;Altre immobilitzat material;3.200,00;0,00;3.200,00;4.233,59;2.779,19;1.454,40;-1.033,59
373/9201A/22199;Altres subministraments;3.200,00;0,00;3.200,00;2.698,84;2.502,63;196,21;501,16
373/9201A/22699;Altres despeses diverses;10,00;0,00;10,00;0,00;0,00;0,00;10,00
373/9201A/22706;Estudis i treballs tècnics;9.500,00;0,00;9.500,00;0,00;0,00;0,00;9.500,00
373/9201A/22799;Altres treballs realitzats per altres empreses i prof.;9.000,00;400,00;9.400,00;15.213,86;13.716,51;1.497,35;-5.813,86
373/9201A/63200;Inv. rep. en edificis i altres construccions;65.000,00;0,00;65.000,00;64.993,09;0,00;64.993,09;6,91
375/9311A/12000;Salaris del Grup A1;58.339,59;0,00;58.339,59;59.802,29;59.802,29;0,00;-1.462,70
375/9311A/12001;Salaris del Grup A2;12.874,55;0,00;12.874,55;13.280,15;13.280,15;0,00;-405,60
375/9311A/12003;Salaris del Grup C1;59.165,04;0,00;59.165,04;56.609,32;56.609,32;0,00;2.555,72
375/9311A/12006;Triennis;33.854,32;0,00;33.854,32;30.134,01;30.134,01;0,00;3.720,31
375/9311A/12100;Complement de destí;64.410,22;0,00;64.410,22;62.356,44;62.356,44;0,00;2.053,78
375/9311A/12101;Complement  específic;134.987,71;0,00;134.987,71;131.230,67;131.230,67;0,00;3.757,04
375/9311A/12103;Altres complements;50.171,11;0,00;50.171,11;68.938,16;68.938,16;0,00;-18.767,05
375/9311A/15000;Productivitat;8.063,70;0,00;8.063,70;6.939,00;6.939,00;0,00;1.124,70
375/9311A/16000;Seguretat social;103.561,16;0,00;103.561,16;98.658,48;98.658,48;0,00;4.902,68
375/9311A/22001;Premsa, revistes, llibres i altres publicacions;247,00;0,00;247,00;337,70;337,70;0,00;-90,70
375/9311A/22201;Comunicacions postals;500,00;0,00;500,00;124,52;117,12;7,40;375,48
376/9340A/12000;Salaris del Grup A1;29.354,64;0,00;29.354,64;29.833,21;29.833,21;0,00;-478,57
376/9340A/12003;Salaris del Grup C1;18.761,65;0,00;18.761,65;16.092,87;16.092,87;0,00;2.668,78
376/9340A/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;16.443,15;16.443,15;0,00;314,01
376/9340A/12006;Triennis;10.595,86;0,00;10.595,86;10.570,35;10.570,35;0,00;25,51
376/9340A/12100;Complement de destí;33.715,69;0,00;33.715,69;31.506,63;31.506,63;0,00;2.209,06
376/9340A/12101;Complement  específic;55.233,35;0,00;55.233,35;51.571,21;51.571,21;0,00;3.662,14
376/9340A/12103;Altres complements;21.585,56;0,00;21.585,56;33.544,14;33.544,14;0,00;-11.958,58
376/9340A/15000;Productivitat;37,44;0,00;37,44;36,81;36,81;0,00;0,63
376/9340A/16000;Seguretat social;49.349,96;0,00;49.349,96;43.927,06;43.927,06;0,00;5.422,90
376/9340A/20300;Lloguers de maquinària, instal·lacions i utillatge;730,00;428,85;1.158,85;1.158,85;1.158,85;0,00;0,00
376/9340A/21300;Manteniment de maquinària, instal·lacions i utillatge;10,00;0,00;10,00;0,00;0,00;0,00;10,00
376/9340A/22201;Comunicacions postals;250,00;0,00;250,00;264,70;257,19;7,51;-14,70
376/9340A/22400;Primes d’assegurances;210,00;0,00;210,00;159,78;159,78;0,00;50,22
376/9340A/22699;Altres despeses diverses;10,00;0,00;10,00;150,00;150,00;0,00;-140,00
