Districte;Sexe;Municipi_Naixement;Provincia_Naixement;Pais_Naixement;Total;
"6";"D";"HUESA";"JAÉN";"ESPANYA";"2";
"6";"D";"HUESCA";"HUESCA";"ESPANYA";"7";
"6";"D";"HUÉSCAR";"GRANADA";"ESPANYA";"3";
"6";"D";"HUÉTOR TÁJAR";"GRANADA";"ESPANYA";"3";
"6";"D";"IBROS";"JAÉN";"ESPANYA";"12";
"6";"D";"IGUALADA";"BARCELONA";"ESPANYA";"6";
"6";"D";"ÍLLORA";"GRANADA";"ESPANYA";"2";
"6";"D";"INCA";"BALEARS";"ESPANYA";"1";
"6";"D";"INSTINCIÓN";"ALMERÍA";"ESPANYA";"1";
"6";"D";"ISLA CRISTINA";"HUELVA";"ESPANYA";"4";
"6";"D";"IVARS D'URGELL";"LLEIDA";"ESPANYA";"2";
"6";"D";"IZNÁJAR";"CÓRDOBA";"ESPANYA";"16";
"6";"D";"IZNALLOZ";"GRANADA";"ESPANYA";"2";
"6";"D";"JABALQUINTO";"JAÉN";"ESPANYA";"12";
"6";"D";"JACA";"HUESCA";"ESPANYA";"1";
"6";"D";"JAÉN";"JAÉN";"ESPANYA";"25";
"6";"D";"JAMILENA";"JAÉN";"ESPANYA";"1";
"6";"D";"JEREZ DE LA FRONTERA";"CÁDIZ";"ESPANYA";"12";
"6";"D";"JEREZ DE LOS CABALLEROS";"BADAJOZ";"ESPANYA";"1";
"6";"D";"JEREZ DEL MARQUESADO";"GRANADA";"ESPANYA";"6";
"6";"D";"JETE";"GRANADA";"ESPANYA";"3";
"6";"D";"JIMENA";"JAÉN";"ESPANYA";"1";
"6";"D";"JIMENA DE LA FRONTERA";"CÁDIZ";"ESPANYA";"1";
"6";"D";"JIMERA DE LÍBAR";"MÁLAGA";"ESPANYA";"1";
"6";"D";"JÓDAR";"JAÉN";"ESPANYA";"6";
"6";"D";"JOSA I TUIXÉN";"LLEIDA";"ESPANYA";"1";
"6";"D";"JUNCOSA";"LLEIDA";"ESPANYA";"1";
"6";"D";"JUVILES";"GRANADA";"ESPANYA";"3";
"6";"D";"KARRANTZA HARANA/CARRANZA";"VIZCAYA";"ESPANYA";"2";
"6";"D";"LABORES,LAS";"CIUDAD REAL";"ESPANYA";"1";
"6";"D";"LAGUNA DE DUERO";"VALLADOLID";"ESPANYA";"1";
"6";"D";"LAHIGUERA";"JAÉN";"ESPANYA";"31";
"6";"D";"LALUENGA";"HUESCA";"ESPANYA";"1";
"6";"D";"LALUEZA";"HUESCA";"ESPANYA";"2";
"6";"D";"LANAJA";"HUESCA";"ESPANYA";"3";
"6";"D";"LANGA DE DUERO";"SORIA";"ESPANYA";"1";
"6";"D";"LANJARÓN";"GRANADA";"ESPANYA";"3";
"6";"D";"LANTEJUELA,LA";"SEVILLA";"ESPANYA";"1";
"6";"D";"LARVA";"JAÉN";"ESPANYA";"19";
"6";"D";"LASCELLAS-PONZANO";"HUESCA";"ESPANYA";"2";
"6";"D";"LAZA";"OURENSE";"ESPANYA";"1";
"6";"D";"LEÓN";"LEÓN";"ESPANYA";"15";
"6";"D";"LETUR";"ALBACETE";"ESPANYA";"1";
"6";"D";"LIBROS";"TERUEL";"ESPANYA";"2";
"6";"D";"LIÉRGANES";"CANTABRIA";"ESPANYA";"1";
"6";"D";"LINARES";"JAÉN";"ESPANYA";"20";
"6";"D";"LINARES DE RIOFRÍO";"SALAMANCA";"ESPANYA";"2";
"6";"D";"LÍNEA DE LA CONCEPCIÓN,LA";"CÁDIZ";"ESPANYA";"8";
"6";"D";"LINYOLA";"LLEIDA";"ESPANYA";"1";
"6";"D";"LLADORRE";"LLEIDA";"ESPANYA";"2";
"6";"D";"LLAGOSTA,LA";"BARCELONA";"ESPANYA";"1";
"6";"D";"LLAMAS DE LA RIBERA";"LEÓN";"ESPANYA";"3";
"6";"D";"LLARDECANS";"LLEIDA";"ESPANYA";"2";
"6";"D";"LLEIDA";"LLEIDA";"ESPANYA";"40";
"6";"D";"LLERENA";"BADAJOZ";"ESPANYA";"3";
"6";"D";"LLÍVIA";"GIRONA";"ESPANYA";"1";
"6";"D";"LLORET DE MAR";"GIRONA";"ESPANYA";"3";
"6";"D";"LLOSSES,LES";"GIRONA";"ESPANYA";"1";
"6";"D";"LOBIOS";"OURENSE";"ESPANYA";"1";
"6";"D";"LOGROÑO";"RIOJA,LA";"ESPANYA";"3";
"6";"D";"LOGROSÁN";"CÁCERES";"ESPANYA";"4";
"6";"D";"LOJA";"GRANADA";"ESPANYA";"141";
"6";"D";"LOPERA";"JAÉN";"ESPANYA";"6";
"6";"D";"LORA DEL RÍO";"SEVILLA";"ESPANYA";"21";
"6";"D";"LORCA";"MURCIA";"ESPANYA";"13";
"6";"D";"LORQUÍ";"MURCIA";"ESPANYA";"3";
"6";"D";"LOZOYUELA-NAVAS-SIETEIGLESIAS";"MADRID";"ESPANYA";"1";
"6";"D";"LÚCAR";"ALMERÍA";"ESPANYA";"1";
"6";"D";"LUCENA";"CÓRDOBA";"ESPANYA";"18";
"6";"D";"LUGO";"LUGO";"ESPANYA";"7";
"6";"D";"LUISIANA,LA";"SEVILLA";"ESPANYA";"1";
"6";"D";"LUPIÓN";"JAÉN";"ESPANYA";"1";
"6";"D";"LUQUE";"CÓRDOBA";"ESPANYA";"1";
"6";"D";"MACAEL";"ALMERÍA";"ESPANYA";"1";
"6";"D";"MACEDA";"OURENSE";"ESPANYA";"1";
"6";"D";"MACOTERA";"SALAMANCA";"ESPANYA";"3";
"6";"D";"MADRID";"MADRID";"ESPANYA";"51";
"6";"D";"MADRIGALEJO";"CÁCERES";"ESPANYA";"1";
"6";"D";"MADRIGUERAS";"ALBACETE";"ESPANYA";"2";
"6";"D";"MAGUILLA";"BADAJOZ";"ESPANYA";"1";
"6";"D";"MAIALS";"LLEIDA";"ESPANYA";"1";
"6";"D";"MÁLAGA";"MÁLAGA";"ESPANYA";"41";
"6";"D";"MALAGÓN";"CIUDAD REAL";"ESPANYA";"1";
"6";"D";"MALCOCINADO";"BADAJOZ";"ESPANYA";"2";
"6";"D";"MALDÀ";"LLEIDA";"ESPANYA";"1";
"6";"D";"MALGRAT DE MAR";"BARCELONA";"ESPANYA";"1";
"6";"D";"MALLÉN";"ZARAGOZA";"ESPANYA";"1";
"6";"D";"MALPARTIDA DE LA SERENA";"BADAJOZ";"ESPANYA";"1";
"6";"D";"MALPARTIDA DE PLASENCIA";"CÁCERES";"ESPANYA";"2";
"6";"D";"MAMBLAS";"ÁVILA";"ESPANYA";"2";
"6";"D";"MANACOR";"BALEARS";"ESPANYA";"1";
"6";"D";"MANCHA REAL";"JAÉN";"ESPANYA";"4";
"6";"D";"MANISES";"VALÈNCIA";"ESPANYA";"1";
"6";"D";"MANLLEU";"BARCELONA";"ESPANYA";"1";
"6";"D";"MANRESA";"BARCELONA";"ESPANYA";"20";
"6";"D";"MANZANARES";"CIUDAD REAL";"ESPANYA";"6";
"6";"D";"MANZANEDA";"OURENSE";"ESPANYA";"1";
"6";"D";"MAÓ";"BALEARS";"ESPANYA";"1";
"6";"D";"MARBELLA";"MÁLAGA";"ESPANYA";"1";
"6";"D";"MARCHAL";"GRANADA";"ESPANYA";"1";
"6";"D";"MARCHENA";"SEVILLA";"ESPANYA";"1";
"6";"D";"MARÍN";"PONTEVEDRA";"ESPANYA";"1";
"6";"D";"MARINALEDA";"SEVILLA";"ESPANYA";"8";
"6";"D";"MARINES,LOS";"HUELVA";"ESPANYA";"1";
"6";"D";"MARMOLEJO";"JAÉN";"ESPANYA";"4";
"6";"D";"MARTÍN DE LA JARA";"SEVILLA";"ESPANYA";"2";
"6";"D";"MARTORELL";"BARCELONA";"ESPANYA";"4";
"6";"D";"MARTOS";"JAÉN";"ESPANYA";"5";
"6";"D";"MAS DE LAS MATAS";"TERUEL";"ESPANYA";"1";
"6";"D";"MASNOU,EL";"BARCELONA";"ESPANYA";"1";
"6";"D";"MASQUEFA";"BARCELONA";"ESPANYA";"1";
"6";"D";"MATADEPERA";"BARCELONA";"ESPANYA";"1";
"6";"D";"MATARÓ";"BARCELONA";"ESPANYA";"12";
"6";"D";"MAYORGA";"VALLADOLID";"ESPANYA";"1";
"6";"D";"MAZARICOS";"CORUÑA,A";"ESPANYA";"1";
"6";"D";"MAZARRÓN";"MURCIA";"ESPANYA";"4";
"6";"D";"MEDINA DEL CAMPO";"VALLADOLID";"ESPANYA";"1";
"6";"D";"MEDINA-SIDONIA";"CÁDIZ";"ESPANYA";"1";
"6";"D";"MEDINACELI";"SORIA";"ESPANYA";"3";
"6";"D";"MELGAR DE FERNAMENTAL";"BURGOS";"ESPANYA";"1";
"6";"D";"MELILLA";"MELILLA";"ESPANYA";"15";
"6";"D";"MEMBRILLA";"CIUDAD REAL";"ESPANYA";"1";
"6";"D";"MENASALBAS";"TOLEDO";"ESPANYA";"1";
"6";"D";"MENGÍBAR";"JAÉN";"ESPANYA";"7";
"6";"D";"MEQUINENZA";"ZARAGOZA";"ESPANYA";"4";
"6";"D";"MÉRIDA";"BADAJOZ";"ESPANYA";"2";
"6";"D";"MESTANZA";"CIUDAD REAL";"ESPANYA";"1";
"6";"D";"MIAJADAS";"CÁCERES";"ESPANYA";"1";
"6";"D";"MIERES";"ASTURIAS";"ESPANYA";"3";
"6";"D";"MIGUELTURRA";"CIUDAD REAL";"ESPANYA";"1";
"6";"D";"MIJAS";"MÁLAGA";"ESPANYA";"1";
"6";"D";"MILLANES";"CÁCERES";"ESPANYA";"1";
"6";"D";"MINAS DE RIOTINTO";"HUELVA";"ESPANYA";"2";
"6";"D";"MINAYA";"ALBACETE";"ESPANYA";"1";
"6";"D";"MINGLANILLA";"CUENCA";"ESPANYA";"1";
"6";"D";"MIRALCAMP";"LLEIDA";"ESPANYA";"1";
"6";"D";"MIRANDA DE EBRO";"BURGOS";"ESPANYA";"1";
"6";"D";"MISLATA";"VALÈNCIA";"ESPANYA";"1";
"6";"D";"MOAÑA";"PONTEVEDRA";"ESPANYA";"3";
"6";"D";"MOCLÍN";"GRANADA";"ESPANYA";"1";
"6";"D";"MOIÀ";"BARCELONA";"ESPANYA";"3";
"6";"D";"MOJÁCAR";"ALMERÍA";"ESPANYA";"4";
"6";"D";"MOLAR,EL";"TARRAGONA";"ESPANYA";"1";
"6";"D";"MOLINA DE SEGURA";"MURCIA";"ESPANYA";"8";
"6";"D";"MOLINS DE REI";"BARCELONA";"ESPANYA";"3";
"6";"D";"MOLLERUSSA";"LLEIDA";"ESPANYA";"1";
"6";"D";"MOLLET DEL VALLÈS";"BARCELONA";"ESPANYA";"23";
"6";"D";"MOLLINA";"MÁLAGA";"ESPANYA";"1";
"6";"D";"MOLVÍZAR";"GRANADA";"ESPANYA";"1";
"6";"D";"MONESTERIO";"BADAJOZ";"ESPANYA";"2";
"6";"D";"MONFORTE DE MOYUELA";"TERUEL";"ESPANYA";"1";
"6";"D";"MONISTROL DE MONTSERRAT";"BARCELONA";"ESPANYA";"1";
"6";"D";"MONTALBÁN DE CÓRDOBA";"CÓRDOBA";"ESPANYA";"3";
"6";"D";"MONTBRIÓ DEL CAMP";"TARRAGONA";"ESPANYA";"1";
"6";"D";"MONTCADA I REIXAC";"BARCELONA";"ESPANYA";"22";
"6";"D";"MONTEAGUDO DE LAS VICARÍAS";"SORIA";"ESPANYA";"1";
"6";"D";"MONTEDERRAMO";"OURENSE";"ESPANYA";"1";
"6";"D";"MONTEFRÍO";"GRANADA";"ESPANYA";"7";
"6";"D";"MONTEJÍCAR";"GRANADA";"ESPANYA";"3";
"6";"D";"MONTEJO DE TIERMES";"SORIA";"ESPANYA";"1";
"6";"D";"MONTELLANO";"SEVILLA";"ESPANYA";"1";
"6";"D";"MONTERREI";"OURENSE";"ESPANYA";"1";
"6";"D";"MONTERROSO";"LUGO";"ESPANYA";"3";
"6";"D";"MONTERRUBIO DE LA SERENA";"BADAJOZ";"ESPANYA";"6";
"6";"D";"MONTESQUIU";"BARCELONA";"ESPANYA";"1";
"6";"D";"MONTGAT";"BARCELONA";"ESPANYA";"1";
"6";"D";"MONTILLA";"CÓRDOBA";"ESPANYA";"6";
"6";"D";"MONTIZÓN";"JAÉN";"ESPANYA";"3";
"6";"D";"MONTMELL,EL";"TARRAGONA";"ESPANYA";"1";
"6";"D";"MONTMELÓ";"BARCELONA";"ESPANYA";"2";
"6";"D";"MONTOLIU DE LLEIDA";"LLEIDA";"ESPANYA";"1";
"6";"D";"MONTORO";"CÓRDOBA";"ESPANYA";"16";
"6";"D";"MONTSERRAT";"VALÈNCIA";"ESPANYA";"1";
"6";"D";"MONTURQUE";"CÓRDOBA";"ESPANYA";"2";
"6";"D";"MONZÓN";"HUESCA";"ESPANYA";"4";
"6";"D";"MORALEDA DE ZAFAYONA";"GRANADA";"ESPANYA";"1";
"6";"D";"MORALEJA";"CÁCERES";"ESPANYA";"2";
"6";"D";"MORALEJA DE LAS PANADERAS";"VALLADOLID";"ESPANYA";"2";
"6";"D";"MORATALLA";"MURCIA";"ESPANYA";"3";
"6";"D";"MORELÁBOR";"GRANADA";"ESPANYA";"21";
"6";"D";"MORELLA";"CASTELLÓ";"ESPANYA";"2";
"6";"D";"MORÓN DE LA FRONTERA";"SEVILLA";"ESPANYA";"11";
"6";"D";"MOSQUERUELA";"TERUEL";"ESPANYA";"2";
"6";"D";"MOTA DE ALTAREJOS";"CUENCA";"ESPANYA";"1";
"6";"D";"MOTRIL";"GRANADA";"ESPANYA";"1";
"6";"D";"MUELA,LA";"ZARAGOZA";"ESPANYA";"1";
"6";"D";"MULA";"MURCIA";"ESPANYA";"2";
"6";"D";"MURA";"BARCELONA";"ESPANYA";"1";
"6";"D";"MURCIA";"MURCIA";"ESPANYA";"141";
"6";"D";"MURILLO EL FRUTO";"NAVARRA";"ESPANYA";"1";
"6";"D";"MURTAS";"GRANADA";"ESPANYA";"1";
"6";"D";"NACIMIENTO";"ALMERÍA";"ESPANYA";"1";
"6";"D";"NÁJERA";"RIOJA,LA";"ESPANYA";"1";
"6";"D";"NAVA DE RICOMALILLO,LA";"TOLEDO";"ESPANYA";"1";
"6";"D";"NAVA DE SOTROBAL";"SALAMANCA";"ESPANYA";"1";
"6";"D";"NAVALMORAL DE LA MATA";"CÁCERES";"ESPANYA";"5";
"6";"D";"NAVARCLES";"BARCELONA";"ESPANYA";"2";
"6";"D";"NAVÀS";"BARCELONA";"ESPANYA";"1";
"6";"D";"NAVAS DE LA CONCEPCIÓN,LAS";"SEVILLA";"ESPANYA";"5";
"6";"D";"NAVAS DE ORO";"SEGOVIA";"ESPANYA";"2";
"6";"D";"NAVAS DE SAN JUAN";"JAÉN";"ESPANYA";"4";
"6";"D";"NAVAS DEL MARQUÉS,LAS";"ÁVILA";"ESPANYA";"1";
"6";"D";"NAVIA";"ASTURIAS";"ESPANYA";"1";
"6";"D";"NERPIO";"ALBACETE";"ESPANYA";"5";
"6";"D";"NERVA";"HUELVA";"ESPANYA";"2";
"6";"D";"NEVADA";"GRANADA";"ESPANYA";"1";
"6";"D";"NEVES,AS";"PONTEVEDRA";"ESPANYA";"1";
"6";"D";"NIEVA";"SEGOVIA";"ESPANYA";"1";
"6";"D";"NÍJAR";"ALMERÍA";"ESPANYA";"3";
"6";"D";"NOGUEIRA DE RAMUÍN";"OURENSE";"ESPANYA";"1";
"6";"D";"NOGUERUELAS";"TERUEL";"ESPANYA";"2";
"6";"D";"NOIA";"CORUÑA,A";"ESPANYA";"1";
"6";"D";"NUEVA CARTEYA";"CÓRDOBA";"ESPANYA";"3";
"6";"D";"NUEVA VILLA DE LAS TORRES";"VALLADOLID";"ESPANYA";"1";
"6";"D";"NUÑOMORAL";"CÁCERES";"ESPANYA";"1";
"6";"D";"OENCIA";"LEÓN";"ESPANYA";"1";
"6";"D";"OGÍJARES";"GRANADA";"ESPANYA";"1";
"6";"D";"OJÓS";"MURCIA";"ESPANYA";"1";
"6";"D";"OLBA";"TERUEL";"ESPANYA";"2";
"6";"D";"OLESA DE MONTSERRAT";"BARCELONA";"ESPANYA";"4";
"6";"D";"OLITE";"NAVARRA";"ESPANYA";"1";
"6";"D";"OLIVA DE LA FRONTERA";"BADAJOZ";"ESPANYA";"4";
"6";"D";"OLIVA DE MÉRIDA";"BADAJOZ";"ESPANYA";"1";
"6";"D";"OLIVENZA";"BADAJOZ";"ESPANYA";"45";
"6";"D";"OLMEDA DE LA CUESTA";"CUENCA";"ESPANYA";"1";
"6";"D";"OLOMBRADA";"SEGOVIA";"ESPANYA";"1";
"6";"D";"OLOT";"GIRONA";"ESPANYA";"3";
"6";"D";"OLULA DEL RÍO";"ALMERÍA";"ESPANYA";"1";
"6";"D";"OLVAN";"BARCELONA";"ESPANYA";"1";
"6";"D";"ORCE";"GRANADA";"ESPANYA";"2";
"6";"D";"ORCERA";"JAÉN";"ESPANYA";"8";
"6";"D";"ORELLANA LA VIEJA";"BADAJOZ";"ESPANYA";"1";
"6";"D";"ÓRGIVA";"GRANADA";"ESPANYA";"1";
"6";"D";"ORIA";"ALMERÍA";"ESPANYA";"7";
"6";"D";"ORIHUELA";"ALACANT";"ESPANYA";"7";
"6";"D";"OSSÓ DE SIÓ";"LLEIDA";"ESPANYA";"1";
"6";"D";"OSUNA";"SEVILLA";"ESPANYA";"8";
"6";"D";"OTÍVAR";"GRANADA";"ESPANYA";"1";
"6";"D";"OURENSE";"OURENSE";"ESPANYA";"10";
"6";"D";"OVIEDO";"ASTURIAS";"ESPANYA";"7";
"6";"D";"OZA DOS RÍOS";"CORUÑA,A";"ESPANYA";"2";
"6";"D";"PALAFRUGELL";"GIRONA";"ESPANYA";"2";
"6";"D";"PALAU DE SANTA EULÀLIA";"GIRONA";"ESPANYA";"1";
"6";"D";"PALAU-SOLITÀ I PLEGAMANS";"BARCELONA";"ESPANYA";"1";
"6";"D";"PALENCIA";"PALENCIA";"ESPANYA";"4";
"6";"D";"PALENCIANA";"CÓRDOBA";"ESPANYA";"2";
"6";"D";"PALENZUELA";"PALENCIA";"ESPANYA";"1";
"6";"D";"PALMA";"BALEARS";"ESPANYA";"5";
"6";"D";"PALMA D'EBRE,LA";"TARRAGONA";"ESPANYA";"2";
"6";"D";"PALMA DEL RÍO";"CÓRDOBA";"ESPANYA";"7";
"6";"D";"PALMAS DE GRAN CANARIA,LAS";"PALMAS,LAS";"ESPANYA";"6";
"6";"D";"PALOMAR DE ARROYOS";"TERUEL";"ESPANYA";"3";
"6";"D";"PAMPLONA/IRUÑA";"NAVARRA";"ESPANYA";"4";
"6";"D";"PARADELA";"LUGO";"ESPANYA";"1";
"6";"D";"PÁRAMO DEL SIL";"LEÓN";"ESPANYA";"1";
"6";"D";"PARETS DEL VALLÈS";"BARCELONA";"ESPANYA";"2";
"6";"D";"PATERNA";"VALÈNCIA";"ESPANYA";"2";
"6";"D";"PEAL DE BECERRO";"JAÉN";"ESPANYA";"2";
"6";"D";"PECHINA";"ALMERÍA";"ESPANYA";"6";
"6";"D";"PEDRALBA";"VALÈNCIA";"ESPANYA";"1";
"6";"D";"PEDRALBA DE LA PRADERÍA";"ZAMORA";"ESPANYA";"1";
"6";"D";"PEDRERA";"SEVILLA";"ESPANYA";"3";
"6";"D";"PEDRO MARTÍNEZ";"GRANADA";"ESPANYA";"25";
"6";"D";"PEDROCHE";"CÓRDOBA";"ESPANYA";"1";
"6";"D";"PEDROLA";"ZARAGOZA";"ESPANYA";"1";
"6";"D";"PEDROSILLO DE LOS AIRES";"SALAMANCA";"ESPANYA";"1";
"6";"D";"PEGALAJAR";"JAÉN";"ESPANYA";"2";
"6";"D";"PEGO";"ALACANT";"ESPANYA";"1";
"6";"D";"PEÑAFIEL";"VALLADOLID";"ESPANYA";"1";
"6";"D";"PEÑAFLOR";"SEVILLA";"ESPANYA";"3";
"6";"D";"PEÑARROYA-PUEBLONUEVO";"CÓRDOBA";"ESPANYA";"29";
"6";"D";"PENELLES";"LLEIDA";"ESPANYA";"1";
"6";"D";"PERALADA";"GIRONA";"ESPANYA";"1";
"6";"D";"PERALEJOS DE ABAJO";"SALAMANCA";"ESPANYA";"1";
"6";"D";"PERALTA DE ALCOFEA";"HUESCA";"ESPANYA";"1";
"6";"D";"PERARRÚA";"HUESCA";"ESPANYA";"1";
"6";"D";"PEREÑA DE LA RIBERA";"SALAMANCA";"ESPANYA";"1";
"6";"D";"PERIANA";"MÁLAGA";"ESPANYA";"4";
"6";"D";"PEROXA,A";"OURENSE";"ESPANYA";"1";
"6";"D";"PERTUSA";"HUESCA";"ESPANYA";"1";
"6";"D";"PETRA";"BALEARS";"ESPANYA";"1";
"6";"D";"PEZA,LA";"GRANADA";"ESPANYA";"2";
"6";"D";"PIEDRABUENA";"CIUDAD REAL";"ESPANYA";"1";
"6";"D";"PIEDRAS ALBAS";"CÁCERES";"ESPANYA";"4";
"6";"D";"PILAS";"SEVILLA";"ESPANYA";"1";
"6";"D";"PÍÑAR";"GRANADA";"ESPANYA";"26";
"6";"D";"PINAREJO";"CUENCA";"ESPANYA";"1";
"6";"D";"PINEDA DE GIGÜELA";"CUENCA";"ESPANYA";"2";
"6";"D";"PINELL DE SOLSONÈS";"LLEIDA";"ESPANYA";"1";
"6";"D";"PINILLA DE MOLINA";"GUADALAJARA";"ESPANYA";"1";
"6";"D";"PINOS PUENTE";"GRANADA";"ESPANYA";"1";
"6";"D";"PINTANOS,LOS";"ZARAGOZA";"ESPANYA";"1";
"6";"D";"PINTO";"MADRID";"ESPANYA";"1";
"6";"D";"PLA DEL PENEDÈS,EL";"BARCELONA";"ESPANYA";"1";
"6";"D";"PLASENCIA";"CÁCERES";"ESPANYA";"4";
"6";"D";"PLIEGO";"MURCIA";"ESPANYA";"1";
"6";"D";"PLOU";"TERUEL";"ESPANYA";"1";
"6";"D";"POBLA DE LILLET,LA";"BARCELONA";"ESPANYA";"2";
"6";"D";"POBLA DE SEGUR,LA";"LLEIDA";"ESPANYA";"1";
"6";"D";"POLA DE GORDÓN,LA";"LEÓN";"ESPANYA";"2";
"6";"D";"POLEÑINO";"HUESCA";"ESPANYA";"3";
"6";"D";"POLINYÀ";"BARCELONA";"ESPANYA";"4";
"6";"D";"POLOPOS";"GRANADA";"ESPANYA";"1";
"6";"D";"PONFERRADA";"LEÓN";"ESPANYA";"4";
"6";"D";"PONT DE SUERT,EL";"LLEIDA";"ESPANYA";"4";
"6";"D";"PONT DE VILOMARA I ROCAFORT,EL";"BARCELONA";"ESPANYA";"2";
"6";"D";"PONTEAREAS";"PONTEVEDRA";"ESPANYA";"1";
"6";"D";"PONTES DE GARCÍA RODRÍGUEZ,AS";"CORUÑA,A";"ESPANYA";"1";
"6";"D";"PONTEVEDRA";"PONTEVEDRA";"ESPANYA";"5";
"6";"D";"PORCUNA";"JAÉN";"ESPANYA";"1";
"6";"D";"PORRERA";"TARRAGONA";"ESPANYA";"2";
"6";"D";"PORTILLO DE TOLEDO";"TOLEDO";"ESPANYA";"1";
"6";"D";"PORTUGALETE";"VIZCAYA";"ESPANYA";"1";
"6";"D";"PORZUNA";"CIUDAD REAL";"ESPANYA";"6";
"6";"D";"POSADAS";"CÓRDOBA";"ESPANYA";"1";
"6";"D";"POZOAMARGO";"CUENCA";"ESPANYA";"1";
"6";"D";"POZOBLANCO";"CÓRDOBA";"ESPANYA";"1";
"6";"D";"POZOHONDO";"ALBACETE";"ESPANYA";"1";
"6";"D";"POZUELOS DE CALATRAVA,LOS";"CIUDAD REAL";"ESPANYA";"1";
"6";"D";"PRAT DE LLOBREGAT,EL";"BARCELONA";"ESPANYA";"3";
"6";"D";"PRATS DE REI,ELS";"BARCELONA";"ESPANYA";"2";
"6";"D";"PREIXENS";"LLEIDA";"ESPANYA";"2";
"6";"D";"PRESES,LES";"GIRONA";"ESPANYA";"1";
"6";"D";"PRIEGO DE CÓRDOBA";"CÓRDOBA";"ESPANYA";"15";
"6";"D";"PUEBLA DE CAZALLA,LA";"SEVILLA";"ESPANYA";"4";
"6";"D";"PUEBLA DE DON FADRIQUE";"GRANADA";"ESPANYA";"8";
"6";"D";"PUEBLA DE GUZMÁN";"HUELVA";"ESPANYA";"2";
"6";"D";"PUEBLA DE HÍJAR,LA";"TERUEL";"ESPANYA";"1";
"6";"D";"PUEBLA DE LOS INFANTES,LA";"SEVILLA";"ESPANYA";"1";
"6";"D";"PUENTE GENIL";"CÓRDOBA";"ESPANYA";"8";
"6";"D";"PUERTO DE BÉJAR";"SALAMANCA";"ESPANYA";"2";
"6";"D";"PUERTO LUMBRERAS";"MURCIA";"ESPANYA";"4";
"6";"D";"PUERTO REAL";"CÁDIZ";"ESPANYA";"1";
"6";"D";"PUERTOLLANO";"CIUDAD REAL";"ESPANYA";"12";
"6";"D";"PUIG-REIG";"BARCELONA";"ESPANYA";"5";
"6";"D";"PUIGCERDÀ";"GIRONA";"ESPANYA";"2";
"6";"D";"PUIGPELAT";"TARRAGONA";"ESPANYA";"1";
"6";"D";"PUJALT";"BARCELONA";"ESPANYA";"1";
"6";"D";"PULGAR";"TOLEDO";"ESPANYA";"1";
"6";"D";"PUNTA UMBRÍA";"HUELVA";"ESPANYA";"1";
"6";"D";"PURCHENA";"ALMERÍA";"ESPANYA";"1";
"6";"D";"PURULLENA";"GRANADA";"ESPANYA";"3";
"6";"D";"QUART DE POBLET";"VALÈNCIA";"ESPANYA";"1";
"6";"D";"QUESADA";"JAÉN";"ESPANYA";"2";
"6";"D";"QUINTANAR DEL REY";"CUENCA";"ESPANYA";"2";
"6";"D";"QUINTO";"ZARAGOZA";"ESPANYA";"1";
"6";"D";"QUIROGA";"LUGO";"ESPANYA";"1";
"6";"D";"RÁGOL";"ALMERÍA";"ESPANYA";"1";
"6";"D";"RAMBLA,LA";"CÓRDOBA";"ESPANYA";"1";
"6";"D";"RAMIRO";"VALLADOLID";"ESPANYA";"3";
"6";"D";"REAL DE LA JARA,EL";"SEVILLA";"ESPANYA";"6";
"6";"D";"RENEDO DE ESGUEVA";"VALLADOLID";"ESPANYA";"1";
"6";"D";"REUS";"TARRAGONA";"ESPANYA";"16";
"6";"D";"RIBA-ROJA D'EBRE";"TARRAGONA";"ESPANYA";"2";
"6";"D";"RIBADEO";"LUGO";"ESPANYA";"1";
"6";"D";"RIBERA DEL FRESNO";"BADAJOZ";"ESPANYA";"1";
"6";"D";"RIBES DE FRESER";"GIRONA";"ESPANYA";"1";
"6";"D";"RINCONADA,LA";"SEVILLA";"ESPANYA";"1";
"6";"D";"RIOJA";"ALMERÍA";"ESPANYA";"1";
"6";"D";"RIPOLL";"GIRONA";"ESPANYA";"3";
"6";"D";"RIPOLLET";"BARCELONA";"ESPANYA";"19";
"6";"D";"ROBLEDO,EL";"CIUDAD REAL";"ESPANYA";"1";
"6";"D";"RODA DE ANDALUCÍA,LA";"SEVILLA";"ESPANYA";"6";
"6";"D";"RODA DE BARÀ";"TARRAGONA";"ESPANYA";"2";
"6";"D";"RODA,LA";"ALBACETE";"ESPANYA";"3";
"6";"D";"RONDA";"MÁLAGA";"ESPANYA";"2";
"6";"D";"RONQUILLO,EL";"SEVILLA";"ESPANYA";"2";
"6";"D";"ROQUETAS DE MAR";"ALMERÍA";"ESPANYA";"1";
"6";"D";"ROTA";"CÁDIZ";"ESPANYA";"1";
"6";"D";"RUBÍ";"BARCELONA";"ESPANYA";"5";
"6";"D";"RUBIELOS DE MORA";"TERUEL";"ESPANYA";"1";
"6";"D";"RUBIO,EL";"SEVILLA";"ESPANYA";"1";
"6";"D";"RUTE";"CÓRDOBA";"ESPANYA";"13";
"6";"D";"SABADELL";"BARCELONA";"ESPANYA";"6054";
"6";"D";"SABIÑÁNIGO";"HUESCA";"ESPANYA";"1";
"6";"D";"SABIOTE";"JAÉN";"ESPANYA";"1";
"6";"D";"SAELICES";"CUENCA";"ESPANYA";"2";
