"Año","Cod_Municipio","Nom_Municipio","Desc_Concepto","Orden","Fecha_Alta_OT","Desc_OT","Direccion_OT","Provincia","Descripcion_Tarifa_Sub_1","Unidad_Medida_Sub_1","Descripcion_Tarifa_Sub_2","Ref_Catastral_Fin"
2017,46244,"TORRENT","VADOS","2361",06/08/2003,"CL COMARE PILAR MARTI Nº 1","CL COMARE PILAR MARTI 1","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2362",30/09/2003,"CL CAMPOAMOR 16","CL CAMPOAMOR 16","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2363",30/09/2003,"CL MARIA AUXILIADORA 37","CL MARIA AUXILIADORA 37","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2364",30/09/2003,"AV PAIS VALENCIA 213","AV PAIS VALENCIA 213","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2365",30/09/2003,"AV PAIS VALENCIA 209","AV PAIS VALENCIA 209","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2367",31/12/2003,"SIMANCAS 16","CL Simancas 16","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2368",31/12/2003,"SAN FERMIN 14  IZ","CL San Fermin 14   IZ","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2369",31/12/2003,"CL SAN MARCELINO 8","CL San Marcelino 8","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2371",08/10/2003,"CL SAN FERNANDO ESQ JAUME ROIG","CL SAN FERNANDO","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2372",24/10/2003,"CR PICAÑA 24","CL PICAÑA 24","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2373",16/10/2003,"AV MARXADELLA 32","AV MARXADELLA LA 32","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2374",24/10/2003,"CL PAIS VALENCIA 211","AV PAIS VALENCIA 211","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2377",24/10/2003,"CL RAMON Y CAJAL Nº 17","CL RAMON Y CAJAL 17","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2378",24/10/2003,"CR PICAÑA 24","CL PICAÑA 24","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2379",06/11/2003,"CL BTA GUARDIA CIVIL 10","CL BENEMERITA GUARDIA CIVIL 10","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2380",06/11/2003,"CL BTA GUARDIA CIVIL 10","CL BENEMERITA GUARDIA CIVIL 10","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2382",06/11/2003,"CL PINTOR RIBERA 21","CL PINTOR RIBERA 21","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2384",06/11/2003,"CL MUSICO JOSE ORTI SORIANO 15","CL MUSICO JOSE ORTI 15","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2385",06/11/2003,"CL RAMIRO DE MAEZTU 17","CL RAMIRO MAEZTU 17","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2386",06/11/2003,"CL SAN LUIS BELTRAN 75","CL SAN LUIS BELTRAN 75   B","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2388",06/11/2003,"CL SAN FERNANDO S/N","CL SAN FERNANDO","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2389",06/11/2003,"CL MUSICO JOSE ORTI SORIANO 17","CL MUSICO JOSE ORTI 17","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","239",21/04/1989,"CL PASCUAL ROMERO 9 00 DC","CL PASCUAL ROMERO 9  00 DC","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2390",13/11/2003,"CL PINTOR GENARO PALAU 14 Y 16","CL PINTOR GENARO PALAU 14","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2391",13/11/2003,"CL PINTOR GENARO PALAU 14 Y 16","CL PINTOR GENARO PALAU 14","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2392",13/11/2003,"CL VALENCIA 140","CL VALENCIA 140","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2393",13/11/2003,"CL VALENCIA 142","CL VALENCIA 142","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2394",27/11/2003,"A-INDIVIDUAL","CL GERMANIES 100","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,"7179626YJ1677N0002RM"
2017,46244,"TORRENT","VADOS","2395",04/12/2003,"C-Colectivo privado","CL GERMANIES 66","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2396",04/12/2003,"CL SANTA MAGDALENA 17","CL SANTA MAGDALENA 17","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2398",04/12/2003,"CL ALAMEDA REINA SOFIA 34","AL REINA DOÑA SOFIA 34","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2399",07/01/2004,"CL CALVARIO 46","CL CALVARIO 46","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2400",09/01/2004,"CL ALICANTE Nº 2-B-IZ","CL ALICANTE 2  B IZ","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2401",31/12/2003,"TERUEL  4","CL Teruel 4","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2402",22/01/2004,"CL SAN ENRIQUE 13","CL SAN ENRIQUE 13","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2403",22/01/2004,"CL SAN ENRIQUE 13","CL SAN ENRIQUE 13","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2404",22/01/2004,"CL SAN ENRIQUE 28","CL SAN ENRIQUE 28","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2405",29/01/2004,"CL SAN ALFREDO 15","CL SAN ALFREDO 15","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2406",29/01/2004,"CL VALENCIA 52","CL VALENCIA 52","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2407",29/01/2004,"CL SAN JUSTO 18","CL SAN JUSTO 18","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2408",29/01/2004,"CL GERMANIES 18","CL GERMANIES 18","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2409",06/02/2004,"CL TOLEDO 41","CL TOLEDO 41","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2410",19/02/2004,"CL ALICANTE 2-B-IZ-BIS","CL ALICANTE 2 B  IZ","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2411",19/02/2004,"CL VIRGEN DE LA PURIFICACION 20","CL VIRGEN DE LA PURIFICACION 20","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2412",19/02/2004,"CL VALENCIA 28","CL VALENCIA 28","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2413",01/03/2004,"CL SAN PEDRO ALCANTARA 1 B 2º DE","CL SAN PEDRO ALCANTARA 12  B DCHA","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2414",19/02/2004,"CL SANTA TERESA 10","CL SANTA TERESA 10","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2416",01/03/2004,"SANTA TERESITA 2 A CC","CL Santa Teresita 2  CC A","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2418",19/02/2004,"CL CANONIGO GISBERT 6","CL CANONIGO GISBERT 6","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2419",01/03/2004,"CL VIRGEN DE LA PAZ 3","CL VIRGEN DE LA PAZ 3","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","242",21/04/1989,"CL NICOLAS ANDREU 25 00 DC","CL NICOLAS ANDREU 25  00 DC","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2420",31/12/2003,"PADRE MENDEZ 155","CL Padre Mendez 155","VALENCIA","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)","BLOQUES (M2/ 20)","CATEGORIA A, B Y C",
2017,46244,"TORRENT","VADOS","2421",12/03/2004,"CL SAN PERFECTO 14","CL SAN PERFECTO 14","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,"6780119YJ1668S0001FB"
2017,46244,"TORRENT","VADOS","2422",12/03/2004,"CL SAN LUIS BERTRAN Nº 91","CL SAN LUIS BELTRAN 91","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2424",12/03/2004,"CL SAN NICOLAS 12-DE","CL SAN NICOLAS 12   DE","VALENCIA","CATEGORIA E MINUSVALIDO","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2425",26/03/2004,"CL SAN JUSTO 22","CL SAN JUSTO 22","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2428",02/04/2004,"CL SAN FELIX 13 BA","CL SAN FELIX 13  B A","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2429",31/12/2003,"SAN JOSE 21","CL San Jose 21","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2430",13/04/2004,"CL ESCRIPTOR JAUME ROIG 7-B-ACC","CL ESCRIPTOR JAUME ROIG 7 A B CC","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2431",14/04/2004,"CL BEATO ANDRES IBERNON 5","CL BEATO ANDRES IBERNON 5","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2432",13/04/2004,"CL SAN ALFREDO ESQ SAN ENRIQUE","CL SAN ALFREDO","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2433",13/04/2004,"CL CAMI REIAL 89","CL CAMI REIAL 89","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2434",11/05/2004,"CL VALENCIA 46-B","CL VALENCIA 46 B","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2435",11/05/2004,"CL MARQUESAT ESQ PADRE MENDEZ","CL MARQUESAT EL","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2436",11/05/2004,"CL BTA GUARDIA CIVIL Nº 4-B-DE","CL BENEMERITA GUARDIA CIVIL 4 B  DCHA","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2437",19/05/2004,"CL SAN LUIS BELTRAN 65","CL SAN LUIS BELTRAN 65","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2438",19/05/2004,"CL SAN LUIS BELTRAN 65","CL SAN LUIS BELTRAN 65","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2439",19/05/2004,"CL PADRE MENDEZ ESQ AVDA REINA SOFI","CL PADRE MENDEZ 157","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2441",25/06/2004,"CL SAN JUAN EVANGELISTA 5","CL SAN JUAN EVANGELISTA 5","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2442",05/07/2004,"CL CORTS VALENCIANES","PZ Corts Valencianes 26","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2443",05/07/2004,"CL FEDERICO MAICAS 1","CL Federico Maicas 1","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2444",05/07/2004,"XIRIVELLA 16","CL Chirivella 16","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2445",05/07/2004,"CL TOLEDO 32","CL Toledo 32","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2446",19/05/2004,"CL 9 D OCTUBRE C DERECHA","CL 9 D,Octubre  C  DCHA","VALENCIA","CATEGORIA E MINUSVALIDO","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2447",13/07/2004,"CL EXTREMADURA 1","CL Extremadura 1","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2448",13/07/2004,"CL SAN LUIS BELTRAN","CL San Luis Beltran 18","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2450",13/07/2004,"CL NTRA SRA DEL BUEN CONSEJO 11","CL Ntra Sra Del Buen Consejo 11","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2451",13/07/2004,"CL BUEN PASTOR 1 IZ","CL Buen Pastor 1   IZ","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2452",13/07/2004,"CL CAMPOAMOR 24","CL Campoamor 24","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2453",13/07/2004,"CL MUSICO JOSE ORTI SORIANO 7","CL Musico Jose Orti 7","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2454",13/07/2004,"CL MUSICO JOSE ORTI SORIANO 7","CL Musico Jose Orti 7","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2456",22/07/2004,"CL  MAESTRO MANUEL MERA SOLANO 1","CL Maestro Manuel M Solano 1","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2457",23/07/2004,"CL PADRE FEIJO 6","CL Padre Feijoo 6","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2458",28/07/2004,"CL GRANERERS 11","CL Granerers 11","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2460",04/08/2004,"SAN LUIS BELTRAN 12","CL San Luis Beltran 12","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2462",04/08/2004,"CL VALENTIN PLANELLS 9","CL Valentin Planells 9","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2464",04/08/2004,"SAN PERFECTO 18","CL San Perfecto 18","VALENCIA","CATEGORIA E MINUSVALIDO","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2466",21/09/2004,"CL 6 DE DICIEMBRE 9","CL 6 De Dessembre 9","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2467",21/09/2004,"CL SAN LUIS BERTRAN","CL San Luis Beltran 37","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2468",21/09/2004,"CL SAN ENRIQUE 18","CL San Enrique 18","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2469",21/09/2004,"CL SANTA LUCIA 24","CL Santa Lucia 24","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2470",08/10/2004,"AVDA PAIS VALENCIA 182 IZ","AV Pais Valencia 182   IZ","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2471",08/10/2004,"AVDA PAIS  VALENCIA 182 DR","AV PAIS VALENCIA 182   DR","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2472",08/10/2004,"SANTA LUCIA 51","CL Santa Lucia 51","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2473",08/10/2004,"CL CAMI DELS CANTERS 6","CM Cantaros 6","VALENCIA","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)","BLOQUES (M2/ 20)","CATEGORIA A, B Y C",
2017,46244,"TORRENT","VADOS","2474",08/10/2004,"AVDA MARXADELLA 36","CM Marxadella 36","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2475",28/10/2004,"CL ALICANTE 6","CL Alicante 6","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2477",28/10/2004,"CL BAVIERA 7","CL Baviera 7","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2479",28/10/2004,"CL VIRGEN DEL PILAR 7","CL Virgen Del Pilar 7   ES","VALENCIA","CATEGORIA E MINUSVALIDO","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2480",28/10/2004,"CL CONSTITUCION  47 IZ","CL Constitucion 47   IZ","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2483",11/11/2004,"CL SAN MIGUEL 23","CL San Miguel 23","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2484",02/11/2004,"CL 25 DE ABRIL 22 ACC DE","CL 25 D'Abril 22 AC  DE","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2485",11/11/2004,"CL VIRGEN DE LA PURIFICACION 14","CL VIRGEN DE LA PURIFICACION 14","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2486",11/11/2004,"CL PROFESOR IDILIO GIMENO Nº 2","CL Profesor Idilio Gimeno 2","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2487",11/11/2004,"CL PROFESOR IDILIO GIMENO Nº 2","CL Profesor Idilio Gimeno 2","VALENCIA","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)","BLOQUES (M2/ 20)","CATEGORIA A, B Y C",
2017,46244,"TORRENT","VADOS","2488",03/12/2004,"CL SAN VICENTE FERRER 24","CL San Vicente Ferrer 24","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2489",03/12/2004,"CL NTRA SRA BUEN CONSEJO Nº 14 SM","CL Ntra Sra Del Buen Consejo 14   SM","VALENCIA","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)","BLOQUES (M2/ 20)","CATEGORIA A, B Y C",
2017,46244,"TORRENT","VADOS","2490",03/12/2004,"CTRA PICANYA 32","CR Picaña 32","VALENCIA","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)","BLOQUES (M2/ 20)","CATEGORIA A, B Y C",
2017,46244,"TORRENT","VADOS","2491",03/12/2004,"CTRA PICANYA 34","CR Picaña 34","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2496",14/12/2004,"CL SAN JUSTO 6  B IZ","CL San Justo 6  B IZ","VALENCIA","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)","BLOQUES (M2/ 20)","CATEGORIA A, B Y C",
2017,46244,"TORRENT","VADOS","2497",14/12/2004,"CL SAN JUSTO 6","CL San Justo 6","VALENCIA","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)","BLOQUES (M2/ 20)","CATEGORIA A, B Y C",
2017,46244,"TORRENT","VADOS","2498",14/01/2005,"CL FERNANDO FURIO ROCA 1 CC A","CL Fernando Furio R 1  CC A","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2499",14/01/2005,"CL FERNANDO FURIO ROCA 1 CC B","CL Fernando Furio R 1  CC B","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","250",14/04/1989,"CL D'ALBOCASSER 3 00","CL ALBOCASSER 3  00","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2500",28/12/2004,"CL ALICANTE 4","CL Alicante 4","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2501",01/02/2005,"CL PADRE FERNANDO 16","CL Padre Fernando 16","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2502",01/02/2005,"CL MIGUEL SERVET S/N","CL Miguel Servet","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2503",14/01/2005,"CL PICASSENT 15","CL Picasent 15","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2504",14/01/2005,"CL JESUS 6","CL Jesus 6","VALENCIA","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)","BLOQUES (M2/ 20)","CATEGORIA A, B Y C",
2017,46244,"TORRENT","VADOS","2505",26/01/2005,,"CL Mota 3   IZ","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2508",26/01/2005,,"CL Virgen Del Olivar 27","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2509",26/01/2005,"CL SANTO TOMAS 24","CL Santo Tomas 24","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2510",26/01/2005,"MOTGO 12","CL Montgo Del 12","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2512",01/02/2005,,"CL Padre Mendez 84","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2513",01/02/2005,,"CL Padre Mendez 84","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2514",01/02/2005,,"AV Pais Valencia 182   IZ A","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2515",17/02/2005,"C-Collectiu privad","CL Bocairente","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2516",10/02/2005,"C-COLECTIVO PRIVADO","CL JOSE NAVARRO 7   IZ","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2517",10/02/2005,"C-COLECTIVO PRIVADO","CL JOSE NAVARRO 7   IZ","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2519",10/02/2005,,"CL San Perfecto 10","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2520",17/02/2005,,"CL Maria Auxiliadora 43","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2521",17/02/2005,"SAN RAIMUNDO DE PEÑAFORT  2","CL San Raimundo Peñafort 2","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2522",17/02/2005,"C-Collectiu privad","CL Canonigo Gisbert 22","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","2523",17/02/2005,"A-Individual","CL 25 D´Abril 45","VALENCIA","CATEGORIA E MINUSVALIDO","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","2524",17/02/2005,,"CL Malvarrosa 10","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
