"NUM-REG","registro-entrada","CODPOS","MUNICIPIO","SECTOR","CAUSA","FECHA","AÑO","MEDIACION-EMPRESA","ESTADO","INHIBICIÓN A"
23,2016002198,"46900","TORRENT","BANCA","PRESTACIÓN DE SERVICIOS",22 de ene de 16,"/2016",15 de feb de 16,,
24,2016002220,"46900","TORRENT","SEGUROS","PRESTACIÓN DE SERVICIOS",22 de ene de 16,"/2016",17 de feb de 16,,
25,2016002256,"46900","TORRENT","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS",22 de ene de 16,"/2016",,,
26,2016002315,"46900","TORRENT","DEPORTES","INCUMPLIMIENTO CONDICIONES VENTA",22 de ene de 16,"/2016",15 de feb de 19,,
27,2016002321,"46900","TORRENT","GRANDES SUPERFICIES","PRESTACIÓN DE SERVICIOS",22 de ene de 16,"/2016",,,
28,2016002334,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",22 de ene de 16,"/2016",16 de feb de 16,,
29,2016002459,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",25 de ene de 16,"/2016",18 de feb de 16,,"JAC"
30,2016002566,"46900","TORRENT","REPARACION HOGAR","PRECIOS",25 de ene de 16,"/2016",,,
31,2016002567,"46900","TORRENT","GRANDES SUPERFICIES","PRESTACIÓN DE SERVICIOS",25 de ene de 16,"/2016",15 de feb de 16,,
32,2016002606,"46900","TORRENT","INFORMATICA","PRESTACIÓN DE SERVICIOS",25 de ene de 16,"/2016",15 de feb de 16,,
33,2016002610,"46900","TORRENT","ELECTRICIDAD","PRECIOS",25 de ene de 16,"/2016",15 de feb de 16,"POSITIVA",
34,2016002611,"46900","TORRENT","ELECTRICIDAD","PRECIOS",25 de ene de 16,"/2016",,"POSITIVA",
35,2016002628,"46900","TORRENT","HOSTELERÍA","PRESTACIÓN DE SERVICIOS",25 de ene de 16,"/2016",16 de feb de 16,,
36,2016002829,"46900","TORRENT","BANCA","INCUMPLIMIENTO CONDICIONES VENTA",25 de ene de 16,"/2016",,,
37,2016002830,"46900","TORRENT","DEPORTES","INCUMPLIMIENTO CONDICIONES VENTA",27 de ene de 16,"/2016",19 de feb de 16,,
38,2016002825,"46900","TORRENT","ELECTRODOMESTICOS","PRESTACIÓN DE SERVICIOS",27 de ene de 16,"/2016",15 de feb de 16,,"SERVICIO TERRITORIAL CONSUMO"
39,2016002945,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",27 de ene de 16,"/2016",24 de feb de 16,,
40,2016003137,"46900","TORRENT","MENSAJERIA","PRESTACIÓN DE SERVICIOS",28 de ene de 16,"/2016",,,
41,2016003269,"46900","TORRENT","SEGUROS","PRESTACIÓN DE SERVICIOS",29 de ene de 16,"/2016",,,
42,2016003299,"46900","TORRENT","DEPORTES","PRESTACIÓN DE SERVICIOS",29 de ene de 16,"/2016",25 de feb de 16,,
43,2016003312,"46900","TORRENT","ROPA-CALZADO","PRESTACIÓN DE SERVICIOS",29 de ene de 16,"/2016",16 de feb de 16,,
44,2016003458,"46900","TORRENT","SEGUROS","PRESTACIÓN DE SERVICIOS",1 de feb de 16,"/2016",25 de feb de 16,,
45,2016003497,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",1 de feb de 16,"/2016",24 de feb de 16,,
46,2016003581,"46900","TORRENT","BANCA","PRESTACIÓN DE SERVICIOS",1 de feb de 16,"/2016",,,
47,2016003708,"46900","TORRENT","DEPORTES","PRECIOS",2 de feb de 16,"/2016",,,
48,2016003732,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",2 de feb de 16,"/2016",,,
49,2016003743,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",2 de feb de 16,"/2016",25 de feb de 16,,
50,2016003886,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",3 de feb de 16,"/2016",25 de feb de 16,,
51,2016004032,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",4 de feb de 16,"/2016",24 de feb de 16,,
52,2016004061,"46900","TORRENT","DEPORTES","PRESTACIÓN DE SERVICIOS",4 de feb de 16,"/2016",,,
53,2016004100,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",4 de feb de 16,"/2016",,,
54,2016004142,"46900","TORRENT","DEPORTES","PRECIOS",5 de feb de 16,"/2016",24 de feb de 16,,
55,2016004196,"46900","TORRENT","BANCA","PRESTACIÓN DE SERVICIOS",5 de feb de 16,"/2016",,,
56,2016004217,"46900","TORRENT","ELECTRICIDAD","PRECIOS",5 de feb de 16,"/2016",2 de mar de 16,,
57,2016004221,"46900","TORRENT","ROPA-CALZADO","PRECIOS",5 de feb de 16,"/2016",24 de feb de 16,,
58,2016004267,"46900","TORRENT","REPARACION HOGAR","INCUMPLIMIENTO CONDICIONES VENTA",5 de feb de 16,"/2016",25 de feb de 16,,
59,2016004352,"46900","TORRENT","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS",8 de feb de 16,"/2016",24 de feb de 16,,
60,2016004417,"46900","TORRENT","INFORMATICA","PRECIOS",8 de feb de 16,"/2016",,,
61,2016004587,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",9 de feb de 16,"/2016",25 de feb de 16,,
62,2016004514,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",9 de feb de 16,"/2016",25 de feb de 16,,
63,2016004616,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",10 de feb de 16,"/2016",24 de feb de 16,,
64,2016004756,"46900","TORRENT","GAS","PRESTACIÓN DE SERVICIOS",10 de feb de 16,"/2016",26 de feb de 16,,
65,2016004773,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",11 de feb de 16,"/2016",25 de feb de 16,,
66,2016004814,"46900","TORRENT","TRANSPORTE","PRESTACIÓN DE SERVICIOS",11 de feb de 16,"/2016",,,
67,2016004903,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",11 de feb de 16,"/2016",25 de feb de 16,,
68,2016004396,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",8 de feb de 16,"/2016",,,
69,2016004935,"46900","TORRENT","ELECTRICIDAD","PRESTACIÓN DE SERVICIOS",12 de feb de 16,"/2016",25 de feb de 16,,
70,2016005003,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",12 de feb de 16,"/2016",25 de feb de 16,,
71,2016005015,"46900","TORRENT","DEPORTES","PRECIOS",12 de feb de 16,"/2016",1 de mar de 16,,
72,2016005075,"46900","TORRENT","ROPA-CALZADO","PRESTACIÓN DE SERVICIOS",13 de feb de 16,"/2016",25 de abr de 16,"NEGATIVA, AMPLIACIÓN",
73,2016005245,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",15 de feb de 16,"/2016",26 de feb de 16,,
74,2016005277,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",16 de feb de 16,"/2016",29 de feb de 16,,
75,2016005279,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",16 de feb de 16,"/2016",,,
76,2016005285,"46900","TORRENT","GAS","PRECIOS",16 de feb de 16,"/2016",26 de feb de 16,,
77,2016005304,"46900","TORRENT","AEROLÍNEAS","PRESTACIÓN DE SERVICIOS",16 de feb de 16,"/2016",9 de feb de 16,,
78,2016005358,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",16 de feb de 16,"/2016",16 de feb de 16,,
79,2016005362,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",16 de feb de 16,"/2016",,,
80,2016005426,"46900","TORRENT","AGENCIA DE VIAJES","OTROS",16 de feb de 16,"/2016",,,
81,2016005428,"46900","TORRENT","AGENCIA DE VIAJES","OTROS",16 de feb de 16,"/2016",,,
82,2016005468,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",17 de feb de 16,"/2016",1 de mar de 16,,
83,2016005471,"46900","TORRENT","REPARACION HOGAR","PRESTACIÓN DE SERVICIOS",17 de feb de 16,"/2016",,,
84,2016005484,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",17 de feb de 16,"/2016",23 de feb de 16,,
85,2016005554,"46900","TORRENT","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS",17 de feb de 16,"/2016",1 de mar de 16,,
86,2016005701,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",18 de feb de 16,"/2016",,,
87,2016005732,"46900","TORRENT","DEPORTES","PRESTACIÓN DE SERVICIOS",18 de feb de 16,"/2016",29 de feb de 16,,
88,2016005787,"46900","TORRENT","PEQUEÑO COMERCIO","PRESTACIÓN DE SERVICIOS",19 de feb de 16,"/2016",29 de feb de 16,,
89,2016005812,"46900","TORRENT","OTROS","OTROS",19 de feb de 16,"/2016",16 de feb de 16,,
90,2016005820,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",19 de feb de 16,"/2016",26 de feb de 16,,
91,2016005883,"46900","TORRENT","ASISTENCIA MÉDICA","PRESTACIÓN DE SERVICIOS",19 de feb de 16,"/2016",,,
92,2016005935,"46900","TORRENT","BANCA","PRESTACIÓN DE SERVICIOS",22 de feb de 16,"/2016",2 de mar de 16,,
93,2016005946,"46900","TORRENT","ELECTRICIDAD","PRESTACIÓN DE SERVICIOS",22 de feb de 16,"/2016",,,
94,2016005982,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",22 de feb de 16,"/2016",19 de abr de 16,,
95,2016006112,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",23 de feb de 16,"/2016",,,
96,2016006197,"46388","GODELLETA","ASISTENCIA MÉDICA","PRESTACIÓN DE SERVICIOS",23 de feb de 16,"/2016",21 de abr de 16,,
97,2016006352,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",24 de feb de 16,"/2016",,,
98,2016005318,"46920","MISLATA","ROPA-CALZADO","PRESTACIÓN DE SERVICIOS",16 de feb de 16,"/2016",23 de mar de 16,,
99,2016006383,"46192","MONTSERRAT","TELEFONÍA E INTERNET","PRECIOS",25 de feb de 16,"/2016",,,
100,2016006413,"46900","TORRENT","DEPORTES","PRESTACIÓN DE SERVICIOS",25 de feb de 16,"/2016",,,
101,2016006585,"46900","TORRENT","DEPORTES","PRESTACIÓN DE SERVICIOS",26 de feb de 16,"/2016",5 de may de 16,,
102,2016006600,"46900","TORRENT","INFORMATICA","PRESTACIÓN DE SERVICIOS",26 de feb de 16,"/2016",20 de abr de 16,,
103,2016006738,"46900","TORRENT","BANCA","PRESTACIÓN DE SERVICIOS",29 de feb de 16,"/2016",19 de abr de 16,,
104,2016006768,"46900","TORRENT","OTROS","OTROS",29 de feb de 16,"/2016",20 de abr de 16,,
105,2016006807,"46900","TORRENT","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS",29 de feb de 16,"/2016",19 de abr de 16,,
106,2016006809,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",29 de feb de 16,"/2016",,,
107,2016006844,"46900","TORRENT","DEPORTES","PRESTACIÓN DE SERVICIOS",1 de mar de 16,"/2016",19 de abr de 16,,
108,2016006868,"46900","TORRENT","ELECTRICIDAD","PRESTACIÓN DE SERVICIOS",1 de mar de 16,"/2016",19 de abr de 16,,
109,2016006889,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",1 de mar de 16,"/2016",,,
110,2016006998,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",2 de mar de 16,"/2016",19 de abr de 16,,
111,2016007070,"46900","TORRENT","GAS","PRECIOS",2 de mar de 16,"/2016",19 de abr de 16,,
112,2016007174,"46900","TORRENT","ELECTRICIDAD","PRESTACIÓN DE SERVICIOS",2 de mar de 16,"/2016",21 de abr de 16,,
113,2016007236,"46900","TORRENT","OTROS","OTROS",3 de mar de 16,"/2016",,,
114,2016007254,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",3 de mar de 16,"/2016",19 de abr de 16,,
115,2016007331,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",3 de mar de 16,"/2016",19 de abr de 16,,
116,2016007371,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",3 de mar de 16,"/2016",,,
117,2016007397,"46900","TORRENT","DEPORTES","PRESTACIÓN DE SERVICIOS",4 de mar de 16,"/2016",,,
118,2016007411,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",4 de mar de 16,"/2016",21 de abr de 16,,
119,2016007782,"46900","TORRENT","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS",8 de mar de 16,"/2016",,,
120,2016007933,"46970","ALAQUAS","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS",9 de mar de 16,"/2016",21 de abr de 16,,
121,2016007948,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",9 de mar de 16,"/2016",21 de abr de 16,,
122,2016008093,"46900","TORRENT","GAS","PRESTACIÓN DE SERVICIOS",10 de mar de 16,"/2016",,,"SERVICIO TERRITORIAL CONSUMO"
123,2016008185,"46900","TORRENT","BANCA","PRECIOS",11 de mar de 16,"/2016",21 de abr de 16,,
124,2016008196,"46900","TORRENT","REPARACION HOGAR","PRESTACIÓN DE SERVICIOS",11 de mar de 16,"/2016",17 de may de 16,,
125,2016008201,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",11 de mar de 16,"/2016",21 de may de 16,,
126,2016008219,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",11 de mar de 16,"/2016",20 de abr de 16,,
127,2016008221,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",11 de mar de 16,"/2016",5 de may de 16,,
128,2016008246,"46900","TORRENT","OTROS","OTROS",11 de mar de 16,"/2016",21 de abr de 16,,
129,2016008349,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",14 de mar de 16,"/2016",20 de abr de 16,,
130,2016008357,"46900","TORRENT","AGENCIA DE VIAJES","PRESTACIÓN DE SERVICIOS",14 de mar de 16,"/2016",21 de abr de 16,,
131,2016008567,"46900","TORRENT","GAS","PRECIOS",15 de mar de 16,"/2016",,,
132,2016008579,"46900","TORRENT","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS",15 de mar de 16,"/2016",21 de abr de 16,,"VALENCIA"
133,2016008644,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",16 de mar de 16,"/2016",,,"VALENCIA"
134,2016008787,"46900","TORRENT","OTROS","OTROS",17 de mar de 16,"/2016",,,
135,2016008866,"46900","TORRENT","BANCA","PRECIOS",21 de mar de 16,"/2016",5 de may de 16,,
136,2016008962,"46900","TORRENT","OTROS","OTROS",22 de mar de 16,"/2016",2 de may de 16,,"SERVICIO TERRITORIAL CONSUMO"
137,2016009001,"46900","TORRENT","INFORMATICA","PRESTACIÓN DE SERVICIOS",22 de mar de 16,"/2016",,,
138,2016009008,"46900","TORRENT","ELECTRICIDAD","PRECIOS",22 de mar de 16,"/2016",3 de may de 16,,
139,2016009168,"46900","TORRENT","GRANDES SUPERFICIES","PRECIOS",23 de mar de 16,"/2016",,,"ALDAIA"
140,2016009275,"46900","TORRENT","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS",29 de mar de 16,"/2016",,,"SERVICIO TERRITORIAL CONSUMO"
141,2016009450,"46192","MONTSERRAT","ROPA-CALZADO","PUBLICIDAD ENGAÑOSA",30 de mar de 16,"/2016",3 de may de 16,,
142,2016009494,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",31 de mar de 16,"/2016",3 de may de 16,,
143,2016009524,"46900","TORRENT","DEPORTES","PRECIOS",31 de mar de 16,"/2016",,,
144,2016009708,"46900","TORRENT","ELECTRODOMESTICOS","PRESTACIÓN DE SERVICIOS",1 de abr de 16,"/2016",,,"SERVICIO TERRITORIAL CONSUMO"
145,2016009737,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",5 de abr de 16,"/2016",4 de may de 16,,
146,2016009784,"46900","TORRENT","OTROS","PUBLICIDAD ENGAÑOSA",5 de abr de 16,"/2016",,,"SERVICIO TERRITORIAL CONSUMO"
147,2016009911,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",5 de abr de 16,"/2016",3 de may de 16,,
148,2016009953,"46900","TORRENT","MUEBLES","PRESTACIÓN DE SERVICIOS",6 de abr de 16,"/2016",2 de may de 16,,
149,2016009991,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",6 de abr de 16,"/2016",,,
150,2016010011,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",6 de abr de 16,"/2016",,,
151,2016010017,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",6 de abr de 16,"/2016",3 de may de 16,,
152,2016010047,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",6 de abr de 16,"/2016",3 de may de 16,,
153,2016010104,"46900","TORRENT","BANCA","PRECIOS",6 de abr de 16,"/2016",29 de abr de 16,,
154,2016010144,"46900","TORRENT","GAS","PRESTACIÓN DE SERVICIOS",7 de abr de 16,"/2016",2 de may de 16,,
155,2016010209,"46900","TORRENT","GAS","PRESTACIÓN DE SERVICIOS",7 de abr de 16,"/2016",,,"SERVICIO TERRITORIAL CONSUMO"
156,2016010240,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",7 de abr de 16,"/2016",3 de may de 16,,
157,2016010248,"46900","TORRENT","DEPORTES","PRECIOS",7 de abr de 16,"/2016",,,
158,2016010524,"46900","TORRENT","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS",11 de abr de 16,"/2016",,,"SERVICIO TERRITORIAL CONSUMO"
159,2016010527,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",11 de abr de 16,"/2016",,,
160,2016010528,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",11 de abr de 16,"/2016",3 de may de 16,,"SALUD PÚBLICA"
161,2016010728,"46960","TORRENT","OTROS","OTROS",6 de abr de 16,"/2016",,,"ALDAIA"
162,2016010844,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",13 de abr de 16,"/2016",29 de abr de 16,,
163,2016010874,"46900","TORRENT","ELECTRICIDAD","CLÁUSULAS ABUSIVAS",13 de abr de 16,"/2016",3 de may de 16,,
164,2016010891,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",13 de abr de 16,"/2016",29 de abr de 16,,
165,2016010892,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",13 de abr de 16,"/2016",,,
166,2016011029,"46900","TORRENT","BANCA","CLÁUSULAS ABUSIVAS",14 de abr de 16,"/2016",3 de may de 16,,
167,2016011194,"46900","TORRENT","DEPORTES","INCUMPLIMIENTO CONDICIONES VENTA",15 de abr de 16,"/2016",,,"SERVICIO TERRITORIAL CONSUMO"
168,2016011208,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",15 de abr de 16,"/2016",3 de may de 16,,
169,2016011445,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",18 de abr de 16,"/2016",3 de may de 16,,
170,2016011482,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",18 de abr de 16,"/2016",3 de may de 16,,
171,2016011575,"46900","TORRENT","DEPORTES","PRECIOS",19 de abr de 16,"/2016",,,"SERVICIO TERRITORIAL CONSUMO"
172,2016011764,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",19 de abr de 16,"/2016",,,
173,2016012016,"46900","TORRENT","ROPA-CALZADO","PRECIOS",21 de abr de 16,"/2016",29 de abr de 16,,
174,2016012447,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",22 de abr de 16,"/2016",5 de may de 16,,
175,2016012484,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",25 de abr de 16,"/2016",5 de may de 16,,
176,2016012654,"46130","MASSAMAGRELL","OTROS","OTROS",26 de abr de 16,"/2016",,,
177,2016012725,"46900","TORRENT","ASISTENCIA MÉDICA","PRECIOS",26 de abr de 16,"/2016",4 de may de 16,,
178,2016012819,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",27 de abr de 16,"/2016",4 de may de 16,,
179,2016012869,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",27 de abr de 16,"/2016",5 de may de 16,,
180,2016012940,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",27 de abr de 16,"/2016",5 de may de 16,,
181,2016012970,"46900","TORRENT","AGUA","PRECIOS",28 de abr de 16,"/2016",,,
182,2016013085,"46900","TORRENT","OTROS","INCUMPLIMIENTO CONDICIONES VENTA",28 de abr de 16,"/2016",9 de may de 16,,"SERVICIO TERRITORIAL CONSUMO"
183,2016013299,"46900","TORRENT","ROPA-CALZADO","PRECIOS",2 de may de 16,"/2016",,,
184,2016013314,"46900","TORRENT","SEGUROS","PRESTACIÓN DE SERVICIOS",2 de may de 16,"/2016",9 de may de 16,,"SERVICIO TERRITORIAL CONSUMO"
185,2016013338,"46460","SILLA","OTROS","INCUMPLIMIENTO CONDICIONES VENTA",2 de may de 16,"/2016",,,
186,2016013420,"46901","TORRENT","TELEFONÍA E INTERNET","PRECIOS",2 de may de 16,"/2016",,,"QUART DE POBLET"
187,2016013632,"46900","TORRENT","INFORMATICA","INCUMPLIMIENTO CONDICIONES VENTA",4 de may de 16,"/2016",,,"QUART DE POBLET"
188,2016013756,"46900","TORRENT","SEGUROS","PRESTACIÓN DE SERVICIOS",4 de may de 16,"/2016",9 de may de 19,,
189,2016013788,"46900","TORRENT","BANCA","PRECIOS",5 de may de 16,"/2016",17 de may de 16,,
190,2016014006,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",6 de may de 16,"/2016",20 de may de 16,,
191,2016014059,"46200","PAIPORTA","AGUA","PRECIOS",6 de may de 16,"/2016",8 de jun de 16,,
192,2016014139,"46900","TORRENT","OTROS","OTROS",9 de may de 16,"/2016",,,"SERVICIO TERRITORIAL CONSUMO"
193,2016014253,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",10 de may de 16,"/2016",17 de may de 16,,
194,2016014593,"46900","TORRENT","OTROS","OTROS",11 de may de 16,"/2016",,,"SERVICIO TERRITORIAL CONSUMO"
195,2016014749,"46900","TORRENT","OTROS","OTROS",12 de may de 16,"/2016",,,"SERVICIO TERRITORIAL CONSUMO"
196,2016014750,"46900","TORRENT","OTROS","OTROS",12 de may de 16,"/2016",,,"SERVICIO TERRITORIAL CONSUMO"
197,2016014752,"46900","TORRENT","OTROS","OTROS",12 de may de 16,"/2016",24 de may de 16,,
198,2016014849,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",13 de may de 16,"/2016",19 de may de 16,,
199,2016015088,"46900","TORRENT","TELEFONÍA E INTERNET","OTROS",16 de may de 16,"/2016",26 de may de 16,,
200,2016014976,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",16 de may de 16,"/2016",,,"QUART DE POBLET"
201,2016014977,"46900","TORRENT","ELECTRICIDAD","PRECIOS",16 de may de 16,"/2016",7 de jun de 16,,
202,2016014989,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",16 de may de 16,"/2016",26 de may de 16,,
203,2016015086,"46900","TORRENT","OTROS","OTROS",16 de may de 15,"/2016",,,
204,2016015121,"46900","TORRENT","TELEFONÍA E INTERNET","INCUMPLIMIENTO CONDICIONES VENTA",16 de may de 16,"/2016",27 de may de 16,,
205,2016015164,"46900","TORRENT","ELECTRICIDAD","CLÁUSULAS ABUSIVAS",17 de may de 16,"/2016",8 de jun de 16,,
206,2016015166,"46192","MONSERRAT","OTROS","OTROS",17 de may de 16,"/2016",26 de may de 16,,
207,2016015180,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",17 de may de 16,"/2016",26 de may de 16,,
208,2016015216,"46900","TORRENT","ELECTRICIDAD","PRECIOS",17 de may de 16,"/2016",,"ARCHIVO NO CONSUMO",
209,2016015286,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",17 de may de 16,"/2016",26 de may de 16,,
210,2016015288,"46900","TORRENT","TELEFONÍA E INTERNET","INCUMPLIMIENTO CONDICIONES VENTA",17 de may de 16,"/2016",26 de may de 16,,
211,2016015334,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",17 de may de 16,"/2016",26 de may de 16,,
212,2016015360,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",18 de may de 15,"/2016",27 de may de 16,,
213,2016015368,"46900","TORRENT","TELEFONÍA E INTERNET","OTROS",18 de may de 16,"/2016",,,"QUART DE POBLET"
214,2016015543,"46900","TORRENT","AGUA","PRECIOS",19 de may de 16,"/2016",13 de jul de 16,,
