"NUM-REG","registro-entrada","CODPOS","MUNICIPIO","SECTOR","CAUSA","FECHA","AÑO","MEDIACION-EMPRESA","ESTADO","INHIBICIÓN A"
418,2016029592,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",28 de sep de 16,"/2016",24 de oct de 16,,
419,2016029678,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",29 de sep de 16,"/2016",24 de oct de 16,,
420,2016029676,"46900","TORRENT","ELECTRODOMESTICOS","PRESTACIÓN DE SERVICIOS",29 de sep de 16,"/2016",21 de oct de 16,,
421,2016029833,"46900","TORRENT","BANCA","PRECIOS",30 de sep de 16,"/2016",9 de nov de 16,,
422,2016029878,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",30 de sep de 16,"/2016",24 de oct de 16,,
423,2016029895,"46900","TORRENT","TELEFONÍA E INTERNET","OTROS",30 de sep de 16,"/2016",,,
424,2016030024,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",3 de oct de 16,"/2016",31 de oct de 16,,
425,2016030059,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",3 de oct de 16,"/2016",27 de oct de 16,,
426,2016030070,"46900","TORRENT","AGENCIA DE VIAJES","PRECIOS",3 de oct de 16,"/2016",,,
427,2016030096,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",3 de oct de 16,"/2016",26 de oct de 16,,
428,2016030104,"46900","TORRENT","OTROS","OTROS",3 de oct de 16,"/2016",2 de nov de 16,,
429,2016030126,"46900","TORRENT","OTROS","OTROS",3 de oct de 16,"/2016",26 de oct de 16,,
430,2016030290,"46900","TORRENT","INFORMATICA","PRECIOS",4 de oct de 16,"/2016",26 de oct de 16,"INHIBICIÓN",
431,2016030420,"46760","ALAQUAS","OTROS","OTROS",5 de oct de 16,"/2016",26 de oct de 16,,
432,2016030490,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",6 de oct de 16,"/2016",27 de oct de 16,,
433,2016030572,"46900","TORRENT","INFORMATICA","PRECIOS",6 de oct de 16,"/2016",26 de oct de 16,"INHIBICIÓN","VALENCIA"
434,2016030696,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",7 de oct de 16,"/2016",27 de oct de 16,,
435,2016030723,"46900","TORRENT","ELECTRODOMESTICOS","PRESTACIÓN DE SERVICIOS",7 de oct de 16,"/2016",26 de oct de 16,"POSITIVA",
436,2016030735,"46900","TORRENT","OTROS","OTROS",7 de oct de 16,"/2016",25 de nov de 16,,
437,2016030914,"46900","TORRENT","ASISTENCIA MÉDICA","PRESTACIÓN DE SERVICIOS",10 de oct de 16,"/2016",27 de oct de 16,,
438,2016030920,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",10 de oct de 16,"/2016",,,
439,2016030942,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",11 de oct de 16,"/2016",27 de oct de 16,,
440,2016030959,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",11 de oct de 16,"/2016",26 de oct de 16,,
441,2016031146,"46900","TORRENT","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS",13 de oct de 16,"/2016",27 de oct de 16,,
442,2016031161,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",13 de oct de 16,"/2016",,,
443,2016031174,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",13 de oct de 16,"/2016",,,
444,2016031294,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",14 de oct de 16,"/2016",3 de nov de 16,,
445,2016031286,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",14 de oct de 16,"/2016",,,
446,2016031307,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",14 de oct de 16,"/2016",24 de oct de 16,,"XIRIVELLA"
447,2016031360,"46900","TORRENT","OTROS","OTROS",17 de oct de 16,"/2016",31 de ene de 17,"INHIBICIÓN","VALENCIA"
448,2016028879,"46970","ALAQUAS","HOSTELERÍA","PRESTACIÓN DE SERVICIOS",17 de oct de 16,"/2016",26 de oct de 16,,
449,2016031467,"46900","TORRENT","ASISTENCIA MÉDICA","PRESTACIÓN DE SERVICIOS",17 de oct de 16,"/2016",2 de nov de 16,,
450,2016031475,"46900","TORRENT","OTROS","OTROS",17 de oct de 16,"/2016",,,
451,2016031574,"46900","TORRENT","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS",18 de oct de 16,"/2016",,,
452,2016031588,"46900","TORRENT","GAS","PRECIOS",18 de oct de 16,"/2016",10 de nov de 16,,
453,2016031601,"46900","TORRENT","HOSTELERÍA","PRESTACIÓN DE SERVICIOS",18 de oct de 16,"/2016",8 de nov de 16,,
454,2016031662,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",19 de oct de 16,"/2016",18 de nov de 16,,
455,2016031779,"46900","TORRENT","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS",20 de oct de 16,"/2016",8 de nov de 16,,
456,2016031783,"46900","TORRENT","GAS","PRECIOS",20 de oct de 16,"/2016",18 de nov de 16,,
457,2016031815,"46900","TORRENT","GAS","PRECIOS",20 de oct de 16,"/2016",10 de nov de 16,,
458,2016032032,"46900","TORRENT","GAS","PRESTACIÓN DE SERVICIOS",24 de oct de 16,"/2016",9 de nov de 16,,
459,2016032085,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",24 de oct de 16,"/2016",18 de nov de 16,,
460,2016032139,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",24 de oct de 16,"/2016",18 de nov de 16,,
461,2016032388,"46900","TORRENT","OTROS","OTROS",26 de oct de 16,"/2016",,,
462,2016032396,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",26 de oct de 16,"/2016",,,
463,2016032411,"46900","TORRENT","OTROS","OTROS",27 de oct de 16,"/2016",,,
464,2016032531,"46900","TORRENT","GRANDES SUPERFICIES","PRESTACIÓN DE SERVICIOS",27 de oct de 16,"/2016",,,
465,2016032598,"46900","TORRENT","DEPORTES","PRESTACIÓN DE SERVICIOS",28 de oct de 16,"/2016",18 de nov de 16,"INHIBICIÓN","ALDAIA"
466,2016032611,"46900","TORRENT","TRANSPORTE","PRESTACIÓN DE SERVICIOS",28 de oct de 16,"/2016",18 de nov de 16,"INHIBICIÓN","ALDAIA"
467,2016032673,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",28 de oct de 16,"/2016",22 de nov de 16,,
468,2016032808,"46900","TORRENT","MUEBLES","PRESTACIÓN DE SERVICIOS",31 de oct de 16,"/2016",24 de dic de 16,,
469,2016032828,"46900","TORRENT","ELECTRICIDAD","PRECIOS",2 de nov de 16,"/2016",,,
470,2016032846,"46900","TORRENT","OTROS","OTROS",2 de nov de 16,"/2016",18 de nov de 16,"INHIBICIÓN","ALDAIA"
471,2016032926,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",2 de nov de 16,"/2016",22 de nov de 16,,
472,2016032982,"46900","TORRENT","ROPA-CALZADO","PRECIOS",3 de nov de 16,"/2016",21 de nov de 16,"INHIBICIÓN",
473,2016033079,"46900","TORRENT","AEROLÍNEAS","PRESTACIÓN DE SERVICIOS",4 de nov de 16,"/2016",18 de nov de 16,"INHIBICIÓN",
474,2016033107,"46900","TORRENT","CORREOS","OTROS",4 de nov de 16,"/2016",,,
475,2016033154,"46900","TORRENT","ASISTENCIA MÉDICA","PRESTACIÓN DE SERVICIOS",4 de nov de 16,"/2016",18 de nov de 16,,
476,2016033209,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",7 de nov de 16,"/2016",,,
477,2016033215,"46900","TORRENT","ELECTRICIDAD","PRECIOS",7 de nov de 16,"/2016",,,
478,2016033231,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",7 de nov de 16,"/2016",21 de nov de 16,,
479,2016033336,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",8 de nov de 16,"/2016",,,
480,2016033276,"46960","ALDAIA","DEPORTES","PRESTACIÓN DE SERVICIOS",8 de nov de 16,"/2016",18 de nov de 16,,
481,2016033500,"46900","TORRENT","INFORMATICA","PRECIOS",9 de nov de 16,"/2016",18 de nov de 16,"INHIBICIÓN",
482,2016033504,"46900","TORRENT","DEPORTES","PRESTACIÓN DE SERVICIOS",9 de nov de 16,"/2016",18 de nov de 16,"INHIBICIÓN",
483,2016033654,"46900","TORRENT","MUEBLES","PRESTACIÓN DE SERVICIOS",11 de nov de 16,"/2016",,,
484,2016033657,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",11 de nov de 16,"/2016",,"POSITIVA",
485,2016033778,"46900","TORRENT","INFORMATICA","PRECIOS",14 de nov de 16,"/2016",19 de dic de 16,,
486,2016033964,"46900","TORRENT","OTROS","OTROS",16 de nov de 16,"/2016",,,
487,2016033970,"46900","TORRENT","DEPORTES","PRESTACIÓN DE SERVICIOS",16 de nov de 16,"/2016",19 de dic de 16,"INHIBICIÓN",
488,2016033975,"46970","ALAQUAS","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS",16 de nov de 16,"/2016",15 de dic de 16,,
489,2016034230,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",18 de nov de 16,"/2016",,,
490,2016034371,"46960","ALDAIA","DEPORTES","PRESTACIÓN DE SERVICIOS",21 de nov de 16,"/2016",18 de dic de 16,,
491,2016033655,"46900","TORRENT","MUEBLES","PRECIOS",22 de nov de 16,"/2016",,,
492,2016034475,"46900","TORRENT","AUTOMOCIÓN","PRECIOS",23 de nov de 16,"/2016",,,
493,2016034962,"46900","TORRENT","AEROLÍNEAS","PRECIOS",29 de nov de 16,"/2016",,,
494,2016035008,"46970","ALAQUAS","AUTOMOCIÓN","PRECIOS",29 de nov de 16,"/2016",,,
495,2016035036,"46900","TORRENT","OTROS","OTROS",29 de nov de 16,"/2016",,,
496,2016035088,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",30 de nov de 16,"/2016",,,
497,2016035102,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",30 de nov de 16,"/2016",,,
498,2016035166,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",30 de nov de 16,"/2016",,,
499,2016035167,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",30 de nov de 16,"/2016",,,
500,2016035181,"46900","TORRENT","ELECTRICIDAD","PRECIOS",1 de dic de 16,"/2016",,,
501,2016035211,"46900","TORRENT","DEPORTES","PRESTACIÓN DE SERVICIOS",1 de dic de 16,"/2016",,"INHIBICIÓN",
502,2016034575,"46900","TORRENT","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS",23 de nov de 16,"/2016",,,
503,2016035233,"46900","TORRENT","AUTOMOCIÓN","PRECIOS",1 de dic de 16,"/2016",,,
504,2016035345,"46900","TORRENT","AEROLÍNEAS","PRECIOS",2 de dic de 16,"/2016",,,
505,2016035348,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",2 de dic de 16,"/2016",,,
506,2016035457,"46900","TORRENT","OTROS","OTROS",5 de dic de 16,"/2016",,,
507,2016035461,"46900","TORRENT","OTROS","OTROS",5 de dic de 16,"/2016",,,
508,2016035509,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",7 de dic de 16,"/2016",,,
509,2016035602,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",9 de dic de 16,"/2016",,,
510,2016035520,"46900","TORRENT","INFORMATICA","PRECIOS",7 de dic de 16,"/2016",,,
511,2016035609,"46900","TORRENT","SEGUROS","OTROS",9 de dic de 16,"/2016",,,
512,2016035715,"46900","TORRENT","INFORMATICA","PRESTACIÓN DE SERVICIOS",12 de dic de 16,"/2016",,,
513,2016035740,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",12 de dic de 16,"/2016",,,
514,2016035739,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",12 de dic de 16,"/2016",,,
515,2016035900,"46900","TORRENT","OTROS","OTROS",13 de dic de 16,"/2016",27 de ene de 17,,
516,2016035992,"46900","TORRENT","SEGUROS","PRECIOS",14 de dic de 16,"/2016",14 de feb de 17,,
517,2016036009,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",14 de dic de 16,"/2016",,,
518,2016036049,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",14 de dic de 16,"/2016",,,
519,2016036050,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",14 de dic de 16,"/2016",,,
520,2016036068,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",14 de dic de 16,"/2016",,,
521,2016036214,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",15 de dic de 16,"/2016",,,
522,2016036225,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",15 de dic de 16,"/2016",,,
523,2016036243,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",16 de dic de 16,"/2016",,,
524,2016036424,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",19 de dic de 16,"/2016",,,
525,2016036776,"46900","TORRENT","AGUA","PRESTACIÓN DE SERVICIOS",21 de dic de 16,"/2016",,,
526,2016036804,"46900","TORRENT","VIVIENDA","PRESTACIÓN DE SERVICIOS",22 de dic de 16,"/2016",,,
527,2016036808,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",22 de dic de 16,"/2016",,,
528,2016036919,"46900","TORRENT","GASOLINERAS","PRESTACIÓN DE SERVICIOS",23 de dic de 16,"/2016",,,
529,2016036932,"46900","TORRENT","SEGUROS","PRESTACIÓN DE SERVICIOS",23 de dic de 16,"/2016",,,
530,2016037054,"46900","TORRENT","CORREOS","PRESTACIÓN DE SERVICIOS",27 de dic de 16,"/2016",,,
531,2016037122,"46900","TORRENT","DEPORTES","PRECIOS",28 de dic de 16,"/2016",,,
532,2016037223,"46900","TORRENT","OTROS","OTROS",29 de dic de 16,"/2016",,,
533,2016037245,"46900","TORRENT","BANCA","PRECIOS",29 de dic de 16,"/2016",,,
534,2016037164,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",28 de dic de 16,"/2016",,,
535,2016037310,"46900","TORRENT","SEGUROS","PRESTACIÓN DE SERVICIOS",30 de dic de 16,"/2016",,,
536,2016037348,"46900","TORRENT","OTROS","OTROS",30 de dic de 16,"/2016",14 de feb de 17,,
537,2016034461,"46900","TORRENT","REPARACION HOGAR","PRESTACIÓN DE SERVICIOS",22 de nov de 16,"/2016",,,
