"Nombre","Lat","Long","DESCRIP","URL"
"11A","39,4413","-0,6121","",""
"11B","39,4288","-0,6103","",""
"11C","39,4274","-0,5386","",""
"11D","39,4394","-0,5391","",""
"11E","39,4292","-0,5133","",""
"11F","39,439","-0,519","",""
"11G","39,4377","-0,5059","",""
"11H","39,433","-0,4919","",""
"11I","39,4188","-0,5767","",""
"11J","39,4111","-0,5607","",""
"11K","39,4006","-0,5887","",""
"11LL","39,4009","-0,5694","",""
"11M","39,4041","-0,5431","",""
"11N","39,4085","-0,5338","",""
"11Ñ","39,4065","-0,5161","",""
"11O","39,3921","-0,5314","",""
"11P","39,4126","-0,4993","",""
"11Q","39,4234","-0,5166","",""
"11R","39,4218","-0,5309","",""
"11RR","39,427","-0,5056","",""
"11T","39,4126","-0,4615","",""
"11V","39,4474","-0,458","",""
"11X","39,415","-0,4474","",""
"11Y","39,4229","-0,4469","",""
"120B","39,4232","-0,5784","",""
"120I","39,4182","-0,6024","",""
"120J","39,4117","-0,5734","",""
"120K","39,3998","-0,5878","",""
"120L","39,4088","-0,5764","",""
"120LL","39,3933","-0,5785","",""
"120M","39,401","-0,5637","",""
"120P","39,4011","-0,5164","",""
"120R","39,4062","-0,5448","",""
"121B","39,4234","-0,5785","",""
"121F","39,4386","-0,523","",""
"121I","39,4186","-0,6029","",""
"121J","39,4129","-0,5739","",""
"121K","39,3998","-0,5882","",""
"121L","39,4087","-0,5768","",""
"121LL","39,3936","-0,5783","",""
"121M","39,4011","-0,5639","",""
"121P","39,4013","-0,5195","",""
"121R","39,4065","-0,5447","",""
"122B","39,4237","-0,5785","",""
"122I","39,4193","-0,6037","",""
"122J","39,413","-0,5734","",""
"122K","39,3996","-0,5883","",""
"122L","39,4097","-0,5769","",""
"122LL","39,3938","-0,579","",""
"122M","39,3987","-0,563","",""
"122P","39,3984","-0,5195","",""
"122R","39,4062","-0,5444","",""
"122V","39,4473","-0,4613","",""
"123B","39,4241","-0,5779","",""
"123I","39,4191","-0,6035","",""
"123J","39,4139","-0,5734","",""
"123K","39,4049","-0,588","",""
"123L","39,41","-0,5768","",""
"123LL","39,394","-0,5791","",""
"123M","39,398","-0,566","",""
"123P","39,4058","-0,5108","",""
"124B","39,424","-0,5777","",""
"124I","39,4189","-0,6032","",""
"124J","39,4136","-0,5755","",""
"124K","39,405","-0,5887","",""
"124L","39,4102","-0,5771","",""
"124LL","39,3943","-0,5795","",""
"124M","39,397","-0,5669","",""
"124P","39,4055","-0,5106","",""
"124R","39,4059","-0,5473","",""
"125B","39,4239","-0,5772","",""
"125I","39,4186","-0,6036","",""
"125J","39,4135","-0,5762","",""
"125K","39,3993","-0,5868","",""
"125L","39,41","-0,5778","",""
"125LL","39,3943","-0,5792","",""
"125M","39,3941","-0,5602","",""
"125P","39,4054","-0,51","",""
"125R","39,4059","-0,5471","",""
"126B","39,4233","-0,5769","",""
"126I","39,4188","-0,6038","",""
"126J","39,4137","-0,5769","",""
"126K","39,4004","-0,5885","",""
"126L","39,4098","-0,5778","",""
"126LL","39,3943","-0,5787","",""
"126M","39,3941","-0,5606","",""
"126P","39,4055","-0,51","",""
"126R","39,4054","-0,5479","",""
"127B","39,4231","-0,5773","",""
"127I","39,419","-0,6041","",""
"127J","39,413","-0,5764","",""
"127K","39,3971","-0,5841","",""
"127L","39,4097","-0,5777","",""
"127LL","39,394","-0,5785","",""
"127M","39,3927","-0,5637","",""
"127P","39,4058","-0,51","",""
"127R","39,4067","-0,55","",""
"127V","39,4446","-0,4628","",""
"128B","39,4225","-0,5784","",""
"128I","39,4237","-0,6061","",""
"128J","39,4128","-0,5767","",""
"128K","39,4054","-0,5883","",""
"128L","39,4096","-0,5776","",""
"128LL","39,3939","-0,5776","",""
"128M","39,3919","-0,5646","",""
"128P","39,4059","-0,5099","",""
"128R","39,4073","-0,5497","",""
"129B","39,4222","-0,5786","",""
"129I","39,4258","-0,6083","",""
"129J","39,411","-0,5735","",""
"129K","39,3938","-0,587","",""
"129L","39,4093","-0,5775","",""
"129LL","39,3938","-0,5775","",""
"129P","39,4055","-0,5091","",""
"129V","39,4459","-0,4623","",""
"12A","39,4415","-0,6123","",""
"12B","39,4287","-0,6102","",""
"12C","39,4272","-0,5385","",""
"12E","39,4287","-0,5146","",""
"12F","39,439","-0,5194","",""
"12G","39,437","-0,5023","",""
"12I","39,419","-0,5771","",""
"12J","39,4113","-0,5605","",""
"12K","39,4","-0,5901","",""
"12L","39,406","-0,56","",""
"12LL","39,4025","-0,5683","",""
"12M","39,4055","-0,5442","",""
"12N","39,4085","-0,5336","",""
"12Ñ","39,4075","-0,5178","",""
"12O","39,3923","-0,5359","",""
"12P","39,4112","-0,4985","",""
"12Q","39,4232","-0,5168","",""
"12R","39,4221","-0,5301","",""
"12RR","39,4274","-0,5056","",""
"12T","39,4122","-0,4636","",""
"12V","39,4472","-0,4589","",""
"12Y","39,4241","-0,4484","",""
"130B","39,4219","-0,5784","",""
"130I","39,4251","-0,6064","",""
"130J","39,4107","-0,577","",""
"130K","39,4074","-0,5917","",""
"130L","39,4092","-0,5779","",""
"130LL","39,3936","-0,5772","",""
"130M","39,3952","-0,5688","",""
"130P","39,4072","-0,5085","",""
"130R","39,4056","-0,5512","",""
"131B","39,4217","-0,5783","",""
"131I","39,4248","-0,6064","",""
"131J","39,4107","-0,5804","",""
"131K","39,3979","-0,5866","",""
"131L","39,4092","-0,5784","",""
"131LL","39,3954","-0,5782","",""
"131M","39,3951","-0,5684","",""
"131R","39,4054","-0,5517","",""
"131V","39,4471","-0,4617","",""
"132B","39,4214","-0,5773","",""
"132I","39,4243","-0,6075","",""
"132J","39,4111","-0,5804","",""
"132L","39,409","-0,5777","",""
"132LL","39,3953","-0,5776","",""
"132M","39,395","-0,5681","",""
"132P","39,4071","-0,5074","",""
"132R","39,4055","-0,5521","",""
"133B","39,4201","-0,5791","",""
"133F","39,4361","-0,5113","",""
"133I","39,4252","-0,6079","",""
"133J","39,4113","-0,5802","",""
"133L","39,4089","-0,5777","",""
"133LL","39,3953","-0,5789","",""
"133M","39,3948","-0,568","",""
"133P","39,4076","-0,507","",""
"133R","39,4068","-0,553","",""
"134B","39,4201","-0,5783","",""
"134I","39,4246","-0,6079","",""
"134J","39,4116","-0,5804","",""
"134L","39,4087","-0,5785","",""
"134LL","39,3954","-0,5791","",""
"134P","39,4079","-0,5065","",""
"134R","39,407","-0,5528","",""
"135B","39,4195","-0,5764","",""
"135I","39,4243","-0,6078","",""
"135J","39,4117","-0,5801","",""
"135L","39,4087","-0,5788","",""
"135LL","39,3962","-0,5789","",""
"135M","39,3945","-0,5698","",""
"135P","39,4069","-0,506","",""
"135R","39,4083","-0,5518","",""
"136B","39,4197","-0,5759","",""
"136F","39,4383","-0,5153","",""
"136I","39,4239","-0,6076","",""
"136J","39,412","-0,5802","",""
"136L","39,4085","-0,5778","",""
"136LL","39,3958","-0,5793","",""
"136M","39,3927","-0,5712","",""
"136P","39,4067","-0,5056","",""
"136R","39,4086","-0,5504","",""
"137B","39,4225","-0,5751","",""
"137F","39,4386","-0,515","",""
"137I","39,4234","-0,6081","",""
"137J","39,4121","-0,5801","",""
"137L","39,4078","-0,5779","",""
"137LL","39,3959","-0,5797","",""
"137M","39,3925","-0,5709","",""
"137P","39,4054","-0,5083","",""
"137R","39,4088","-0,5498","",""
"138B","39,4219","-0,5741","",""
"138J","39,4124","-0,58","",""
"138L","39,4095","-0,5785","",""
"138LL","39,3954","-0,584","",""
"138M","39,3925","-0,5706","",""
"138P","39,4049","-0,5082","",""
"138R","39,4091","-0,5499","",""
"139B","39,4221","-0,5736","",""
"139F","39,4387","-0,5114","",""
"139I","39,423","-0,6085","",""
"139J","39,4127","-0,5801","",""
"139L","39,4097","-0,579","",""
"139LL","39,3938","-0,5837","",""
"139M","39,3921","-0,5705","",""
"139P","39,4047","-0,508","",""
"139R","39,4094","-0,5499","",""
"13A","39,4416","-0,6126","",""
"13B","39,4285","-0,6102","",""
"13C","39,4269","-0,5386","",""
"13D","39,4383","-0,5291","",""
"13E","39,4311","-0,5157","",""
"13F","39,4391","-0,5198","",""
"13G","39,4365","-0,4996","",""
"13H","39,4332","-0,4921","",""
"13I","39,4189","-0,5772","",""
"13J","39,4118","-0,5605","",""
"13K","39,4","-0,5898","",""
"13L","39,4061","-0,5597","",""
"13LL","39,4026","-0,5681","",""
"13M","39,4053","-0,546","",""
"13N","39,4083","-0,5334","",""
"13Ñ","39,4074","-0,5172","",""
"13O","39,3919","-0,535","",""
"13Q","39,4201","-0,5189","",""
"13T","39,4099","-0,4644","",""
"13V","39,4474","-0,4596","",""
"140B","39,4222","-0,5736","",""
"140F","39,4336","-0,5199","",""
"140J","39,4129","-0,5801","",""
"140L","39,408","-0,5833","",""
"140LL","39,3933","-0,5834","",""
"140M","39,3917","-0,5707","",""
"140P","39,4044","-0,5071","",""
"140R","39,4097","-0,5499","",""
"141B","39,4224","-0,5737","",""
"141F","39,4337","-0,5196","",""
"141I","39,4224","-0,6077","",""
"141J","39,4129","-0,5802","",""
"141L","39,4077","-0,5834","",""
"141LL","39,3925","-0,5831","",""
"141M","39,3917","-0,5713","",""
"141P","39,4041","-0,5076","",""
"141R","39,4105","-0,5497","",""
"142B","39,4184","-0,5725","",""
"142F","39,4336","-0,5196","",""
"142I","39,4232","-0,6078","",""
"142J","39,4131","-0,5802","",""
"142L","39,4075","-0,5834","",""
"142LL","39,3921","-0,585","",""
"142M","39,3946","-0,568","",""
"142P","39,4042","-0,5078","",""
"142R","39,4107","-0,5497","",""
"143B","39,4186","-0,5718","",""
"143F","39,4337","-0,5194","",""
"143I","39,4246","-0,6062","",""
"143J","39,413","-0,5806","",""
"143L","39,4078","-0,5828","",""
"143LL","39,3932","-0,5859","",""
"143M","39,3943","-0,5678","",""
"143P","39,4041","-0,5081","",""
"144B","39,4202","-0,5704","",""
"144F","39,4338","-0,5192","",""
"144I","39,4229","-0,6072","",""
"144J","39,4129","-0,5807","",""
"144L","39,4075","-0,5829","",""
"144LL","39,3924","-0,588","",""
"144M","39,3939","-0,566","",""
"144P","39,4037","-0,5082","",""
"144R","39,4109","-0,5497","",""
"145B","39,4196","-0,5647","",""
"145F","39,4337","-0,5191","",""
"145I","39,4201","-0,6048","",""
"145J","39,4127","-0,5808","",""
"145L","39,4081","-0,5827","",""
"145LL","39,3963","-0,5793","",""
"145M","39,3953","-0,5635","",""
"145P","39,4037","-0,5077","",""
"145R","39,411","-0,5499","",""
"146B","39,417","-0,5668","",""
"146F","39,4338","-0,5189","",""
"146I","39,4199","-0,6058","",""
"146J","39,4125","-0,5819","",""
"146L","39,4081","-0,5823","",""
"146L","39,4074","-0,5826","",""
"146LL","39,3913","-0,5822","",""
"146M","39,4009","-0,5614","",""
"146P","39,4042","-0,5071","",""
"146R","39,4115","-0,5499","",""
"147B","39,4186","-0,5615","",""
"147F","39,4337","-0,5188","",""
"147I","39,4197","-0,6052","",""
"147J","39,4121","-0,5809","",""
"147L","39,4077","-0,5824","",""
"147LL","39,391","-0,5818","",""
"147M","39,4019","-0,5588","",""
"147P","39,4041","-0,5071","",""
"147R","39,4109","-0,5482","",""
"148B","39,4188","-0,5623","",""
"148F","39,4339","-0,5184","",""
"148I","39,419","-0,6056","",""
"148J","39,4121","-0,5812","",""
"148L","39,4075","-0,5825","",""
"148L","39,4049","-0,5855","",""
"148LL","39,3905","-0,5816","",""
"148M","39,3995","-0,5545","",""
"148P","39,4039","-0,5071","",""
"148R","39,4105","-0,5485","",""
"149B","39,4173","-0,5613","",""
"149F","39,434","-0,5181","",""
"149I","39,4194","-0,6057","",""
"149J","39,4117","-0,5824","",""
"149L","39,408","-0,5821","",""
"149LL","39,3914","-0,5769","",""
"149M","39,4002","-0,5546","",""
"149P","39,4038","-0,5073","",""
"14A","39,4418","-0,613","",""
"14B","39,4283","-0,6101","",""
"14C","39,4267","-0,5387","",""
"14D","39,4379","-0,5305","",""
"14E","39,4331","-0,5179","",""
"14F","39,4392","-0,5199","",""
"14G","39,4364","-0,5005","",""
"14I","39,4187","-0,5774","",""
"14J","39,4122","-0,5603","",""
"14K","39,4002","-0,5894","",""
"14L","39,4059","-0,5596","",""
"14LL","39,4028","-0,5681","",""
"14M","39,405","-0,547","",""
"14N","39,4082","-0,5331","",""
"14Ñ","39,4072","-0,5167","",""
"14O","39,392","-0,5357","",""
"14P","39,4098","-0,4996","",""
"14RR","39,4269","-0,5046","",""
"14V","39,4474","-0,4598","",""
"14X","39,4191","-0,4599","",""
"14Y","39,4266","-0,4486","",""
"150B","39,4167","-0,5593","",""
"150F","39,4341","-0,5179","",""
"150I","39,4194","-0,6059","",""
"150J","39,4118","-0,5828","",""
"150L","39,4075","-0,5822","",""
"150LL","39,3916","-0,5761","",""
"150M","39,4015","-0,5518","",""
"150P","39,4033","-0,5082","",""
"151B","39,414","-0,5554","",""
"151F","39,4316","-0,5264","",""
"151I","39,4195","-0,6063","",""
"151J","39,4114","-0,5829","",""
"151L","39,4075","-0,5819","",""
"151LL","39,3938","-0,577","",""
"151M","39,4026","-0,5502","",""
"151P","39,4031","-0,5084","",""
"152B","39,4163","-0,5557","",""
"152F","39,4322","-0,5254","",""
"152I","39,4189","-0,606","",""
"152J","39,4115","-0,5825","",""
"152L","39,4078","-0,5815","",""
"152LL","39,3938","-0,5782","",""
"152M","39,4039","-0,5554","",""
"152R","39,411","-0,5477","",""
"153B","39,4143","-0,5549","",""
"153F","39,4335","-0,5238","",""
"153I","39,4174","-0,6039","",""
"153J","39,4116","-0,582","",""
"153L","39,408","-0,5814","",""
"153LL","39,3941","-0,5799","",""
"153M","39,4045","-0,5541","",""
"153P","39,4051","-0,5099","",""
"154B","39,4141","-0,5539","",""
"154F","39,4338","-0,5225","",""
"154I","39,4177","-0,6036","",""
"154J","39,4114","-0,582","",""
"154L","39,408","-0,5816","",""
"154LL","39,3943","-0,5801","",""
"154M","39,4035","-0,5542","",""
"154R","39,412","-0,5483","",""
"155B","39,4143","-0,5522","",""
"155F","39,434","-0,5214","",""
"155I","39,4175","-0,6031","",""
"155J","39,4111","-0,5825","",""
"155L","39,4077","-0,5812","",""
"155LL","39,3948","-0,5773","",""
"155M","39,403","-0,5546","",""
"155P","39,4037","-0,5101","",""
"155R","39,4143","-0,5449","",""
"156B","39,415","-0,5529","",""
"156F","39,4367","-0,5229","",""
"156I","39,4171","-0,6036","",""
"156J","39,411","-0,5818","",""
"156L","39,4076","-0,5815","",""
"156LL","39,3961","-0,5814","",""
"156M","39,4029","-0,5493","",""
"156P","39,4039","-0,5103","",""
"156R","39,4136","-0,5458","",""
"157B","39,415","-0,5516","",""
"157F","39,4364","-0,5255","",""
"157I","39,4172","-0,6037","",""
"157J","39,4114","-0,5814","",""
"157L","39,4075","-0,5811","",""
"157LL","39,3963","-0,5804","",""
"157M","39,4034","-0,548","",""
"157P","39,4039","-0,5096","",""
"158B","39,419","-0,5479","",""
"158F","39,4376","-0,5232","",""
"158I","39,4172","-0,6042","",""
"158J","39,4117","-0,5816","",""
"158L","39,4072","-0,5814","",""
"158LL","39,3966","-0,5784","",""
"158M","39,4036","-0,5477","",""
"158P","39,4042","-0,5101","",""
"159B","39,4183","-0,5468","",""
"159F","39,4379","-0,5213","",""
"159I","39,4168","-0,604","",""
"159J","39,4119","-0,581","",""
"159L","39,407","-0,5807","",""
"159LL","39,3948","-0,573","",""
"159M","39,404","-0,5471","",""
"159P","39,4051","-0,5103","",""
"15A","39,4419","-0,6132","",""
"15B","39,428","-0,61","",""
"15C","39,4264","-0,5388","",""
"15D","39,4376","-0,5307","",""
"15F","39,4399","-0,5209","",""
"15G","39,4363","-0,5012","",""
"15I","39,4185","-0,5779","",""
"15J","39,4123","-0,5608","",""
"15K","39,4004","-0,589","",""
"15L","39,4056","-0,5593","",""
"15LL","39,4029","-0,5683","",""
"15M","39,4049","-0,5463","",""
"15N","39,4081","-0,5329","",""
"15Ñ","39,4065","-0,5187","",""
"15O","39,3917","-0,5353","",""
"15P","39,4113","-0,4969","",""
"15Q","39,4197","-0,5182","",""
"15RR","39,425","-0,5032","",""
"15T","39,4105","-0,4686","",""
"15V","39,4474","-0,4601","",""
"15X","39,4158","-0,4593","",""
"160B","39,4196","-0,5464","",""
"160F","39,4376","-0,5211","",""
"160I","39,417","-0,6028","",""
"160J","39,411","-0,5813","",""
"160L","39,4068","-0,5803","",""
"160LL","39,3963","-0,5708","",""
"160M","39,4037","-0,5471","",""
"160P","39,4024","-0,5136","",""
"160R","39,4119","-0,5482","",""
"161B","39,4203","-0,5459","",""
"161F","39,4387","-0,522","",""
"161I","39,4165","-0,6027","",""
"161J","39,4107","-0,5809","",""
"161L","39,407","-0,58","",""
"161LL","39,3971","-0,5734","",""
"161M","39,4024","-0,5477","",""
"161P","39,4021","-0,5133","",""
"161R","39,4116","-0,5481","",""
"162B","39,4205","-0,546","",""
"162F","39,4334","-0,5223","",""
"162I","39,4163","-0,6025","",""
"162J","39,411","-0,5839","",""
"162L","39,4072","-0,58","",""
"162LL","39,3972","-0,5712","",""
"162M","39,4031","-0,5473","",""
"162P","39,4021","-0,5127","",""
"162R","39,4125","-0,548","",""
"163B","39,4208","-0,5456","",""
"163F","39,436","-0,5192","",""
"163I","39,4161","-0,6023","",""
"163J","39,4104","-0,5839","",""
"163L","39,4065","-0,5798","",""
"163LL","39,3977","-0,5716","",""
"163M","39,4029","-0,5471","",""
"163P","39,4018","-0,5128","",""
"163R","39,4116","-0,5487","",""
"164B","39,421","-0,5463","",""
"164F","39,4364","-0,5186","",""
"164I","39,416","-0,602","",""
"164J","39,4106","-0,5836","",""
"164L","39,4066","-0,5798","",""
"164LL","39,3978","-0,5696","",""
"164M","39,4055","-0,5404","",""
"164P","39,4015","-0,5129","",""
"165B","39,4212","-0,5459","",""
"165F","39,4359","-0,5183","",""
"165I","39,4157","-0,6017","",""
"165J","39,4104","-0,5836","",""
"165L","39,4067","-0,5798","",""
"165LL","39,3971","-0,5674","",""
"165M","39,4053","-0,5404","",""
"165P","39,4016","-0,5124","",""
"165R","39,4115","-0,5503","",""
"166B","39,4208","-0,547","",""
"166F","39,4358","-0,5182","",""
"166I","39,4156","-0,6024","",""
"166J","39,4095","-0,583","",""
"166L","39,407","-0,5796","",""
"166M","39,4044","-0,5407","",""
"166P","39,4014","-0,5123","",""
"166R","39,4113","-0,5504","",""
"167B","39,4192","-0,5439","",""
"167F","39,4362","-0,5179","",""
"167I","39,4152","-0,6023","",""
"167J","39,4093","-0,5833","",""
"167L","39,4072","-0,5795","",""
"167M","39,4049","-0,541","",""
"167P","39,4011","-0,5121","",""
"167R","39,4113","-0,5497","",""
"168B","39,4222","-0,5412","",""
"168F","39,4363","-0,5178","",""
"168I","39,4147","-0,6022","",""
"168J","39,409","-0,5837","",""
"168L","39,407","-0,5792","",""
"168LL","39,3966","-0,5837","",""
"168M","39,4051","-0,5408","",""
"168P","39,4008","-0,5127","",""
"168R","39,4111","-0,5504","",""
"169F","39,4364","-0,5175","",""
"169I","39,4147","-0,6026","",""
"169J","39,409","-0,5834","",""
"169L","39,4073","-0,5794","",""
"169M","39,4053","-0,5411","",""
"169P","39,4007","-0,512","",""
"169R","39,4118","-0,5538","",""
"16A","39,4417","-0,6133","",""
"16B","39,4277","-0,6098","",""
"16C","39,4265","-0,5392","",""
"16D","39,4374","-0,5317","",""
"16E","39,4294","-0,5167","",""
"16F","39,4403","-0,5246","",""
"16I","39,4189","-0,5777","",""
"16J","39,4122","-0,5609","",""
"16K","39,4001","-0,589","",""
"16L","39,4056","-0,5598","",""
"16LL","39,4029","-0,5688","",""
"16M","39,4049","-0,548","",""
"16N","39,4079","-0,5327","",""
"16Ñ","39,4085","-0,5173","",""
"16O","39,3913","-0,5352","",""
"16RR","39,4257","-0,5047","",""
"16T","39,4105","-0,4681","",""
"16V","39,4479","-0,4595","",""
"16Y","39,4255","-0,4509","",""
"170B","39,4208","-0,5407","",""
"170F","39,4363","-0,5173","",""
"170I","39,4144","-0,6025","",""
"170J","39,4091","-0,5828","",""
"170L","39,4075","-0,5789","",""
"170M","39,4008","-0,55","",""
"170P","39,4006","-0,5121","",""
"170R","39,4127","-0,5535","",""
"171B","39,4209","-0,5447","",""
"171F","39,4363","-0,517","",""
"171I","39,4143","-0,6022","",""
"171J","39,4087","-0,5833","",""
"171L","39,4077","-0,5789","",""
"171M","39,389","-0,5738","",""
"171P","39,4006","-0,5124","",""
"171R","39,412","-0,5544","",""
