"NUM-REG","registro-entrada","CODPOS","MUNICIPIO","SECTOR","CAUSA","FECHA","AÑO","contestacion- CONSUMIDOR","MEDIACION-EMPRESA","ESTADO","INHIBICIÓN A"
"130","-2014006773","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","10/03/2014","/2014","","","ARCHIVO NO CONSUMO",""
"44","-2014001194","46900","TORRENT","ASISTENCIA MÉDICA","PRESTACIÓN DE SERVICIOS","29/01/2014","/2014","","25/03/2014","",""
"52","-36012014","46460","SILLA","OTROS","OTROS","30/01/2014","/2014","","","",""
"364","3652014","46900","TORRENT","MUEBLES","OTROS","","/2014","","20/08/2014","",""
"4","2014000043","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","02/01/2014","/2014","","24/02/2014","",""
"5","2014000053","46900","TORRENT","INFORMATICA","OTROS","02/01/2014","/2014","08/04/2014","24/02/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"6","2014000178","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","03/01/2014","/2014","28/03/2014","24/01/2014","",""
"7","2014000331","46900","TORRENT","OTROS","OTROS","08/01/2013","/2014","18/04/2014","24/02/2014","",""
"3","2014000335","46900","TORRENT","OTROS","OTROS","08/01/2014","/2014","","","",""
"8","2014000340","46900","TORRENT","MUEBLES","PRECIOS","08/01/2014","/2014","","24/02/2014","",""
"10","2014000363","46900","TORRENT","SEGUROS","PRECIOS","08/01/2014","/2014","17/04/2014","05/03/2014","",""
"9","2014000365","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","08/01/2014","/2014","","05/03/2014","",""
"11","2014000433","46900","TORRENT","S.A.T.","INCUMPLIMIENTO CONDICIONES VENTA","09/01/2014","/2014","","","",""
"12","2014000440","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","09/01/2014","/2014","16/04/2014","05/03/2014","",""
"13","2014000456","46900","TORRENT","OTROS","OTROS","09/01/2014","/2014","29/04/2014","06/03/2014","",""
"14","2014000581","46900","TORRENT","BANCA","PRECIOS","10/01/2014","/2014","12/04/2014","05/05/2014","",""
"2","2014000594","46900","TORRENT","OTROS","OTROS","10/01/2014","/2014","","","",""
"15","2014000614","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","10/01/2014","/2014","17/04/2014","05/03/2014","",""
"16","2014000623","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","10/01/2014","/2014","16/04/2014","06/03/2014","",""
"17","2014000631","46900","TORRENT","GAS","PRESTACIÓN DE SERVICIOS","10/01/2014","/2014","29/05/2014","05/03/2014","",""
"18","2014000661","46900","TORRENT","OTROS","OTROS","10/01/2014","/2014","27/03/2014","06/03/2014","",""
"1","2014000671","46900","TORRENT","INFORMATICA","PRECIOS","10/01/2014","/2013","","","",""
"19","2014000749","46900","TORRENT","OTROS","OTROS","13/01/2014","/2014","","","INHIBICIÓN",""
"20","2014000942","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","14/01/2014","/2014","30/04/2014","05/03/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"21","2014000943","46900","TORRENT","OTROS","OTROS","14/01/2014","/2014","29/04/2014","06/03/2014","",""
"22","2014001030","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","15/01/2014","/2014","","05/03/2014","",""
"23","2014001033","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","15/01/2014","/2014","","05/03/2014","",""
"24","2014001103","46900","TORRENT","DEPORTES","PRESTACIÓN DE SERVICIOS","15/01/2014","/2014","","05/03/2014","",""
"25","2014001110","46900","TORRENT","DEPORTES","PRESTACIÓN DE SERVICIOS","15/01/2014","/2014","","05/03/2014","",""
"26","2014001150","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","15/01/2014","/2014","05/05/2014","05/03/2014","",""
"27","2014001151","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","15/01/2014","/2014","02/05/2014","05/03/2014","",""
"28","2014001194","46900","TORRENT","OTROS","OTROS","16/01/2014","/2014","29/04/2014","06/03/2014","",""
"29","2014001297","46192","MONSERRAT","TELEFONÍA E INTERNET","PRECIOS","16/01/2014","/2014","","","INHIBICIÓN","VALENCIA"
"30","2014001358","46900","TORRENT","GAS","PRECIOS","17/01/2014","/2014","29/04/2014","25/03/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"31","2014001439","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","18/01/2014","/2014","08/05/2014","26/03/2014","",""
"32","2014001514","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","20/01/2014","/2014","09/05/2014","25/03/2014","",""
"33","2014001569","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","20/01/2014","/2014","30/04/2014","25/03/2014","",""
"34","2014001738","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","22/01/2014","/2014","05/06/2014","","",""
"35","2014001779","46900","TORRENT","AGENCIA DE VIAJES","PRESTACIÓN DE SERVICIOS","22/01/2014","/2014","11/07/2014","26/03/2014","INHIBICIÓN","TURISMO GENERALITAT"
"36","2014001844","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","22/01/2014","/2014","30/04/2014","26/03/2014","",""
"37","2014002015","46900","TORRENT","OTROS","OTROS","24/01/2014","/2014","13/05/2014","25/03/2014","ARCHIVO SIN SOLUCION VIA ADMINISTRATIVA",""
"38","2014002292","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","28/01/2014","/2014","26/05/2014","25/03/2014","",""
"39","2014002335","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","28/01/2014","/2014","","25/03/2014","",""
"40","2014002421","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","29/01/2014","/2014","29/05/2014","25/03/2014","",""
"41","2014002425","46970","ALAQUAS","TELEFONÍA E INTERNET","PRECIOS","29/01/2014","/2014","13/05/2014","25/03/2014","",""
"42","2014002431","46900","TORRENT","TRANSPORTE Y CORREOS","PRECIOS","29/01/2014","/2014","","25/03/2014","",""
"43","2014002458","46900","TORRENT","S.A.T.","PRECIOS","29/01/2014","/2014","29/04/2014","25/03/2014","",""
"45","2014002464","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","29/01/2014","/2014","12/05/2014","28/03/2014","",""
"46","2014002476","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","29/01/2014","/2014","26/05/2014","31/03/2014","",""
"47","2014002484","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","29/01/2014","/2014","12/05/2014","31/03/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"48","2014002583","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","30/01/2014","/2014","","01/04/2014","",""
"50","2014002655","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","30/01/2014","/2014","23/05/2001","","",""
"51","2014002675","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","30/01/2014","/2014","","27/03/2014","",""
"49","2014002681","46900","TORRENT","BANCA","PRECIOS","30/01/2014","/2014","","28/03/2014","",""
"53","2014002692","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","30/01/2014","/2014","28/05/2014","28/03/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"54","2014002858","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","01/02/2014","/2014","10/05/2014","31/03/2014","",""
"55","2014002867","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","01/02/2014","/2014","29/03/2014","31/03/2014","",""
"56","2014002895","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","03/02/2014","/2014","25/04/2014","31/03/2014","",""
"57","2014003036","46900","TORRENT","SEGUROS","PRECIOS","04/02/2014","/2014","30/04/2014","28/03/2014","",""
"58","2014003100","46900","TORRENT","OTROS","OTROS","04/02/2014","/2014","","","INHIBICIÓN","VALENCIA"
"59","2014003103","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","04/02/2014","/2014","27/05/2014","09/04/2014","",""
"60","2014003172","46900","TORRENT","BANCA","PRECIOS","05/02/2014","/2014","","09/04/2014","",""
"61","2014003219","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","05/02/2014","/2014","","10/04/2014","",""
"62","2014003230","46900","TORRENT","BANCA","PRECIOS","05/02/2014","/2014","","","INHIBICIÓN","VALENCIA"
"63","2014003399","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","06/02/2014","/2014","26/07/2014","09/04/2014","",""
"64","2014003468","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","07/02/2014","/2014","09/05/2014","09/04/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"65","2014003627","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","10/02/2014","/2014","","10/04/2014","",""
"66","2014003668","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","10/02/2014","/2014","26/05/2014","09/04/2014","",""
"67","2014003722","46900","TORRENT","INFORMATICA","OTROS","10/02/2014","/2014","25/04/2014","09/04/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"69","2014003740","46900","TORRENT","BANCA","PRECIOS","11/02/2014","/2014","","09/04/2014","",""
"70","2014003762","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","11/02/2014","/2014","30/04/2014","20/03/2014","",""
"71","2014003788","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","11/02/2014","/2014","14/05/2014","10/04/2014","",""
"72","2014003821","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","11/02/2014","/2014","08/05/2014","10/04/2014","",""
"73","2014003908","46900","TORRENT","JUGUETERIA","PRESTACIÓN DE SERVICIOS","12/02/2014","/2014","","","INHIBICIÓN","ALDAIA"
"74","2014003910","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","12/02/2014","/2014","","10/04/2014","",""
"75","2014003923","14720","ALMODOVAR DEL RIO","BANCA","PRECIOS","12/02/2014","/2014","","10/04/2014","",""
"76","2014004160","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","13/02/2014","/2014","27/05/2014","10/04/2014","",""
"77","2014004180","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","14/02/2014","/2014","","","",""
"78","2014004260","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","14/02/2014","/2014","12/05/2014","","",""
"79","2014004287","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","14/02/2014","/2014","26/05/2014","10/04/2014","",""
"80","2014004358","46900","TORRENT","ELECTRICIDAD","OTROS","17/02/2014","/2014","01/07/2014","10/04/2014","",""
"81","2014004438","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","17/02/2014","/2014","09/05/2014","","",""
"82","2014004505","46900","TORRENT","MUEBLES","PRECIOS","18/02/2014","/2014","","10/04/2014","",""
"83","2014004692","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","19/02/2014","/2014","","11/04/2014","",""
"84","2014004793","46900","TORRENT","INFORMATICA","PRECIOS","20/02/2014","/2014","15/05/2014","10/04/2014","",""
"86","2014004835","46900","TORRENT","TELEFONÍA E INTERNET","OTROS","20/02/2014","/2014","26/05/2014","10/04/2014","INHIBICIÓN",""
"87","2014004842","46900","TORRENT","OTROS","OTROS","","/2014","","","INHIBICIÓN","VALENCIA"
"88","2014004865","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","20/02/2014","/2014","","11/04/2014","",""
"89","2014004970","46900","TORRENT","OTROS","PRECIOS","21/02/2014","/2014","","14/04/2014","",""
"90","2014004971","46900","TORRENT","INFORMATICA","OTROS","21/02/2014","/2014","","16/04/2014","INHIBICIÓN","VALENCIA"
"91","2014004994","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","21/02/2014","/2014","","14/04/2014","",""
"92","2014005001","46900","TORRENT","OTROS","OTROS","21/02/2014","/2014","","10/04/2014","",""
"93","2014005098","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","21/02/2014","/2014","","15/04/2014","",""
"94","2014005211","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","24/02/2014","/2014","","14/04/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"95","2014005226","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","24/02/2014","/2014","16/05/2014","15/04/2014","",""
"96","2014005248","46900","TORRENT","BANCA","PRECIOS","24/02/2014","/2014","","14/04/2014","",""
"97","2014005307","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","25/02/2014","/2014","19/06/2014","14/04/2014","",""
"98","2014005400","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","25/02/2014","/2014","19/06/2014","14/04/2014","",""
"100","2014005425","46900","TORRENT","OTROS","PRECIOS","25/02/2014","/2014","23/05/2014","28/04/2014","",""
"101","2014005472","46900","TORRENT","BANCA","PRECIOS","26/02/2014","/2014","","14/04/2014","",""
"183","2014005569","46900","TORRENT","BANCA","PRECIOS","26/02/2014","/2014","27/05/2014","30/04/2014","",""
"102","2014005620","46900","TORRENT","OTROS","PRECIOS","27/02/2014","/2014","","15/04/2014","",""
"103","2014005664","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","27/02/2014","/2014","","14/04/2014","",""
"104","2014005718","46900","TORRENT","OTROS","OTROS","27/02/2014","/2014","","14/04/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"105","2014005868","46900","TORRENT","TELEFONÍA E INTERNET","OTROS","28/02/2014","/2014","26/05/2014","14/04/2014","",""
"106","2014005949","46900","TORRENT","BANCA","PRECIOS","03/03/2014","/2014","","14/04/2014","",""
"107","2014006045","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","04/03/2014","/2014","26/05/2014","14/04/2014","",""
"108","2014006056","46900","TORRENT","INFORMATICA","PRECIOS","04/03/2014","/2014","","14/04/2014","INHIBICIÓN",""
"109","2014006177","46900","TORRENT","BANCA","PRECIOS","04/03/2014","/2014","26/05/2014","14/04/2014","",""
