trip_id, arrival_time, departure_time, stop_id, stop_sequence
5_I11-5_I11_06:54:00_1_20_5__C4___,07:05:00,07:05:00,par_5_43,3
5_I12-5_I12_20:12:00_2_97_5__C4___,21:01:00,21:01:00,par_5_34,12
5_I11-5_I11_22:57:00_1_139_5__C4___,23:32:00,23:32:00,par_5_51,7
5_I11-5_I11_11:05:00_1_104_5__C4___,11:05:00,11:05:00,par_5_53,0
5_I11-5_I11_12:32:00_2_115_5__C4___,13:13:00,13:13:00,par_5_93,9
5_I12-5_I12_06:24:00_1_13_5__C4___,07:09:00,07:09:00,par_5_31,10
5_I13-5_I13_20:25:00_1_96_5__C4___,20:51:00,20:51:00,par_5_11,6
5_I11-5_I11_12:25:00_1_112_5__C4___,12:31:00,12:31:00,par_5_36,1
5_I13-5_I13_08:25:00_1_25_5__C4___,08:31:00,08:31:00,par_5_36,1
5_I11-5_I11_18:56:00_2_84_5__C4___,18:58:00,18:58:00,par_5_85,1
5_I13-5_I13_14:05:00_1_59_5__C4___,14:45:00,14:45:00,par_5_18,9
5_I11-5_I11_08:06:00_2_36_5__C4___,08:35:00,08:35:00,par_5_122,7
5_I13-5_I13_09:46:00_1_33_5__C4___,10:31:00,10:31:00,par_5_31,10
5_I11-5_I11_07:28:00_1_25_5__C4___,07:28:00,07:28:00,par_5_53,0
5_I11-5_I11_06:28:00_1_16_5__C4___,07:26:00,07:26:00,par_5_4,13
5_I12-5_I12_09:34:00_2_34_5__C4___,10:15:00,10:15:00,par_5_93,9
5_I11-5_I11_05:10:00_1_4_5__C4___,05:27:00,05:27:00,par_5_93,5
5_I13-5_I13_07:52:00_2_24_5__C4___,08:44:00,08:44:00,par_5_36,13
5_I13-5_I13_12:45:00_1_51_5__C4___,12:59:00,12:59:00,par_5_92,4
5_I12-5_I12_16:12:00_2_74_5__C4___,16:41:00,16:41:00,par_5_122,7
5_I12-5_I12_17:05:00_1_77_5__C4___,17:22:00,17:22:00,par_5_93,5
5_I13-5_I13_15:52:00_2_72_5__C4___,15:52:00,15:52:00,par_5_4,0
5_I12-5_I12_21:05:00_1_100_5__C4___,21:05:00,21:05:00,par_5_53,0
5_I12-5_I12_23:13:00_2_115_5__C4___,23:18:00,23:18:00,par_5_84,2
5_I13-5_I13_14:45:00_1_63_5__C4___,15:20:00,15:20:00,par_5_51,8
5_I13-5_I13_14:30:00_1_61_5__C4___,15:19:00,15:19:00,par_5_85,12
5_I12-5_I12_11:32:00_2_46_5__C4___,11:39:00,11:39:00,par_5_15,3
5_I12-5_I12_20:06:00_1_94_5__C4___,21:01:00,21:01:00,par_5_85,13
5_I13-5_I13_05:29:00_2_3_5__C4___,05:43:00,05:43:00,par_5_43,3
5_I13-5_I13_10:12:00_2_38_5__C4___,11:04:00,11:04:00,par_5_36,13
5_I12-5_I12_10:45:00_1_39_5__C4___,10:51:00,10:51:00,par_5_36,1
5_I13-5_I13_09:52:00_2_36_5__C4___,10:11:00,10:11:00,par_5_18,5
5_I12-5_I12_15:24:00_1_67_5__C4___,16:14:00,16:14:00,par_5_15,11
5_I11-5_I11_08:29:00_1_35_5__C4___,08:55:00,08:55:00,par_5_11,6
5_I12-5_I12_08:46:00_1_27_5__C4___,08:46:00,08:46:00,par_5_53,0
5_I11-5_I11_22:12:00_2_138_5__C4___,22:25:00,22:25:00,par_5_31,4
5_I12-5_I12_23:13:00_2_115_5__C4___,23:37:00,23:37:00,par_5_51,6
5_I11-5_I11_22:32:00_2_140_5__C4___,22:45:00,22:45:00,par_5_31,4
5_I11-5_I11_23:52:00_1_144_5__C4___,23:58:00,23:58:00,par_5_36,1
5_I12-5_I12_05:50:00_1_7_5__C4___,05:50:00,05:50:00,par_5_11,0
5_I11-5_I11_20:37:00_1_93_5__C4___,21:07:00,21:07:00,par_5_122,7
5_I12-5_I12_12:32:00_2_52_5__C4___,13:21:00,13:21:00,par_5_34,12
5_I13-5_I13_14:05:00_1_59_5__C4___,14:50:00,14:50:00,par_5_31,10
5_I11-5_I11_21:45:00_1_133_5__C4___,22:35:00,22:35:00,par_5_15,11
5_I13-5_I13_20:32:00_2_99_5__C4___,20:32:00,20:32:00,par_5_4,0
5_I13-5_I13_12:32:00_2_52_5__C4___,12:32:00,12:32:00,par_5_4,0
5_I11-5_I11_19:25:00_2_88_5__C4___,19:38:00,19:38:00,par_5_31,4
5_I12-5_I12_17:12:00_2_80_5__C4___,17:25:00,17:25:00,par_5_31,4
5_I11-5_I11_08:40:00_1_37_5__C4___,09:06:00,09:06:00,par_5_11,6
5_I11-5_I11_16:45:00_1_129_5__C4___,16:45:00,16:45:00,par_5_53,0
5_I11-5_I11_06:06:00_2_17_5__C4___,06:47:00,06:47:00,par_5_93,9
5_I12-5_I12_14:50:00_2_66_5__C4___,15:09:00,15:09:00,par_5_18,5
5_I13-5_I13_18:32:00_2_87_5__C4___,18:32:00,18:32:00,par_5_4,0
5_I13-5_I13_14:45:00_1_63_5__C4___,15:37:00,15:37:00,par_5_84,12
5_I12-5_I12_17:52:00_2_83_5__C4___,18:33:00,18:33:00,par_5_93,9
5_I11-5_I11_11:05:00_1_104_5__C4___,11:31:00,11:31:00,par_5_11,6
5_I11-5_I11_18:50:00_1_79_5__C4___,19:42:00,19:42:00,par_5_84,12
5_I13-5_I13_13:12:00_2_56_5__C4___,13:45:00,13:45:00,par_5_11,8
5_I12-5_I12_06:32:00_2_16_5__C4___,07:13:00,07:13:00,par_5_93,9
5_I11-5_I11_11:05:00_1_104_5__C4___,11:22:00,11:22:00,par_5_93,5
5_I11-5_I11_21:45:00_1_133_5__C4___,22:11:00,22:11:00,par_5_11,6
5_I11-5_I11_16:32:00_2_130_5__C4___,17:19:00,17:19:00,par_5_43,11
5_I12-5_I12_15:03:00_1_184_5__C4___,15:06:00,15:06:00,par_5_34,1
5_I13-5_I13_06:12:00_2_14_5__C4___,07:01:00,07:01:00,par_5_34,12
5_I11-5_I11_10:45:00_1_102_5__C4___,11:25:00,11:25:00,par_5_18,9
5_I12-5_I12_19:34:00_2_93_5__C4___,19:34:00,19:34:00,par_5_4,0
5_I11-5_I11_14:51:00_1_60_5__C4___,15:31:00,15:31:00,par_5_18,9
5_I11-5_I11_05:57:00_1_152_5__C4___,06:38:00,06:38:00,par_5_21,8
5_I12-5_I12_06:05:00_1_11_5__C4___,06:36:00,06:36:00,par_5_122,6
5_I12-5_I12_11:05:00_1_41_5__C4___,11:05:00,11:05:00,par_5_53,0
5_I13-5_I13_21:52:00_2_107_5__C4___,22:39:00,22:39:00,par_5_43,11
5_I11-5_I11_17:37:00_1_69_5__C4___,17:46:00,17:46:00,par_5_34,2
5_I13-5_I13_11:52:00_2_48_5__C4___,11:57:00,11:57:00,par_5_84,2
5_I13-5_I13_12:12:00_2_50_5__C4___,13:10:00,13:10:00,par_5_53,14
5_I12-5_I12_13:32:00_2_58_5__C4___,13:32:00,13:32:00,par_5_4,0
5_I13-5_I13_07:32:00_2_22_5__C4___,07:51:00,07:51:00,par_5_18,5
5_I11-5_I11_18:37:00_1_77_5__C4___,18:37:00,18:37:00,par_5_53,0
5_I12-5_I12_06:05:00_1_11_5__C4___,06:14:00,06:14:00,par_5_34,1
5_I11-5_I11_08:54:00_2_44_5__C4___,09:38:00,09:38:00,par_5_92,10
5_I13-5_I13_14:05:00_1_59_5__C4___,14:31:00,14:31:00,par_5_11,6
5_I11-5_I11_11:05:00_1_104_5__C4___,11:55:00,11:55:00,par_5_15,11
5_I11-5_I11_08:29:00_1_35_5__C4___,08:59:00,08:59:00,par_5_122,7
5_I11-5_I11_14:51:00_1_60_5__C4___,15:21:00,15:21:00,par_5_122,7
5_I12-5_I12_16:32:00_2_76_5__C4___,16:39:00,16:39:00,par_5_15,3
5_I13-5_I13_17:05:00_1_77_5__C4___,17:14:00,17:14:00,par_5_34,2
5_I11-5_I11_15:24:00_1_122_5__C4___,16:09:00,16:09:00,par_5_31,10
5_I13-5_I13_07:24:00_1_19_5__C4___,07:33:00,07:33:00,par_5_34,2
5_I13-5_I13_08:46:00_1_27_5__C4___,09:00:00,09:00:00,par_5_92,4
5_I12-5_I12_19:24:00_1_90_5__C4___,19:59:00,19:59:00,par_5_51,8
5_I11-5_I11_05:26:00_2_5_5__C4___,05:26:00,05:26:00,par_5_18,0
5_I13-5_I13_08:25:00_1_25_5__C4___,09:10:00,09:10:00,par_5_31,10
5_I11-5_I11_17:05:00_1_66_5__C4___,18:00:00,18:00:00,par_5_85,13
5_I12-5_I12_21:12:00_2_103_5__C4___,21:36:00,21:36:00,par_5_51,6
5_I12-5_I12_08:32:00_2_28_5__C4___,09:19:00,09:19:00,par_5_43,11
5_I13-5_I13_18:12:00_2_85_5__C4___,19:10:00,19:10:00,par_5_53,14
5_I12-5_I12_07:12:00_2_20_5__C4___,07:12:00,07:12:00,par_5_4,0
5_I11-5_I11_11:32:00_2_109_5__C4___,12:01:00,12:01:00,par_5_122,7
5_I13-5_I13_11:05:00_1_41_5__C4___,11:19:00,11:19:00,par_5_92,4
5_I11-5_I11_20:06:00_1_89_5__C4___,20:41:00,20:41:00,par_5_51,8
5_I11-5_I11_06:54:00_2_24_5__C4___,07:07:00,07:07:00,par_5_31,4
5_I11-5_I11_05:40:00_2_13_5__C4___,05:53:00,05:53:00,par_5_31,4
5_I11-5_I11_07:40:00_1_27_5__C4___,07:51:00,07:51:00,par_5_43,3
5_I11-5_I11_22:57:00_1_139_5__C4___,23:08:00,23:08:00,par_5_43,3
5_I12-5_I12_18:32:00_2_87_5__C4___,19:21:00,19:21:00,par_5_34,12
5_I13-5_I13_16:25:00_1_73_5__C4___,17:23:00,17:23:00,par_5_4,14
5_I12-5_I12_11:45:00_1_45_5__C4___,11:54:00,11:54:00,par_5_34,2
5_I11-5_I11_17:57:00_2_76_5__C4___,18:41:00,18:41:00,par_5_92,10
5_I12-5_I12_19:46:00_1_92_5__C4___,19:55:00,19:55:00,par_5_34,2
5_I11-5_I11_16:32:00_2_130_5__C4___,17:16:00,17:16:00,par_5_92,10
5_I12-5_I12_20:52:00_2_101_5__C4___,20:59:00,20:59:00,par_5_15,3
5_I12-5_I12_19:34:00_2_93_5__C4___,19:36:00,19:36:00,par_5_85,1
5_I12-5_I12_22:24:00_1_108_5__C4___,22:50:00,22:50:00,par_5_11,6
5_I13-5_I13_20:32:00_2_99_5__C4___,20:34:00,20:34:00,par_5_85,1
5_I13-5_I13_00:02:00_2_1_5__C4___,00:02:00,00:02:00,par_5_4,0
5_I11-5_I11_15:12:00_2_65_5__C4___,16:04:00,16:04:00,par_5_36,13
5_I13-5_I13_21:05:00_1_100_5__C4___,21:35:00,21:35:00,par_5_122,7
5_I11-5_I11_05:45:00_1_6_5__C4___,05:59:00,05:59:00,par_5_18,3
5_I12-5_I12_05:43:00_2_6_5__C4___,05:54:00,05:54:00,par_5_92,2
5_I13-5_I13_15:24:00_1_67_5__C4___,15:30:00,15:30:00,par_5_36,1
5_I11-5_I11_12:25:00_1_112_5__C4___,12:39:00,12:39:00,par_5_92,4
5_I11-5_I11_07:57:00_2_34_5__C4___,08:30:00,08:30:00,par_5_11,8
5_I11-5_I11_18:06:00_1_73_5__C4___,18:56:00,18:56:00,par_5_15,11
5_I11-5_I11_09:34:00_2_50_5__C4___,09:41:00,09:41:00,par_5_15,3
5_I11-5_I11_10:45:00_1_102_5__C4___,11:15:00,11:15:00,par_5_122,7
5_I12-5_I12_22:12:00_2_109_5__C4___,23:10:00,23:10:00,par_5_53,14
5_I12-5_I12_19:12:00_2_91_5__C4___,19:59:00,19:59:00,par_5_43,11
5_I11-5_I11_11:45:00_1_108_5__C4___,11:54:00,11:54:00,par_5_34,2
5_I11-5_I11_18:06:00_1_73_5__C4___,18:32:00,18:32:00,par_5_11,6
5_I11-5_I11_06:40:00_1_18_5__C4___,06:40:00,06:40:00,par_5_53,0
5_I12-5_I12_20:32:00_2_99_5__C4___,20:37:00,20:37:00,par_5_84,2
5_I13-5_I13_16:25:00_1_73_5__C4___,16:34:00,16:34:00,par_5_34,2
5_I12-5_I12_19:05:00_1_88_5__C4___,20:00:00,20:00:00,par_5_85,13
5_I13-5_I13_21:05:00_1_100_5__C4___,21:50:00,21:50:00,par_5_31,10
5_I13-5_I13_23:34:00_2_116_5__C4___,23:53:00,23:53:00,par_5_18,5
5_I11-5_I11_13:05:00_1_116_5__C4___,13:50:00,13:50:00,par_5_31,10
5_I11-5_I11_08:52:00_1_39_5__C4___,09:47:00,09:47:00,par_5_85,13
5_I11-5_I11_06:28:00_2_15_5__C4___,06:53:00,06:53:00,par_5_53,6
5_I11-5_I11_17:43:00_2_74_5__C4___,17:48:00,17:48:00,par_5_84,2
5_I11-5_I11_17:57:00_2_76_5__C4___,18:02:00,18:02:00,par_5_84,2
5_I12-5_I12_08:32:00_2_28_5__C4___,09:16:00,09:16:00,par_5_92,10
5_I12-5_I12_20:06:00_1_94_5__C4___,20:23:00,20:23:00,par_5_93,5
5_I12-5_I12_21:24:00_1_102_5__C4___,22:16:00,22:16:00,par_5_84,12
5_I11-5_I11_19:06:00_1_81_5__C4___,19:20:00,19:20:00,par_5_92,4
5_I11-5_I11_07:32:00_2_30_5__C4___,07:45:00,07:45:00,par_5_31,4
5_I11-5_I11_16:05:00_1_125_5__C4___,16:14:00,16:14:00,par_5_34,2
5_I13-5_I13_12:05:00_1_47_5__C4___,12:50:00,12:50:00,par_5_31,9
5_I11-5_I11_18:37:00_1_77_5__C4___,19:27:00,19:27:00,par_5_15,11
5_I11-5_I11_16:25:00_1_127_5__C4___,16:39:00,16:39:00,par_5_92,4
5_I11-5_I11_15:32:00_2_124_5__C4___,15:39:00,15:39:00,par_5_15,3
5_I12-5_I12_14:45:00_1_63_5__C4___,15:15:00,15:15:00,par_5_122,7
5_I13-5_I13_20:06:00_1_94_5__C4___,20:17:00,20:17:00,par_5_43,3
5_I13-5_I13_09:52:00_2_36_5__C4___,10:05:00,10:05:00,par_5_31,4
5_I13-5_I13_10:06:00_1_35_5__C4___,10:20:00,10:20:00,par_5_92,4
5_I12-5_I12_12:32:00_2_52_5__C4___,13:13:00,13:13:00,par_5_93,9
5_I12-5_I12_19:05:00_1_88_5__C4___,19:14:00,19:14:00,par_5_34,2
5_I12-5_I12_18:32:00_2_87_5__C4___,18:37:00,18:37:00,par_5_84,2
5_I11-5_I11_12:52:00_2_117_5__C4___,13:33:00,13:33:00,par_5_93,9
5_I11-5_I11_16:45:00_1_129_5__C4___,17:11:00,17:11:00,par_5_11,6
5_I11-5_I11_14:51:00_1_60_5__C4___,15:17:00,15:17:00,par_5_11,6
5_I12-5_I12_08:04:00_1_23_5__C4___,08:39:00,08:39:00,par_5_51,8
5_I12-5_I12_12:25:00_1_49_5__C4___,12:34:00,12:34:00,par_5_34,2
5_I11-5_I11_18:43:00_2_82_5__C4___,19:35:00,19:35:00,par_5_36,13
5_I12-5_I12_07:24:00_1_19_5__C4___,07:38:00,07:38:00,par_5_92,4
5_I11-5_I11_18:24:00_1_75_5__C4___,19:04:00,19:04:00,par_5_18,9
5_I13-5_I13_19:34:00_2_93_5__C4___,20:21:00,20:21:00,par_5_43,11
5_I13-5_I13_20:52:00_2_101_5__C4___,21:33:00,21:33:00,par_5_93,8
5_I13-5_I13_05:56:00_1_126_5__C4___,05:56:00,05:56:00,par_5_18,0
5_I13-5_I13_22:52:00_2_113_5__C4___,22:57:00,22:57:00,par_5_84,2
5_I12-5_I12_14:45:00_1_63_5__C4___,15:30:00,15:30:00,par_5_31,10
5_I12-5_I12_19:24:00_1_90_5__C4___,19:33:00,19:33:00,par_5_34,2
5_I11-5_I11_07:44:00_2_32_5__C4___,08:13:00,08:13:00,par_5_122,7
5_I12-5_I12_21:45:00_1_104_5__C4___,22:02:00,22:02:00,par_5_93,5
5_I11-5_I11_13:05:00_1_116_5__C4___,14:00:00,14:00:00,par_5_85,13
5_I12-5_I12_16:45:00_1_75_5__C4___,17:43:00,17:43:00,par_5_4,14
5_I13-5_I13_13:12:00_2_56_5__C4___,13:12:00,13:12:00,par_5_4,0
5_I11-5_I11_08:16:00_1_33_5__C4___,08:56:00,08:56:00,par_5_18,9
5_I12-5_I12_12:32:00_2_52_5__C4___,12:37:00,12:37:00,par_5_84,2
5_I11-5_I11_21:45:00_1_133_5__C4___,21:45:00,21:45:00,par_5_53,0
5_I12-5_I12_15:24:00_1_67_5__C4___,15:54:00,15:54:00,par_5_122,7
5_I11-5_I11_22:05:00_1_135_5__C4___,22:16:00,22:16:00,par_5_43,3
5_I12-5_I12_16:52:00_2_78_5__C4___,17:36:00,17:36:00,par_5_92,9
5_I12-5_I12_21:45:00_1_104_5__C4___,21:59:00,21:59:00,par_5_92,4
5_I12-5_I12_09:46:00_1_33_5__C4___,10:31:00,10:31:00,par_5_31,10
5_I12-5_I12_15:52:00_2_72_5__C4___,15:59:00,15:59:00,par_5_15,3
5_I11-5_I11_10:52:00_2_105_5__C4___,10:57:00,10:57:00,par_5_84,2
5_I12-5_I12_17:05:00_1_77_5__C4___,17:19:00,17:19:00,par_5_92,4
5_I11-5_I11_00:02:00_2_1_5__C4___,00:21:00,00:21:00,par_5_18,5
5_I11-5_I11_07:44:00_2_32_5__C4___,08:31:00,08:31:00,par_5_43,11
5_I12-5_I12_20:46:00_1_98_5__C4___,21:12:00,21:12:00,par_5_11,6
5_I11-5_I11_14:37:00_1_58_5__C4___,15:29:00,15:29:00,par_5_84,12
5_I12-5_I12_22:12:00_2_109_5__C4___,22:25:00,22:25:00,par_5_31,4
5_I13-5_I13_21:05:00_1_100_5__C4___,21:45:00,21:45:00,par_5_18,9
5_I11-5_I11_11:12:00_2_107_5__C4___,11:19:00,11:19:00,par_5_15,3
5_I12-5_I12_07:52:00_2_24_5__C4___,08:39:00,08:39:00,par_5_43,10
5_I11-5_I11_12:52:00_2_117_5__C4___,12:57:00,12:57:00,par_5_84,2
5_I12-5_I12_06:12:00_2_14_5__C4___,06:19:00,06:19:00,par_5_15,3
5_I11-5_I11_23:13:00_2_142_5__C4___,23:13:00,23:13:00,par_5_4,0
5_I12-5_I12_11:52:00_2_48_5__C4___,12:50:00,12:50:00,par_5_53,14
5_I13-5_I13_05:56:00_1_126_5__C4___,06:06:00,06:06:00,par_5_15,2
5_I13-5_I13_14:05:00_1_59_5__C4___,15:00:00,15:00:00,par_5_85,13
5_I11-5_I11_06:31:00_2_21_5__C4___,07:30:00,07:30:00,par_5_53,14
5_I11-5_I11_17:22:00_1_67_5__C4___,17:31:00,17:31:00,par_5_34,2
5_I11-5_I11_21:52:00_2_136_5__C4___,21:54:00,21:54:00,par_5_85,1
5_I11-5_I11_12:25:00_1_112_5__C4___,13:17:00,13:17:00,par_5_84,11
5_I11-5_I11_17:17:00_2_68_5__C4___,17:47:00,17:47:00,par_5_34,7
5_I12-5_I12_08:04:00_1_23_5__C4___,08:13:00,08:13:00,par_5_34,2
5_I13-5_I13_17:12:00_2_80_5__C4___,17:45:00,17:45:00,par_5_11,8
5_I11-5_I11_16:45:00_1_129_5__C4___,17:02:00,17:02:00,par_5_93,5
5_I12-5_I12_07:45:00_1_21_5__C4___,07:45:00,07:45:00,par_5_53,0
5_I12-5_I12_08:25:00_1_25_5__C4___,08:36:00,08:36:00,par_5_43,3
5_I11-5_I11_09:43:00_2_52_5__C4___,10:35:00,10:35:00,par_5_36,13
5_I12-5_I12_05:43:00_2_6_5__C4___,05:57:00,05:57:00,par_5_43,3
5_I13-5_I13_06:05:00_1_11_5__C4___,06:32:00,06:32:00,par_5_11,6
5_I12-5_I12_18:24:00_1_84_5__C4___,19:04:00,19:04:00,par_5_18,9
5_I11-5_I11_17:57:00_2_76_5__C4___,18:44:00,18:44:00,par_5_43,11
5_I11-5_I11_08:43:00_2_42_5__C4___,08:43:00,08:43:00,par_5_4,0
5_I11-5_I11_08:32:00_2_40_5__C4___,09:13:00,09:13:00,par_5_93,9
5_I12-5_I12_17:45:00_1_81_5__C4___,17:51:00,17:51:00,par_5_36,1
5_I13-5_I13_15:45:00_1_69_5__C4___,15:54:00,15:54:00,par_5_34,2
5_I11-5_I11_17:05:00_1_66_5__C4___,17:50:00,17:50:00,par_5_31,10
5_I12-5_I12_10:45:00_1_39_5__C4___,10:59:00,10:59:00,par_5_92,4
5_I12-5_I12_15:32:00_2_70_5__C4___,16:01:00,16:01:00,par_5_122,7
5_I13-5_I13_15:52:00_2_72_5__C4___,16:16:00,16:16:00,par_5_51,6
5_I12-5_I12_17:52:00_2_83_5__C4___,17:54:00,17:54:00,par_5_85,1
5_I13-5_I13_05:50:00_1_7_5__C4___,06:04:00,06:04:00,par_5_18,3
5_I13-5_I13_00:02:00_2_1_5__C4___,00:04:00,00:04:00,par_5_85,1
5_I12-5_I12_15:03:00_1_184_5__C4___,15:32:00,15:32:00,par_5_51,7
5_I13-5_I13_18:12:00_2_85_5__C4___,18:56:00,18:56:00,par_5_92,10
5_I11-5_I11_08:40:00_1_37_5__C4___,09:10:00,09:10:00,par_5_122,7
5_I11-5_I11_22:05:00_1_135_5__C4___,23:00:00,23:00:00,par_5_85,13
5_I11-5_I11_11:25:00_1_106_5__C4___,11:55:00,11:55:00,par_5_122,7
5_I11-5_I11_09:31:00_1_45_5__C4___,10:01:00,10:01:00,par_5_122,7
5_I11-5_I11_20:51:00_1_95_5__C4___,20:57:00,20:57:00,par_5_36,1
5_I11-5_I11_22:52:00_2_141_5__C4___,23:21:00,23:21:00,par_5_122,7
5_I12-5_I12_20:46:00_1_98_5__C4___,20:46:00,20:46:00,par_5_53,0
5_I11-5_I11_22:24:00_1_137_5__C4___,22:50:00,22:50:00,par_5_11,6
5_I12-5_I12_00:04:00_2_1_5__C4___,00:04:00,00:04:00,par_5_85,0
5_I11-5_I11_06:18:00_2_19_5__C4___,06:47:00,06:47:00,par_5_122,7
5_I11-5_I11_06:44:00_2_22_5__C4___,07:04:00,07:04:00,par_5_18,5
5_I12-5_I12_14:45:00_1_63_5__C4___,15:25:00,15:25:00,par_5_18,9
5_I13-5_I13_12:45:00_1_51_5__C4___,13:40:00,13:40:00,par_5_85,13
5_I11-5_I11_13:05:00_1_116_5__C4___,13:35:00,13:35:00,par_5_122,7
5_I12-5_I12_17:27:00_1_79_5__C4___,17:41:00,17:41:00,par_5_92,4
5_I11-5_I11_06:06:00_2_17_5__C4___,06:55:00,06:55:00,par_5_34,12
5_I13-5_I13_09:46:00_1_33_5__C4___,10:38:00,10:38:00,par_5_84,12
5_I13-5_I13_12:12:00_2_50_5__C4___,12:17:00,12:17:00,par_5_84,2
5_I13-5_I13_10:45:00_1_39_5__C4___,11:37:00,11:37:00,par_5_84,12
5_I12-5_I12_21:32:00_2_105_5__C4___,22:19:00,22:19:00,par_5_43,10
5_I12-5_I12_12:45:00_1_51_5__C4___,13:40:00,13:40:00,par_5_85,12
5_I13-5_I13_19:34:00_2_93_5__C4___,20:03:00,20:03:00,par_5_122,7
5_I11-5_I11_06:40:00_1_18_5__C4___,07:30:00,07:30:00,par_5_15,11
5_I11-5_I11_20:12:00_2_94_5__C4___,20:56:00,20:56:00,par_5_92,10
5_I13-5_I13_09:46:00_1_33_5__C4___,09:57:00,09:57:00,par_5_43,3
5_I11-5_I11_04:57:00_1_2_5__C4___,05:06:00,05:06:00,par_5_51,2
5_I13-5_I13_17:45:00_1_81_5__C4___,18:20:00,18:20:00,par_5_51,7
5_I11-5_I11_05:29:00_2_3_5__C4___,05:40:00,05:40:00,par_5_92,2
5_I12-5_I12_23:30:00_1_112_5__C4___,23:36:00,23:36:00,par_5_36,1
5_I13-5_I13_04:57:00_1_2_5__C4___,04:57:00,04:57:00,par_5_11,0
5_I12-5_I12_14:32:00_2_64_5__C4___,15:05:00,15:05:00,par_5_11,8
5_I13-5_I13_18:32:00_2_87_5__C4___,19:13:00,19:13:00,par_5_93,9
5_I13-5_I13_07:45:00_1_21_5__C4___,08:37:00,08:37:00,par_5_84,12
5_I13-5_I13_18:12:00_2_85_5__C4___,18:17:00,18:17:00,par_5_84,2
5_I12-5_I12_19:46:00_1_92_5__C4___,20:41:00,20:41:00,par_5_85,13
5_I11-5_I11_23:13:00_1_284_5__C4___,23:40:00,23:40:00,par_5_11,6
5_I11-5_I11_12:52:00_2_117_5__C4___,12:52:00,12:52:00,par_5_4,0
5_I11-5_I11_18:50:00_1_79_5__C4___,19:01:00,19:01:00,par_5_43,3
5_I13-5_I13_22:32:00_2_111_5__C4___,22:34:00,22:34:00,par_5_85,1
5_I11-5_I11_05:24:00_1_148_5__C4___,05:33:00,05:33:00,par_5_51,2
5_I13-5_I13_11:52:00_2_48_5__C4___,12:41:00,12:41:00,par_5_34,12
5_I11-5_I11_12:32:00_2_115_5__C4___,12:32:00,12:32:00,par_5_4,0
5_I11-5_I11_05:45:00_1_6_5__C4___,06:09:00,06:09:00,par_5_15,5
5_I13-5_I13_14:32:00_2_64_5__C4___,15:19:00,15:19:00,par_5_43,11
5_I12-5_I12_06:32:00_2_16_5__C4___,07:21:00,07:21:00,par_5_34,12
5_I12-5_I12_16:12:00_2_74_5__C4___,16:36:00,16:36:00,par_5_51,6
5_I13-5_I13_21:32:00_2_105_5__C4___,22:24:00,22:24:00,par_5_36,13
5_I11-5_I11_20:25:00_2_96_5__C4___,20:27:00,20:27:00,par_5_85,1
5_I12-5_I12_21:52:00_2_107_5__C4___,21:52:00,21:52:00,par_5_4,0
5_I11-5_I11_06:40:00_1_18_5__C4___,07:25:00,07:25:00,par_5_31,10
5_I13-5_I13_20:25:00_1_96_5__C4___,20:31:00,20:31:00,par_5_36,1
5_I12-5_I12_13:12:00_2_56_5__C4___,13:56:00,13:56:00,par_5_92,10
5_I13-5_I13_12:12:00_2_50_5__C4___,12:56:00,12:56:00,par_5_92,10
5_I12-5_I12_21:45:00_1_104_5__C4___,22:35:00,22:35:00,par_5_15,11
5_I11-5_I11_15:24:00_1_122_5__C4___,16:04:00,16:04:00,par_5_18,9
5_I11-5_I11_12:52:00_2_117_5__C4___,12:54:00,12:54:00,par_5_85,1
5_I13-5_I13_04:57:00_1_2_5__C4___,05:16:00,05:16:00,par_5_31,4
5_I12-5_I12_06:12:00_2_14_5__C4___,07:10:00,07:10:00,par_5_53,14
5_I12-5_I12_22:05:00_1_106_5__C4___,23:00:00,23:00:00,par_5_85,13
5_I12-5_I12_10:45:00_1_39_5__C4___,11:37:00,11:37:00,par_5_84,12
5_I13-5_I13_20:46:00_1_98_5__C4___,21:38:00,21:38:00,par_5_84,12
5_I12-5_I12_19:46:00_1_92_5__C4___,20:00:00,20:00:00,par_5_92,4
5_I11-5_I11_21:52:00_2_136_5__C4___,21:52:00,21:52:00,par_5_4,0
5_I11-5_I11_05:10:00_1_4_5__C4___,05:45:00,05:45:00,par_5_51,8
5_I11-5_I11_17:22:00_1_67_5__C4___,18:20:00,18:20:00,par_5_4,14
5_I11-5_I11_11:05:00_1_104_5__C4___,11:11:00,11:11:00,par_5_36,1
5_I11-5_I11_20:12:00_2_94_5__C4___,20:59:00,20:59:00,par_5_43,11
5_I13-5_I13_14:45:00_1_63_5__C4___,15:02:00,15:02:00,par_5_93,5
5_I12-5_I12_05:29:00_2_3_5__C4___,05:29:00,05:29:00,par_5_11,0
5_I12-5_I12_05:40:00_2_8_5__C4___,05:40:00,05:40:00,par_5_18,0
5_I11-5_I11_09:31:00_1_45_5__C4___,10:11:00,10:11:00,par_5_18,9
5_I13-5_I13_20:32:00_2_99_5__C4___,20:37:00,20:37:00,par_5_84,2
5_I13-5_I13_12:32:00_2_52_5__C4___,12:34:00,12:34:00,par_5_85,1
5_I12-5_I12_06:05:00_1_11_5__C4___,06:46:00,06:46:00,par_5_18,8
5_I11-5_I11_08:29:00_1_35_5__C4___,09:24:00,09:24:00,par_5_85,13
