trip_id, arrival_time, departure_time, stop_id, stop_sequence
5_I13-5_I13_12:05:00_1_47_5__C4___,12:57:00,12:57:00,par_5_84,11
5_I13-5_I13_07:24:00_1_19_5__C4___,07:35:00,07:35:00,par_5_43,3
5_I13-5_I13_12:32:00_2_52_5__C4___,13:01:00,13:01:00,par_5_122,7
5_I11-5_I11_18:25:00_2_80_5__C4___,18:38:00,18:38:00,par_5_31,4
5_I11-5_I11_20:51:00_1_95_5__C4___,21:41:00,21:41:00,par_5_15,11
5_I11-5_I11_05:45:00_1_6_5__C4___,06:15:00,06:15:00,par_5_85,7
5_I12-5_I12_08:25:00_1_25_5__C4___,09:23:00,09:23:00,par_5_4,14
5_I13-5_I13_19:52:00_2_95_5__C4___,19:54:00,19:54:00,par_5_85,1
5_I11-5_I11_16:05:00_1_125_5__C4___,16:16:00,16:16:00,par_5_43,3
5_I11-5_I11_10:00:00_1_49_5__C4___,10:11:00,10:11:00,par_5_43,3
5_I12-5_I12_16:12:00_2_74_5__C4___,16:14:00,16:14:00,par_5_85,1
5_I11-5_I11_09:31:00_1_45_5__C4___,09:45:00,09:45:00,par_5_92,4
5_I11-5_I11_08:32:00_2_40_5__C4___,09:05:00,09:05:00,par_5_11,8
5_I11-5_I11_08:52:00_1_184_5__C4___,09:00:00,09:00:00,par_5_92,3
5_I13-5_I13_05:10:00_1_4_5__C4___,05:27:00,05:27:00,par_5_93,5
5_I13-5_I13_18:32:00_2_87_5__C4___,19:24:00,19:24:00,par_5_36,13
5_I13-5_I13_19:34:00_2_93_5__C4___,20:15:00,20:15:00,par_5_93,9
5_I13-5_I13_19:05:00_1_88_5__C4___,19:05:00,19:05:00,par_5_53,0
5_I11-5_I11_08:06:00_2_36_5__C4___,08:39:00,08:39:00,par_5_11,8
5_I11-5_I11_15:12:00_2_65_5__C4___,15:45:00,15:45:00,par_5_11,8
5_I13-5_I13_11:25:00_1_43_5__C4___,12:00:00,12:00:00,par_5_51,8
5_I11-5_I11_19:22:00_1_83_5__C4___,20:17:00,20:17:00,par_5_85,13
5_I12-5_I12_06:24:00_1_13_5__C4___,07:19:00,07:19:00,par_5_85,13
5_I12-5_I12_16:12:00_2_74_5__C4___,16:45:00,16:45:00,par_5_11,8
5_I11-5_I11_14:43:00_2_63_5__C4___,15:27:00,15:27:00,par_5_92,10
5_I11-5_I11_22:57:00_1_139_5__C4___,23:52:00,23:52:00,par_5_85,12
5_I12-5_I12_07:32:00_2_22_5__C4___,07:39:00,07:39:00,par_5_15,3
5_I11-5_I11_09:43:00_2_52_5__C4___,10:24:00,10:24:00,par_5_93,9
5_I13-5_I13_14:45:00_1_63_5__C4___,14:51:00,14:51:00,par_5_36,1
5_I13-5_I13_22:12:00_2_109_5__C4___,22:53:00,22:53:00,par_5_93,9
5_I11-5_I11_17:52:00_1_71_5__C4___,17:52:00,17:52:00,par_5_53,0
5_I12-5_I12_09:25:00_1_31_5__C4___,09:42:00,09:42:00,par_5_93,4
5_I11-5_I11_08:32:00_2_40_5__C4___,08:51:00,08:51:00,par_5_18,5
5_I13-5_I13_06:12:00_2_14_5__C4___,06:36:00,06:36:00,par_5_51,6
5_I13-5_I13_11:45:00_1_45_5__C4___,12:25:00,12:25:00,par_5_18,9
5_I12-5_I12_13:52:00_2_60_5__C4___,14:16:00,14:16:00,par_5_51,6
5_I11-5_I11_17:57:00_2_76_5__C4___,18:46:00,18:46:00,par_5_34,12
5_I12-5_I12_22:57:00_1_110_5__C4___,23:37:00,23:37:00,par_5_18,9
5_I11-5_I11_20:43:00_2_98_5__C4___,20:50:00,20:50:00,par_5_15,3
5_I11-5_I11_08:52:00_1_184_5__C4___,09:31:00,09:31:00,par_5_31,9
5_I11-5_I11_16:52:00_2_131_5__C4___,17:21:00,17:21:00,par_5_122,7
5_I11-5_I11_14:37:00_1_58_5__C4___,14:54:00,14:54:00,par_5_93,5
5_I13-5_I13_08:32:00_2_28_5__C4___,08:37:00,08:37:00,par_5_84,2
5_I12-5_I12_16:45:00_1_75_5__C4___,17:25:00,17:25:00,par_5_18,9
5_I12-5_I12_12:05:00_1_47_5__C4___,12:55:00,12:55:00,par_5_15,11
5_I11-5_I11_09:18:00_1_43_5__C4___,10:10:00,10:10:00,par_5_84,11
5_I13-5_I13_07:04:00_1_17_5__C4___,07:21:00,07:21:00,par_5_93,5
5_I11-5_I11_20:25:00_2_96_5__C4___,21:17:00,21:17:00,par_5_36,13
5_I13-5_I13_19:12:00_2_91_5__C4___,20:01:00,20:01:00,par_5_34,12
5_I12-5_I12_05:10:00_1_4_5__C4___,05:24:00,05:24:00,par_5_92,4
5_I11-5_I11_08:06:00_2_36_5__C4___,08:06:00,08:06:00,par_5_4,0
5_I11-5_I11_20:43:00_2_98_5__C4___,21:41:00,21:41:00,par_5_53,13
5_I12-5_I12_19:34:00_2_93_5__C4___,20:32:00,20:32:00,par_5_53,14
5_I11-5_I11_07:28:00_1_25_5__C4___,07:58:00,07:58:00,par_5_122,7
5_I12-5_I12_18:32:00_2_87_5__C4___,18:56:00,18:56:00,par_5_51,6
5_I11-5_I11_07:44:00_2_32_5__C4___,08:25:00,08:25:00,par_5_93,9
5_I13-5_I13_12:25:00_1_49_5__C4___,13:05:00,13:05:00,par_5_18,9
5_I11-5_I11_11:52:00_2_111_5__C4___,11:54:00,11:54:00,par_5_85,1
5_I11-5_I11_07:51:00_1_29_5__C4___,08:05:00,08:05:00,par_5_92,4
5_I11-5_I11_11:25:00_1_106_5__C4___,12:15:00,12:15:00,par_5_15,11
5_I13-5_I13_19:52:00_2_95_5__C4___,20:36:00,20:36:00,par_5_92,10
5_I11-5_I11_10:12:00_2_54_5__C4___,10:12:00,10:12:00,par_5_4,0
5_I11-5_I11_11:32:00_2_109_5__C4___,11:34:00,11:34:00,par_5_85,1
5_I12-5_I12_21:32:00_2_105_5__C4___,21:45:00,21:45:00,par_5_31,4
5_I11-5_I11_06:06:00_2_17_5__C4___,06:53:00,06:53:00,par_5_43,11
5_I12-5_I12_16:25:00_1_73_5__C4___,17:00:00,17:00:00,par_5_51,8
5_I12-5_I12_07:24:00_1_19_5__C4___,07:50:00,07:50:00,par_5_11,6
5_I13-5_I13_17:52:00_2_83_5__C4___,18:44:00,18:44:00,par_5_36,13
5_I11-5_I11_08:04:00_1_31_5__C4___,09:02:00,09:02:00,par_5_4,14
5_I13-5_I13_11:12:00_2_44_5__C4___,11:12:00,11:12:00,par_5_4,0
5_I11-5_I11_13:25:00_1_118_5__C4___,14:10:00,14:10:00,par_5_31,10
5_I11-5_I11_13:54:00_2_57_5__C4___,14:38:00,14:38:00,par_5_92,9
5_I12-5_I12_12:05:00_1_47_5__C4___,12:45:00,12:45:00,par_5_18,9
5_I11-5_I11_06:44:00_2_22_5__C4___,06:51:00,06:51:00,par_5_15,3
5_I13-5_I13_06:24:00_1_13_5__C4___,06:41:00,06:41:00,par_5_93,5
5_I13-5_I13_18:24:00_1_84_5__C4___,18:50:00,18:50:00,par_5_11,6
5_I11-5_I11_13:45:00_1_120_5__C4___,14:02:00,14:02:00,par_5_93,5
5_I12-5_I12_11:12:00_2_44_5__C4___,11:45:00,11:45:00,par_5_11,8
5_I12-5_I12_08:12:00_2_26_5__C4___,08:19:00,08:19:00,par_5_15,3
5_I12-5_I12_18:45:00_1_86_5__C4___,18:59:00,18:59:00,par_5_92,4
5_I11-5_I11_13:25:00_1_118_5__C4___,13:25:00,13:25:00,par_5_53,0
5_I13-5_I13_14:12:00_2_62_5__C4___,14:19:00,14:19:00,par_5_15,3
5_I13-5_I13_20:46:00_1_98_5__C4___,21:41:00,21:41:00,par_5_85,13
5_I13-5_I13_20:46:00_1_98_5__C4___,21:00:00,21:00:00,par_5_92,4
5_I11-5_I11_07:16:00_1_23_5__C4___,07:16:00,07:16:00,par_5_53,0
5_I13-5_I13_13:32:00_2_58_5__C4___,13:39:00,13:39:00,par_5_15,3
5_I11-5_I11_05:29:00_2_3_5__C4___,05:54:00,05:54:00,par_5_53,6
5_I11-5_I11_06:19:00_1_14_5__C4___,07:17:00,07:17:00,par_5_4,14
5_I12-5_I12_07:12:00_2_20_5__C4___,07:53:00,07:53:00,par_5_93,9
5_I11-5_I11_05:57:00_1_152_5__C4___,06:29:00,06:29:00,par_5_83,7
5_I11-5_I11_23:30:00_1_240_5__C4___,23:41:00,23:41:00,par_5_43,3
5_I12-5_I12_15:32:00_2_70_5__C4___,15:32:00,15:32:00,par_5_4,0
5_I11-5_I11_07:32:00_2_30_5__C4___,08:19:00,08:19:00,par_5_43,11
5_I11-5_I11_06:06:00_2_17_5__C4___,06:08:00,06:08:00,par_5_85,1
5_I11-5_I11_19:57:00_2_92_5__C4___,20:49:00,20:49:00,par_5_36,13
5_I13-5_I13_08:46:00_1_27_5__C4___,09:38:00,09:38:00,par_5_84,11
5_I12-5_I12_10:24:00_1_37_5__C4___,10:24:00,10:24:00,par_5_53,0
5_I11-5_I11_06:44:00_2_22_5__C4___,07:30:00,07:30:00,par_5_92,10
5_I12-5_I12_17:05:00_1_77_5__C4___,17:31:00,17:31:00,par_5_11,6
5_I13-5_I13_07:32:00_2_22_5__C4___,08:30:00,08:30:00,par_5_53,14
5_I12-5_I12_11:12:00_2_44_5__C4___,11:14:00,11:14:00,par_5_85,1
5_I12-5_I12_22:05:00_1_106_5__C4___,23:03:00,23:03:00,par_5_4,14
5_I13-5_I13_15:52:00_2_72_5__C4___,16:35:00,16:35:00,par_5_93,9
5_I11-5_I11_13:54:00_2_57_5__C4___,14:18:00,14:18:00,par_5_51,6
5_I13-5_I13_12:12:00_2_50_5__C4___,12:31:00,12:31:00,par_5_18,5
5_I11-5_I11_05:34:00_1_8_5__C4___,06:04:00,06:04:00,par_5_122,6
5_I12-5_I12_10:06:00_1_35_5__C4___,10:32:00,10:32:00,par_5_11,6
5_I13-5_I13_05:05:00_1_117_5__C4___,05:23:00,05:23:00,par_5_83,3
5_I11-5_I11_17:52:00_1_71_5__C4___,18:22:00,18:22:00,par_5_122,6
5_I11-5_I11_20:43:00_2_98_5__C4___,21:24:00,21:24:00,par_5_93,8
5_I13-5_I13_16:05:00_1_71_5__C4___,16:22:00,16:22:00,par_5_93,5
5_I11-5_I11_06:28:00_1_16_5__C4___,07:23:00,07:23:00,par_5_85,12
5_I12-5_I12_10:14:00_2_38_5__C4___,10:17:00,10:17:00,par_5_84,1
5_I11-5_I11_15:45:00_1_123_5__C4___,16:35:00,16:35:00,par_5_15,11
5_I13-5_I13_19:24:00_1_90_5__C4___,20:16:00,20:16:00,par_5_84,12
5_I13-5_I13_09:25:00_1_31_5__C4___,10:17:00,10:17:00,par_5_84,12
5_I13-5_I13_14:30:00_1_61_5__C4___,14:38:00,14:38:00,par_5_92,3
5_I13-5_I13_15:12:00_2_68_5__C4___,15:17:00,15:17:00,par_5_84,2
5_I12-5_I12_05:45:00_1_9_5__C4___,05:56:00,05:56:00,par_5_43,3
5_I12-5_I12_17:27:00_1_79_5__C4___,18:02:00,18:02:00,par_5_51,8
5_I12-5_I12_19:34:00_2_93_5__C4___,20:23:00,20:23:00,par_5_34,12
5_I11-5_I11_07:06:00_2_26_5__C4___,07:39:00,07:39:00,par_5_11,8
5_I13-5_I13_17:12:00_2_80_5__C4___,17:31:00,17:31:00,par_5_18,5
5_I13-5_I13_06:32:00_2_16_5__C4___,07:01:00,07:01:00,par_5_122,7
5_I11-5_I11_19:57:00_2_92_5__C4___,20:30:00,20:30:00,par_5_11,8
5_I13-5_I13_10:52:00_2_42_5__C4___,11:25:00,11:25:00,par_5_11,8
5_I12-5_I12_19:12:00_2_91_5__C4___,19:36:00,19:36:00,par_5_51,6
5_I11-5_I11_08:43:00_2_42_5__C4___,09:35:00,09:35:00,par_5_36,13
5_I12-5_I12_13:25:00_1_55_5__C4___,13:25:00,13:25:00,par_5_53,0
5_I12-5_I12_04:57:00_1_2_5__C4___,04:57:00,04:57:00,par_5_11,0
5_I12-5_I12_11:12:00_2_44_5__C4___,12:01:00,12:01:00,par_5_34,11
5_I12-5_I12_10:32:00_2_40_5__C4___,11:13:00,11:13:00,par_5_93,9
5_I13-5_I13_20:52:00_2_101_5__C4___,21:25:00,21:25:00,par_5_11,7
5_I13-5_I13_21:24:00_1_102_5__C4___,21:24:00,21:24:00,par_5_53,0
5_I11-5_I11_06:06:00_2_17_5__C4___,06:39:00,06:39:00,par_5_11,8
5_I11-5_I11_17:25:00_2_72_5__C4___,17:25:00,17:25:00,par_5_4,0
5_I11-5_I11_07:32:00_2_30_5__C4___,08:05:00,08:05:00,par_5_11,8
5_I13-5_I13_06:02:00_2_123_5__C4___,06:07:00,06:07:00,par_5_51,1
5_I11-5_I11_07:51:00_1_29_5__C4___,07:57:00,07:57:00,par_5_36,1
5_I11-5_I11_17:57:00_2_76_5__C4___,18:55:00,18:55:00,par_5_53,14
5_I12-5_I12_09:52:00_2_36_5__C4___,10:44:00,10:44:00,par_5_36,13
5_I13-5_I13_05:45:00_1_9_5__C4___,06:11:00,06:11:00,par_5_11,6
5_I13-5_I13_06:05:00_1_11_5__C4___,06:05:00,06:05:00,par_5_53,0
5_I12-5_I12_18:06:00_1_5_5__C4___,18:12:00,18:12:00,par_5_36,1
5_I13-5_I13_09:12:00_2_32_5__C4___,09:41:00,09:41:00,par_5_122,7
5_I11-5_I11_12:52:00_2_117_5__C4___,13:21:00,13:21:00,par_5_122,7
5_I13-5_I13_16:05:00_1_71_5__C4___,16:11:00,16:11:00,par_5_36,1
5_I12-5_I12_15:05:00_1_65_5__C4___,16:03:00,16:03:00,par_5_4,14
5_I12-5_I12_08:46:00_1_27_5__C4___,09:12:00,09:12:00,par_5_11,6
5_I13-5_I13_19:34:00_2_93_5__C4___,20:23:00,20:23:00,par_5_34,12
5_I12-5_I12_05:05:00_1_117_5__C4___,05:15:00,05:15:00,par_5_15,2
5_I12-5_I12_07:45:00_1_21_5__C4___,08:43:00,08:43:00,par_5_4,14
5_I11-5_I11_13:12:00_2_119_5__C4___,13:41:00,13:41:00,par_5_122,6
5_I11-5_I11_06:04:00_1_12_5__C4___,06:31:00,06:31:00,par_5_11,6
5_I11-5_I11_09:57:00_2_53_5__C4___,10:04:00,10:04:00,par_5_15,3
5_I11-5_I11_12:05:00_1_110_5__C4___,12:16:00,12:16:00,par_5_43,3
5_I12-5_I12_16:25:00_1_73_5__C4___,16:51:00,16:51:00,par_5_11,6
5_I13-5_I13_22:57:00_1_110_5__C4___,23:08:00,23:08:00,par_5_43,3
5_I11-5_I11_18:25:00_2_80_5__C4___,18:32:00,18:32:00,par_5_15,3
5_I12-5_I12_23:13:00_2_115_5__C4___,23:20:00,23:20:00,par_5_15,3
5_I11-5_I11_19:25:00_2_88_5__C4___,19:44:00,19:44:00,par_5_18,5
5_I12-5_I12_20:46:00_1_98_5__C4___,21:31:00,21:31:00,par_5_31,9
5_I12-5_I12_21:32:00_2_105_5__C4___,21:39:00,21:39:00,par_5_15,3
5_I13-5_I13_10:45:00_1_39_5__C4___,11:20:00,11:20:00,par_5_51,8
5_I13-5_I13_13:52:00_2_60_5__C4___,13:57:00,13:57:00,par_5_84,2
5_I12-5_I12_15:05:00_1_65_5__C4___,15:14:00,15:14:00,par_5_34,2
5_I12-5_I12_19:46:00_1_92_5__C4___,20:12:00,20:12:00,par_5_11,6
5_I12-5_I12_07:52:00_2_24_5__C4___,08:16:00,08:16:00,par_5_51,6
5_I12-5_I12_06:32:00_2_16_5__C4___,07:01:00,07:01:00,par_5_122,7
5_I13-5_I13_12:05:00_1_47_5__C4___,12:16:00,12:16:00,par_5_43,3
5_I13-5_I13_16:32:00_2_76_5__C4___,17:05:00,17:05:00,par_5_11,8
5_I11-5_I11_13:45:00_1_120_5__C4___,14:15:00,14:15:00,par_5_122,7
5_I12-5_I12_07:32:00_2_22_5__C4___,07:45:00,07:45:00,par_5_31,4
5_I12-5_I12_18:45:00_1_86_5__C4___,19:35:00,19:35:00,par_5_15,11
5_I13-5_I13_23:19:00_1_228_5__C4___,23:24:00,23:24:00,par_5_43,2
5_I13-5_I13_11:05:00_1_41_5__C4___,12:00:00,12:00:00,par_5_85,13
5_I12-5_I12_09:34:00_2_34_5__C4___,09:39:00,09:39:00,par_5_84,2
5_I11-5_I11_15:45:00_1_123_5__C4___,16:37:00,16:37:00,par_5_84,12
5_I11-5_I11_21:12:00_2_100_5__C4___,21:41:00,21:41:00,par_5_122,7
5_I13-5_I13_19:52:00_2_95_5__C4___,19:52:00,19:52:00,par_5_4,0
5_I13-5_I13_20:52:00_2_101_5__C4___,21:39:00,21:39:00,par_5_43,10
5_I13-5_I13_18:45:00_1_86_5__C4___,18:54:00,18:54:00,par_5_34,2
5_I12-5_I12_06:52:00_2_18_5__C4___,07:51:00,07:51:00,par_5_53,14
5_I13-5_I13_16:25:00_1_73_5__C4___,16:36:00,16:36:00,par_5_43,3
5_I12-5_I12_23:13:00_2_115_5__C4___,23:15:00,23:15:00,par_5_85,1
5_I11-5_I11_19:25:00_2_88_5__C4___,20:17:00,20:17:00,par_5_36,13
5_I13-5_I13_06:24:00_1_13_5__C4___,06:30:00,06:30:00,par_5_36,1
5_I13-5_I13_15:12:00_2_68_5__C4___,15:56:00,15:56:00,par_5_92,10
5_I11-5_I11_06:31:00_2_21_5__C4___,06:51:00,06:51:00,par_5_18,5
5_I13-5_I13_07:24:00_1_19_5__C4___,08:09:00,08:09:00,par_5_31,10
5_I11-5_I11_10:12:00_2_54_5__C4___,10:59:00,10:59:00,par_5_43,11
5_I12-5_I12_09:25:00_1_31_5__C4___,10:15:00,10:15:00,par_5_15,10
5_I12-5_I12_13:52:00_2_60_5__C4___,13:57:00,13:57:00,par_5_84,2
5_I13-5_I13_11:05:00_1_41_5__C4___,11:22:00,11:22:00,par_5_93,5
5_I13-5_I13_11:52:00_2_48_5__C4___,12:21:00,12:21:00,par_5_122,7
5_I11-5_I11_06:54:00_1_20_5__C4___,07:11:00,07:11:00,par_5_93,5
5_I12-5_I12_21:12:00_2_103_5__C4___,21:14:00,21:14:00,par_5_85,1
5_I11-5_I11_14:25:00_2_61_5__C4___,14:27:00,14:27:00,par_5_85,1
5_I11-5_I11_06:28:00_2_15_5__C4___,06:36:00,06:36:00,par_5_93,1
5_I13-5_I13_11:12:00_2_44_5__C4___,11:45:00,11:45:00,par_5_11,8
5_I11-5_I11_06:40:00_1_18_5__C4___,06:46:00,06:46:00,par_5_36,1
5_I12-5_I12_22:05:00_1_106_5__C4___,22:14:00,22:14:00,par_5_34,2
5_I13-5_I13_22:24:00_1_108_5__C4___,23:09:00,23:09:00,par_5_31,9
5_I12-5_I12_20:12:00_2_97_5__C4___,20:41:00,20:41:00,par_5_122,7
5_I13-5_I13_06:13:00_1_132_5__C4___,06:22:00,06:22:00,par_5_34,2
5_I11-5_I11_05:05:00_1_146_5__C4___,05:15:00,05:15:00,par_5_15,2
5_I11-5_I11_05:10:00_1_4_5__C4___,05:21:00,05:21:00,par_5_43,3
5_I11-5_I11_05:52:00_1_10_5__C4___,06:44:00,06:44:00,par_5_84,12
5_I11-5_I11_20:25:00_2_96_5__C4___,21:12:00,21:12:00,par_5_43,11
5_I12-5_I12_17:52:00_2_83_5__C4___,18:44:00,18:44:00,par_5_36,13
5_I11-5_I11_08:16:00_1_33_5__C4___,08:16:00,08:16:00,par_5_53,0
5_I11-5_I11_17:43:00_2_74_5__C4___,18:12:00,18:12:00,par_5_122,7
5_I11-5_I11_19:43:00_2_90_5__C4___,19:56:00,19:56:00,par_5_31,4
5_I12-5_I12_06:02:00_2_123_5__C4___,06:32:00,06:32:00,par_5_34,7
5_I13-5_I13_17:27:00_1_79_5__C4___,17:38:00,17:38:00,par_5_43,3
5_I13-5_I13_21:32:00_2_105_5__C4___,21:32:00,21:32:00,par_5_4,0
5_I12-5_I12_05:18:00_1_124_5__C4___,05:46:00,05:46:00,par_5_37,6
5_I11-5_I11_11:52:00_2_111_5__C4___,12:33:00,12:33:00,par_5_93,9
5_I12-5_I12_15:03:00_1_184_5__C4___,15:08:00,15:08:00,par_5_43,2
5_I11-5_I11_18:50:00_1_79_5__C4___,19:45:00,19:45:00,par_5_85,13
5_I12-5_I12_17:12:00_2_80_5__C4___,18:00:00,18:00:00,par_5_43,11
5_I11-5_I11_17:52:00_1_71_5__C4___,18:09:00,18:09:00,par_5_93,5
5_I12-5_I12_16:25:00_1_73_5__C4___,16:36:00,16:36:00,par_5_43,3
5_I13-5_I13_20:32:00_2_99_5__C4___,21:01:00,21:01:00,par_5_122,7
5_I13-5_I13_16:45:00_1_75_5__C4___,17:25:00,17:25:00,par_5_18,9
5_I11-5_I11_12:32:00_2_115_5__C4___,13:01:00,13:01:00,par_5_122,7
5_I11-5_I11_14:25:00_2_61_5__C4___,15:06:00,15:06:00,par_5_93,9
5_I13-5_I13_06:52:00_2_18_5__C4___,06:59:00,06:59:00,par_5_15,3
5_I12-5_I12_18:32:00_2_87_5__C4___,18:51:00,18:51:00,par_5_18,5
5_I12-5_I12_08:46:00_1_27_5__C4___,09:26:00,09:26:00,par_5_18,9
5_I13-5_I13_09:04:00_1_29_5__C4___,10:02:00,10:02:00,par_5_4,14
5_I12-5_I12_13:52:00_2_60_5__C4___,14:11:00,14:11:00,par_5_18,5
5_I11-5_I11_06:19:00_1_14_5__C4___,07:11:00,07:11:00,par_5_84,12
5_I12-5_I12_05:10:00_1_4_5__C4___,05:19:00,05:19:00,par_5_34,2
5_I11-5_I11_15:32:00_2_124_5__C4___,16:16:00,16:16:00,par_5_92,10
5_I11-5_I11_09:18:00_1_43_5__C4___,10:16:00,10:16:00,par_5_4,13
5_I11-5_I11_19:57:00_2_92_5__C4___,20:44:00,20:44:00,par_5_43,11
5_I11-5_I11_21:52:00_2_136_5__C4___,22:44:00,22:44:00,par_5_36,13
5_I13-5_I13_21:52:00_2_107_5__C4___,22:50:00,22:50:00,par_5_53,14
5_I13-5_I13_15:05:00_1_65_5__C4___,15:14:00,15:14:00,par_5_34,2
5_I12-5_I12_18:45:00_1_86_5__C4___,19:37:00,19:37:00,par_5_84,12
5_I13-5_I13_18:52:00_2_89_5__C4___,19:11:00,19:11:00,par_5_18,5
5_I12-5_I12_16:05:00_1_71_5__C4___,16:22:00,16:22:00,par_5_93,5
5_I12-5_I12_09:12:00_2_32_5__C4___,09:56:00,09:56:00,par_5_92,10
5_I11-5_I11_21:32:00_2_134_5__C4___,21:45:00,21:45:00,par_5_31,4
