CODI_CARRER,NOM_CARRER,DISTRICTE,NUMERO_INICIAL,NUMERO_FINAL
5639,"CARENA DEL MAS BELLVER, DE LA ",4,2,138
5640,"CAN MAS, DE                   ",4,11,50
5641,"TORRENT DE SAVALL, DEL        ",4,1,13
5642,"MAS DE LA MORADA, DEL         ",4,1,25
5643,"CARBONELLES, DE LES           ",4,3,67
5644,"FONT DE SANTA TERESA, DE LA   ",4,1,15
5645,"TORRENT DE JONCAR, DEL        ",4,3,72
5646,"MAS DE BORRELLES, DEL         ",4,1,15
5647,"MAS DE CANET, DEL             ",4,1,41
5648,"LLEBRE, DE LA                 ",4,2,46
5649,"MAS DE LES ALZINES, DEL       ",4,1,39
5650,"TEIXÓ, DEL                    ",4,12,12
5651,"CAN SANTFELIU, DE             ",4,4,75
5652,"SENGLAR, DEL                  ",4,2,2
5653,"DAINA, DE LA                  ",4,2,11
5654,"SESCOMES, DE                  ",4,1,9
5655,"CAMP DE LES CIRERES, DEL      ",4,2,6
5656,"CAN CURET, DE                 ",4,8,90
5657,"MAS BRANCA, DEL               ",4,1,85
5658,"FONT DEL RODÓ, DE LA          ",4,9,68
5660,"VAPOR MONSET, DEL             ",1,1,1
5661,"VAPOR DE LA COMPANYIA, DEL    ",1,0,12
5662,"VAPOR VENTALLÓ, DEL           ",1,1,6
5663,"JOSEFINES, DE LES             ",4,1,5
5664,"MANEL MAÑAS,  DE              ",3,1,23
5665,"TORRENT MITGER, DEL           ",5,11,50
5666,"MIQUEL UTGÉS, DE              ",4,7,7
5667,"TICO, DE                      ",5,1,50
5668,"FERROVIARIS, DELS             ",5,2,56
5669,"NOTARI BADIA, DEL             ",1,2,14
5670,"JOAN BAPTISTA GALÍ, DE        ",1,1,11
5671,"TORRENT DE LES GUERALDES, DEL ",4,2,18
5672,"CASTRO DEL RÍO, DE            ",5,2,140
5673,"SERÓN, DE                     ",5,1,5
5674,"PAU AYMERICH, DE              ",3,1,3
5677,"EMILI MIRÓ, D                 ",4,2,40
5678,"MOSSÈN JOSEP MONCAU, DE       ",4,2,15
5679,"PARE ALEXANDRE, DEL           ",6,1,1
5680,"ADELINA GREGORIANO, D         ",4,1,5
5681,SANTA MAGDALENA DE PUIGBARRAL ,5,1,2
5682,"ROSA PUIG, DE                 ",1,1,5
5683,"SALVAT-PAPASSEIT, DE          ",1,1,16
5684,"PUIGSACALM, DEL               ",6,2,25
5685,"JOAQUIM VAYREDA, DE           ",6,1,51
5686,"CLEMENTINA ARDERIU, DE        ",3,1,11
5688,"SEGURA, DEL                   ",3,6,33
5689,"SÉNIA, DE LA                  ",3,1,13
5690,"MEDITERRÀNIA, DE LA           ",3,1,5
5699,EN EL MUNICIPI                ,,0,9999
5704,PLA DE LA FONT DE L APOTECARI ,5,1,16
5706,TORRENT MONNER                ,1,1,2
5708,HORTES DELS FRARES            ,1,1,3
5711,EL LLAC DE VALLPARADÍS        ,1,1,6
5715,"AURONS, DELS                  ",1,1,341
5716,"RIERA, DE LA                  ",3,54,71
5717,"MOSSÈN JOAN FORTUNY, DE       ",4,1,1
5718,"MOSSÈN JOSEP PONS, DE         ",3,1,85
5721,"TORRES GARCÍA, DE             ",1,31,39
5722,CAN PEPITO                    ,5,20,30
5724,"ESTATUT, DE L                 ",5,7,47
5725,"ISIDRE NONELL, D              ",5,2,18
5726,"PERE PRAT, DE                 ",5,1,11
5727,"ANNA FRANK, D                 ",5,1,12
5728,"CLARA CAMPOAMOR, DE           ",5,1,16
5729,"MERCÈ RODOREDA, DE            ",5,2,4
5731,"OLOF PALME, D                 ",5,1,47
5732,"PARLAMENT, DEL                ",5,1,50
5733,"NACIONS UNIDES, DE LES        ",5,1,18
5734,"IU PONS, D                    ",5,1,1
5735,"CREIXELL, DE                  ",5,1,12
5741,"EXTREMADURA, D                ",2,41,41
5745,TORRENT DE LA FONT MONTSERRAT ,3,1,2
5746,"MIQUEL CASAS, DE              ",1,1,40
5747,NOVA                          ,1,1,27
5748,"VAPOR GRAN, DEL               ",1,1,51
5749,"COMTE GUIFRE, DEL             ",1,1,10
5750,"TELERS, DELS                  ",1,1,22
5751,"BALAGUER, DE                  ",6,1,91
5757,"CASETA DE LA PINEDA, LA       ",5,1,1
5758,"CIM, DEL                      ",5,1,79
5759,CAN SABATER DEL TORRENT       ,3,1,5
5760,"ARISTIDES MAILLOL, D          ",4,1,9
5763,"PUIGCERDÀ, DE                 ",6,1,1
5764,"PANAMÀ, DE                    ",4,7,12
5765,"COLL DE ROQUES, DEL           ",5,41,41
5766,"SALVADOR DALÍ, DE             ",4,1,4
5767,"DOLORS MONTSERDÀ, DE          ",3,2,8
5768,"ERNEST LLUCH, D               ",1,1,1
5769,"CAMPUS, DEL                   ",1,1,1
5770,"RAFAEL ROIG, DE               ",1,1,200
5771,HORTES DE CAN BOSC DE BASEA   ,3,1,31
5772,RAL DE TERRASSA A SABADELL    ,2,1,5
5773,POUM - ROC BLANC              ,4,15,38
5774,DS POUM - LA MAURINA          ,5,7,72
5775,"PLANS DE CAN BONVILAR, DELS   ",5,6,40
5776,"HORTS, DELS                   ",3,2,12
5777,"ESTEVE MAS, D                 ",5,1,7
5779,"PIT-ROIG, DEL                 ",4,1,2
5780,"LLANÇADORA, DE LA             ",3,1,5
5781,"FARINERA, DE LA               ",1,1,9
5782,"CELLER, DEL                   ",1,1,11
5787,"PUJOL BLANC, DEL              ",3,1,11
5788,"UCRAÏNA, D                    ",3,2,6
5789,"XIPRE, DE                     ",3,1,1
5790,"PAÍS BASC, DEL                ",2,2,86
5791,"GERNIKA, DE                   ",2,1,103
5792,TRANSVASAMENT RIERA DEL PALAU ,5,1,127
5793,CAN FLECA                     ,5,1,2
5794,CA N AMAT DE LA MUNTANYA      ,5,1,5
5795,LES HORTES VELLES             ,3,1,1
5797,"ANTONI BADRINAS, D            ",5,1,28
5798,"MIQUEL PUJADAS, DE            ",5,1,8
5800,"MIQUEL I PERE COSTA, DE       ",5,1,9
5802,"SIRACUSA, DE                  ",4,15,15
5803,"MONTSERRAT ROIG, DE           ",2,1,2
5804,"COOPERATIVA, DE LA            ",5,1,13
5805,"ORDIDORES, DE LES             ",3,1,16
5806,"MARTA MATA, DE                ",1,1,13
5808,"TORRENT DEL BATLLE, DEL       ",5,9,15
5809,"VINYOLES, DE LES              ",5,38,41
5810,"MALLOL, DEL                   ",5,2,4
5811,"VI, DEL                       ",5,1,1
5812,"PREMSA, DE LA                 ",5,1,3
5813,"RAÏM, DEL                     ",5,5,5
5814,"VEREMA, DE LA                 ",5,5,6
5815,"CEPS, DELS                    ",5,1,7
5816,"LLUÍS PUIG I MATAS, DE        ",5,1,8
5817,"BUROT, DEL                    ",4,3,15
5818,"MOSSÈN BATLLE, DE             ",5,2,18
5819,"MATERNITAT D ELNA, DE LA      ",6,3,7
5820,"RUGADA, DE LA                 ",6,1,7
5821,"ANTOLINA BOADA, D             ",6,2,11
5822,"TORRENT DE LES MONGES, DEL    ",6,4,10
5823,"TREMENTINAIRES, DE LES        ",6,2,8
5824,"FONT DE L OLIVA, DE LA        ",5,3,19
5825,"ELECTRA, DE L                 ",,1,15
5826,"MOTORS, DELS                  ",,11,25
5827,"MOVIMENT OBRER, DEL           ",,8,60
5829,"APRENENTS, DELS               ",,13,13
5831,"MON REPÒS, DE                 ",,1,21
5832,"ERMESSENDA DE CARCASSONA, D   ",,1,4
5834,"CAN TORRELLA DEL MAS, DE      ",,32,112
5835,"MAS TRULLARS, DE              ",,1,185
5836,"MAS DE L OM, DEL              ",,1,189
5837,"ARTS, DE LES                  ",,51,139
5838,"MANOLITA PIÑA, DE             ",,1,52
5839,"AGUSTÍ FABRA, D               ",,20,70
5840,"PERE FONT I MARCET, DE        ",,20,58
5841,"CONRAD FONTELLAS, DE          ",,25,68
5842,"CARLOS ARMIÑO, DE             ",,1,2
5843,"GERTRUDIS GALÍ, DE            ",,1,2
5844,"CÈSAR CABANES, DE             ",,1,24
5845,"FERRAN BACH-ESTEVE, DE        ",,1,25
5846,"EST, DE L                     ",,1,1
5847,"NUEVA CARTEYA, DE             ",3,0,1
5848,VELL DE TERRASSA A MATADEPERA ,,2,31
5850,PARC AUDIOVISUAL DE CATALUNYA ,,1,1
5855,TORRE DEL GARCIA              ,,1,2
5856,MERCADAL DE MARTÍ L HUMÀ      ,,1,36
5857,"INNOVACIÓ, DE LA              ",,2,2
5864,PASSAREL.LA DE SANT VALENTÍ   ,,0,0
5868,"RÒMUL PIÑOL, DE               ",,1,1
5869,"BENITO MARTÍNEZ, DE           ",,0,1
5870,"JULIANA MORELL, DE            ",,16,47
5871,"MARIA ÀNGELS CARDONA, DE      ",,16,53
5872,"MARIA MITCHELL, DE            ",,16,47
5873,"ROSALIND FRANKLIN, DE         ",,18,49
5874,B-40 / AUTOVIA ORBITAL        ,,10,99
5875,PLA DE LA LLEBRE              ,,1,2
5878,"OMBRA, DE L                   ",,4,28
5882,"EL CARRER ESTRET, D           ",,0,23
5884,"JOAQUIM VENTALLÓ, DE          ",,1,1
5885,"LAS MENINAS, DE               ",,4,40
5886,TORRENT DELA FONT D EN SAGRERA,,1,1
5887,"DEVESA, DE LA                 ",,1,1
5889,PALAU SUD VIAL 1              ,,1,46
5890,PALAU SUD VIAL 2              ,,2,8
5892,PALAU SUD VIAL 4              ,,2,32
5893,PALAU SUD VIAL 5              ,,4,34
5894,PALAU SUD VIAL 6              ,,6,20
5895,PALAU SUD VIAL 7              ,,2,14
5896,PALAU SUD VIAL 8              ,,2,12
5898,PALAU SUD VIAL 9              ,,2,8
5899,PALAU SUD VIAL 10             ,,2,8
5900,PALAU SUD VIAL 11             ,,1,10
5903,PALAU SUD VIAL 14             ,,7,7
5904,PALAU SUD VIAL 15             ,,7,17
5906,PALAU SUD VIAL 17             ,,1,1
5907,PALAU SUD VIAL 18             ,,1,1
5908,LES FONTS                     ,,1,1
5909,VELL DE ST QUIRZE A MATADEPERA,,1,1
5911,"UNITAT, DE LA                 ",,1,1
5915,CARRER DE RICARD MARLET (MAT) ,,2,2
5916,CAN FONT DE RIBATALLADA       ,,1,4
5917,CARRETERA DE LA BAUMA C-58    ,,23,23
5918,"CA L ESCAIOL,  DE             ",,9,10
5919,CTRA RELLINARS A CAN GONTERES ,,16,19
5921,"ALCALDE PICAÑOL, DE L         ",,7,19
5923,CAN GUITARD DE LA MUNTANYA    ,,1,1
6200,"PUERTO RICO, DE               ",4,1,19
9997,LLISTA DE CORREUS             ,1,1,1
9999,APARTAT DE CORREUS            ,1,10,9999
