COGNOM1,ANY_NAIXEMENT,SEXE,TOTAL
PEREZ,2003,D,12
JIMENEZ,2003,H,11
MORENO,2003,H,11
RUIZ,2003,H,11
RUIZ,2003,D,11
JIMENEZ,2003,D,9
RAMIREZ,2003,H,9
MUÑOZ,2003,D,9
SANCHEZ,2003,H,9
HERNANDEZ,2003,H,9
FERNANDEZ,2003,H,9
MORALES,2003,H,9
MARTIN,2003,H,8
GOMEZ,2003,H,8
DIAZ,2003,D,8
GOMEZ,2003,D,8
SERRANO,2003,H,7
MARTIN,2003,D,7
SANTIAGO,2003,D,7
ORTIZ,2003,H,7
TORRES,2003,H,7
MORENO,2003,D,7
CORTES,2003,D,6
AGUILAR,2003,H,6
MOYA,2003,H,6
NAVARRO,2003,D,6
NAVARRO,2003,H,6
ROCA,2003,H,6
DOMINGUEZ,2003,D,5
CANO,2003,H,5
ARENAS,2003,D,5
GARRIDO,2003,H,5
GUTIERREZ,2003,D,5
SERRA,2003,D,5
ESCAMILLA,2003,D,5
GIL,2003,D,5
SOLER,2003,D,4
CANO,2003,D,4
RAMOS,2003,D,4
GIMENEZ,2003,D,4
ROMAN,2003,H,4
ORTEGA,2003,D,4
ROVIRA,2003,H,4
NUÑEZ,2003,H,4
SALVADOR,2003,H,4
ARIAS,2003,H,4
MOLINA,2003,H,4
MARQUEZ,2003,D,4
BLANCO,2003,D,4
HERNANDEZ,2003,D,4
QUIROS,2003,H,4
RUBIO,2003,D,4
FLORES,2003,D,4
ALVAREZ,2003,H,4
AMADOR,2003,H,4
MARQUEZ,2003,H,4
BOADA,2003,H,3
CARRERAS,2003,D,3
MORALES,2003,D,3
AGUILERA,2003,D,3
CONTRERAS,2003,D,3
GIL,2003,H,3
SANJUAN,2003,H,3
CLAPES,2003,D,3
VIDAL,2003,H,3
IBAÑEZ,2003,D,3
CANTERO,2003,H,3
BARRERA,2003,H,3
SALVADOR,2003,D,3
BORREGO,2003,D,3
GUTIERREZ,2003,H,3
VENTURA,2003,H,3
LUQUE,2003,H,3
PUIG,2003,D,3
REDONDO,2003,D,3
CRUZ,2003,H,3
ABAD,2003,H,3
VALVERDE,2003,D,3
CARMONA,2003,H,3
CID,2003,D,3
FERRER,2003,H,3
MORERA,2003,D,3
JURADO,2003,H,3
GRANADOS,2003,D,3
LOZANO,2003,H,3
SERRANO,2003,D,3
IBAÑEZ,2003,H,3
ROIG,2003,D,3
ROMERO,2003,D,3
DELGADO,2003,D,3
RAMIREZ,2003,D,3
TAPIA,2003,H,3
SANTANDER,2003,D,3
ESPINOSA,2003,D,3
ZAMORA,2003,D,3
RUEDA,2003,H,3
ROLDAN,2003,D,3
EXPOSITO,2003,D,3
RAMOS,2003,H,3
CAMPOS,2003,D,3
CONTRERAS,2003,H,3
SEGURA,2003,H,3
FLORES,2003,H,3
MONTERO,2003,D,2
NAVARRETE,2003,D,2
VICO,2003,H,2
MARTOS,2003,H,2
FERRERAS,2003,D,2
ASENSIO,2003,D,2
FONOLLOSA,2003,D,2
MERINO,2003,H,2
PALMA,2003,D,2
GALVEZ,2003,H,2
GAY,2003,D,2
OLIVARES,2003,H,2
MERINO,2003,D,2
MAYA,2003,H,2
GUERRA,2003,H,2
BARRAGAN,2003,D,2
EL ATIFI,2003,D,2
PASTOR,2003,D,2
CABRERA,2003,D,2
PASTOR,2003,H,2
ARIS,2003,D,2
CASAS,2003,H,2
JUSTICIA,2003,H,2
MATARIN,2003,D,2
AKHAZZAN,2003,D,2
ZARAGOZA,2003,D,2
AVILES,2003,H,2
FRANCISCO,2003,D,2
SERRET,2003,H,2
BALLESTEROS,2003,H,2
VALLEJO,2003,H,2
HIDALGO,2003,H,2
FONT,2003,H,2
VALLES,2003,D,2
ALCOCER,2003,H,2
CASTILLO,2003,H,2
PAEZ,2003,H,2
GUERRERO,2003,D,2
BELMONTE,2003,D,2
MORATALLA,2003,H,2
FRANCO,2003,D,2
SERRA,2003,H,2
YOVANOVICH,2003,H,2
MONROY,2003,D,2
VEGA,2003,D,2
CADEVALL,2003,H,2
CODINA,2003,H,2
VALLS,2003,H,2
HERVIAS,2003,H,2
CHECA,2003,H,2
MONDEJAR,2003,H,2
RUBIO,2003,H,2
BELLO,2003,H,2
CODINA,2003,D,2
BLANCO,2003,H,2
ROMERA,2003,D,2
MATARIN,2003,H,2
ABAD,2003,D,2
LARA,2003,H,2
EL BOUZIANI,2003,H,2
MAJO,2003,D,2
GAMEZ,2003,D,2
SOLER,2003,H,2
LABORIA,2003,H,2
BRAVO,2003,D,2
EL AZZOUZI,2003,H,2
MORRAL,2003,H,2
PLAZA,2003,D,2
LAZARO,2003,D,2
CUADRADO,2003,D,2
FALCO,2003,D,2
SANTIAGO,2003,H,2
EGEA,2003,D,2
LOZANO,2003,D,2
AGUILERA,2003,H,2
CANTERO,2003,D,2
ALARCON,2003,D,2
DUARTE,2003,D,2
GALERA,2003,D,2
PITARCH,2003,D,2
SANTOS,2003,D,2
ROMERO,2003,H,2
VILAR,2003,H,2
PONS,2003,D,2
DAOUNANI,2003,D,2
VARGAS,2003,H,2
BALAGUE,2003,H,2
HERRERO,2003,D,2
ALGABA,2003,H,2
JUSTICIA,2003,D,2
PUIG,2003,H,2
PUJOL,2003,H,2
CLEMENTE,2003,H,2
CUEVAS,2003,D,2
VELEZ,2003,D,2
GARCIA DE BLAS,2003,D,2
CORRAL,2003,D,2
CUESTA,2003,D,2
FONT,2003,D,2
PRIEGO,2003,D,2
JOVER,2003,H,2
SOLA,2003,H,2
ALONSO,2003,D,2
ALONSO,2003,H,2
MARCOS,2003,H,2
EL YOUSSOUFI,2003,H,2
BOSCH,2003,D,2
GUZMAN,2003,H,2
SORIANO,2003,D,2
MATEOS,2003,H,2
MOLINA,2003,D,2
LUQUE,2003,D,2
ROBLES,2003,H,2
PARRA,2003,D,2
LAZARO,2003,H,2
PADILLA,2003,H,2
AMO,2003,D,2
NOURTI,2003,H,2
ALCARAZ,2003,H,2
SANLEANDRO,2003,D,2
ZEROUALI,2003,H,2
CORTES,2003,H,2
MARIN,2003,H,2
OSUNA,2003,D,2
ARMENGOL,2003,H,2
BASORA,2003,D,2
SALAZAR,2003,H,2
AHAYAT,2003,H,2
TAMAYO,2003,D,2
SANTAMARIA,2003,H,2
GALLARDO,2003,D,2
SIMON,2003,H,2
MONTORO,2003,H,2
AZZOUZ,2003,D,2
AYALA,2003,D,2
SALES,2003,H,2
MORAL,2003,H,2
MALPARTIDA,2003,D,2
DOMINGO,2003,D,2
AGUILAR,2003,D,2
RIERA,2003,H,2
ROMEO,2003,D,2
GALAN,2003,D,2
HITA,2003,H,2
DE LA TORRE,2003,H,2
PEÑA,2003,D,2
KCHICH,2003,D,2
SALLOUJI,2003,H,2
BELHANI,2003,H,2
PIERA,2003,D,2
REQUENA,2003,D,2
RIERA,2003,D,2
VERA,2003,D,2
MANDICH,2003,D,2
TAGHI,2003,H,2
ORDOÑEZ,2003,H,2
MATAS,2003,H,2
ROMAN,2003,D,2
CASTILLO,2003,D,2
BUISAN,2003,D,2
PATON,2003,H,2
LORENTE,2003,H,2
BERMUDEZ,2003,D,2
VILLALBA,2003,H,2
OLIVA,2003,D,2
VELA,2003,D,2
SEGURA,2003,D,2
COLLADO,2003,D,2
SELFA,2003,H,2
CHUMILLA,2003,D,2
COSTA,2003,H,2
MEJIAS,2003,H,2
CARDENAS,2003,D,2
ROLDAN,2003,H,2
DELGADO,2003,H,2
ESCOBAR,2003,D,2
CARRILLO,2003,H,2
PRAT,2003,H,2
CUEVAS,2003,H,2
RIBERA,2003,D,2
SUAREZ,2003,D,2
FERRER,2003,D,2
CAMACHO,2003,H,2
ROS,2003,H,2
EXPOSITO,2003,H,2
ROQUE,2003,D,2
POLO,2003,H,2
MEJIAS,2003,D,2
OCAÑA,2003,H,2
VERA,2003,H,2
MURILLO,2003,D,1
BENABARRE,2003,H,1
SERNA,2003,D,1
SABATE,2003,H,1
HIDALGO,2003,D,1
CEBRIAN,2003,D,1
CARIVENC,2003,H,1
NUÑEZ,2003,D,1
EL HLIMI,2003,D,1
CEVALLOS,2003,H,1
SARHANI,2003,D,1
GEIS,2003,D,1
MATEO,2003,D,1
BENAZOUT,2003,H,1
TRULLS,2003,D,1
NEGRO,2003,D,1
FERRANDIZ,2003,D,1
PORTA,2003,H,1
PAZ,2003,H,1
PALACIN,2003,D,1
MASSANES,2003,D,1
JULIÀ,2003,D,1
PAREJA,2003,D,1
MARGALLO,2003,D,1
ALILI,2003,H,1
ABADIA,2003,H,1
CAZORLA,2003,H,1
BARBERAN,2003,H,1
BOUTANGHACH,2003,H,1
GARZON,2003,H,1
SANZ,2003,D,1
MINGO,2003,D,1
ZOUINE,2003,D,1
BERMAN,2003,D,1
GALLARDO,2003,H,1
ALBERNIS,2003,H,1
RABANEDA,2003,H,1
MARCET,2003,D,1
BENLAFKEH,2003,D,1
COLAS,2003,H,1
DEL AMO,2003,D,1
CAMAS,2003,D,1
BONET,2003,D,1
HERRADON,2003,H,1
TACHRIFET,2003,D,1
SOCIAS,2003,H,1
SALMERON,2003,H,1
ARJONA,2003,D,1
IKECHHITEN,2003,H,1
CANTON,2003,H,1
VERDEZOTO,2003,H,1
HEDO,2003,H,1
CAPELLA,2003,H,1
LEYVA,2003,D,1
MUNTADAS,2003,D,1
PICAZO,2003,D,1
JOVER,2003,D,1
JULIBERT,2003,H,1
MANAUT,2003,D,1
ASAD,2003,D,1
GUERRERO,2003,H,1
EDDOUNNASSI,2003,H,1
CARVAJAL,2003,H,1
BENALAL,2003,H,1
MONROIG,2003,H,1
GUI,2003,H,1
ICAZA,2003,H,1
EL AADSI,2003,H,1
LIR,2003,H,1
MARRUFO,2003,H,1
BARQUERO,2003,H,1
STOICA,2003,H,1
SALAZAR,2003,D,1
BARRANQUERO,2003,D,1
AL BAITAR,2003,H,1
BENCHERQUI,2003,D,1
LORENTE,2003,D,1
SERVERA,2003,D,1
ZEROUAL,2003,D,1
EL KHOYEL,2003,D,1
DEL PINO,2003,H,1
PALOMA,2003,D,1
SANTIGOSA,2003,H,1
BELKHIR,2003,H,1
VANZULLI,2003,H,1
ANDREU,2003,H,1
MATINEZ,2003,H,1
MORAN,2003,D,1
HUESO,2003,D,1
TATCHE,2003,D,1
BERNAL,2003,H,1
BONIL,2003,H,1
TABASCO,2003,H,1
AUGUSTO,2003,H,1
TOBARUELA,2003,D,1
ALEMAN,2003,H,1
VARON,2003,D,1
NDOYE,2003,H,1
BEN EL FASSI,2003,H,1
EDIH,2003,D,1
LARA,2003,D,1
ESCURÍN,2003,H,1
BONACHERA,2003,H,1
ESTEPA,2003,D,1
SCARABELLI,2003,D,1
HESHAM,2003,D,1
ORTA,2003,D,1
RHANNAJE,2003,D,1
VIVES,2003,H,1
CARBÓ,2003,H,1
COLADO,2003,H,1
CARDUS,2003,H,1
GRIGUER,2003,H,1
REDO,2003,H,1
JTAIT,2003,H,1
FARELO,2003,D,1
BUXAUS,2003,D,1
LABARA,2003,D,1
PARIS,2003,D,1
GARRETA,2003,H,1
CASAMAYOR,2003,H,1
BALLESTER,2003,D,1
BELLA,2003,D,1
BALHAJ,2003,D,1
CRUZ,2003,D,1
BARRIO,2003,D,1
RESA,2003,H,1
GRANDA,2003,H,1
MANZANEDO,2003,D,1
BERENGUEL,2003,H,1
TRULLAS,2003,H,1
LAROUSSY,2003,H,1
DOLS,2003,H,1
CABRE VERDIELL,2003,H,1
SOUBATA,2003,H,1
COLOMES,2003,H,1
EL KANFAOUI,2003,H,1
PRADA,2003,D,1
ANGUAS,2003,H,1
CALEJO,2003,D,1
CACERES,2003,D,1
SAADOUNI,2003,H,1
TRAVERSO,2003,D,1
ROQUE,2003,H,1
ESTRADA,2003,D,1
LAO,2003,D,1
VELASCO,2003,H,1
GUAL,2003,H,1
HEREDIA,2003,D,1
CASADO,2003,D,1
YEGUAS,2003,D,1
SARRIA,2003,D,1
BERTRAN,2003,D,1
SAN ROMAN,2003,D,1
MELGAR,2003,D,1
NIETO,2003,D,1
OUTMANI,2003,D,1
RIUBRUGENT,2003,H,1
URBANO,2003,H,1
CASTELL,2003,H,1
PASCUAL,2003,D,1
BAZURTO,2003,D,1
MIRALPEIX,2003,H,1
TUFINO,2003,H,1
AZAHAF,2003,D,1
IZQUIERDO,2003,H,1
ACEDO,2003,D,1
SEARA,2003,D,1
HERRERIAS,2003,D,1
COLL,2003,D,1
EL BOUAYADI,2003,H,1
ALCANTARA,2003,H,1
CORONEL,2003,H,1
BENKTIB,2003,H,1
PALANCO,2003,H,1
SALONI,2003,D,1
MILAN,2003,H,1
EL YOUNOSSI,2003,D,1
EL BAETAR,2003,H,1
ESPINOSA,2003,H,1
CAMACHO,2003,D,1
POLANCO,2003,D,1
VITO,2003,D,1
JUNCADELLA,2003,H,1
SANCHIZ,2003,D,1
RIPOLL,2003,D,1
LLAMAS,2003,D,1
VIAPLANA,2003,H,1
LLOBET,2003,H,1
AHAIDAR,2003,D,1
APIO,2003,D,1
GUSART,2003,H,1
CAÑIZARES,2003,H,1
YAGUANA,2003,D,1
RIDAMEYA,2003,H,1
RABADAN,2003,D,1
OLIVERA,2003,H,1
UBACH,2003,D,1
RHOUNI,2003,D,1
MORENTE,2003,D,1
FRAIHA,2003,D,1
ALES,2003,D,1
EL BOUANANI,2003,H,1
ROCA,2003,D,1
AJOURAY,2003,D,1
VALLEDOR,2003,D,1
CAIRO,2003,D,1
GALVEZ,2003,D,1
MILLAN,2003,D,1
MAYENCO,2003,H,1
ARISMENDI,2003,H,1
SACRISTAN,2003,D,1
VALLE,2003,H,1
BUZON,2003,H,1
CASIMIRO,2003,D,1
CERDAN,2003,D,1
REINA,2003,D,1
SAMPER,2003,D,1
ESPEJO,2003,D,1
PARRAS,2003,D,1
BAGUENA,2003,H,1
TARRIAS,2003,D,1
MEDINA,2003,H,1
LISTA,2003,D,1
PUMARES,2003,D,1
ACHARKI,2003,H,1
BELFAKIR,2003,H,1
CHOUYA,2003,D,1
MARMOL,2003,D,1
DE DIOS,2003,H,1
ZOUID,2003,D,1
MARSILLACH,2003,D,1
PUIGANTELL,2003,H,1
BOU,2003,D,1
EL HJEOUEJ,2003,H,1
SORIA,2003,H,1
TORRENS,2003,D,1
HARO,2003,H,1
BEN YACHRAQ,2003,D,1
MULVANEY,2003,D,1
VOLKMER,2003,D,1
ANDRES,2003,D,1
ZOUKRI,2003,H,1
SILVA,2003,D,1
CARLES,2003,D,1
BENALI,2003,H,1
LEVANTE,2003,D,1
MENA,2003,H,1
PRIETO,2003,D,1
DUEÑAS,2003,H,1
QUIROS,2003,D,1
PULGARIN,2003,D,1
SALAS,2003,D,1
LINDAO,2003,H,1
RIDER,2003,D,1
TAIB,2003,H,1
GOREACI,2003,D,1
MARTI,2003,D,1
ROURA,2003,D,1
HANNOU,2003,D,1
ARANDA,2003,H,1
LISA,2003,D,1
GALY,2003,H,1
BALAGUER,2003,H,1
BURKE,2003,H,1
AVELLANEDA,2003,H,1
FARNÓS,2003,D,1
SELLARES,2003,D,1
SUAREZ,2003,H,1
SENDIN,2003,H,1
MALDONADO,2003,H,1
SARDA,2003,H,1
AGUSTI,2003,H,1
CALVIS,2003,D,1
PODEROSO,2003,H,1
DAIH,2003,H,1
PALLARES,2003,D,1
PARRAGA,2003,H,1
EL YERIFI,2003,H,1
CABAÑERO,2003,D,1
GRIÑON,2003,H,1
JAVIER,2003,H,1
VALERO,2003,H,1
ARIZA,2003,D,1
KRAWCZYK,2003,D,1
EL MOSATI,2003,D,1
LINARES,2003,D,1
RAHHIOUI,2003,D,1
QUESADA,2003,D,1
POYATOS,2003,H,1
PEDROSA,2003,D,1
DEL RISCO,2003,H,1
GAMALLO,2003,H,1
TURULL,2003,D,1
ALBA,2003,H,1
MILLAN,2003,H,1
AOULAD EL FIKIHI,2003,D,1
BAGUE,2003,D,1
BUZON,2003,D,1
FELICES,2003,D,1
MOSCOSO,2003,D,1
ESTEBAN,2003,D,1
ESPINOZA,2003,D,1
EGEA,2003,H,1
ALBIACH,2003,H,1
HERRERO,2003,H,1
CASTELLO,2003,H,1
MULLOR,2003,H,1
PONS,2003,H,1
NOVELLON,2003,H,1
BRANDOLINI,2003,H,1
ZANON,2003,H,1
ROZAS,2003,H,1
DIAGNE,2003,D,1
TORIJANO,2003,D,1
HABLILI,2003,H,1
RODELAS,2003,H,1
VERGARA,2003,H,1
HAIBIN,2003,H,1
LLOPART,2003,D,1
LEAL,2003,H,1
PALLEJA,2003,H,1
LEIVA,2003,H,1
CANUT,2003,D,1
RAMBLA,2003,D,1
COLOMINAS,2003,H,1
OJEDA,2003,H,1
CASTRO,2003,D,1
ALCARAZ,2003,D,1
ARNAU,2003,D,1
FERREIRA,2003,H,1
ENRIQUE,2003,D,1
MARGENAT,2003,H,1
HASSINI,2003,D,1
BOMBUY,2003,H,1
MAS,2003,D,1
BOMBARDO,2003,H,1
DAS CHAGAS,2003,D,1
GALINDO,2003,D,1
TRIBAK,2003,H,1
NAVARRETE,2003,H,1
FARAH,2003,H,1
PEÑA,2003,H,1
LACARCEL,2003,H,1
CARA,2003,D,1
SOLBAS,2003,H,1
SELLAOU,2003,H,1
JI,2003,D,1
ALLOUCH,2003,H,1
ESCARTIN,2003,H,1
ROSIQUE,2003,D,1
JORDANA,2003,D,1
BLANCAS,2003,H,1
MATA,2003,H,1
PALENQUE,2003,H,1
CRISPI,2003,H,1
SALVATELLA,2003,H,1
ORDI,2003,H,1
MALGOSA,2003,H,1
QUERALT,2003,D,1
MIRANDA,2003,D,1
REYES,2003,D,1
AVILÉS,2003,H,1
PRIETO,2003,H,1
CAPDET,2003,D,1
VIÑAS,2003,H,1
URRUTIA,2003,D,1
OUDDAHA,2003,D,1
TASCONES,2003,D,1
BERNAL,2003,D,1
PIQUE,2003,D,1
MILAN,2003,D,1
NAIMI,2003,D,1
PALOMA,2003,H,1
REQUENA,2003,H,1
SALA,2003,H,1
ANGULO,2003,D,1
PUIGDOMENECH,2003,H,1
LIN,2003,D,1
CATENA,2003,D,1
LEMES,2003,D,1
CHUVA,2003,H,1
GRANERO,2003,D,1
UGART,2003,H,1
TROYA,2003,D,1
GASOL,2003,H,1
RAMILO,2003,H,1
EL MESELLEK,2003,H,1
REY,2003,H,1
CEPEDA,2003,H,1
ARBONES,2003,H,1
GILABERT,2003,D,1
ARRABAL,2003,H,1
ROUROU,2003,D,1
AMZIL,2003,D,1
CAÑADILLA,2003,D,1
KERDADI,2003,D,1
VALBUENA,2003,D,1
BOTIFOLL,2003,D,1
CALATAYUD,2003,D,1
BARRAK,2003,D,1
MONTALVO,2003,H,1
ATERO,2003,D,1
OUALLA,2003,H,1
FERRE,2003,H,1
LUCIA,2003,D,1
MOLERO,2003,H,1
AÑAÑOS,2003,H,1
VILLANUEVA,2003,H,1
PREIXENS,2003,H,1
BRUGUERA,2003,D,1
ALEGRE,2003,H,1
RINCON,2003,H,1
MESRAR,2003,D,1
TORT,2003,D,1
VILLAR,2003,D,1
ARMILLAS,2003,H,1
RIBA,2003,D,1
LEDO,2003,D,1
RUSIÑOL,2003,D,1
MENA,2003,D,1
PICALLO,2003,D,1
SANABRE,2003,H,1
CASTILLEJO,2003,D,1
BHIOUI,2003,D,1
BALLESTE,2003,D,1
BENMINA,2003,D,1
TARRIDA,2003,H,1
BENABDELLAH,2003,H,1
BASAGAÑA,2003,H,1
VARGAS,2003,D,1
LLOPART,2003,H,1
NAVARROS,2003,H,1
CALONGE,2003,D,1
JARAMILLO,2003,D,1
CAMPOZANO,2003,H,1
CAMARA,2003,H,1
RIDER,2003,H,1
CONTE,2003,D,1
MORALO,2003,H,1
AL MESKIN,2003,H,1
CORBERO,2003,H,1
ARROYO,2003,H,1
ROSSINYOL,2003,D,1
LORITE,2003,H,1
LAKHIAL,2003,H,1
GONGORA,2003,D,1
AIAICHI,2003,D,1
QUESADA,2003,H,1
LABARIAS,2003,D,1
BIGORRA,2003,H,1
SOLANILLA,2003,D,1
ROSILLO,2003,H,1
VELAZQUEZ,2003,D,1
ARTEAGA,2003,D,1
ORTIZ,2003,D,1
GABARRO,2003,H,1
MUNCUNILL,2003,H,1
FRANCO,2003,H,1
RECALDE,2003,D,1
BERNABE,2003,H,1
SAHUQUILLO,2003,D,1
MORALEDA,2003,H,1
RIU,2003,H,1
CASAS,2003,D,1
AMOROS,2003,D,1
SUCIAS,2003,H,1
BADAL,2003,H,1
BURNAO,2003,D,1
TELLO,2003,D,1
ES-SAGGAD,2003,D,1
AFAN,2003,D,1
PRATS,2003,H,1
CUNILL,2003,D,1
ESCOBAR,2003,H,1
CORDERO,2003,H,1
BENCAID,2003,H,1
COROZO,2003,H,1
EL KHATIB,2003,H,1
BERGA,2003,H,1
ELYOUNOUSSI,2003,H,1
BOUSSAID,2003,H,1
MACIA,2003,D,1
SALLENT,2003,H,1
CHAKKOUR,2003,H,1
JUAREZ,2003,D,1
PAGAN,2003,H,1
PAZMIÑO,2003,D,1
JIMENEZ PEÑA,2003,H,1
SABORIT,2003,H,1
CAÑAVATE,2003,H,1
SELIVA,2003,D,1
QUEVEDO,2003,H,1
PALACIO,2003,D,1
BELTRAN,2003,H,1
COURAULT,2003,D,1
ESCUDERO,2003,H,1
BAQUES,2003,D,1
CHAVEZ,2003,H,1
SAMARRA,2003,D,1
DAOUY,2003,D,1
RASCON,2003,H,1
CAMAÑES,2003,H,1
MOGHNI,2003,H,1
ARGEMI,2003,H,1
CID,2003,H,1
MENACHO,2003,H,1
MATEU,2003,H,1
AFANTROUS,2003,H,1
SAMPER,2003,H,1
HERENCIA,2003,H,1
PERARNAU,2003,D,1
RAINDO,2003,H,1
FUENTES,2003,H,1
URRESTARAZU,2003,H,1
TETOUANI,2003,H,1
GRANDE,2003,D,1
ALFARO,2003,D,1
AMAT,2003,H,1
EL HAYARI,2003,D,1
NOTARIO,2003,D,1
GEA,2003,D,1
DE LA TORRE,2003,D,1
KAZIOW,2003,H,1
OUHARRAM,2003,H,1
PIERNAS,2003,D,1
SAOU,2003,H,1
BELADEL,2003,D,1
CORREDERAS,2003,H,1
SOUTO,2003,D,1
CASTELLANO,2003,D,1
RIVERA,2003,H,1
LORES,2003,H,1
BAGANT,2003,H,1
MODENES,2003,H,1
CAJAS,2003,D,1
COLOMINA,2003,H,1
SIERRA,2003,D,1
PALMA,2003,H,1
MERCHAN,2003,H,1
CARDENAS,2003,H,1
CIRUELOS,2003,H,1
ROJAS,2003,H,1
CIDONCHA,2003,H,1
ESCUDE,2003,D,1
SABAN,2003,D,1
LAPEÑA,2003,H,1
VICENTE,2003,D,1
TRIKI,2003,D,1
PAREJA,2003,H,1
BISTUÉ,2003,H,1
BERRIO,2003,H,1
VALDIVIA,2003,H,1
PINCAY,2003,D,1
MORILLO,2003,H,1
NEGROU,2003,H,1
SEKKALI,2003,D,1
BARRAZA,2003,D,1
CHACON,2003,D,1
DEL RIO,2003,H,1
MOURTAZALIEV,2003,D,1
COMAS,2003,D,1
ORTEGA,2003,H,1
RABELO,2003,D,1
CUADRA,2003,H,1
MUELA,2003,D,1
EL GAIAT,2003,H,1
VEGAS,2003,H,1
SOTO,2003,H,1
AL ZAYED,2003,D,1
SOLSONA,2003,H,1
CASTAÑO,2003,D,1
MOHAMED,2003,D,1
MOYANO,2003,D,1
DIAZ,2003,H,1
MARTORELL,2003,H,1
DIEZ,2003,D,1
CHICOT,2003,D,1
RODOREDA,2003,H,1
COMA,2003,H,1
CHIRINOS,2003,D,1
EL LOUKILI,2003,D,1
ANDRES,2003,H,1
CANOVAS,2003,D,1
PAVON,2003,H,1
ABIZANDA,2003,D,1
OUDDAHA,2003,H,1
SALGADO,2003,D,1
SARRION,2003,D,1
RIOS,2003,D,1
LAJARA,2003,D,1
MIR,2003,H,1
LLOPIS,2003,H,1
TORRELLA,2003,D,1
UROZ,2003,D,1
JURADO,2003,D,1
BURGOS,2003,D,1
BERENGUER,2003,D,1
EL MANGAD,2003,H,1
COPONS,2003,H,1
EL HARI,2003,D,1
ISLA,2003,H,1
MANSO,2003,H,1
CARPIO,2003,H,1
TORRENT,2003,D,1
SELANE,2003,H,1
JOVE,2003,H,1
GRACIA,2003,H,1
LIBRAN,2003,D,1
CEBRIAN,2003,H,1
PAREDES,2003,D,1
SERENA,2003,D,1
AIBAR,2003,D,1
ARTIGAS,2003,D,1
ESPASA,2003,D,1
COLMENERO,2003,D,1
VALENZUELA,2003,H,1
TENAS,2003,H,1
EL HAMDI,2003,D,1
ZERIN,2003,H,1
FERRI,2003,D,1
CAMAÑES,2003,D,1
IGLESIAS,2003,D,1
MONTEIRO,2003,D,1
KILANI,2003,D,1
GALINDO,2003,H,1
ARMENGOL,2003,D,1
MATIAS,2003,D,1
BALTA,2003,D,1
REAL,2003,H,1
ARGELAGUET,2003,D,1
GAMIZ,2003,H,1
ESTAPE,2003,D,1
PELAEZ,2003,H,1
MASO,2003,H,1
MENDOZA,2003,H,1
CARRIQUE,2003,H,1
MORUNO,2003,H,1
BAS,2003,D,1
FIGUEROA,2003,H,1
MATOS,2003,H,1
TURULL,2003,H,1
BAJAT,2003,D,1
BLANCH,2003,H,1
LLANA,2003,H,1
PALAU,2003,H,1
BLAS,2003,H,1
CORREDERA,2003,D,1
ESCRIBANO,2003,H,1
MERCADE,2003,D,1
BLANQUEZ,2003,D,1
CHICA,2003,D,1
RADERMACHER,2003,H,1
LAGUARTA,2003,H,1
VILLAGRASA,2003,H,1
EL HASSOUNY,2003,H,1
HALOUA,2003,H,1
AMADOR,2003,D,1
TAN,2003,H,1
LAHMAIDI,2003,H,1
NEBOT,2003,H,1
CALVO,2003,D,1
ESCOFET,2003,H,1
CASANOVA,2003,H,1
GALEOTE,2003,H,1
CONEJO,2003,D,1
LUCENA,2003,H,1
GUILLEM,2003,H,1
MUDARRA,2003,H,1
EL OUAHABI,2003,H,1
GANDARA,2003,D,1
BENITO,2003,H,1
OLMO,2003,D,1
VILLEGAS,2003,H,1
CONSOLARO,2003,D,1
FOLCH,2003,H,1
MAJADAS,2003,D,1
ALCALDE,2003,D,1
PADILLA,2003,D,1
FUENTES,2003,D,1
CASTET,2003,H,1
ESPADA,2003,H,1
CATALAN,2003,H,1
CENTELLA,2003,D,1
FRADE,2003,D,1
CHRIF,2003,D,1
ZAKAN,2003,H,1
VILLACORTA,2003,H,1
COLOMER,2003,H,1
RICO,2003,D,1
DKOUK,2003,H,1
FLORENSA,2003,H,1
MEDAL,2003,H,1
VALDES,2003,H,1
PERERA,2003,H,1
ARMENTEROS,2003,D,1
BARATO,2003,D,1
VILA,2003,D,1
MAGRIÑA,2003,D,1
MONTERO,2003,H,1
CASTRO,2003,H,1
MERIDA,2003,D,1
PASAMAR,2003,D,1
DONCEL,2003,H,1
ESCRIBANO,2003,D,1
FINS,2003,D,1
BALSEBRE,2003,H,1
EL MOTTAKI,2003,D,1
MONFORT,2003,D,1
BENNOUR,2003,D,1
YAÑEZ,2003,D,1
BARRANCO,2003,D,1
CELA,2003,D,1
VALLEJO,2003,D,1
ROUAZ,2003,H,1
GORINA,2003,H,1
CLOSA,2003,H,1
EL MOURAI,2003,H,1
MASCARO,2003,H,1
LATORRE,2003,D,1
CUASPUD,2003,D,1
PERICAY,2003,H,1
EL AHMADI,2003,D,1
BALLESTAR,2003,D,1
BARO,2003,H,1
CERDA,2003,H,1
SOBREPERA,2003,H,1
CASTILLEJO,2003,H,1
LUNA,2003,H,1
BRECKON,2003,H,1
TAKHRIPHA,2003,D,1
SARHIR,2003,D,1
MAGAÑA,2003,H,1
URENDES,2003,D,1
LIZARTE,2003,H,1
GUIL,2003,H,1
CARREÑO,2003,H,1
DEL MORAL,2003,H,1
KHADDARI,2003,H,1
GAMITO,2003,H,1
SABIO,2003,D,1
EL OULIAD,2003,D,1
