CARRERS_CODI,CARRERS_TIPUS_VIA,CARRERS_NOM_OFICIAL,CARRERS_NOM18
5746,CA,MIQUEL CASAS,DE MIQUEL CASAS
5747,PL,,NOVA 
5748,PS,VAPOR GRAN,DEL VAPOR GRAN
5749,PL,COMTE GUIFRE,DEL COMTE GUIFRE
5750,CA,TELERS,DELS TELERS
5751,CA,BALAGUER,DE BALAGUER
5752,PL,EURO,DE L  EURO
5753,PL,VENTS,DELS VENTS
5754,PL,SOLIDARITAT,DE LA SOLIDARITAT
5755,PL,AVIS,DELS AVIS
5756,PL,BON AIRE,DEL BON AIRE
5757,DS,CASETA DE LA PINEDA,LA CASETA DE LA PINEDA
5758,CM,CIM,DEL CIM
5759,DS,,CAN SABATER DEL TORRENT 
5760,PL,ARISTIDES MAILLOL,D  ARISTIDES MAILLOL
5761,JR,OREBRO,D  OREBRO
5762,PL,TETUAN,DE TETUAN
5763,PL,PUIGCERDÀ,DE PUIGCERDÀ
5764,PA,PANAMÀ,DE PANAMÀ
5765,CM,COLL DE ROQUES,DEL COLL DE ROQUES
5766,PL,SALVADOR DALÍ,DE SALVADOR DALÍ
5767,CA,DOLORS MONTSERDÀ,DE DOLORS MONTSERDÀ
5768,PS,ERNEST LLUCH,D  ERNEST LLUCH
5769,PL,CAMPUS,DEL CAMPUS
5770,CA,RAFAEL ROIG,DE RAFAEL ROIG
5771,DS,,HORTES DE CAN BOSC DE BASEA 
5772,CM,,RAL DE TERRASSA A SABADELL 
5773,DS,,POUM - ROC BLANC 
5774,DS,,DS POUM - LA MAURINA 
5775,CM,PLANS DE CAN BONVILAR,DELS PLANS DE CAN BONVILAR
5776,CA,HORTS,DELS HORTS
5777,PL,ESTEVE MAS,D  ESTEVE MAS
5778,CM,,RAL DE TERRASSA A RUBÍ 
5779,PL,PIT-ROIG,DEL PIT-ROIG
5780,PL,LLANÇADORA,DE LA LLANÇADORA
5781,PL,FARINERA,DE LA FARINERA
5782,PL,CELLER,DEL CELLER
5783,PL,PABLO NERUDA,DE PABLO NERUDA
5784,P ,,PLA DE LA FONT DE SANTA MARIA 
5785,P ,,LA MUNTANYETA 
5786,PL,RAFAEL ALBERTI,DE RAFAEL ALBERTI
5787,CA,PUJOL BLANC,DEL PUJOL BLANC
5788,CA,UCRAÏNA,D  UCRAÏNA
5789,CA,XIPRE,DE XIPRE
5790,CA,PAÍS BASC,DEL PAÍS BASC
5791,P ,GERNIKA,DE GERNIKA
5792,DS,,TRANSVASAMENT RIERA DEL PALAU 
5793,DS,,CAN FLECA 
5794,DS,,CA N AMAT DE LA MUNTANYA 
5795,P ,,LES HORTES VELLES 
5797,CA,ANTONI BADRINAS,D  ANTONI BADRINAS
5798,CA,MIQUEL PUJADAS,DE MIQUEL PUJADAS
5799,CA,JOSEP COLL,DE JOSEP COLL
5800,CA,MIQUEL I PERE COSTA,DE MIQUEL I PERE COSTA
5801,P ,REPÚBLICA,DE LA REPÚBLICA
5802,PA,SIRACUSA,DE SIRACUSA
5803,PA,MONTSERRAT ROIG,DE MONTSERRAT ROIG
5804,PL,COOPERATIVA,DE LA COOPERATIVA
5805,PL,ORDIDORES,DE LES ORDIDORES
5806,PL,MARTA MATA,DE MARTA MATA
5807,CA,DIPÒSITS,DELS DIPÒSITS
5808,CA,TORRENT DEL BATLLE,DEL TORRENT DEL BATLLE
5809,CA,VINYOLES,DE LES VINYOLES
5810,CA,MALLOL,DEL MALLOL
5811,PL,VI,DEL VI
5812,CA,PREMSA,DE LA PREMSA
5813,CA,RAÏM,DEL RAÏM
5814,PL,VEREMA,DE LA VEREMA
5815,CA,CEPS,DELS CEPS
5816,CA,LLUÍS PUIG I MATAS,DE LLUÍS PUIG I MATAS
5817,CA,BUROT,DEL BUROT
5818,CA,MOSSÈN BATLLE,DE MOSSÈN BATLLE
5819,CA,MATERNITAT D ELNA,DE LA MATERNITAT D ELNA
5820,CA,RUGADA,DE LA RUGADA
5821,CA,ANTOLINA BOADA,D  ANTOLINA BOADA
5822,CA,TORRENT DE LES MONGES,DEL TORRENT DE LES MONGES
5823,CA,TREMENTINAIRES,DE LES TREMENTINAIRES
5824,CM,FONT DE L OLIVA,DE LA FONT DE L OLIVA
5825,PL,ELECTRA,DE L  ELECTRA
5826,CA,MOTORS,DELS MOTORS
5827,CA,MOVIMENT OBRER,DEL MOVIMENT OBRER
5828,PA,BOBINADORES,DE LES BOBINADORES
5829,PA,APRENENTS,DELS APRENENTS
5830,P ,CAN COLOMER,DE CAN COLOMER
5831,JR,MON REPÒS,DE MON REPÒS
5832,PA,ERMESSENDA DE CARCASSONA,D  ERMESSENDA DE CARCASSONA
5833,P ,TORRENT DEL VIDRER,DEL TORRENT DEL VIDRER
5834,CA,CAN TORRELLA DEL MAS,DE CAN TORRELLA DEL MAS
5835,CA,MAS TRULLARS,DE MAS TRULLARS
5836,CA,MAS DE L OM,DEL MAS DE L OM
5837,AV,ARTS,DE LES ARTS
5838,CA,MANOLITA PIÑA,DE MANOLITA PIÑA
5839,CA,AGUSTÍ FABRA,D  AGUSTÍ FABRA
5840,CA,PERE FONT I MARCET,DE PERE FONT I MARCET
5841,CA,CONRAD FONTELLAS,DE CONRAD FONTELLAS
5842,JR,CARLOS ARMIÑO,DE CARLOS ARMIÑO
5843,JR,GERTRUDIS GALÍ,DE GERTRUDIS GALÍ
5844,JR,CÈSAR CABANES,DE CÈSAR CABANES
5845,P ,FERRAN BACH-ESTEVE,DE FERRAN BACH-ESTEVE
5846,RN,EST,DE L  EST
5847,PL,NUEVA CARTEYA,DE NUEVA CARTEYA
5848,CM,,VELL DE TERRASSA A MATADEPERA 
5849,PL,FRANCESCA LLONCH,DE FRANCESCA LLONCH
5850,DS,,PARC AUDIOVISUAL DE CATALUNYA 
5851,PN,,PASSAREL.LA DE L AMISTAT 
5852,RC,SANT GALDERIC,DE SANT GALDERIC
5853,PN,CANTÀBRIA,DE CANTÀBRIA
5854,P ,,SERRA DE GALLINERS 
5855,DS,,TORRE DEL GARCIA 
5856,MC,,MERCADAL DE MARTÍ L HUMÀ 
5857,CA,INNOVACIÓ,DE LA INNOVACIÓ
5858,PN,CAN PETIT,DE CAN PETIT
5859,PN,,PASSARELLA DE SANT LLORENÇ 
5860,PN,FRANÇA,DE FRANÇA
5861,PN,CARRETERA DE RUBÍ,DE LA CARRETERA DE RUBÍ
5862,PN,MOSSÈN PERRAMON,DE MOSSÈN PERRAMON
5863,PN,,PASSAREL.LA DE L ESTACIÓ 
5864,PN,,PASSAREL.LA DE SANT VALENTÍ 
5865,PN,,PASSAREL.LA DE LA SEU D ÈGARA 
5866,PN,,PAS DE LA FONT D EN SERRACANTA 
5867,PN,,PASSAREL.LA DE LA UNIÓ 
5868,JR,RÒMUL PIÑOL,DE RÒMUL PIÑOL
5869,PL,BENITO MARTÍNEZ,DE BENITO MARTÍNEZ
5897,CA,CONCEPCIÓ CAMÍ SOLER,DE CONCEPCIÓ CAMÍ SOLER
5870,CA,JULIANA MORELL,DE JULIANA MORELL
5871,CA,MARIA ÀNGELS CARDONA,DE MARIA ÀNGELS CARDONA
5872,CA,MARIA MITCHELL,DE MARIA MITCHELL
5873,CA,ROSALIND FRANKLIN,DE ROSALIND FRANKLIN
5874,AU,,B-40 / AUTOVIA ORBITAL 
5875,DS,,PLA DE LA LLEBRE 
5876,PC,EXCURSIONISME,DE L  EXCURSIONISME
5877,CA,SARRIA,DE SARRIA
5879,CA,IRUN,D  IRUN
5880,CA,AVILÉS,D  AVILÉS
5881,PA,HOSTAL DE L ARENGADA,DE L  HOSTAL DE L ARENGADA
5878,PA,OMBRA,DE L  OMBRA
5882,PA,EL CARRER ESTRET,D  EL CARRER ESTRET
5883,PL,PARE XIBERTA,DEL PARE XIBERTA
5884,PL,JOAQUIM VENTALLÓ,DE JOAQUIM VENTALLÓ
5885,PA,LAS MENINAS,DE LAS MENINAS
5886,P ,,TORRENT DELA FONT D EN SAGRERA 
5887,P ,DEVESA,DE LA DEVESA
5888,P ,CAN JOFRESA,DE CAN JOFRESA
5889,CA,,PALAU SUD VIAL 1 
5890,CA,,PALAU SUD VIAL 2 
5891,CA,,PALAU SUD VIAL 3 
5892,CA,,PALAU SUD VIAL 4 
5893,CA,,PALAU SUD VIAL 5 
5894,CA,,PALAU SUD VIAL 6 
5895,CA,,PALAU SUD VIAL 7 
5896,CA,,PALAU SUD VIAL 8 
5898,CA,,PALAU SUD VIAL 9 
5899,CA,,PALAU SUD VIAL 10 
5900,CA,,PALAU SUD VIAL 11 
5901,CA,,PALAU SUD VIAL 12 
5902,CA,,PALAU SUD VIAL 13 
5903,CA,,PALAU SUD VIAL 14 
5904,CA,,PALAU SUD VIAL 15 
