DATA_REFERENCIA,MES,PAIS_DESTI,PROVINCIA_DESTI,SEXE,POBLACIO
2011,10,ESPANYA                       ,SALAMANCA,Home,1
2011,10,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Dona,4
2011,10,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Home,2
2011,10,ESPANYA                       ,SARAGOSSA,Dona,1
2011,10,ESPANYA                       ,SEVILLA,Dona,1
2011,10,ESPANYA                       ,SEVILLA,Home,1
2011,10,ESPANYA                       ,SORIA,Home,1
2011,10,ESPANYA                       ,TARRAGONA,Dona,4
2011,10,ESPANYA                       ,TARRAGONA,Home,10
2011,10,ESPANYA                       ,TOLEDO,Home,1
2011,10,ESPANYA                       ,VALENCIA,Dona,4
2011,10,ESPANYA                       ,VALENCIA,Home,6
2011,10,ESPANYA                       ,VALLADOLID,Dona,1
2011,10,ESPANYA                       ,VALLADOLID,Home,2
2011,10,ESPANYA                       ,ZAMORA,Home,1
2011,10,"ESTATS UNITS D AMÈRICA, ELS   ", ,Dona,2
2011,10,FRANÇA                        , ,Dona,3
2011,10,FRANÇA                        , ,Home,3
2011,10,"GUINEA EQUATORIAL, LA         ", ,Home,1
2011,10,IRLANDA                       , ,Dona,1
2011,10,ISRAEL                        , ,Home,1
2011,10,ITÀLIA                        , ,Dona,2
2011,10,ITÀLIA                        , ,Home,2
2011,10,"MARROC, EL                    ", ,Dona,5
2011,10,"MARROC, EL                    ", ,Home,9
2011,10,MÈXIC                         , ,Home,1
2011,10,"PAÏSOS BAIXOS, ELS            ", ,Dona,1
2011,10,"PAÏSOS BAIXOS, ELS            ", ,Home,2
2011,10,"PARAGUAI, EL                  ", ,Dona,2
2011,10,"PARAGUAI, EL                  ", ,Home,1
2011,10,"PERÚ, EL                      ", ,Home,1
2011,10,POLÒNIA                       , ,Home,1
2011,10,"REGNE UNIT, EL                ", ,Home,1
2011,10,"REPÚBLICA DOMINICANA, LA      ", ,Dona,2
2011,10,RÚSSIA                        , ,Dona,1
2011,10,"SENEGAL, EL                   ", ,Home,1
2011,10,UCRAÏNA                       , ,Dona,1
2011,10,UCRAÏNA                       , ,Home,1
2011,10,"URUGUAI, L                    ", ,Dona,1
2011,10,VENEÇUELA                     , ,Home,1
2011,10,XILE                          , ,Dona,1
2011,10,XILE                          , ,Home,1
2011,10,"XINA, LA                      ", ,Home,3
2011,11,ANDORRA                       , ,Dona,1
2011,11,ANDORRA                       , ,Home,1
2011,11,"ARGENTINA, L                  ", ,Dona,5
2011,11,"ARGENTINA, L                  ", ,Home,2
2011,11,BÈLGICA                       , ,Dona,2
2011,11,BÈLGICA                       , ,Home,2
2011,11,BOLÍVIA                       , ,Home,1
2011,11,COLÒMBIA                      , ,Dona,1
2011,11,"EQUADOR, L                    ", ,Dona,2
2011,11,"EQUADOR, L                    ", ,Home,1
2011,11,ESPANYA                       , ,Dona,255
2011,11,ESPANYA                       , ,Home,274
2011,11,ESPANYA                       ,ALACANT,Dona,1
2011,11,ESPANYA                       ,ALBACETE,Dona,2
2011,11,ESPANYA                       ,ALBACETE,Home,1
2011,11,ESPANYA                       ,ALMERIA,Dona,4
2011,11,ESPANYA                       ,ALMERIA,Home,4
2011,11,ESPANYA                       ,ASTURIAS,Dona,3
2011,11,ESPANYA                       ,ASTURIAS,Home,4
2011,11,ESPANYA                       ,BADAJOZ,Home,1
2011,11,ESPANYA                       ,BARCELONA,Dona,157
2011,11,ESPANYA                       ,BARCELONA,Home,172
2011,11,ESPANYA                       ,BISCAIA,Home,3
2011,11,ESPANYA                       ,CADIS,Home,1
2011,11,ESPANYA                       ,CANTABRIA,Home,2
2011,11,ESPANYA                       ,CASTELLO,Dona,3
2011,11,ESPANYA                       ,CASTELLO,Home,2
2011,11,ESPANYA                       ,CEUTA,Home,2
2011,11,ESPANYA                       ,CIUDAD REAL,Dona,1
2011,11,ESPANYA                       ,"CORUNYA, LA",Dona,2
2011,11,ESPANYA                       ,"CORUNYA, LA",Home,1
2011,11,ESPANYA                       ,GIRONA,Dona,10
2011,11,ESPANYA                       ,GIRONA,Home,13
2011,11,ESPANYA                       ,GRANADA,Dona,5
2011,11,ESPANYA                       ,GRANADA,Home,6
2011,11,ESPANYA                       ,GUADALAJARA,Dona,1
2011,11,ESPANYA                       ,GUIPUSCOA,Dona,1
2011,11,ESPANYA                       ,HUELVA,Home,1
2011,11,ESPANYA                       ,ILLES BALEARS,Dona,7
2011,11,ESPANYA                       ,ILLES BALEARS,Home,3
2011,11,ESPANYA                       ,JAEN,Home,1
2011,11,ESPANYA                       ,LUGO,Dona,1
2011,11,ESPANYA                       ,LUGO,Home,1
2011,11,ESPANYA                       ,LLEIDA,Dona,5
2011,11,ESPANYA                       ,LLEIDA,Home,7
2011,11,ESPANYA                       ,LLEO,Home,1
2011,11,ESPANYA                       ,MADRID,Dona,9
2011,11,ESPANYA                       ,MADRID,Home,5
2011,11,ESPANYA                       ,MALAGA,Dona,2
2011,11,ESPANYA                       ,MALAGA,Home,1
2011,11,ESPANYA                       ,MURCIA,Dona,5
2011,11,ESPANYA                       ,MURCIA,Home,4
2011,11,ESPANYA                       ,OSCA,Dona,3
2011,11,ESPANYA                       ,OSCA,Home,2
2011,11,ESPANYA                       ,"PALMAS, LAS",Dona,3
2011,11,ESPANYA                       ,"PALMAS, LAS",Home,2
2011,11,ESPANYA                       ,PONTEVEDRA,Home,1
2011,11,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Home,1
2011,11,ESPANYA                       ,SARAGOSSA,Dona,3
2011,11,ESPANYA                       ,SEVILLA,Dona,7
2011,11,ESPANYA                       ,SEVILLA,Home,2
2011,11,ESPANYA                       ,TARRAGONA,Dona,17
2011,11,ESPANYA                       ,TARRAGONA,Home,26
2011,11,ESPANYA                       ,VALENCIA,Dona,3
2011,11,ESPANYA                       ,VALENCIA,Home,3
2011,11,ESPANYA                       ,VALLADOLID,Home,1
2011,11,"ESTATS UNITS D AMÈRICA, ELS   ", ,Dona,1
2011,11,FRANÇA                        , ,Dona,2
2011,11,FRANÇA                        , ,Home,3
2011,11,"GUINEA EQUATORIAL, LA         ", ,Dona,3
2011,11,HONDURES                      , ,Dona,1
2011,11,HONDURES                      , ,Home,1
2011,11,"MARROC, EL                    ", ,Dona,2
2011,11,"MARROC, EL                    ", ,Home,5
2011,11,MOLDÀVIA                      , ,Dona,2
2011,11,"PAKISTAN, EL                  ", ,Home,1
2011,11,"PARAGUAI, EL                  ", ,Dona,1
2011,11,"PARAGUAI, EL                  ", ,Home,3
2011,11,"REGNE UNIT, EL                ", ,Dona,2
2011,11,"REGNE UNIT, EL                ", ,Home,2
2011,11,"REPÚBLICA DOMINICANA, LA      ", ,Home,2
2011,11,"SENEGAL, EL                   ", ,Home,1
2011,11,SUÈCIA                        , ,Home,1
2011,11,SUÏSSA                        , ,Home,1
2011,11,"URUGUAI, L                    ", ,Dona,1
2011,11,XILE                          , ,Dona,4
2011,11,XILE                          , ,Home,3
2011,11,"XINA, LA                      ", ,Home,1
2011,12,ALEMANYA                      , ,Dona,1
2011,12,ANDORRA                       , ,Dona,1
2011,12,"ARGENTINA, L                  ", ,Dona,1
2011,12,BÈLGICA                       , ,Dona,1
2011,12,BÈLGICA                       , ,Home,2
2011,12,BOLÍVIA                       , ,Dona,1
2011,12,BOLÍVIA                       , ,Home,1
2011,12,"BRASIL, EL                    ", ,Dona,1
2011,12,DINAMARCA                     , ,Dona,1
2011,12,DINAMARCA                     , ,Home,1
2011,12,"EQUADOR, L                    ", ,Home,2
2011,12,ESPANYA                       , ,Dona,233
2011,12,ESPANYA                       , ,Home,242
2011,12,ESPANYA                       ,ALACANT,Dona,3
2011,12,ESPANYA                       ,ALACANT,Home,3
2011,12,ESPANYA                       ,ALBACETE,Dona,2
2011,12,ESPANYA                       ,ALMERIA,Dona,1
2011,12,ESPANYA                       ,ALMERIA,Home,4
2011,12,ESPANYA                       ,AVILA,Dona,1
2011,12,ESPANYA                       ,BARCELONA,Dona,164
2011,12,ESPANYA                       ,BARCELONA,Home,182
2011,12,ESPANYA                       ,BISCAIA,Home,1
2011,12,ESPANYA                       ,BURGOS,Home,1
2011,12,ESPANYA                       ,CADIS,Home,2
2011,12,ESPANYA                       ,CASTELLO,Home,1
2011,12,ESPANYA                       ,"CORUNYA, LA",Dona,1
2011,12,ESPANYA                       ,GIRONA,Dona,6
2011,12,ESPANYA                       ,GIRONA,Home,7
2011,12,ESPANYA                       ,GRANADA,Dona,4
2011,12,ESPANYA                       ,GRANADA,Home,1
2011,12,ESPANYA                       ,GUIPUSCOA,Dona,1
2011,12,ESPANYA                       ,GUIPUSCOA,Home,1
2011,12,ESPANYA                       ,ILLES BALEARS,Dona,6
2011,12,ESPANYA                       ,ILLES BALEARS,Home,1
2011,12,ESPANYA                       ,LUGO,Dona,1
2011,12,ESPANYA                       ,LUGO,Home,1
2011,12,ESPANYA                       ,LLEIDA,Dona,4
2011,12,ESPANYA                       ,LLEIDA,Home,1
2011,12,ESPANYA                       ,MADRID,Dona,9
2011,12,ESPANYA                       ,MADRID,Home,6
2011,12,ESPANYA                       ,MALAGA,Dona,3
2011,12,ESPANYA                       ,MALAGA,Home,3
2011,12,ESPANYA                       ,MELILLA,Dona,2
2011,12,ESPANYA                       ,MELILLA,Home,2
2011,12,ESPANYA                       ,MURCIA,Dona,2
2011,12,ESPANYA                       ,MURCIA,Home,3
2011,12,ESPANYA                       ,NAVARRA,Dona,2
2011,12,ESPANYA                       ,NAVARRA,Home,2
2011,12,ESPANYA                       ,ORENSE,Dona,1
2011,12,ESPANYA                       ,ORENSE,Home,1
2011,12,ESPANYA                       ,OSCA,Home,2
2011,12,ESPANYA                       ,"PALMAS, LAS",Dona,4
2011,12,ESPANYA                       ,"PALMAS, LAS",Home,3
2011,12,ESPANYA                       ,PONTEVEDRA,Dona,4
2011,12,ESPANYA                       ,PONTEVEDRA,Home,3
2011,12,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Dona,1
2011,12,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Home,1
2011,12,ESPANYA                       ,SARAGOSSA,Dona,3
2011,12,ESPANYA                       ,SARAGOSSA,Home,2
2011,12,ESPANYA                       ,SEVILLA,Home,2
2011,12,ESPANYA                       ,TARRAGONA,Dona,6
2011,12,ESPANYA                       ,TARRAGONA,Home,4
2011,12,ESPANYA                       ,TEROL,Dona,1
2011,12,ESPANYA                       ,TEROL,Home,1
2011,12,ESPANYA                       ,VALENCIA,Dona,1
2011,12,ESPANYA                       ,VALENCIA,Home,1
2011,12,"ESTATS UNITS D AMÈRICA, ELS   ", ,Dona,2
2011,12,"ESTATS UNITS D AMÈRICA, ELS   ", ,Home,1
2011,12,FRANÇA                        , ,Dona,2
2011,12,FRANÇA                        , ,Home,3
2011,12,"GUINEA EQUATORIAL, LA         ", ,Dona,1
2011,12,"MARROC, EL                    ", ,Dona,3
2011,12,"MARROC, EL                    ", ,Home,3
2011,12,MÈXIC                         , ,Home,1
2011,12,"PAÏSOS BAIXOS, ELS            ", ,Dona,2
2011,12,"PAÏSOS BAIXOS, ELS            ", ,Home,2
2011,12,"PAKISTAN, EL                  ", ,Home,1
2011,12,"PERÚ, EL                      ", ,Home,1
2011,12,POLÒNIA                       , ,Home,1
2011,12,PORTUGAL                      , ,Dona,1
2011,12,"REGNE UNIT, EL                ", ,Dona,1
2011,12,"REPÚBLICA DOMINICANA, LA      ", ,Dona,1
2011,12,ROMANIA                       , ,Dona,1
2011,12,ROMANIA                       , ,Home,1
2011,12,"SENEGAL, EL                   ", ,Home,1
2011,12,XIPRE                         , ,Home,1
2011,2,ALEMANYA                      , ,Dona,1
2011,2,"ARGENTINA, L                  ", ,Dona,3
2011,2,"ARGENTINA, L                  ", ,Home,4
2011,2,BÈLGICA                       , ,Home,1
2011,2,BOLÍVIA                       , ,Home,1
2011,2,"BRASIL, EL                    ", ,Dona,2
2011,2,"BRASIL, EL                    ", ,Home,1
2011,2,COLÒMBIA                      , ,Dona,2
2011,2,COLÒMBIA                      , ,Home,3
2011,2,"EQUADOR, L                    ", ,Dona,1
2011,2,ESPANYA                       , ,Dona,269
2011,2,ESPANYA                       , ,Home,269
2011,2,ESPANYA                       ,ALABA,Home,1
2011,2,ESPANYA                       ,ALACANT,Dona,3
2011,2,ESPANYA                       ,ALACANT,Home,3
2011,2,ESPANYA                       ,ALBACETE,Dona,1
2011,2,ESPANYA                       ,ALBACETE,Home,1
2011,2,ESPANYA                       ,ALMERIA,Dona,11
2011,2,ESPANYA                       ,ALMERIA,Home,11
2011,2,ESPANYA                       ,ASTURIAS,Dona,1
2011,2,ESPANYA                       ,BADAJOZ,Dona,1
2011,2,ESPANYA                       ,BARCELONA,Dona,192
2011,2,ESPANYA                       ,BARCELONA,Home,182
2011,2,ESPANYA                       ,BISCAIA,Dona,4
2011,2,ESPANYA                       ,BISCAIA,Home,1
2011,2,ESPANYA                       ,CACERES,Dona,1
2011,2,ESPANYA                       ,CADIS,Dona,2
2011,2,ESPANYA                       ,CADIS,Home,2
2011,2,ESPANYA                       ,CASTELLO,Home,1
2011,2,ESPANYA                       ,CIUDAD REAL,Home,2
2011,2,ESPANYA                       ,CONCA,Home,1
2011,2,ESPANYA                       ,CORDOBA,Dona,2
2011,2,ESPANYA                       ,CORDOBA,Home,2
2011,2,ESPANYA                       ,"CORUNYA, LA",Dona,1
2011,2,ESPANYA                       ,"CORUNYA, LA",Home,1
2011,2,ESPANYA                       ,GIRONA,Dona,8
2011,2,ESPANYA                       ,GIRONA,Home,7
2011,2,ESPANYA                       ,GRANADA,Dona,3
2011,2,ESPANYA                       ,GUADALAJARA,Dona,1
2011,2,ESPANYA                       ,GUIPUSCOA,Dona,1
2011,2,ESPANYA                       ,ILLES BALEARS,Dona,4
2011,2,ESPANYA                       ,ILLES BALEARS,Home,3
2011,2,ESPANYA                       ,LLEIDA,Dona,4
2011,2,ESPANYA                       ,LLEIDA,Home,8
2011,2,ESPANYA                       ,LLEO,Dona,1
2011,2,ESPANYA                       ,MADRID,Dona,2
2011,2,ESPANYA                       ,MADRID,Home,10
2011,2,ESPANYA                       ,MALAGA,Dona,1
2011,2,ESPANYA                       ,MELILLA,Home,2
2011,2,ESPANYA                       ,MURCIA,Dona,1
2011,2,ESPANYA                       ,MURCIA,Home,1
2011,2,ESPANYA                       ,NAVARRA,Dona,1
2011,2,ESPANYA                       ,OSCA,Dona,1
2011,2,ESPANYA                       ,OSCA,Home,1
2011,2,ESPANYA                       ,"PALMAS, LAS",Home,1
2011,2,ESPANYA                       ,SALAMANCA,Home,1
2011,2,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Dona,1
2011,2,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Home,3
2011,2,ESPANYA                       ,SARAGOSSA,Dona,2
2011,2,ESPANYA                       ,SARAGOSSA,Home,2
2011,2,ESPANYA                       ,SEVILLA,Dona,3
2011,2,ESPANYA                       ,SORIA,Home,1
2011,2,ESPANYA                       ,TARRAGONA,Dona,6
2011,2,ESPANYA                       ,TARRAGONA,Home,15
2011,2,ESPANYA                       ,VALENCIA,Dona,10
2011,2,ESPANYA                       ,VALENCIA,Home,6
2011,2,"ESTATS UNITS D AMÈRICA, ELS   ", ,Home,1
2011,2,FRANÇA                        , ,Dona,3
2011,2,FRANÇA                        , ,Home,3
2011,2,GÀMBIA                        , ,Home,2
2011,2,"MARROC, EL                    ", ,Dona,3
2011,2,"MARROC, EL                    ", ,Home,10
2011,2,POLÒNIA                       , ,Home,1
2011,2,"REGNE UNIT, EL                ", ,Dona,5
2011,2,"REGNE UNIT, EL                ", ,Home,2
2011,2,ROMANIA                       , ,Home,2
2011,2,"SENEGAL, EL                   ", ,Home,2
2011,2,"URUGUAI, L                    ", ,Home,5
2011,2,"XINA, LA                      ", ,Dona,2
2011,2,"XINA, LA                      ", ,Home,2
2011,3,ALEMANYA                      , ,Home,1
2011,3,ANDORRA                       , ,Dona,1
2011,3,ANDORRA                       , ,Home,1
2011,3,BÈLGICA                       , ,Dona,5
2011,3,BÈLGICA                       , ,Home,5
2011,3,BOLÍVIA                       , ,Dona,1
2011,3,BOLÍVIA                       , ,Home,3
2011,3,COLÒMBIA                      , ,Home,1
2011,3,"EQUADOR, L                    ", ,Home,1
2011,3,ESPANYA                       , ,Dona,249
2011,3,ESPANYA                       , ,Home,273
2011,3,ESPANYA                       ,ALACANT,Home,5
2011,3,ESPANYA                       ,ALBACETE,Dona,1
2011,3,ESPANYA                       ,ALMERIA,Dona,3
2011,3,ESPANYA                       ,ALMERIA,Home,3
2011,3,ESPANYA                       ,ASTURIAS,Dona,1
2011,3,ESPANYA                       ,BADAJOZ,Dona,1
2011,3,ESPANYA                       ,BARCELONA,Dona,175
2011,3,ESPANYA                       ,BARCELONA,Home,174
2011,3,ESPANYA                       ,CADIS,Dona,4
2011,3,ESPANYA                       ,CADIS,Home,8
2011,3,ESPANYA                       ,CANTABRIA,Home,1
2011,3,ESPANYA                       ,CASTELLO,Dona,3
2011,3,ESPANYA                       ,CASTELLO,Home,4
2011,3,ESPANYA                       ,CEUTA,Home,1
2011,3,ESPANYA                       ,CORDOBA,Dona,2
2011,3,ESPANYA                       ,CORDOBA,Home,1
2011,3,ESPANYA                       ,"CORUNYA, LA",Home,1
2011,3,ESPANYA                       ,GIRONA,Dona,15
2011,3,ESPANYA                       ,GIRONA,Home,15
2011,3,ESPANYA                       ,GRANADA,Dona,4
2011,3,ESPANYA                       ,GRANADA,Home,2
2011,3,ESPANYA                       ,GUADALAJARA,Home,1
2011,3,ESPANYA                       ,GUIPUSCOA,Home,2
2011,3,ESPANYA                       ,ILLES BALEARS,Dona,3
2011,3,ESPANYA                       ,ILLES BALEARS,Home,3
2011,3,ESPANYA                       ,JAEN,Dona,1
2011,3,ESPANYA                       ,LUGO,Home,1
2011,3,ESPANYA                       ,LLEIDA,Dona,6
2011,3,ESPANYA                       ,LLEIDA,Home,2
2011,3,ESPANYA                       ,LLEO,Dona,2
2011,3,ESPANYA                       ,LLEO,Home,2
2011,3,ESPANYA                       ,MADRID,Dona,2
2011,3,ESPANYA                       ,MADRID,Home,5
2011,3,ESPANYA                       ,MALAGA,Dona,2
2011,3,ESPANYA                       ,MALAGA,Home,5
2011,3,ESPANYA                       ,MURCIA,Dona,2
2011,3,ESPANYA                       ,MURCIA,Home,2
2011,3,ESPANYA                       ,NAVARRA,Home,1
2011,3,ESPANYA                       ,OSCA,Dona,5
2011,3,ESPANYA                       ,OSCA,Home,6
2011,3,ESPANYA                       ,"PALMAS, LAS",Dona,1
2011,3,ESPANYA                       ,"PALMAS, LAS",Home,2
2011,3,ESPANYA                       ,PONTEVEDRA,Dona,1
2011,3,ESPANYA                       ,PONTEVEDRA,Home,1
2011,3,ESPANYA                       ,"RIOJA, LA",Home,1
2011,3,ESPANYA                       ,SALAMANCA,Home,1
2011,3,ESPANYA                       ,SARAGOSSA,Dona,1
2011,3,ESPANYA                       ,SARAGOSSA,Home,5
2011,3,ESPANYA                       ,SEVILLA,Dona,2
2011,3,ESPANYA                       ,SEVILLA,Home,4
2011,3,ESPANYA                       ,SORIA,Home,1
2011,3,ESPANYA                       ,TARRAGONA,Dona,10
2011,3,ESPANYA                       ,TARRAGONA,Home,10
2011,3,ESPANYA                       ,VALENCIA,Dona,2
2011,3,ESPANYA                       ,VALENCIA,Home,3
2011,3,"ESTATS UNITS D AMÈRICA, ELS   ", ,Home,1
2011,3,FRANÇA                        , ,Dona,7
2011,3,FRANÇA                        , ,Home,13
2011,3,GHANA                         , ,Home,1
2011,3,"ÍNDIA, L                      ", ,Dona,1
2011,3,ITÀLIA                        , ,Dona,1
2011,3,ITÀLIA                        , ,Home,1
2011,3,"MARROC, EL                    ", ,Dona,7
2011,3,"MARROC, EL                    ", ,Home,11
2011,3,NIGÈRIA                       , ,Home,1
2011,3,"REGNE UNIT, EL                ", ,Dona,1
2011,3,"REGNE UNIT, EL                ", ,Home,1
2011,3,ROMANIA                       , ,Dona,1
2011,3,ROMANIA                       , ,Home,1
2011,3,"SENEGAL, EL                   ", ,Home,1
2011,3,SIERRA LEONE                  , ,Home,1
2011,3,SUÈCIA                        , ,Dona,1
2011,3,SUÏSSA                        , ,Dona,1
2011,3,VENEÇUELA                     , ,Dona,2
2011,3,XILE                          , ,Home,1
2011,3,"XINA, LA                      ", ,Home,1
2011,4,ALEMANYA                      , ,Dona,2
2011,4,ALEMANYA                      , ,Home,1
2011,4,ANDORRA                       , ,Dona,1
2011,4,"BRASIL, EL                    ", ,Home,1
2011,4,CUBA                          , ,Dona,1
2011,4,"EMIRATS ÀRABS UNITS, ELS      ", ,Home,1
2011,4,"EQUADOR, L                    ", ,Dona,1
