DATA_REFERENCIA,DISTRICTE,SECCIO,SEXE,POBLACIO
2012,DISTRICTE 5,10,Dona,1031
2012,DISTRICTE 5,10,Home,1000
2012,DISTRICTE 5,11,Dona,992
2012,DISTRICTE 5,11,Home,938
2012,DISTRICTE 5,12,Dona,410
2012,DISTRICTE 5,12,Home,359
2012,DISTRICTE 5,13,Dona,728
2012,DISTRICTE 5,13,Home,718
2012,DISTRICTE 5,14,Dona,1171
2012,DISTRICTE 5,14,Home,1133
2012,DISTRICTE 5,15,Dona,1069
2012,DISTRICTE 5,15,Home,1105
2012,DISTRICTE 5,16,Dona,1187
2012,DISTRICTE 5,16,Home,1146
2012,DISTRICTE 5,17,Dona,929
2012,DISTRICTE 5,17,Home,922
2012,DISTRICTE 5,18,Dona,643
2012,DISTRICTE 5,18,Home,562
2012,DISTRICTE 5,19,Dona,530
2012,DISTRICTE 5,19,Home,577
2012,DISTRICTE 5,2,Dona,716
2012,DISTRICTE 5,2,Home,650
2012,DISTRICTE 5,20,Dona,825
2012,DISTRICTE 5,20,Home,747
2012,DISTRICTE 5,21,Dona,954
2012,DISTRICTE 5,21,Home,862
2012,DISTRICTE 5,22,Dona,356
2012,DISTRICTE 5,22,Home,352
2012,DISTRICTE 5,23,Dona,870
2012,DISTRICTE 5,23,Home,749
2012,DISTRICTE 5,24,Dona,790
2012,DISTRICTE 5,24,Home,736
2012,DISTRICTE 5,25,Dona,598
2012,DISTRICTE 5,25,Home,614
2012,DISTRICTE 5,26,Dona,652
2012,DISTRICTE 5,26,Home,585
2012,DISTRICTE 5,27,Dona,663
2012,DISTRICTE 5,27,Home,642
2012,DISTRICTE 5,28,Dona,626
2012,DISTRICTE 5,28,Home,591
2012,DISTRICTE 5,29,Dona,608
2012,DISTRICTE 5,29,Home,618
2012,DISTRICTE 5,3,Dona,1021
2012,DISTRICTE 5,3,Home,977
2012,DISTRICTE 5,4,Dona,790
2012,DISTRICTE 5,4,Home,739
2012,DISTRICTE 5,5,Dona,524
2012,DISTRICTE 5,5,Home,470
2012,DISTRICTE 5,6,Dona,1014
2012,DISTRICTE 5,6,Home,981
2012,DISTRICTE 5,7,Dona,632
2012,DISTRICTE 5,7,Home,581
2012,DISTRICTE 5,8,Dona,942
2012,DISTRICTE 5,8,Home,860
2012,DISTRICTE 5,9,Dona,940
2012,DISTRICTE 5,9,Home,852
2012,DISTRICTE 6,1,Dona,582
2012,DISTRICTE 6,1,Home,560
2012,DISTRICTE 6,10,Dona,1055
2012,DISTRICTE 6,10,Home,1063
2012,DISTRICTE 6,11,Dona,850
2012,DISTRICTE 6,11,Home,833
2012,DISTRICTE 6,12,Dona,672
2012,DISTRICTE 6,12,Home,683
2012,DISTRICTE 6,13,Dona,470
2012,DISTRICTE 6,13,Home,469
2012,DISTRICTE 6,14,Dona,606
2012,DISTRICTE 6,14,Home,655
2012,DISTRICTE 6,16,Dona,846
2012,DISTRICTE 6,16,Home,837
2012,DISTRICTE 6,18,Dona,643
2012,DISTRICTE 6,18,Home,651
2012,DISTRICTE 6,2,Dona,850
2012,DISTRICTE 6,2,Home,895
2012,DISTRICTE 6,20,Dona,955
2012,DISTRICTE 6,20,Home,950
2012,DISTRICTE 6,23,Dona,667
2012,DISTRICTE 6,23,Home,687
2012,DISTRICTE 6,24,Dona,1196
2012,DISTRICTE 6,24,Home,1220
2012,DISTRICTE 6,25,Dona,1025
2012,DISTRICTE 6,25,Home,1050
2012,DISTRICTE 6,26,Dona,855
2012,DISTRICTE 6,26,Home,855
2012,DISTRICTE 6,27,Dona,691
2012,DISTRICTE 6,27,Home,682
2012,DISTRICTE 6,28,Dona,808
2012,DISTRICTE 6,28,Home,800
2012,DISTRICTE 6,29,Dona,530
2012,DISTRICTE 6,29,Home,554
2012,DISTRICTE 6,3,Dona,1098
2012,DISTRICTE 6,3,Home,1122
2012,DISTRICTE 6,30,Dona,393
2012,DISTRICTE 6,30,Home,407
2012,DISTRICTE 6,31,Dona,502
2012,DISTRICTE 6,31,Home,500
2012,DISTRICTE 6,32,Dona,372
2012,DISTRICTE 6,32,Home,409
2012,DISTRICTE 6,33,Dona,690
2012,DISTRICTE 6,33,Home,701
2012,DISTRICTE 6,4,Dona,752
2012,DISTRICTE 6,4,Home,786
2012,DISTRICTE 6,5,Dona,740
2012,DISTRICTE 6,5,Home,768
2012,DISTRICTE 6,6,Dona,776
2012,DISTRICTE 6,6,Home,795
2012,DISTRICTE 6,8,Dona,1106
2012,DISTRICTE 6,8,Home,1067
2012,DISTRICTE 6,9,Dona,639
2012,DISTRICTE 6,9,Home,642
2013,DISTRICTE 1,1,Dona,716
2013,DISTRICTE 1,1,Home,570
2013,DISTRICTE 1,10,Dona,670
2013,DISTRICTE 1,10,Home,644
2013,DISTRICTE 1,11,Dona,679
2013,DISTRICTE 1,11,Home,656
2013,DISTRICTE 1,12,Dona,749
2013,DISTRICTE 1,12,Home,777
2013,DISTRICTE 1,13,Dona,480
2013,DISTRICTE 1,13,Home,481
2013,DISTRICTE 1,14,Dona,1113
2013,DISTRICTE 1,14,Home,1074
2013,DISTRICTE 1,15,Dona,707
2013,DISTRICTE 1,15,Home,649
2013,DISTRICTE 1,16,Dona,1214
2013,DISTRICTE 1,16,Home,1090
2013,DISTRICTE 1,17,Dona,1133
2013,DISTRICTE 1,17,Home,982
2013,DISTRICTE 1,18,Dona,322
2013,DISTRICTE 1,18,Home,295
2013,DISTRICTE 1,19,Dona,775
2013,DISTRICTE 1,19,Home,770
2013,DISTRICTE 1,2,Dona,763
2013,DISTRICTE 1,2,Home,676
2013,DISTRICTE 1,20,Dona,697
2013,DISTRICTE 1,20,Home,634
2013,DISTRICTE 1,21,Dona,766
2013,DISTRICTE 1,21,Home,722
2013,DISTRICTE 1,22,Dona,988
2013,DISTRICTE 1,22,Home,921
2013,DISTRICTE 1,23,Dona,671
2013,DISTRICTE 1,23,Home,639
2013,DISTRICTE 1,24,Dona,446
2013,DISTRICTE 1,24,Home,382
2013,DISTRICTE 1,4,Dona,1046
2013,DISTRICTE 1,4,Home,952
2013,DISTRICTE 1,5,Dona,664
2013,DISTRICTE 1,5,Home,598
2013,DISTRICTE 1,6,Dona,774
2013,DISTRICTE 1,6,Home,770
2013,DISTRICTE 1,7,Dona,944
2013,DISTRICTE 1,7,Home,817
2013,DISTRICTE 1,8,Dona,1335
2013,DISTRICTE 1,8,Home,1106
2013,DISTRICTE 1,9,Dona,660
2013,DISTRICTE 1,9,Home,599
2013,DISTRICTE 2,1,Dona,918
2013,DISTRICTE 2,1,Home,983
2013,DISTRICTE 2,11,Dona,625
2013,DISTRICTE 2,11,Home,604
2013,DISTRICTE 2,12,Dona,739
2013,DISTRICTE 2,12,Home,908
2013,DISTRICTE 2,14,Dona,961
2013,DISTRICTE 2,14,Home,988
2013,DISTRICTE 2,15,Dona,433
2013,DISTRICTE 2,15,Home,433
2013,DISTRICTE 2,16,Dona,907
2013,DISTRICTE 2,16,Home,967
2013,DISTRICTE 2,17,Dona,722
2013,DISTRICTE 2,17,Home,745
2013,DISTRICTE 2,2,Dona,807
2013,DISTRICTE 2,2,Home,1027
2013,DISTRICTE 2,3,Dona,842
2013,DISTRICTE 2,3,Home,898
2013,DISTRICTE 2,4,Dona,756
2013,DISTRICTE 2,4,Home,838
2013,DISTRICTE 2,5,Dona,634
2013,DISTRICTE 2,5,Home,736
2013,DISTRICTE 2,6,Dona,539
2013,DISTRICTE 2,6,Home,587
2013,DISTRICTE 2,8,Dona,625
2013,DISTRICTE 2,8,Home,599
2013,DISTRICTE 2,9,Dona,829
2013,DISTRICTE 2,9,Home,879
2013,DISTRICTE 3,1,Dona,884
2013,DISTRICTE 3,1,Home,889
2013,DISTRICTE 3,10,Dona,1030
2013,DISTRICTE 3,10,Home,1011
2013,DISTRICTE 3,11,Dona,882
2013,DISTRICTE 3,11,Home,943
2013,DISTRICTE 3,12,Dona,1109
2013,DISTRICTE 3,12,Home,1059
2013,DISTRICTE 3,14,Dona,884
2013,DISTRICTE 3,14,Home,913
2013,DISTRICTE 3,15,Dona,643
2013,DISTRICTE 3,15,Home,613
2013,DISTRICTE 3,16,Dona,528
2013,DISTRICTE 3,16,Home,628
2013,DISTRICTE 3,17,Dona,662
2013,DISTRICTE 3,17,Home,671
2013,DISTRICTE 3,18,Dona,559
2013,DISTRICTE 3,18,Home,593
2013,DISTRICTE 3,19,Dona,772
2013,DISTRICTE 3,19,Home,815
2013,DISTRICTE 3,2,Dona,734
2013,DISTRICTE 3,2,Home,781
2013,DISTRICTE 3,20,Dona,836
2013,DISTRICTE 3,20,Home,824
2013,DISTRICTE 3,3,Dona,844
2013,DISTRICTE 3,3,Home,845
2013,DISTRICTE 3,4,Dona,639
2013,DISTRICTE 3,4,Home,631
2013,DISTRICTE 3,5,Dona,1094
2013,DISTRICTE 3,5,Home,1064
2013,DISTRICTE 3,6,Dona,1020
2013,DISTRICTE 3,6,Home,1013
2013,DISTRICTE 3,7,Dona,1128
2013,DISTRICTE 3,7,Home,1035
2013,DISTRICTE 3,8,Dona,1037
2013,DISTRICTE 3,8,Home,997
2013,DISTRICTE 3,9,Dona,1308
2013,DISTRICTE 3,9,Home,1340
2013,DISTRICTE 4,1,Dona,709
2013,DISTRICTE 4,1,Home,658
2013,DISTRICTE 4,10,Dona,632
2013,DISTRICTE 4,10,Home,685
2013,DISTRICTE 4,12,Dona,660
2013,DISTRICTE 4,12,Home,633
2013,DISTRICTE 4,13,Dona,840
2013,DISTRICTE 4,13,Home,770
2013,DISTRICTE 4,14,Dona,682
2013,DISTRICTE 4,14,Home,573
2013,DISTRICTE 4,15,Dona,590
2013,DISTRICTE 4,15,Home,538
2013,DISTRICTE 4,16,Dona,644
