DATA_REFERENCIA,DISTRICTE,SECCIO,SEXE,POBLACIO
2015,DISTRICTE 6,28,Home,762
2015,DISTRICTE 6,29,Dona,529
2015,DISTRICTE 6,29,Home,552
2015,DISTRICTE 6,3,Dona,1096
2015,DISTRICTE 6,3,Home,1081
2015,DISTRICTE 6,30,Dona,381
2015,DISTRICTE 6,30,Home,410
2015,DISTRICTE 6,31,Dona,499
2015,DISTRICTE 6,31,Home,484
2015,DISTRICTE 6,32,Dona,407
2015,DISTRICTE 6,32,Home,424
2015,DISTRICTE 6,33,Dona,733
2015,DISTRICTE 6,33,Home,779
2015,DISTRICTE 6,4,Dona,711
2015,DISTRICTE 6,4,Home,757
2015,DISTRICTE 6,5,Dona,775
2015,DISTRICTE 6,5,Home,802
2015,DISTRICTE 6,6,Dona,772
2015,DISTRICTE 6,6,Home,774
2015,DISTRICTE 6,8,Dona,1138
2015,DISTRICTE 6,8,Home,1126
2015,DISTRICTE 6,9,Dona,643
2015,DISTRICTE 6,9,Home,638
2016,DISTRICTE 1,1,Dona,708
2016,DISTRICTE 1,1,Home,569
2016,DISTRICTE 1,10,Dona,645
2016,DISTRICTE 1,10,Home,635
2016,DISTRICTE 1,11,Dona,664
2016,DISTRICTE 1,11,Home,641
2016,DISTRICTE 1,12,Dona,735
2016,DISTRICTE 1,12,Home,802
2016,DISTRICTE 1,13,Dona,458
2016,DISTRICTE 1,13,Home,449
2016,DISTRICTE 1,14,Dona,1127
2016,DISTRICTE 1,14,Home,1070
2016,DISTRICTE 1,15,Dona,662
2016,DISTRICTE 1,15,Home,623
2016,DISTRICTE 1,16,Dona,1246
2016,DISTRICTE 1,16,Home,1142
2016,DISTRICTE 1,17,Dona,1105
2016,DISTRICTE 1,17,Home,972
2016,DISTRICTE 1,18,Dona,319
2016,DISTRICTE 1,18,Home,298
2016,DISTRICTE 1,19,Dona,780
2016,DISTRICTE 1,19,Home,746
2016,DISTRICTE 1,2,Dona,787
2016,DISTRICTE 1,2,Home,694
2016,DISTRICTE 1,20,Dona,725
2016,DISTRICTE 1,20,Home,671
2016,DISTRICTE 1,21,Dona,783
2016,DISTRICTE 1,21,Home,687
2016,DISTRICTE 1,22,Dona,1010
2016,DISTRICTE 1,22,Home,953
2016,DISTRICTE 1,23,Dona,705
2016,DISTRICTE 1,23,Home,634
2016,DISTRICTE 1,24,Dona,462
2016,DISTRICTE 1,24,Home,378
2016,DISTRICTE 1,4,Dona,1092
2016,DISTRICTE 1,4,Home,985
2016,DISTRICTE 1,5,Dona,693
2016,DISTRICTE 1,5,Home,618
2016,DISTRICTE 1,6,Dona,766
2016,DISTRICTE 1,6,Home,744
2016,DISTRICTE 1,7,Dona,913
2016,DISTRICTE 1,7,Home,831
2016,DISTRICTE 1,8,Dona,1419
2016,DISTRICTE 1,8,Home,1176
2016,DISTRICTE 1,9,Dona,753
2016,DISTRICTE 1,9,Home,670
2016,DISTRICTE 2,1,Dona,921
2016,DISTRICTE 2,1,Home,901
2016,DISTRICTE 2,11,Dona,583
2016,DISTRICTE 2,11,Home,573
2016,DISTRICTE 2,12,Dona,746
2016,DISTRICTE 2,12,Home,898
2016,DISTRICTE 2,14,Dona,1038
2016,DISTRICTE 2,14,Home,1035
2016,DISTRICTE 2,15,Dona,395
2016,DISTRICTE 2,15,Home,420
2016,DISTRICTE 2,16,Dona,955
2016,DISTRICTE 2,16,Home,998
2016,DISTRICTE 2,17,Dona,861
2016,DISTRICTE 2,17,Home,895
2016,DISTRICTE 2,2,Dona,676
2016,DISTRICTE 2,2,Home,803
2016,DISTRICTE 2,3,Dona,872
2016,DISTRICTE 2,3,Home,897
2016,DISTRICTE 2,4,Dona,748
2016,DISTRICTE 2,4,Home,814
2016,DISTRICTE 2,5,Dona,614
2016,DISTRICTE 2,5,Home,666
2016,DISTRICTE 2,6,Dona,554
2016,DISTRICTE 2,6,Home,602
2016,DISTRICTE 2,8,Dona,602
2016,DISTRICTE 2,8,Home,617
2016,DISTRICTE 2,9,Dona,889
2016,DISTRICTE 2,9,Home,934
2016,DISTRICTE 3,1,Dona,941
2016,DISTRICTE 3,1,Home,895
2016,DISTRICTE 3,10,Dona,995
2016,DISTRICTE 3,10,Home,996
2016,DISTRICTE 3,11,Dona,885
2016,DISTRICTE 3,11,Home,884
2016,DISTRICTE 3,12,Dona,1073
2016,DISTRICTE 3,12,Home,1063
2016,DISTRICTE 3,14,Dona,832
2016,DISTRICTE 3,14,Home,910
2016,DISTRICTE 3,15,Dona,653
2016,DISTRICTE 3,15,Home,646
2016,DISTRICTE 3,16,Dona,521
2016,DISTRICTE 3,16,Home,616
2016,DISTRICTE 3,17,Dona,648
2016,DISTRICTE 3,17,Home,632
2016,DISTRICTE 3,18,Dona,568
2016,DISTRICTE 3,18,Home,575
2016,DISTRICTE 3,19,Dona,752
2016,DISTRICTE 3,19,Home,779
2016,DISTRICTE 3,2,Dona,727
2016,DISTRICTE 3,2,Home,743
2016,DISTRICTE 3,20,Dona,863
2016,DISTRICTE 3,20,Home,862
2016,DISTRICTE 3,3,Dona,825
2016,DISTRICTE 3,3,Home,858
2016,DISTRICTE 3,4,Dona,657
2016,DISTRICTE 3,4,Home,688
2016,DISTRICTE 3,5,Dona,1140
2016,DISTRICTE 3,5,Home,1111
2016,DISTRICTE 3,6,Dona,1060
2016,DISTRICTE 3,6,Home,1028
2016,DISTRICTE 3,7,Dona,1126
2016,DISTRICTE 3,7,Home,1077
2016,DISTRICTE 3,8,Dona,996
2016,DISTRICTE 3,8,Home,935
2016,DISTRICTE 3,9,Dona,1354
2016,DISTRICTE 3,9,Home,1365
2016,DISTRICTE 4,1,Dona,738
2016,DISTRICTE 4,1,Home,709
2016,DISTRICTE 4,10,Dona,590
2016,DISTRICTE 4,10,Home,664
2016,DISTRICTE 4,12,Dona,657
2016,DISTRICTE 4,12,Home,635
2016,DISTRICTE 4,13,Dona,815
2016,DISTRICTE 4,13,Home,764
2016,DISTRICTE 4,14,Dona,683
2016,DISTRICTE 4,14,Home,591
2016,DISTRICTE 4,15,Dona,650
2016,DISTRICTE 4,15,Home,558
2016,DISTRICTE 4,16,Dona,655
2016,DISTRICTE 4,16,Home,597
2016,DISTRICTE 4,17,Dona,760
2016,DISTRICTE 4,17,Home,674
2016,DISTRICTE 4,18,Dona,1298
2016,DISTRICTE 4,18,Home,1244
2016,DISTRICTE 4,19,Dona,680
2016,DISTRICTE 4,19,Home,577
2016,DISTRICTE 4,2,Dona,789
2016,DISTRICTE 4,2,Home,650
2016,DISTRICTE 4,20,Dona,435
2016,DISTRICTE 4,20,Home,441
2016,DISTRICTE 4,21,Dona,555
2016,DISTRICTE 4,21,Home,580
2016,DISTRICTE 4,22,Dona,1094
2016,DISTRICTE 4,22,Home,1194
2016,DISTRICTE 4,23,Dona,1108
2016,DISTRICTE 4,23,Home,1080
2016,DISTRICTE 4,24,Dona,1007
2016,DISTRICTE 4,24,Home,1067
2016,DISTRICTE 4,25,Dona,639
2016,DISTRICTE 4,25,Home,523
2016,DISTRICTE 4,26,Dona,751
2016,DISTRICTE 4,26,Home,659
2016,DISTRICTE 4,3,Dona,863
2016,DISTRICTE 4,3,Home,787
2016,DISTRICTE 4,4,Dona,761
2016,DISTRICTE 4,4,Home,687
2016,DISTRICTE 4,5,Dona,899
2016,DISTRICTE 4,5,Home,887
2016,DISTRICTE 4,6,Dona,999
2016,DISTRICTE 4,6,Home,999
2016,DISTRICTE 4,7,Dona,1335
2016,DISTRICTE 4,7,Home,1277
2016,DISTRICTE 4,8,Dona,616
2016,DISTRICTE 4,8,Home,644
2016,DISTRICTE 4,9,Dona,596
2016,DISTRICTE 4,9,Home,571
2016,DISTRICTE 5,1,Dona,985
2016,DISTRICTE 5,1,Home,1014
2016,DISTRICTE 5,10,Dona,1022
2016,DISTRICTE 5,10,Home,963
2016,DISTRICTE 5,11,Dona,989
2016,DISTRICTE 5,11,Home,873
2016,DISTRICTE 5,12,Dona,389
2016,DISTRICTE 5,12,Home,351
2016,DISTRICTE 5,13,Dona,818
2016,DISTRICTE 5,13,Home,781
2016,DISTRICTE 5,14,Dona,1141
2016,DISTRICTE 5,14,Home,1074
2016,DISTRICTE 5,15,Dona,1031
2016,DISTRICTE 5,15,Home,1008
2016,DISTRICTE 5,16,Dona,1274
2016,DISTRICTE 5,16,Home,1222
2016,DISTRICTE 5,17,Dona,928
2016,DISTRICTE 5,17,Home,904
2016,DISTRICTE 5,18,Dona,649
2016,DISTRICTE 5,18,Home,572
2016,DISTRICTE 5,19,Dona,600
2016,DISTRICTE 5,19,Home,627
2016,DISTRICTE 5,2,Dona,693
2016,DISTRICTE 5,2,Home,644
2016,DISTRICTE 5,20,Dona,805
2016,DISTRICTE 5,20,Home,737
2016,DISTRICTE 5,21,Dona,952
2016,DISTRICTE 5,21,Home,864
2016,DISTRICTE 5,22,Dona,364
2016,DISTRICTE 5,22,Home,347
2016,DISTRICTE 5,23,Dona,926
2016,DISTRICTE 5,23,Home,848
2016,DISTRICTE 5,24,Dona,801
2016,DISTRICTE 5,24,Home,765
2016,DISTRICTE 5,25,Dona,596
2016,DISTRICTE 5,25,Home,586
2016,DISTRICTE 5,26,Dona,618
2016,DISTRICTE 5,26,Home,599
2016,DISTRICTE 5,27,Dona,641
2016,DISTRICTE 5,27,Home,602
2016,DISTRICTE 5,28,Dona,609
2016,DISTRICTE 5,28,Home,608
2016,DISTRICTE 5,29,Dona,626
2016,DISTRICTE 5,29,Home,638
2016,DISTRICTE 5,3,Dona,1034
2016,DISTRICTE 5,3,Home,978
2016,DISTRICTE 5,4,Dona,825
2016,DISTRICTE 5,4,Home,757
2016,DISTRICTE 5,5,Dona,527
2016,DISTRICTE 5,5,Home,472
2016,DISTRICTE 5,6,Dona,1017
2016,DISTRICTE 5,6,Home,945
2016,DISTRICTE 5,7,Dona,614
2016,DISTRICTE 5,7,Home,538
2016,DISTRICTE 5,8,Dona,985
2016,DISTRICTE 5,8,Home,890
2016,DISTRICTE 5,9,Dona,903
2016,DISTRICTE 5,9,Home,837
2016,DISTRICTE 6,1,Dona,604
2016,DISTRICTE 6,1,Home,554
2016,DISTRICTE 6,10,Dona,1073
2016,DISTRICTE 6,10,Home,1056
2016,DISTRICTE 6,11,Dona,845
2016,DISTRICTE 6,11,Home,785
2016,DISTRICTE 6,12,Dona,653
2016,DISTRICTE 6,12,Home,633
2016,DISTRICTE 6,13,Dona,500
2016,DISTRICTE 6,13,Home,472
2016,DISTRICTE 6,14,Dona,575
2016,DISTRICTE 6,14,Home,625
2016,DISTRICTE 6,16,Dona,861
2016,DISTRICTE 6,16,Home,836
2016,DISTRICTE 6,18,Dona,625
2016,DISTRICTE 6,18,Home,579
2016,DISTRICTE 6,2,Dona,873
2016,DISTRICTE 6,2,Home,889
2016,DISTRICTE 6,20,Dona,887
2016,DISTRICTE 6,20,Home,924
2016,DISTRICTE 6,23,Dona,688
2016,DISTRICTE 6,23,Home,698
2016,DISTRICTE 6,24,Dona,1261
2016,DISTRICTE 6,24,Home,1250
2016,DISTRICTE 6,25,Dona,1003
2016,DISTRICTE 6,25,Home,964
2016,DISTRICTE 6,26,Dona,854
2016,DISTRICTE 6,26,Home,862
2016,DISTRICTE 6,27,Dona,676
2016,DISTRICTE 6,27,Home,638
2016,DISTRICTE 6,28,Dona,802
2016,DISTRICTE 6,28,Home,759
2016,DISTRICTE 6,29,Dona,526
2016,DISTRICTE 6,29,Home,563
2016,DISTRICTE 6,3,Dona,1111
2016,DISTRICTE 6,3,Home,1080
2016,DISTRICTE 6,30,Dona,372
2016,DISTRICTE 6,30,Home,399
2016,DISTRICTE 6,31,Dona,484
2016,DISTRICTE 6,31,Home,474
2016,DISTRICTE 6,32,Dona,400
2016,DISTRICTE 6,32,Home,417
2016,DISTRICTE 6,33,Dona,737
2016,DISTRICTE 6,33,Home,777
2016,DISTRICTE 6,4,Dona,700
2016,DISTRICTE 6,4,Home,734
2016,DISTRICTE 6,5,Dona,787
2016,DISTRICTE 6,5,Home,798
2016,DISTRICTE 6,6,Dona,783
2016,DISTRICTE 6,6,Home,768
2016,DISTRICTE 6,8,Dona,1133
2016,DISTRICTE 6,8,Home,1115
2016,DISTRICTE 6,9,Dona,612
2016,DISTRICTE 6,9,Home,626
2017,DISTRICTE 1,1,Dona,727
2017,DISTRICTE 1,1,Home,588
2017,DISTRICTE 1,10,Dona,643
2017,DISTRICTE 1,10,Home,617
2017,DISTRICTE 1,11,Dona,646
2017,DISTRICTE 1,11,Home,626
2017,DISTRICTE 1,12,Dona,761
2017,DISTRICTE 1,12,Home,790
2017,DISTRICTE 1,13,Dona,449
2017,DISTRICTE 1,13,Home,443
2017,DISTRICTE 1,14,Dona,1135
2017,DISTRICTE 1,14,Home,1105
2017,DISTRICTE 1,15,Dona,687
2017,DISTRICTE 1,15,Home,635
2017,DISTRICTE 1,16,Dona,1222
2017,DISTRICTE 1,16,Home,1130
2017,DISTRICTE 1,17,Dona,1138
2017,DISTRICTE 1,17,Home,979
2017,DISTRICTE 1,18,Dona,323
2017,DISTRICTE 1,18,Home,298
2017,DISTRICTE 1,19,Dona,804
2017,DISTRICTE 1,19,Home,744
2017,DISTRICTE 1,2,Dona,753
2017,DISTRICTE 1,2,Home,682
2017,DISTRICTE 1,20,Dona,716
2017,DISTRICTE 1,20,Home,668
2017,DISTRICTE 1,21,Dona,793
2017,DISTRICTE 1,21,Home,688
2017,DISTRICTE 1,22,Dona,1000
2017,DISTRICTE 1,22,Home,943
2017,DISTRICTE 1,23,Dona,702
2017,DISTRICTE 1,23,Home,633
2017,DISTRICTE 1,24,Dona,462
2017,DISTRICTE 1,24,Home,381
2017,DISTRICTE 1,4,Dona,1076
2017,DISTRICTE 1,4,Home,967
2017,DISTRICTE 1,5,Dona,679
2017,DISTRICTE 1,5,Home,627
2017,DISTRICTE 1,6,Dona,766
2017,DISTRICTE 1,6,Home,740
2017,DISTRICTE 1,7,Dona,932
2017,DISTRICTE 1,7,Home,843
2017,DISTRICTE 1,8,Dona,1447
2017,DISTRICTE 1,8,Home,1212
2017,DISTRICTE 1,9,Dona,778
2017,DISTRICTE 1,9,Home,682
2017,DISTRICTE 2,1,Dona,924
2017,DISTRICTE 2,1,Home,932
2017,DISTRICTE 2,11,Dona,609
2017,DISTRICTE 2,11,Home,589
2017,DISTRICTE 2,12,Dona,749
2017,DISTRICTE 2,12,Home,904
2017,DISTRICTE 2,14,Dona,1055
2017,DISTRICTE 2,14,Home,1075
2017,DISTRICTE 2,15,Dona,391
2017,DISTRICTE 2,15,Home,411
2017,DISTRICTE 2,16,Dona,992
2017,DISTRICTE 2,16,Home,1027
2017,DISTRICTE 2,17,Dona,909
2017,DISTRICTE 2,17,Home,951
2017,DISTRICTE 2,2,Dona,682
2017,DISTRICTE 2,2,Home,771
2017,DISTRICTE 2,3,Dona,875
2017,DISTRICTE 2,3,Home,859
2017,DISTRICTE 2,4,Dona,728
2017,DISTRICTE 2,4,Home,801
2017,DISTRICTE 2,5,Dona,608
2017,DISTRICTE 2,5,Home,683
2017,DISTRICTE 2,6,Dona,564
2017,DISTRICTE 2,6,Home,622
2017,DISTRICTE 2,8,Dona,589
2017,DISTRICTE 2,8,Home,604
2017,DISTRICTE 2,9,Dona,891
2017,DISTRICTE 2,9,Home,967
2017,DISTRICTE 3,1,Dona,934
2017,DISTRICTE 3,1,Home,879
2017,DISTRICTE 3,10,Dona,1011
2017,DISTRICTE 3,10,Home,984
2017,DISTRICTE 3,11,Dona,884
2017,DISTRICTE 3,11,Home,877
2017,DISTRICTE 3,12,Dona,1095
2017,DISTRICTE 3,12,Home,1090
2017,DISTRICTE 3,14,Dona,849
2017,DISTRICTE 3,14,Home,931
2017,DISTRICTE 3,15,Dona,651
2017,DISTRICTE 3,15,Home,662
2017,DISTRICTE 3,16,Dona,514
2017,DISTRICTE 3,16,Home,621
2017,DISTRICTE 3,17,Dona,630
2017,DISTRICTE 3,17,Home,609
2017,DISTRICTE 3,18,Dona,582
2017,DISTRICTE 3,18,Home,578
2017,DISTRICTE 3,19,Dona,749
2017,DISTRICTE 3,19,Home,794
2017,DISTRICTE 3,2,Dona,747
2017,DISTRICTE 3,2,Home,755
2017,DISTRICTE 3,20,Dona,887
2017,DISTRICTE 3,20,Home,857
2017,DISTRICTE 3,3,Dona,835
2017,DISTRICTE 3,3,Home,866
2017,DISTRICTE 3,4,Dona,661
2017,DISTRICTE 3,4,Home,677
2017,DISTRICTE 3,5,Dona,1221
2017,DISTRICTE 3,5,Home,1184
2017,DISTRICTE 3,6,Dona,1092
2017,DISTRICTE 3,6,Home,1057
2017,DISTRICTE 3,7,Dona,1115
2017,DISTRICTE 3,7,Home,1084
2017,DISTRICTE 3,8,Dona,990
2017,DISTRICTE 3,8,Home,928
2017,DISTRICTE 3,9,Dona,1355
2017,DISTRICTE 3,9,Home,1381
2017,DISTRICTE 4,1,Dona,751
2017,DISTRICTE 4,1,Home,707
2017,DISTRICTE 4,10,Dona,616
2017,DISTRICTE 4,10,Home,684
2017,DISTRICTE 4,12,Dona,659
2017,DISTRICTE 4,12,Home,626
2017,DISTRICTE 4,13,Dona,812
2017,DISTRICTE 4,13,Home,752
2017,DISTRICTE 4,14,Dona,694
2017,DISTRICTE 4,14,Home,604
2017,DISTRICTE 4,15,Dona,644
2017,DISTRICTE 4,15,Home,559
2017,DISTRICTE 4,16,Dona,656
2017,DISTRICTE 4,16,Home,593
2017,DISTRICTE 4,17,Dona,731
2017,DISTRICTE 4,17,Home,679
2017,DISTRICTE 4,18,Dona,1294
2017,DISTRICTE 4,18,Home,1264
2017,DISTRICTE 4,19,Dona,697
2017,DISTRICTE 4,19,Home,590
2017,DISTRICTE 4,2,Dona,785
2017,DISTRICTE 4,2,Home,640
2017,DISTRICTE 4,20,Dona,436
2017,DISTRICTE 4,20,Home,438
2017,DISTRICTE 4,21,Dona,571
2017,DISTRICTE 4,21,Home,562
2017,DISTRICTE 4,22,Dona,1086
2017,DISTRICTE 4,22,Home,1167
2017,DISTRICTE 4,23,Dona,1097
2017,DISTRICTE 4,23,Home,1074
2017,DISTRICTE 4,24,Dona,1027
2017,DISTRICTE 4,24,Home,1089
2017,DISTRICTE 4,25,Dona,633
2017,DISTRICTE 4,25,Home,518
2017,DISTRICTE 4,26,Dona,758
2017,DISTRICTE 4,26,Home,641
2017,DISTRICTE 4,3,Dona,863
2017,DISTRICTE 4,3,Home,790
2017,DISTRICTE 4,4,Dona,773
2017,DISTRICTE 4,4,Home,723
2017,DISTRICTE 4,5,Dona,898
2017,DISTRICTE 4,5,Home,880
2017,DISTRICTE 4,6,Dona,1013
2017,DISTRICTE 4,6,Home,1012
2017,DISTRICTE 4,7,Dona,1321
2017,DISTRICTE 4,7,Home,1299
2017,DISTRICTE 4,8,Dona,639
2017,DISTRICTE 4,8,Home,660
2017,DISTRICTE 4,9,Dona,603
2017,DISTRICTE 4,9,Home,605
2017,DISTRICTE 5,1,Dona,988
2017,DISTRICTE 5,1,Home,1018
2017,DISTRICTE 5,10,Dona,1020
2017,DISTRICTE 5,10,Home,945
2017,DISTRICTE 5,11,Dona,980
2017,DISTRICTE 5,11,Home,883
2017,DISTRICTE 5,12,Dona,387
2017,DISTRICTE 5,12,Home,356
2017,DISTRICTE 5,13,Dona,843
2017,DISTRICTE 5,13,Home,794
2017,DISTRICTE 5,14,Dona,1164
2017,DISTRICTE 5,14,Home,1097
2017,DISTRICTE 5,15,Dona,1030
2017,DISTRICTE 5,15,Home,988
2017,DISTRICTE 5,16,Dona,1257
2017,DISTRICTE 5,16,Home,1226
2017,DISTRICTE 5,17,Dona,943
2017,DISTRICTE 5,17,Home,907
2017,DISTRICTE 5,18,Dona,638
2017,DISTRICTE 5,18,Home,583
2017,DISTRICTE 5,19,Dona,626
2017,DISTRICTE 5,19,Home,644
2017,DISTRICTE 5,2,Dona,686
2017,DISTRICTE 5,2,Home,641
2017,DISTRICTE 5,20,Dona,784
2017,DISTRICTE 5,20,Home,757
2017,DISTRICTE 5,21,Dona,948
2017,DISTRICTE 5,21,Home,860
2017,DISTRICTE 5,22,Dona,376
2017,DISTRICTE 5,22,Home,367
2017,DISTRICTE 5,23,Dona,921
2017,DISTRICTE 5,23,Home,854
2017,DISTRICTE 5,24,Dona,804
2017,DISTRICTE 5,24,Home,773
2017,DISTRICTE 5,25,Dona,584
2017,DISTRICTE 5,25,Home,572
2017,DISTRICTE 5,26,Dona,623
2017,DISTRICTE 5,26,Home,591
2017,DISTRICTE 5,27,Dona,640
2017,DISTRICTE 5,27,Home,601
2017,DISTRICTE 5,28,Dona,607
2017,DISTRICTE 5,28,Home,593
2017,DISTRICTE 5,29,Dona,637
2017,DISTRICTE 5,29,Home,642
2017,DISTRICTE 5,3,Dona,1076
2017,DISTRICTE 5,3,Home,985
2017,DISTRICTE 5,4,Dona,840
2017,DISTRICTE 5,4,Home,784
2017,DISTRICTE 5,5,Dona,548
2017,DISTRICTE 5,5,Home,490
2017,DISTRICTE 5,6,Dona,1034
2017,DISTRICTE 5,6,Home,972
2017,DISTRICTE 5,7,Dona,615
2017,DISTRICTE 5,7,Home,538
2017,DISTRICTE 5,8,Dona,973
2017,DISTRICTE 5,8,Home,870
2017,DISTRICTE 5,9,Dona,896
2017,DISTRICTE 5,9,Home,840
2017,DISTRICTE 6,1,Dona,591
2017,DISTRICTE 6,1,Home,554
2017,DISTRICTE 6,10,Dona,1103
2017,DISTRICTE 6,10,Home,1059
2017,DISTRICTE 6,11,Dona,835
2017,DISTRICTE 6,11,Home,801
2017,DISTRICTE 6,12,Dona,642
2017,DISTRICTE 6,12,Home,630
2017,DISTRICTE 6,13,Dona,490
2017,DISTRICTE 6,13,Home,464
2017,DISTRICTE 6,14,Dona,571
2017,DISTRICTE 6,14,Home,603
2017,DISTRICTE 6,16,Dona,854
2017,DISTRICTE 6,16,Home,857
2017,DISTRICTE 6,18,Dona,625
2017,DISTRICTE 6,18,Home,597
2017,DISTRICTE 6,2,Dona,874
2017,DISTRICTE 6,2,Home,908
2017,DISTRICTE 6,20,Dona,878
2017,DISTRICTE 6,20,Home,932
2017,DISTRICTE 6,23,Dona,699
2017,DISTRICTE 6,23,Home,706
2017,DISTRICTE 6,24,Dona,1278
2017,DISTRICTE 6,24,Home,1269
2017,DISTRICTE 6,25,Dona,1041
2017,DISTRICTE 6,25,Home,998
2017,DISTRICTE 6,26,Dona,847
2017,DISTRICTE 6,26,Home,840
2017,DISTRICTE 6,27,Dona,646
2017,DISTRICTE 6,27,Home,634
2017,DISTRICTE 6,28,Dona,803
2017,DISTRICTE 6,28,Home,753
2017,DISTRICTE 6,29,Dona,522
2017,DISTRICTE 6,29,Home,577
2017,DISTRICTE 6,3,Dona,1122
2017,DISTRICTE 6,3,Home,1071
2017,DISTRICTE 6,30,Dona,362
2017,DISTRICTE 6,30,Home,385
2017,DISTRICTE 6,31,Dona,474
2017,DISTRICTE 6,31,Home,481
2017,DISTRICTE 6,32,Dona,409
2017,DISTRICTE 6,32,Home,437
2017,DISTRICTE 6,33,Dona,762
2017,DISTRICTE 6,33,Home,791
2017,DISTRICTE 6,4,Dona,727
2017,DISTRICTE 6,4,Home,742
2017,DISTRICTE 6,5,Dona,792
2017,DISTRICTE 6,5,Home,806
2017,DISTRICTE 6,6,Dona,787
2017,DISTRICTE 6,6,Home,756
2017,DISTRICTE 6,8,Dona,1129
2017,DISTRICTE 6,8,Home,1133
2017,DISTRICTE 6,9,Dona,615
2017,DISTRICTE 6,9,Home,632
