DATA_REFERENCIA,PAIS_NAIXAMENT,SEXE,NIVELL_ESTUDI,POBLACIO
2014,GHANA                         ,Home,Formació professional de Segon,1
2014,GUATEMALA                     ,Dona,Formació professional de Segon,2
2014,GUATEMALA                     ,Home,Formació professional de Segon,1
2014,"GUINEA EQUATORIAL, LA         ",Dona,Formació professional de Segon,10
2014,"GUINEA EQUATORIAL, LA         ",Home,Formació professional de Segon,5
2014,"GUINEA, LA                    ",Dona,Formació professional de Segon,1
2014,HONDURES                      ,Dona,Formació professional de Segon,7
2014,HONDURES                      ,Home,Formació professional de Segon,2
2014,"ÍNDIA, L                      ",Dona,Formació professional de Segon,2
2014,INDONÈSIA                     ,Dona,Formació professional de Segon,1
2014,ITÀLIA                        ,Dona,Formació professional de Segon,4
2014,ITÀLIA                        ,Home,Formació professional de Segon,14
2014,"KAZAKHSTAN, EL                ",Home,Formació professional de Segon,1
2014,"LÍBAN, EL                     ",Dona,Formació professional de Segon,1
2014,"MARROC, EL                    ",Dona,Formació professional de Segon,30
2014,"MARROC, EL                    ",Home,Formació professional de Segon,31
2014,MÈXIC                         ,Dona,Formació professional de Segon,6
2014,MÈXIC                         ,Home,Formació professional de Segon,2
2014,MOLDÀVIA                      ,Home,Formació professional de Segon,2
2014,NICARAGUA                     ,Home,Formació professional de Segon,1
2014,"PAÏSOS BAIXOS, ELS            ",Home,Formació professional de Segon,2
2014,"PAKISTAN, EL                  ",Dona,Formació professional de Segon,1
2014,"PAKISTAN, EL                  ",Home,Formació professional de Segon,4
2014,"PANAMÀ, EL                    ",Home,Formació professional de Segon,1
2014,"PARAGUAI, EL                  ",Dona,Formació professional de Segon,5
2014,"PARAGUAI, EL                  ",Home,Formació professional de Segon,6
2014,"PERÚ, EL                      ",Dona,Formació professional de Segon,23
2014,"PERÚ, EL                      ",Home,Formació professional de Segon,13
2014,POLÒNIA                       ,Dona,Formació professional de Segon,1
2014,POLÒNIA                       ,Home,Formació professional de Segon,8
2014,PORTUGAL                      ,Dona,Formació professional de Segon,2
2014,PORTUGAL                      ,Home,Formació professional de Segon,4
2014,"REGNE UNIT, EL                ",Dona,Formació professional de Segon,3
2014,"REGNE UNIT, EL                ",Home,Formació professional de Segon,1
2014,REPUBLICA DEMOCRATICA ALEMANA ,Dona,Formació professional de Segon,1
2014,REPUBLICA DEMOCRATICA ALEMANA ,Home,Formació professional de Segon,1
2014,"REPÚBLICA DOMINICANA, LA      ",Dona,Formació professional de Segon,11
2014,"REPÚBLICA DOMINICANA, LA      ",Home,Formació professional de Segon,7
2014,"REPÚBLICA TXECA, LA           ",Dona,Formació professional de Segon,1
2014,ROMANIA                       ,Dona,Formació professional de Segon,10
2014,ROMANIA                       ,Home,Formació professional de Segon,22
2014,RÚSSIA                        ,Dona,Formació professional de Segon,6
2014,RÚSSIA                        ,Home,Formació professional de Segon,1
2014,"SENEGAL, EL                   ",Dona,Formació professional de Segon,2
2014,"SENEGAL, EL                   ",Home,Formació professional de Segon,5
2014,SUD-ÀFRICA                    ,Dona,Formació professional de Segon,1
2014,SUÈCIA                        ,Home,Formació professional de Segon,1
2014,SUÏSSA                        ,Dona,Formació professional de Segon,6
2014,UCRAÏNA                       ,Dona,Formació professional de Segon,1
2014,UCRAÏNA                       ,Home,Formació professional de Segon,2
2014,"URUGUAI, L                    ",Dona,Formació professional de Segon,14
2014,"URUGUAI, L                    ",Home,Formació professional de Segon,26
2014,VENEÇUELA                     ,Dona,Formació professional de Segon,8
2014,VENEÇUELA                     ,Home,Formació professional de Segon,14
2014,XILE                          ,Dona,Formació professional de Segon,19
2014,XILE                          ,Home,Formació professional de Segon,20
2014,"XINA, LA                      ",Dona,Formació professional de Segon,4
2014,"XINA, LA                      ",Home,Formació professional de Segon,3
2014,ZÀMBIA                        ,Home,Formació professional de Segon,1
2014,ALBÀNIA                       ,Home,Formació professional Primer G,1
2014,ALEMANYA                      ,Dona,Formació professional Primer G,15
2014,ALEMANYA                      ,Home,Formació professional Primer G,20
2014,ANDORRA                       ,Dona,Formació professional Primer G,1
2014,ANDORRA                       ,Home,Formació professional Primer G,1
2014,"ARGENTINA, L                  ",Dona,Formació professional Primer G,18
2014,"ARGENTINA, L                  ",Home,Formació professional Primer G,27
2014,AUSTRÀLIA                     ,Dona,Formació professional Primer G,2
2014,AUSTRÀLIA                     ,Home,Formació professional Primer G,2
2014,ÀUSTRIA                       ,Home,Formació professional Primer G,1
2014,BÈLGICA                       ,Dona,Formació professional Primer G,2
2014,BÈLGICA                       ,Home,Formació professional Primer G,3
2014,BOLÍVIA                       ,Dona,Formació professional Primer G,12
2014,BOLÍVIA                       ,Home,Formació professional Primer G,7
2014,"BRASIL, EL                    ",Dona,Formació professional Primer G,11
2014,"BRASIL, EL                    ",Home,Formació professional Primer G,2
2014,BULGÀRIA                      ,Home,Formació professional Primer G,3
2014,"CANADÀ, EL                    ",Dona,Formació professional Primer G,2
2014,COLÒMBIA                      ,Dona,Formació professional Primer G,29
2014,COLÒMBIA                      ,Home,Formació professional Primer G,22
2014,CROÀCIA                       ,Home,Formació professional Primer G,1
2014,CUBA                          ,Dona,Formació professional Primer G,17
2014,CUBA                          ,Home,Formació professional Primer G,13
2014,EL SALVADOR                   ,Dona,Formació professional Primer G,1
2014,"EQUADOR, L                    ",Dona,Formació professional Primer G,54
2014,"EQUADOR, L                    ",Home,Formació professional Primer G,21
2014,ESPANYA                       ,Dona,Formació professional Primer G,5915
2014,ESPANYA                       ,Home,Formació professional Primer G,6120
2014,"ESTATS UNITS D AMÈRICA, ELS   ",Dona,Formació professional Primer G,2
2014,FRANÇA                        ,Dona,Formació professional Primer G,26
2014,FRANÇA                        ,Home,Formació professional Primer G,23
2014,GÀMBIA                        ,Home,Formació professional Primer G,1
2014,GHANA                         ,Home,Formació professional Primer G,2
2014,GRÈCIA                        ,Home,Formació professional Primer G,1
2014,GUATEMALA                     ,Dona,Formació professional Primer G,2
2014,GUATEMALA                     ,Home,Formació professional Primer G,1
2014,"GUINEA EQUATORIAL, LA         ",Dona,Formació professional Primer G,7
2014,"GUINEA EQUATORIAL, LA         ",Home,Formació professional Primer G,1
2014,"GUINEA, LA                    ",Dona,Formació professional Primer G,1
2014,HONDURES                      ,Dona,Formació professional Primer G,11
2014,HONDURES                      ,Home,Formació professional Primer G,5
2014,"ÍNDIA, L                      ",Home,Formació professional Primer G,1
2014,IRLANDA                       ,Home,Formació professional Primer G,1
2014,ITÀLIA                        ,Dona,Formació professional Primer G,3
2014,ITÀLIA                        ,Home,Formació professional Primer G,5
2014,JAMAICA                       ,Dona,Formació professional Primer G,1
2014,"LÍBAN, EL                     ",Home,Formació professional Primer G,1
2014,LITUÀNIA                      ,Dona,Formació professional Primer G,1
2014,MALÀISIA                      ,Home,Formació professional Primer G,4
2014,"MARROC, EL                    ",Dona,Formació professional Primer G,87
2014,"MARROC, EL                    ",Home,Formació professional Primer G,83
2014,MAURITÀNIA                    ,Home,Formació professional Primer G,1
2014,MÈXIC                         ,Dona,Formació professional Primer G,5
2014,MÈXIC                         ,Home,Formació professional Primer G,2
2014,MOLDÀVIA                      ,Dona,Formació professional Primer G,1
2014,NICARAGUA                     ,Home,Formació professional Primer G,1
2014,NIGÈRIA                       ,Home,Formació professional Primer G,4
2014,"PAÏSOS BAIXOS, ELS            ",Dona,Formació professional Primer G,4
2014,"PAÏSOS BAIXOS, ELS            ",Home,Formació professional Primer G,3
2014,"PAKISTAN, EL                  ",Home,Formació professional Primer G,2
2014,"PANAMÀ, EL                    ",Dona,Formació professional Primer G,1
2014,"PARAGUAI, EL                  ",Dona,Formació professional Primer G,13
2014,"PARAGUAI, EL                  ",Home,Formació professional Primer G,3
2014,"PERÚ, EL                      ",Dona,Formació professional Primer G,25
2014,"PERÚ, EL                      ",Home,Formació professional Primer G,13
2014,POLÒNIA                       ,Dona,Formació professional Primer G,8
2014,POLÒNIA                       ,Home,Formació professional Primer G,15
2014,PORTUGAL                      ,Dona,Formació professional Primer G,5
2014,PORTUGAL                      ,Home,Formació professional Primer G,4
2014,"REGNE UNIT, EL                ",Dona,Formació professional Primer G,1
2014,"REGNE UNIT, EL                ",Home,Formació professional Primer G,2
2014,"REPÚBLICA DOMINICANA, LA      ",Dona,Formació professional Primer G,25
2014,"REPÚBLICA DOMINICANA, LA      ",Home,Formació professional Primer G,13
2014,"REPÚBLICA TXECA, LA           ",Home,Formació professional Primer G,1
2014,ROMANIA                       ,Dona,Formació professional Primer G,18
2014,ROMANIA                       ,Home,Formació professional Primer G,20
2014,RÚSSIA                        ,Dona,Formació professional Primer G,6
2014,RÚSSIA                        ,Home,Formació professional Primer G,2
2014,"SENEGAL, EL                   ",Dona,Formació professional Primer G,9
2014,"SENEGAL, EL                   ",Home,Formació professional Primer G,14
2014,SUÏSSA                        ,Dona,Formació professional Primer G,6
2014,SUÏSSA                        ,Home,Formació professional Primer G,4
2014,"TOGO, EL                      ",Dona,Formació professional Primer G,1
2014,UCRAÏNA                       ,Dona,Formació professional Primer G,3
2014,UCRAÏNA                       ,Home,Formació professional Primer G,8
2014,"URUGUAI, L                    ",Dona,Formació professional Primer G,11
2014,"URUGUAI, L                    ",Home,Formació professional Primer G,17
2014,VENEÇUELA                     ,Dona,Formació professional Primer G,9
2014,VENEÇUELA                     ,Home,Formació professional Primer G,6
2014,XILE                          ,Dona,Formació professional Primer G,16
2014,XILE                          ,Home,Formació professional Primer G,17
2014,"XINA, LA                      ",Dona,Formació professional Primer G,4
2014,"XINA, LA                      ",Home,Formació professional Primer G,5
2014,ALEMANYA                      ,Dona,"Llicenciat Universitari, Arqui",22
2014,ALEMANYA                      ,Home,"Llicenciat Universitari, Arqui",15
2014,ALGÈRIA                       ,Dona,"Llicenciat Universitari, Arqui",4
2014,ALGÈRIA                       ,Home,"Llicenciat Universitari, Arqui",4
2014,ALTRES PAÏSOS D ÀSIA          ,Home,"Llicenciat Universitari, Arqui",1
2014,ANDORRA                       ,Dona,"Llicenciat Universitari, Arqui",4
2014,ANDORRA                       ,Home,"Llicenciat Universitari, Arqui",3
2014,"ARÀBIA SAUDITA, L             ",Home,"Llicenciat Universitari, Arqui",1
2014,"ARGENTINA, L                  ",Dona,"Llicenciat Universitari, Arqui",82
2014,"ARGENTINA, L                  ",Home,"Llicenciat Universitari, Arqui",74
2014,ARMÈNIA                       ,Dona,"Llicenciat Universitari, Arqui",2
2014,ARMÈNIA                       ,Home,"Llicenciat Universitari, Arqui",3
2014,AUSTRÀLIA                     ,Home,"Llicenciat Universitari, Arqui",3
2014,ÀUSTRIA                       ,Dona,"Llicenciat Universitari, Arqui",1
2014,ÀUSTRIA                       ,Home,"Llicenciat Universitari, Arqui",2
2014,BÈLGICA                       ,Dona,"Llicenciat Universitari, Arqui",3
2014,BÈLGICA                       ,Home,"Llicenciat Universitari, Arqui",6
2014,BIELORÚSSIA                   ,Dona,"Llicenciat Universitari, Arqui",4
2014,BOLÍVIA                       ,Dona,"Llicenciat Universitari, Arqui",21
2014,BOLÍVIA                       ,Home,"Llicenciat Universitari, Arqui",9
2014,BÒSNIA I HERCEGOVINA          ,Dona,"Llicenciat Universitari, Arqui",1
2014,"BRASIL, EL                    ",Dona,"Llicenciat Universitari, Arqui",28
2014,"BRASIL, EL                    ",Home,"Llicenciat Universitari, Arqui",15
2014,BULGÀRIA                      ,Dona,"Llicenciat Universitari, Arqui",10
2014,BULGÀRIA                      ,Home,"Llicenciat Universitari, Arqui",5
2014,"CANADÀ, EL                    ",Dona,"Llicenciat Universitari, Arqui",6
2014,"CANADÀ, EL                    ",Home,"Llicenciat Universitari, Arqui",3
2014,COLÒMBIA                      ,Dona,"Llicenciat Universitari, Arqui",104
2014,COLÒMBIA                      ,Home,"Llicenciat Universitari, Arqui",64
2014,COREA DEL SUD                 ,Dona,"Llicenciat Universitari, Arqui",1
2014,COREA DEL SUD                 ,Home,"Llicenciat Universitari, Arqui",1
2014,"COSTA D IVORI, LA             ",Home,"Llicenciat Universitari, Arqui",2
2014,COSTA RICA                    ,Dona,"Llicenciat Universitari, Arqui",2
2014,CUBA                          ,Dona,"Llicenciat Universitari, Arqui",53
2014,CUBA                          ,Home,"Llicenciat Universitari, Arqui",56
2014,EGIPTE                        ,Dona,"Llicenciat Universitari, Arqui",1
2014,EGIPTE                        ,Home,"Llicenciat Universitari, Arqui",3
2014,EL SALVADOR                   ,Dona,"Llicenciat Universitari, Arqui",5
2014,EL SALVADOR                   ,Home,"Llicenciat Universitari, Arqui",4
2014,"EQUADOR, L                    ",Dona,"Llicenciat Universitari, Arqui",65
2014,"EQUADOR, L                    ",Home,"Llicenciat Universitari, Arqui",30
2014,ESLOVÀQUIA                    ,Dona,"Llicenciat Universitari, Arqui",4
2014,ESPANYA                       ,Dona,"Llicenciat Universitari, Arqui",5853
2014,ESPANYA                       ,Home,"Llicenciat Universitari, Arqui",5149
2014,"ESTATS UNITS D AMÈRICA, ELS   ",Dona,"Llicenciat Universitari, Arqui",12
2014,"ESTATS UNITS D AMÈRICA, ELS   ",Home,"Llicenciat Universitari, Arqui",17
2014,ESTÒNIA                       ,Dona,"Llicenciat Universitari, Arqui",1
2014,"FILIPINES, LES                ",Dona,"Llicenciat Universitari, Arqui",2
2014,"FILIPINES, LES                ",Home,"Llicenciat Universitari, Arqui",1
2014,FINLÀNDIA                     ,Dona,"Llicenciat Universitari, Arqui",1
2014,FRANÇA                        ,Dona,"Llicenciat Universitari, Arqui",37
2014,FRANÇA                        ,Home,"Llicenciat Universitari, Arqui",36
2014,GEÒRGIA                       ,Dona,"Llicenciat Universitari, Arqui",1
2014,GHANA                         ,Home,"Llicenciat Universitari, Arqui",2
2014,GRÈCIA                        ,Dona,"Llicenciat Universitari, Arqui",1
2014,GRÈCIA                        ,Home,"Llicenciat Universitari, Arqui",1
2014,GUATEMALA                     ,Dona,"Llicenciat Universitari, Arqui",3
2014,GUATEMALA                     ,Home,"Llicenciat Universitari, Arqui",1
2014,"GUINEA EQUATORIAL, LA         ",Dona,"Llicenciat Universitari, Arqui",2
2014,"GUINEA EQUATORIAL, LA         ",Home,"Llicenciat Universitari, Arqui",3
2014,HONDURES                      ,Dona,"Llicenciat Universitari, Arqui",8
2014,HONDURES                      ,Home,"Llicenciat Universitari, Arqui",3
2014,HONGRIA                       ,Dona,"Llicenciat Universitari, Arqui",1
2014,"ÍNDIA, L                      ",Dona,"Llicenciat Universitari, Arqui",3
2014,"ÍNDIA, L                      ",Home,"Llicenciat Universitari, Arqui",3
2014,"IRAN, L                       ",Dona,"Llicenciat Universitari, Arqui",5
2014,"IRAN, L                       ",Home,"Llicenciat Universitari, Arqui",6
2014,"IRAQ, L                       ",Home,"Llicenciat Universitari, Arqui",1
2014,IRLANDA                       ,Dona,"Llicenciat Universitari, Arqui",1
2014,IRLANDA                       ,Home,"Llicenciat Universitari, Arqui",4
2014,ITÀLIA                        ,Dona,"Llicenciat Universitari, Arqui",21
2014,ITÀLIA                        ,Home,"Llicenciat Universitari, Arqui",30
2014,"JAPÓ, EL                      ",Dona,"Llicenciat Universitari, Arqui",6
2014,"JAPÓ, EL                      ",Home,"Llicenciat Universitari, Arqui",1
2014,JORDÀNIA                      ,Dona,"Llicenciat Universitari, Arqui",1
2014,JORDÀNIA                      ,Home,"Llicenciat Universitari, Arqui",2
2014,KENYA                         ,Home,"Llicenciat Universitari, Arqui",1
2014,LETÒNIA                       ,Dona,"Llicenciat Universitari, Arqui",2
2014,"LÍBAN, EL                     ",Home,"Llicenciat Universitari, Arqui",5
2014,LITUÀNIA                      ,Dona,"Llicenciat Universitari, Arqui",3
2014,LITUÀNIA                      ,Home,"Llicenciat Universitari, Arqui",1
2014,MALÀISIA                      ,Dona,"Llicenciat Universitari, Arqui",2
2014,MALÀISIA                      ,Home,"Llicenciat Universitari, Arqui",4
2014,MALI                          ,Home,"Llicenciat Universitari, Arqui",1
2014,"MARROC, EL                    ",Dona,"Llicenciat Universitari, Arqui",51
2014,"MARROC, EL                    ",Home,"Llicenciat Universitari, Arqui",90
2014,MÈXIC                         ,Dona,"Llicenciat Universitari, Arqui",46
2014,MÈXIC                         ,Home,"Llicenciat Universitari, Arqui",22
2014,MOLDÀVIA                      ,Dona,"Llicenciat Universitari, Arqui",7
2014,MOLDÀVIA                      ,Home,"Llicenciat Universitari, Arqui",3
2014,MONGÒLIA                      ,Dona,"Llicenciat Universitari, Arqui",1
2014,"NEPAL,EL                      ",Home,"Llicenciat Universitari, Arqui",1
2014,NICARAGUA                     ,Dona,"Llicenciat Universitari, Arqui",5
2014,NICARAGUA                     ,Home,"Llicenciat Universitari, Arqui",1
2014,NIGÈRIA                       ,Dona,"Llicenciat Universitari, Arqui",3
2014,NIGÈRIA                       ,Home,"Llicenciat Universitari, Arqui",4
2014,NOVA ZELANDA                  ,Dona,"Llicenciat Universitari, Arqui",1
2014,NOVA ZELANDA                  ,Home,"Llicenciat Universitari, Arqui",1
2014,"PAÏSOS BAIXOS, ELS            ",Dona,"Llicenciat Universitari, Arqui",2
2014,"PAÏSOS BAIXOS, ELS            ",Home,"Llicenciat Universitari, Arqui",10
2014,"PAKISTAN, EL                  ",Dona,"Llicenciat Universitari, Arqui",1
2014,"PAKISTAN, EL                  ",Home,"Llicenciat Universitari, Arqui",7
2014,"PANAMÀ, EL                    ",Dona,"Llicenciat Universitari, Arqui",1
2014,"PARAGUAI, EL                  ",Dona,"Llicenciat Universitari, Arqui",19
2014,"PARAGUAI, EL                  ",Home,"Llicenciat Universitari, Arqui",4
2014,"PERÚ, EL                      ",Dona,"Llicenciat Universitari, Arqui",76
2014,"PERÚ, EL                      ",Home,"Llicenciat Universitari, Arqui",66
2014,POLÒNIA                       ,Dona,"Llicenciat Universitari, Arqui",17
2014,POLÒNIA                       ,Home,"Llicenciat Universitari, Arqui",7
2014,PORTUGAL                      ,Dona,"Llicenciat Universitari, Arqui",10
2014,PORTUGAL                      ,Home,"Llicenciat Universitari, Arqui",6
2014,"REGNE UNIT, EL                ",Dona,"Llicenciat Universitari, Arqui",10
2014,"REGNE UNIT, EL                ",Home,"Llicenciat Universitari, Arqui",26
2014,REPÚBLICA DEM. DEL CONGO      ,Home,"Llicenciat Universitari, Arqui",2
2014,REPUBLICA DEMOCRATICA ALEMANA ,Dona,"Llicenciat Universitari, Arqui",1
2014,"REPÚBLICA DOMINICANA, LA      ",Dona,"Llicenciat Universitari, Arqui",39
2014,"REPÚBLICA DOMINICANA, LA      ",Home,"Llicenciat Universitari, Arqui",15
2014,"REPÚBLICA TXECA, LA           ",Dona,"Llicenciat Universitari, Arqui",1
2014,"REPÚBLICA TXECA, LA           ",Home,"Llicenciat Universitari, Arqui",4
2014,ROMANIA                       ,Dona,"Llicenciat Universitari, Arqui",36
2014,ROMANIA                       ,Home,"Llicenciat Universitari, Arqui",19
2014,RÚSSIA                        ,Dona,"Llicenciat Universitari, Arqui",32
2014,RÚSSIA                        ,Home,"Llicenciat Universitari, Arqui",9
2014,"SENEGAL, EL                   ",Dona,"Llicenciat Universitari, Arqui",4
2014,"SENEGAL, EL                   ",Home,"Llicenciat Universitari, Arqui",35
2014,SÈRBIA                        ,Dona,"Llicenciat Universitari, Arqui",3
2014,SÈRBIA                        ,Home,"Llicenciat Universitari, Arqui",1
2014,SIERRA LEONE                  ,Home,"Llicenciat Universitari, Arqui",1
2014,SÍRIA                         ,Dona,"Llicenciat Universitari, Arqui",1
2014,SÍRIA                         ,Home,"Llicenciat Universitari, Arqui",1
2014,"SUDAN, EL                     ",Dona,"Llicenciat Universitari, Arqui",1
2014,"SUDAN, EL                     ",Home,"Llicenciat Universitari, Arqui",1
2014,SUÈCIA                        ,Dona,"Llicenciat Universitari, Arqui",1
2014,SUÏSSA                        ,Dona,"Llicenciat Universitari, Arqui",10
2014,SUÏSSA                        ,Home,"Llicenciat Universitari, Arqui",6
2014,TAILÀNDIA                     ,Dona,"Llicenciat Universitari, Arqui",1
2014,TUNÍSIA                       ,Dona,"Llicenciat Universitari, Arqui",1
2014,TUNÍSIA                       ,Home,"Llicenciat Universitari, Arqui",2
2014,TURQUIA                       ,Dona,"Llicenciat Universitari, Arqui",8
2014,TURQUIA                       ,Home,"Llicenciat Universitari, Arqui",2
2014,UCRAÏNA                       ,Dona,"Llicenciat Universitari, Arqui",16
2014,UCRAÏNA                       ,Home,"Llicenciat Universitari, Arqui",7
2014,UGANDA                        ,Dona,"Llicenciat Universitari, Arqui",1
2014,"URUGUAI, L                    ",Dona,"Llicenciat Universitari, Arqui",17
2014,"URUGUAI, L                    ",Home,"Llicenciat Universitari, Arqui",10
2014,"UZBEKISTAN, L                 ",Home,"Llicenciat Universitari, Arqui",1
2014,VENEÇUELA                     ,Dona,"Llicenciat Universitari, Arqui",85
2014,VENEÇUELA                     ,Home,"Llicenciat Universitari, Arqui",50
2014,XILE                          ,Dona,"Llicenciat Universitari, Arqui",18
2014,XILE                          ,Home,"Llicenciat Universitari, Arqui",30
2014,"XINA, LA                      ",Dona,"Llicenciat Universitari, Arqui",4
2014,"XINA, LA                      ",Home,"Llicenciat Universitari, Arqui",7
2014,XIPRE                         ,Dona,"Llicenciat Universitari, Arqui",1
2014,ALBÀNIA                       ,Dona,No aplicable per ser més petit,2
2014,ALBÀNIA                       ,Home,No aplicable per ser més petit,2
2014,ALEMANYA                      ,Dona,No aplicable per ser més petit,3
2014,ALEMANYA                      ,Home,No aplicable per ser més petit,6
2014,ANDORRA                       ,Dona,No aplicable per ser més petit,3
2014,ANDORRA                       ,Home,No aplicable per ser més petit,2
2014,"ARGENTINA, L                  ",Dona,No aplicable per ser més petit,11
2014,"ARGENTINA, L                  ",Home,No aplicable per ser més petit,21
2014,ARMÈNIA                       ,Dona,No aplicable per ser més petit,1
2014,ÀUSTRIA                       ,Dona,No aplicable per ser més petit,1
2014,ÀUSTRIA                       ,Home,No aplicable per ser més petit,1
2014,BÈLGICA                       ,Dona,No aplicable per ser més petit,2
2014,BÈLGICA                       ,Home,No aplicable per ser més petit,2
2014,BIELORÚSSIA                   ,Dona,No aplicable per ser més petit,1
2014,BOLÍVIA                       ,Dona,No aplicable per ser més petit,9
2014,BOLÍVIA                       ,Home,No aplicable per ser més petit,10
2014,"BRASIL, EL                    ",Dona,No aplicable per ser més petit,3
2014,"BRASIL, EL                    ",Home,No aplicable per ser més petit,5
2014,BULGÀRIA                      ,Dona,No aplicable per ser més petit,1
2014,BULGÀRIA                      ,Home,No aplicable per ser més petit,1
2014,COLÒMBIA                      ,Dona,No aplicable per ser més petit,11
2014,COLÒMBIA                      ,Home,No aplicable per ser més petit,16
2014,COREA DEL SUD                 ,Dona,No aplicable per ser més petit,1
2014,COREA DEL SUD                 ,Home,No aplicable per ser més petit,1
2014,"COSTA D IVORI, LA             ",Home,No aplicable per ser més petit,1
2014,CUBA                          ,Dona,No aplicable per ser més petit,2
2014,CUBA                          ,Home,No aplicable per ser més petit,3
2014,EL SALVADOR                   ,Dona,No aplicable per ser més petit,1
2014,"EQUADOR, L                    ",Dona,No aplicable per ser més petit,10
2014,"EQUADOR, L                    ",Home,No aplicable per ser més petit,15
2014,ESLOVÀQUIA                    ,Dona,No aplicable per ser més petit,2
2014,ESPANYA                       ,Dona,No aplicable per ser més petit,13755
2014,ESPANYA                       ,Home,No aplicable per ser més petit,14661
2014,"ESTATS UNITS D AMÈRICA, ELS   ",Dona,No aplicable per ser més petit,6
2014,"ESTATS UNITS D AMÈRICA, ELS   ",Home,No aplicable per ser més petit,6
2014,ETIÒPIA                       ,Dona,No aplicable per ser més petit,6
2014,ETIÒPIA                       ,Home,No aplicable per ser més petit,17
2014,"FILIPINES, LES                ",Dona,No aplicable per ser més petit,1
2014,FRANÇA                        ,Dona,No aplicable per ser més petit,11
2014,FRANÇA                        ,Home,No aplicable per ser més petit,11
2014,GÀMBIA                        ,Dona,No aplicable per ser més petit,1
2014,GÀMBIA                        ,Home,No aplicable per ser més petit,2
2014,GUATEMALA                     ,Dona,No aplicable per ser més petit,4
2014,GUATEMALA                     ,Home,No aplicable per ser més petit,2
2014,"GUINEA EQUATORIAL, LA         ",Dona,No aplicable per ser més petit,2
2014,"GUINEA EQUATORIAL, LA         ",Home,No aplicable per ser més petit,1
2014,HAITÍ                         ,Dona,No aplicable per ser més petit,3
2014,HAITÍ                         ,Home,No aplicable per ser més petit,2
2014,HONDURES                      ,Dona,No aplicable per ser més petit,9
2014,HONDURES                      ,Home,No aplicable per ser més petit,4
2014,"ÍNDIA, L                      ",Home,No aplicable per ser més petit,5
2014,"IRAN, L                       ",Dona,No aplicable per ser més petit,1
2014,"IRAN, L                       ",Home,No aplicable per ser més petit,1
2014,"IRAQ, L                       ",Home,No aplicable per ser més petit,1
2014,IRLANDA                       ,Dona,No aplicable per ser més petit,2
2014,IRLANDA                       ,Home,No aplicable per ser més petit,2
2014,ITÀLIA                        ,Dona,No aplicable per ser més petit,6
2014,ITÀLIA                        ,Home,No aplicable per ser més petit,7
2014,"JAPÓ, EL                      ",Dona,No aplicable per ser més petit,1
2014,"KAZAKHSTAN, EL                ",Dona,No aplicable per ser més petit,1
2014,"KAZAKHSTAN, EL                ",Home,No aplicable per ser més petit,2
2014,MALÀISIA                      ,Home,No aplicable per ser més petit,1
2014,MALI                          ,Home,No aplicable per ser més petit,2
2014,"MARROC, EL                    ",Dona,No aplicable per ser més petit,175
2014,"MARROC, EL                    ",Home,No aplicable per ser més petit,194
2014,MÈXIC                         ,Dona,No aplicable per ser més petit,3
2014,MÈXIC                         ,Home,No aplicable per ser més petit,3
2014,MOLDÀVIA                      ,Dona,No aplicable per ser més petit,1
2014,"NEPAL,EL                      ",Dona,No aplicable per ser més petit,4
2014,"NEPAL,EL                      ",Home,No aplicable per ser més petit,3
2014,NICARAGUA                     ,Dona,No aplicable per ser més petit,1
2014,NIGÈRIA                       ,Dona,No aplicable per ser més petit,1
2014,NIGÈRIA                       ,Home,No aplicable per ser més petit,4
2014,NORUEGA                       ,Dona,No aplicable per ser més petit,1
2014,"PAÏSOS BAIXOS, ELS            ",Dona,No aplicable per ser més petit,4
2014,"PAÏSOS BAIXOS, ELS            ",Home,No aplicable per ser més petit,6
2014,"PAKISTAN, EL                  ",Dona,No aplicable per ser més petit,9
2014,"PAKISTAN, EL                  ",Home,No aplicable per ser més petit,12
2014,"PARAGUAI, EL                  ",Dona,No aplicable per ser més petit,7
2014,"PARAGUAI, EL                  ",Home,No aplicable per ser més petit,9
2014,"PERÚ, EL                      ",Dona,No aplicable per ser més petit,7
2014,"PERÚ, EL                      ",Home,No aplicable per ser més petit,11
2014,POLÒNIA                       ,Dona,No aplicable per ser més petit,2
2014,POLÒNIA                       ,Home,No aplicable per ser més petit,7
2014,PORTUGAL                      ,Dona,No aplicable per ser més petit,5
2014,PORTUGAL                      ,Home,No aplicable per ser més petit,1
2014,QATAR                         ,Dona,No aplicable per ser més petit,1
2014,"REGNE UNIT, EL                ",Dona,No aplicable per ser més petit,10
2014,"REGNE UNIT, EL                ",Home,No aplicable per ser més petit,5
2014,"REPÚBLICA DOMINICANA, LA      ",Dona,No aplicable per ser més petit,11
2014,"REPÚBLICA DOMINICANA, LA      ",Home,No aplicable per ser més petit,13
2014,ROMANIA                       ,Dona,No aplicable per ser més petit,27
2014,ROMANIA                       ,Home,No aplicable per ser més petit,21
2014,RÚSSIA                        ,Dona,No aplicable per ser més petit,29
2014,RÚSSIA                        ,Home,No aplicable per ser més petit,43
2014,"SENEGAL, EL                   ",Dona,No aplicable per ser més petit,11
2014,"SENEGAL, EL                   ",Home,No aplicable per ser més petit,23
2014,SÍRIA                         ,Dona,No aplicable per ser més petit,2
2014,SÍRIA                         ,Home,No aplicable per ser més petit,5
2014,SRI LANKA                     ,Home,No aplicable per ser més petit,1
