DATA_REFERENCIA,PAIS_NAIXAMENT,SEXE,NIVELL_ESTUDI,POBLACIO
2011,EGIPTE                        ,Home,Arquitecte o Enginyer Tècnic  ,1
2011,"EQUADOR, L                    ",Dona,Arquitecte o Enginyer Tècnic  ,5
2011,"EQUADOR, L                    ",Home,Arquitecte o Enginyer Tècnic  ,5
2011,ESPANYA                       ,Dona,Arquitecte o Enginyer Tècnic  ,377
2011,ESPANYA                       ,Home,Arquitecte o Enginyer Tècnic  ,1395
2011,FRANÇA                        ,Home,Arquitecte o Enginyer Tècnic  ,7
2011,GEÒRGIA                       ,Dona,Arquitecte o Enginyer Tècnic  ,1
2011,"ÍNDIA, L                      ",Home,Arquitecte o Enginyer Tècnic  ,2
2011,"IRAN, L                       ",Home,Arquitecte o Enginyer Tècnic  ,1
2011,ITÀLIA                        ,Home,Arquitecte o Enginyer Tècnic  ,4
2011,JORDÀNIA                      ,Home,Arquitecte o Enginyer Tècnic  ,1
2011,MALÀISIA                      ,Dona,Arquitecte o Enginyer Tècnic  ,2
2011,"MARROC, EL                    ",Dona,Arquitecte o Enginyer Tècnic  ,5
2011,"MARROC, EL                    ",Home,Arquitecte o Enginyer Tècnic  ,11
2011,MÈXIC                         ,Dona,Arquitecte o Enginyer Tècnic  ,1
2011,MÈXIC                         ,Home,Arquitecte o Enginyer Tècnic  ,3
2011,MOLDÀVIA                      ,Home,Arquitecte o Enginyer Tècnic  ,1
2011,NICARAGUA                     ,Dona,Arquitecte o Enginyer Tècnic  ,1
2011,NICARAGUA                     ,Home,Arquitecte o Enginyer Tècnic  ,1
2011,NIGÈRIA                       ,Home,Arquitecte o Enginyer Tècnic  ,2
2011,NORUEGA                       ,Dona,Arquitecte o Enginyer Tècnic  ,1
2011,"PAÏSOS BAIXOS, ELS            ",Home,Arquitecte o Enginyer Tècnic  ,2
2011,"PAKISTAN, EL                  ",Dona,Arquitecte o Enginyer Tècnic  ,1
2011,"PARAGUAI, EL                  ",Home,Arquitecte o Enginyer Tècnic  ,1
2011,"PERÚ, EL                      ",Dona,Arquitecte o Enginyer Tècnic  ,5
2011,"PERÚ, EL                      ",Home,Arquitecte o Enginyer Tècnic  ,13
2011,POLÒNIA                       ,Dona,Arquitecte o Enginyer Tècnic  ,3
2011,PORTUGAL                      ,Home,Arquitecte o Enginyer Tècnic  ,1
2011,"REPÚBLICA DOMINICANA, LA      ",Dona,Arquitecte o Enginyer Tècnic  ,4
2011,"REPÚBLICA DOMINICANA, LA      ",Home,Arquitecte o Enginyer Tècnic  ,3
2011,"REPÚBLICA TXECA, LA           ",Dona,Arquitecte o Enginyer Tècnic  ,1
2011,ROMANIA                       ,Dona,Arquitecte o Enginyer Tècnic  ,1
2011,ROMANIA                       ,Home,Arquitecte o Enginyer Tècnic  ,3
2011,RÚSSIA                        ,Dona,Arquitecte o Enginyer Tècnic  ,3
2011,RÚSSIA                        ,Home,Arquitecte o Enginyer Tècnic  ,1
2011,"SENEGAL, EL                   ",Home,Arquitecte o Enginyer Tècnic  ,2
2011,SÈRBIA                        ,Home,Arquitecte o Enginyer Tècnic  ,1
2011,SÍRIA                         ,Dona,Arquitecte o Enginyer Tècnic  ,1
2011,SÍRIA                         ,Home,Arquitecte o Enginyer Tècnic  ,2
2011,SUÈCIA                        ,Home,Arquitecte o Enginyer Tècnic  ,1
2011,SUÏSSA                        ,Dona,Arquitecte o Enginyer Tècnic  ,2
2011,TURQUIA                       ,Dona,Arquitecte o Enginyer Tècnic  ,1
2011,UCRAÏNA                       ,Dona,Arquitecte o Enginyer Tècnic  ,2
2011,UCRAÏNA                       ,Home,Arquitecte o Enginyer Tècnic  ,1
2011,"URUGUAI, L                    ",Dona,Arquitecte o Enginyer Tècnic  ,1
2011,"URUGUAI, L                    ",Home,Arquitecte o Enginyer Tècnic  ,1
2011,VENEÇUELA                     ,Dona,Arquitecte o Enginyer Tècnic  ,8
2011,VENEÇUELA                     ,Home,Arquitecte o Enginyer Tècnic  ,13
2011,XILE                          ,Dona,Arquitecte o Enginyer Tècnic  ,2
2011,XILE                          ,Home,Arquitecte o Enginyer Tècnic  ,1
2011,"XINA, LA                      ",Dona,Arquitecte o Enginyer Tècnic  ,1
2011,ALBÀNIA                       ,Dona,"Batxiller Elemental, Graduat E",5
2011,ALBÀNIA                       ,Home,"Batxiller Elemental, Graduat E",6
2011,ALEMANYA                      ,Dona,"Batxiller Elemental, Graduat E",36
2011,ALEMANYA                      ,Home,"Batxiller Elemental, Graduat E",39
2011,ALGÈRIA                       ,Dona,"Batxiller Elemental, Graduat E",5
2011,ALGÈRIA                       ,Home,"Batxiller Elemental, Graduat E",16
2011,ALTRES PAÏSOS D EUROPA        ,Home,"Batxiller Elemental, Graduat E",1
2011,ANDORRA                       ,Dona,"Batxiller Elemental, Graduat E",4
2011,ANDORRA                       ,Home,"Batxiller Elemental, Graduat E",12
2011,ANGOLA                        ,Dona,"Batxiller Elemental, Graduat E",1
2011,ANGOLA                        ,Home,"Batxiller Elemental, Graduat E",2
2011,"ARÀBIA SAUDITA, L             ",Home,"Batxiller Elemental, Graduat E",1
2011,"ARGENTINA, L                  ",Dona,"Batxiller Elemental, Graduat E",189
2011,"ARGENTINA, L                  ",Home,"Batxiller Elemental, Graduat E",179
2011,ARMÈNIA                       ,Dona,"Batxiller Elemental, Graduat E",3
2011,ARMÈNIA                       ,Home,"Batxiller Elemental, Graduat E",1
2011,AUSTRÀLIA                     ,Dona,"Batxiller Elemental, Graduat E",2
2011,AUSTRÀLIA                     ,Home,"Batxiller Elemental, Graduat E",3
2011,ÀUSTRIA                       ,Dona,"Batxiller Elemental, Graduat E",1
2011,ÀUSTRIA                       ,Home,"Batxiller Elemental, Graduat E",1
2011,BÈLGICA                       ,Dona,"Batxiller Elemental, Graduat E",7
2011,BÈLGICA                       ,Home,"Batxiller Elemental, Graduat E",5
2011,BIELORÚSSIA                   ,Dona,"Batxiller Elemental, Graduat E",4
2011,BOLÍVIA                       ,Dona,"Batxiller Elemental, Graduat E",140
2011,BOLÍVIA                       ,Home,"Batxiller Elemental, Graduat E",96
2011,BÒSNIA I HERCEGOVINA          ,Dona,"Batxiller Elemental, Graduat E",2
2011,"BRASIL, EL                    ",Dona,"Batxiller Elemental, Graduat E",117
2011,"BRASIL, EL                    ",Home,"Batxiller Elemental, Graduat E",49
2011,BULGÀRIA                      ,Dona,"Batxiller Elemental, Graduat E",12
2011,BULGÀRIA                      ,Home,"Batxiller Elemental, Graduat E",8
2011,"CAMERUN, EL                   ",Dona,"Batxiller Elemental, Graduat E",1
2011,"CAMERUN, EL                   ",Home,"Batxiller Elemental, Graduat E",2
2011,"CANADÀ, EL                    ",Dona,"Batxiller Elemental, Graduat E",2
2011,"CANADÀ, EL                    ",Home,"Batxiller Elemental, Graduat E",1
2011,COLÒMBIA                      ,Dona,"Batxiller Elemental, Graduat E",309
2011,COLÒMBIA                      ,Home,"Batxiller Elemental, Graduat E",241
2011,"CONGO, EL                     ",Home,"Batxiller Elemental, Graduat E",2
2011,COREA DEL SUD                 ,Home,"Batxiller Elemental, Graduat E",3
2011,"COSTA D IVORI, LA             ",Dona,"Batxiller Elemental, Graduat E",1
2011,CUBA                          ,Dona,"Batxiller Elemental, Graduat E",74
2011,CUBA                          ,Home,"Batxiller Elemental, Graduat E",59
2011,DOMINICA                      ,Dona,"Batxiller Elemental, Graduat E",1
2011,DOMINICA                      ,Home,"Batxiller Elemental, Graduat E",1
2011,EGIPTE                        ,Home,"Batxiller Elemental, Graduat E",2
2011,EL SALVADOR                   ,Dona,"Batxiller Elemental, Graduat E",17
2011,EL SALVADOR                   ,Home,"Batxiller Elemental, Graduat E",12
2011,"EMIRATS ÀRABS UNITS, ELS      ",Dona,"Batxiller Elemental, Graduat E",1
2011,"EQUADOR, L                    ",Dona,"Batxiller Elemental, Graduat E",655
2011,"EQUADOR, L                    ",Home,"Batxiller Elemental, Graduat E",574
2011,ESLOVÀQUIA                    ,Dona,"Batxiller Elemental, Graduat E",2
2011,ESLOVÀQUIA                    ,Home,"Batxiller Elemental, Graduat E",3
2011,ESLOVÈNIA                     ,Home,"Batxiller Elemental, Graduat E",2
2011,ESPANYA                       ,Dona,"Batxiller Elemental, Graduat E",17522
2011,ESPANYA                       ,Home,"Batxiller Elemental, Graduat E",19350
2011,"ESTATS UNITS D AMÈRICA, ELS   ",Dona,"Batxiller Elemental, Graduat E",3
2011,"ESTATS UNITS D AMÈRICA, ELS   ",Home,"Batxiller Elemental, Graduat E",3
2011,"FILIPINES, LES                ",Dona,"Batxiller Elemental, Graduat E",2
2011,FINLÀNDIA                     ,Home,"Batxiller Elemental, Graduat E",1
2011,FRANÇA                        ,Dona,"Batxiller Elemental, Graduat E",87
2011,FRANÇA                        ,Home,"Batxiller Elemental, Graduat E",73
2011,GÀMBIA                        ,Dona,"Batxiller Elemental, Graduat E",1
2011,GÀMBIA                        ,Home,"Batxiller Elemental, Graduat E",11
2011,GEÒRGIA                       ,Dona,"Batxiller Elemental, Graduat E",7
2011,GEÒRGIA                       ,Home,"Batxiller Elemental, Graduat E",3
2011,GHANA                         ,Dona,"Batxiller Elemental, Graduat E",2
2011,GHANA                         ,Home,"Batxiller Elemental, Graduat E",1
2011,GRÈCIA                        ,Dona,"Batxiller Elemental, Graduat E",1
2011,GUATEMALA                     ,Dona,"Batxiller Elemental, Graduat E",3
2011,GUATEMALA                     ,Home,"Batxiller Elemental, Graduat E",6
2011,"GUINEA BISSAU, LA             ",Dona,"Batxiller Elemental, Graduat E",2
2011,"GUINEA BISSAU, LA             ",Home,"Batxiller Elemental, Graduat E",4
2011,"GUINEA EQUATORIAL, LA         ",Dona,"Batxiller Elemental, Graduat E",13
2011,"GUINEA EQUATORIAL, LA         ",Home,"Batxiller Elemental, Graduat E",8
2011,"GUINEA, LA                    ",Dona,"Batxiller Elemental, Graduat E",7
2011,"GUINEA, LA                    ",Home,"Batxiller Elemental, Graduat E",7
2011,HAITÍ                         ,Dona,"Batxiller Elemental, Graduat E",1
2011,HAITÍ                         ,Home,"Batxiller Elemental, Graduat E",1
2011,HONDURES                      ,Dona,"Batxiller Elemental, Graduat E",56
2011,HONDURES                      ,Home,"Batxiller Elemental, Graduat E",23
2011,HONGRIA                       ,Dona,"Batxiller Elemental, Graduat E",1
2011,HONGRIA                       ,Home,"Batxiller Elemental, Graduat E",1
2011,"ÍNDIA, L                      ",Dona,"Batxiller Elemental, Graduat E",2
2011,"ÍNDIA, L                      ",Home,"Batxiller Elemental, Graduat E",11
2011,"IRAN, L                       ",Dona,"Batxiller Elemental, Graduat E",2
2011,"IRAN, L                       ",Home,"Batxiller Elemental, Graduat E",3
2011,"IRAQ, L                       ",Dona,"Batxiller Elemental, Graduat E",1
2011,"IRAQ, L                       ",Home,"Batxiller Elemental, Graduat E",1
2011,ISRAEL                        ,Home,"Batxiller Elemental, Graduat E",2
2011,ITÀLIA                        ,Dona,"Batxiller Elemental, Graduat E",12
2011,ITÀLIA                        ,Home,"Batxiller Elemental, Graduat E",32
2011,JAMAICA                       ,Dona,"Batxiller Elemental, Graduat E",2
2011,"JAPÓ, EL                      ",Home,"Batxiller Elemental, Graduat E",1
2011,JORDÀNIA                      ,Dona,"Batxiller Elemental, Graduat E",1
2011,"KAZAKHSTAN, EL                ",Dona,"Batxiller Elemental, Graduat E",1
2011,KUWAIT                        ,Home,"Batxiller Elemental, Graduat E",2
2011,LETÒNIA                       ,Dona,"Batxiller Elemental, Graduat E",2
2011,LETÒNIA                       ,Home,"Batxiller Elemental, Graduat E",1
2011,LÍBIA                         ,Home,"Batxiller Elemental, Graduat E",1
2011,LITUÀNIA                      ,Dona,"Batxiller Elemental, Graduat E",3
2011,LITUÀNIA                      ,Home,"Batxiller Elemental, Graduat E",3
2011,MALI                          ,Dona,"Batxiller Elemental, Graduat E",1
2011,MALI                          ,Home,"Batxiller Elemental, Graduat E",8
2011,"MARROC, EL                    ",Dona,"Batxiller Elemental, Graduat E",805
2011,"MARROC, EL                    ",Home,"Batxiller Elemental, Graduat E",1251
2011,MAURICI                       ,Home,"Batxiller Elemental, Graduat E",1
2011,MAURITÀNIA                    ,Home,"Batxiller Elemental, Graduat E",1
2011,MÈXIC                         ,Dona,"Batxiller Elemental, Graduat E",21
2011,MÈXIC                         ,Home,"Batxiller Elemental, Graduat E",12
2011,MOLDÀVIA                      ,Dona,"Batxiller Elemental, Graduat E",5
2011,MOLDÀVIA                      ,Home,"Batxiller Elemental, Graduat E",7
2011,"NEPAL,EL                      ",Home,"Batxiller Elemental, Graduat E",1
2011,NICARAGUA                     ,Dona,"Batxiller Elemental, Graduat E",9
2011,NICARAGUA                     ,Home,"Batxiller Elemental, Graduat E",3
2011,NIGÈRIA                       ,Dona,"Batxiller Elemental, Graduat E",13
2011,NIGÈRIA                       ,Home,"Batxiller Elemental, Graduat E",20
2011,NORUEGA                       ,Dona,"Batxiller Elemental, Graduat E",1
2011,"PAÏSOS BAIXOS, ELS            ",Dona,"Batxiller Elemental, Graduat E",4
2011,"PAÏSOS BAIXOS, ELS            ",Home,"Batxiller Elemental, Graduat E",7
2011,"PAKISTAN, EL                  ",Dona,"Batxiller Elemental, Graduat E",6
2011,"PAKISTAN, EL                  ",Home,"Batxiller Elemental, Graduat E",43
2011,"PANAMÀ, EL                    ",Dona,"Batxiller Elemental, Graduat E",1
2011,"PANAMÀ, EL                    ",Home,"Batxiller Elemental, Graduat E",3
2011,"PARAGUAI, EL                  ",Dona,"Batxiller Elemental, Graduat E",244
2011,"PARAGUAI, EL                  ",Home,"Batxiller Elemental, Graduat E",121
2011,"PERÚ, EL                      ",Dona,"Batxiller Elemental, Graduat E",108
2011,"PERÚ, EL                      ",Home,"Batxiller Elemental, Graduat E",88
2011,POLÒNIA                       ,Dona,"Batxiller Elemental, Graduat E",26
2011,POLÒNIA                       ,Home,"Batxiller Elemental, Graduat E",48
2011,PORTUGAL                      ,Dona,"Batxiller Elemental, Graduat E",14
2011,PORTUGAL                      ,Home,"Batxiller Elemental, Graduat E",46
2011,"REGNE UNIT, EL                ",Dona,"Batxiller Elemental, Graduat E",6
2011,"REGNE UNIT, EL                ",Home,"Batxiller Elemental, Graduat E",14
2011,REPÚBLICA DEM. DEL CONGO      ,Home,"Batxiller Elemental, Graduat E",1
2011,REPUBLICA DEMOCRATICA ALEMANA ,Dona,"Batxiller Elemental, Graduat E",1
2011,REPUBLICA DEMOCRATICA ALEMANA ,Home,"Batxiller Elemental, Graduat E",1
2011,"REPÚBLICA DOMINICANA, LA      ",Dona,"Batxiller Elemental, Graduat E",238
2011,"REPÚBLICA DOMINICANA, LA      ",Home,"Batxiller Elemental, Graduat E",177
2011,"REPÚBLICA TXECA, LA           ",Dona,"Batxiller Elemental, Graduat E",1
2011,ROMANIA                       ,Dona,"Batxiller Elemental, Graduat E",163
2011,ROMANIA                       ,Home,"Batxiller Elemental, Graduat E",150
2011,RÚSSIA                        ,Dona,"Batxiller Elemental, Graduat E",23
2011,RÚSSIA                        ,Home,"Batxiller Elemental, Graduat E",9
2011,"SENEGAL, EL                   ",Dona,"Batxiller Elemental, Graduat E",65
2011,"SENEGAL, EL                   ",Home,"Batxiller Elemental, Graduat E",335
2011,SÈRBIA                        ,Dona,"Batxiller Elemental, Graduat E",1
2011,SIERRA LEONE                  ,Home,"Batxiller Elemental, Graduat E",2
2011,SÍRIA                         ,Dona,"Batxiller Elemental, Graduat E",1
2011,SÍRIA                         ,Home,"Batxiller Elemental, Graduat E",3
2011,SUD-ÀFRICA                    ,Home,"Batxiller Elemental, Graduat E",1
2011,SUÈCIA                        ,Dona,"Batxiller Elemental, Graduat E",2
2011,SUÏSSA                        ,Dona,"Batxiller Elemental, Graduat E",9
2011,SUÏSSA                        ,Home,"Batxiller Elemental, Graduat E",12
2011,TAIWAN                        ,Dona,"Batxiller Elemental, Graduat E",1
2011,TAIWAN                        ,Home,"Batxiller Elemental, Graduat E",1
2011,TUNÍSIA                       ,Dona,"Batxiller Elemental, Graduat E",1
2011,TUNÍSIA                       ,Home,"Batxiller Elemental, Graduat E",2
2011,TURQUIA                       ,Dona,"Batxiller Elemental, Graduat E",1
2011,UCRAÏNA                       ,Dona,"Batxiller Elemental, Graduat E",17
2011,UCRAÏNA                       ,Home,"Batxiller Elemental, Graduat E",25
2011,"URUGUAI, L                    ",Dona,"Batxiller Elemental, Graduat E",81
2011,"URUGUAI, L                    ",Home,"Batxiller Elemental, Graduat E",81
2011,VENEÇUELA                     ,Dona,"Batxiller Elemental, Graduat E",64
2011,VENEÇUELA                     ,Home,"Batxiller Elemental, Graduat E",55
2011,XILE                          ,Dona,"Batxiller Elemental, Graduat E",73
2011,XILE                          ,Home,"Batxiller Elemental, Graduat E",79
2011,"XINA, LA                      ",Dona,"Batxiller Elemental, Graduat E",84
2011,"XINA, LA                      ",Home,"Batxiller Elemental, Graduat E",96
2011,ALBÀNIA                       ,Dona,Batxiller superior. BUP. Batxi,1
2011,ALBÀNIA                       ,Home,Batxiller superior. BUP. Batxi,1
2011,ALEMANYA                      ,Dona,Batxiller superior. BUP. Batxi,22
2011,ALEMANYA                      ,Home,Batxiller superior. BUP. Batxi,29
2011,ALGÈRIA                       ,Dona,Batxiller superior. BUP. Batxi,2
2011,ALGÈRIA                       ,Home,Batxiller superior. BUP. Batxi,3
2011,ALTRES PAÏSOS D ÀSIA          ,Home,Batxiller superior. BUP. Batxi,2
2011,ANDORRA                       ,Dona,Batxiller superior. BUP. Batxi,2
2011,ANDORRA                       ,Home,Batxiller superior. BUP. Batxi,1
2011,ANGOLA                        ,Home,Batxiller superior. BUP. Batxi,2
2011,APÀTRIDES                     ,Home,Batxiller superior. BUP. Batxi,1
2011,"ARÀBIA SAUDITA, L             ",Dona,Batxiller superior. BUP. Batxi,1
2011,"ARGENTINA, L                  ",Dona,Batxiller superior. BUP. Batxi,137
2011,"ARGENTINA, L                  ",Home,Batxiller superior. BUP. Batxi,139
2011,ARMÈNIA                       ,Dona,Batxiller superior. BUP. Batxi,1
2011,ARMÈNIA                       ,Home,Batxiller superior. BUP. Batxi,3
2011,AUSTRÀLIA                     ,Home,Batxiller superior. BUP. Batxi,1
2011,ÀUSTRIA                       ,Home,Batxiller superior. BUP. Batxi,2
2011,BÈLGICA                       ,Dona,Batxiller superior. BUP. Batxi,6
2011,BÈLGICA                       ,Home,Batxiller superior. BUP. Batxi,7
2011,BIELORÚSSIA                   ,Dona,Batxiller superior. BUP. Batxi,2
2011,BOLÍVIA                       ,Dona,Batxiller superior. BUP. Batxi,63
2011,BOLÍVIA                       ,Home,Batxiller superior. BUP. Batxi,56
2011,"BRASIL, EL                    ",Dona,Batxiller superior. BUP. Batxi,45
2011,"BRASIL, EL                    ",Home,Batxiller superior. BUP. Batxi,26
2011,BULGÀRIA                      ,Dona,Batxiller superior. BUP. Batxi,6
2011,BULGÀRIA                      ,Home,Batxiller superior. BUP. Batxi,10
2011,"CAMERUN, EL                   ",Dona,Batxiller superior. BUP. Batxi,2
2011,"CAMERUN, EL                   ",Home,Batxiller superior. BUP. Batxi,2
2011,"CANADÀ, EL                    ",Dona,Batxiller superior. BUP. Batxi,2
2011,"CANADÀ, EL                    ",Home,Batxiller superior. BUP. Batxi,2
2011,CAP VERD                      ,Dona,Batxiller superior. BUP. Batxi,1
2011,CAP VERD                      ,Home,Batxiller superior. BUP. Batxi,1
2011,COLÒMBIA                      ,Dona,Batxiller superior. BUP. Batxi,159
2011,COLÒMBIA                      ,Home,Batxiller superior. BUP. Batxi,122
2011,COREA DEL SUD                 ,Dona,Batxiller superior. BUP. Batxi,3
2011,"COSTA D IVORI, LA             ",Dona,Batxiller superior. BUP. Batxi,2
2011,COSTA RICA                    ,Dona,Batxiller superior. BUP. Batxi,1
2011,CUBA                          ,Dona,Batxiller superior. BUP. Batxi,51
2011,CUBA                          ,Home,Batxiller superior. BUP. Batxi,36
2011,DINAMARCA                     ,Home,Batxiller superior. BUP. Batxi,2
2011,EGIPTE                        ,Home,Batxiller superior. BUP. Batxi,1
2011,EL SALVADOR                   ,Dona,Batxiller superior. BUP. Batxi,7
2011,EL SALVADOR                   ,Home,Batxiller superior. BUP. Batxi,8
2011,"EMIRATS ÀRABS UNITS, ELS      ",Home,Batxiller superior. BUP. Batxi,1
2011,"EQUADOR, L                    ",Dona,Batxiller superior. BUP. Batxi,264
2011,"EQUADOR, L                    ",Home,Batxiller superior. BUP. Batxi,221
2011,ESLOVÀQUIA                    ,Dona,Batxiller superior. BUP. Batxi,2
2011,ESPANYA                       ,Dona,Batxiller superior. BUP. Batxi,6561
2011,ESPANYA                       ,Home,Batxiller superior. BUP. Batxi,6946
2011,"ESTATS UNITS D AMÈRICA, ELS   ",Dona,Batxiller superior. BUP. Batxi,5
2011,"ESTATS UNITS D AMÈRICA, ELS   ",Home,Batxiller superior. BUP. Batxi,4
2011,"FILIPINES, LES                ",Dona,Batxiller superior. BUP. Batxi,1
2011,FRANÇA                        ,Dona,Batxiller superior. BUP. Batxi,39
2011,FRANÇA                        ,Home,Batxiller superior. BUP. Batxi,31
2011,GÀMBIA                        ,Home,Batxiller superior. BUP. Batxi,1
2011,GEÒRGIA                       ,Dona,Batxiller superior. BUP. Batxi,1
2011,GEÒRGIA                       ,Home,Batxiller superior. BUP. Batxi,1
2011,GHANA                         ,Home,Batxiller superior. BUP. Batxi,1
2011,GUATEMALA                     ,Dona,Batxiller superior. BUP. Batxi,3
