ï»¿VOTACIO,ELECCIO,ANY_VOTACIO,DISTRICTE,SECCIO,PARTIT,NOM_PARTIT,VOTS
P,Eleccions al Parlament de Catalunya     ,2010,5,7,U.C.E.         ,UNIFICACIÓ COMUNISTA DE ESPAÑA                    ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,7,UPYD           ,"UNIÓN, PROGRESO Y DEMOCRACIA                      ",1
P,Eleccions al Parlament de Catalunya     ,2010,5,8,ALTERNATIVA DE ,ALTERNATIVA DE GOVERN                             ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,8,CIU            ,CONVERGÈNCIA I UNIÓ                               ,385
P,Eleccions al Parlament de Catalunya     ,2010,5,8,CORI           ,COORDINADORA REUSENCA INDEPENDENT                 ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,8,C´S            ,CIUTADANS-PARTIDO DE LA CIUDADANÍA                ,27
P,Eleccions al Parlament de Catalunya     ,2010,5,8,DES DE BAIX    ,DES DE BAIX                                       ,2
P,Eleccions al Parlament de Catalunya     ,2010,5,8,EB-CENB        ,ESCONS EN BLANC - CIUDADANOS EN BLANCO            ,2
P,Eleccions al Parlament de Catalunya     ,2010,5,8,ESQUERRA       ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,77
P,Eleccions al Parlament de Catalunya     ,2010,5,8,EV-GVE         ,ELS VERDS-GRUP VERD EUROPEU                       ,3
P,Eleccions al Parlament de Catalunya     ,2010,5,8,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LES J.O.N.S.                  ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,8,GN             ,GENT NOSTA                                        ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,8,ICV-EUIA       ,INCIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALT,70
P,Eleccions al Parlament de Catalunya     ,2010,5,8,M.S.R.         ,MOVIMIENTO SOCIAL REPUBLICANO                     ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,8,P.O.S.I.       ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,8,P.P.           ,PARTIT POPULAR                                    ,67
P,Eleccions al Parlament de Catalunya     ,2010,5,8,PACMA-ANIMALIST,PACMA (PARTIT ANTITAURÓ CONTRA EL MA) - ANIMALISTA,2
P,Eleccions al Parlament de Catalunya     ,2010,5,8,PCAS           ,PARTIDO CASTELLANO                                ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,8,PCPC           ,PARTIT COMUNISTA DEL POBLE DE CATALUNYA           ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,8,PDLPEA         ,PARTIDO DE LOS PENSIONISTAS EN ACCIÓN             ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,8,PFIV           ,FAMILIA I VIDA                                    ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,8,PH             ,PARTIT HUMANISTA                                  ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,8,PIRATA.CAT     ,PIRATES DE CATALUNYA                              ,2
P,Eleccions al Parlament de Catalunya     ,2010,5,8,PRE-IR         ,PARTIT REPUBLICÀ D ESQUERRA-IZQUIERDA REPUBLICANA ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,8,PSC            ,PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE)   ,133
P,Eleccions al Parlament de Catalunya     ,2010,5,8,PUM+J          ,POR UN MUNDO MÁS JUSTO                            ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,8,PXC            ,PLATAFORMA PER CATALUNYA                          ,11
P,Eleccions al Parlament de Catalunya     ,2010,5,8,RI.CAT         ,REAGRUPAMENT INDEPENDENTISTA                      ,14
P,Eleccions al Parlament de Catalunya     ,2010,5,8,SI             ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,24
P,Eleccions al Parlament de Catalunya     ,2010,5,8,U.C.E.         ,UNIFICACIÓ COMUNISTA DE ESPAÑA                    ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,8,UPYD           ,"UNIÓN, PROGRESO Y DEMOCRACIA                      ",0
P,Eleccions al Parlament de Catalunya     ,2010,5,9,ALTERNATIVA DE ,ALTERNATIVA DE GOVERN                             ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,9,CIU            ,CONVERGÈNCIA I UNIÓ                               ,327
P,Eleccions al Parlament de Catalunya     ,2010,5,9,CORI           ,COORDINADORA REUSENCA INDEPENDENT                 ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,9,C´S            ,CIUTADANS-PARTIDO DE LA CIUDADANÍA                ,30
P,Eleccions al Parlament de Catalunya     ,2010,5,9,DES DE BAIX    ,DES DE BAIX                                       ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,9,EB-CENB        ,ESCONS EN BLANC - CIUDADANOS EN BLANCO            ,5
P,Eleccions al Parlament de Catalunya     ,2010,5,9,ESQUERRA       ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,45
P,Eleccions al Parlament de Catalunya     ,2010,5,9,EV-GVE         ,ELS VERDS-GRUP VERD EUROPEU                       ,2
P,Eleccions al Parlament de Catalunya     ,2010,5,9,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LES J.O.N.S.                  ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,9,GN             ,GENT NOSTA                                        ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,9,ICV-EUIA       ,INCIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALT,78
P,Eleccions al Parlament de Catalunya     ,2010,5,9,M.S.R.         ,MOVIMIENTO SOCIAL REPUBLICANO                     ,2
P,Eleccions al Parlament de Catalunya     ,2010,5,9,P.O.S.I.       ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,9,P.P.           ,PARTIT POPULAR                                    ,115
P,Eleccions al Parlament de Catalunya     ,2010,5,9,PACMA-ANIMALIST,PACMA (PARTIT ANTITAURÓ CONTRA EL MA) - ANIMALISTA,2
P,Eleccions al Parlament de Catalunya     ,2010,5,9,PCAS           ,PARTIDO CASTELLANO                                ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,9,PCPC           ,PARTIT COMUNISTA DEL POBLE DE CATALUNYA           ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,9,PDLPEA         ,PARTIDO DE LOS PENSIONISTAS EN ACCIÓN             ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,9,PFIV           ,FAMILIA I VIDA                                    ,4
P,Eleccions al Parlament de Catalunya     ,2010,5,9,PH             ,PARTIT HUMANISTA                                  ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,9,PIRATA.CAT     ,PIRATES DE CATALUNYA                              ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,9,PRE-IR         ,PARTIT REPUBLICÀ D ESQUERRA-IZQUIERDA REPUBLICANA ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,9,PSC            ,PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE)   ,167
P,Eleccions al Parlament de Catalunya     ,2010,5,9,PUM+J          ,POR UN MUNDO MÁS JUSTO                            ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,9,PXC            ,PLATAFORMA PER CATALUNYA                          ,18
P,Eleccions al Parlament de Catalunya     ,2010,5,9,RI.CAT         ,REAGRUPAMENT INDEPENDENTISTA                      ,5
P,Eleccions al Parlament de Catalunya     ,2010,5,9,SI             ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,18
P,Eleccions al Parlament de Catalunya     ,2010,5,9,U.C.E.         ,UNIFICACIÓ COMUNISTA DE ESPAÑA                    ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,9,UPYD           ,"UNIÓN, PROGRESO Y DEMOCRACIA                      ",2
P,Eleccions al Parlament de Catalunya     ,2010,5,10,ALTERNATIVA DE ,ALTERNATIVA DE GOVERN                             ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,10,CIU            ,CONVERGÈNCIA I UNIÓ                               ,190
P,Eleccions al Parlament de Catalunya     ,2010,5,10,CORI           ,COORDINADORA REUSENCA INDEPENDENT                 ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,10,C´S            ,CIUTADANS-PARTIDO DE LA CIUDADANÍA                ,27
P,Eleccions al Parlament de Catalunya     ,2010,5,10,DES DE BAIX    ,DES DE BAIX                                       ,4
P,Eleccions al Parlament de Catalunya     ,2010,5,10,EB-CENB        ,ESCONS EN BLANC - CIUDADANOS EN BLANCO            ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,10,ESQUERRA       ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,25
P,Eleccions al Parlament de Catalunya     ,2010,5,10,EV-GVE         ,ELS VERDS-GRUP VERD EUROPEU                       ,10
P,Eleccions al Parlament de Catalunya     ,2010,5,10,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LES J.O.N.S.                  ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,10,GN             ,GENT NOSTA                                        ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,10,ICV-EUIA       ,INCIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALT,73
P,Eleccions al Parlament de Catalunya     ,2010,5,10,M.S.R.         ,MOVIMIENTO SOCIAL REPUBLICANO                     ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,10,P.O.S.I.       ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,2
P,Eleccions al Parlament de Catalunya     ,2010,5,10,P.P.           ,PARTIT POPULAR                                    ,98
P,Eleccions al Parlament de Catalunya     ,2010,5,10,PACMA-ANIMALIST,PACMA (PARTIT ANTITAURÓ CONTRA EL MA) - ANIMALISTA,5
P,Eleccions al Parlament de Catalunya     ,2010,5,10,PCAS           ,PARTIDO CASTELLANO                                ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,10,PCPC           ,PARTIT COMUNISTA DEL POBLE DE CATALUNYA           ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,10,PDLPEA         ,PARTIDO DE LOS PENSIONISTAS EN ACCIÓN             ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,10,PFIV           ,FAMILIA I VIDA                                    ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,10,PH             ,PARTIT HUMANISTA                                  ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,10,PIRATA.CAT     ,PIRATES DE CATALUNYA                              ,2
P,Eleccions al Parlament de Catalunya     ,2010,5,10,PRE-IR         ,PARTIT REPUBLICÀ D ESQUERRA-IZQUIERDA REPUBLICANA ,2
P,Eleccions al Parlament de Catalunya     ,2010,5,10,PSC            ,PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE)   ,270
P,Eleccions al Parlament de Catalunya     ,2010,5,10,PUM+J          ,POR UN MUNDO MÁS JUSTO                            ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,10,PXC            ,PLATAFORMA PER CATALUNYA                          ,28
P,Eleccions al Parlament de Catalunya     ,2010,5,10,RI.CAT         ,REAGRUPAMENT INDEPENDENTISTA                      ,5
P,Eleccions al Parlament de Catalunya     ,2010,5,10,SI             ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,10
P,Eleccions al Parlament de Catalunya     ,2010,5,10,U.C.E.         ,UNIFICACIÓ COMUNISTA DE ESPAÑA                    ,2
P,Eleccions al Parlament de Catalunya     ,2010,5,10,UPYD           ,"UNIÓN, PROGRESO Y DEMOCRACIA                      ",4
P,Eleccions al Parlament de Catalunya     ,2010,5,11,ALTERNATIVA DE ,ALTERNATIVA DE GOVERN                             ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,11,CIU            ,CONVERGÈNCIA I UNIÓ                               ,316
P,Eleccions al Parlament de Catalunya     ,2010,5,11,CORI           ,COORDINADORA REUSENCA INDEPENDENT                 ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,11,C´S            ,CIUTADANS-PARTIDO DE LA CIUDADANÍA                ,29
P,Eleccions al Parlament de Catalunya     ,2010,5,11,DES DE BAIX    ,DES DE BAIX                                       ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,11,EB-CENB        ,ESCONS EN BLANC - CIUDADANOS EN BLANCO            ,5
P,Eleccions al Parlament de Catalunya     ,2010,5,11,ESQUERRA       ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,57
P,Eleccions al Parlament de Catalunya     ,2010,5,11,EV-GVE         ,ELS VERDS-GRUP VERD EUROPEU                       ,7
P,Eleccions al Parlament de Catalunya     ,2010,5,11,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LES J.O.N.S.                  ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,11,GN             ,GENT NOSTA                                        ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,11,ICV-EUIA       ,INCIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALT,72
P,Eleccions al Parlament de Catalunya     ,2010,5,11,M.S.R.         ,MOVIMIENTO SOCIAL REPUBLICANO                     ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,11,P.O.S.I.       ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,11,P.P.           ,PARTIT POPULAR                                    ,131
P,Eleccions al Parlament de Catalunya     ,2010,5,11,PACMA-ANIMALIST,PACMA (PARTIT ANTITAURÓ CONTRA EL MA) - ANIMALISTA,3
P,Eleccions al Parlament de Catalunya     ,2010,5,11,PCAS           ,PARTIDO CASTELLANO                                ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,11,PCPC           ,PARTIT COMUNISTA DEL POBLE DE CATALUNYA           ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,11,PDLPEA         ,PARTIDO DE LOS PENSIONISTAS EN ACCIÓN             ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,11,PFIV           ,FAMILIA I VIDA                                    ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,11,PH             ,PARTIT HUMANISTA                                  ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,11,PIRATA.CAT     ,PIRATES DE CATALUNYA                              ,3
P,Eleccions al Parlament de Catalunya     ,2010,5,11,PRE-IR         ,PARTIT REPUBLICÀ D ESQUERRA-IZQUIERDA REPUBLICANA ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,11,PSC            ,PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE)   ,175
P,Eleccions al Parlament de Catalunya     ,2010,5,11,PUM+J          ,POR UN MUNDO MÁS JUSTO                            ,3
P,Eleccions al Parlament de Catalunya     ,2010,5,11,PXC            ,PLATAFORMA PER CATALUNYA                          ,20
P,Eleccions al Parlament de Catalunya     ,2010,5,11,RI.CAT         ,REAGRUPAMENT INDEPENDENTISTA                      ,9
P,Eleccions al Parlament de Catalunya     ,2010,5,11,SI             ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,22
P,Eleccions al Parlament de Catalunya     ,2010,5,11,U.C.E.         ,UNIFICACIÓ COMUNISTA DE ESPAÑA                    ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,11,UPYD           ,"UNIÓN, PROGRESO Y DEMOCRACIA                      ",2
P,Eleccions al Parlament de Catalunya     ,2010,5,12,ALTERNATIVA DE ,ALTERNATIVA DE GOVERN                             ,2
P,Eleccions al Parlament de Catalunya     ,2010,5,12,CIU            ,CONVERGÈNCIA I UNIÓ                               ,113
P,Eleccions al Parlament de Catalunya     ,2010,5,12,CORI           ,COORDINADORA REUSENCA INDEPENDENT                 ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,12,C´S            ,CIUTADANS-PARTIDO DE LA CIUDADANÍA                ,6
P,Eleccions al Parlament de Catalunya     ,2010,5,12,DES DE BAIX    ,DES DE BAIX                                       ,2
P,Eleccions al Parlament de Catalunya     ,2010,5,12,EB-CENB        ,ESCONS EN BLANC - CIUDADANOS EN BLANCO            ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,12,ESQUERRA       ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,12
P,Eleccions al Parlament de Catalunya     ,2010,5,12,EV-GVE         ,ELS VERDS-GRUP VERD EUROPEU                       ,3
P,Eleccions al Parlament de Catalunya     ,2010,5,12,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LES J.O.N.S.                  ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,12,GN             ,GENT NOSTA                                        ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,12,ICV-EUIA       ,INCIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALT,31
P,Eleccions al Parlament de Catalunya     ,2010,5,12,M.S.R.         ,MOVIMIENTO SOCIAL REPUBLICANO                     ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,12,P.O.S.I.       ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,12,P.P.           ,PARTIT POPULAR                                    ,34
P,Eleccions al Parlament de Catalunya     ,2010,5,12,PACMA-ANIMALIST,PACMA (PARTIT ANTITAURÓ CONTRA EL MA) - ANIMALISTA,1
P,Eleccions al Parlament de Catalunya     ,2010,5,12,PCAS           ,PARTIDO CASTELLANO                                ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,12,PCPC           ,PARTIT COMUNISTA DEL POBLE DE CATALUNYA           ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,12,PDLPEA         ,PARTIDO DE LOS PENSIONISTAS EN ACCIÓN             ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,12,PFIV           ,FAMILIA I VIDA                                    ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,12,PH             ,PARTIT HUMANISTA                                  ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,12,PIRATA.CAT     ,PIRATES DE CATALUNYA                              ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,12,PRE-IR         ,PARTIT REPUBLICÀ D ESQUERRA-IZQUIERDA REPUBLICANA ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,12,PSC            ,PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE)   ,96
P,Eleccions al Parlament de Catalunya     ,2010,5,12,PUM+J          ,POR UN MUNDO MÁS JUSTO                            ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,12,PXC            ,PLATAFORMA PER CATALUNYA                          ,14
P,Eleccions al Parlament de Catalunya     ,2010,5,12,RI.CAT         ,REAGRUPAMENT INDEPENDENTISTA                      ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,12,SI             ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,3
P,Eleccions al Parlament de Catalunya     ,2010,5,12,U.C.E.         ,UNIFICACIÓ COMUNISTA DE ESPAÑA                    ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,12,UPYD           ,"UNIÓN, PROGRESO Y DEMOCRACIA                      ",1
P,Eleccions al Parlament de Catalunya     ,2010,5,13,ALTERNATIVA DE ,ALTERNATIVA DE GOVERN                             ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,13,CIU            ,CONVERGÈNCIA I UNIÓ                               ,144
P,Eleccions al Parlament de Catalunya     ,2010,5,13,CORI           ,COORDINADORA REUSENCA INDEPENDENT                 ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,13,C´S            ,CIUTADANS-PARTIDO DE LA CIUDADANÍA                ,29
P,Eleccions al Parlament de Catalunya     ,2010,5,13,DES DE BAIX    ,DES DE BAIX                                       ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,13,EB-CENB        ,ESCONS EN BLANC - CIUDADANOS EN BLANCO            ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,13,ESQUERRA       ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,24
P,Eleccions al Parlament de Catalunya     ,2010,5,13,EV-GVE         ,ELS VERDS-GRUP VERD EUROPEU                       ,9
P,Eleccions al Parlament de Catalunya     ,2010,5,13,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LES J.O.N.S.                  ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,13,GN             ,GENT NOSTA                                        ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,13,ICV-EUIA       ,INCIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALT,44
P,Eleccions al Parlament de Catalunya     ,2010,5,13,M.S.R.         ,MOVIMIENTO SOCIAL REPUBLICANO                     ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,13,P.O.S.I.       ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,13,P.P.           ,PARTIT POPULAR                                    ,48
P,Eleccions al Parlament de Catalunya     ,2010,5,13,PACMA-ANIMALIST,PACMA (PARTIT ANTITAURÓ CONTRA EL MA) - ANIMALISTA,1
P,Eleccions al Parlament de Catalunya     ,2010,5,13,PCAS           ,PARTIDO CASTELLANO                                ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,13,PCPC           ,PARTIT COMUNISTA DEL POBLE DE CATALUNYA           ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,13,PDLPEA         ,PARTIDO DE LOS PENSIONISTAS EN ACCIÓN             ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,13,PFIV           ,FAMILIA I VIDA                                    ,2
P,Eleccions al Parlament de Catalunya     ,2010,5,13,PH             ,PARTIT HUMANISTA                                  ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,13,PIRATA.CAT     ,PIRATES DE CATALUNYA                              ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,13,PRE-IR         ,PARTIT REPUBLICÀ D ESQUERRA-IZQUIERDA REPUBLICANA ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,13,PSC            ,PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE)   ,138
P,Eleccions al Parlament de Catalunya     ,2010,5,13,PUM+J          ,POR UN MUNDO MÁS JUSTO                            ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,13,PXC            ,PLATAFORMA PER CATALUNYA                          ,32
P,Eleccions al Parlament de Catalunya     ,2010,5,13,RI.CAT         ,REAGRUPAMENT INDEPENDENTISTA                      ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,13,SI             ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,3
P,Eleccions al Parlament de Catalunya     ,2010,5,13,U.C.E.         ,UNIFICACIÓ COMUNISTA DE ESPAÑA                    ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,13,UPYD           ,"UNIÓN, PROGRESO Y DEMOCRACIA                      ",0
P,Eleccions al Parlament de Catalunya     ,2010,5,14,ALTERNATIVA DE ,ALTERNATIVA DE GOVERN                             ,2
P,Eleccions al Parlament de Catalunya     ,2010,5,14,CIU            ,CONVERGÈNCIA I UNIÓ                               ,295
P,Eleccions al Parlament de Catalunya     ,2010,5,14,CORI           ,COORDINADORA REUSENCA INDEPENDENT                 ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,14,C´S            ,CIUTADANS-PARTIDO DE LA CIUDADANÍA                ,32
P,Eleccions al Parlament de Catalunya     ,2010,5,14,DES DE BAIX    ,DES DE BAIX                                       ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,14,EB-CENB        ,ESCONS EN BLANC - CIUDADANOS EN BLANCO            ,6
P,Eleccions al Parlament de Catalunya     ,2010,5,14,ESQUERRA       ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,40
P,Eleccions al Parlament de Catalunya     ,2010,5,14,EV-GVE         ,ELS VERDS-GRUP VERD EUROPEU                       ,12
P,Eleccions al Parlament de Catalunya     ,2010,5,14,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LES J.O.N.S.                  ,3
P,Eleccions al Parlament de Catalunya     ,2010,5,14,GN             ,GENT NOSTA                                        ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,14,ICV-EUIA       ,INCIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALT,91
P,Eleccions al Parlament de Catalunya     ,2010,5,14,M.S.R.         ,MOVIMIENTO SOCIAL REPUBLICANO                     ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,14,P.O.S.I.       ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,14,P.P.           ,PARTIT POPULAR                                    ,115
P,Eleccions al Parlament de Catalunya     ,2010,5,14,PACMA-ANIMALIST,PACMA (PARTIT ANTITAURÓ CONTRA EL MA) - ANIMALISTA,6
P,Eleccions al Parlament de Catalunya     ,2010,5,14,PCAS           ,PARTIDO CASTELLANO                                ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,14,PCPC           ,PARTIT COMUNISTA DEL POBLE DE CATALUNYA           ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,14,PDLPEA         ,PARTIDO DE LOS PENSIONISTAS EN ACCIÓN             ,2
P,Eleccions al Parlament de Catalunya     ,2010,5,14,PFIV           ,FAMILIA I VIDA                                    ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,14,PH             ,PARTIT HUMANISTA                                  ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,14,PIRATA.CAT     ,PIRATES DE CATALUNYA                              ,4
P,Eleccions al Parlament de Catalunya     ,2010,5,14,PRE-IR         ,PARTIT REPUBLICÀ D ESQUERRA-IZQUIERDA REPUBLICANA ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,14,PSC            ,PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE)   ,237
P,Eleccions al Parlament de Catalunya     ,2010,5,14,PUM+J          ,POR UN MUNDO MÁS JUSTO                            ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,14,PXC            ,PLATAFORMA PER CATALUNYA                          ,33
P,Eleccions al Parlament de Catalunya     ,2010,5,14,RI.CAT         ,REAGRUPAMENT INDEPENDENTISTA                      ,6
P,Eleccions al Parlament de Catalunya     ,2010,5,14,SI             ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,13
P,Eleccions al Parlament de Catalunya     ,2010,5,14,U.C.E.         ,UNIFICACIÓ COMUNISTA DE ESPAÑA                    ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,14,UPYD           ,"UNIÓN, PROGRESO Y DEMOCRACIA                      ",3
P,Eleccions al Parlament de Catalunya     ,2010,5,15,ALTERNATIVA DE ,ALTERNATIVA DE GOVERN                             ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,15,CIU            ,CONVERGÈNCIA I UNIÓ                               ,168
P,Eleccions al Parlament de Catalunya     ,2010,5,15,CORI           ,COORDINADORA REUSENCA INDEPENDENT                 ,0
P,Eleccions al Parlament de Catalunya     ,2010,5,15,C´S            ,CIUTADANS-PARTIDO DE LA CIUDADANÍA                ,45
P,Eleccions al Parlament de Catalunya     ,2010,5,15,DES DE BAIX    ,DES DE BAIX                                       ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,15,EB-CENB        ,ESCONS EN BLANC - CIUDADANOS EN BLANCO            ,4
P,Eleccions al Parlament de Catalunya     ,2010,5,15,ESQUERRA       ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,34
P,Eleccions al Parlament de Catalunya     ,2010,5,15,EV-GVE         ,ELS VERDS-GRUP VERD EUROPEU                       ,3
P,Eleccions al Parlament de Catalunya     ,2010,5,15,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LES J.O.N.S.                  ,1
P,Eleccions al Parlament de Catalunya     ,2010,5,15,GN             ,GENT NOSTA                                        ,0
