ï»¿VOTACIO,ELECCIO,ANY_VOTACIO,DISTRICTE,SECCIO,PARTIT,NOM_PARTIT,VOTS
P,Eleccions al Parlament de Catalunya     ,2006,6,1,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,2
P,Eleccions al Parlament de Catalunya     ,2006,6,1,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,40
P,Eleccions al Parlament de Catalunya     ,2006,6,1,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,1,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,1
P,Eleccions al Parlament de Catalunya     ,2006,6,1,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,1,PCPC           ,Partit Comunista de Poble de Catalunya            ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,1,PFIV           ,Partit Familia i Vida                             ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,1,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,1,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,1,PP             ,Partit Popular                                    ,44
P,Eleccions al Parlament de Catalunya     ,2006,6,1,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,251
P,Eleccions al Parlament de Catalunya     ,2006,6,1,RC             ,Partit Republicà Català                           ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,2,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,2,C S            ,Ciutadans-Partido de la Ciudadania                ,15
P,Eleccions al Parlament de Catalunya     ,2006,6,2,CIU            ,Convergència i Unió                               ,107
P,Eleccions al Parlament de Catalunya     ,2006,6,2,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,2,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,1
P,Eleccions al Parlament de Catalunya     ,2006,6,2,ERC            ,Esquerra Republicana de Catalunya                 ,31
P,Eleccions al Parlament de Catalunya     ,2006,6,2,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,3
P,Eleccions al Parlament de Catalunya     ,2006,6,2,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,57
P,Eleccions al Parlament de Catalunya     ,2006,6,2,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,2,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,2,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,2,PCPC           ,Partit Comunista de Poble de Catalunya            ,3
P,Eleccions al Parlament de Catalunya     ,2006,6,2,PFIV           ,Partit Familia i Vida                             ,1
P,Eleccions al Parlament de Catalunya     ,2006,6,2,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,2,POSI           ,Partit Obrer Socialista Internacionalista         ,1
P,Eleccions al Parlament de Catalunya     ,2006,6,2,PP             ,Partit Popular                                    ,49
P,Eleccions al Parlament de Catalunya     ,2006,6,2,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,227
P,Eleccions al Parlament de Catalunya     ,2006,6,2,RC             ,Partit Republicà Català                           ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,3,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,3,C S            ,Ciutadans-Partido de la Ciudadania                ,26
P,Eleccions al Parlament de Catalunya     ,2006,6,3,CIU            ,Convergència i Unió                               ,132
P,Eleccions al Parlament de Catalunya     ,2006,6,3,DECIDEIX.CAT   ,Catalunya Decideix                                ,1
P,Eleccions al Parlament de Catalunya     ,2006,6,3,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,0
P,Eleccions al Parlament de Catalunya     ,2006,6,3,ERC            ,Esquerra Republicana de Catalunya                 ,62
P,Eleccions al Parlament de Catalunya     ,2006,6,3,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,2
P,Eleccions al Parlament de Catalunya     ,2006,6,3,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,78
P,Eleccions al Parlament de Catalunya     ,2006,6,3,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,3,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,5
P,Eleccions al Parlament de Catalunya     ,2006,6,3,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,3,PCPC           ,Partit Comunista de Poble de Catalunya            ,3
P,Eleccions al Parlament de Catalunya     ,2006,6,3,PFIV           ,Partit Familia i Vida                             ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,3,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,3,POSI           ,Partit Obrer Socialista Internacionalista         ,4
P,Eleccions al Parlament de Catalunya     ,2006,6,3,PP             ,Partit Popular                                    ,89
P,Eleccions al Parlament de Catalunya     ,2006,6,3,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,244
P,Eleccions al Parlament de Catalunya     ,2006,6,3,RC             ,Partit Republicà Català                           ,1
P,Eleccions al Parlament de Catalunya     ,2006,6,4,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,4,C S            ,Ciutadans-Partido de la Ciudadania                ,8
P,Eleccions al Parlament de Catalunya     ,2006,6,4,CIU            ,Convergència i Unió                               ,93
P,Eleccions al Parlament de Catalunya     ,2006,6,4,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,4,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,3
P,Eleccions al Parlament de Catalunya     ,2006,6,4,ERC            ,Esquerra Republicana de Catalunya                 ,45
P,Eleccions al Parlament de Catalunya     ,2006,6,4,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,2
P,Eleccions al Parlament de Catalunya     ,2006,6,4,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,51
P,Eleccions al Parlament de Catalunya     ,2006,6,4,MSR            ,Movimiento Social Republicano                     ,1
P,Eleccions al Parlament de Catalunya     ,2006,6,4,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,2
P,Eleccions al Parlament de Catalunya     ,2006,6,4,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,4,PCPC           ,Partit Comunista de Poble de Catalunya            ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,4,PFIV           ,Partit Familia i Vida                             ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,4,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,4,POSI           ,Partit Obrer Socialista Internacionalista         ,3
P,Eleccions al Parlament de Catalunya     ,2006,6,4,PP             ,Partit Popular                                    ,90
P,Eleccions al Parlament de Catalunya     ,2006,6,4,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,174
P,Eleccions al Parlament de Catalunya     ,2006,6,4,RC             ,Partit Republicà Català                           ,2
P,Eleccions al Parlament de Catalunya     ,2006,6,5,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,5,C S            ,Ciutadans-Partido de la Ciudadania                ,15
P,Eleccions al Parlament de Catalunya     ,2006,6,5,CIU            ,Convergència i Unió                               ,96
P,Eleccions al Parlament de Catalunya     ,2006,6,5,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,5,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,2
P,Eleccions al Parlament de Catalunya     ,2006,6,5,ERC            ,Esquerra Republicana de Catalunya                 ,41
P,Eleccions al Parlament de Catalunya     ,2006,6,5,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,11
P,Eleccions al Parlament de Catalunya     ,2006,6,5,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,42
P,Eleccions al Parlament de Catalunya     ,2006,6,5,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,5,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,3
P,Eleccions al Parlament de Catalunya     ,2006,6,5,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,5,PCPC           ,Partit Comunista de Poble de Catalunya            ,3
P,Eleccions al Parlament de Catalunya     ,2006,6,5,PFIV           ,Partit Familia i Vida                             ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,5,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,5,POSI           ,Partit Obrer Socialista Internacionalista         ,1
P,Eleccions al Parlament de Catalunya     ,2006,6,5,PP             ,Partit Popular                                    ,48
P,Eleccions al Parlament de Catalunya     ,2006,6,5,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,145
P,Eleccions al Parlament de Catalunya     ,2006,6,5,RC             ,Partit Republicà Català                           ,1
P,Eleccions al Parlament de Catalunya     ,2006,6,6,AES-DN         ,Plataforma Adelante Cataluña                      ,1
P,Eleccions al Parlament de Catalunya     ,2006,6,6,C S            ,Ciutadans-Partido de la Ciudadania                ,12
P,Eleccions al Parlament de Catalunya     ,2006,6,6,CIU            ,Convergència i Unió                               ,71
P,Eleccions al Parlament de Catalunya     ,2006,6,6,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,6,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,1
P,Eleccions al Parlament de Catalunya     ,2006,6,6,ERC            ,Esquerra Republicana de Catalunya                 ,37
P,Eleccions al Parlament de Catalunya     ,2006,6,6,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,6
P,Eleccions al Parlament de Catalunya     ,2006,6,6,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,49
P,Eleccions al Parlament de Catalunya     ,2006,6,6,MSR            ,Movimiento Social Republicano                     ,1
P,Eleccions al Parlament de Catalunya     ,2006,6,6,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,2
P,Eleccions al Parlament de Catalunya     ,2006,6,6,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,6,PCPC           ,Partit Comunista de Poble de Catalunya            ,9
P,Eleccions al Parlament de Catalunya     ,2006,6,6,PFIV           ,Partit Familia i Vida                             ,2
P,Eleccions al Parlament de Catalunya     ,2006,6,6,PH             ,Partit Humanista de Catalunya                     ,2
P,Eleccions al Parlament de Catalunya     ,2006,6,6,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,6,PP             ,Partit Popular                                    ,43
P,Eleccions al Parlament de Catalunya     ,2006,6,6,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,134
P,Eleccions al Parlament de Catalunya     ,2006,6,6,RC             ,Partit Republicà Català                           ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,8,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,8,C S            ,Ciutadans-Partido de la Ciudadania                ,32
P,Eleccions al Parlament de Catalunya     ,2006,6,8,CIU            ,Convergència i Unió                               ,252
P,Eleccions al Parlament de Catalunya     ,2006,6,8,DECIDEIX.CAT   ,Catalunya Decideix                                ,2
P,Eleccions al Parlament de Catalunya     ,2006,6,8,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,5
P,Eleccions al Parlament de Catalunya     ,2006,6,8,ERC            ,Esquerra Republicana de Catalunya                 ,112
P,Eleccions al Parlament de Catalunya     ,2006,6,8,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,13
P,Eleccions al Parlament de Catalunya     ,2006,6,8,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,72
P,Eleccions al Parlament de Catalunya     ,2006,6,8,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,8,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,2
P,Eleccions al Parlament de Catalunya     ,2006,6,8,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,8,PCPC           ,Partit Comunista de Poble de Catalunya            ,1
P,Eleccions al Parlament de Catalunya     ,2006,6,8,PFIV           ,Partit Familia i Vida                             ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,8,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,8,POSI           ,Partit Obrer Socialista Internacionalista         ,4
P,Eleccions al Parlament de Catalunya     ,2006,6,8,PP             ,Partit Popular                                    ,62
P,Eleccions al Parlament de Catalunya     ,2006,6,8,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,241
P,Eleccions al Parlament de Catalunya     ,2006,6,8,RC             ,Partit Republicà Català                           ,2
