ï»¿VOTACIO,ELECCIO,ANY_VOTACIO,DISTRICTE,CODI_BARRI,NOM_BARRI,PARTIT,NOM_PARTIT,VOTS
P,Eleccions al Parlament de Catalunya     ,2006,1,16,CEMENTIRI VELL                          ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,8
P,Eleccions al Parlament de Catalunya     ,2006,1,16,CEMENTIRI VELL                          ,PAZUL          ,Carmel/Partido Azul                               ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,16,CEMENTIRI VELL                          ,PCPC           ,Partit Comunista de Poble de Catalunya            ,8
P,Eleccions al Parlament de Catalunya     ,2006,1,16,CEMENTIRI VELL                          ,PFIV           ,Partit Familia i Vida                             ,4
P,Eleccions al Parlament de Catalunya     ,2006,1,16,CEMENTIRI VELL                          ,PH             ,Partit Humanista de Catalunya                     ,4
P,Eleccions al Parlament de Catalunya     ,2006,1,16,CEMENTIRI VELL                          ,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,16,CEMENTIRI VELL                          ,PP             ,Partit Popular                                    ,243
P,Eleccions al Parlament de Catalunya     ,2006,1,16,CEMENTIRI VELL                          ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,688
P,Eleccions al Parlament de Catalunya     ,2006,1,16,CEMENTIRI VELL                          ,RC             ,Partit Republicà Català                           ,6
P,Eleccions al Parlament de Catalunya     ,2006,1,17,CENTRE                                  ,AES-DN         ,Plataforma Adelante Cataluña                      ,2
P,Eleccions al Parlament de Catalunya     ,2006,1,17,CENTRE                                  ,C S            ,Ciutadans-Partido de la Ciudadania                ,184
P,Eleccions al Parlament de Catalunya     ,2006,1,17,CENTRE                                  ,CIU            ,Convergència i Unió                               ,4088
P,Eleccions al Parlament de Catalunya     ,2006,1,17,CENTRE                                  ,DECIDEIX.CAT   ,Catalunya Decideix                                ,2
P,Eleccions al Parlament de Catalunya     ,2006,1,17,CENTRE                                  ,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,29
P,Eleccions al Parlament de Catalunya     ,2006,1,17,CENTRE                                  ,ERC            ,Esquerra Republicana de Catalunya                 ,1372
P,Eleccions al Parlament de Catalunya     ,2006,1,17,CENTRE                                  ,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,55
P,Eleccions al Parlament de Catalunya     ,2006,1,17,CENTRE                                  ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,779
P,Eleccions al Parlament de Catalunya     ,2006,1,17,CENTRE                                  ,MSR            ,Movimiento Social Republicano                     ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,17,CENTRE                                  ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,30
P,Eleccions al Parlament de Catalunya     ,2006,1,17,CENTRE                                  ,PAZUL          ,Carmel/Partido Azul                               ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,17,CENTRE                                  ,PCPC           ,Partit Comunista de Poble de Catalunya            ,7
P,Eleccions al Parlament de Catalunya     ,2006,1,17,CENTRE                                  ,PFIV           ,Partit Familia i Vida                             ,53
P,Eleccions al Parlament de Catalunya     ,2006,1,17,CENTRE                                  ,PH             ,Partit Humanista de Catalunya                     ,4
P,Eleccions al Parlament de Catalunya     ,2006,1,17,CENTRE                                  ,POSI           ,Partit Obrer Socialista Internacionalista         ,4
P,Eleccions al Parlament de Catalunya     ,2006,1,17,CENTRE                                  ,PP             ,Partit Popular                                    ,751
P,Eleccions al Parlament de Catalunya     ,2006,1,17,CENTRE                                  ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,1036
P,Eleccions al Parlament de Catalunya     ,2006,1,17,CENTRE                                  ,RC             ,Partit Republicà Català                           ,18
P,Eleccions al Parlament de Catalunya     ,2006,1,18,VALLPARADIS                             ,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,18,VALLPARADIS                             ,C S            ,Ciutadans-Partido de la Ciudadania                ,39
P,Eleccions al Parlament de Catalunya     ,2006,1,18,VALLPARADIS                             ,CIU            ,Convergència i Unió                               ,917
P,Eleccions al Parlament de Catalunya     ,2006,1,18,VALLPARADIS                             ,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,18,VALLPARADIS                             ,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,7
P,Eleccions al Parlament de Catalunya     ,2006,1,18,VALLPARADIS                             ,ERC            ,Esquerra Republicana de Catalunya                 ,405
P,Eleccions al Parlament de Catalunya     ,2006,1,18,VALLPARADIS                             ,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,12
P,Eleccions al Parlament de Catalunya     ,2006,1,18,VALLPARADIS                             ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,257
P,Eleccions al Parlament de Catalunya     ,2006,1,18,VALLPARADIS                             ,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,18,VALLPARADIS                             ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,5
P,Eleccions al Parlament de Catalunya     ,2006,1,18,VALLPARADIS                             ,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,18,VALLPARADIS                             ,PCPC           ,Partit Comunista de Poble de Catalunya            ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,18,VALLPARADIS                             ,PFIV           ,Partit Familia i Vida                             ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,18,VALLPARADIS                             ,PH             ,Partit Humanista de Catalunya                     ,2
P,Eleccions al Parlament de Catalunya     ,2006,1,18,VALLPARADIS                             ,POSI           ,Partit Obrer Socialista Internacionalista         ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,18,VALLPARADIS                             ,PP             ,Partit Popular                                    ,165
P,Eleccions al Parlament de Catalunya     ,2006,1,18,VALLPARADIS                             ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,419
P,Eleccions al Parlament de Catalunya     ,2006,1,18,VALLPARADIS                             ,RC             ,Partit Republicà Català                           ,2
P,Eleccions al Parlament de Catalunya     ,2006,1,19,ANTIC POBLE DE SANT PERE                ,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,19,ANTIC POBLE DE SANT PERE                ,C S            ,Ciutadans-Partido de la Ciudadania                ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,19,ANTIC POBLE DE SANT PERE                ,CIU            ,Convergència i Unió                               ,118
P,Eleccions al Parlament de Catalunya     ,2006,1,19,ANTIC POBLE DE SANT PERE                ,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,19,ANTIC POBLE DE SANT PERE                ,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,1
P,Eleccions al Parlament de Catalunya     ,2006,1,19,ANTIC POBLE DE SANT PERE                ,ERC            ,Esquerra Republicana de Catalunya                 ,37
P,Eleccions al Parlament de Catalunya     ,2006,1,19,ANTIC POBLE DE SANT PERE                ,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,2
P,Eleccions al Parlament de Catalunya     ,2006,1,19,ANTIC POBLE DE SANT PERE                ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,25
P,Eleccions al Parlament de Catalunya     ,2006,1,19,ANTIC POBLE DE SANT PERE                ,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,19,ANTIC POBLE DE SANT PERE                ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,19,ANTIC POBLE DE SANT PERE                ,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,19,ANTIC POBLE DE SANT PERE                ,PCPC           ,Partit Comunista de Poble de Catalunya            ,1
P,Eleccions al Parlament de Catalunya     ,2006,1,19,ANTIC POBLE DE SANT PERE                ,PFIV           ,Partit Familia i Vida                             ,2
P,Eleccions al Parlament de Catalunya     ,2006,1,19,ANTIC POBLE DE SANT PERE                ,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,19,ANTIC POBLE DE SANT PERE                ,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,1,19,ANTIC POBLE DE SANT PERE                ,PP             ,Partit Popular                                    ,13
P,Eleccions al Parlament de Catalunya     ,2006,1,19,ANTIC POBLE DE SANT PERE                ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,33
P,Eleccions al Parlament de Catalunya     ,2006,1,19,ANTIC POBLE DE SANT PERE                ,RC             ,Partit Republicà Català                           ,1
P,Eleccions al Parlament de Catalunya     ,2006,2,7,MONTSERRAT                              ,AES-DN         ,Plataforma Adelante Cataluña                      ,1
P,Eleccions al Parlament de Catalunya     ,2006,2,7,MONTSERRAT                              ,C S            ,Ciutadans-Partido de la Ciudadania                ,7
P,Eleccions al Parlament de Catalunya     ,2006,2,7,MONTSERRAT                              ,CIU            ,Convergència i Unió                               ,87
P,Eleccions al Parlament de Catalunya     ,2006,2,7,MONTSERRAT                              ,DECIDEIX.CAT   ,Catalunya Decideix                                ,1
P,Eleccions al Parlament de Catalunya     ,2006,2,7,MONTSERRAT                              ,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,2
P,Eleccions al Parlament de Catalunya     ,2006,2,7,MONTSERRAT                              ,ERC            ,Esquerra Republicana de Catalunya                 ,18
P,Eleccions al Parlament de Catalunya     ,2006,2,7,MONTSERRAT                              ,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,4
P,Eleccions al Parlament de Catalunya     ,2006,2,7,MONTSERRAT                              ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,32
P,Eleccions al Parlament de Catalunya     ,2006,2,7,MONTSERRAT                              ,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,2,7,MONTSERRAT                              ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,1
P,Eleccions al Parlament de Catalunya     ,2006,2,7,MONTSERRAT                              ,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,2,7,MONTSERRAT                              ,PCPC           ,Partit Comunista de Poble de Catalunya            ,1
P,Eleccions al Parlament de Catalunya     ,2006,2,7,MONTSERRAT                              ,PFIV           ,Partit Familia i Vida                             ,1
P,Eleccions al Parlament de Catalunya     ,2006,2,7,MONTSERRAT                              ,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,2,7,MONTSERRAT                              ,POSI           ,Partit Obrer Socialista Internacionalista         ,1
P,Eleccions al Parlament de Catalunya     ,2006,2,7,MONTSERRAT                              ,PP             ,Partit Popular                                    ,32
P,Eleccions al Parlament de Catalunya     ,2006,2,7,MONTSERRAT                              ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,137
P,Eleccions al Parlament de Catalunya     ,2006,2,7,MONTSERRAT                              ,RC             ,Partit Republicà Català                           ,0
P,Eleccions al Parlament de Catalunya     ,2006,2,8,VILARDELL                               ,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,2,8,VILARDELL                               ,C S            ,Ciutadans-Partido de la Ciudadania                ,2
P,Eleccions al Parlament de Catalunya     ,2006,2,8,VILARDELL                               ,CIU            ,Convergència i Unió                               ,57
P,Eleccions al Parlament de Catalunya     ,2006,2,8,VILARDELL                               ,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,2,8,VILARDELL                               ,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,0
P,Eleccions al Parlament de Catalunya     ,2006,2,8,VILARDELL                               ,ERC            ,Esquerra Republicana de Catalunya                 ,5
P,Eleccions al Parlament de Catalunya     ,2006,2,8,VILARDELL                               ,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,2
P,Eleccions al Parlament de Catalunya     ,2006,2,8,VILARDELL                               ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,9
P,Eleccions al Parlament de Catalunya     ,2006,2,8,VILARDELL                               ,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,2,8,VILARDELL                               ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,0
P,Eleccions al Parlament de Catalunya     ,2006,2,8,VILARDELL                               ,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,2,8,VILARDELL                               ,PCPC           ,Partit Comunista de Poble de Catalunya            ,3
P,Eleccions al Parlament de Catalunya     ,2006,2,8,VILARDELL                               ,PFIV           ,Partit Familia i Vida                             ,2
P,Eleccions al Parlament de Catalunya     ,2006,2,8,VILARDELL                               ,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,2,8,VILARDELL                               ,POSI           ,Partit Obrer Socialista Internacionalista         ,1
P,Eleccions al Parlament de Catalunya     ,2006,2,8,VILARDELL                               ,PP             ,Partit Popular                                    ,8
P,Eleccions al Parlament de Catalunya     ,2006,2,8,VILARDELL                               ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,67
P,Eleccions al Parlament de Catalunya     ,2006,2,8,VILARDELL                               ,RC             ,Partit Republicà Català                           ,1
P,Eleccions al Parlament de Catalunya     ,2006,2,9,TORRE-SANA                              ,AES-DN         ,Plataforma Adelante Cataluña                      ,2
P,Eleccions al Parlament de Catalunya     ,2006,2,9,TORRE-SANA                              ,C S            ,Ciutadans-Partido de la Ciudadania                ,36
P,Eleccions al Parlament de Catalunya     ,2006,2,9,TORRE-SANA                              ,CIU            ,Convergència i Unió                               ,192
P,Eleccions al Parlament de Catalunya     ,2006,2,9,TORRE-SANA                              ,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,2,9,TORRE-SANA                              ,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,5
P,Eleccions al Parlament de Catalunya     ,2006,2,9,TORRE-SANA                              ,ERC            ,Esquerra Republicana de Catalunya                 ,103
P,Eleccions al Parlament de Catalunya     ,2006,2,9,TORRE-SANA                              ,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,11
P,Eleccions al Parlament de Catalunya     ,2006,2,9,TORRE-SANA                              ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,121
P,Eleccions al Parlament de Catalunya     ,2006,2,9,TORRE-SANA                              ,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,2,9,TORRE-SANA                              ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,7
P,Eleccions al Parlament de Catalunya     ,2006,2,9,TORRE-SANA                              ,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,2,9,TORRE-SANA                              ,PCPC           ,Partit Comunista de Poble de Catalunya            ,4
P,Eleccions al Parlament de Catalunya     ,2006,2,9,TORRE-SANA                              ,PFIV           ,Partit Familia i Vida                             ,3
P,Eleccions al Parlament de Catalunya     ,2006,2,9,TORRE-SANA                              ,PH             ,Partit Humanista de Catalunya                     ,1
P,Eleccions al Parlament de Catalunya     ,2006,2,9,TORRE-SANA                              ,POSI           ,Partit Obrer Socialista Internacionalista         ,3
P,Eleccions al Parlament de Catalunya     ,2006,2,9,TORRE-SANA                              ,PP             ,Partit Popular                                    ,97
P,Eleccions al Parlament de Catalunya     ,2006,2,9,TORRE-SANA                              ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,385
P,Eleccions al Parlament de Catalunya     ,2006,2,9,TORRE-SANA                              ,RC             ,Partit Republicà Català                           ,2
P,Eleccions al Parlament de Catalunya     ,2006,2,14,CA N ANGLADA                            ,AES-DN         ,Plataforma Adelante Cataluña                      ,3
P,Eleccions al Parlament de Catalunya     ,2006,2,14,CA N ANGLADA                            ,C S            ,Ciutadans-Partido de la Ciudadania                ,91
P,Eleccions al Parlament de Catalunya     ,2006,2,14,CA N ANGLADA                            ,CIU            ,Convergència i Unió                               ,592
P,Eleccions al Parlament de Catalunya     ,2006,2,14,CA N ANGLADA                            ,DECIDEIX.CAT   ,Catalunya Decideix                                ,2
P,Eleccions al Parlament de Catalunya     ,2006,2,14,CA N ANGLADA                            ,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,5
P,Eleccions al Parlament de Catalunya     ,2006,2,14,CA N ANGLADA                            ,ERC            ,Esquerra Republicana de Catalunya                 ,215
P,Eleccions al Parlament de Catalunya     ,2006,2,14,CA N ANGLADA                            ,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,30
P,Eleccions al Parlament de Catalunya     ,2006,2,14,CA N ANGLADA                            ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,326
P,Eleccions al Parlament de Catalunya     ,2006,2,14,CA N ANGLADA                            ,MSR            ,Movimiento Social Republicano                     ,2
P,Eleccions al Parlament de Catalunya     ,2006,2,14,CA N ANGLADA                            ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,19
P,Eleccions al Parlament de Catalunya     ,2006,2,14,CA N ANGLADA                            ,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,2,14,CA N ANGLADA                            ,PCPC           ,Partit Comunista de Poble de Catalunya            ,5
P,Eleccions al Parlament de Catalunya     ,2006,2,14,CA N ANGLADA                            ,PFIV           ,Partit Familia i Vida                             ,5
P,Eleccions al Parlament de Catalunya     ,2006,2,14,CA N ANGLADA                            ,PH             ,Partit Humanista de Catalunya                     ,1
P,Eleccions al Parlament de Catalunya     ,2006,2,14,CA N ANGLADA                            ,POSI           ,Partit Obrer Socialista Internacionalista         ,10
P,Eleccions al Parlament de Catalunya     ,2006,2,14,CA N ANGLADA                            ,PP             ,Partit Popular                                    ,526
P,Eleccions al Parlament de Catalunya     ,2006,2,14,CA N ANGLADA                            ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,1641
P,Eleccions al Parlament de Catalunya     ,2006,2,14,CA N ANGLADA                            ,RC             ,Partit Republicà Català                           ,6
P,Eleccions al Parlament de Catalunya     ,2006,3,1,CAN PARELLADA                           ,AES-DN         ,Plataforma Adelante Cataluña                      ,1
P,Eleccions al Parlament de Catalunya     ,2006,3,1,CAN PARELLADA                           ,C S            ,Ciutadans-Partido de la Ciudadania                ,88
P,Eleccions al Parlament de Catalunya     ,2006,3,1,CAN PARELLADA                           ,CIU            ,Convergència i Unió                               ,266
P,Eleccions al Parlament de Catalunya     ,2006,3,1,CAN PARELLADA                           ,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,3,1,CAN PARELLADA                           ,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,1
P,Eleccions al Parlament de Catalunya     ,2006,3,1,CAN PARELLADA                           ,ERC            ,Esquerra Republicana de Catalunya                 ,94
P,Eleccions al Parlament de Catalunya     ,2006,3,1,CAN PARELLADA                           ,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,22
P,Eleccions al Parlament de Catalunya     ,2006,3,1,CAN PARELLADA                           ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,123
P,Eleccions al Parlament de Catalunya     ,2006,3,1,CAN PARELLADA                           ,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,3,1,CAN PARELLADA                           ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,9
P,Eleccions al Parlament de Catalunya     ,2006,3,1,CAN PARELLADA                           ,PAZUL          ,Carmel/Partido Azul                               ,1
P,Eleccions al Parlament de Catalunya     ,2006,3,1,CAN PARELLADA                           ,PCPC           ,Partit Comunista de Poble de Catalunya            ,7
P,Eleccions al Parlament de Catalunya     ,2006,3,1,CAN PARELLADA                           ,PFIV           ,Partit Familia i Vida                             ,3
P,Eleccions al Parlament de Catalunya     ,2006,3,1,CAN PARELLADA                           ,PH             ,Partit Humanista de Catalunya                     ,2
P,Eleccions al Parlament de Catalunya     ,2006,3,1,CAN PARELLADA                           ,POSI           ,Partit Obrer Socialista Internacionalista         ,4
P,Eleccions al Parlament de Catalunya     ,2006,3,1,CAN PARELLADA                           ,PP             ,Partit Popular                                    ,262
P,Eleccions al Parlament de Catalunya     ,2006,3,1,CAN PARELLADA                           ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,725
P,Eleccions al Parlament de Catalunya     ,2006,3,1,CAN PARELLADA                           ,RC             ,Partit Republicà Català                           ,3
P,Eleccions al Parlament de Catalunya     ,2006,3,2,LES FONTS                               ,AES-DN         ,Plataforma Adelante Cataluña                      ,1
P,Eleccions al Parlament de Catalunya     ,2006,3,2,LES FONTS                               ,C S            ,Ciutadans-Partido de la Ciudadania                ,30
P,Eleccions al Parlament de Catalunya     ,2006,3,2,LES FONTS                               ,CIU            ,Convergència i Unió                               ,243
P,Eleccions al Parlament de Catalunya     ,2006,3,2,LES FONTS                               ,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,3,2,LES FONTS                               ,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,2
P,Eleccions al Parlament de Catalunya     ,2006,3,2,LES FONTS                               ,ERC            ,Esquerra Republicana de Catalunya                 ,104
P,Eleccions al Parlament de Catalunya     ,2006,3,2,LES FONTS                               ,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,16
P,Eleccions al Parlament de Catalunya     ,2006,3,2,LES FONTS                               ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,103
P,Eleccions al Parlament de Catalunya     ,2006,3,2,LES FONTS                               ,MSR            ,Movimiento Social Republicano                     ,1
P,Eleccions al Parlament de Catalunya     ,2006,3,2,LES FONTS                               ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,10
P,Eleccions al Parlament de Catalunya     ,2006,3,2,LES FONTS                               ,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,3,2,LES FONTS                               ,PCPC           ,Partit Comunista de Poble de Catalunya            ,1
P,Eleccions al Parlament de Catalunya     ,2006,3,2,LES FONTS                               ,PFIV           ,Partit Familia i Vida                             ,1
P,Eleccions al Parlament de Catalunya     ,2006,3,2,LES FONTS                               ,PH             ,Partit Humanista de Catalunya                     ,1
P,Eleccions al Parlament de Catalunya     ,2006,3,2,LES FONTS                               ,POSI           ,Partit Obrer Socialista Internacionalista         ,1
P,Eleccions al Parlament de Catalunya     ,2006,3,2,LES FONTS                               ,PP             ,Partit Popular                                    ,75
P,Eleccions al Parlament de Catalunya     ,2006,3,2,LES FONTS                               ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,221
