NOM,ANY_NAIXEMENT,SEXE,TOTAL
JOEL,2015,H,6
IRIS,2015,D,6
UNAI,2015,H,6
IMRAN,2015,H,6
CHLOE,2015,D,6
MAR,2015,D,6
AXEL,2015,H,6
NORA,2015,D,6
MATEO,2015,H,6
ALEJANDRO,2015,H,6
EVA,2015,D,5
RAUL,2015,H,5
GISELA,2015,D,5
YASMIN,2015,D,5
IVAN,2015,H,5
CLARA,2015,D,5
ALEXANDRA,2015,D,5
MARTA,2015,D,5
MARIONA,2015,D,5
JUDITH,2015,D,5
IRENE,2015,D,5
VERA,2015,D,5
JAVIER,2015,H,5
MOHAMED AMIN,2015,H,5
AITANA,2015,D,5
AINARA,2015,D,5
BRYAN,2015,H,5
ALEXIA,2015,D,5
YOUSSEF,2015,H,5
ESTEL,2015,D,4
CARLOTA,2015,D,4
TASNIM,2015,D,4
AMIR,2015,H,4
CRISTINA,2015,D,4
ANIOL,2015,H,4
ALAE,2015,D,4
LIAM,2015,H,4
OLIVIA,2015,D,4
NOAH,2015,H,4
HIDAYA,2015,D,4
DEREK,2015,H,4
ISRAE,2015,D,4
JON,2015,H,4
YOUNES,2015,H,4
ALMA,2015,D,4
MARIAM,2015,D,4
BRUNO,2015,H,4
ANGEL,2015,H,4
GRETA,2015,D,4
LOLA,2015,D,4
NAYARA,2015,D,4
ZOE,2015,D,4
ADRIANA,2015,D,4
VEGA,2015,D,4
JUAN,2015,H,4
AARON,2015,H,4
ARWA,2015,D,4
NICO,2015,H,4
PERE,2015,H,4
GALA,2015,D,4
MALAK,2015,D,4
CLOE,2015,D,4
ISAAC,2015,H,4
THIAGO,2015,H,4
JANNAT,2015,D,4
IRINA,2015,D,4
FIRDAUS,2015,D,4
NOR,2015,D,4
WALID,2015,H,4
BRUC,2015,H,3
NOOR,2015,D,3
GABRIEL,2015,H,3
DYLAN,2015,H,3
LAURA,2015,D,3
ELIAS,2015,H,3
TEO,2015,H,3
NAHIA,2015,D,3
GAEL,2015,H,3
BRUNA,2015,D,3
YARA,2015,D,3
IYAD,2015,H,3
ROCIO,2015,D,3
ANAIS,2015,D,3
DINA,2015,D,3
YASSIN,2015,H,3
AINHOA,2015,D,3
JOANA,2015,D,3
MIREIA,2015,D,3
BLANCA,2015,D,3
ZAKARIA,2015,H,3
ANA,2015,D,3
ISLAM,2015,H,3
RIM,2015,D,3
BADR,2015,H,3
EUDALD,2015,H,3
LEO,2015,D,3
NIZAR,2015,H,3
SAMUEL,2015,H,3
ALBERT,2015,H,3
MOISES,2015,H,3
AROA,2015,D,3
HIBA,2015,D,3
ABDERRAHMAN,2015,H,3
OLIVER,2015,H,3
LARA,2015,D,3
GORKA,2015,H,3
KILIAN,2015,H,3
AYMAN,2015,H,3
JORGE,2015,H,3
YASSER,2015,H,3
INES,2015,D,3
ASIER,2015,H,3
AMIRA,2015,D,3
ALAN,2015,H,3
RANIA,2015,D,3
IKER,2015,H,3
BERNAT,2015,H,3
NEREA,2015,D,3
AHMED,2015,H,3
EDURNE,2015,D,3
SOULAIMAN,2015,H,3
NOUR,2015,D,3
SALMAN,2015,H,3
DIEGO,2015,H,3
MIGUEL,2015,H,3
ALVARO,2015,H,3
NACHO,2015,H,3
EIDEN,2015,H,3
ISRAA,2015,D,3
JAD,2015,H,3
QUIM,2015,H,3
BASMA,2015,D,3
GIO,2015,H,2
MERITXELL,2015,D,2
ELOY,2015,H,2
RITAJ,2015,D,2
VINYET,2015,D,2
AICHA,2015,D,2
ROI,2015,H,2
DANNA,2015,D,2
ABDELLAH,2015,H,2
GUIM,2015,H,2
NUR,2015,D,2
MARWA,2015,D,2
ABRAHAM,2015,H,2
GEORGINA,2015,D,2
DANAE,2015,D,2
SAFAE,2015,D,2
NOHA,2015,D,2
SORAYA,2015,D,2
EDUARD,2015,H,2
LUC,2015,H,2
CANDELA,2015,D,2
SARAY,2015,D,2
GENIS,2015,H,2
IAGO,2015,H,2
NEIZAN,2015,H,2
ADONAY,2015,H,2
YOUSEF,2015,H,2
OT,2015,H,2
GABRIELA,2015,D,2
MAXIMO,2015,H,2
AZAHARA,2015,D,2
DAN,2015,H,2
BAYAN,2015,D,2
TRIANA,2015,D,2
FAROUK,2015,H,2
DANI,2015,H,2
MAIA,2015,D,2
LINA,2015,D,2
LLUC,2015,H,2
ARANTXA,2015,D,2
ELENA,2015,D,2
OSCAR,2015,H,2
YAIZA,2015,D,2
AMINA,2015,D,2
FIRDAWS,2015,D,2
ARITZ,2015,H,2
TIAGO,2015,H,2
DARIO,2015,H,2
CARLES,2015,H,2
MANEL,2015,H,2
TANIT,2015,D,2
HAMZA,2015,H,2
CAROLINA,2015,D,2
SERGIO,2015,H,2
MOHAMED RAYAN,2015,H,2
ANDER,2015,H,2
BETH,2015,D,2
AYOUB,2015,H,2
KHADIJA,2015,D,2
NAIRA,2015,D,2
ISRAEL,2015,H,2
ELNA,2015,D,2
INSAF,2015,D,2
JOSE LUIS,2015,H,2
GUIU,2015,H,2
CHRISTIAN,2015,H,2
OMAR,2015,H,2
SOUJOUD,2015,D,2
MAIOL,2015,H,2
AITOR,2015,H,2
ADNAN,2015,H,2
ARAN,2015,H,2
TON,2015,H,2
MOHAMED AMINE,2015,H,2
ALEX,2015,D,2
LOGAN,2015,H,2
JOSE,2015,H,2
JAVI,2015,H,2
MARGOT,2015,D,2
HENAR,2015,D,2
AKRAM,2015,H,2
SALMA,2015,D,2
ELISENDA,2015,D,2
FABIO,2015,H,2
JOSEP,2015,H,2
MIQUEL,2015,H,2
BOUTAYNA,2015,D,2
NAIARA,2015,D,2
ZAYD,2015,H,1
EMILY,2015,D,1
ARIAN,2015,H,1
NAYLA,2015,D,1
AYNARA,2015,D,1
JEREMIH DAVID,2015,H,1
TASNIM,2015,H,1
EMY,2015,D,1
MARINA MANUELA,2015,D,1
SANDRA,2015,D,1
PENDA,2015,D,1
AROA MARIA,2015,D,1
ESRAA,2015,D,1
ELOISA,2015,D,1
ALEXA,2015,D,1
ABRAR,2015,D,1
OSCAR DANIEL,2015,H,1
FELIPE JOSE,2015,H,1
LAIA HELENE,2015,D,1
BERTA,2015,D,1
SABRINA,2015,D,1
CAYETANA,2015,D,1
ANDRES,2015,H,1
ANGEL DANIEL,2015,H,1
NOUR EL ISLAM,2015,H,1
LARA NICOLE,2015,D,1
KLISHLY,2015,D,1
KAI,2015,H,1
CRISTHIAN SAMUEL,2015,H,1
GRACIELA JULIETH,2015,D,1
SONIA,2015,D,1
NOURHAN,2015,H,1
YAHYA,2015,H,1
MAHER,2015,H,1
BALMA,2015,D,1
CHEIKHOUNA,2015,H,1
NEAL VICTOR,2015,D,1
DJIBY,2015,H,1
JOSE ABRAHAM,2015,H,1
URIEL SAMUEL,2015,H,1
EMILY MARINA,2015,D,1
YESHUA ADRIAN,2015,H,1
THAIS,2015,D,1
JESSENIA,2015,D,1
YA XUAN,2015,D,1
EMMANUEL,2015,H,1
EDUARDO,2015,H,1
HIDE,2015,H,1
GASPAR,2015,H,1
MATEU,2015,H,1
JOSUE DAVID,2015,H,1
NATHAN,2015,H,1
PEP,2015,H,1
LUJAN,2015,D,1
AINOA,2015,D,1
THIAGO ELOY,2015,H,1
NAJLA,2015,D,1
AMIRA,2015,H,1
ROKIA,2015,D,1
JANAT,2015,D,1
KAREN,2015,D,1
LEONARDO ABEL,2015,H,1
PAUL,2015,H,1
EMIL ALEJANDRO,2015,H,1
SEYNABOU,2015,D,1
ANDRE,2015,H,1
KUN,2015,H,1
JUNE,2015,D,1
IMAN,2015,H,1
ELIAN JOSE,2015,H,1
EDITH,2015,D,1
YOSSEF,2015,H,1
HAMZA,2015,D,1
ELIAN,2015,H,1
FARAH,2015,H,1
STEPHANIE ELISA,2015,D,1
TANIA,2015,D,1
ALIAA,2015,D,1
BERNAT TOKUICHE,2015,H,1
EVELYN,2015,D,1
AFRICA,2015,D,1
YUDITH ROSANNY,2015,D,1
BELLA ANGELYNNE,2015,D,1
PAU,2015,D,1
MELANY MARTINA,2015,D,1
JUST,2015,H,1
VALENTIA,2015,D,1
ROBERTO MATIAS,2015,H,1
EDNA,2015,D,1
JAN MANEL,2015,H,1
JEIMY,2015,D,1
MORAD,2015,H,1
AMINATOU,2015,D,1
ALEJANDRO JAVIER,2015,H,1
MATTHEW VALENTINO,2015,H,1
SOUFIAN,2015,H,1
SOKHENA NDIAKHATE,2015,D,1
SAMIRA,2015,D,1
JOHN,2015,H,1
ARIA,2015,D,1
NOCOLE,2015,D,1
ANTA,2015,D,1
KENZO,2015,H,1
FAOUZIA,2015,D,1
KAOUTAR,2015,D,1
MOUHAMADOU,2015,H,1
ISABEL,2015,D,1
FERRAN,2015,H,1
ALLEGRA,2015,D,1
ADAN,2015,H,1
LAIA YAHOMI,2015,D,1
JINANE,2015,D,1
RAED,2015,H,1
ERINIA,2015,D,1
SALVADOR,2015,H,1
ISABELA,2015,D,1
JERIAN,2015,H,1
MAYSAA,2015,D,1
FLORINA MELISA,2015,D,1
MARIA ESTELA,2015,D,1
NADIR,2015,H,1
BRITANNY ABIGAIL,2015,D,1
OTGER,2015,H,1
SANTI,2015,D,1
LUCAS ANTONIO,2015,H,1
TABITA,2015,D,1
MEI,2015,D,1
MARC,2015,D,1
LENA MAGDALENA,2015,D,1
NAOMI IDAIRA,2015,D,1
ASSANE,2015,H,1
MARY,2015,D,1
KAROL,2015,D,1
MAIKE,2015,H,1
YLVA,2015,D,1
ZIAD,2015,H,1
HAYTHAM,2015,H,1
DOAA,2015,D,1
IRIA,2015,D,1
IVETTE,2015,D,1
LUNA,2015,D,1
ROUDAINA,2015,D,1
YAGO,2015,H,1
NABIL,2015,H,1
SAAD,2015,H,1
YULIA,2015,D,1
CHEIKH ABDOU,2015,H,1
WILDER,2015,H,1
ABEL,2015,H,1
JOAN GABRIEL,2015,H,1
SUSANA,2015,D,1
ABEL ANTONIO,2015,H,1
YASER,2015,H,1
SERIGNE,2015,H,1
SAUL,2015,H,1
SAIDA,2015,D,1
MANON,2015,D,1
AMIN,2015,H,1
VALENTINNA,2015,D,1
ELLIOT,2015,H,1
SCARLETH DANNAE,2015,D,1
AMINA MARIEM,2015,D,1
JADEN,2015,H,1
NDIAGA,2015,D,1
ANA BELEN,2015,D,1
MAURO,2015,H,1
ANGELY GABRIELA,2015,D,1
FRANCESC,2015,H,1
ENOLA,2015,D,1
NADIA,2015,D,1
DAFNE,2015,D,1
RAYHANA,2015,D,1
DELIA,2015,D,1
ARYA,2015,H,1
ILIASS,2015,H,1
CARLES BOURE,2015,H,1
JOE EMMANUEL,2015,H,1
ANGELS,2015,D,1
JAIME,2015,H,1
ILIAS,2015,H,1
WENDY DANIELLE,2015,D,1
IBAI,2015,H,1
AKANE,2015,D,1
BASTIAN,2015,H,1
MARCO,2015,H,1
XAVI,2015,D,1
REBECA,2015,D,1
JOEL RODRIGO,2015,H,1
ELISA,2015,D,1
JOAQUIN,2015,H,1
DANIA,2015,D,1
MARCEL AURELI,2015,H,1
INGRID,2015,D,1
MAE,2015,D,1
KARLA,2015,D,1
KHADY,2015,D,1
DULCE,2015,D,1
AICHA MUHAMMAD,2015,D,1
ALICIA,2015,D,1
ROC MIQUEL,2015,H,1
GHAITH,2015,H,1
DOUNIA,2015,D,1
WISNEHIRY,2015,D,1
JOANA MARIA,2015,D,1
NAWAL,2015,D,1
YASMINA,2015,D,1
NASSIM,2015,H,1
SANTI,2015,H,1
XAVI ANDRES,2015,H,1
MAEL,2015,H,1
ANIA,2015,D,1
MAME SOUKEY,2015,D,1
MARTIN LEV,2015,H,1
SEBASTIAN,2015,H,1
GIANCARLO,2015,H,1
ISSAC,2015,H,1
KILYAN DANIEL,2015,H,1
AQUILES,2015,H,1
LLUIS,2015,H,1
MARKEL,2015,H,1
CRISLANDY,2015,H,1
NARJIS,2015,D,1
ENRIC,2015,H,1
MINERVA,2015,D,1
SILVIA,2015,D,1
EMILY ESPERANZA,2015,D,1
CELIA SAMAY,2015,D,1
BARRA,2015,D,1
NELSON,2015,H,1
JOFRE,2015,H,1
YOHANA,2015,D,1
RAFAEL,2015,H,1
ASIA,2015,D,1
ALEXANDER,2015,H,1
YARIELYS,2015,D,1
NISRIN,2015,D,1
JEANETTE,2015,D,1
HAJAR,2015,D,1
DAVID ADRIA,2015,H,1
LUIS,2015,H,1
YASIN,2015,H,1
ARIANNE,2015,D,1
MARINA,2015,D,1
CARLOS,2015,H,1
LUKA,2015,H,1
MARCOS ADRIANO,2015,H,1
HAKIM,2015,H,1
DOMINGO,2015,H,1
MOHAMED YAHIA,2015,H,1
DILAN DANIEL,2015,H,1
LUNA LUSY,2015,D,1
DOUAE,2015,D,1
JAUME,2015,H,1
ALICIA MONTSERRAT,2015,D,1
HUGO ALEJANDRO,2015,H,1
FATOU,2015,D,1
IDAIRA,2015,D,1
KHADIDIA,2015,D,1
DIEUVI MOSENGO,2015,H,1
YANAY,2015,D,1
HANAE,2015,D,1
NAJLAE,2015,D,1
PETAR,2015,H,1
ASHLEY GABRIELA,2015,D,1
YOUSSEF,2015,D,1
DIDAK,2015,H,1
ANNA PAULA,2015,D,1
MERCEDES,2015,D,1
SOPHIE,2015,D,1
IRAIDE,2015,D,1
ALEJANDRO MANUEL,2015,H,1
DANTE,2015,H,1
GONZALO,2015,H,1
JANIT,2015,D,1
ANASTACIA IOANA,2015,D,1
EMMANUEL ISAIAS,2015,H,1
MARCEL,2015,H,1
YUSRA,2015,D,1
AMBRA,2015,D,1
INAS,2015,D,1
ALBERTO,2015,H,1
ABDOULAYE,2015,H,1
SADOU MADINA DIALLO,2015,H,1
ASTOU,2015,D,1
LIDIA,2015,D,1
DYLAN ANDRES,2015,H,1
LEONARDO,2015,H,1
KARAM,2015,H,1
EZEQUIEL,2015,H,1
EIRAN,2015,H,1
SUFIAN,2015,H,1
ENYA,2015,D,1
NADA,2015,D,1
ALEXANDER SEBASTIAN,2015,H,1
PABLO ANTONIO,2015,H,1
CARLOTTA,2015,D,1
SIRA,2015,D,1
AISHA,2015,D,1
ABRIL,2015,H,1
DUNIA,2015,D,1
PAU GALLE,2015,H,1
SERGI,2015,H,1
ALEXIS,2015,H,1
FIRDAOUS,2015,D,1
GERMAN CARLOS,2015,H,1
HONG YU,2015,H,1
AHMAD,2015,H,1
ISLAM,2015,D,1
ZHIRAN,2015,H,1
DANIAL,2015,H,1
BRITTANY MARIA,2015,D,1
ELIDE,2015,D,1
MICHELLE,2015,D,1
NINA,2015,D,1
MAYRA CRISTINA,2015,D,1
JEM,2015,H,1
ANDRADA MARIANA,2015,D,1
BRIANNA PAULETTE,2015,D,1
HUGO,2015,D,1
YU CHENG,2015,H,1
MANUEL,2015,H,1
ABDOU AZIZ,2015,H,1
MASSINO CARLO,2015,H,1
KABA,2015,D,1
ANDREA,2015,D,1
ELOI,2015,H,1
ADAMA,2015,D,1
YANIRA,2015,D,1
EYRA,2015,D,1
LOKMANE,2015,H,1
HELENA,2015,D,1
JOAN ANDREU,2015,H,1
NIL SE WON,2015,H,1
DYSON ANDRES,2015,H,1
ACHER,2015,H,1
IRENE DARIA,2015,D,1
GENEROSO,2015,H,1
DAVID ANDREI,2015,H,1
JUAN DANIEL,2015,H,1
AMELIA,2015,D,1
BINTA,2015,D,1
IBRAHIMA BARKHAMA,2015,D,1
MARCOS,2015,H,1
MOUSSA,2015,D,1
MELVIN CARLES,2015,H,1
DOUAA,2015,D,1
NORAH,2015,D,1
MARIA DE LOS ANGELES,2015,D,1
THOR YAXKIN,2015,H,1
HIGINIO,2015,H,1
UDAI,2015,H,1
MARAN,2015,D,1
DENISE,2015,D,1
MARIA DEL CARMEN,2015,D,1
RAFA,2015,H,1
LIS,2015,D,1
KERIM ADRIA,2015,H,1
HARITZ,2015,H,1
ERIKA,2015,D,1
XIANA,2015,D,1
ELIAN,2015,D,1
LUCIA IOANA,2015,D,1
KELSY PAMELA,2015,D,1
CINDY,2015,D,1
SAFOUAN,2015,H,1
DIARYATOU ABDOU AZIZ,2015,D,1
ANGELINA,2015,D,1
LAILA,2015,D,1
ANABEL.LA,2015,D,1
MOAYAD,2015,H,1
LUA,2015,D,1
ROMAISA,2015,D,1
MARTA MELISSA,2015,D,1
ISABEL ARIADNA,2015,D,1
MAME DIARRA,2015,D,1
DIANA,2015,D,1
ELIANA,2015,D,1
MIRIAM,2015,D,1
RICARDO,2015,H,1
ANDREW JOHN,2015,H,1
ELISABET,2015,D,1
SANÇA,2015,D,1
NOGAYE,2015,D,1
SULAMITA,2015,D,1
WIAN,2015,D,1
DANIEL JESUS,2015,H,1
MERYAM,2015,D,1
HADA,2015,D,1
ARES,2015,D,1
BILAL,2015,H,1
ALBA,2015,H,1
DAREN,2015,H,1
INDIA,2015,D,1
AINET,2015,D,1
ANA IRINA,2015,D,1
TONI,2015,H,1
JINAN,2015,D,1
NICOLE,2015,D,1
DENNIS,2015,D,1
YAACOUB,2015,H,1
EFREN MATIAS,2015,H,1
ARAI,2015,D,1
SAM,2015,H,1
JULEN,2015,H,1
JENNYFER YAMILETH,2015,D,1
CARELYS CAROLINA,2015,D,1
SALAH EDDINE,2015,H,1
MOHAMED ANAS,2015,H,1
MARIEME,2015,D,1
HOUDA,2015,D,1
SINAI,2015,D,1
LIHER,2015,H,1
NOELIA,2015,D,1
BRIAN,2015,H,1
EINAR,2015,H,1
AKRAM,2015,D,1
ELSA MARIA,2015,D,1
NICOLAS SANTIAGO,2015,H,1
FATIMA,2015,D,1
MELANY,2015,D,1
LUCAS ORLANDO,2015,H,1
MELANIE TERESA,2015,D,1
ARIAN,2015,D,1
YELENA,2015,D,1
SAFWAN,2015,H,1
NUEL,2015,H,1
MERCE,2015,D,1
RAKY MUHAMMAD,2015,D,1
NOURA,2015,D,1
SARA ABIGAIL,2015,D,1
LEVI,2015,H,1
VICTORIA,2015,D,1
NEKANE,2015,D,1
JESUS,2015,H,1
GORKA AITOR,2015,H,1
DAVID ENRIQUE,2015,H,1
ADRIENNE,2015,D,1
HAOYU,2015,H,1
ZI HAN,2015,D,1
APRIL KIMBERLY,2015,D,1
VALENTINO,2015,H,1
MAICOL ALEXANDER,2015,H,1
YEIDEN,2015,H,1
JANIRA,2015,D,1
DOMINICK PAUL,2015,H,1
ELIANNA MONTSERRAT,2015,D,1
RUBEN,2015,H,1
PAULA,2015,H,1
NISRINE,2015,D,1
MATEI,2015,H,1
NAJAT,2015,D,1
JANNA,2015,D,1
ANAYS MARIA,2015,D,1
DENIA,2015,D,1
GARA,2015,D,1
ENOC,2015,H,1
ADRIAN ARTURO,2015,H,1
MERIAM,2015,D,1
SALOME,2015,D,1
MARK,2015,H,1
SIMONA,2015,D,1
BRAIS,2015,H,1
AHMUDI MOHAMED,2015,H,1
ALEXANDRE,2015,H,1
MELANIE,2015,D,1
AINARA VICTORIA,2015,D,1
ANDY RUBEN,2015,H,1
SERENA,2015,D,1
CRISTINA MARIA,2015,D,1
ASIL,2015,D,1
ENEKO,2015,H,1
ULISES ANTONIO,2015,H,1
SABRINE,2015,D,1
CARLOS,2015,D,1
PASQUAL,2015,H,1
IONA,2015,D,1
GEMMA,2015,D,1
JING HAN,2015,H,1
SIMON,2015,H,1
AFRICA LEIRE,2015,D,1
SAKINA,2015,D,1
NICOLAS,2015,H,1
SAMARA,2015,D,1
ILHAM,2015,D,1
LIAM BENJAMIN,2015,H,1
MOHAMMED SIRAJ,2015,H,1
TIAN,2015,H,1
THIAGO DANIEL,2015,H,1
LUNA ISABELLA,2015,D,1
ARES,2015,H,1
ALEJANDRA LUCIA,2015,D,1
ADA,2015,D,1
AHLAM,2015,D,1
MARIA TERESA,2015,D,1
DYLAN GENARO,2015,H,1
ISMAEL,2015,H,1
BRITHANY NAYELI,2015,D,1
EIDER,2015,H,1
GUILLERMO,2015,H,1
ERIKA JADE,2015,D,1
ERIK ALEJANDRO,2015,H,1
HANA,2015,D,1
MAME BOUSSO,2015,D,1
JADE,2015,D,1
NOA CORANIT,2015,D,1
HUNTER,2015,H,1
HARON,2015,H,1
JIA NUO,2015,D,1
ABDESLAM,2015,H,1
AIDEN ALEXANDER,2015,H,1
NIA,2015,D,1
BRUCE ADRIEL,2015,H,1
BELA,2015,D,1
BABA,2015,H,1
OWEN,2015,H,1
UMA,2015,D,1
RIAD,2015,H,1
LEONOR,2015,D,1
URIEL,2015,H,1
NAIMARA,2015,D,1
BIANCA,2015,D,1
NOELIA ELIZA,2015,D,1
VICTORIA ANAHI,2015,D,1
GINES,2015,D,1
SEFORA,2015,D,1
NEUS,2015,D,1
BELEN,2015,D,1
BADAR,2015,H,1
ARIANNA,2015,D,1
ARA,2015,D,1
CASSANDRA,2015,D,1
GAL.LA,2015,D,1
ASMAA,2015,D,1
ARATZ,2015,H,1
ERIKA AITANA,2015,D,1
SINAY,2015,D,1
ADELA,2015,D,1
ROSA,2015,D,1
ELYAS,2015,H,1
ANA CARMEN,2015,D,1
MARIAMA,2015,D,1
MIQUEL ANGEL,2015,H,1
ZAID,2015,H,1
ROQUE,2015,H,1
SERAI,2015,H,1
VICTOR DANIEL,2015,H,1
RINAD,2015,D,1
MOHAMED REDA,2015,H,1
SEDRAT,2015,D,1
CHAHD,2015,H,1
LOJAYN,2015,D,1
EIDAN,2015,H,1
THOMAS NARAYAN,2015,H,1
HASSAN,2015,H,1
ALANA,2015,D,1
VALERIE MICHELLE,2015,D,1
DANILO,2015,H,1
BRU,2015,H,1
ALINA,2015,D,1
ANIS,2015,H,1
ALEXIA NOA,2015,D,1
NARTINA,2015,D,1
MATEO ALBERT,2015,H,1
RAMI,2015,H,1
DARA,2015,D,1
NAEVIA,2015,D,1
IRAI,2015,H,1
SARAH MARIA,2015,D,1
YU CHEN,2015,H,1
ALICE,2015,D,1
SIRAJ,2015,H,1
ANA MARIA,2015,D,1
DANTES,2015,H,1
DOLÇA,2015,D,1
NIAMA,2015,D,1
DYLAN SEBASTIAN,2015,H,1
MARIA DEL MAR,2015,D,1
JENDRI CARLOS,2015,H,1
JIHAD,2015,H,1
MOUHAMED,2015,H,1
DIEYNABA,2015,D,1
KHOLOUD,2015,D,1
SIENA,2015,D,1
MUSTAPHA,2015,H,1
LEO EGE,2015,H,1
FLORIN,2015,H,1
JUAN JOSE,2015,H,1
AURO,2015,H,1
BOUCHRA,2015,H,1
MARC,2014,H,42
MARTINA,2014,D,29
ERIC,2014,H,28
JULIA,2014,D,27
NOA,2014,D,25
ARNAU,2014,H,25
ALEX,2014,H,24
PAULA,2014,D,23
HUGO,2014,H,22
MARIA,2014,D,22
BIEL,2014,H,20
PAU,2014,H,20
POL,2014,H,19
DAVID,2014,H,19
LEO,2014,H,18
JAN,2014,H,18
SARA,2014,D,17
CLAUDIA,2014,D,17
ADAM,2014,H,17
ONA,2014,D,17
LAIA,2014,D,16
DANIEL,2014,H,16
MOHAMED,2014,H,15
CARLA,2014,D,14
DANIELA,2014,D,14
IVET,2014,D,13
LUCAS,2014,H,13
AINA,2014,D,13
MARTI,2014,H,13
EMMA,2014,D,13
ALBA,2014,D,13
ENZO,2014,H,12
AINHOA,2014,D,12
ARIADNA,2014,D,12
IAN,2014,H,12
LUCIA,2014,D,11
DYLAN,2014,H,11
AINARA,2014,D,11
MARIO,2014,H,11
JORDI,2014,H,11
ARLET,2014,D,11
ALEJANDRO,2014,H,11
UNAI,2014,H,10
JOEL,2014,H,10
NORA,2014,D,10
AARON,2014,H,10
ORIOL,2014,H,10
MARINA,2014,D,10
ALEIX,2014,H,9
MIA,2014,D,9
NICOLAS,2014,H,9
MARTA,2014,D,9
XAVI,2014,H,9
SOFIA,2014,D,9
ADRIAN,2014,H,9
YOUSSEF,2014,H,9
ABRIL,2014,D,9
MARIAM,2014,D,9
GERARD,2014,H,8
IRENE,2014,D,8
ERIK,2014,H,8
NIL,2014,H,8
EDGAR,2014,H,8
IKER,2014,H,8
LEIRE,2014,D,8
VICTOR,2014,H,8
JOSE,2014,H,8
VALERIA,2014,D,8
VERA,2014,D,7
ZOE,2014,D,7
ELSA,2014,D,7
NURIA,2014,D,7
ANGEL,2014,H,7
VALENTINA,2014,D,7
ADRIA,2014,H,7
PABLO,2014,H,7
BRUNO,2014,H,7
MAX,2014,H,7
RAUL,2014,H,6
CLARA,2014,D,6
KHADIJA,2014,D,6
GUILLEM,2014,H,6
DIEGO,2014,H,6
XAVIER,2014,H,6
BLANCA,2014,D,6
OMAR,2014,H,6
HECTOR,2014,H,6
ANNA,2014,D,6
JOAN,2014,H,6
DIDAC,2014,H,6
ROGER,2014,H,6
BERTA,2014,D,6
HIBA,2014,D,5
AITOR,2014,H,5
SALMA,2014,D,5
YAIZA,2014,D,5
ANIOL,2014,H,5
NATALIA,2014,D,5
ANAS,2014,H,5
LIA,2014,D,5
NICOLE,2014,D,5
JANA,2014,D,5
HELENA,2014,D,5
IRIS,2014,D,5
ROC,2014,H,5
MALAK,2014,D,5
CHLOE,2014,D,5
NOAH,2014,H,5
AKRAM,2014,H,5
ANDREA,2014,D,4
QUERALT,2014,D,4
LLUC,2014,H,4
ZAKARIA,2014,H,4
GABRIEL,2014,H,4
QUIM,2014,H,4
LAURA,2014,D,4
GALA,2014,D,4
JANNAT,2014,D,4
ALEXIS,2014,H,4
INSAF,2014,D,4
AITANA,2014,D,4
AICHA,2014,D,4
GINA,2014,D,4
NEREA,2014,D,4
CARLOTA,2014,D,4
SAUL,2014,H,4
YASMIN,2014,D,4
AXEL,2014,H,4
MATEO,2014,H,4
ANTONIO,2014,H,4
DEREK,2014,H,4
JOANA,2014,D,4
MAR,2014,D,4
INES,2014,D,4
IRINA,2014,D,4
ABRAHAM,2014,H,4
AMIRA,2014,D,4
LEYRE,2014,D,4
JANNA,2014,D,3
LEO,2014,D,3
AHMED,2014,H,3
ALBERT,2014,H,3
ARAN,2014,D,3
ANA,2014,D,3
ESTEL,2014,D,3
ILIAS,2014,H,3
YASSIR,2014,H,3
ALMA,2014,D,3
ABEL,2014,H,3
JUDITH,2014,D,3
MARIONA,2014,D,3
MIGUEL,2014,H,3
AURA,2014,D,3
ISAAC,2014,H,3
IAGO,2014,H,3
AFRICA,2014,D,3
MIREIA,2014,D,3
ARAN,2014,H,3
MARCOS,2014,H,3
PERE,2014,H,3
HIDAYA,2014,D,3
EDURNE,2014,D,3
LIDIA,2014,D,3
SERGI,2014,H,3
AYOUB,2014,H,3
DINA,2014,D,3
ADRIANA,2014,D,3
SORAYA,2014,D,3
ALVARO,2014,H,3
ITZIAR,2014,D,3
NICO,2014,H,3
MIRIAM,2014,D,3
OLIVER,2014,H,3
SERGIO,2014,H,3
ENRIC,2014,H,3
MARCO,2014,H,3
THIAGO,2014,H,3
ELIAS,2014,H,3
ERIKA,2014,D,3
GAL.LA,2014,D,3
JULEN,2014,H,3
MARTIN,2014,H,3
AYA,2014,D,3
ISRAE,2014,D,3
JOSE ANTONIO,2014,H,3
CORAL,2014,D,3
GEMMA,2014,D,3
YANIRA,2014,D,3
ELIA,2014,D,3
INAS,2014,H,3
AYMAN,2014,H,3
FATIMA ZAHRA,2014,D,3
YERAY,2014,H,3
FRAN,2014,H,3
AMANDA,2014,D,3
RAYAN,2014,H,3
FATIMA,2014,D,3
JUDIT,2014,D,3
INGRID,2014,D,3
RIM,2014,D,3
TON,2014,H,2
SILVIA,2014,D,2
NAIA,2014,D,2
NAZARET,2014,D,2
DUNIA,2014,D,2
BERNAT,2014,H,2
ALEXANDRA,2014,D,2
CHRISTIAN,2014,H,2
XENIA,2014,D,2
MARA,2014,D,2
GENIS,2014,H,2
QUIM,2014,D,2
KILIAN,2014,H,2
DORIAN,2014,H,2
SAFWAN,2014,H,2
SIRA,2014,D,2
ALEXIA,2014,D,2
RANIA,2014,D,2
TASNIM,2014,D,2
YAHYA,2014,H,2
GISELA,2014,D,2
