URTEA;UDAL KODEA;UDALAREN IZENA;ZERGA KODEA;ZERGAREN IZENA;KALE KODEA;KALEAREN IZENA;DISTRITUA;SEKZIOA;AGIRI KOPURUA;BILDUTAKO ZENBATEKOA;EXEKUTIBOAN KOBRATZEKE ZENBATEKOA;.                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;049;O.H.Z. HIRITAR;1107;UNTZAGA PLAZA;000;000;27;11.262,99;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;049;O.H.Z. HIRITAR;1107;UNTZAGA PLAZA;001;001;74;23.513,52;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;049;O.H.Z. HIRITAR;1107;UNTZAGA PLAZA;001;002;51;23.037,73;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;049;O.H.Z. HIRITAR;1107;UNTZAGA PLAZA;001;003;3;1.449,44;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;049;O.H.Z. HIRITAR;1108;ZEZENBIDE KALEA;001;002;84;26.494,62;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;049;O.H.Z. HIRITAR;1201;BIRJIÑAPE KALEA;000;000;25;7.488,65;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;049;O.H.Z. HIRITAR;1201;BIRJIÑAPE KALEA;001;001;1;288,44;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;049;O.H.Z. HIRITAR;1202;FERMIN CALBETON KALE;000;000;18;5.271,42;404,40;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;049;O.H.Z. HIRITAR;1202;FERMIN CALBETON KALE;001;001;177;62.980,66;726,29;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;049;O.H.Z. HIRITAR;1202;FERMIN CALBETON KALE;001;003;194;71.282,20;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;049;O.H.Z. HIRITAR;1203;TORIBIO ETXEBARRIA;001;001;443;191.745,00;991,82;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;049;O.H.Z. HIRITAR;1301;BISTA-EDER KALEA;000;000;108;19.959,29;700,18;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;049;O.H.Z. HIRITAR;1301;BISTA-EDER KALEA;001;003;56;10.816,96;218,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;049;O.H.Z. HIRITAR;1301;BISTA-EDER KALEA;004;001;142;31.071,12;258,21;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;049;O.H.Z. HIRITAR;1301;BISTA-EDER KALEA;004;002;18;4.307,78;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;049;O.H.Z. HIRITAR;1302;EIBARKO TXIKITO KALE;000;000;115;22.601,82;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;049;O.H.Z. HIRITAR;1302;EIBARKO TXIKITO KALE;001;003;2;414,29;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;049;O.H.Z. HIRITAR;1304;IFAR KALE;000;000;50;11.714,73;13,46;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;049;O.H.Z. HIRITAR;1304;IFAR KALE;001;003;37;10.098,53;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;049;O.H.Z. HIRITAR;1304;IFAR KALE;004;002;1;266,01;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;049;O.H.Z. HIRITAR;1305;MIGEL AGINAGA KALEA;000;000;64;13.029,63;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;049;O.H.Z. HIRITAR;1305;MIGEL AGINAGA KALEA;001;003;1;206,55;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;049;O.H.Z. HIRITAR;1305;MIGEL AGINAGA KALEA;004;001;50;10.377,89;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;049;O.H.Z. HIRITAR;1306;TXALTXA-ZELAI KALEA;000;000;151;34.992,68;297,28;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;049;O.H.Z. HIRITAR;1306;TXALTXA-ZELAI KALEA;001;003;26;7.642,47;301,77;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;049;O.H.Z. HIRITAR;1306;TXALTXA-ZELAI KALEA;001;004;187;28.000,69;65,34;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;049;O.H.Z. HIRITAR;1307;TXIRIO KALEA;000;000;39;12.393,48;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;049;O.H.Z. HIRITAR;1307;TXIRIO KALEA;001;003;16;3.909,87;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;049;O.H.Z. HIRITAR;1309;BARRIA PLAZA;000;000;1;1.173,68;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;049;O.H.Z. HIRITAR;1309;BARRIA PLAZA;001;003;68;25.254,21;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;049;O.H.Z. HIRITAR;1401;ALDATZE KALEA;000;000;117;14.201,39;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;049;O.H.Z. HIRITAR;1401;ALDATZE KALEA;002;005;1;30,34;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;049;O.H.Z. HIRITAR;1402;ARDANTZA KALEA;000;000;239;39.757,52;892,17;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;049;O.H.Z. HIRITAR;1402;ARDANTZA KALEA;002;005;1;56,55;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;049;O.H.Z. HIRITAR;1403;GOROSTA BALLE;002;001;31;5.590,56;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;049;O.H.Z. HIRITAR;1404;MANDIOLA BALLE;002;001;41;6.918,49;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;049;O.H.Z. HIRITAR;1405;MEKOLA KALEA;000;000;71;23.366,12;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;049;O.H.Z. HIRITAR;1405;MEKOLA KALEA;002;005;1;186,09;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;049;O.H.Z. HIRITAR;1406;MILAFLORES KALEA;002;001;30;2.087,91;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;049;O.H.Z. HIRITAR;1407;SAN JUAN KALEA;000;000;376;65.067,85;1.091,20;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;049;O.H.Z. HIRITAR;1407;SAN JUAN KALEA;002;005;35;12.824,33;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;049;O.H.Z. HIRITAR;2101;ABONTZA-BIDE;000;000;10;811,29;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;049;O.H.Z. HIRITAR;2101;ABONTZA-BIDE;002;001;1;147,21;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;049;O.H.Z. HIRITAR;2102;ARRATE-BIDE;000;000;14;1.115,95;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;049;O.H.Z. HIRITAR;2102;ARRATE-BIDE;002;001;483;43.945,71;16.341,88;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;049;O.H.Z. HIRITAR;2102;ARRATE-BIDE;002;005;242;22.878,68;662,11;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;049;O.H.Z. HIRITAR;2102;ARRATE-BIDE;004;005;5;1.352,14;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;049;O.H.Z. HIRITAR;2103;LEGARRE KALEA;002;001;1;166,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;049;O.H.Z. HIRITAR;2103;LEGARRE KALEA;002;002;27;4.698,32;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;049;O.H.Z. HIRITAR;2103;LEGARRE KALEA;002;005;186;28.822,91;648,30;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;049;O.H.Z. HIRITAR;2104;LEGARRE-GAIN KALEA;000;000;388;62.673,14;1.067,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;049;O.H.Z. HIRITAR;2104;LEGARRE-GAIN KALEA;002;001;1;150,05;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;049;O.H.Z. HIRITAR;2201;AMAÑA KALEA;000;000;238;31.259,13;664,83;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;049;O.H.Z. HIRITAR;2201;AMAÑA KALEA;002;002;1;10,40;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;049;O.H.Z. HIRITAR;2202;KARLOS ELGEZUA KALEA;000;000;7;2.097,01;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;049;O.H.Z. HIRITAR;2202;KARLOS ELGEZUA KALEA;002;002;125;18.144,91;221,47;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;049;O.H.Z. HIRITAR;2202;KARLOS ELGEZUA KALEA;002;004;62;13.282,88;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;049;O.H.Z. HIRITAR;2204;WENZESLAO ORBEA;002;002;312;47.378,55;295,21;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;049;O.H.Z. HIRITAR;2401;ARTEGIETA KALEA;000;000;97;22.091,44;238,91;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;049;O.H.Z. HIRITAR;2401;ARTEGIETA KALEA;002;004;1;253,17;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;049;O.H.Z. HIRITAR;2402;ASOLA-IGARTZA KALEA;002;004;219;38.456,98;407,54;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;049;O.H.Z. HIRITAR;2403;BUSTINDUI-TARREN;002;004;170;25.726,03;268,17;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;049;O.H.Z. HIRITAR;2404;TIBURZIO ANITUA KALE;000;000;717;118.695,43;2.780,16;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;049;O.H.Z. HIRITAR;2404;TIBURZIO ANITUA KALE;002;002;1;211,95;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;049;O.H.Z. HIRITAR;2404;TIBURZIO ANITUA KALE;002;003;637;47.007,93;462,17;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;049;O.H.Z. HIRITAR;2404;TIBURZIO ANITUA KALE;002;004;38;7.496,66;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;049;O.H.Z. HIRITAR;2405;ZIRIAKO AGIRRE KALEA;002;002;30;5.539,61;249,44;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;049;O.H.Z. HIRITAR;2405;ZIRIAKO AGIRRE KALEA;002;004;132;15.977,65;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;049;O.H.Z. HIRITAR;2501;EGIGUREN-TARREN KALEA;001;002;1;181,85;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;049;O.H.Z. HIRITAR;2501;EGIGUREN-TARREN KALEA;003;004;839;86.320,36;1.131,40;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;049;O.H.Z. HIRITAR;2502;INDALEZIO OJANGUREN;003;003;278;49.841,35;181,57;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;049;O.H.Z. HIRITAR;2504;MAKASKUA KALEA;000;000;5;1.915,92;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;049;O.H.Z. HIRITAR;2505;SOSTOA-TARREN KALEA;000;000;77;12.078,06;122,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;049;O.H.Z. HIRITAR;2505;SOSTOA-TARREN KALEA;001;002;80;15.061,79;549,71;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;049;O.H.Z. HIRITAR;2505;SOSTOA-TARREN KALEA;003;001;177;22.903,61;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;049;O.H.Z. HIRITAR;2505;SOSTOA-TARREN KALEA;003;003;8;800,31;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;049;O.H.Z. HIRITAR;2601;JUAN GISASOLA KALEA;001;002;542;87.136,94;18.549,31;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
