Mun;Referen;Superfic.;UC ;U;C;T;FechaFiO
030;4185007;   439,00;002;1;1;1;19000101
030;4185007;   439,00;003;9;3;2;19000101
030;4185008;   367,00;001;1;1;2;20130708
030;4185008;   367,00;002;1;1;2;20130708
030;4185008;   367,00;098;9;3;2;19000101
030;4185008;   367,00;099;1;1;1;19000101
030;4185009;   311,00;001;1;1;1;19000101
030;4185010;   311,00;001;1;1;1;19000101
030;4185011;   524,00;001;9;3;2;19000101
030;4185011;   524,00;002;1;1;1;19000101
030;4185011;   524,00;003;9;1;2;19800101
030;4185012;   190,00;001;1;1;1;19000101
030;4185012;   190,00;002;9;3;2;19000101
030;4185013;   150,00;001;1;1;1;19000101
030;4185014;   200,00;001;1;1;1;19000101
030;4185015;   309,43;001;1;1;2;20100629
030;4185015;   309,43;002;9;3;2;20100629
030;4185015;   309,43;099;1;1;1;19000101
030;4185016;   305,00;001;1;1;1;19000101
030;4185016;   305,00;002;9;3;2;19890101
030;4185016;   305,00;003;9;3;2;19600101
030;4185016;   305,00;004;9;3;2;19600101
030;4185017;   185,00;001;1;1;1;19000101
030;4185017;   185,00;002;9;3;2;19730101
030;4186001;   174,00;001;1;1;1;19000101
030;4186001;   174,00;002;9;3;2;19710101
030;4281001;   140,00;001;1;2;2;19630101
030;4281003;   140,00;001;1;2;2;19650101
030;4281004;   140,00;001;1;2;1;19650101
030;4281005;   140,00;001;1;2;1;19660101
030;4281007;   140,00;001;1;2;2;19630101
030;4281008;   136,00;001;1;2;1;19630101
030;4281009;   140,00;001;1;2;1;19640101
030;4281010;    67,00;001;1;1;1;19500101
030;4281011;   238,70;001;1;2;1;19640101
030;4281012;   338,00;001;1;2;1;19780119
030;4281013;   334,00;001;1;2;1;19650101
030;4281015;   140,00;001;1;2;1;19640101
030;4281016;   172,00;001;1;2;1;19690101
030;4281017;    87,10;001;1;1;1;19580101
030;4281018;    64,00;001;1;2;1;19530101
030;4281019;    42,00;001;1;1;1;19710101
030;4281020;    40,00;099;1;1;1;19580101
030;4281021;   168,00;001;1;2;1;19650101
030;4281022;   168,00;001;1;2;1;19650101
030;4281024;    44,50;001;1;1;1;19590101
030;4281026;   220,50;001;1;2;2;19700101
030;4281027;   220,50;001;1;2;2;19650101
030;4281028;   220,50;001;1;2;2;19650101
030;4281029;  1965,00;001;9;1;2;19991015
030;4281030;   171,46;001;6;3;1;20000801
030;4281031;   136,00;001;1;2;2;19640101
030;4281032;    80,00;001;1;1;1;19450101
030;4281033;   330,00;001;9;1;2;19960329
030;4281034;   382,80;001;1;2;2;19750101
030;4281035;   188,00;001;1;2;2;20090512
030;4281035;   188,00;099;1;2;2;19100101
030;4281036;   183,00;001;1;2;1;20070629
030;4281036;   183,00;099;1;2;1;19040101
030;4281037;   237,00;001;1;2;1;19720523
030;4281038;   230,00;001;1;2;1;19700101
030;4281039;   230,00;001;1;2;1;19720101
030;4281040;   136,00;001;1;2;1;19620101
030;4281041;  1677,00;001;9;1;2;19840101
030;4281042;   225,00;001;1;2;1;19650101
030;4281043;   147,14;001;1;2;2;19180101
030;4281043;   147,14;002;1;2;2;19470101
030;4281044;   305,50;001;1;2;1;19440101
030;4281045;   144,00;001;1;2;2;19530101
030;4281046;   263,64;001;1;2;2;19300101
030;4281047;   136,00;001;1;2;2;19630101
030;4281048;   273,15;001;1;2;1;19500101
030;4281049;   931,00;001;9;1;2;19730101
030;4281050;    57,30;001;1;2;2;19550101
030;4281051;   320,00;001;1;2;2;19550101
030;4281052;   136,00;001;1;2;2;19640101
030;4281053;   136,00;001;1;2;2;19640101
030;4281054;   136,00;001;1;2;2;19640101
030;4281055;   136,00;001;1;2;2;19630101
030;4281056;   136,00;001;1;2;2;19630101
030;4281057;   107,05;001;1;2;1;19540101
030;4281058;   136,00;001;1;2;2;19620101
030;4281059;   356,00;001;1;2;2;19310101
030;4281060;   360,03;001;1;2;2;20090730
030;4281061;   146,84;001;1;2;1;19150101
030;4281061;   146,84;002;1;2;1;19760511
030;4281062;   188,27;001;1;2;1;19150101
030;4281063;   292,28;001;1;2;1;19670101
030;4281064;   229,97;001;1;2;1;19540101
030;4281065;   204,44;001;1;2;1;19891114
030;4281066;   136,00;001;1;2;1;19630101
030;4281067;   136,00;001;1;2;2;19630101
030;4281068;   264,40;001;1;2;1;19861013
030;4281069;   399,00;001;4;2;1;19750101
030;4281070;   206,00;001;9;1;2;19640101
030;4281071;    63,05;001;1;2;1;19551220
030;4281072;   953,41;001;1;2;1;19761215
030;4281073;   159,00;001;9;3;2;19840101
030;4281074;   971,60;001;8;1;3;19550101
030;4281075;   202,50;001;1;2;1;19840914
030;4281075;   202,50;002;1;2;1;19860515
030;4281076;  4032,62;001;9;2;1;19531222
030;4281076;  4032,62;002;9;2;1;19531222
030;4281076;  4032,62;003;9;2;1;19531222
030;4281076;  4032,62;004;9;2;1;19531222
030;4281076;  4032,62;005;9;2;1;19531222
030;4281077;  2280,50;001;1;2;2;20041231
030;4281078;   188,40;001;1;2;1;19861013
030;4281079;   306,00;001;1;2;1;19840101
030;4281079;   306,00;002;1;2;1;19900101
030;4281080;   306,00;001;9;1;2;19841018
030;4281080;   306,00;002;1;2;1;19860619
030;4281081;   302,85;001;1;2;1;19840914
030;4281081;   302,85;002;1;2;1;19860515
030;4281082;   202,50;001;1;2;2;19840101
030;4281083;   258,00;001;1;2;2;19590101
030;4281084;  5727,00;001;5;2;5;19500101
030;4281084;  5727,00;002;9;1;2;19680101
030;4281085;    77,94;001;1;2;1;19560101
030;4281086;    40,00;001;9;1;2;19700101
030;4281087;    60,00;001;9;1;2;19690101
030;4281088;     9,00;001;2;2;1;19700101
030;4281089;   108,03;001;1;2;1;19550101
030;4281090;    24,90;001;1;2;1;19730425
030;4281091;   535,00;001;4;2;2;19750101
030;4281095;   147,00;001;4;1;2;19810101
030;4281096;    50,00;001;2;2;2;19580528
030;4281097;    19,42;001;9;3;2;19720101
030;4281098;  9854,00;001;4;2;1;20041026
030;4281098;  9854,00;002;4;2;1;20041026
030;4281098;  9854,00;003;9;2;2;20041026
030;4281099;   555,00;001;7;1;3;19961105
030;4281100;    57,30;001;1;2;2;19550101
030;4281101;   202,00;001;1;2;2;19840101
030;4281102;   335,00;001;2;2;1;19590101
030;4281103;   395,78;001;1;2;1;19530101
030;4281104;   153,00;001;1;2;2;19610101
030;4281105;   170,00;001;1;2;1;19610425
030;4281106;   124,10;001;1;2;2;19610101
030;4281107;   150,00;001;1;2;1;19520919
030;4281108;   161,33;001;1;2;2;19710101
030;4281109;   196,42;001;1;2;2;19710101
030;4281110;   198,00;001;2;2;2;19850101
030;4281111;  2082,00;001;9;1;2;19990504
030;4281112;   195,50;001;1;2;2;19590101
030;4281113;   280,25;001;1;2;2;19710101
030;4281114;   175,56;001;1;2;2;19050101
030;4281115;   110,26;001;1;2;2;19680101
030;4281116;   826,50;001;1;2;1;19690130
030;4281116;   826,50;002;5;3;1;19690130
030;4281117;   328,81;001;1;2;1;20010401
030;4281119;   164,95;001;1;1;1;19910101
030;4281120;   315,00;001;1;2;2;19580528
030;4281121;   202,50;001;1;2;2;19840101
030;4281122;   306,00;001;1;2;2;19840101
030;4281122;   306,00;002;1;2;2;19840101
030;4281123;   306,00;001;1;2;2;19840101
030;4281124;   306,00;001;9;1;2;19841018
030;4281124;   306,00;002;1;2;1;19860612
030;4281125;   625,25;001;1;2;1;19530101
030;4281125;   625,25;002;9;3;2;19800101
030;4281126;   247,20;001;1;2;1;19600101
030;4281127;   127,50;001;1;2;2;19610101
030;4281128;   315,00;001;1;2;1;19610101
030;4281129;   153,00;001;1;2;2;19590101
030;4281130;   174,25;001;1;2;2;19570101
030;4281131;   174,25;001;1;2;2;19580101
030;4281132;   201,12;001;1;2;2;19580101
030;4281133;   172,10;001;1;2;2;19580101
030;4281134;   195,50;001;1;2;2;19580101
030;4281135;   195,50;001;1;2;2;19580101
030;4281136;   282,00;001;1;2;2;19590101
030;4281137;   184,20;001;1;2;1;19660101
030;4281138;   136,00;001;1;2;1;19630101
030;4281139;   170,00;001;1;2;1;19670101
030;4281140;   136,00;001;1;2;1;19640101
030;4281141;   140,00;001;1;2;1;19660101
030;4281142;   140,00;001;1;2;1;19640101
030;4281143;   140,00;001;1;2;1;19640101
030;4281144;   140,00;001;1;2;1;19630101
030;4281145;   136,00;001;1;2;2;19640101
030;4281146;   136,00;001;1;2;1;19630101
030;4281147;   136,00;001;1;2;2;19640101
030;4281148;   136,00;001;1;2;1;19630101
030;4281149;   136,00;001;1;2;2;19630101
030;4281150;   483,00;001;1;2;1;19690101
030;4281151;   108,00;001;1;2;1;19690101
030;4281152;   292,16;001;1;2;1;19720101
030;4281153;   145,00;001;1;2;1;19660101
030;4281154;   145,00;001;1;2;1;19660101
030;4281155;   140,00;001;1;2;1;19640101
030;4281156;    50,00;001;1;2;1;19500101
030;4281157;   222,00;001;1;2;1;19320101
030;4281158;   136,00;001;1;2;2;19640101
030;4281159;   233,10;001;1;2;1;19770101
030;4281160;   233,00;001;1;2;1;19770101
030;4281161;  1524,00;001;8;2;2;19790101
030;4281161;  1524,00;002;8;2;2;20100212
030;4281162;  1500,00;001;8;1;2;19000101
030;4281162;  1500,00;002;8;1;2;19000101
030;4281163;   136,00;001;1;2;1;19640101
030;4281164;    56,00;001;1;1;1;19410101
030;4281165;    96,00;001;1;2;1;19670101
030;4281166;    73,60;001;1;2;1;19250101
030;4281167;   124,00;001;1;2;1;19560101
030;4281168;   140,00;001;1;2;2;19630101
030;4281169;   140,00;001;1;2;2;19650101
030;4281170;   140,00;001;1;2;2;19640101
030;4281171;   140,00;001;1;2;2;19650101
030;4281172;   136,00;001;1;2;2;19640101
030;4281173;   140,00;001;1;2;1;19640101
030;4281174; 10884,00;001;5;1;1;19821102
030;4281174; 10884,00;002;5;2;3;19821102
030;4281174; 10884,00;003;9;2;2;19821102
030;4281174; 10884,00;004;3;1;1;19821102
030;4281174; 10884,00;099;5;1;1;19821102
030;4281175;    95,00;001;9;3;2;19000101
030;4281176;  4016,14;001;4;2;1;19550101
030;4281176;  4016,14;002;9;2;2;19550101
030;4281177;  1656,41;001;4;2;1;19630101
030;4281177;  1656,41;002;4;2;1;19640101
030;4281178;  2049,00;001;4;2;1;19640101
030;4281178;  2049,00;002;4;2;1;19720101
030;4281179;  1052,00;001;9;3;3;19600101
030;4281180;  1904,28;001;4;1;1;20000113
030;4281181;   357,00;001;1;2;1;19710101
030;4281182;  8565,00;001;2;2;1;20000412
030;4281182;  8565,00;002;2;2;1;20101102
030;4281182;  8565,00;003;9;1;1;20101102
030;4281184;  6620,41;001;9;3;2;19790101
030;4281185;   198,60;001;1;1;1;19980514
030;4281186;  1176,50;001;4;1;1;20080707
030;4281186;  1176,50;002;9;1;1;20080707
030;4281187;  1842,31;001;2;2;1;19700101
030;4281188;  1430,00;001;1;1;1;19000101
030;4281188;  1430,00;002;9;1;2;19500101
030;4281189;  2141,16;001;4;2;1;19680101
030;4281190;   485,00;001;5;2;1;19440508
030;4281191;   139,00;001;1;2;1;19980501
030;4281193;  1829,38;001;9;1;2;19840101
030;4281195;   178,00;001;4;1;1;19600101
030;4281196;  2622,82;001;6;3;1;19940601
030;4281197;    77,00;001;1;1;2;19000101
030;4281198;    96,00;001;1;2;1;19550101
030;4281199;    64,35;001;1;1;1;19580101
030;4281200;    75,00;001;1;2;1;19690101
030;4281201;   522,00;001;1;2;1;19500101
030;4281202;   587,65;001;1;2;1;20080206
030;4281202;   587,65;099;8;2;2;19700101
030;4281203;   527,00;001;1;2;1;19260101
030;4281204;   112,20;001;1;2;2;19680101
030;4281205;   112,20;001;1;2;2;19680101
030;4281206;    38,40;001;1;1;1;19540101
030;4281207;   112,50;001;1;2;2;19550101
030;4281207;   112,50;002;1;2;2;19550101
030;4281208;   270,00;001;1;2;1;19720101
030;4281209;   143,00;001;1;2;1;19320427
030;4281210;   382,50;001;1;2;1;19760101
030;4281211;   201,48;001;1;2;2;19710101
030;4281212;   140,00;001;1;2;1;19640101
030;4281213;   136,00;001;1;2;2;19630101
030;4281214;   140,00;001;1;2;1;19640101
030;4281215;   140,00;001;1;2;1;19640101
030;4281216;  7501,18;098;4;2;1;19800101
030;4281216;  7501,18;099;4;2;1;19300101
030;4281217;  1069,00;001;1;2;1;19500101
030;4281217;  1069,00;002;4;2;2;19500101
030;4281217;  1069,00;003;4;2;1;19490120
030;4281217;  1069,00;004;4;2;1;19490120
030;4281218;   373,00;001;1;2;1;19510101
030;4281219;   207,02;001;1;2;2;19710101
030;4281220;   144,00;001;1;2;1;19580101
030;4281221;   212,59;001;1;2;2;19640101
030;4281222;   170,00;001;1;2;1;19650101
030;4281223;   170,00;001;1;2;1;19640101
030;4281224;   170,00;001;1;2;2;19640101
030;4281225;   171,00;001;1;2;2;19570101
030;4281226;   280,95;001;1;2;2;19570101
030;4281227;   397,80;001;1;2;1;19660101
030;4281228;   314,10;001;4;2;1;19700101
030;4281229;  1423,10;001;9;1;2;19950428
030;4281230;   160,00;001;1;2;1;19540101
030;4281232;  1070,00;001;1;2;1;20060929
030;4281232;  1070,00;002;1;2;1;20060929
030;4281234;  1095,94;001;1;2;1;19780530
030;4281236;   121,00;001;1;2;1;19330101
030;4281237;   456,75;001;1;1;1;19240101
030;4281237;   456,75;002;9;1;2;19240101
030;4281238;   140,00;001;1;2;1;19640101
030;4281240;   200,00;001;1;2;1;19450101
030;4281240;   200,00;002;1;2;2;19710101
030;4281242;   260,80;001;1;2;1;19400101
030;4281243;   299,40;001;1;2;1;19620101
030;4281244;   314,00;001;9;3;2;19650101
030;4281245;   136,00;001;1;2;2;19630101
030;4281246;   220,00;001;1;2;1;19300101
030;4281247;   480,00;001;1;2;1;19740101
030;4281248;   265,52;001;1;2;2;19370101
030;4281249;   174,72;001;1;2;2;19780101
030;4281250;  1040,00;001;8;2;2;19650101
030;4281251;  1124,47;001;5;2;1;19650101
030;4281252;   370,13;001;1;2;1;19580101
030;4281253;   370,13;001;1;2;1;19580101
030;4281254;   170,00;001;1;2;1;19670101
030;4281255;   370,13;001;1;2;1;19580101
030;4281256;  4820,72;001;8;2;2;19500101
030;4281256;  4820,72;002;5;1;2;19500101
030;4281257;   607,60;001;1;2;2;19560101
030;4281258;   468,78;001;1;2;1;19560101
030;4281259;   560,00;001;1;2;2;19560101
030;4281260;   560,00;001;1;2;1;19570101
030;4281261;   425,60;001;1;2;1;19570101
030;4281262;   711,00;001;8;2;2;19750101
030;4281263;  2141,00;001;6;3;1;19750101
030;4281264;   370,13;001;1;2;1;19580101
030;4281265;  2050,00;001;4;2;1;19750510
030;4281266;   160,00;001;1;2;1;19540101
030;4281267;   140,00;001;1;2;1;19640101
030;4281268;   140,00;001;1;2;1;19640101
030;4281269;   140,00;001;1;2;2;19640101
030;4281270;   140,00;001;1;2;1;19640101
030;4281271;   140,00;001;1;2;1;19640101
030;4281272;   554,00;001;1;2;1;19560101
030;4281273;   522,89;001;1;1;1;19240101
030;4281274; 11775,25;001;3;2;2;19840410
030;4281274; 11775,25;002;3;2;2;19840410
030;4281274; 11775,25;003;4;1;2;19840410
030;4281275;  2300,00;001;8;2;2;19350101
030;4281276;   835,80;001;8;2;2;19000101
030;4281276;   835,80;002;8;2;2;19000101
030;4281277;  6947,33;001;3;2;1;19650101
030;4281277;  6947,33;002;2;2;1;19400101
030;4281278;   539,00;001;3;2;1;19910101
030;4281278;   539,00;002;3;2;1;19910101
030;4281279;   412,40;001;1;2;1;19680101
030;4281280;    81,00;001;1;2;2;19520101
030;4281281;   145,00;001;1;2;2;19560101
030;4281282;   170,00;001;1;2;1;19670101
030;4281283;  1794,92;001;4;2;1;19960605
030;4281284;   154,00;001;1;2;2;19560101
030;4281285;    80,00;001;1;2;2;19540101
030;4281286;   245,00;001;1;2;1;19600613
030;4281287;   322,00;001;1;2;1;19560516
030;4281288;   322,00;001;1;2;2;19561126
030;4281289;   242,80;001;1;2;1;19980505
030;4281290;   341,00;001;1;2;1;19410912
030;4281290;   341,00;002;1;2;1;19420110
030;4281291;   138,00;001;3;2;1;19810101
030;4281292;   128,00;001;1;2;2;19610101
030;4281293;   139,70;001;1;2;2;19540101
030;4281294;   130,00;001;1;2;1;19610831
030;4281295;   313,00;001;1;2;2;19560101
030;4281296;   167,65;001;1;2;1;19530101
030;4281297;   153,00;001;1;2;2;19480101
030;4281298;   167,60;001;1;2;2;19530101
030;4281299;   490,00;001;1;2;2;19720101
030;4281299;   490,00;002;1;2;2;19720101
030;4281300;    76,50;001;1;2;2;19480101
030;4281302;   334,40;001;1;2;1;19520101
030;4281302;   334,40;002;1;2;1;19520101
030;4281303;   252,00;001;1;2;1;19580101
030;4281304;   175,20;001;1;2;1;19570101
030;4281305;   217,14;001;9;1;2;19870101
030;4281306;   195,50;001;1;2;2;19600101
030;4281308;    96,00;001;1;2;1;19530504
030;4281309;   206,00;001;1;2;2;19640101
030;4281310;   108,00;001;1;2;2;19700101
030;4281311;   265,00;001;1;2;2;19590101
030;4281312;    57,49;001;1;2;1;19551014
030;4281313;   104,00;001;1;2;2;19530101
030;4281314;   336,00;001;1;2;1;19570101
030;4281315;   475,60;001;1;2;2;19580101
030;4281315;   475,60;002;1;2;2;19580101
030;4281315;   475,60;003;1;2;2;19580101
030;4281316;   285,00;001;1;2;1;19540614
030;4281317;   200,00;001;1;2;1;19350914
030;4281318;    84,48;001;1;2;2;19460101
030;4281319;   127,20;001;1;2;1;19550101
030;4281320;   127,20;001;1;2;1;19550304
030;4281321;   125,00;001;1;1;1;19560101
030;4281322;    30,28;001;1;2;1;19781020
030;4281323;   153,00;001;1;2;2;19480101
030;4281326;    10,92;001;9;3;3;20090807
030;4281328;  2815,00;001;9;1;2;20091110
030;4281329;  1052,51;001;2;2;1;20091110
030;4281330;   152,00;001;1;2;1;19510101
030;4281331;     8,00;001;9;3;3;20080101
030;4281332;   278,10;001;1;2;1;19951201
030;4281335;  1551,71;001;4;2;1;20080514
030;4281336;   569,07;001;4;1;3;20080514
030;4281336;   569,07;002;9;3;1;20080514
030;4281336;   569,07;003;9;2;2;20080514
030;4281337;    85,00;001;9;3;2;19700101
030;4281337;    85,00;002;9;3;2;19700101
030;4281337;    85,00;003;9;3;2;19700101
030;4281340;    15,00;001;9;3;3;20090101
030;4281341;   155,02;001;1;2;1;19480101
030;4281342;   153,00;001;1;2;2;19480101
030;4281343;   149,60;001;1;2;2;19480101
030;4281344;   149,60;001;1;2;2;19480101
030;4281345;   149,60;001;1;2;2;19480101
030;4281346;   149,60;001;1;2;2;19480101
030;4281347;   605,00;001;9;1;2;19920611
030;4281348;   160,65;001;1;2;2;19480101
030;4281349;   150,00;001;1;2;1;19600101
030;4281350;   160,65;001;1;2;2;19480101
030;4281351;   210,00;001;1;2;1;19580101
030;4281352;   163,20;001;1;2;2;19480101
030;4281353;   163,20;001;1;2;2;19480101
030;4281354;   163,20;001;1;2;2;19480101
030;4281355;   163,60;001;1;2;2;19480101
030;4281356;   156,20;001;1;2;2;19480101
030;4281357;   189,00;001;1;2;2;19480101
030;4281358;   156,20;001;1;2;2;19480101
030;4281359;   160,65;001;1;2;2;19480101
030;4281360;   180,65;001;1;2;2;19320101
030;4281361;   175,20;001;1;2;1;19580101
030;4281362;   304,00;001;1;2;1;19450101
030;4281363;   373,90;001;1;2;1;19030709
030;4281363;   373,90;002;1;2;1;19551129
030;4281364;  1368,50;001;5;1;2;19000101
030;4281364;  1368,50;002;1;2;2;19500101
030;4281365;   188,50;001;1;2;2;19400101
030;4281366;   175,38;001;1;2;2;19400101
030;4281367;   233,32;001;1;2;2;19260807
030;4281368;   139,28;001;1;2;2;19500101
030;4281368;   139,28;002;1;2;2;19500101
030;4281369;   711,16;001;3;2;1;19551207
030;4281370;   260,52;001;1;2;2;19040101
030;4281371;   295,38;001;1;2;1;19990528
030;4281372;   399,92;001;6;1;2;19700609
030;4281373;   124,00;001;1;2;2;19500101
030;4281374;   145,60;001;1;2;2;19360101
030;4281375;   147,04;001;1;2;1;19390227
030;4281376;    72,00;001;1;2;1;19450407
030;4281377;   146,40;001;1;2;1;19450101
030;4281378;   135,00;001;1;2;2;19470101
030;4281379;   930,32;001;1;2;1;20001211
030;4281380;   560,00;001;1;2;2;19570101
030;4281381;  1266,00;001;9;1;2;19831020
030;4281381;  1266,00;002;8;1;2;19831020
030;4281381;  1266,00;003;3;2;1;19831020
030;4281382;   144,00;001;1;2;2;19710101
030;4281383;   288,00;001;1;2;2;19710101
030;4281384;   340,00;001;1;2;2;19710101
030;4281385;   540,00;001;1;2;2;19730101
030;4281386;   170,00;001;1;2;2;19720101
030;4281387;   103,68;001;1;2;1;19000101
030;4281387;   103,68;002;1;2;1;19250922
030;4281388;   560,38;001;1;2;1;19500101
030;4281389;   216,00;001;1;2;1;19030101
030;4281390;   162,50;001;1;2;2;19460101
030;4281391;   145,00;001;1;2;2;19490101
030;4281392;   145,00;001;1;2;2;19490101
030;4281393;   317,22;001;1;2;2;19580101
030;4281394;  6800,00;001;3;2;1;19010101
030;4281395;   386,00;001;1;2;2;19060101
030;4281396;   145,00;001;1;2;2;19030101
030;4281397;  1616,00;001;9;1;2;19720101
030;4281398;   144,00;001;1;2;2;19590101
030;4281399;   120,00;001;1;2;1;19570101
030;4281400;   135,00;001;1;2;1;19560101
030;4281401;   162,50;001;1;2;1;19470101
030;4281402;   271,00;001;1;2;2;19560101
030;4281403;   310,00;001;1;2;1;19550101
030;4281404;   549,63;001;1;2;1;19430101
030;4281405;   180,00;001;1;2;1;19580101
030;4281406;   146,40;001;1;2;1;19450101
030;4281407;   144,00;001;1;2;1;19570101
030;4281408;   217,00;001;1;2;1;19430120
030;4281408;   217,00;002;1;2;1;19460704
030;4281408;   217,00;003;1;2;1;20060601
030;4281409;   198,23;001;1;2;1;19580101
030;4281411;   160,00;001;1;2;1;19590101
030;4281412;   160,00;001;1;2;1;19620101
030;4281413;   310,00;001;1;2;1;19550101
030;4281414;   168,00;001;1;2;1;19580101
030;4281415;   163,20;001;1;2;2;19480101
030;4281416;   144,00;001;1;2;2;19600101
030;4281417;   180,00;001;1;2;1;19550101
030;4281418;   168,00;001;1;2;1;19580101
030;4281419;   631,00;001;1;2;2;19960329
030;4281420;   146,40;001;1;2;1;19450407
030;4281421;   254,47;001;1;2;2;19150101
030;4281422;   262,47;099;1;2;2;19130101
030;4281423;   269,00;099;1;2;2;19120101
030;4281424;   190,00;099;1;2;1;19131130
030;4281425;   120,00;001;1;2;1;19570101
030;4281426;   200,00;001;1;2;1;19520101
030;4281427;   120,00;001;1;2;2;19570101
030;4281428;   875,00;001;1;1;1;19000101
030;4281429;   813,00;001;1;2;1;19600101
030;4281430;   219,00;001;1;2;1;19580101
030;4281431;   648,00;001;1;2;2;19600101
030;4281432;   252,40;001;1;2;1;19600101
030;4281433;   191,00;001;1;2;1;19200101
030;4281433;   191,00;002;1;2;1;19440101
030;4281434;   340,00;001;1;2;2;19300101
030;4281434;   340,00;002;1;2;2;19410101
030;4281435;   272,32;001;1;2;2;19040101
030;4281436;   197,00;099;1;2;1;19000101
030;4281438;   895,32;001;9;1;2;20120730
030;4281439;   539,36;001;1;2;1;20120530
030;4281440;  2493,01;001;1;2;1;20090420
030;4281440;  2493,01;002;1;2;1;20090420
030;4281440;  2493,01;003;1;2;1;20090420
030;4281442;   903,40;001;1;1;2;20090812
030;4281443;   673,10;001;9;1;2;20120530
030;4281445;  1569,60;001;1;2;2;20100412
030;4281450;  2281,16;001;1;2;2;20110430
030;4281451;    72,00;001;1;2;1;19500101
030;4281452;   160,65;001;1;2;2;19480101
030;4281453;   678,91;001;1;2;2;20050720
030;4281456;  4908,74;002;9;2;2;20091110
030;4281456;  4908,74;001;2;2;1;20091110
030;4281457;  1711,00;001;1;2;1;20131219
030;4281460;     2,53;001;9;3;3;20110616
030;4281461;    10,00;001;9;3;3;20110616
030;4281466;  2000,23;001;1;2;1;20160215
030;4281467;  1394,29;001;1;2;1;20160308
030;4281469;    22,26;001;9;3;2;19800101
030;4281470;  1060,50;001;3;2;1;19650101
030;4282001;    79,00;001;1;2;1;19520101
030;4282001;    79,00;002;9;3;2;19620101
030;4282002;    30,00;001;9;3;2;19500101
030;4282003;   340,00;001;1;1;1;19000101
030;4282004;   230,00;001;1;1;1;19000101
030;4282005;    99,00;001;1;1;1;19830304
030;4282006;  1943,00;001;8;2;2;19780101
030;4282006;  1943,00;002;1;1;1;19780101
030;4282006;  1943,00;003;5;1;2;19780101
