URTEA;UDAL KODEA;UDALAREN IZENA;KALE KODEA;KALEAREN IZENA;BARRUTIA;SEKZIOA;JAIOTZE HERRIALDEA;JAIOTZE-PROBINTZIA;JAIOTZE-HERRIA;HERRIALDEAREN IZENA;PROBINTZIAREN IZENA;HERRIAREN IZENA;EMAKUME KOPURUA;GIZON KOPURUA;.                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;020;071;ESPAINIA;GIPUZKOA;TOLOSA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;020;074;ESPAINIA;GIPUZKOA;BERGARA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;020;076;ESPAINIA;GIPUZKOA;ORDIZIA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;024;089;ESPAINIA;LEON;LEON;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;024;115;ESPAINIA;LEON;PONFERRADA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;026;021;ESPAINIA;ERRIOXA;AUTOL;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;026;036;ESPAINIA;ERRIOXA;CALAHORRA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;026;999;ESPAINIA;ERRIOXA;EIBAR;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;028;079;ESPAINIA;MADRIL;MADRIL;3;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;030;027;ESPAINIA;MURTZIA;MOLINA DE SEGURA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;031;027;ESPAINIA;NAFARROA;ARBIZU;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;031;999;ESPAINIA;NAFARROA;EIBAR;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;032;007;ESPAINIA;OURENSE;BAÑOS DE MOLGAS;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;032;054;ESPAINIA;OURENSE;OURENSE;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;032;999;ESPAINIA;OURENSE;CERVERA DEL LLANO;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;034;157;ESPAINIA;PALENTZIA;SALDAÑA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;037;044;ESPAINIA;SALAMANCA;BARRUECOPARDO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;037;107;ESPAINIA;SALAMANCA;CIUDAD-RODRIGO;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;037;254;ESPAINIA;SALAMANCA;PITIEGUA;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;039;059;ESPAINIA;KANTABRIA;REINOSA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;039;075;ESPAINIA;KANTABRIA;SANTANDER;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;041;065;ESPAINIA;SEVILLA;MORON DE LA FRONTERA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;042;045;ESPAINIA;SORIA;CABREJAS DEL PINAR;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;042;096;ESPAINIA;SORIA;GOMARA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;047;178;ESPAINIA;VALLADOLID;URUEÑA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;048;001;ESPAINIA;BIZKAIA;ABADIÑO;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;048;002;ESPAINIA;BIZKAIA;ABANTO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;048;003;ESPAINIA;BIZKAIA;AMOREBIETA-ECHANO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;048;007;ESPAINIA;BIZKAIA;MUNITIBAR-ARBATZEGI GERRIKAITZ;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;048;018;ESPAINIA;BIZKAIA;BERRIATUA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;048;019;ESPAINIA;BIZKAIA;BERRIZ;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;048;020;ESPAINIA;BIZKAIA;BILBO;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;048;027;ESPAINIA;BIZKAIA;DURANGO;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;048;030;ESPAINIA;BIZKAIA;ETXEBARRIA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;048;032;ESPAINIA;BIZKAIA;ELORRIO;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;048;034;ESPAINIA;BIZKAIA;ERMUA;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;048;046;ESPAINIA;BIZKAIA;GERNIKA-LUMO;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;048;058;ESPAINIA;BIZKAIA;MALLABIA;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;048;060;ESPAINIA;BIZKAIA;MARKINA-XEMEIN;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;048;072;ESPAINIA;BIZKAIA;OTXANDIO;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;048;095;ESPAINIA;BIZKAIA;ZALDIBAR;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;048;904;ESPAINIA;BIZKAIA;SONDIKA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;108;050;272;ESPAINIA;ZARAGOZA;UTEBO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;110;110;999;FRANTZIA;FRANTZIA;BIARRITZ;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;228;228;999;MAROKOKO ERRESUMA;MAROKOKO ERRESUMA;LARACHE;0;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;239;239;999;SENEGAL;SENEGAL;DIOURBEL;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;323;323;999;NIKARAGUAKO ERREPUBLIKA;NIKARAGUAKO ERREPUBLIKA;MANAGUA;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;326;326;999;DOMINIKAR ERREPUBLIKA;DOMINIKAR ERREPUBLIKA;SANTO DOMINGO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;341;341;999;BOLIVIA;BOLIVIA;SANTA CRUZ;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;342;342;999;BRASIL;BRASIL;MACEIO;3;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;001;008;ESPAINIA;ARABA;ARRAZUA-UBARRUNDIA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;001;017;ESPAINIA;ARABA;CAMPEZO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;001;032;ESPAINIA;ARABA;LANCIEGO;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;002;030;ESPAINIA;ALBACETE;ELCHE DE LA SIERRA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;006;109;ESPAINIA;BADAJOZ;QUINTANA DE LA SERENA;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;006;122;ESPAINIA;BADAJOZ;SANTOS DE MAIMONA (LOS);0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;009;109;ESPAINIA;BURGOS;CONDADO DE TREVIÑO;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;009;999;ESPAINIA;BURGOS;ZALDIBAR;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;010;064;ESPAINIA;CACERES;CILLEROS;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;013;015;ESPAINIA;CIUDAD REAL;ALMODOVAR DEL CAMPO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;019;053;ESPAINIA;GUADALAJARA;BRIHUEGA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;019;152;ESPAINIA;GUADALAJARA;ILLANA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;020;030;ESPAINIA;GIPUZKOA;EIBAR;28;25;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;020;032;ESPAINIA;GIPUZKOA;ELGOIBAR;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;020;038;ESPAINIA;GIPUZKOA;GABIRIA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;020;065;ESPAINIA;GIPUZKOA;SORALUZE-PLACENCIA DE LAS ARMA;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;020;069;ESPAINIA;GIPUZKOA;DONOSTIA-SAN SEBASTIAN;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;020;074;ESPAINIA;GIPUZKOA;BERGARA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;020;901;ESPAINIA;GIPUZKOA;MENDARO;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;024;047;ESPAINIA;LEON;CASTROCONTRIGO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;028;079;ESPAINIA;MADRIL;MADRIL;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;031;156;ESPAINIA;NAFARROA;LIZOAIN;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;031;201;ESPAINIA;NAFARROA;PAMPLONA-IRUÑA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;032;007;ESPAINIA;OURENSE;BAÑOS DE MOLGAS;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;032;035;ESPAINIA;OURENSE;IRIXO (O);1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;032;036;ESPAINIA;OURENSE;XUNQUERA DE AMBIA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;108;032;999;ESPAINIA;OURENSE;EIBAR;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
