DATA OPERACIO,DESCRIPCIO OPERACIO,IMPORT,NOM PARTIDA,CODI ECONOMIC,ECONOMIC,CODI FUNCIONAL,FUNCIONAL,CODI ORGANIC,ORGANIC
01/01/2017 12:00:00 AM,Obertura pressupost 2017,30000,Beques llibres: Programa Socialització,481.03.0017,Beques,2316A,Infància,1.1.0.16,Serveis Socials
01/01/2017 12:00:00 AM,Obertura pressupost 2017,6000,Beques llibres: Programa Reutilització,481.04.0017,Beques,2316A,Infància,1.1.0.16,Serveis Socials
01/01/2017 12:00:00 AM,Obertura pressupost 2017,80000,Beques Llibres: individuals,481.05.0017,Beques,2316A,Infància,1.1.0.16,Serveis Socials
01/01/2017 12:00:00 AM,Obertura pressupost 2017,30000,"Aportació a Creu Roja-Proj.""Menja sa a l'Insti""",481.07.9917,Beques,2316A,Infància,1.1.0.16,Serveis Socials
01/01/2017 12:00:00 AM,Obertura pressupost 2017,20000,Ajuts a sortides escolars,481.08.0017,Beques,2316A,Infància,1.1.0.16,Serveis Socials
01/01/2017 12:00:00 AM,Obertura pressupost 2017,6810,Assessoria jurídica familiar,227.06.0017,Estudis i treballs tècnics,2318A,Programes socials,1.1.0.16,Serveis Socials
01/01/2017 12:00:00 AM,Obertura pressupost 2017,37000,Projecte de Dinamització de barris,227.06.0117,Estudis i treballs tècnics,2318A,Programes socials,1.1.0.16,Serveis Socials
01/01/2017 12:00:00 AM,Obertura pressupost 2017,38590,Dinamitz.Comunitària- PDC per a infants i joves,227.06.0217,Estudis i treballs tècnics,2318A,Programes socials,1.1.0.16,Serveis Socials
01/01/2017 12:00:00 AM,Obertura pressupost 2017,30000,Dinamització d'equipaments,227.06.0017,Estudis i treballs tècnics,2318B,Formació d'Adults,1.1.0.16,Serveis Socials
01/01/2017 12:00:00 AM,Obertura pressupost 2017,15000,Activitats als centres civics,226.09.0017,Activitats culturals i esportives,2318B,Formació d'Adults,1.2.0.16,Educació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,3000,Xarxa Gavà educativa: Grup impulsor,226.99.0217,Altres despeses diverses,3272A,Projecte Educatiu de Ciutat,1.2.0.16,Educació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,42000,PEC: PTT,226.99.0617,Altres despeses diverses,3272A,Projecte Educatiu de Ciutat,1.2.0.16,Educació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,18000,Programa suport a l'aprenentatge,227.99.0017,Altres treballs realitzats per altres emp.i profes,3272A,Projecte Educatiu de Ciutat,1.2.0.16,Educació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,18690,Obertura centres educatius activitats Lleure,227.99.0117,Altres treballs realitzats per altres emp.i profes,3272A,Projecte Educatiu de Ciutat,1.2.0.16,Educació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,24000,Programes Families - Centres Inclusius,227.99.0217,Altres treballs realitzats per altres emp.i profes,3272A,Projecte Educatiu de Ciutat,1.2.0.16,Educació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,48000,Dinàmica Educativa,226.99.0017,Altres despeses diverses,3273A,Promoció Educativa,1.2.0.16,Educació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,5000,Subvencions AMPAS - USEE,480.00.0017,A famílies i institucions sense ànim de lucre,3273A,Promoció Educativa,1.2.0.16,Educació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,30000,Subvencions - Foment de l'educació i la formació,480.26.0017,A famílies i institucions sense ànim de lucre,3273A,Promoció Educativa,1.2.0.16,Educació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,23560,Productes d'alimentació,221.05.0017,Productes alimentosos,3231A,Educació Especial,1.2.1.16,EEE Maria Felip
01/01/2017 12:00:00 AM,Obertura pressupost 2017,5000,Productes de neteja,221.10.0017,Productes de neteja i condícia,3231A,Educació Especial,1.2.1.16,EEE Maria Felip
01/01/2017 12:00:00 AM,Obertura pressupost 2017,5000,Activitats - Escola E. Especial,226.06.0017,"Reunions, conferències i cursos",3231A,Educació Especial,1.2.1.16,EEE Maria Felip
01/01/2017 12:00:00 AM,Obertura pressupost 2017,18180,Prestació de serveis tècnics esportius Escola EE,226.99.0017,Altres despeses diverses,3231A,Educació Especial,1.2.1.16,EEE Maria Felip
01/01/2017 12:00:00 AM,Obertura pressupost 2017,2580,Prestació serveis tècnics educatius,226.99.0117,Altres despeses diverses,3231A,Educació Especial,1.2.1.16,EEE Maria Felip
01/01/2017 12:00:00 AM,Obertura pressupost 2017,10,Beques llibres EEE Maria Felip (AMP),481.01.0317,Beques,3231A,Educació Especial,1.2.1.16,EEE Maria Felip
01/01/2017 12:00:00 AM,Obertura pressupost 2017,9000,Fons Biblioteques,220.01.0017,"Premsa, revistes, llibres i altres publicacions",3321A,Biblioteques de Gavà,1.3.0.16,Cultura
01/01/2017 12:00:00 AM,Obertura pressupost 2017,5200,Biblioteca MC,226.09.0217,Activitats culturals i esportives,3321A,Biblioteques de Gavà,1.3.0.16,Cultura
01/01/2017 12:00:00 AM,Obertura pressupost 2017,10720,Biblioteca SV,226.09.0317,Activitats culturals i esportives,3321A,Biblioteques de Gavà,1.3.0.16,Cultura
01/01/2017 12:00:00 AM,Obertura pressupost 2017,11300,Projectes transversals Xarxa Biblioteques,226.09.0417,Activitats culturals i esportives,3321A,Biblioteques de Gavà,1.3.0.16,Cultura
01/01/2017 12:00:00 AM,Obertura pressupost 2017,5000,Premis creació literaria,480.00.0017,A famílies i institucions sense ànim de lucre,3321A,Biblioteques de Gavà,1.3.0.16,Cultura
01/01/2017 12:00:00 AM,Obertura pressupost 2017,32000,Programació Espai Maragall,226.09.0117,Activitats culturals i esportives,3330A,Arts escèniques i Música,1.3.0.16,Cultura
01/01/2017 12:00:00 AM,Obertura pressupost 2017,32450,"Promoció i Difusió Arts Escèniques,Visual i Música",226.09.0217,Activitats culturals i esportives,3330A,Arts escèniques i Música,1.3.0.16,Cultura
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1300,Programació Arts Visuals,226.09.0317,Activitats culturals i esportives,3330A,Arts escèniques i Música,1.3.0.16,Cultura
01/01/2017 12:00:00 AM,Obertura pressupost 2017,3000,Programació Circuit Musical,226.09.0417,Activitats culturals i esportives,3330A,Arts escèniques i Música,1.3.0.16,Cultura
01/01/2017 12:00:00 AM,Obertura pressupost 2017,25100,Subvencions entitats promoció de les arts,480.08.0017,A famílies i institucions sense ànim de lucre,3330A,Arts escèniques i Música,1.3.0.16,Cultura
01/01/2017 12:00:00 AM,Obertura pressupost 2017,37000,Subv.Ass.Prom.Espec.Inf.Juven.Fest.Titelles,480.09.9917,A famílies i institucions sense ànim de lucre,3330A,Arts escèniques i Música,1.3.0.16,Cultura
01/01/2017 12:00:00 AM,Obertura pressupost 2017,38000,Aportació Consorci Normalització Lingüística,467.00.0017,A Consorcis,3340A,Promoció cultural,1.3.0.16,Cultura
01/01/2017 12:00:00 AM,Obertura pressupost 2017,4500,Convenis foment cultura,480.27.0317,A famílies i institucions sense ànim de lucre,3340A,Promoció cultural,1.3.0.16,Cultura
01/01/2017 12:00:00 AM,Obertura pressupost 2017,39500,Subvencions Entitats culturals,480.28.0017,A famílies i institucions sense ànim de lucre,3340A,Promoció cultural,1.3.0.16,Cultura
01/01/2017 12:00:00 AM,Obertura pressupost 2017,21000,Convenis Cultura Tradicional Popular,480.29.0317,A famílies i institucions sense ànim de lucre,3340A,Promoció cultural,1.3.0.16,Cultura
01/01/2017 12:00:00 AM,Obertura pressupost 2017,47990,Dinamització d'entitats,226.99.0117,Altres despeses diverses,3370A,Relacions ciutadanes,1.3.0.16,Cultura
01/01/2017 12:00:00 AM,Obertura pressupost 2017,25500,Convenis foment de relacions ciutadanes,480.14.0317,A famílies i institucions sense ànim de lucre,3370A,Relacions ciutadanes,1.3.0.16,Cultura
01/01/2017 12:00:00 AM,Obertura pressupost 2017,39000,Subvencions AAVV,480.15.0017,A famílies i institucions sense ànim de lucre,3370A,Relacions ciutadanes,1.3.0.16,Cultura
01/01/2017 12:00:00 AM,Obertura pressupost 2017,75000,Festa Major d'estiu - Programació d'activitats,226.09.0117,Activitats culturals i esportives,3380A,Cicle Festiu,1.3.1.16,Cultura - Cicle Festiu
01/01/2017 12:00:00 AM,Obertura pressupost 2017,7000,Festa Major d'hivern,226.09.0317,Activitats culturals i esportives,3380A,Cicle Festiu,1.3.1.16,Cultura - Cicle Festiu
01/01/2017 12:00:00 AM,Obertura pressupost 2017,36290,Programació Nadal - Reis,226.09.0417,Activitats culturals i esportives,3380A,Cicle Festiu,1.3.1.16,Cultura - Cicle Festiu
01/01/2017 12:00:00 AM,Obertura pressupost 2017,25000,Carnestoltes,226.09.0517,Activitats culturals i esportives,3380A,Cicle Festiu,1.3.1.16,Cultura - Cicle Festiu
01/01/2017 12:00:00 AM,Obertura pressupost 2017,5500,Programa Cultura popular i tradicional,226.09.0617,Activitats culturals i esportives,3380A,Cicle Festiu,1.3.1.16,Cultura - Cicle Festiu
01/01/2017 12:00:00 AM,Obertura pressupost 2017,800,Assegurances Patrimoni Històric i Cultural,224.00.0017,Primes d'Assegurances,3360A,Patrimoni Històric i Cultural,1.3.5.16,Patrimoni Cultural i Natural
01/01/2017 12:00:00 AM,Obertura pressupost 2017,2000,"Reunions, conferències i cursos",226.06.0017,"Reunions, conferències i cursos",3360A,Patrimoni Històric i Cultural,1.3.5.16,Patrimoni Cultural i Natural
01/01/2017 12:00:00 AM,Obertura pressupost 2017,7720,Tallers Patrimoni Històric i Cultural (AMP),226.06.0117,"Reunions, conferències i cursos",3360A,Patrimoni Històric i Cultural,1.3.5.16,Patrimoni Cultural i Natural
01/01/2017 12:00:00 AM,Obertura pressupost 2017,6000,Exposicions Patrimoni Cultural,226.09.0017,Activitats culturals i esportives,3360A,Patrimoni Històric i Cultural,1.3.5.16,Patrimoni Cultural i Natural
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1500,Promoció recerca,226.99.0117,Altres despeses diverses,3360A,Patrimoni Històric i Cultural,1.3.5.16,Patrimoni Cultural i Natural
01/01/2017 12:00:00 AM,Obertura pressupost 2017,2000,Altres despeses diverses PHC,226.99.0217,Altres despeses diverses,3360A,Patrimoni Històric i Cultural,1.3.5.16,Patrimoni Cultural i Natural
01/01/2017 12:00:00 AM,Obertura pressupost 2017,10,Bestreta C.Fixa - Patrimoni H i C,226.99.0917,Altres despeses diverses,3360A,Patrimoni Històric i Cultural,1.3.5.16,Patrimoni Cultural i Natural
01/01/2017 12:00:00 AM,Obertura pressupost 2017,47080,Gestio servei Mines de Gavà,227.99.0017,Altres treballs realitzats per altres emp.i profes,3360A,Patrimoni Històric i Cultural,1.3.5.16,Patrimoni Cultural i Natural
01/01/2017 12:00:00 AM,Obertura pressupost 2017,77120,Polítiques d'Igualtat,226.99.0117,Altres despeses diverses,2314A,Igualtat,1.4.0.16,Igualtat i Ciutadania
01/01/2017 12:00:00 AM,Obertura pressupost 2017,87000,Siad,226.99.0217,Altres despeses diverses,2314A,Igualtat,1.4.0.16,Igualtat i Ciutadania
01/01/2017 12:00:00 AM,Obertura pressupost 2017,10,Bestreta C.Fixa - Igualtat i ciutadania(NO UTIL),226.99.0917,Altres despeses diverses,2314A,Igualtat,1.4.0.16,Igualtat i Ciutadania
01/01/2017 12:00:00 AM,Obertura pressupost 2017,20000,Usos dels temps,226.99.1017,Altres despeses diverses,2314A,Igualtat,1.4.0.16,Igualtat i Ciutadania
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1590,Conveni Premi Delta de Narrativa per a dones,462.00.0017,A Ajuntaments,2314A,Igualtat,1.4.0.16,Igualtat i Ciutadania
01/01/2017 12:00:00 AM,Obertura pressupost 2017,3700,Sub entitats esportives per igualtat i gènere,480.00.0317,A famílies i institucions sense ànim de lucre,2314A,Igualtat,1.4.0.16,Igualtat i Ciutadania
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1500,Participació Observatori dones mitjans comunicació,480.00.9917,A famílies i institucions sense ànim de lucre,2314A,Igualtat,1.4.0.16,Igualtat i Ciutadania
01/01/2017 12:00:00 AM,Obertura pressupost 2017,55010,Programes i Activitats de Drets Humans,226.06.0017,"Reunions, conferències i cursos",2317A,Drets civils i Nova ciutadania,1.4.0.16,Igualtat i Ciutadania
01/01/2017 12:00:00 AM,Obertura pressupost 2017,36500,Programes i Activitats de Drets Civils,226.99.0217,Altres despeses diverses,2317A,Drets civils i Nova ciutadania,1.4.0.16,Igualtat i Ciutadania
01/01/2017 12:00:00 AM,Obertura pressupost 2017,58200,F.Adults:Programació formació d'adults,226.06.0017,"Reunions, conferències i cursos",2318B,Formació d'Adults,1.4.0.16,Igualtat i Ciutadania
01/01/2017 12:00:00 AM,Obertura pressupost 2017,15000,Programes d'esport i salut,227.06.0217,Estudis i treballs tècnics,3121A,Programes esport i salut,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,40000,Conveni Centre Medicina Esportiva,472.00.9917,Subvenc.reduir preu a pagar per consumidors,3121A,Programes esport i salut,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1500,Material informàtic no inventariable,220.02.0017,Material informàtic no inventariable,3400A,Administració General d'Esports,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1500,Altres despeses diverses,226.99.0017,Altres despeses diverses,3400A,Administració General d'Esports,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1500,Mat. d'oficina ordinari no inventariable,220.00.0017,Ordinari no inventariable,3410A,Promoció i foment de l'esport,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,19000,Foment Activitats Entitats Esportives,226.09.0117,Activitats culturals i esportives,3410A,Promoció i foment de l'esport,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,2500,Foment Activitats Esportives a l'entorn natural,226.09.0317,Activitats culturals i esportives,3410A,Promoció i foment de l'esport,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,4250,Promoció Activitat Escolar,226.99.0717,Altres despeses diverses,3410A,Promoció i foment de l'esport,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,11770,Altres despeses diverses,226.99.0817,Altres despeses diverses,3410A,Promoció i foment de l'esport,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,20000,Aportació Consell Esportiu Baix Llobregat,467.00.9917,A Consorcis,3410A,Promoció i foment de l'esport,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,75000,Subvencions activitats esportives,480.01.0017,A famílies i institucions sense ànim de lucre,3410A,Promoció i foment de l'esport,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,7000,Convenis Entitats Esportives,480.02.0317,A famílies i institucions sense ànim de lucre,3410A,Promoció i foment de l'esport,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,3000,Ajuts a families: Activitats esportives,480.06.0017,A famílies i institucions sense ànim de lucre,3410A,Promoció i foment de l'esport,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1000,Convenis promoció esportistes,480.07.0317,A famílies i institucions sense ànim de lucre,3410A,Promoció i foment de l'esport,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,15000,Conveni Club Futbol Gavà,480.08.9917,A famílies i institucions sense ànim de lucre,3410A,Promoció i foment de l'esport,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,132000,Aportació a la Mancomunitat de Can Sellarés,463.00.0117,A Mancomunitats,3411A,Promoció i foment de l'esport - Espais Esportius,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,15090,Productes de piscina,221.09.0017,Altres subministraments,3420A,Instal·lacions esportives,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,25900,Productes de neteja,221.10.0017,Productes de neteja i condícia,3420A,Instal·lacions esportives,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,7000,Primes d'assegurances instalacions esportives,224.00.0017,Primes d'Assegurances,3420A,Instal·lacions esportives,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,490000,Monitors activitats instal·lacions esportives,227.06.0017,Estudis i treballs tècnics,3420A,Instal·lacions esportives,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,254410,Acondicionament instal·lacions esportives,227.06.0117,Estudis i treballs tècnics,3420A,Instal·lacions esportives,1.5.0.16,Esports
01/01/2017 12:00:00 AM,Obertura pressupost 2017,22500,Festa Major d'estiu - Infraestructura,226.09.0217,Activitats culturals i esportives,3380A,Cicle Festiu,1.7.0.16,Logística
01/01/2017 12:00:00 AM,Obertura pressupost 2017,10790,"Arrendaments de maquinària, instal·lacions i utill",203.00.0017,"Arrendament maquinària, instal·lacions i utillatge",9330B,Equipaments de serveis,1.7.0.16,Logística
01/01/2017 12:00:00 AM,Obertura pressupost 2017,105000,Edificis i altres constr Esports,212.01.0117,Edificis i altres construccions,9330B,Equipaments de serveis,1.7.0.16,Logística
01/01/2017 12:00:00 AM,Obertura pressupost 2017,40000,Edificis i altres constr Cultura i Patrimoni,212.01.0217,Edificis i altres construccions,9330B,Equipaments de serveis,1.7.0.16,Logística
01/01/2017 12:00:00 AM,Obertura pressupost 2017,600,"Maquinària, instal tècniques Ed Especial",213.00.0117,"Maquinària,instal·lacions tècniques i utillatje",9330B,Equipaments de serveis,1.7.0.16,Logística
01/01/2017 12:00:00 AM,Obertura pressupost 2017,35000,Maquinària i instal tècniques Cultura i Patrimoni,213.00.0217,"Maquinària,instal·lacions tècniques i utillatje",9330B,Equipaments de serveis,1.7.0.16,Logística
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1500,Maquinari i instal tècniques Esports,213.00.0317,"Maquinària,instal·lacions tècniques i utillatje",9330B,Equipaments de serveis,1.7.0.16,Logística
01/01/2017 12:00:00 AM,Obertura pressupost 2017,20000,Maquinari i instal tècniques Esports,213.00.0417,"Maquinària,instal·lacions tècniques i utillatje",9330B,Equipaments de serveis,1.7.0.16,Logística
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1500,Maquinària i instal tècniques Cultura i Patrimoni,213.00.0517,"Maquinària,instal·lacions tècniques i utillatje",9330B,Equipaments de serveis,1.7.0.16,Logística
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1500,Elements de transport,214.00.0017,Elements de transport,9330B,Equipaments de serveis,1.7.0.16,Logística
01/01/2017 12:00:00 AM,Obertura pressupost 2017,10,Bestreta C.Fixa - Logística (NO UTIL),226.99.0917,Altres despeses diverses,9330B,Equipaments de serveis,1.7.0.16,Logística
01/01/2017 12:00:00 AM,Obertura pressupost 2017,7660,Seguretat Patrimoni Històric i Cultural,227.01.0017,Seguretat,9330B,Equipaments de serveis,1.7.0.16,Logística
01/01/2017 12:00:00 AM,Obertura pressupost 2017,15000,Funcionament Aules d'estudi nocturn,226.99.0017,Altres despeses diverses,2313A,Joventut,1.9.0.16,Joventut i Cooperació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,111190,Casa Gran - Coordinació,226.99.0117,Altres despeses diverses,2313A,Joventut,1.9.0.16,Joventut i Cooperació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,35000,Dinamització juvenil,227.06.0017,Estudis i treballs tècnics,2313A,Joventut,1.9.0.16,Joventut i Cooperació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,19000,Subvencions - Entitats Juvenils,480.10.0017,A famílies i institucions sense ànim de lucre,2313A,Joventut,1.9.0.16,Joventut i Cooperació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,15000,Sensibilització - Estacions solidàries,227.06.0017,Estudis i treballs tècnics,2319A,Cooperació,1.9.0.16,Joventut i Cooperació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,12250,Sensibilització - Guia educativa,227.06.0117,Estudis i treballs tècnics,2319A,Cooperació,1.9.0.16,Joventut i Cooperació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,6000,Conveni Aj. Viladecans - Xarxa Municipis Marroc,462.00.0017,A Ajuntaments,2319A,Cooperació,1.9.0.16,Joventut i Cooperació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,50000,Subvencions per a la cooperació i desenvolupament,480.00.0017,A famílies i institucions sense ànim de lucre,2319A,Cooperació,1.9.0.16,Joventut i Cooperació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,600,Subvenció Amical Mauthausen,480.00.9917,A famílies i institucions sense ànim de lucre,2319A,Cooperació,1.9.0.16,Joventut i Cooperació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,18000,Subvenció ACAPS Gavà,480.01.9917,A famílies i institucions sense ànim de lucre,2319A,Cooperació,1.9.0.16,Joventut i Cooperació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,21000,Sub Fons Català Cooperació al Desenvolupament,480.02.9917,A famílies i institucions sense ànim de lucre,2319A,Cooperació,1.9.0.16,Joventut i Cooperació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,5000,Sub Assoc Solidaries Sahara,480.03.9917,A famílies i institucions sense ànim de lucre,2319A,Cooperació,1.9.0.16,Joventut i Cooperació
01/01/2017 12:00:00 AM,Obertura pressupost 2017,30000,Projectes d'Administració electrònica,227.06.0117,Estudis i treballs tècnics,4914A,Administració electrònica,2.0.0.16,Coordinació i Planificació Estratègica
01/01/2017 12:00:00 AM,Obertura pressupost 2017,24000,Projectes de Govern obert,227.06.0117,Estudis i treballs tècnics,4914B,Govern obert i transparència,2.0.0.16,Coordinació i Planificació Estratègica
01/01/2017 12:00:00 AM,Obertura pressupost 2017,15000,Lliure disposició Junta de Govern,489.00.0317,A institucions sense ànim de lucre,9122A,Òrgans de govern - Programes de la Junta de Govern,2.0.1.16,Coordinació i Gestió Interna
01/01/2017 12:00:00 AM,Obertura pressupost 2017,25500,Estudis i treb tèc de SS Grals i Gestió Interna,227.06.0017,Estudis i treballs tècnics,9220A,Coord. i organitz. institucional entitats locals,2.0.1.16,Coordinació i Gestió Interna
01/01/2017 12:00:00 AM,Obertura pressupost 2017,7500,Quota Associació Catalana de Municipis,482.01.0017,A associacions sense ànim de lucre,9220A,Coord. i organitz. institucional entitats locals,2.0.1.16,Coordinació i Gestió Interna
01/01/2017 12:00:00 AM,Obertura pressupost 2017,8800,Aportació a la Federació de Municipis de Catalunya,489.00.9917,A institucions sense ànim de lucre,9220A,Coord. i organitz. institucional entitats locals,2.0.1.16,Coordinació i Gestió Interna
01/01/2017 12:00:00 AM,Obertura pressupost 2017,153000,Aportacions a Grups Municipals,489.00.0317,A institucions sense ànim de lucre,9240A,Participació ciutadana,2.0.1.16,Coordinació i Gestió Interna
