DATA OPERACIO,DESCRIPCIO OPERACIO,IMPORT,NOM PARTIDA,CODI ECONOMIC,ECONOMIC,CODI FUNCIONAL,FUNCIONAL,CODI ORGANIC,ORGANIC
31/07/2017,EXP 16/17 TR,4131.72,RB laboral temporal Escola EE,131.00.0017,Laboral temporal,3231A,Educació Especial,2.2.0.16,Recursos Humans
04/08/2017,EXP 10/17 AM,400,Reparació sinistres (AMP),212.00.0017,Edificis i altres construccions,9204C,AG - SSGG - Gestió assegurances,2.6.0.16,Serveis Generals
04/08/2017,EXP 10/17 AM,3666.22,Publicacions en diaris oficials (AMP),226.03.0017,Publicació en Diaris Oficials,9200A,Administració General ,2.6.0.16,Serveis Generals
12/09/2017,EXP 12/17 AM,2593,Beques llibres EEE Maria Felip (AMP),481.01.0317,Beques,3231A,Educació Especial,1.2.1.16,EEE Maria Felip
15/09/2017,EXP 11/17 AMP,10000,Servei control trànsit amb càmares (AMP),227.99.0017,Altres treballs realitzats per altres emp.i profes,1320A,Policia de Seguretat,3.5.0.16,Seguretat Ciutadana
06/10/2017,EXP 18/17 TR,21900,Dinàmica Educativa,226.99.0017,Altres despeses diverses,3273A,Promoció Educativa,1.2.0.16,Educació
06/10/2017,EXP 18/17 TR,8000,Manteniment Senyalització via pública,215.00.0017,Mobiliari,1331A,Ordenació del trànsit i de l'estacionament,3.5.3.16,Mobilitat
06/10/2017,EXP 18/17 TR,5100,Subvencions - Foment de l'educació i la formació,480.26.0017,A famílies i institucions sense ànim de lucre,3273A,Promoció Educativa,1.2.0.16,Educació
06/10/2017,EXP 18/17 TR,30250,Programació Nadal - Reis,226.09.0417,Activitats culturals i esportives,3380A,Cicle Festiu,1.3.1.16,Cultura - Cicle Festiu
06/10/2017,EXP 18/17 TR,21900,Estudis i Treballs tècnics Esports,227.06.0017,Estudis i treballs tècnics,3410A,Promoció i foment de l'esport,1.5.0.16,Esports
06/10/2017,EXP 18/17 TR,2940.3,Edificis i altres constr Esports,212.01.0117,Edificis i altres construccions,9330B,Equipaments de serveis,1.7.0.16,Logística
06/10/2017,EXP 18/17 TR,2940.3,Aportació DIBA - Equipaments,461.00.0017,A Diputacions,9330B,Equipaments de serveis,1.7.0.16,Logística
06/10/2017,EXP 18/17 GE,14000,Estudis i treballs tècnics Creació d'empresa,227.06.0117,Estudis i treballs tècnics,2412A,Foment de l'Ocupació - Creació d'empresa,2.7.0.16,Promoció Econòmica
06/10/2017,EXP 18/17 TR,18000,Projectes Joves i ocupació,227.06.0017,Estudis i treballs tècnics,2419W,Foment de l'Ocupació - Joves i ocupació,2.7.0.16,Promoció Econòmica
06/10/2017,EXP 18/17 TR,18000,Ajuts projecte joves i ocupació,470.00.0017,Altres subvencions a Empreses privades,2419W,Foment de l'Ocupació - Joves i ocupació,2.7.0.16,Promoció Econòmica
06/10/2017,EXP 18/17 TR,8000,Despeses Diverses Protecció Civil,226.00.0017,Altres despeses diverses,1350A,Protecció civil ,3.3.0.16,Medi Ambient i Sostenibilitat
06/10/2017,EXP 18/17 GE,5000,Medi Ambient,226.99.0017,Altres despeses diverses,1721A,Protecció del Medi Ambient,3.3.0.16,Medi Ambient i Sostenibilitat
06/10/2017,EXP 18/17 GE,400000,AItres inv noves infraest i bens ús gral,609.00.0017,Altres inv.noves infraest. i béns dest. ús general,1533A,Vies públiques - Obra Civil i Instal·lacions,3.4.0.16,Obres i Manteniment
06/10/2017,EXP 18/17 GE,500000,Inv rep infraest i bens ús gral - Junts fem barri,619.00.0017,Altres inversions de reposició en infraestructures,1533J,Projectes Junts Fem Barri,3.4.0.16,Obres i Manteniment
06/10/2017,EXP 18/17 TR,25150,Subvencions suport Accions Educatives,480.25.0017,A famílies i institucions sense ànim de lucre,3273A,Promoció Educativa,1.2.0.16,Educació
