CODI_DIVISIO_TERRITORIAL;CODI_PARTIT;DESCRIPCIO_PARTIT;NRE_VOTS
S-03002;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;0
S-03002;PH      ;PARTIDO HUMANISTA                       ;0
S-03002;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;1
S-03002;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-03002;PODEMOS;PODEMOS-PODEM;21
S-03002;PP      ;PARTIDO POPULAR                         ;27
S-03002;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-03002;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;2
S-03002;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;118
S-03002;PT;PARTIDO DA TERRA;0
S-03002;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;1
S-03002;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-03002;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-03002;UPyD;UNION PROGRESO Y DEMOCRACIA;4
S-03002;VOX;VOX;0
S-03003;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-03003;ALTER;ALTERNATIVA REPUBLICANA;0
S-03003;BLANCS;BLANCS;4
S-03003;CILUS;CIUDADANOS LIBRES UNIDOS;4
S-03003;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;19
S-03003;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;31
S-03003;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
S-03003;DN      ;DEMOCRACIA NACIONAL                     ;1
S-03003;EB;ESCONS EN BLANC;5
S-03003;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;1
S-03003;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;21
S-03003;EU      ;EXTREMADURA UNIDA                       ;2
S-03003;FAC;FORO DE CIUDADANOS;0
S-03003;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-03003;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;62
S-03003;IFEM;INICIATIVA FEMINISTA;0
S-03003;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-03003;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-03003;LEM;LA ESPAÑA EN MARCHA;1
S-03003;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-03003;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;4
S-03003;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;2
S-03003;NULS;NULS;2
S-03003;PA      ;PARTIDO ANDALUCISTA                     ;1
S-03003;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;7
S-03003;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;0
S-03003;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;3
S-03003;PH      ;PARTIDO HUMANISTA                       ;0
S-03003;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;3
S-03003;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-03003;PODEMOS;PODEMOS-PODEM;27
S-03003;PP      ;PARTIDO POPULAR                         ;28
S-03003;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-03003;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;0
S-03003;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;84
S-03003;PT;PARTIDO DA TERRA;0
S-03003;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;2
S-03003;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-03003;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-03003;UPyD;UNION PROGRESO Y DEMOCRACIA;15
S-03003;VOX;VOX;1
S-03004;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-03004;ALTER;ALTERNATIVA REPUBLICANA;0
S-03004;BLANCS;BLANCS;21
S-03004;CILUS;CIUDADANOS LIBRES UNIDOS;1
S-03004;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;92
S-03004;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;179
S-03004;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;4
S-03004;DN      ;DEMOCRACIA NACIONAL                     ;0
S-03004;EB;ESCONS EN BLANC;17
S-03004;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-03004;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;204
S-03004;EU      ;EXTREMADURA UNIDA                       ;1
S-03004;FAC;FORO DE CIUDADANOS;0
S-03004;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-03004;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;222
S-03004;IFEM;INICIATIVA FEMINISTA;4
S-03004;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-03004;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-03004;LEM;LA ESPAÑA EN MARCHA;2
S-03004;MCR;MOVIMIENTO CORRIENTE ROJA;1
S-03004;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;12
S-03004;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;1
S-03004;NULS;NULS;13
S-03004;PA      ;PARTIDO ANDALUCISTA                     ;0
S-03004;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;13
S-03004;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;10
S-03004;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;5
S-03004;PH      ;PARTIDO HUMANISTA                       ;0
S-03004;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;7
S-03004;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-03004;PODEMOS;PODEMOS-PODEM;129
S-03004;PP      ;PARTIDO POPULAR                         ;124
S-03004;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-03004;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;6
S-03004;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;257
S-03004;PT;PARTIDO DA TERRA;0
S-03004;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;7
S-03004;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-03004;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;1
S-03004;UPyD;UNION PROGRESO Y DEMOCRACIA;18
S-03004;VOX;VOX;2
S-03005;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-03005;ALTER;ALTERNATIVA REPUBLICANA;0
S-03005;BLANCS;BLANCS;11
S-03005;CILUS;CIUDADANOS LIBRES UNIDOS;0
S-03005;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;36
S-03005;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;58
S-03005;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;1
S-03005;DN      ;DEMOCRACIA NACIONAL                     ;0
S-03005;EB;ESCONS EN BLANC;6
S-03005;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-03005;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;84
S-03005;EU      ;EXTREMADURA UNIDA                       ;0
S-03005;FAC;FORO DE CIUDADANOS;0
S-03005;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-03005;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;131
S-03005;IFEM;INICIATIVA FEMINISTA;1
S-03005;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-03005;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-03005;LEM;LA ESPAÑA EN MARCHA;0
S-03005;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-03005;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;6
S-03005;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-03005;NULS;NULS;3
S-03005;PA      ;PARTIDO ANDALUCISTA                     ;1
S-03005;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;17
S-03005;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;2
S-03005;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;3
S-03005;PH      ;PARTIDO HUMANISTA                       ;0
S-03005;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;7
S-03005;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;1
S-03005;PODEMOS;PODEMOS-PODEM;52
S-03005;PP      ;PARTIDO POPULAR                         ;36
S-03005;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-03005;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;1
S-03005;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;145
S-03005;PT;PARTIDO DA TERRA;0
S-03005;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;1
S-03005;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;1
S-03005;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-03005;UPyD;UNION PROGRESO Y DEMOCRACIA;17
S-03005;VOX;VOX;1
S-03006;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-03006;ALTER;ALTERNATIVA REPUBLICANA;0
S-03006;BLANCS;BLANCS;6
S-03006;CILUS;CIUDADANOS LIBRES UNIDOS;2
S-03006;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;38
S-03006;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;17
S-03006;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;1
S-03006;DN      ;DEMOCRACIA NACIONAL                     ;0
S-03006;EB;ESCONS EN BLANC;7
S-03006;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;2
S-03006;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;57
S-03006;EU      ;EXTREMADURA UNIDA                       ;1
S-03006;FAC;FORO DE CIUDADANOS;0
S-03006;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-03006;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;54
S-03006;IFEM;INICIATIVA FEMINISTA;1
S-03006;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-03006;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-03006;LEM;LA ESPAÑA EN MARCHA;0
S-03006;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-03006;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;3
S-03006;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-03006;NULS;NULS;5
S-03006;PA      ;PARTIDO ANDALUCISTA                     ;0
S-03006;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;6
S-03006;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;4
S-03006;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;2
S-03006;PH      ;PARTIDO HUMANISTA                       ;0
S-03006;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;2
S-03006;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-03006;PODEMOS;PODEMOS-PODEM;26
S-03006;PP      ;PARTIDO POPULAR                         ;49
S-03006;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-03006;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;3
S-03006;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;85
S-03006;PT;PARTIDO DA TERRA;0
S-03006;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;2
S-03006;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;3
S-03006;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-03006;UPyD;UNION PROGRESO Y DEMOCRACIA;3
S-03006;VOX;VOX;0
S-03007;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-03007;ALTER;ALTERNATIVA REPUBLICANA;0
S-03007;BLANCS;BLANCS;2
S-03007;CILUS;CIUDADANOS LIBRES UNIDOS;4
S-03007;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;43
S-03007;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;32
S-03007;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;2
S-03007;DN      ;DEMOCRACIA NACIONAL                     ;0
S-03007;EB;ESCONS EN BLANC;5
S-03007;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-03007;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;58
S-03007;EU      ;EXTREMADURA UNIDA                       ;0
S-03007;FAC;FORO DE CIUDADANOS;0
S-03007;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-03007;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;66
S-03007;IFEM;INICIATIVA FEMINISTA;0
S-03007;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-03007;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;1
S-03007;LEM;LA ESPAÑA EN MARCHA;0
S-03007;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-03007;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;3
S-03007;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-03007;NULS;NULS;9
S-03007;PA      ;PARTIDO ANDALUCISTA                     ;0
S-03007;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;5
S-03007;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;7
S-03007;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;0
S-03007;PH      ;PARTIDO HUMANISTA                       ;0
S-03007;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;0
S-03007;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-03007;PODEMOS;PODEMOS-PODEM;27
S-03007;PP      ;PARTIDO POPULAR                         ;40
S-03007;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-03007;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;0
S-03007;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;105
S-03007;PT;PARTIDO DA TERRA;0
S-03007;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;0
S-03007;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-03007;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-03007;UPyD;UNION PROGRESO Y DEMOCRACIA;6
S-03007;VOX;VOX;1
S-03008;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);1
S-03008;ALTER;ALTERNATIVA REPUBLICANA;0
S-03008;BLANCS;BLANCS;13
S-03008;CILUS;CIUDADANOS LIBRES UNIDOS;0
S-03008;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;25
S-03008;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;46
S-03008;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
S-03008;DN      ;DEMOCRACIA NACIONAL                     ;2
S-03008;EB;ESCONS EN BLANC;6
S-03008;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-03008;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;40
S-03008;EU      ;EXTREMADURA UNIDA                       ;1
S-03008;FAC;FORO DE CIUDADANOS;0
S-03008;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;1
S-03008;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;75
S-03008;IFEM;INICIATIVA FEMINISTA;0
S-03008;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-03008;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-03008;LEM;LA ESPAÑA EN MARCHA;4
S-03008;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-03008;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;7
S-03008;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-03008;NULS;NULS;9
S-03008;PA      ;PARTIDO ANDALUCISTA                     ;0
S-03008;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;12
S-03008;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;6
S-03008;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;3
S-03008;PH      ;PARTIDO HUMANISTA                       ;0
S-03008;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;4
S-03008;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-03008;PODEMOS;PODEMOS-PODEM;51
S-03008;PP      ;PARTIDO POPULAR                         ;33
S-03008;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-03008;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;1
S-03008;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;143
S-03008;PT;PARTIDO DA TERRA;1
S-03008;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;0
S-03008;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;1
S-03008;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-03008;UPyD;UNION PROGRESO Y DEMOCRACIA;10
S-03008;VOX;VOX;0
S-03009;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-03009;ALTER;ALTERNATIVA REPUBLICANA;0
S-03009;BLANCS;BLANCS;13
S-03009;CILUS;CIUDADANOS LIBRES UNIDOS;1
S-03009;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;9
S-03009;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;24
S-03009;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
S-03009;DN      ;DEMOCRACIA NACIONAL                     ;0
S-03009;EB;ESCONS EN BLANC;0
S-03009;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;1
S-03009;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;12
S-03009;EU      ;EXTREMADURA UNIDA                       ;0
S-03009;FAC;FORO DE CIUDADANOS;0
S-03009;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;2
S-03009;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;34
S-03009;IFEM;INICIATIVA FEMINISTA;3
S-03009;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-03009;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-03009;LEM;LA ESPAÑA EN MARCHA;0
S-03009;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-03009;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;1
S-03009;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-03009;NULS;NULS;0
S-03009;PA      ;PARTIDO ANDALUCISTA                     ;0
S-03009;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;8
S-03009;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;3
S-03009;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;1
S-03009;PH      ;PARTIDO HUMANISTA                       ;1
S-03009;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;0
S-03009;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-03009;PODEMOS;PODEMOS-PODEM;15
S-03009;PP      ;PARTIDO POPULAR                         ;52
S-03009;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-03009;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;1
S-03009;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;126
S-03009;PT;PARTIDO DA TERRA;1
S-03009;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;1
S-03009;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-03009;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-03009;UPyD;UNION PROGRESO Y DEMOCRACIA;2
S-03009;VOX;VOX;0
S-04001;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-04001;ALTER;ALTERNATIVA REPUBLICANA;0
S-04001;BLANCS;BLANCS;8
S-04001;CILUS;CIUDADANOS LIBRES UNIDOS;2
S-04001;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;17
S-04001;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;39
S-04001;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
S-04001;DN      ;DEMOCRACIA NACIONAL                     ;0
S-04001;EB;ESCONS EN BLANC;2
S-04001;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-04001;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;47
S-04001;EU      ;EXTREMADURA UNIDA                       ;1
S-04001;FAC;FORO DE CIUDADANOS;1
S-04001;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-04001;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;57
S-04001;IFEM;INICIATIVA FEMINISTA;0
S-04001;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-04001;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-04001;LEM;LA ESPAÑA EN MARCHA;1
S-04001;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-04001;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;0
S-04001;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;1
S-04001;NULS;NULS;1
S-04001;PA      ;PARTIDO ANDALUCISTA                     ;0
S-04001;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;3
S-04001;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;3
S-04001;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;0
S-04001;PH      ;PARTIDO HUMANISTA                       ;0
S-04001;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;2
S-04001;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-04001;PODEMOS;PODEMOS-PODEM;39
S-04001;PP      ;PARTIDO POPULAR                         ;77
S-04001;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-04001;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;0
S-04001;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;118
S-04001;PT;PARTIDO DA TERRA;1
S-04001;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;2
S-04001;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;1
S-04001;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-04001;UPyD;UNION PROGRESO Y DEMOCRACIA;9
S-04001;VOX;VOX;2
S-04002;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-04002;ALTER;ALTERNATIVA REPUBLICANA;0
S-04002;BLANCS;BLANCS;3
S-04002;CILUS;CIUDADANOS LIBRES UNIDOS;2
S-04002;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;23
S-04002;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;29
S-04002;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
S-04002;DN      ;DEMOCRACIA NACIONAL                     ;0
S-04002;EB;ESCONS EN BLANC;1
S-04002;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-04002;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;36
S-04002;EU      ;EXTREMADURA UNIDA                       ;0
S-04002;FAC;FORO DE CIUDADANOS;0
S-04002;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-04002;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;36
S-04002;IFEM;INICIATIVA FEMINISTA;1
S-04002;IMPULSO SOCIAL;IMPULSO SOCIAL;1
S-04002;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-04002;LEM;LA ESPAÑA EN MARCHA;0
S-04002;MCR;MOVIMIENTO CORRIENTE ROJA;0
