CODI_DIVISIO_TERRITORIAL;CODI_PARTIT;DESCRIPCIO_PARTIT;NRE_VOTS
S-01005;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;1
S-01005;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;91
S-01005;EU      ;EXTREMADURA UNIDA                       ;0
S-01005;FAC;FORO DE CIUDADANOS;1
S-01005;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-01005;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;59
S-01005;IFEM;INICIATIVA FEMINISTA;1
S-01005;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-01005;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-01005;LEM;LA ESPAÑA EN MARCHA;2
S-01005;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-01005;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;0
S-01005;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-01005;NULS;NULS;3
S-01005;PA      ;PARTIDO ANDALUCISTA                     ;0
S-01005;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;5
S-01005;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;1
S-01005;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;0
S-01005;PH      ;PARTIDO HUMANISTA                       ;0
S-01005;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;0
S-01005;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-01005;PODEMOS;PODEMOS-PODEM;32
S-01005;PP      ;PARTIDO POPULAR                         ;30
S-01005;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-01005;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;1
S-01005;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;84
S-01005;PT;PARTIDO DA TERRA;0
S-01005;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;2
S-01005;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-01005;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-01005;UPyD;UNION PROGRESO Y DEMOCRACIA;5
S-01005;VOX;VOX;0
S-01006;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-01006;ALTER;ALTERNATIVA REPUBLICANA;0
S-01006;BLANCS;BLANCS;5
S-01006;CILUS;CIUDADANOS LIBRES UNIDOS;0
S-01006;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;49
S-01006;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;23
S-01006;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;6
S-01006;DN      ;DEMOCRACIA NACIONAL                     ;0
S-01006;EB;ESCONS EN BLANC;1
S-01006;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-01006;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;78
S-01006;EU      ;EXTREMADURA UNIDA                       ;0
S-01006;FAC;FORO DE CIUDADANOS;0
S-01006;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-01006;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;42
S-01006;IFEM;INICIATIVA FEMINISTA;0
S-01006;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-01006;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-01006;LEM;LA ESPAÑA EN MARCHA;0
S-01006;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-01006;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;3
S-01006;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-01006;NULS;NULS;4
S-01006;PA      ;PARTIDO ANDALUCISTA                     ;0
S-01006;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;4
S-01006;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;0
S-01006;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;0
S-01006;PH      ;PARTIDO HUMANISTA                       ;1
S-01006;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;2
S-01006;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-01006;PODEMOS;PODEMOS-PODEM;14
S-01006;PP      ;PARTIDO POPULAR                         ;15
S-01006;PREPAL;SALAMANCA-ZAMORA-LEON            ;1
S-01006;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;3
S-01006;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;36
S-01006;PT;PARTIDO DA TERRA;0
S-01006;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;0
S-01006;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-01006;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-01006;UPyD;UNION PROGRESO Y DEMOCRACIA;6
S-01006;VOX;VOX;0
S-01007;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-01007;ALTER;ALTERNATIVA REPUBLICANA;0
S-01007;BLANCS;BLANCS;10
S-01007;CILUS;CIUDADANOS LIBRES UNIDOS;2
S-01007;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;130
S-01007;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;49
S-01007;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
S-01007;DN      ;DEMOCRACIA NACIONAL                     ;0
S-01007;EB;ESCONS EN BLANC;13
S-01007;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;1
S-01007;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;199
S-01007;EU      ;EXTREMADURA UNIDA                       ;0
S-01007;FAC;FORO DE CIUDADANOS;0
S-01007;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;1
S-01007;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;140
S-01007;IFEM;INICIATIVA FEMINISTA;0
S-01007;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-01007;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-01007;LEM;LA ESPAÑA EN MARCHA;0
S-01007;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-01007;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;3
S-01007;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-01007;NULS;NULS;4
S-01007;PA      ;PARTIDO ANDALUCISTA                     ;0
S-01007;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;10
S-01007;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;6
S-01007;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;0
S-01007;PH      ;PARTIDO HUMANISTA                       ;1
S-01007;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;6
S-01007;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-01007;PODEMOS;PODEMOS-PODEM;47
S-01007;PP      ;PARTIDO POPULAR                         ;48
S-01007;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-01007;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;3
S-01007;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;120
S-01007;PT;PARTIDO DA TERRA;2
S-01007;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;2
S-01007;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-01007;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-01007;UPyD;UNION PROGRESO Y DEMOCRACIA;10
S-01007;VOX;VOX;2
S-01008;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-01008;ALTER;ALTERNATIVA REPUBLICANA;0
S-01008;BLANCS;BLANCS;7
S-01008;CILUS;CIUDADANOS LIBRES UNIDOS;5
S-01008;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;52
S-01008;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;56
S-01008;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;2
S-01008;DN      ;DEMOCRACIA NACIONAL                     ;1
S-01008;EB;ESCONS EN BLANC;9
S-01008;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;1
S-01008;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;124
S-01008;EU      ;EXTREMADURA UNIDA                       ;1
S-01008;FAC;FORO DE CIUDADANOS;0
S-01008;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;1
S-01008;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;111
S-01008;IFEM;INICIATIVA FEMINISTA;1
S-01008;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-01008;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-01008;LEM;LA ESPAÑA EN MARCHA;0
S-01008;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-01008;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;2
S-01008;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;1
S-01008;NULS;NULS;5
S-01008;PA      ;PARTIDO ANDALUCISTA                     ;0
S-01008;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;12
S-01008;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;3
S-01008;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;1
S-01008;PH      ;PARTIDO HUMANISTA                       ;0
S-01008;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;4
S-01008;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;1
S-01008;PODEMOS;PODEMOS-PODEM;61
S-01008;PP      ;PARTIDO POPULAR                         ;49
S-01008;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-01008;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;4
S-01008;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;98
S-01008;PT;PARTIDO DA TERRA;0
S-01008;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;3
S-01008;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;2
S-01008;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-01008;UPyD;UNION PROGRESO Y DEMOCRACIA;10
S-01008;VOX;VOX;0
S-01009;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-01009;ALTER;ALTERNATIVA REPUBLICANA;0
S-01009;BLANCS;BLANCS;13
S-01009;CILUS;CIUDADANOS LIBRES UNIDOS;0
S-01009;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;65
S-01009;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;27
S-01009;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
S-01009;DN      ;DEMOCRACIA NACIONAL                     ;0
S-01009;EB;ESCONS EN BLANC;7
S-01009;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-01009;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;72
S-01009;EU      ;EXTREMADURA UNIDA                       ;0
S-01009;FAC;FORO DE CIUDADANOS;0
S-01009;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-01009;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;55
S-01009;IFEM;INICIATIVA FEMINISTA;1
S-01009;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-01009;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-01009;LEM;LA ESPAÑA EN MARCHA;0
S-01009;MCR;MOVIMIENTO CORRIENTE ROJA;1
S-01009;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;1
S-01009;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-01009;NULS;NULS;0
S-01009;PA      ;PARTIDO ANDALUCISTA                     ;1
S-01009;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;4
S-01009;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;2
S-01009;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;0
S-01009;PH      ;PARTIDO HUMANISTA                       ;3
S-01009;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;5
S-01009;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;1
S-01009;PODEMOS;PODEMOS-PODEM;34
S-01009;PP      ;PARTIDO POPULAR                         ;36
S-01009;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
