CODI_DIVISIO_TERRITORIAL;TIPUS_VEHICLE;CODI_TIPUS_VEHICLE;ANTIGUITAT;POTENCIA_FISCAL;CILINDRADA;PLACES;CARREGA_UTIL;NRE_VEHICLES;MARCA
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1830;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1900;1;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1990;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2141;1;Volkswagen     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2143;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2145;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2160;1;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2299;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2390;1;M.A.N.         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2399;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2420;2;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2435;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2465;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2494;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2540;1;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2720;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2720;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2735;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2785;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2800;1;Volkswagen     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2800;1;M.A.N.         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2800;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2815;1;M.A.N.         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2815;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2940;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;2953;1;Nissan         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3000;1;Volkswagen     
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3040;1;Mitsubishi     
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3195;1;Renault        
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3235;1;M.A.N.         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3240;1;Mercedes-Benz  
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3275;1;Pegaso         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3300;1;Mitsubishi     
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3320;1;Nissan         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3392;1;Mercedes-Benz  
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3415;1;Nissan         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3490;1;Renault        
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3500;1;Volvo          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3500;3;M.A.N.         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3500;1;Daf            
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3500;3;Iveco          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3500;2;Nissan         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3500;3;Mercedes-Benz  
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3500;1;Renault        
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3625;1;Mercedes       
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3735;1;M.A.N.         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;3925;1;Iveco          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;4000;1;Iveco          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;4050;1;Nissan         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;4055;1;Iveco          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;4135;1;Pegaso         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;4445;1;Iveco          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;4470;1;M.A.N.         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;4520;1;Renault        
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;4525;1;M.A.N.         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;4690;1;Volvo          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;4980;1;Scania         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;5120;1;Daf            
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;5140;1;Nissan         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;5170;1;Iveco          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;5200;1;Iveco          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;5420;1;Iveco          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;5700;1;Mercedes-Benz  
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;6065;1;M.A.N.         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;6125;1;Nissan         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;6355;1;Scania         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;6380;1;Nissan         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;6635;1;Renault        
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;6650;1;Scania         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;6910;1;Renault        
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;6940;1;Nissan         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;7445;1;Mercedes-Benz  
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;7465;1;Volvo          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;7650;1;Volvo          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;7792;1;Iveco          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;7860;1;Mercedes-Benz  
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;7950;1;Mercedes-Benz  
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;8170;1;Nissan         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;8240;1;Mercedes-Benz  
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;8240;1;Daf            
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;8245;1;Renault        
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;8245;1;Nissan         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;8340;1;Mercedes-Benz  
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;8395;1;Iveco          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;8400;1;Iveco          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;8485;1;M.A.N.         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;8590;1;Mercedes-Benz  
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;8595;1;Renault        
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;8735;1;Iveco          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;8750;1;Scania         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;8775;1;Nissan         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;8785;1;Daf            
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;8800;1;Iveco          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;8910;1;Iveco          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;8960;1;Volvo          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;9200;1;Iveco          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;9225;1;Iveco          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;9255;1;Renault        
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;9260;1;Iveco          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;9280;1;Iveco          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;9290;1;Renault        
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;9380;1;M.A.N.         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;9410;1;Renault        
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;9505;1;Daimler        
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;9580;1;Daf            
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;9610;1;M.A.N.         
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;9625;1;Iveco          
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;9700;1;Equipfred      
SF;Camions;De 3.000 a 9.999 kg de càrrega;-;-;-;-;9885;1;Mercedes-Benz  
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;19;Peugeot        
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;1;S.Y.M.         
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;48;Honda          
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;30;Derbi          
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;1;Puch           
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;3;Gilera         
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;2;Daelim         
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;5;Ligier         
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;12;Suzuki         
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;1;Motor          
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;1;Factory        
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;1;Fantic         
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;1;Xingyue        
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;1;Chatenet       
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;13;Rieju          
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;1;Italjet        
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;2;J.D.M.         
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;3;Microcar       
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;2;Adly           
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;1;Aixam          
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;20;Aprilia        
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;4;M.B.K.         
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;2;Cpi            
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;20;Piaggio        
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;7;Kymco          
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;48;Yamaha         
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;1;Hyosung        
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;3;Vespa          
SF;Ciclomotors;Ciclomotors;-;-;0;-;-;7;Vespino        
SF;Ciclomotors;Ciclomotors;-;-;40;-;-;1;Aixam          
SF;Ciclomotors;Ciclomotors;-;-;40;-;-;1;Honda          
SF;Ciclomotors;Ciclomotors;-;-;400;-;-;1;Aixam          
SF;Ciclomotors;Ciclomotors;-;-;48;-;-;2;Suzuki         
SF;Ciclomotors;Ciclomotors;-;-;48;-;-;5;Derbi          
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;6;Daelim         
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;17;Peugeot        
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;4;Malaguti       
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;6;G.A.C.         
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;23;Rieju          
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;1;Marden         
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;4;Vespa          
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;1;Puch           
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;5;Hyosung        
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;24;Aprilia        
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;1;Benelli        
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;81;Derbi          
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;1;Italjet        
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;3;Desconegut     
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;44;Piaggio        
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;12;Vespino        
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;6;Aixam          
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;66;Yamaha         
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;139;Honda          
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;2;Motor Hispania 
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;14;Suzuki         
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;1;Siamoto        
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;1;Atala          
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;1;Pgo            
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;1;Hispania       
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;1;Macal          
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;4;Mobylette      
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;1;Garelli        
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;7;Kymco          
SF;Ciclomotors;Ciclomotors;-;-;49;-;-;3;Gilera         
SF;Ciclomotors;Ciclomotors;-;-;50;-;-;1;J.D.M.         
SF;Ciclomotors;Ciclomotors;-;-;50;-;-;1;Aixam          
SF;Motocicletes;De més de 1000 cc;-;-;1002;-;-;3;Yamaha         
SF;Motocicletes;De més de 1000 cc;-;-;1003;-;-;1;Nan            
SF;Motocicletes;De més de 1000 cc;-;-;1043;-;-;3;Kawasaki       
SF;Motocicletes;De més de 1000 cc;-;-;1050;-;-;2;Triumph        
SF;Motocicletes;De més de 1000 cc;-;-;1052;-;-;1;Kawasaki       
SF;Motocicletes;De més de 1000 cc;-;-;1063;-;-;5;Yamaha         
SF;Motocicletes;De més de 1000 cc;-;-;1084;-;-;1;Honda          
SF;Motocicletes;De més de 1000 cc;-;-;1085;-;-;2;Bmw            
SF;Motocicletes;De més de 1000 cc;-;-;1093;-;-;1;Bmw            
SF;Motocicletes;De més de 1000 cc;-;-;1098;-;-;1;Ossa           
SF;Motocicletes;De més de 1000 cc;-;-;1130;-;-;13;Bmw            
SF;Motocicletes;De més de 1000 cc;-;-;1137;-;-;1;Honda          
SF;Motocicletes;De més de 1000 cc;-;-;1157;-;-;2;Bmw            
SF;Motocicletes;De més de 1000 cc;-;-;1170;-;-;27;Bmw            
SF;Motocicletes;De més de 1000 cc;-;-;1171;-;-;2;Bmw            
SF;Motocicletes;De més de 1000 cc;-;-;1198;-;-;1;Yamaha         
SF;Motocicletes;De més de 1000 cc;-;-;1199;-;-;1;Harley         
SF;Motocicletes;De més de 1000 cc;-;-;1202;-;-;6;Harley         
SF;Motocicletes;De més de 1000 cc;-;-;1237;-;-;1;Honda          
SF;Motocicletes;De més de 1000 cc;-;-;1247;-;-;1;Harley         
SF;Motocicletes;De més de 1000 cc;-;-;1284;-;-;1;Honda          
SF;Motocicletes;De més de 1000 cc;-;-;1293;-;-;2;Bmw            
SF;Motocicletes;De més de 1000 cc;-;-;1294;-;-;1;Yamaha         
SF;Motocicletes;De més de 1000 cc;-;-;1298;-;-;1;Yamaha         
SF;Motocicletes;De més de 1000 cc;-;-;1304;-;-;1;Yamaha         
SF;Motocicletes;De més de 1000 cc;-;-;1449;-;-;6;Harley         
SF;Motocicletes;De més de 1000 cc;-;-;1584;-;-;5;Harley         
SF;Motocicletes;De més de 1000 cc;-;-;1602;-;-;1;Yamaha         
SF;Motocicletes;De més de 1000 cc;-;-;1670;-;-;1;Yamaha         
SF;Motocicletes;De més de 1000 cc;-;-;1690;-;-;4;Harley         
SF;Motocicletes;De més de 1000 cc;-;-;2477;-;-;1;Gas-Gas        
SF;Motocicletes;De més de 1000 cc;-;-;4900;-;-;1;Kymco          
SF;Motocicletes;De més de 1000 cc;-;-;4900;-;-;2;Yamaha         
SF;Motocicletes;De més de 1000 cc;-;-;4900;-;-;1;Jonway         
SF;Motocicletes;De més de 1000 cc;-;-;4900;-;-;5;Honda          
SF;Motocicletes;De més de 1000 cc;-;-;4900;-;-;2;Piaggio        
SF;Motocicletes;De més de 1000 cc;-;-;4900;-;-;1;Rieju          
SF;Motocicletes;De més de 1000 cc;-;-;4900;-;-;1;Chatenet       
SF;Motocicletes;De més de 1000 cc;-;-;4900;-;-;1;Peugeot        
SF;Motocicletes;De més de 1000 cc;-;-;4913;-;-;2;Peugeot        
SF;Motocicletes;De més de 1000 cc;-;-;4938;-;-;1;Aprilia        
SF;Motocicletes;De més de 1000 cc;-;-;4940;-;-;1;Piaggio        
SF;Motocicletes;De més de 1000 cc;-;-;4949;-;-;1;Simpa          
SF;Motocicletes;De més de 1000 cc;-;-;4950;-;-;2;Kymco          
SF;Motocicletes;De més de 1000 cc;-;-;4970;-;-;1;Yamaha         
SF;Motocicletes;De més de 1000 cc;-;-;4977;-;-;2;Vespino        
SF;Motocicletes;De més de 1000 cc;-;-;4990;-;-;1;Vespino        
SF;Motocicletes;De més de 1000 cc;-;-;4993;-;-;1;Derbi          
SF;Motocicletes;De més de 1000 cc;-;-;5000;-;-;1;J.D.M.         
SF;Motocicletes;De 125 fins a 250 cc;-;-;145;-;-;5;Vespa          
SF;Motocicletes;De 125 fins a 250 cc;-;-;147;-;-;2;Bultaco        
SF;Motocicletes;De 125 fins a 250 cc;-;-;148;-;-;3;Lambretta      
SF;Motocicletes;De 125 fins a 250 cc;-;-;149;-;-;1;Yamaha         
SF;Motocicletes;De 125 fins a 250 cc;-;-;150;-;-;1;M.V.           
SF;Motocicletes;De 125 fins a 250 cc;-;-;150;-;-;9;Piaggio        
SF;Motocicletes;De 125 fins a 250 cc;-;-;150;-;-;2;Pgo            
SF;Motocicletes;De 125 fins a 250 cc;-;-;150;-;-;3;Honda          
SF;Motocicletes;De 125 fins a 250 cc;-;-;150;-;-;5;Vespa          
SF;Motocicletes;De 125 fins a 250 cc;-;-;150;-;-;1;Roa            
SF;Motocicletes;De 125 fins a 250 cc;-;-;151;-;-;1;Peugeot        
SF;Motocicletes;De 125 fins a 250 cc;-;-;151;-;-;1;Piaggio        
SF;Motocicletes;De 125 fins a 250 cc;-;-;151;-;-;1;Aprilia        
SF;Motocicletes;De 125 fins a 250 cc;-;-;152;-;-;8;Suzuki         
SF;Motocicletes;De 125 fins a 250 cc;-;-;152;-;-;1;Yamaha         
SF;Motocicletes;De 125 fins a 250 cc;-;-;153;-;-;1;Bultaco        
SF;Motocicletes;De 125 fins a 250 cc;-;-;153;-;-;1;Desconegut     
SF;Motocicletes;De 125 fins a 250 cc;-;-;153;-;-;90;Honda          
SF;Motocicletes;De 125 fins a 250 cc;-;-;156;-;-;1;Suzuki         
SF;Motocicletes;De 125 fins a 250 cc;-;-;160;-;-;1;Vespa          
SF;Motocicletes;De 125 fins a 250 cc;-;-;161;-;-;7;Vespa          
SF;Motocicletes;De 125 fins a 250 cc;-;-;163;-;-;1;Guzzi          
SF;Motocicletes;De 125 fins a 250 cc;-;-;168;-;-;1;Explorer       
SF;Motocicletes;De 125 fins a 250 cc;-;-;169;-;-;1;Aeon           
SF;Motocicletes;De 125 fins a 250 cc;-;-;170;-;-;1;Montesa        
SF;Motocicletes;De 125 fins a 250 cc;-;-;172;-;-;1;S.Y.M.         
SF;Motocicletes;De 125 fins a 250 cc;-;-;173;-;-;1;Montesa        
SF;Motocicletes;De 125 fins a 250 cc;-;-;174;-;-;2;Bultaco        
SF;Motocicletes;De 125 fins a 250 cc;-;-;174;-;-;2;Ducati         
SF;Motocicletes;De 125 fins a 250 cc;-;-;174;-;-;11;Montesa        
SF;Motocicletes;De 125 fins a 250 cc;-;-;175;-;-;2;Montesa        
SF;Motocicletes;De 125 fins a 250 cc;-;-;176;-;-;1;Bultaco        
SF;Motocicletes;De 125 fins a 250 cc;-;-;182;-;-;2;Piaggio        
SF;Motocicletes;De 125 fins a 250 cc;-;-;193;-;-;1;Meko           
SF;Motocicletes;De 125 fins a 250 cc;-;-;196;-;-;1;Bultaco        
SF;Motocicletes;De 125 fins a 250 cc;-;-;197;-;-;1;Piaggio        
SF;Motocicletes;De 125 fins a 250 cc;-;-;197;-;-;22;Vespa          
SF;Motocicletes;De 125 fins a 250 cc;-;-;198;-;-;7;Aprilia        
SF;Motocicletes;De 125 fins a 250 cc;-;-;198;-;-;3;Lambretta      
SF;Motocicletes;De 125 fins a 250 cc;-;-;198;-;-;12;Piaggio        
SF;Motocicletes;De 125 fins a 250 cc;-;-;198;-;-;9;Vespa          
SF;Motocicletes;De 125 fins a 250 cc;-;-;199;-;-;2;Beta           
SF;Motocicletes;De 125 fins a 250 cc;-;-;200;-;-;5;Vespa          
SF;Motocicletes;De 125 fins a 250 cc;-;-;200;-;-;10;Suzuki         
SF;Motocicletes;De 125 fins a 250 cc;-;-;214;-;-;1;Yamaha         
SF;Motocicletes;De 125 fins a 250 cc;-;-;234;-;-;28;Honda          
SF;Motocicletes;De 125 fins a 250 cc;-;-;234;-;-;1;Leonart        
SF;Motocicletes;De 125 fins a 250 cc;-;-;235;-;-;1;Yamaha         
SF;Motocicletes;De 125 fins a 250 cc;-;-;237;-;-;2;Gas-Gas        
SF;Motocicletes;De 125 fins a 250 cc;-;-;239;-;-;41;Yamaha         
SF;Motocicletes;De 125 fins a 250 cc;-;-;244;-;-;4;Piaggio        
SF;Motocicletes;De 125 fins a 250 cc;-;-;244;-;-;6;Aprilia        
SF;Motocicletes;De 125 fins a 250 cc;-;-;244;-;-;1;Derbi          
SF;Motocicletes;De 125 fins a 250 cc;-;-;244;-;-;2;Ossa           
SF;Motocicletes;De 125 fins a 250 cc;-;-;244;-;-;1;Peugeot        
SF;Motocicletes;De 125 fins a 250 cc;-;-;244;-;-;5;Bultaco        
SF;Motocicletes;De 125 fins a 250 cc;-;-;246;-;-;2;Ossa           
SF;Motocicletes;De 125 fins a 250 cc;-;-;246;-;-;1;Ducati         
SF;Motocicletes;De 125 fins a 250 cc;-;-;246;-;-;1;Montesa        
SF;Motocicletes;De 125 fins a 250 cc;-;-;247;-;-;2;Gas-Gas        
SF;Motocicletes;De 125 fins a 250 cc;-;-;247;-;-;4;Montesa        
SF;Motocicletes;De 125 fins a 250 cc;-;-;248;-;-;2;Yamaha         
SF;Motocicletes;De 125 fins a 250 cc;-;-;248;-;-;5;Suzuki         
SF;Motocicletes;De 125 fins a 250 cc;-;-;249;-;-;3;Hyosung        
SF;Motocicletes;De 125 fins a 250 cc;-;-;249;-;-;3;K.T.M.         
SF;Motocicletes;De 125 fins a 250 cc;-;-;249;-;-;7;Kymco          
SF;Motocicletes;De 125 fins a 250 cc;-;-;249;-;-;51;Yamaha         
SF;Motocicletes;De 125 fins a 250 cc;-;-;249;-;-;23;Honda          
SF;Motocicletes;De 125 fins a 250 cc;-;-;249;-;-;1;Jinling        
SF;Motocicletes;De 125 fins a 250 cc;-;-;249;-;-;2;Aprilia        
SF;Motocicletes;De 125 fins a 250 cc;-;-;249;-;-;2;Kawasaki       
SF;Motocicletes;De 125 fins a 250 cc;-;-;249;-;-;2;Sherco         
SF;Motocicletes;De 125 fins a 250 cc;-;-;249;-;-;6;Gas-Gas        
SF;Motocicletes;De 125 fins a 250 cc;-;-;249;-;-;33;Suzuki         
SF;Motocicletes;De 125 fins a 250 cc;-;-;249;-;-;1;Daelim         
SF;Motocicletes;De 125 fins a 250 cc;-;-;249;-;-;2;Husqvarna      
SF;Motocicletes;De 125 fins a 250 cc;-;-;249;-;-;4;Montesa        
SF;Motocicletes;De 125 fins a 250 cc;-;-;250;-;-;1;Ossa           
SF;Motocicletes;De 125 fins a 250 cc;-;-;250;-;-;1;Montesa        
SF;Motocicletes;De 125 fins a 250 cc;-;-;250;-;-;17;Honda          
SF;Motocicletes;De 125 fins a 250 cc;-;-;250;-;-;7;Yamaha         
SF;Motocicletes;De 250 fins a 500 cc;-;-;257;-;-;1;Linhai         
SF;Motocicletes;De 250 fins a 500 cc;-;-;258;-;-;1;Montesa        
SF;Motocicletes;De 250 fins a 500 cc;-;-;258;-;-;1;Gas-Gas        
SF;Motocicletes;De 250 fins a 500 cc;-;-;261;-;-;1;Masai          
SF;Motocicletes;De 250 fins a 500 cc;-;-;263;-;-;1;S.Y.M.         
SF;Motocicletes;De 250 fins a 500 cc;-;-;270;-;-;1;Kymco          
SF;Motocicletes;De 250 fins a 500 cc;-;-;272;-;-;2;Sherco         
SF;Motocicletes;De 250 fins a 500 cc;-;-;275;-;-;3;Linhai         
SF;Motocicletes;De 250 fins a 500 cc;-;-;278;-;-;4;Aprilia        
SF;Motocicletes;De 250 fins a 500 cc;-;-;278;-;-;1;Piagio         
SF;Motocicletes;De 250 fins a 500 cc;-;-;278;-;-;1;S.Y.M.         
SF;Motocicletes;De 250 fins a 500 cc;-;-;278;-;-;7;Piaggio        
SF;Motocicletes;De 250 fins a 500 cc;-;-;279;-;-;64;Honda          
SF;Motocicletes;De 250 fins a 500 cc;-;-;292;-;-;3;Kawasaki       
SF;Motocicletes;De 250 fins a 500 cc;-;-;296;-;-;1;Kawasaki       
SF;Motocicletes;De 250 fins a 500 cc;-;-;298;-;-;2;Desconegut     
SF;Motocicletes;De 250 fins a 500 cc;-;-;298;-;-;19;Kymco          
SF;Motocicletes;De 250 fins a 500 cc;-;-;299;-;-;1;Kawasaki       
SF;Motocicletes;De 250 fins a 500 cc;-;-;299;-;-;2;Kymco          
SF;Motocicletes;De 250 fins a 500 cc;-;-;299;-;-;1;Gas-Gas        
SF;Motocicletes;De 250 fins a 500 cc;-;-;305;-;-;2;Montesa        
SF;Motocicletes;De 250 fins a 500 cc;-;-;326;-;-;2;Bultaco        
SF;Motocicletes;De 250 fins a 500 cc;-;-;327;-;-;1;Gas-Gas        
SF;Motocicletes;De 250 fins a 500 cc;-;-;330;-;-;2;Piaggio        
