CODI_DIVISIO_TERRITORIAL;TIPUS_VEHICLE;CODI_TIPUS_VEHICLE;ANTIGUITAT;POTENCIA_FISCAL;CILINDRADA;PLACES;CARREGA_UTIL;NRE_VEHICLES;MARCA
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;120;1;Canada         
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;120;1;Moncayo        
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;124;1;Burstner       
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;125;2;Dethleffs      
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;125;4;Burstner       
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;125;9;Knaus          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;125;1;Sterckeman     
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;125;1;Hobby          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;125;1;Caravelair     
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;130;1;Roller         
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;135;1;Hobby          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;140;2;Ace            
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;145;1;Burstner       
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;150;1;Fendt          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;150;1;Adria          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;150;9;Roller         
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;150;12;Sterckeman     
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;150;4;Knaus          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;160;1;Ace            
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;160;2;Caravelair     
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;170;1;Roller         
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;180;1;Sterckeman     
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;190;1;Roller         
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;191;1;Caravelair     
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;20;1;Caravelair     
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;200;2;Burstner       
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;200;1;Knaus          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;201;2;Burstner       
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;210;1;Caravelair     
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;210;1;Hobby          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;215;1;Roller         
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;220;1;Dethleffs      
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;230;1;Burstner       
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;230;1;Hobby          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;240;1;Hobby          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;25;1;Hobby          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;250;2;Roller         
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;260;3;Roller         
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;270;1;Fendt          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;270;1;Roller         
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;280;1;Roller         
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;290;2;Roller         
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;290;1;Moncayo        
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;300;1;Conan          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;300;1;Wilk           
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;310;1;Knaus          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;310;1;Tabbert        
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;370;1;Burstner       
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;400;1;Knaus          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;410;1;Burstner       
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;449;1;Alce           
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;45;1;Eriba Nova     
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;450;1;Moncayo        
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;479;1;Burstner       
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;480;1;Canigo         
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;480;1;Knaus          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;500;1;Estupiña       
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;500;1;Leciñena       
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;525;2;S.M.           
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;535;1;Remotal        
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;600;1;Sep Major A 600
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;700;1;S.M.           
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;700;1;Sole           
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;700;2;Desconegut     
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;75;2;Burstner       
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;750;4;Desconegut     
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;78;1;Trigano        
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;99;1;Knaus          
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;11910;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;12970;1;Fruehauf       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;13500;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;15060;1;Nooteboom      
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;16500;1;Fruehauf       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;16959;117;Desconegut     
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;17900;1;Cometto        
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;19000;1;Gontrailer     
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;21390;1;Benalu         
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;21700;1;Trabosa        
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;22000;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;23400;4;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;23600;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;23660;5;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;24060;1;Fruehauf       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;24220;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;24500;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;24900;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;24990;1;Trabosa        
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;25060;1;Fruehauf       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;25080;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;25120;1;Daf            
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;25200;1;Gas-Gas        
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;25250;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;25290;1;Montenegro     
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;25320;1;Montenegro     
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;25345;1;Nooteboom      
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;25500;1;Gontrailer     
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;25550;1;Fruehauf       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;25780;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;25795;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;25945;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;25960;1;Trabosa        
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26000;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26000;1;Trabosa        
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26100;3;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26115;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26175;1;Mirofret       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26195;1;Kaiser         
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26200;1;Fruehauf       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26250;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26300;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26400;1;Fruehauf       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26410;1;Trailor        
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26500;2;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26500;2;Fruehauf       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26515;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26600;2;Fruehauf       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26600;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26680;1;Kaiser         
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26756;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26800;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26880;1;Fruehauf       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26895;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;26900;1;Trabosa        
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27000;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27000;1;Trabosa        
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27100;1;Martin         
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27100;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27115;2;Trailor        
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27180;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27250;1;Fruehauf       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27320;1;Metaco         
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27380;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27400;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27410;1;Heztogha Cherea
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27460;1;Fruehauf       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27500;4;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27500;1;Fruehauf       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27600;2;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27640;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27760;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27800;1;Fruehauf       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27800;5;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27800;1;Inta-Eimar     
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27800;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27815;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27840;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27900;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27900;1;Trabosa        
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27910;1;Leciberica     
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;27980;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;28000;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;28000;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;28050;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;28070;1;Benalu         
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;28085;1;Sin            
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;28140;1;Prim-Ball      
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;28190;1;Schmitz        
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;28200;1;Schmitz        
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;28200;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;28230;1;Schmitz        
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;28340;1;Schmitz        
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;28440;2;Montull        
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;28475;1;Montfrauto     
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;28500;1;Nooteboom      
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;28520;1;Trailor        
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;28600;2;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;28780;2;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;28800;4;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;28800;1;Rojo           
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;29000;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;29200;1;Montenegro     
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;29260;1;Fruehauf       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;29280;2;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;29300;1;Montenegro     
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;29330;1;Schmitz        
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;29400;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;29460;1;Montenegro     
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;29500;1;Sermit         
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;29550;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;29660;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;29700;1;Grupo          
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;29800;1;Montenegro     
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;3000;1;Trabosa        
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;3000;1;Desconegut     
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;30010;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;30360;4;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;30700;1;D-Tec          
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;30750;1;Inta-Eimar     
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;30960;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;31640;8;Guillen        
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;31800;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;32850;1;Leciñena       
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;34500;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;34800;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;37940;1;Lecitrailer    
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;5000;1;Desconegut     
SF;Remolcs;De més de 3000 kg de càrrega;-;-;-;-;8340;1;Ste            
SF;Remolcs;De 1000 a 2999 kg de càrrega;-;-;-;-;1060;1;S.M.           
SF;Remolcs;De 1000 a 2999 kg de càrrega;-;-;-;-;1200;1;J.C. Vh1       
SF;Remolcs;De 1000 a 2999 kg de càrrega;-;-;-;-;1200;1;Pasquali       
SF;Remolcs;De 1000 a 2999 kg de càrrega;-;-;-;-;1500;1;Vallejo        
SF;Remolcs;De 1000 a 2999 kg de càrrega;-;-;-;-;1500;1;Conan          
SF;Remolcs;De 1000 a 2999 kg de càrrega;-;-;-;-;1500;2;Ilemo          
SF;Remolcs;De 1000 a 2999 kg de càrrega;-;-;-;-;1700;1;Sole           
SF;Remolcs;De 1000 a 2999 kg de càrrega;-;-;-;-;1700;1;Desconegut     
SF;Remolcs;De 1000 a 2999 kg de càrrega;-;-;-;-;1780;1;Leciñena       
SF;Remolcs;De 1000 a 2999 kg de càrrega;-;-;-;-;1865;1;Shorelandr     
SF;Remolcs;De 1000 a 2999 kg de càrrega;-;-;-;-;1900;1;Desconegut     
SF;Remolcs;De 1000 a 2999 kg de càrrega;-;-;-;-;2500;1;Desconegut     
SF;Remolcs;De 1000 a 2999 kg de càrrega;-;-;-;-;2600;1;Sanchis        
SF;Remolcs;De 750 a 999 kg de càrrega;-;-;-;-;835;1;Bockmann       
SF;Remolcs;De 750 a 999 kg de càrrega;-;-;-;-;900;1;Trunque        
SF;Remolcs;De 750 a 999 kg de càrrega;-;-;-;-;900;1;Guardia        
SF;Tractors;De més de 25 cv;-;4788;-;-;-;1;Vaia           
SF;Turismes;De més de 20 cv;-;125;-;-;-;1;Honda          
SF;Turismes;De més de 20 cv;-;1360;-;-;-;1;Peugeot        
SF;Turismes;De més de 20 cv;-;1390;-;-;-;1;Seat           
SF;Turismes;De més de 20 cv;-;1560;-;-;-;1;Citroen        
SF;Turismes;De més de 20 cv;-;1598;-;-;-;1;Renault        
SF;Turismes;De més de 20 cv;-;1896;-;-;-;1;Seat           
SF;Turismes;De més de 20 cv;-;1896;-;-;-;1;Skoda          
SF;Turismes;De més de 20 cv;-;196;-;-;-;1;Pelpi          
SF;Turismes;De més de 20 cv;-;22;-;-;-;1;Dodge          
SF;Turismes;De més de 20 cv;-;249;-;-;-;1;Kymco          
SF;Turismes;De més de 20 cv;-;387;-;-;-;1;Bakus          
SF;Turismes;De 8 a 12 cv;-;10;-;-;-;1;Opel           
