X,Y,OBJECTID,ANY_,MES,POBLACIÓ,CONSULTA,CANAL_D_EN,ARXIU
2.159557213088939,41.387297782569618,62,2013,octubre,Barcelona,Externa,Presencial,administratiu
2.159557213088939,41.387297782569618,63,2013,octubre,Barcelona,Externa,Correu,històric
2.159557213088939,41.387297782569618,64,2013,setembre,Barcelona,Externa,Correu,administratiu
2.159557213088939,41.387297782569618,65,2013,maig,Barcelona,Externa,Correu,administratiu
2.159557213088939,41.387297782569618,66,2013,abril,Barcelona,Externa,Correu,administratiu
2.159557213088939,41.387297782569618,67,2013,febrer,Barcelona,Externa,Correu,administratiu
2.282142777420536,41.926836317381905,68,2009,juliol,Calldetenes,Externa,Presencial,administratiu
1.784209508008306,41.782384634474056,69,2011,novembre,Callús,Externa,Presencial,històric
-0.076062214619025,39.98258657151851,70,2009,gener,Castelló de la Plana,Externa,Presencial,històric
2.214472004348185,41.798460625863299,71,2012,febrer,Centelles,Externa,Correu,històric
2.315685799162655,41.939940212166569,72,2013,gener,Folgueroles,Externa,Presencial,administratiu
2.315685799162655,41.939940212166569,73,2010,juny,Folgueroles,Externa,Correu,històric
2.824825834713596,41.983200075241626,74,2009,abril,Girona,Externa,Presencial,històric
2.824825834713596,41.983200075241626,75,2010,juliol,Girona,Externa,Correu,administratiu
2.824825834713596,41.983200075241626,76,2014,gener,Girona,Externa,Presencial,administratiu
2.824825834713596,41.983200075241626,77,2009,gener,Girona,Externa,Correu,històric
2.824825834713596,41.983200075241626,78,2009,abril,Girona,Externa,Presencial,històric
2.290123855070704,41.609471908000152,79,2009,juny,Granollers,Externa,Telefònic,històric
2.239416580362781,41.943515068594365,80,2014,agost,Gurb,Externa,Presencial,històric
2.239416580362781,41.943515068594365,81,2014,setembre,Gurb,Externa,Telefònic,històric
2.239416580362781,41.943515068594365,82,2012,novembre,Gurb,Externa,Presencial,històric
2.100975987523412,41.363369378043707,83,2010,desembre,Hospitalet,Externa,Telefònic,històric
2.235587683940765,41.83549673872735,84,2014,febrer,Hostalets de Balenyà,Externa,Presencial,històric
2.287381511409026,41.68502543449231,85,2010,octubre,La Garriga,Externa,Correu,històric
2.363382989135065,42.035555051051055,86,2011,juny,L'Esquirol,Externa,Presencial,històric
-3.69871760610748,40.433271066816879,87,2009,febrer,Madrid,Externa,Correu,històric
2.283930911722794,42.002654941449819,88,2012,març,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,89,2014,juliol,Manlleu,Externa,Telefònic,administratiu
2.283930911722794,42.002654941449819,90,2009,gener,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,91,2009,gener,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,92,2009,gener,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,93,2009,febrer,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,94,2009,març,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,95,2009,març,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,96,2009,març,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,97,2009,març,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,98,2009,abril,Manlleu,Externa,Telefònic,històric
2.283930911722794,42.002654941449819,99,2009,maig,Manlleu,Interna,Presencial,històric
2.283930911722794,42.002654941449819,100,2009,maig,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,101,2009,maig,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,102,2009,juny,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,103,2009,octubre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,104,2009,octubre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,105,2009,octubre,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,106,2009,novembre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,107,2010,abril,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,108,2010,maig,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,109,2010,juny,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,110,2010,setembre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,111,2010,setembre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,112,2010,octubre,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,113,2010,novembre,Manlleu,Externa,Telefònic,històric
2.283930911722794,42.002654941449819,114,2010,novembre,Manlleu,Externa,Telefònic,històric
2.283930911722794,42.002654941449819,115,2010,novembre,Manlleu,Externa,Telefònic,històric
2.283930911722794,42.002654941449819,116,2011,febrer,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,117,2011,febrer,Manlleu,Externa,Telefònic,històric
2.283930911722794,42.002654941449819,118,2011,abril,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,119,2011,maig,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,120,2011,juliol,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,121,2011,juliol,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,122,2011,juliol,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,123,2011,juliol,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,124,2011,agost,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,125,2011,octubre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,126,2011,octubre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,127,2011,octubre,Manlleu,Externa,Telefònic,històric
2.283930911722794,42.002654941449819,128,2011,octubre,Manlleu,Externa,Telefònic,administratiu
2.283930911722794,42.002654941449819,129,2011,novembre,Manlleu,Externa,Telefònic,històric
2.283930911722794,42.002654941449819,130,2011,novembre,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,131,2011,novembre,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,132,2012,gener,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,133,2012,març,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,134,2012,juliol,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,135,2012,octubre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,136,2012,novembre,Manlleu,Externa,Correu,històric
2.283930911722794,42.002654941449819,137,2012,desembre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,138,2013,febrer,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,139,2013,març,Manlleu,Interna,Telefònic,històric
2.283930911722794,42.002654941449819,140,2013,març,Manlleu,Interna,Correu,històric
2.283930911722794,42.002654941449819,141,2013,març,Manlleu,Externa,Telefònic,administratiu
2.283930911722794,42.002654941449819,142,2013,maig,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,143,2013,maig,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,144,2013,maig,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,145,2013,maig,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,146,2013,maig,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,147,2013,juny,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,148,2013,novembre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,149,2013,desembre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,150,2014,gener,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,151,2014,gener,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,152,2014,febrer,Manlleu,Interna,Telefònic,administratiu
2.283930911722794,42.002654941449819,153,2014,febrer,Manlleu,Externa,Telefònic,històric
2.283930911722794,42.002654941449819,154,2014,febrer,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,155,2014,març,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,156,2014,abril,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,157,2014,abril,Manlleu,Interna,Telefònic,administratiu
2.283930911722794,42.002654941449819,158,2014,abril,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,159,2014,juny,Manlleu,Interna,Telefònic,històric
2.283930911722794,42.002654941449819,160,2014,juny,Manlleu,Interna,Presencial,administratiu
2.283930911722794,42.002654941449819,161,2014,juliol,Manlleu,Externa,Telefònic,administratiu
2.283930911722794,42.002654941449819,162,2014,juliol,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,163,2014,juliol,Manlleu,Interna,Telefònic,administratiu
2.283930911722794,42.002654941449819,164,2014,juliol,Manlleu,Interna,Correu,històric
2.283930911722794,42.002654941449819,165,2014,setembre,Manlleu,Externa,Telefònic,administratiu
2.283930911722794,42.002654941449819,166,2014,setembre,Manlleu,Interna,Telefònic,administratiu
2.283930911722794,42.002654941449819,167,2014,octubre,Manlleu,Interna,Correu,històric
2.283930911722794,42.002654941449819,168,2014,octubre,Manlleu,Interna,Telefònic,administratiu
2.283930911722794,42.002654941449819,169,2014,octubre,Manlleu,Interna,Presencial,administratiu
2.283930911722794,42.002654941449819,170,2014,octubre,Manlleu,Interna,Telefònic,administratiu
2.283930911722794,42.002654941449819,171,2011,setembre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,172,2011,juliol,Manlleu,Externa,Telefònic,històric
2.283930911722794,42.002654941449819,173,2011,setembre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,174,2013,setembre,Manlleu,Externa,Telefònic,administratiu
2.283930911722794,42.002654941449819,175,2014,octubre,Manlleu,Interna,Telefònic,històric
2.283930911722794,42.002654941449819,176,2014,octubre,Manlleu,Interna,Telefònic,administratiu
2.283930911722794,42.002654941449819,177,2014,novembre,Manlleu,Interna,Telefònic,administratiu
2.283930911722794,42.002654941449819,178,2014,novembre,Manlleu,Externa,Correu,històric
2.283930911722794,42.002654941449819,179,2014,novembre,Manlleu,Interna,Presencial,administratiu
2.283930911722794,42.002654941449819,180,2014,novembre,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,181,2011,setembre,Manlleu,Externa,Correu,històric
2.283930911722794,42.002654941449819,182,2014,octubre,Manlleu,Interna,Telefònic,administratiu
2.283930911722794,42.002654941449819,183,2014,octubre,Manlleu,Interna,Telefònic,administratiu
2.283930911722794,42.002654941449819,184,2014,novembre,Manlleu,Interna,Correu,històric
2.283930911722794,42.002654941449819,185,2014,novembre,Manlleu,Interna,Correu,històric
2.283930911722794,42.002654941449819,186,2014,novembre,Manlleu,Interna,Telefònic,administratiu
2.283930911722794,42.002654941449819,187,2014,novembre,Manlleu,Interna,Telefònic,administratiu
2.283930911722794,42.002654941449819,188,2014,novembre,Manlleu,Externa,Telefònic,històric
2.283930911722794,42.002654941449819,189,2014,novembre,Manlleu,Interna,Telefònic,històric
2.283930911722794,42.002654941449819,190,2014,novembre,Manlleu,Interna,Telefònic,administratiu
2.283930911722794,42.002654941449819,191,2014,febrer,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,192,2014,febrer,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,193,2014,març,Manlleu,Externa,Correu,administratiu
2.283930911722794,42.002654941449819,194,2014,març,Manlleu,Externa,Correu,històric
2.283930911722794,42.002654941449819,195,2014,març,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,196,2014,març,Manlleu,Externa,Correu,històric
2.283930911722794,42.002654941449819,197,2014,abril,Manlleu,Externa,Correu,històric
2.283930911722794,42.002654941449819,198,2014,abril,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,199,2014,maig,Manlleu,Externa,Correu,històric
2.283930911722794,42.002654941449819,200,2014,abril,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,201,2014,maig,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,202,2014,maig,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,203,2014,juny,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,204,2014,juny,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,205,2014,juliol,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,206,2014,juliol,Manlleu,Externa,Correu,històric
2.283930911722794,42.002654941449819,207,2014,juliol,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,208,2014,juliol,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,209,2014,juliol,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,210,2014,setembre,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,211,2014,octubre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,212,2014,gener,Manlleu,Interna,Correu,històric
2.283930911722794,42.002654941449819,213,2014,gener,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,214,2014,gener,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,215,2014,febrer,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,216,2014,març,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,217,2014,maig,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,218,2014,maig,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,219,2014,juny,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,220,2014,juny,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,221,2014,maig,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,222,2014,novembre,Manlleu,Interna,Telefònic,històric
2.283930911722794,42.002654941449819,223,2014,juliol,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,224,2014,gener,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,225,2014,febrer,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,226,2014,gener,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,227,2014,març,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,228,2009,gener,Manlleu,Interna,Correu,històric
2.283930911722794,42.002654941449819,229,2009,gener,Manlleu,Interna,Correu,històric
2.283930911722794,42.002654941449819,230,2009,gener,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,231,2009,gener,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,232,2009,febrer,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,233,2009,febrer,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,234,2009,febrer,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,235,2009,març,Manlleu,Interna,Correu,històric
2.283930911722794,42.002654941449819,236,2009,març,Manlleu,Externa,Correu,històric
2.283930911722794,42.002654941449819,237,2009,març,Manlleu,Interna,Correu,històric
2.283930911722794,42.002654941449819,238,2009,març,Manlleu,Interna,Correu,històric
2.283930911722794,42.002654941449819,239,2009,abril,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,240,2009,abril,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,241,2009,abril,Manlleu,Interna,Correu,històric
2.283930911722794,42.002654941449819,242,2009,maig,Manlleu,Externa,Correu,històric
2.283930911722794,42.002654941449819,243,2009,maig,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,244,2009,maig,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,245,2009,maig,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,246,2009,juny,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,247,2009,juny,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,248,2009,juny,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,249,2009,juliol,Manlleu,Interna,Correu,històric
2.283930911722794,42.002654941449819,250,2009,juliol,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,251,2009,juliol,Manlleu,Interna,Correu,històric
2.283930911722794,42.002654941449819,252,2009,juliol,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,253,2009,setembre,Manlleu,Externa,Correu,administratiu
2.283930911722794,42.002654941449819,254,2009,setembre,Manlleu,Interna,Correu,històric
2.283930911722794,42.002654941449819,255,2009,setembre,Manlleu,Externa,Correu,històric
2.283930911722794,42.002654941449819,256,2009,gener,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,257,2009,setembre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,258,2009,setembre,Manlleu,Externa,Correu,administratiu
2.283930911722794,42.002654941449819,259,2009,setembre,Manlleu,Externa,Correu,històric
2.283930911722794,42.002654941449819,260,2009,setembre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,261,2009,octubre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,262,2009,octubre,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,263,2009,octubre,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,264,2009,novembre,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,265,2009,febrer,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,266,2009,març,Manlleu,Interna,Presencial,històric
2.283930911722794,42.002654941449819,267,2010,agost,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,268,2010,gener,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,269,2010,febrer,Manlleu,Interna,Correu,històric
2.283930911722794,42.002654941449819,270,2010,abril,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,271,2010,juny,Manlleu,Interna,Telefònic,administratiu
2.283930911722794,42.002654941449819,272,2010,juny,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,273,2010,juny,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,274,2010,juny,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,275,2009,octubre,Manlleu,Interna,Correu,històric
2.283930911722794,42.002654941449819,276,2010,juliol,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,277,2010,setembre,Manlleu,Interna,Correu,històric
2.283930911722794,42.002654941449819,278,2010,setembre,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,279,2010,abril,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,280,2010,octubre,Manlleu,Externa,Correu,administratiu
2.283930911722794,42.002654941449819,281,2010,gener,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,282,2010,octubre,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,283,2010,octubre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,284,2010,octubre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,285,2010,octubre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,286,2010,novembre,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,287,2010,novembre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,288,2010,novembre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,289,2011,novembre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,290,2011,desembre,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,291,2011,desembre,Manlleu,Externa,Correu,històric
2.283930911722794,42.002654941449819,292,2014,novembre,Manlleu,Interna,Presencial,administratiu
2.283930911722794,42.002654941449819,293,2014,novembre,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,294,2011,desembre,Manlleu,Externa,Correu,administratiu
2.283930911722794,42.002654941449819,295,2011,novembre,Manlleu,Externa,Correu,històric
2.283930911722794,42.002654941449819,296,2011,novembre,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,297,2011,juliol,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,298,2011,juliol,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,299,2011,juliol,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,300,2011,juliol,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,301,2011,juliol,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,302,2011,març,Manlleu,Externa,Correu,històric
2.283930911722794,42.002654941449819,303,2011,març,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,304,2014,novembre,Manlleu,Interna,Telefònic,històric
2.283930911722794,42.002654941449819,305,2011,gener,Manlleu,Interna,Presencial,administratiu
2.283930911722794,42.002654941449819,306,2012,desembre,Manlleu,Externa,Correu,històric
2.283930911722794,42.002654941449819,307,2012,octubre,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,308,2012,novembre,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,309,2012,juliol,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,310,2012,juliol,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,311,2012,juny,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,312,2012,agost,Manlleu,Interna,Presencial,històric
2.283930911722794,42.002654941449819,313,2012,setembre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,314,2012,octubre,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,315,2012,juny,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,316,2012,maig,Manlleu,Interna,Presencial,administratiu
2.283930911722794,42.002654941449819,317,2012,abril,Manlleu,Interna,Presencial,històric
2.283930911722794,42.002654941449819,318,2012,abril,Manlleu,Externa,Correu,històric
2.283930911722794,42.002654941449819,319,2012,abril,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,320,2012,febrer,Manlleu,Externa,Correu,històric
2.283930911722794,42.002654941449819,321,2012,gener,Manlleu,Interna,Presencial,històric
2.283930911722794,42.002654941449819,322,2013,novembre,Manlleu,Interna,Presencial,administratiu
2.283930911722794,42.002654941449819,323,2013,novembre,Manlleu,Interna,Presencial,històric
