X,Y,OBJECTID,ANY_,MES,POBLACIÓ,CONSULTA,CANAL_D_EN,ARXIU
2.279161269890854,42.001252989846222,642,2016,abril,Manlleu,Externa,Presencial,històric
2.279536779154346,42.001516096110819,643,2016,abril,Manlleu,Externa,Correu,administratiu
2.285620029222885,42.003022954301422,644,2016,abril,Manlleu,Externa,Presencial,administratiu
2.285845334781001,42.006108314106747,645,2016,abril,Manlleu,Externa,Presencial,històric
2.291853482996835,41.999355406108535,646,2016,abril,Manlleu,Interna,Correu,històric
2.236425873186291,42.01530613191494,647,2016,abril,Sant Hipòlit de Voltregà,Externa,Correu,històric
2.284442539108042,41.999909538730783,648,2016,abril,Manlleu,Interna,Correu,administratiu
2.284463997165242,41.999893592261934,649,2016,abril,Manlleu,Interna,Presencial,administratiu
2.272522725331093,42.001519267699955,650,2016,maig,Manlleu,Externa,Correu,administratiu
2.638104890772135,41.95640985346553,651,2016,maig,Anglès,Externa,Correu,històric
2.283780033382631,42.001013802117122,652,2016,maig,Manlleu,Interna,Correu,històric
2.25258028502546,41.92077314695959,653,2016,juny,Vic,Externa,Presencial,històric
2.287679964984059,41.998972693764294,654,2016,juny,Manlleu,Externa,Telefònic,administratiu
2.35776923097335,41.642359286096294,655,2016,juny,Cardedeu,Externa,Presencial,històric
2.261374125107043,41.930218963558339,656,2016,juny,Vic,Externa,Presencial,històric
2.283905426518206,41.999894027523759,657,2016,juny,Manlleu,Interna,Presencial,administratiu
2.290158326123091,41.999108238247018,658,2016,juny,Manlleu,Interna,Correu,administratiu
2.283949012775774,42.000017175121279,659,2016,juliol,Manlleu,Interna,Correu,administratiu
2.310967547253135,41.983737395047783,660,2016,juliol,Roda de Ter,Externa,Presencial,històric
2.282594497057785,42.003608944737756,661,2016,juliol,Manlleu,Externa,Correu,històric
2.173878624268951,41.398642900362638,662,2016,juliol,Barcelona,Externa,Telefònic,històric
2.283193613165147,42.000773881831996,663,2016,juliol,Manlleu,Externa,Presencial,històric
2.283322359711687,42.001240300097884,664,2016,juliol,Manlleu,Externa,Telefònic,històric
2.109620809675754,41.546504956064503,665,2016,setembre,Sabadell,Externa,Correu,històric
2.303842599103027,42.014275691289505,666,2016,setembre,Manlleu,Externa,Presencial,administratiu
2.282535130993903,41.999399524790888,667,2016,setembre,Manlleu,Externa,Presencial,administratiu
2.280625398039808,41.998889240394917,668,2016,setembre,Manlleu,Externa,Presencial,administratiu
2.27909117434924,42.005753810976174,669,2016,setembre,Manlleu,Externa,Presencial,administratiu
2.280410821061162,42.005267495562194,670,2016,octubre,Manlleu,Externa,Presencial,administratiu
2.284029120939571,42.000019434205768,671,2016,octubre,Manlleu,Interna,Presencial,administratiu
2.166635469505513,41.388662793893189,672,2016,octubre,Barcelona,Externa,Presencial,administratiu
2.284198100332714,42.000125077692928,673,2016,octubre,Manlleu,Interna,Presencial,administratiu
2.284047896627304,41.99999551487614,674,2016,novembre,Manlleu,Interna,Presencial,administratiu
2.283964748564631,41.999973588927318,675,2016,novembre,Manlleu,Interna,Presencial,administratiu
2.283852766377923,41.99992325881918,676,2016,novembre,Manlleu,Interna,Presencial,administratiu
2.283830973249139,41.999918525015175,677,2016,novembre,Manlleu,Interna,Presencial,administratiu
2.28382124988449,41.999914787239064,678,2016,novembre,Manlleu,Interna,Presencial,administratiu
-77.059124869068597,-11.988502381148804,679,2016,novembre,Barcelona,Externa,Telefònic,administratiu
2.283852095336425,41.999919770717973,680,2016,novembre,Manlleu,Interna,Presencial,administratiu
2.11137264844732,41.546843821440149,681,2016,desembre,Sabadell,Externa,Presencial,històric
