OBJECTID,Campanya,Provincia,Comarca,Municipi,ID_MUN,Grup,Cultiu,Seca_Regad,HA,Shape__Area,Shape__Length
442,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,0.0492,5.3517907e-08,0.001062194231087
443,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,0.1379,1.49989588e-07,0.001610015467566
444,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,0.2096,2.27970741e-07,0.002136098673916
445,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.1647,1.266263615e-06,0.00652851781267
446,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.0425,4.6260858e-08,0.001039020207378
447,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.0839,9.1238108e-08,0.001624633732869
448,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.2523,2.74259915e-07,0.002304330531237
449,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.0308,1.120713488e-06,0.004747399253259
450,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.1531,1.66485343e-07,0.00217427894249
451,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.5498,1.684993442e-06,0.006302587606501
452,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.7006,7.61242387e-07,0.004605053241681
453,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,2.1058,2.289583345e-06,0.006044769504805
454,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,2.0306,2.207904953e-06,0.006558969786949
455,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.0102,1.098380934e-06,0.006162013138551
456,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.799,8.68740177e-07,0.003964300195324
457,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.8481,9.2175866e-07,0.004678378452351
458,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.2535,1.363066623e-06,0.006325491357726
459,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,2.2126,2.405864923e-06,0.006451794312605
460,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.0925,1.00634246e-07,0.001207124183501
461,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.5117,5.55899961e-07,0.004465988468562
462,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,5.9289,6.446796449e-06,0.010703215354115
463,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.1186,1.216348317e-06,0.006073742244576
464,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.6612,7.18959559e-07,0.003627624723371
465,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.1975,2.14773443e-07,0.002069218543449
466,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.9055,9.8466531e-07,0.005656850905507
467,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,2.6718,2.904721474e-06,0.01018340450605
468,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.7832,1.939176719e-06,0.00861141272114
469,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.067,1.160223856e-06,0.005036870052781
470,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.5841,6.35183826e-07,0.006586935272421
471,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.6755,1.822232484e-06,0.010236639178317
472,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.4985,5.42092633e-07,0.003025565044172
473,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.0062,6.788781e-09,0.000546328995009
474,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,3.3185,3.610263601e-06,0.015842410279017
475,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.1512,1.64402956e-07,0.003556578996514
476,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.9181,9.98145918e-07,0.007599339729714
477,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.5174,5.62652574e-07,0.004063912846518
478,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.1089,1.18477893e-07,0.002742432736384
479,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.4549,1.582009351e-06,0.006407386017481
480,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.6681,7.26606571e-07,0.004356196298754
481,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.1768,1.92304601e-07,0.001674792938965
482,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.0799,8.6928216e-08,0.00134958195698
483,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.9105,9.9012503e-07,0.005368185961876
484,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.182,1.97889859e-07,0.001762948708709
485,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,5.5354,6.01964242e-06,0.012435301270692
486,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.186,2.02243243e-07,0.001926028831746
487,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.1602,1.74247906e-07,0.001709655478683
488,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.6832,7.42932698e-07,0.004596634873852
489,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.0056,1.093032885e-06,0.004815516382075
490,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,3.0462,3.312974472e-06,0.008151367678128
491,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.1747,1.277461996e-06,0.006652607220314
492,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.2532,2.75417557e-07,0.002798616482011
493,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.3548,3.85652153e-07,0.004486487993467
494,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.4741,5.15615027e-07,0.003509166860046
495,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.5133,5.58203744e-07,0.004290995751689
496,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.2664,2.8942274e-07,0.00273900716212
497,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.1317,1.43194214e-07,0.001519939889391
498,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.7071,7.68992472e-07,0.003693202334736
499,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.8458,9.19911623e-07,0.00532502588402
500,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.6808,7.40414691e-07,0.004619857186741
501,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.9436,1.026254725e-06,0.004275289197438
502,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.0591,6.4308942e-08,0.001149888090735
503,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.8446,2.006302243e-06,0.007096436034778
504,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.118,1.28293549e-07,0.001508599516195
505,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.0249,2.700261e-08,0.001139759100142
506,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.8799,2.044783432e-06,0.008013704787707
507,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.7197,1.872549734e-06,0.005614458331954
508,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.1256,1.36594695e-07,0.001858966196163
509,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.3181,3.46000192e-07,0.002973146743684
510,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.8387,9.1224667e-07,0.004532779849921
511,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.426,4.63374923e-07,0.00278745666551
512,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.3687,4.01061448e-07,0.002439349984206
513,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.0304,3.3059912e-08,0.001159254005931
514,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.0789,8.5857127e-08,0.001506152121258
515,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.9753,1.060883538e-06,0.005243655002443
516,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.1115,1.21247691e-07,0.002039950025554
517,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.2964,3.22375733e-07,0.002828856676467
518,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.2749,2.99029886e-07,0.003396123563696
519,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.7276,1.879144061e-06,0.006219991870141
520,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.2916,1.404889486e-06,0.006084079436003
521,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.2143,2.33211935e-07,0.002395339804772
522,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.941,1.023130535e-06,0.00974186173092
523,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.2078,2.25927757e-07,0.00191289348757
524,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.0238,2.5860365e-08,0.00082581375227
525,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.1379,1.49958563e-07,0.002250194940648
526,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.776,8.44130505e-07,0.003561948242183
527,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.1413,1.53689773e-07,0.001644867264107
528,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.2093,2.27684766e-07,0.002997037735035
529,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.7576,1.911788929e-06,0.005484274635292
530,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.1818,1.97642635e-07,0.00180546539266
531,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.3011,3.27554811e-07,0.00375352097958
532,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.0579,6.3013178e-08,0.002384683540006
533,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.9748,1.060312277e-06,0.00424155899873
534,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.3737,4.06482651e-07,0.002459935872616
535,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.2536,2.75904656e-07,0.002394971586857
536,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.3951,4.29783561e-07,0.002782135464968
537,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.056,6.0957563e-08,0.001389443405103
538,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.2448,2.66306632e-07,0.00209322591727
539,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.324,3.52447189e-07,0.005628418495394
540,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.1409,1.53274766e-07,0.001596378645451
541,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.5659,1.703322526e-06,0.005997512775003
542,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.7927,8.6234052e-07,0.003820703744862
543,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.1541,1.67079847e-07,0.002559255491606
544,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.0298,1.120288302e-06,0.008196088510316
545,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.2819,3.0667203e-07,0.002790548570335
546,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.1198,1.3029295e-07,0.002698839607389
547,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.1444,1.57066894e-07,0.001930666800044
548,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.3291,3.5803643e-07,0.003347406310294
549,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,1.0594,1.152283497e-06,0.005391077046629
550,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.0353,3.8350933e-08,0.001211765587681
551,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.1288,1.40111976e-07,0.001477498088139
552,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,0.7076,7.69768858e-07,0.005361751282937
553,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,RAY-GRASS,S,2.3076,2.510381466e-06,0.013859891062861
554,2016,Barcelona,Osona,MANLLEU,08111,HORT1COLES,PATATA,S,0.0213,2.2924859e-08,0.000909108334954
555,2016,Barcelona,Osona,MANLLEU,08111,HORT1COLES,PATATA,S,0.2014,2.18988261e-07,0.003163095185507
556,2016,Barcelona,Osona,MANLLEU,08111,HORT1COLES,PATATA,S,1.0873,1.182595291e-06,0.004482124492353
557,2016,Barcelona,Osona,MANLLEU,08111,HORT1COLES,PATATA,S,0.1094,1.19026419e-07,0.001342835549533
558,2016,Barcelona,Osona,MANLLEU,08111,HORT1COLES,HORTA,S,0.0419,4.5255975e-08,0.001696966793936
559,2016,Barcelona,Osona,MANLLEU,08111,HORT1COLES,HORTA,S,0.0231,2.5114647e-08,0.000753059005055
560,2016,Barcelona,Osona,MANLLEU,08111,HORT1COLES,HORTA,S,0.0656,7.1332663e-08,0.001667513444308
561,2016,Barcelona,Osona,MANLLEU,08111,HORT1COLES,HORTA,S,0.0543,5.9017224e-08,0.001558828838743
562,2016,Barcelona,Osona,MANLLEU,08111,HORT1COLES,HORTA,S,0.0094,1.0208347e-08,0.000587675834069
563,2016,Barcelona,Osona,MANLLEU,08111,HORT1COLES,HORTA,S,0.0721,7.8457306e-08,0.002624946304667
564,2016,Barcelona,Osona,MANLLEU,08111,HORT1COLES,HORTA,S,0.0164,1.785036e-08,0.000677462719321
565,2016,Barcelona,Osona,MANLLEU,08111,HORT1COLES,HORTA,S,0.1261,1.3712305e-07,0.001956457660648
566,2016,Barcelona,Osona,MANLLEU,08111,HORT1COLES,HORTA,S,0.0872,9.4846649e-08,0.001660713605196
567,2016,Barcelona,Osona,MANLLEU,08111,HORT1COLES,HORTA,S,0.0721,7.8406686e-08,0.001322529961224
568,2016,Barcelona,Osona,MASIES DE RODA (LES),08115,CEREALS,ORDI,S,0.1086,1.18033934e-07,0.00151762335048
569,2016,Barcelona,Osona,TORELLO,08285,CEREALS,BLAT TOU,S,1.545,1.60436409e-07,0.00212000991986
570,2016,Barcelona,Osona,GURB,08099,CEREALS,BLAT TOU,S,3.6425,2.9532707e-08,0.00235949973481
571,2016,Barcelona,Osona,MASIES DE RODA (LES),08115,CEREALS,BLAT TOU,R,4.3823,7.46719234e-07,0.004021929466383
572,2016,Barcelona,Osona,MASIES DE RODA (LES),08115,CEREALS,ORDI,S,2.9572,9.8844032e-08,0.001360657296042
573,2016,Barcelona,Osona,MASIES DE RODA (LES),08115,CEREALS,ORDI,S,2.9572,5.83305492e-07,0.004159304558785
574,2016,Barcelona,Osona,L'ESQUIROL,08254,CEREALS,ORDI,S,0.9652,8.82559e-09,0.000570475033329
575,2016,Barcelona,Osona,L'ESQUIROL,08254,CEREALS,ORDI,S,0.9652,1.6530469e-08,0.000978778385296
576,2016,Barcelona,Osona,L'ESQUIROL,08254,FARRATGERES,RAY-GRASS,S,1.1793,6.37815863e-07,0.003777350839684
577,2016,Barcelona,Osona,L'ESQUIROL,08254,FARRATGERES,RAY-GRASS,S,0.8823,5.2463612e-08,0.001408332075068
578,2016,Barcelona,Osona,L'ESQUIROL,08254,FARRATGERES,RAY-GRASS,S,2.4916,4.18990449e-07,0.004021438589336
