Estación,Título,latitud,longitud,Fecha Solar (UTC),SO2,NO,NO2,CO,PM10,O3,dd,vv,TMP,HR,PRB,RS,LL,BEN,TOL,MXIL,PM25
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T16:00:00","2","8","16","0.72","13","55","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T15:00:00","2","7","13","0.72","14","57","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T14:00:00","2","14","28","0.76","13","41","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T13:00:00","2","","","0.77","17","37","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T11:00:00","5","19","30","0.71","9","26","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T10:00:00","5","39","44","0.78","19","18","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T09:00:00","6","17","26","0.7","13","22","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T08:00:00","7","20","31","0.68","10","19","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T07:00:00","7","32","39","0.75","11","11","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T06:00:00","8","17","28","0.73","8","16","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T05:00:00","7","4","13","0.62","5","22","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T04:00:00","6","3","5","0.6","10","35","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T03:00:00","6","2","4","0.59","9","40","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T02:00:00","6","2","6","0.6","7","38","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T01:00:00","7","4","8","0.6","5","38","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T00:00:00","6","4","9","0.63","9","37","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T23:00:00","7","5","15","0.65","7","30","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T22:00:00","6","5","13","0.65","12","33","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T21:00:00","5","6","15","0.64","8","34","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T20:00:00","4","10","23","0.67","11","28","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T19:00:00","5","15","28","0.76","9","29","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T18:00:00","4","12","28","0.71","16","31","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T17:00:00","3","17","31","0.72","13","28","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T16:00:00","3","11","22","0.69","6","34","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T15:00:00","4","17","31","0.68","5","28","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T14:00:00","3","17","28","0.75","6","31","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T13:00:00","3","8","15","0.66","6","38","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T12:00:00","3","16","23","0.71","7","32","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T11:00:00","3","13","20","0.68","10","32","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T10:00:00","5","13","17","0.65","13","32","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T09:00:00","7","22","24","0.68","10","23","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T08:00:00","7","13","20","0.62","6","25","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T07:00:00","5","8","18","0.6","9","24","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T06:00:00","2","6","15","0.6","13","27","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T05:00:00","2","2","8","0.59","9","31","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T04:00:00","2","2","4","0.58","8","35","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T03:00:00","2","2","3","0.58","10","38","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T02:00:00","2","2","5","0.58","9","37","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T01:00:00","2","2","6","0.59","9","39","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-24T00:00:00","2","4","9","0.62","11","39","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T23:00:00","2","3","9","0.61","13","42","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T22:00:00","2","5","11","0.63","16","42","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T21:00:00","2","6","15","0.65","15","41","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T20:00:00","2","7","16","0.72","21","42","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T19:00:00","2","8","20","0.67","20","38","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T18:00:00","2","9","19","0.65","21","39","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T17:00:00","2","9","19","0.66","16","41","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T16:00:00","2","11","16","0.67","25","42","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T15:00:00","9","8","13","0.65","25","43","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T14:00:00","10","9","17","0.67","20","39","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T13:00:00","11","23","34","0.77","24","28","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T12:00:00","12","23","36","0.74","29","30","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T11:00:00","14","25","41","0.83","34","22","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T10:00:00","15","22","38","0.87","44","16","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T09:00:00","16","20","33","0.8","34","20","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T08:00:00","16","34","46","0.87","41","14","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T07:00:00","21","44","43","0.98","33","4","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T06:00:00","28","19","32","0.9","22","2","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T05:00:00","29","8","30","1.01","33","4","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T04:00:00","28","3","16","0.84","20","19","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T03:00:00","28","2","15","0.92","32","19","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T02:00:00","28","4","21","0.82","30","13","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T01:00:00","28","4","16","0.9","30","22","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-23T00:00:00","28","4","21","0.87","28","18","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T23:00:00","27","7","27","0.95","33","18","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T22:00:00","26","4","21","0.85","49","39","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T21:00:00","25","5","22","0.73","31","44","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T20:00:00","22","18","48","0.73","29","27","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T19:00:00","19","15","32","0.75","33","45","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T18:00:00","18","13","26","0.75","40","51","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T17:00:00","16","12","28","0.73","40","54","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T16:00:00","13","13","29","0.73","40","58","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T15:00:00","22","15","24","0.75","38","57","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T14:00:00","29","18","35","0.76","36","48","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T13:00:00","28","19","40","0.77","38","47","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T12:00:00","30","21","44","0.76","39","45","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T11:00:00","28","22","48","0.76","43","41","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T10:00:00","27","21","44","0.74","46","38","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T09:00:00","28","26","57","0.74","44","24","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T08:00:00","28","10","30","0.72","45","49","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T07:00:00","28","6","29","0.78","44","52","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T06:00:00","27","6","50","1.33","65","43","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T05:00:00","26","4","38","0.96","31","45","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T04:00:00","25","5","41","1.13","50","23","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T03:00:00","25","3","28","0.86","23","23","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T02:00:00","24","8","46","1.03","41","19","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T01:00:00","25","4","61","0.97","45","20","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-22T00:00:00","24","18","101","1.15","54","5","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T23:00:00","23","9","55","1.09","52","30","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T22:00:00","21","5","42","0.76","39","55","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T21:00:00","19","5","37","0.77","47","64","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T20:00:00","15","8","51","0.84","48","53","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T19:00:00","12","21","76","0.95","65","35","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T18:00:00","13","23","66","0.89","58","43","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T17:00:00","11","19","49","0.84","49","62","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T16:00:00","6","8","30","0.81","33","77","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T15:00:00","2","8","23","0.81","29","85","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T14:00:00","2","13","30","0.83","38","74","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T13:00:00","2","7","17","0.75","23","82","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T12:00:00","3","12","23","0.76","27","60","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T11:00:00","5","19","29","0.76","24","48","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T10:00:00","8","27","40","0.77","35","31","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T09:00:00","10","29","36","0.77","32","19","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T08:00:00","11","66","44","0.95","36","5","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T07:00:00","11","76","43","0.85","17","2","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T06:00:00","9","25","29","0.73","17","4","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T05:00:00","9","5","17","0.66","19","14","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T04:00:00","9","7","23","0.71","23","11","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-21T03:00:00","10","4","18","0.66","20","13","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-25T20:00:00","7","3","12","0.29","","57","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-25T19:00:00","5","3","14","0.26","27","57","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-25T18:00:00","5","3","13","0.26","30","61","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-25T17:00:00","4","4","11","0.25","24","66","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-25T16:00:00","4","3","9","0.25","19","71","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-25T15:00:00","4","2","9","0.25","14","73","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-25T14:00:00","5","4","11","0.26","15","67","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-25T13:00:00","6","6","12","0.26","14","57","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-25T11:00:00","7","5","14","0.25","20","47","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-25T10:00:00","7","8","17","0.25","16","43","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-25T09:00:00","7","11","15","0.24","12","40","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-25T08:00:00","7","3","10","0.23","9","40","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-25T07:00:00","7","2","14","0.29","10","32","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-25T06:00:00","7","1","10","0.22","9","29","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-25T05:00:00","7","1","7","0.2","13","32","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-25T04:00:00","6","1","2","0.2","14","48","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-25T03:00:00","7","1","2","0.19","11","51","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-25T02:00:00","7","1","2","0.19","12","53","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-25T01:00:00","7","1","4","0.2","11","50","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-25T00:00:00","7","1","6","0.22","10","48","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T23:00:00","7","1","5","0.22","13","48","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T22:00:00","7","1","6","0.22","14","49","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T21:00:00","7","1","5","0.2","12","50","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T20:00:00","8","3","10","0.25","17","50","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T19:00:00","7","6","17","0.27","18","51","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T18:00:00","7","8","18","0.25","13","52","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T17:00:00","7","3","11","0.23","16","57","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T16:00:00","7","5","16","0.26","14","52","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T15:00:00","6","2","9","0.24","12","60","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T14:00:00","7","4","10","0.23","8","59","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T13:00:00","7","5","11","0.24","8","56","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T12:00:00","6","4","9","0.24","11","57","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T11:00:00","7","6","10","0.24","13","53","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T10:00:00","7","5","12","0.24","11","50","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T09:00:00","8","6","13","0.25","10","46","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T08:00:00","7","7","14","0.26","15","43","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T07:00:00","6","2","9","0.32","15","41","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T06:00:00","6","2","7","0.2","11","43","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T05:00:00","7","1","5","0.19","11","46","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T04:00:00","6","1","2","0.19","14","51","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T03:00:00","6","1","2","0.18","18","52","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T02:00:00","7","1","2","0.19","12","53","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T01:00:00","6","1","3","0.2","14","53","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-24T00:00:00","7","1","5","0.2","21","54","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T23:00:00","6","1","6","0.22","15","58","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T22:00:00","7","1","5","0.21","21","59","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T21:00:00","7","1","7","0.22","21","59","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T20:00:00","8","3","11","0.26","29","58","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T19:00:00","7","4","13","0.24","28","54","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T18:00:00","6","4","10","0.24","26","57","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T17:00:00","6","4","9","0.23","29","57","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T16:00:00","6","5","10","0.22","23","56","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T15:00:00","6","4","9","0.23","22","57","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T14:00:00","7","4","8","0.23","27","55","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T13:00:00","7","6","13","0.25","37","52","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T12:00:00","8","7","18","0.31","42","53","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T11:00:00","8","10","25","0.81","46","40","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T10:00:00","8","7","25","0.44","38","36","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T09:00:00","8","8","25","0.42","44","30","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T08:00:00","8","9","29","0.54","29","19","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T07:00:00","8","8","25","0.91","22","6","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T06:00:00","8","3","23","0.44","25","3","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T05:00:00","8","1","11","0.42","23","18","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T04:00:00","8","1","11","0.53","26","13","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T03:00:00","7","1","13","0.6","30","15","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T02:00:00","7","1","13","0.63","33","17","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T01:00:00","7","1","16","0.62","30","16","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-23T00:00:00","7","1","17","0.55","32","22","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T23:00:00","8","1","23","0.59","29","22","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T22:00:00","7","1","16","0.33","29","43","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T21:00:00","7","1","23","0.24","36","49","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T20:00:00","6","1","12","0.22","43","66","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T19:00:00","6","7","24","0.3","52","61","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T18:00:00","4","6","22","0.28","47","67","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T17:00:00","3","4","17","0.28","58","76","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T16:00:00","4","6","19","0.26","53","74","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T15:00:00","4","4","16","0.27","57","82","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T14:00:00","5","2","11","0.25","61","82","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T13:00:00","6","4","15","0.26","55","78","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T12:00:00","9","3","15","0.25","60","81","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T11:00:00","11","2","20","0.26","44","79","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T10:00:00","11","6","34","0.3","44","57","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T09:00:00","13","4","31","0.28","46","58","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T08:00:00","12","4","38","0.33","46","56","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T07:00:00","9","2","32","0.41","63","69","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T06:00:00","9","2","38","0.67","42","59","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T05:00:00","8","1","30","0.74","39","37","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T04:00:00","7","1","18","0.49","31","33","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T03:00:00","6","1","22","0.57","37","21","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T02:00:00","7","1","28","0.62","36","18","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T01:00:00","8","1","36","0.61","37","11","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-22T00:00:00","6","1","37","0.66","45","17","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2017-08-21T23:00:00","7","1","32","0.4","42","50","","","","","","","","","","",""
