EJERCICIO,OFERTA,DIAS_PAGO_RECIBO,COD_ACTIVIDAD,EDICION,ACTIVIDAD,RESTRINGIDA_ENTIDADES,ACTIVIDAD_DIARIA,PROGRAMA,INICIO,FIN,INICIO_MATRICULACION,FIN_MATRICULACION,TEMA,SUBTEMA,FORMATO,TIPO_DESTINATARIO,GRUPO_TARIFA,TARIFA,CANAL_PUBLICACION,NOTAS_RECIBO,NUM_PLAZAS,SOLICITUDES,CONCEDIDAS,RESERVADAS,LUNES,MARTES,MIERCOLES,JUEVES,VIERNES,SABADO,DOMINGO
"2017","Exposiciones de cuentos 2017","1","EC38","11","El gran libro de los retratos de animales","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC38","10","El gran libro de los retratos de animales","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC24","12","Ferdinando el Toro","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC24","11","Ferdinando el Toro","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC24","10","Ferdinando el Toro","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC31","12","Rosa Caramelo","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC31","11","Rosa Caramelo","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC31","10","Rosa Caramelo","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC41","10","Contadnos cuentos, por favor","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC41","11","Contadnos cuentos, por favor","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC41","12","Contadnos cuentos, por favor","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC22","11","El topo que quería saber quién se había hecho aquello en su cabeza ","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC22","10","El topo que quería saber quién se había hecho aquello en su cabeza ","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC22","12","El topo que quería saber quién se había hecho aquello en su cabeza ","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC05","10","Sofía, la vaca que amaba la música","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC05","11","Sofía, la vaca que amaba la música","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC05","12","Sofía, la vaca que amaba la música","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC26","11","Frida","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC26","10","Frida","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC26","12","Frida","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC33","11","Un patito feo llamado H. C. Andersen","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC33","10","Un patito feo llamado H. C. Andersen","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC33","12","Un patito feo llamado H. C. Andersen","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC25","12","Flon-Flon y Musina","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC25","10","Flon-Flon y Musina","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC25","11","Flon-Flon y Musina","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC06","10","Caperucita","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC06","12","Caperucita","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC06","11","Caperucita","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC30","10","Resdán","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC30","12","Resdán","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC30","11","Resdán","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC21","11","El grúfalo","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC21","12","El grúfalo","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC21","10","El grúfalo","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC16","12","La bella durmiente","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC16","11","La bella durmiente","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC16","10","La bella durmiente","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC04","12","Pequeño azul, pequeño amarillo","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
