LON,LAT,DIRECCION,ZONA,TARIFA,LINEA
-3.532578278533588,40.375683071792814,Avda de los Almendros N 0,AV.ALMENDROS-DEBORA ARANGO,B1,333
-3.532958249124066,40.37893909857052,Avda de los Almendros N 290,AV.ALMENDROS-ISADORA DUNCAN,B1,333
-3.535957817963698,40.379123103641646,Avda  8 de Marzo N 0,AV.OCHO DE MARZO-CIUDAD EDUCATIVA,B1,333
-3.539207373656353,40.378166473336002,Avda de la Tierra N 0,AV.TIERRA-AV.OCHO DE MARZO,B1,333
-3.538228300272506,40.373247472803186,Paseo de las Provincias N 3,PºPROVINCIAS-SAN SEBASTIÁN,B1,333
-3.539012463467191,40.378174642136962,Av de la Tierra N 0,AV.TIERRA-AV.OCHO DE MARZO,B1,333
-3.535324228430553,40.379014005905169,Avda  8 de Marzo N 0,AV.OCHO DE MARZO-CIUDAD EDUCATIVA,B1,333
-3.543354319775752,40.354384080774757,Calle de la Fundición N 7,FUNDICIÓN-CÉSAR MANRIQUE,B1,C-1
-3.539923870149329,40.351374845452902,Calle de la Fundición N 45,FUNDICIÓN-TORNO,B1,C-1
-3.534262029739533,40.346681419697752,Calle de la Fundición N 16,FUNDICIÓN-JOAQUÍN SOROLLA,B1,C-1
-3.533543402941878,40.349570768893749,Avda de José Hierro N 38,JOSÉ HIERRO-AV.MARIO VARGAS LLOSA,B1,332
-3.531327287253516,40.35133691735026,Avda de Pablo Iglesias N 64,AV.PABLO IGLESIAS-MARIO VARGAS LLOSA,B1,330
-3.528704092844547,40.347104139470765,Avda de José Hierro N 86,AV.JOSÉ HIERRO-COLEGIO,B1,334
-3.528651225565313,40.347204049369658,Avda de José Hierro N 86,AV.JOSÉ HIERRO-JOVELLANOS,B1,334
-3.525684531205434,40.345074637161574,Avda de José Hierro N 92,AV.JOSÉ HIERRO-ESCUELA INFANTIL,B1,334
-3.525581686578962,40.345151330620311,Avda de José Hierro N 92,AV.JOSÉ HIERRO-CLARA SÁNCHEZ,B1,334
-3.524510531391387,40.341439733933008,Avda de Aurelio alvarez SN SN,AV.AURELIO ALVAREZ-EST.RIVAS FUTURA,B1,334
-3.524441425481177,40.341302062079535,Avda de Aurelio Alvarez SN SN,AV.AURELIO ALVAREZ-AV.JOSÉ HIERRO,B1,331
-3.528375457328904,40.336768170468666,Calle   Juan de la Cierva N S/N,JUAN DE LA CIERVA-CENTRO COMERCIAL,B2,331
-3.5284809196741,40.336742382486186,Calle   Juan de la Cierva N SN,JUAN DE LA CIERVA-MARÍA MONTESSORI,B2,334
-3.53400670746834,40.359546003358489,Calle de César Manrique N 67,CÉSAR MANRIQUE-CENTRO DE SALUD,B1,N301
-3.533955953176645,40.3594640134665,Calle de César Manrique N 92,CÉSAR MANRIQUE-CENTRO DE SALUD,B1,N301
-3.51801431799504,40.354461616833305,Avda   Pilar Miró N 62,AV.PILAR MIRÓ-ADOLFO MARSILLACH,B1,331
-3.517897468001095,40.354525428844035,Avda   Pilar Miró N 62,AV.PILAR MIRÓ-NURIA ESPERT,B1,331
-3.53695101735584,40.352699996815048,Avda de José Hierro N 34,AV.JOSÉ HIERRO-JOSÉ SARAMAGO,B1,334
-3.536915228955654,40.352852922240842,Avda de José Hierro N 34,AV.JOSÉ HIERRO-JOSÉ SARAMAGO,B1,334
-3.531927423704959,40.358429441670047,Avda   Ramón  y Cajal N 21,AV.RAMÓN Y CAJAL-AMAPOLA,B1,N301
-3.531636045411283,40.358225785112197,Avda   Ramón  y Cajal N 25,AV.RAMÓN Y CAJAL-AMAPOLA,B1,N301
-3.520653631256575,40.343059113930074,Avda de Levante N 185,AV. PABLO IGLESIAS-AURELIO ALVAREZ,B1,330
-3.520725750999043,40.343554763616282,Avda de Levante N 185,AV.PABLO IGLESIAS-AGUSTIN SANCHEZ MILLAN,B1,332
-3.537927718849402,40.352864962893044,Calle de José Saramago N 1B,JOSÉ SARAMAGO-AV. JOSÉ HIERRO,B1,N302
-3.539757925018973,40.356908239262182,Calle de César Manrique N 7,CESAR MANRIQUE-JUNKAL,B1,330
-3.539765485764815,40.356804751793014,Calle de César Manrique N 12,CESAR MANRIQUE-JOSÉ HIERRO,B1,330
-3.52188958415227,40.339409585392346,Avda de Velázquez N 6,VELAZQUEZ-AV. PRIMERO DE MAYO,B2,334
-3.521993089985757,40.339367370359994,Avda de Velázquez N 6,VELAZQUEZ-AV. PRIMERO DE MAYO,B2,334
-3.533356988758444,40.379068795997505,Avda de los Almendros N 290,AV.ALMENDROS-ISADORA DUNCAN,B1,333
-3.522975822826131,40.347298221932945,Calle   Miguel Gila N 2,MIGUEL GILA-AV.PABLO IGLESIAS,B1,331
-3.523023565021683,40.347323520354585,Calle  Miguel Gila SN SN,MIGUEL GILA-AV.PABLO IGLESIAS,B1,331
-3.529130675731876,40.357072166690472,Avda   Cerro del Telégrafo N 2,AV.CERRO DEL TELÉGRAFO-AV.RAMÓN Y CAJAL,B1,331
-3.524393856274413,40.359303488645899,Avda  Cerro del Telégrafo N 5,AV.CERRO DEL TELÉGRAFO-MANZANO,B1,331
-3.523814535379594,40.35949712262159,Avda   Cerro del Telégrafo N 5,AV.CERRO DEL TELÉGRAFO-MANZANO,B1,331
-3.519486874864322,40.360667202746789,Avda  Cerro del Telégrafo N 33,AV.CERRO DEL TELÉGRAFO-ROBLEDAL,B1,N301
-3.529595187490162,40.375389235065299,Paseo de las Provincias N 2,PºLAS PROVINCIAS-SEVILLA,B1,333
-3.525518893409512,40.373803493864713,Calle de los Picos de Urbión N 99,PICOS DE URBIÓN-HUELVA,B1,333
-3.529864871775628,40.373176852261999,Calle de los Picos de Urbión N 27,PICOS DE URBIÓN-CERPA,B1,333
-3.529739184154682,40.373167634354736,Calle de los Picos de Urbión N 27,PICOS DE URBIÓN-CAZORLA,B1,333
-3.525334195474112,40.373799557039526,Calle de los Picos de Urbión N 30,PICOS DE URBIÓN-CAÑADAS,B1,333
-3.529768973984471,40.375481018049918,Paseo de las Provincias N 2,PºLAS PROVINCIAS-SEVILLA,B1,333
-3.537412392843568,40.349436364801839,Calle de la Fundición N 75,FUNDICIÓN-CLAVO,B1,C-1
-3.529063335640042,40.346920486503947,Avda   Francisco de Quevedo N 25,AV.FRANCISCO QUEVEDO-COLEGIO,B1,N302
-3.529188822735239,40.347012860939302,Avda  Francisco de Quevedo N 25,AV.FRANCISCO QUEVEDO-POLICÍA LOCAL,B1,332
-3.5418543995082,40.349811972014081,Calle del Electrodo N 50,ELECTRODO-CINCEL,B1,C-1
-3.539622089183129,40.34687218650523,Calle del Electrodo N 56,ELECTRODO-FRAGUA,B1,C-1
-3.543151252111015,40.348418673405362,Calle del Cincel N 2,CINCEL-AV.TÉCNICA,B1,N302
-3.518072447177395,40.360638646093363,Avda   Pilar Miró N 142,AV.CERRO DEL TELÉGRAFO-ABETO,B1,331
-3.518086693579677,40.357014537179303,Avda   Pilar Miró N 57,AV.PILAR MIRÓ-JOVELLANOS,B1,N301
-3.517718883140967,40.356762708963693,Calle  José Isbert N 42,JOSÉ ISBERT-AV.PILAR MIRÓ,B1,331
-3.547824031588294,40.362806551850568,Avda de Gabriel García Márquez N 1,AV.GABRIEL GARCÍA MÁRQUEZ-INSTITUTO,B1,C-1
-3.551409045492858,40.360130214777833,Avda de Gabriel García Márquez N 1,AV.GABRIEL GªMÁRQUEZ-AV.COVIBAR,B1,C-1
-3.509801269695702,40.330749078584248,Avda   Campillo de San Isidro N 64,AV.CAMPILLO-AV.FRANCIA,B2,334
-3.508826614983268,40.328606279251481,Calle   Miralrío N 34,MIRALRÍO-AV.CAMPILLO,B2,334
-3.530707642377211,40.3633010562598,Calle  Aloe N 35,ALOE-ACEBO,B1,331
-3.533390735006378,40.361522934708105,Calle de la Encina Verde N 1,ENCINA VERDE-C.C.SANTA MÓNICA,B1,331
-3.531566310536507,40.359246248784537,Calle de la Encina Verde N 16,ENCINA VERDE-MORERAS,B1,331
-3.536062670749537,40.356578775210536,Calle   Azalea N 53,AV.PABLO IGLESIAS-AZALEA,B1,330
-3.536017897126302,40.356686074396436,Calle   Azalea N 55,AV.PABLO IGLESIAS-AMAPOLA,B1,N301
-3.51262057398649,40.330262742790907,Avda   Francia N 62,AV.FRANCIA-AV.LEVANTE,B2,334
-3.511280625603214,40.327777986622522,Calle  Miralrío N 109,MIRALRÍO-AV.DE LEVANTE,B2,334
-3.514752573702955,40.326561528496562,Calle  Miralrío N 16,MIRALRÍO-AV.CISNE,B2,330
-3.517585250278815,40.325611992573194,Calle   Miralrío N 13,MIRALRÍO-PISCINA,B2,330
-3.532574132152107,40.374872583828243,Avda de los Almendros N 274,PºPROVINCIAS-CENTRO COMERCIAL,B1,333
-3.533856174306455,40.375045827201838,Paseo de las Provincias N 3,PºLAS PROVINCIAS-CENTRO COMERCIAL,B1,N301
-3.537402829996337,40.373545337860513,Paseo de las Provincias N 3,PºPROVINCIAS-COLEGIO,B1,333
-3.537556025135646,40.373606600675188,Paseo de las Provincias N 3,PºLAS PROVINCIAS-COLEGIO,B1,N301
-3.541233724590165,40.371698298341279,Paseo de las Provincias N 3,PºLAS PROVINCIAS-VALLADOLID,B1,333
-3.541072959073575,40.371852664486177,Paseo de las Provincias N 3,PºLAS PROVINCIAS-RONDA DE GIJÓN,B1,N301
-3.548067917137822,40.369247416025587,Paseo de las Provincias N 3,PºLAS PROVINCIAS-RONDA DE OVIEDO,B1,N301
-3.534258313027375,40.367621700051274,Paseo de la Chopera N 27,PºCHOPERA-ROBLES,B1,333
-3.535143090184439,40.367152589546265,Paseo de la Chopera N 36,PºCHOPERA-ROBLES,B1,333
-3.538793037331214,40.365525018422531,Paseo de la Chopera N 3,PºCHOPERA-TILOS,B1,333
-3.538541990834262,40.365565403007515,Paseo de la Chopera N 4,PºCHOPERA-TILOS,B1,333
-3.542008504301156,40.364059540031413,Calle de los Nibelungos N 4,NIBELUNGOS-AV.ZARZUELA,B1,333
-3.541919481517789,40.364010181091174,Calle de los Nibelungos N 4,NIBELUNGOS-AV.ZARZUELA,B1,333
-3.531107532954679,40.358722569897147,Calle de la Encina Verde N 17,ENCINA VERDE-MORERAS,B1,N301
-3.533450896236599,40.361684822449448,Calle de la Encina Verde N 1,ENCINA VERDE-COLEGIO,B1,N301
-3.530675592759124,40.363270653078381,Calle   Aloe N 52,ALOE-ACEBO,B1,N301
-3.542613748465346,40.359828790098383,Calle de Junkal N 2,JUNKAL-ESTADIO DE ATLETISMO,B1,330
-3.540849497494232,40.357616924553831,Calle de Juncal N 7,JUNKAL-COLEGIO,B1,330
-3.55121933298576,40.360154363466478,Avda de Gabriel García Márquez N 1,GABRIEL GªMÁRQUEZ-AV.COVIBAR,B1,C-1
-3.547677818245235,40.362834910549388,Avda de Gabriel García Márquez N 1,AV.GABRIEL GARCÍA MÁRQUEZ-INSTITUTO,B1,C-1
-3.536717818652479,40.358276706996648,Calle de César Manrique N 31,CÉSAR MANRIQUE-BOROS,B1,N301
-3.536664376706207,40.358217368058732,Calle de César Manrique N 52,CÉSAR MANRIQUE-PZA.BELEÑO,B1,N301
-3.531665066992356,40.365385184949616,Calle del Acebo N 8,ACEBO-AV.ALMENDROS,B1,N301
-3.529429349867475,40.356798778938327,Avda  Cerro del Telégrafo N 2,AV.CERRO DEL TELÉGRAFO-INSTITUTO,B1,331
-3.534775890176257,40.350542913397533,Avda de José Hierro N 36,AV.JOSÉ HIERRO-ROSA CHACEL,B1,334
-3.53430810431222,40.349784698022553,Avda de José Hierro N 36A,AV.JOSÉ HIERRO-EMP.MUNICIPAL VIVIENDA,B1,332
-3.529614466949115,40.35322395003147,Calle   Dalia N 2,PENSAMIENTO-DALIA,B1,334
-3.529441103333258,40.353192221282029,Calle   Dalia N 2,DALIA-PENSAMIENTO,B1,334
-3.533477281079494,40.340747268602819,Avda   Francisco de Quevedo N 2,AV.FRANCISCO QUEVEDO-AV.TÉCNICA,B1,332
-3.533358374833476,40.340839064548639,Avda   Francisco de Quevedo N 2,AV.FRANCISCO QUEVEDO-AV.TÉCNICA,B1,332
-3.520678650228027,40.348865826875034,Calle   Miguel Gila N 4,MIGUEL GILA-M.VÁZQUEZ MONTALBÁN,B1,332
-3.520821931387811,40.348813821317172,Calle  Miguel Gila N SN,MIGUEL GILA-JAVIER MARÍAS,B1,331
-3.518339157071127,40.349132055156815,Avda   Pilar Miró N 16,AV.PILAR MIRÓ-BERNARDO ATXAGA,B1,331
-3.518467035405688,40.349104266051775,Avda   Pilar Miró N 16,AV.PILAR MIRÓ-AV.ÁNGEL SAAVEDRA,B1,331
-3.518616645167167,40.351597183858011,Avda   Pilar Miró N 16,AV.PILAR MIRÓ-JOSÉ MªRODERO,B1,331
-3.51873104240963,40.351658356578696,Avda   Pilar Miró N 7,AV.PILAR MIRÓ-MARÍA GUERRERO,B1,331
-3.547865929275775,40.367324036623657,Paseo del Ferrocarril SN SN,PºFERROCARRIL-EST.RIVAS URBANIZACIONES,B1,C-1
-3.52947687197397,40.338758506535918,Calle   Juan de la Cierva N S/N,JUAN DE LA CIERVA-CENTROS COMERCIALES,B2,331
-3.529641263535336,40.338710186377618,Calle   Juan de la Cierva N S/N,JUAN DE LA CIERVA-CENTROS COMERCIALES,B2,334
-3.525327031076345,40.334930069419698,Calle   Tomás Edison N SN,TOMÁS EDISON-C.C.H2OCIO,B2,334
-3.524331190640155,40.335165208207627,Calle  Tomás Edison N SN,TOMÁS EDISON-C.C.H2OCIO,B2,334
-3.521268477321481,40.336211738624804,Calle  Juan Gris N 2,JUAN GRIS-ANTONIO GAUDI,B2,334
-3.520829192570254,40.336450944981017,Calle  Juan Gris N 6,JUAN GRIS-AV.VELÁZQUEZ,B2,334
-3.512465607251321,40.328418900220839,Avda de Levante N 124,AV.LEVANTE-CENTRO COMERCIAL,B2,330
-3.528245237139978,40.354480270902464,Avda   Ramón  y Cajal N 27,AV.RAMÓN Y CAJAL-INSTITUTO,B1,331
-3.531462088413093,40.343672134964166,Avda   Francisco de Quevedo N 17,AV.FRANCISCO QUEVEDO-MARIANO BENLLIURE,B1,332
-3.531866162286228,40.343229884029348,Avda   Francisco de Quevedo N 17,AV.FRANCISCO QUEVEDO-MARIANO BENLLIURE,B1,332
-3.547480100384265,40.363430188257489,Avda de Covibar N 12,AV.COVIBAR-PZA.VALENCIA,B1,333
-3.5475980184806,40.36344764902173,Avda de Covibar N 12,AV.COVIBAR-INSTITUTO,B1,333
-3.5473224051448,40.359975400335735,Avda de Miguel Hernández N 3,AV.MIGUEL HERNÁNDEZ-LOS ASTROS,B1,C-1
-3.531677485986557,40.368773442280187,Paseo de la Chopera N 64,PºCHOPERA-INSTITUTO,B1,333
