DISTRITO;SECCION;MESA;OPCION,VOTOS
01,020,A,IU-CM,180
01,020,A,LV-GV,5
01,020,A,PP,98
01,020,A,PSOE,83
01,020,A,UCL,2
01,020,B,BL,7
01,020,B,CDR,37
01,020,B,IU-CM,234
01,020,B,LV-GV,2
01,020,B,PP,99
01,020,B,PSOE,91
01,020,B,UCL,5
01,021,A,BL,9
01,021,A,CDR,28
01,021,A,IU-CM,238
01,021,A,LV-GV,7
01,021,A,PP,120
01,021,A,PSOE,136
01,021,A,UCL,2
01,021,B,BL,12
01,021,B,CDR,20
01,021,B,IU-CM,255
01,021,B,LV-GV,7
01,021,B,PP,127
01,021,B,PSOE,133
01,021,B,UCL,4
01,022,A,BL,9
01,022,A,CDR,12
01,022,A,IU-CM,228
01,022,A,LV-GV,2
01,022,A,PP,74
01,022,A,PSOE,70
01,022,A,UCL,4
01,022,B,BL,9
01,022,B,CDR,17
01,022,B,IU-CM,229
01,022,B,LV-GV,1
01,022,B,PP,105
01,022,B,PSOE,69
01,022,B,UCL,4
01,023,A,BL,10
01,023,A,CDR,18
01,023,A,IU-CM,214
01,023,A,LV-GV,7
01,023,A,PP,123
01,023,A,PSOE,120
01,023,A,UCL,4
01,023,B,BL,10
01,023,B,CDR,25
01,023,B,IU-CM,226
01,023,B,LV-GV,5
01,023,B,PP,137
01,023,B,PSOE,91
01,023,B,UCL,4
01,024,A,BL,6
01,024,A,CDR,40
01,024,A,IU-CM,155
01,024,A,LV-GV,2
01,024,A,PP,116
01,024,A,PSOE,93
01,024,A,UCL,10
01,024,B,BL,11
01,024,B,CDR,32
01,024,B,IU-CM,181
01,024,B,LV-GV,1
01,024,B,PP,131
01,024,B,PSOE,97
01,024,B,UCL,22
01,025,A,BL,13
01,025,A,CDR,33
01,025,A,IU-CM,243
01,025,A,LV-GV,7
01,025,A,PP,119
01,025,A,PSOE,100
01,025,A,UCL,4
01,025,B,BL,10
01,025,B,CDR,43
01,025,B,IU-CM,246
01,025,B,LV-GV,8
01,025,B,PP,139
01,025,B,PSOE,98
01,025,B,UCL,7
01,026,A,BL,8
01,026,A,CDR,15
01,026,A,IU-CM,236
01,026,A,LV-GV,4
01,026,A,PP,60
01,026,A,PSOE,78
01,026,A,UCL,3
01,026,B,BL,7
01,026,B,CDR,11
01,026,B,IU-CM,244
01,026,B,LV-GV,2
01,026,B,PP,53
01,026,B,PSOE,104
01,026,B,UCL,4
01,027,U,BL,8
01,027,U,CDR,14
01,027,U,IU-CM,309
01,027,U,LV-GV,10
01,027,U,PP,94
01,027,U,PSOE,128
01,027,U,UCL,4
01,028,U,BL,17
01,028,U,CDR,43
01,028,U,IU-CM,163
01,028,U,LV-GV,12
01,028,U,PP,221
01,028,U,PSOE,119
01,028,U,UCL,7
01,029,A,BL,9
01,029,A,CDR,21
01,029,A,IU-CM,198
01,029,A,LV-GV,2
01,029,A,PP,72
01,029,A,PSOE,86
01,029,A,UCL,0
01,029,B,BL,9
01,029,B,CDR,20
01,029,B,IU-CM,216
01,029,B,LV-GV,0
01,029,B,PP,89
01,029,B,PSOE,73
01,029,B,UCL,0
01,030,A,BL,13
01,030,A,CDR,27
01,030,A,IU-CM,258
01,030,A,LV-GV,5
01,030,A,PP,141
01,030,A,PSOE,74
01,030,A,UCL,4
01,030,B,BL,9
01,030,B,CDR,29
01,030,B,IU-CM,279
01,030,B,LV-GV,1
01,030,B,PP,167
01,030,B,PSOE,89
01,030,B,UCL,1
