dc:identifier,dc:modified,ayto:residuo,ayto:latitud,ayto:longitud,ayto:capacidad,ayto:fechaAlta,ayto:estadoConservacion,ayto:direccion,ayto:codigoSensor,ayto:temperatura,uri
COSTP7929,2017-10-31T16:54:20.588Z,Papel,43.455343742,-3.827288635,2400.0,2014-08-12T12:24:40.000Z,Buen Estado,"Calle Jerónimo Sainz de la Maza\, 13",08EFAB0000000F2A,21.2904,http://datos.santander.es/api/datos/residuos_contenedores/costp7929.csv
COSTP7925,2017-10-31T16:54:20.588Z,Papel,43.456770178,-3.825211264,2400.0,2014-08-12T12:00:39.000Z,Buen Estado,"Calle Félix Rodríguez de la Fuente\, Santander",08EFAB0000000BAE,43.4154,http://datos.santander.es/api/datos/residuos_contenedores/costp7925.csv
COSTP8021,2017-10-31T16:54:20.587Z,Papel,43.439986672,-3.843727894,2400.0,2014-08-14T11:29:33.000Z,Buen Estado,"Polígono de Nueva Montaña\, 2E",08EFAB00000008ED,21.268,http://datos.santander.es/api/datos/residuos_contenedores/costp8021.csv
COSTP8017,2017-10-31T16:54:20.587Z,Papel,43.4431571,-3.8355047,2400.0,2014-08-14T11:19:57.000Z,Buen Estado,"Polígono de Nueva Montaña\, 46",08EFAB0000000F3D,19.9611,http://datos.santander.es/api/datos/residuos_contenedores/costp8017.csv
COSTP8014,2017-10-31T16:54:20.587Z,Papel,43.4448987,-3.834156,2400.0,2014-08-14T11:15:06.000Z,Buen Estado,"Avenida Parayas\, 32",08EFAB0000000F0C,19.8933,http://datos.santander.es/api/datos/residuos_contenedores/costp8014.csv
COSTP8009,2017-10-31T16:54:20.587Z,Papel,43.449251621,-3.831870183,2400.0,2014-08-14T10:43:35.000Z,Buen Estado,"Polígono Industrial Candina\, 2-4",08EFAB0000000F6F,20.0289,http://datos.santander.es/api/datos/residuos_contenedores/costp8009.csv
COSTP8191,2017-10-31T16:54:20.586Z,Papel,43.4576156,-3.8465259,2400.0,2014-08-19T06:04:37.000Z,Buen Estado,"Calle Cardenal Herrera Oria\, 55",08EFAB0000000A9E,22.6114,http://datos.santander.es/api/datos/residuos_contenedores/costp8191.csv
COSTP8187,2017-10-31T16:54:20.586Z,Papel,43.457129155,-3.845566883,2400.0,2014-08-19T06:00:36.000Z,Buen Estado,"Calle Cardenal Herrera Oria\, 51",08EFAB0000001E77,21.7614,http://datos.santander.es/api/datos/residuos_contenedores/costp8187.csv
COSTP8178,2017-10-31T16:54:20.586Z,Papel,43.458095339,-3.83657813,3200.0,2014-08-18T11:57:24.000Z,Buen Estado,"Calle Luis Vicente de Velasco\, 2",08EFAB0000000D2A,21.7614,http://datos.santander.es/api/datos/residuos_contenedores/costp8178.csv
COSTP8173,2017-10-31T16:54:20.586Z,Papel,43.457824225,-3.838575035,2400.0,2014-08-18T11:47:05.000Z,Buen Estado,"Calle Luis Vicente de Velasco\, 2-4",08EFAB0000000D14,15.3838,http://datos.santander.es/api/datos/residuos_contenedores/costp8173.csv
COSTP8167,2017-10-31T16:54:20.586Z,Papel,43.457230398,-3.838376551,2400.0,2014-08-18T11:33:00.000Z,Buen Estado,"Calle Leonardo Torres Quevedo\, 9-11",08EFAB0000000AE7,22.5667,http://datos.santander.es/api/datos/residuos_contenedores/costp8167.csv
COSTP8163,2017-10-31T16:54:20.586Z,Papel,43.457127451,-3.839907087,2400.0,2014-08-18T11:28:37.000Z,Buen Estado,"Calle Leonardo Torres Quevedo\, 13",08EFAB0000000C0F,22.4103,http://datos.santander.es/api/datos/residuos_contenedores/costp8163.csv
COSTP8160,2017-10-31T16:54:20.586Z,Papel,43.45723989,-3.839890658,2400.0,2014-08-18T11:26:23.000Z,Buen Estado,"Calle Leonardo Torres Quevedo\, 11-13",08EFAB00000009B5,22.723,http://datos.santander.es/api/datos/residuos_contenedores/costp8160.csv
COSTP8157,2017-10-31T16:54:20.586Z,Papel,43.456984104,-3.83654762,2400.0,2014-08-18T11:17:27.000Z,Buen Estado,"Calle Leonardo Torres Quevedo\, 7",08EFAB0000000AAB,22.1644,http://datos.santander.es/api/datos/residuos_contenedores/costp8157.csv
COSTP8154,2017-10-31T16:54:20.586Z,Papel,43.457109442,-3.83629918,2400.0,2014-08-18T11:14:04.000Z,Buen Estado,"Calle Leonardo Torres Quevedo\, 16",08EFAB0000000B34,23.4366,http://datos.santander.es/api/datos/residuos_contenedores/costp8154.csv
COSTP8133,2017-10-31T16:54:20.586Z,Papel,43.456594705,-3.835080787,2400.0,2014-08-18T10:53:48.000Z,Buen Estado,"Calle Joaquín Bustamante\, 1",08EFAB0000000B53,21.739,http://datos.santander.es/api/datos/residuos_contenedores/costp8133.csv
COSTP8128,2017-10-31T16:54:20.586Z,Papel,43.456534,-3.8392649999999997,2400.0,2014-08-18T10:43:12.000Z,Buen Estado,"Calle Joaquín Bustamante\, 9",08EFAB0000000F19,19.8933,http://datos.santander.es/api/datos/residuos_contenedores/costp8128.csv
COSTP8124,2017-10-31T16:54:20.586Z,Papel,43.456478858,-3.840753659,2400.0,2014-08-18T10:35:23.000Z,Buen Estado,"Calle Joaquín Bustamante\, 13",08EFAB0000000E5D,19.6895,http://datos.santander.es/api/datos/residuos_contenedores/costp8124.csv
COSTP8116,2017-10-31T16:54:20.586Z,Papel,43.457581584,-3.842500112,2400.0,2014-08-18T10:17:29.000Z,Buen Estado,"Calle Poeta Gerardo Diego\, 7",08EFAB0000000A9C,22.1868,http://datos.santander.es/api/datos/residuos_contenedores/costp8116.csv
COSTP8112,2017-10-31T16:54:20.586Z,Papel,43.457098246,-3.843768127,2400.0,2014-08-18T10:14:17.000Z,Buen Estado,"Calle Poeta Gerardo Diego\, 13",08EFAB0000000AA3,11.6429,http://datos.santander.es/api/datos/residuos_contenedores/costp8112.csv
COSTP8109,2017-10-31T16:54:20.586Z,Papel,43.456202625,-3.844933882,2400.0,2014-08-18T10:08:56.000Z,Buen Estado,"Calle Poeta Gerardo Diego\, 28-30",08EFAB0000000AE9,21.1332,http://datos.santander.es/api/datos/residuos_contenedores/costp8109.csv
COSTP8104,2017-10-31T16:54:20.586Z,Papel,43.4558098,-3.846636,2400.0,2014-08-18T09:59:26.000Z,Buen Estado,"Calle Poeta Gerardo Diego\, 40",08EFAB0000000AA4,21.5597,http://datos.santander.es/api/datos/residuos_contenedores/costp8104.csv
COSTP8099,2017-10-31T16:54:20.586Z,Papel,43.454000266,-3.845790512,2400.0,2014-08-18T09:22:29.000Z,Buen Estado,"Calle Campogiro\, 62",08EFAB0000000E8C,19.6669,http://datos.santander.es/api/datos/residuos_contenedores/costp8099.csv
COSTP8094,2017-10-31T16:54:20.586Z,Papel,43.454684907,-3.841516412,2400.0,2014-08-18T09:14:14.000Z,Buen Estado,"Calle Campogiro\, 3-5",08EFAB0000000E44,18.9857,http://datos.santander.es/api/datos/residuos_contenedores/costp8094.csv
COSTP8086,2017-10-31T16:54:20.586Z,Papel,43.447811133,-3.831051774,2400.0,2014-08-18T08:09:19.000Z,Buen Estado,"Calle Río Deva\, 3",08EFAB0000000EF9,19.1222,http://datos.santander.es/api/datos/residuos_contenedores/costp8086.csv
COSTP8079,2017-10-31T16:54:20.586Z,Papel,43.435155123,-3.833603225,2400.0,2014-08-18T07:46:46.000Z,Buen Estado,"Polígono de Raos\, 2",08EFAB0000000E45,19.1904,http://datos.santander.es/api/datos/residuos_contenedores/costp8079.csv
COSTP8076,2017-10-31T16:54:20.586Z,Papel,43.4455994,-3.8358756,2400.0,2014-08-18T07:35:26.000Z,Buen Estado,"Polígono de Nueva Montaña\, 4-6",08EFAB0000000F11,20.1193,http://datos.santander.es/api/datos/residuos_contenedores/costp8076.csv
COSTP8072,2017-10-31T16:54:20.586Z,Papel,43.4428167,-3.8380836,2400.0,2014-08-18T07:22:58.000Z,Buen Estado,"Polígono de Nueva Montaña\, 50",08EFAB0000000F0E,19.1222,http://datos.santander.es/api/datos/residuos_contenedores/costp8072.csv
COSTP8059,2017-10-31T16:54:20.586Z,Papel,43.439092,-3.841223,2400.0,2014-08-18T06:51:15.000Z,Buen Estado,"Calle Francisco Tomás y Valiente\, 11",08EFAB0000000BB7,21.963,http://datos.santander.es/api/datos/residuos_contenedores/costp8059.csv
COSTP8053,2017-10-31T16:54:20.586Z,Papel,43.437154642,-3.842095769,3200.0,2014-08-18T06:43:21.000Z,Buen Estado,"Calle Luciano Malumbres\, 9-15",08EFAB0000000B74,20.9308,http://datos.santander.es/api/datos/residuos_contenedores/costp8053.csv
COSTP8049,2017-10-31T16:54:20.586Z,Papel,43.459381533,-3.808714672,3200.0,2014-08-18T06:39:12.000Z,Buen Estado,"Calle Calderón de la Barca\, 5",00000000000013A2,23.5,http://datos.santander.es/api/datos/residuos_contenedores/costp8049.csv
COSTP8045,2017-10-31T16:54:20.586Z,Papel,43.438962745,-3.843259848,3200.0,2014-08-18T06:34:07.000Z,Buen Estado,"Calle Luciano Malumbres\, 1A",08EFAB0000000BDA,14.6532,http://datos.santander.es/api/datos/residuos_contenedores/costp8045.csv
COSTP8041,2017-10-31T16:54:20.586Z,Papel,43.439146,-3.8449309,3200.0,2014-08-14T12:32:38.000Z,Buen Estado,"Calle Francisco Tomás y Valiente\, 23",08EFAB0000000D21,21.0208,http://datos.santander.es/api/datos/residuos_contenedores/costp8041.csv
COSTP8037,2017-10-31T16:54:20.586Z,Papel,43.437665162,-3.848249427,2400.0,2014-08-14T12:20:48.000Z,Buen Estado,"Barrio Nueva Montaña Santiago Mayor\, 69C",08EFAB0000000CC1,22.5891,http://datos.santander.es/api/datos/residuos_contenedores/costp8037.csv
COSTP8033,2017-10-31T16:54:20.586Z,Papel,43.438845404,-3.848374485,2400.0,2014-08-14T12:16:01.000Z,Buen Estado,"Barrio Nueva Montaña Isla del Óleo\, 35",08EFAB0000000CD9,20.9983,http://datos.santander.es/api/datos/residuos_contenedores/costp8033.csv
COSTP8028,2017-10-31T16:54:20.586Z,Papel,43.43947885,-3.848085142,2400.0,2014-08-14T12:08:15.000Z,Buen Estado,"Avenida Nueva Montaña\, 33B",08EFAB0000000BD6,21.5821,http://datos.santander.es/api/datos/residuos_contenedores/costp8028.csv
COSTP8024,2017-10-31T16:54:20.586Z,Papel,43.440982587,-3.846963308,2400.0,2014-08-14T11:35:31.000Z,Buen Estado,"Barrio Nueva Montana\, 10-12",08EFAB0000000D1F,21.268,http://datos.santander.es/api/datos/residuos_contenedores/costp8024.csv
COSTP8676,2017-10-31T16:54:20.585Z,Papel,43.463904532,-3.798601403,3200.0,2014-08-27T06:56:55.000Z,Buen Estado,"Calle Bonifaz\, 12",00000000000013A7,16.11,http://datos.santander.es/api/datos/residuos_contenedores/costp8676.csv
COSTP8671,2017-10-31T16:54:20.585Z,Papel,43.46434377,-3.805538937,2400.0,2014-08-27T06:37:28.000Z,Buen Estado,"Calle Alonso Ercilla\, 8",0000000000001402,15.44,http://datos.santander.es/api/datos/residuos_contenedores/costp8671.csv
COSTP8348,2017-10-31T16:54:20.585Z,Papel,43.464772541,-3.805558048,2400.0,2014-08-20T06:45:53.000Z,Buen Estado,"Calle San Celedonio\, 45",00000000000013CA,21.31,http://datos.santander.es/api/datos/residuos_contenedores/costp8348.csv
COSTP8342,2017-10-31T16:54:20.585Z,Papel,43.4646824,-3.8075177,2400.0,2014-08-20T06:39:07.000Z,Buen Estado,"Calle San Celedonio\, 22",0000000000001395,11.6,http://datos.santander.es/api/datos/residuos_contenedores/costp8342.csv
COSTP8330,2017-10-31T16:54:20.585Z,Papel,43.4604463,-3.8371349,2400.0,2014-08-19T11:52:05.000Z,Buen Estado,"Calle José Gutiérrez Solana\, 18",08EFAB0000000AFD,23.1246,http://datos.santander.es/api/datos/residuos_contenedores/costp8330.csv
COSTP8327,2017-10-31T16:54:20.585Z,Papel,43.461027383,-3.836080916,2400.0,2014-08-19T11:48:56.000Z,Buen Estado,"Calle José Gutiérrez Solana\, 10",08EFAB0000000AA9,22.5444,http://datos.santander.es/api/datos/residuos_contenedores/costp8327.csv
COSTP8324,2017-10-31T16:54:20.585Z,Papel,43.463920349,-3.838617615,2400.0,2014-08-19T11:40:18.000Z,Buen Estado,"Luis Salgado Lodeiro\, 78",08EFAB000000097F,22.2315,http://datos.santander.es/api/datos/residuos_contenedores/costp8324.csv
COSTP8314,2017-10-31T16:54:20.585Z,Papel,43.463100511,-3.838644102,2400.0,2014-08-19T11:19:31.000Z,Buen Estado,"Los Barbajos\, Santander",08EFAB0000000CD5,23.4588,http://datos.santander.es/api/datos/residuos_contenedores/costp8314.csv
COSTP8311,2017-10-31T16:54:20.585Z,Papel,43.464027665,-3.835381194,2400.0,2014-08-19T11:10:03.000Z,Buen Estado,"Calle Repuente\, 34-36",08EFAB00000008E0,22.8569,http://datos.santander.es/api/datos/residuos_contenedores/costp8311.csv
COSTP8306,2017-10-31T16:54:20.585Z,Papel,43.4637043,-3.8364348,2400.0,2014-08-19T11:00:24.000Z,Buen Estado,"Calle Repuente\, 53",08EFAB0000000C07,21.5148,http://datos.santander.es/api/datos/residuos_contenedores/costp8306.csv
COSTP8299,2017-10-31T16:54:20.585Z,Papel,43.4625633,-3.837811,3200.0,2014-08-19T10:16:44.000Z,Buen Estado,"Calle Albericia\, 19-21",08EFAB0000000BAF,22.455,http://datos.santander.es/api/datos/residuos_contenedores/costp8299.csv
COSTP8295,2017-10-31T16:54:20.585Z,Papel,43.4620805,-3.8362875,2400.0,2014-08-19T10:12:03.000Z,Buen Estado,"Calle Albericia\, 3-5",08EFAB0000000C45,22.5891,http://datos.santander.es/api/datos/residuos_contenedores/costp8295.csv
COSTP8291,2017-10-31T16:54:20.585Z,Papel,43.462954745,-3.831202648,2400.0,2014-08-19T10:00:26.000Z,Buen Estado,"Bajada del Caleruco\, 5",08EFAB00000008D4,22.142,http://datos.santander.es/api/datos/residuos_contenedores/costp8291.csv
COSTP8288,2017-10-31T16:54:20.585Z,Papel,43.462926516,-3.833320587,2400.0,2014-08-19T09:54:33.000Z,Buen Estado,"Avenida los Castros\, 124-128",08EFAB00000009DB,46.0512,http://datos.santander.es/api/datos/residuos_contenedores/costp8288.csv
COSTP8284,2017-10-31T16:54:20.585Z,Papel,43.4624246,-3.8335905,2400.0,2014-08-19T09:49:30.000Z,Buen Estado,"Avenida los Castros\, 130-132",08EFAB0000000C0C,22.1196,http://datos.santander.es/api/datos/residuos_contenedores/costp8284.csv
COSTP8281,2017-10-31T16:54:20.585Z,Papel,43.4629618,-3.8331014,2400.0,2014-08-19T09:46:31.000Z,Buen Estado,"Avenida los Castros\, 122",08EFAB0000000B90,35.9481,http://datos.santander.es/api/datos/residuos_contenedores/costp8281.csv
COSTP8275,2017-10-31T16:54:20.585Z,Papel,43.460529958,-3.828456401,2400.0,2014-08-19T09:36:09.000Z,Buen Estado,"Calle Simancas\, 38",08EFAB00000009BD,23.1023,http://datos.santander.es/api/datos/residuos_contenedores/costp8275.csv
COSTP8265,2017-10-31T16:54:20.585Z,Papel,43.461611,-3.8256075,2400.0,2014-08-19T09:23:30.000Z,Buen Estado,"Calle Simancas\, 3",08EFAB000000097D,23.0577,http://datos.santander.es/api/datos/residuos_contenedores/costp8265.csv
COSTP8261,2017-10-31T16:54:20.585Z,Papel,43.462411342,-3.828777261,2400.0,2014-08-19T08:27:58.000Z,Buen Estado,"Grupo San Julián\, 2",08EFAB00000009B4,23.7038,http://datos.santander.es/api/datos/residuos_contenedores/costp8261.csv
COSTP8258,2017-10-31T16:54:20.585Z,Papel,43.462580958,-3.828246518,2400.0,2014-08-19T08:25:11.000Z,Buen Estado,"Grupo San Julián\, 2",08EFAB0000000AA1,23.5702,http://datos.santander.es/api/datos/residuos_contenedores/costp8258.csv
COSTP8253,2017-10-31T16:54:20.585Z,Papel,43.462459039,-3.826352879,2400.0,2014-08-19T08:09:01.000Z,Buen Estado,"Paseo del General Dávila\, 119",08EFAB0000000C19,22.9685,http://datos.santander.es/api/datos/residuos_contenedores/costp8253.csv
COSTP8244,2017-10-31T16:54:20.585Z,Papel,43.4588656,-3.8281071,2400.0,2014-08-19T07:42:56.000Z,Buen Estado,"Avenida Pedro San Martín\, 8",08EFAB00000008DB,22.7453,http://datos.santander.es/api/datos/residuos_contenedores/costp8244.csv
COSTP8242,2017-10-31T16:54:20.585Z,Papel,43.458600815,-3.82730171,2400.0,2014-08-19T07:39:55.000Z,Buen Estado,"Avenida Pedro San Martín\, 4",08EFAB0000000AA5,23.0577,http://datos.santander.es/api/datos/residuos_contenedores/costp8242.csv
COSTP8236,2017-10-31T16:54:20.585Z,Papel,43.4584161,-3.8273522,2400.0,2014-08-19T07:35:58.000Z,Buen Estado,"Avenida Valdecilla\, 4",08EFAB0000000C0B,22.9685,http://datos.santander.es/api/datos/residuos_contenedores/costp8236.csv
COSTP8232,2017-10-31T16:54:20.585Z,Papel,43.457177,-3.8324363,3200.0,2014-08-19T07:16:15.000Z,Buen Estado,"Calle Mimosa\, 2",08EFAB0000000F75,19.6895,http://datos.santander.es/api/datos/residuos_contenedores/costp8232.csv
COSTP8229,2017-10-31T16:54:20.585Z,Papel,43.458335058,-3.830673247,2400.0,2014-08-19T07:10:50.000Z,Buen Estado,"Calle Lirio\, 17",08EFAB0000000F25,19.6895,http://datos.santander.es/api/datos/residuos_contenedores/costp8229.csv
COSTP8224,2017-10-31T16:54:20.585Z,Papel,43.45957233,-3.830553889,2400.0,2014-08-19T07:04:29.000Z,Buen Estado,"Calle Girasol\, 10",08EFAB0000000EF5,20.0289,http://datos.santander.es/api/datos/residuos_contenedores/costp8224.csv
COSTP8218,2017-10-31T16:54:20.585Z,Papel,43.460626,-3.8350175,2400.0,2014-08-19T06:52:53.000Z,Buen Estado,"Calle Eduardo López Vélez\, Santander",08EFAB0000000F36,20.8409,http://datos.santander.es/api/datos/residuos_contenedores/costp8218.csv
COSTP8215,2017-10-31T16:54:20.585Z,Papel,43.459071973,-3.836389034,2400.0,2014-08-19T06:45:46.000Z,Buen Estado,"Calle Cardenal Herrera Oria\, 14",08EFAB0000000AAC,9.01608,http://datos.santander.es/api/datos/residuos_contenedores/costp8215.csv
COSTP8212,2017-10-31T16:54:20.585Z,Papel,43.4588719,-3.8370278,2400.0,2014-08-19T06:42:56.000Z,Buen Estado,"Calle Cardenal Herrera Oria\, 17",08EFAB0000000B69,22.9908,http://datos.santander.es/api/datos/residuos_contenedores/costp8212.csv
COSTP8208,2017-10-31T16:54:20.585Z,Papel,43.458874603,-3.838902935,2400.0,2014-08-19T06:38:06.000Z,Buen Estado,"Calle Cardenal Herrera Oria\, 26D",08EFAB0000000B59,23.1023,http://datos.santander.es/api/datos/residuos_contenedores/costp8208.csv
COSTP8204,2017-10-31T16:54:20.585Z,Papel,43.458795509,-3.840428441,2400.0,2014-08-19T06:32:30.000Z,Buen Estado,"Calle Cardenal Herrera Oria\, 10-30",08EFAB0000000AB1,22.6114,http://datos.santander.es/api/datos/residuos_contenedores/costp8204.csv
COSTP8201,2017-10-31T16:54:20.585Z,Papel,43.458597895,-3.841952607,3200.0,2014-08-19T06:15:21.000Z,Buen Estado,"Calle Cardenal Herrera Oria\, 33-39",08EFAB0000000C1A,23.0577,http://datos.santander.es/api/datos/residuos_contenedores/costp8201.csv
COSTP8194,2017-10-31T16:54:20.585Z,Papel,43.4581269,-3.84502,2400.0,2014-08-19T06:08:50.000Z,Buen Estado,"Calle Cardenal Herrera Oria\, 62",08EFAB0000000B60,22.0973,http://datos.santander.es/api/datos/residuos_contenedores/costp8194.csv
COSTP9079,2017-10-31T16:54:20.584Z,Papel,43.477421867,-3.834648951,2400.0,2014-09-02T09:06:42.000Z,Buen Estado,"Barrio Monte-Corbanera\, 126",08EFAB0000000F72,19.8254,http://datos.santander.es/api/datos/residuos_contenedores/costp9079.csv
COSTP9075,2017-10-31T16:54:20.584Z,Papel,43.476602455,-3.83142963,2400.0,2014-09-02T08:58:42.000Z,Buen Estado,"Barrio Monte-Corbanera\, 87C",08EFAB0000000E51,19.6895,http://datos.santander.es/api/datos/residuos_contenedores/costp9075.csv
COSTP9067,2017-10-31T16:54:20.584Z,Papel,43.47918157,-3.827314786,2400.0,2014-09-02T08:39:39.000Z,Buen Estado,"Barrio Monte-Corbanera\, 13",08EFAB0000000E8E,18.5526,http://datos.santander.es/api/datos/residuos_contenedores/costp9067.csv
COSTP9064,2017-10-31T16:54:20.584Z,Papel,43.44535827636719,-3.8723955154418945,2400.0,2014-09-02T08:38:16.000Z,Buen Estado,"Calle Camerral-Ojaiz\, 121C",08EFAB0000000E58,10.6043,http://datos.santander.es/api/datos/residuos_contenedores/costp9064.csv
COSTP9058,2017-10-31T16:54:20.584Z,Papel,43.475629998,-3.822148181,2400.0,2014-09-02T08:23:10.000Z,Buen Estado,"Barrio Monte Aviche\, 65",08EFAB0000000E7C,19.2358,http://datos.santander.es/api/datos/residuos_contenedores/costp9058.csv
COSTP9051,2017-10-31T16:54:20.584Z,Papel,43.4778003,-3.813862,2400.0,2014-09-02T08:06:32.000Z,Buen Estado,"Calle Arriba\, 32",08EFAB0000000E61,19.3494,http://datos.santander.es/api/datos/residuos_contenedores/costp9051.csv
COSTP9048,2017-10-31T16:54:20.584Z,Papel,43.4474909,-3.8662189,2400.0,2014-09-02T08:01:16.000Z,Buen Estado,"Avenida Camarreal\, 34",08EFAB0000000E39,20.0289,http://datos.santander.es/api/datos/residuos_contenedores/costp9048.csv
COSTP9045,2017-10-31T16:54:20.584Z,Papel,43.477970974,-3.812100961,2400.0,2014-09-02T08:00:11.000Z,Buen Estado,"Calle Arriba\, 38",08EFAB0000000E86,18.9174,http://datos.santander.es/api/datos/residuos_contenedores/costp9045.csv
COSTP9040,2017-10-31T16:54:20.584Z,Papel,43.444573682,-3.875059448,2400.0,2014-09-02T07:43:53.000Z,Buen Estado,"Calle Joaquín Salas\, 135A",08EFAB0000000E8F,20.503,http://datos.santander.es/api/datos/residuos_contenedores/costp9040.csv
COSTP9037,2017-10-31T16:54:20.584Z,Papel,43.475897869,-3.808626495,2400.0,2014-09-02T07:37:48.000Z,Buen Estado,"Calle Matilde de la Torre\, 51",08EFAB0000000CE2,21.4251,http://datos.santander.es/api/datos/residuos_contenedores/costp9037.csv
COSTP9029,2017-10-31T16:54:20.584Z,Papel,43.474929293,-3.810537233,2400.0,2014-09-02T07:19:43.000Z,Buen Estado,"Avenida de Cantabria\, 39",08EFAB00000008D8,22.0078,http://datos.santander.es/api/datos/residuos_contenedores/costp9029.csv
COSTP9026,2017-10-31T16:54:20.584Z,Papel,43.4418669,-3.8796862,2400.0,2014-09-02T07:18:33.000Z,Buen Estado,"Calle Camarreal Ojaiz\, 2-8",08EFAB0000000E48,20.9533,http://datos.santander.es/api/datos/residuos_contenedores/costp9026.csv
COSTP9021,2017-10-31T16:54:20.584Z,Papel,43.475602991,-3.807475157,2400.0,2014-09-02T07:09:55.000Z,Buen Estado,"Avenida de Cantabria\, 39B",08EFAB00000008FF,22.79,http://datos.santander.es/api/datos/residuos_contenedores/costp9021.csv
COSTP9012,2017-10-31T16:54:20.584Z,Papel,43.4762932,-3.8044436,2400.0,2014-09-02T06:56:14.000Z,Buen Estado,"Avenida de Cantabria\, 33",08EFAB0000000BBB,22.0301,http://datos.santander.es/api/datos/residuos_contenedores/costp9012.csv
COSTP9004,2017-10-31T16:54:20.584Z,Papel,43.47940977,-3.801251426,2400.0,2014-09-02T06:38:57.000Z,Buen Estado,"Calle la Pereda\, 11A",,87.5353,http://datos.santander.es/api/datos/residuos_contenedores/costp9004.csv
COSTP9000,2017-10-31T16:54:20.584Z,Papel,43.479050683,-3.803857527,2400.0,2014-09-02T06:29:37.000Z,Buen Estado,"Calle el Mansín\, 5",08EFAB0000000C0E,,http://datos.santander.es/api/datos/residuos_contenedores/costp9000.csv
COSTP8997,2017-10-31T16:54:20.584Z,Papel,43.479734067,-3.802936524,2400.0,2014-09-02T06:25:01.000Z,Buen Estado,"Calle Pedro de Abarca\, 69",08EFAB0000000990,21.963,http://datos.santander.es/api/datos/residuos_contenedores/costp8997.csv
COSTP8989,2017-10-31T16:54:20.584Z,Papel,43.453256718,-3.84817969,2400.0,2014-09-02T06:20:36.000Z,Buen Estado,"Avenida Campogiro\, 9213",08EFAB0000000E57,19.3494,http://datos.santander.es/api/datos/residuos_contenedores/costp8989.csv
COSTP8910,2017-10-31T16:54:20.584Z,Papel,43.4816025,-3.8023979,2400.0,2014-08-29T11:23:15.000Z,Buen Estado,"Calle Vallemier\, 58",08EFAB000000089D,,http://datos.santander.es/api/datos/residuos_contenedores/costp8910.csv
COSTP8906,2017-10-31T16:54:20.584Z,Papel,43.482974744,-3.799198865,2400.0,2014-08-29T11:16:57.000Z,Buen Estado,"Calle Bellavista\, 12",08EFAB0000000CE0,22.3209,http://datos.santander.es/api/datos/residuos_contenedores/costp8906.csv
COSTP8903,2017-10-31T16:54:20.584Z,Papel,43.479641133,-3.807465769,2400.0,2014-08-29T11:06:23.000Z,Buen Estado,"Calle Inés Diego del Noval\, 83",08EFAB0000000CCF,23.236,http://datos.santander.es/api/datos/residuos_contenedores/costp8903.csv
COSTP8899,2017-10-31T16:54:20.584Z,Papel,43.4813078,-3.8041488,2400.0,2014-08-29T10:56:39.000Z,Buen Estado,"Calle Inés Diego del Noval\, 59",08EFAB0000000B9F,22.1868,http://datos.santander.es/api/datos/residuos_contenedores/costp8899.csv
COSTP8892,2017-10-31T16:54:20.584Z,Papel,43.48359459,-3.80082529,2400.0,2014-08-29T10:36:45.000Z,Buen Estado,"Calle Camus\, 8",08EFAB0000000BEE,21.7166,http://datos.santander.es/api/datos/residuos_contenedores/costp8892.csv
COSTP8889,2017-10-31T16:54:20.584Z,Papel,43.483153303,-3.802176453,2400.0,2014-08-29T10:31:13.000Z,Buen Estado,"Calle Camus\, 78-108",08EFAB0000000BF9,13.654,http://datos.santander.es/api/datos/residuos_contenedores/costp8889.csv
COSTP8884,2017-10-31T16:54:20.584Z,Papel,43.4850412,-3.8068454,2400.0,2014-08-29T10:21:52.000Z,Buen Estado,"Calle la Rochela\, 2",08EFAB0000001081,19.4401,http://datos.santander.es/api/datos/residuos_contenedores/costp8884.csv
COSTP8882,2017-10-31T16:54:20.584Z,Papel,43.490269999999995,-3.801401,2400.0,2014-08-29T10:15:24.000Z,Buen Estado,"Calle Ricardo Lorenzo\, 28",08EFAB0000000E50,5.92585,http://datos.santander.es/api/datos/residuos_contenedores/costp8882.csv
COSTP8878,2017-10-31T16:54:20.584Z,Papel,43.484923299,-3.799003064,2400.0,2014-08-29T10:04:52.000Z,Buen Estado,"Calle Inés Diego del Noval\, 40",08EFAB0000000B80,22.3656,http://datos.santander.es/api/datos/residuos_contenedores/costp8878.csv
COSTP8874,2017-10-31T16:54:20.584Z,Papel,43.484386419,-3.798621185,2400.0,2014-08-29T10:03:49.000Z,Buen Estado,"Calle Inés Diego del Noval\, 46",08EFAB0000000C06,21.6718,http://datos.santander.es/api/datos/residuos_contenedores/costp8874.csv
COSTP8867,2017-10-31T16:54:20.584Z,Papel,43.487179263,-3.791430182,2400.0,2014-08-29T09:20:45.000Z,Buen Estado,"Avenida Faro\, 17",08EFAB0000000E56,19.304,http://datos.santander.es/api/datos/residuos_contenedores/costp8867.csv
COSTP8863,2017-10-31T16:54:20.584Z,Papel,43.4878908,-3.792088,2400.0,2014-08-29T09:15:05.000Z,Buen Estado,"Avenida Faro\, S/N",08EFAB0000000E6A,19.2358,http://datos.santander.es/api/datos/residuos_contenedores/costp8863.csv
COSTP8860,2017-10-31T16:54:20.584Z,Papel,43.490226409,-3.790927603,2400.0,2014-08-29T09:10:35.000Z,Buen Estado,"Faro Cabo Mayor\, 21",08EFAB0000000E3E,19.7122,http://datos.santander.es/api/datos/residuos_contenedores/costp8860.csv
