dc:identifier,dc:modified,ayto:medida,ayto:idSensor,ayto:intensidad,ayto:ocupacion,ayto:carga,uri
3081-1c0c65e9-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3081,3081,480,6,25,http://datos.santander.es/api/datos/mediciones/3081-1c0c65e9-be5c-11e7-97fa-005056a43242.csv
3083-1c0d4b81-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3083,3083,1016,11,81,http://datos.santander.es/api/datos/mediciones/3083-1c0d4b81-be5c-11e7-97fa-005056a43242.csv
3084-1c0e25a4-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3084,3084,793,11,65,http://datos.santander.es/api/datos/mediciones/3084-1c0e25a4-be5c-11e7-97fa-005056a43242.csv
3085-1c0f128b-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3085,3085,907,7,72,http://datos.santander.es/api/datos/mediciones/3085-1c0f128b-be5c-11e7-97fa-005056a43242.csv
3086-1c0ff58f-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3086,3086,770,10,63,http://datos.santander.es/api/datos/mediciones/3086-1c0ff58f-be5c-11e7-97fa-005056a43242.csv
3087-1c10e33c-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3087,3087,60,2,7,http://datos.santander.es/api/datos/mediciones/3087-1c10e33c-be5c-11e7-97fa-005056a43242.csv
3088-1c15ff7e-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3088,3088,120,12,19,http://datos.santander.es/api/datos/mediciones/3088-1c15ff7e-be5c-11e7-97fa-005056a43242.csv
3089-1c171f9a-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3089,3089,788,6,63,http://datos.santander.es/api/datos/mediciones/3089-1c171f9a-be5c-11e7-97fa-005056a43242.csv
3090-1c182fc1-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3090,3090,120,12,19,http://datos.santander.es/api/datos/mediciones/3090-1c182fc1-be5c-11e7-97fa-005056a43242.csv
3091-1c1c44fd-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3091,3091,480,10,43,http://datos.santander.es/api/datos/mediciones/3091-1c1c44fd-be5c-11e7-97fa-005056a43242.csv
3092-1c209e45-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3092,3092,180,1,8,http://datos.santander.es/api/datos/mediciones/3092-1c209e45-be5c-11e7-97fa-005056a43242.csv
3093-1c21cb02-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3093,3093,720,8,32,http://datos.santander.es/api/datos/mediciones/3093-1c21cb02-be5c-11e7-97fa-005056a43242.csv
3094-1c232e08-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3094,3094,441,10,38,http://datos.santander.es/api/datos/mediciones/3094-1c232e08-be5c-11e7-97fa-005056a43242.csv
3509-1c27db1c-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3509,3509,480,7,41,http://datos.santander.es/api/datos/mediciones/3509-1c27db1c-be5c-11e7-97fa-005056a43242.csv
3510-1c291a95-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3510,3510,130,16,27,http://datos.santander.es/api/datos/mediciones/3510-1c291a95-be5c-11e7-97fa-005056a43242.csv
3511-1c2a4838-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3511,3511,430,10,36,http://datos.santander.es/api/datos/mediciones/3511-1c2a4838-be5c-11e7-97fa-005056a43242.csv
3512-1c2ba39a-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3512,3512,430,10,36,http://datos.santander.es/api/datos/mediciones/3512-1c2ba39a-be5c-11e7-97fa-005056a43242.csv
3513-1c2cd205-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3513,3513,430,10,36,http://datos.santander.es/api/datos/mediciones/3513-1c2cd205-be5c-11e7-97fa-005056a43242.csv
3518-1c2e12bb-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3518,3518,240,2,11,http://datos.santander.es/api/datos/mediciones/3518-1c2e12bb-be5c-11e7-97fa-005056a43242.csv
3519-1c2f81df-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3519,3519,960,17,78,http://datos.santander.es/api/datos/mediciones/3519-1c2f81df-be5c-11e7-97fa-005056a43242.csv
3522-1c30b9dc-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3522,3522,840,32,76,http://datos.santander.es/api/datos/mediciones/3522-1c30b9dc-be5c-11e7-97fa-005056a43242.csv
3523-1c32b502-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3523,3523,840,32,76,http://datos.santander.es/api/datos/mediciones/3523-1c32b502-be5c-11e7-97fa-005056a43242.csv
3524-1c356972-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3524,3524,120,2,11,http://datos.santander.es/api/datos/mediciones/3524-1c356972-be5c-11e7-97fa-005056a43242.csv
3525-1c3705bc-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3525,3525,120,2,11,http://datos.santander.es/api/datos/mediciones/3525-1c3705bc-be5c-11e7-97fa-005056a43242.csv
3526-1c38acd5-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3526,3526,120,2,11,http://datos.santander.es/api/datos/mediciones/3526-1c38acd5-be5c-11e7-97fa-005056a43242.csv
3527-1c39eda2-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3527,3527,240,2,11,http://datos.santander.es/api/datos/mediciones/3527-1c39eda2-be5c-11e7-97fa-005056a43242.csv
3531-1c3b27c0-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3531,3531,660,10,56,http://datos.santander.es/api/datos/mediciones/3531-1c3b27c0-be5c-11e7-97fa-005056a43242.csv
3532-1c3c732f-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3532,3532,660,10,56,http://datos.santander.es/api/datos/mediciones/3532-1c3c732f-be5c-11e7-97fa-005056a43242.csv
3535-1c3dbb5b-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3535,3535,720,12,61,http://datos.santander.es/api/datos/mediciones/3535-1c3dbb5b-be5c-11e7-97fa-005056a43242.csv
3536-1c3ef21c-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3536,3536,720,12,61,http://datos.santander.es/api/datos/mediciones/3536-1c3ef21c-be5c-11e7-97fa-005056a43242.csv
3537-1c41a13c-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3537,3537,240,2,20,http://datos.santander.es/api/datos/mediciones/3537-1c41a13c-be5c-11e7-97fa-005056a43242.csv
3538-1c42d5cb-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3538,3538,520,11,44,http://datos.santander.es/api/datos/mediciones/3538-1c42d5cb-be5c-11e7-97fa-005056a43242.csv
3539-1c43951f-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3539,3539,240,2,20,http://datos.santander.es/api/datos/mediciones/3539-1c43951f-be5c-11e7-97fa-005056a43242.csv
3543-1c446008-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3543,3543,1200,21,55,http://datos.santander.es/api/datos/mediciones/3543-1c446008-be5c-11e7-97fa-005056a43242.csv
3544-1c465c16-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3544,3544,960,17,78,http://datos.santander.es/api/datos/mediciones/3544-1c465c16-be5c-11e7-97fa-005056a43242.csv
3545-1c472531-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3545,3545,960,17,78,http://datos.santander.es/api/datos/mediciones/3545-1c472531-be5c-11e7-97fa-005056a43242.csv
3546-1c47fd31-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3546,3546,960,17,78,http://datos.santander.es/api/datos/mediciones/3546-1c47fd31-be5c-11e7-97fa-005056a43242.csv
3547-1c48e00e-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3547,3547,600,12,53,http://datos.santander.es/api/datos/mediciones/3547-1c48e00e-be5c-11e7-97fa-005056a43242.csv
3548-1c49fa4f-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3548,3548,523,4,23,http://datos.santander.es/api/datos/mediciones/3548-1c49fa4f-be5c-11e7-97fa-005056a43242.csv
3549-1c4adbaf-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3549,3549,240,2,20,http://datos.santander.es/api/datos/mediciones/3549-1c4adbaf-be5c-11e7-97fa-005056a43242.csv
3901-1c4be5fd-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3901,3901,420,12,40,http://datos.santander.es/api/datos/mediciones/3901-1c4be5fd-be5c-11e7-97fa-005056a43242.csv
3902-1c4cd501-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3902,3902,806,6,31,http://datos.santander.es/api/datos/mediciones/3902-1c4cd501-be5c-11e7-97fa-005056a43242.csv
3903-1c4dccdb-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3903,3903,960,15,69,http://datos.santander.es/api/datos/mediciones/3903-1c4dccdb-be5c-11e7-97fa-005056a43242.csv
3904-1c4e9bb1-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3904,3904,1080,15,46,http://datos.santander.es/api/datos/mediciones/3904-1c4e9bb1-be5c-11e7-97fa-005056a43242.csv
3905-1c4f778b-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3905,3905,400,2,32,http://datos.santander.es/api/datos/mediciones/3905-1c4f778b-be5c-11e7-97fa-005056a43242.csv
3906-1c50488b-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3906,3906,788,6,34,http://datos.santander.es/api/datos/mediciones/3906-1c50488b-be5c-11e7-97fa-005056a43242.csv
3907-1c514722-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3907,3907,778,4,29,http://datos.santander.es/api/datos/mediciones/3907-1c514722-be5c-11e7-97fa-005056a43242.csv
3908-1c528019-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3908,3908,1080,10,47,http://datos.santander.es/api/datos/mediciones/3908-1c528019-be5c-11e7-97fa-005056a43242.csv
3909-1c53d42a-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3909,3909,1200,21,55,http://datos.santander.es/api/datos/mediciones/3909-1c53d42a-be5c-11e7-97fa-005056a43242.csv
3910-1c54fbc7-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3910,3910,300,2,13,http://datos.santander.es/api/datos/mediciones/3910-1c54fbc7-be5c-11e7-97fa-005056a43242.csv
3911-1c55e1d4-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3911,3911,120,12,19,http://datos.santander.es/api/datos/mediciones/3911-1c55e1d4-be5c-11e7-97fa-005056a43242.csv
3912-1c573084-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3912,3912,540,7,40,http://datos.santander.es/api/datos/mediciones/3912-1c573084-be5c-11e7-97fa-005056a43242.csv
3913-1c5828f9-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3913,3913,720,6,32,http://datos.santander.es/api/datos/mediciones/3913-1c5828f9-be5c-11e7-97fa-005056a43242.csv
3914-1c62d146-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3914,3914,360,3,30,http://datos.santander.es/api/datos/mediciones/3914-1c62d146-be5c-11e7-97fa-005056a43242.csv
3915-1c63d045-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3915,3915,430,10,36,http://datos.santander.es/api/datos/mediciones/3915-1c63d045-be5c-11e7-97fa-005056a43242.csv
3916-1c64b65f-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3916,3916,1200,9,45,http://datos.santander.es/api/datos/mediciones/3916-1c64b65f-be5c-11e7-97fa-005056a43242.csv
3917-1c65a044-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3917,3917,660,10,50,http://datos.santander.es/api/datos/mediciones/3917-1c65a044-be5c-11e7-97fa-005056a43242.csv
3918-1c668fe8-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3918,3918,960,15,69,http://datos.santander.es/api/datos/mediciones/3918-1c668fe8-be5c-11e7-97fa-005056a43242.csv
3919-1c69b9b8-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3919,3919,840,32,76,http://datos.santander.es/api/datos/mediciones/3919-1c69b9b8-be5c-11e7-97fa-005056a43242.csv
3920-1c6a9377-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3920,3920,672,10,32,http://datos.santander.es/api/datos/mediciones/3920-1c6a9377-be5c-11e7-97fa-005056a43242.csv
3921-1c6b95a1-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3921,3921,960,17,78,http://datos.santander.es/api/datos/mediciones/3921-1c6b95a1-be5c-11e7-97fa-005056a43242.csv
3922-1c6c66bc-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3922,3922,120,42,47,http://datos.santander.es/api/datos/mediciones/3922-1c6c66bc-be5c-11e7-97fa-005056a43242.csv
3923-1c6d3368-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3923,3923,720,10,33,http://datos.santander.es/api/datos/mediciones/3923-1c6d3368-be5c-11e7-97fa-005056a43242.csv
3924-1c6e182a-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3924,3924,600,6,28,http://datos.santander.es/api/datos/mediciones/3924-1c6e182a-be5c-11e7-97fa-005056a43242.csv
3925-1c6eec1b-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3925,3925,480,6,25,http://datos.santander.es/api/datos/mediciones/3925-1c6eec1b-be5c-11e7-97fa-005056a43242.csv
4001-1c6fbdf9-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4001,4001,360,8,19,http://datos.santander.es/api/datos/mediciones/4001-1c6fbdf9-be5c-11e7-97fa-005056a43242.csv
4002-1c71488b-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4002,4002,360,2,14,http://datos.santander.es/api/datos/mediciones/4002-1c71488b-be5c-11e7-97fa-005056a43242.csv
4003-1c723212-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4003,4003,300,2,12,http://datos.santander.es/api/datos/mediciones/4003-1c723212-be5c-11e7-97fa-005056a43242.csv
4004-1c731d3a-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4004,4004,420,3,17,http://datos.santander.es/api/datos/mediciones/4004-1c731d3a-be5c-11e7-97fa-005056a43242.csv
4005-1c7404ad-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4005,4005,60,2,4,http://datos.santander.es/api/datos/mediciones/4005-1c7404ad-be5c-11e7-97fa-005056a43242.csv
4006-1c7774ff-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4006,4006,0,0,0,http://datos.santander.es/api/datos/mediciones/4006-1c7774ff-be5c-11e7-97fa-005056a43242.csv
4007-1c786ecc-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4007,4007,120,1,5,http://datos.santander.es/api/datos/mediciones/4007-1c786ecc-be5c-11e7-97fa-005056a43242.csv
4008-1c79738b-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4008,4008,240,3,11,http://datos.santander.es/api/datos/mediciones/4008-1c79738b-be5c-11e7-97fa-005056a43242.csv
4009-1c7a5abc-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4009,4009,240,2,18,http://datos.santander.es/api/datos/mediciones/4009-1c7a5abc-be5c-11e7-97fa-005056a43242.csv
4010-1c7f3639-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4010,4010,120,0,4,http://datos.santander.es/api/datos/mediciones/4010-1c7f3639-be5c-11e7-97fa-005056a43242.csv
4011-1c830fee-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4011,4011,300,2,12,http://datos.santander.es/api/datos/mediciones/4011-1c830fee-be5c-11e7-97fa-005056a43242.csv
4013-1c83f5cf-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4013,4013,360,55,66,http://datos.santander.es/api/datos/mediciones/4013-1c83f5cf-be5c-11e7-97fa-005056a43242.csv
4014-1c850926-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4014,4014,480,6,21,http://datos.santander.es/api/datos/mediciones/4014-1c850926-be5c-11e7-97fa-005056a43242.csv
4015-1c860597-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4015,4015,420,4,17,http://datos.santander.es/api/datos/mediciones/4015-1c860597-be5c-11e7-97fa-005056a43242.csv
4016-1c891520-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4016,4016,600,7,44,http://datos.santander.es/api/datos/mediciones/4016-1c891520-be5c-11e7-97fa-005056a43242.csv
4017-1c89e62e-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4017,4017,540,13,29,http://datos.santander.es/api/datos/mediciones/4017-1c89e62e-be5c-11e7-97fa-005056a43242.csv
4018-1c8aeca6-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4018,4018,180,1,7,http://datos.santander.es/api/datos/mediciones/4018-1c8aeca6-be5c-11e7-97fa-005056a43242.csv
4019-1c8bcf65-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4019,4019,1680,13,62,http://datos.santander.es/api/datos/mediciones/4019-1c8bcf65-be5c-11e7-97fa-005056a43242.csv
4020-1c8ed474-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4020,4020,1260,10,48,http://datos.santander.es/api/datos/mediciones/4020-1c8ed474-be5c-11e7-97fa-005056a43242.csv
4021-1c9158ac-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4021,4021,477,11,25,http://datos.santander.es/api/datos/mediciones/4021-1c9158ac-be5c-11e7-97fa-005056a43242.csv
4022-1c927d11-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4022,4022,960,5,35,http://datos.santander.es/api/datos/mediciones/4022-1c927d11-be5c-11e7-97fa-005056a43242.csv
4023-1c939b5f-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4023,4023,0,0,0,http://datos.santander.es/api/datos/mediciones/4023-1c939b5f-be5c-11e7-97fa-005056a43242.csv
4024-1c97463f-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4024,4024,507,7,23,http://datos.santander.es/api/datos/mediciones/4024-1c97463f-be5c-11e7-97fa-005056a43242.csv
4025-1c9842e7-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4025,4025,0,0,0,http://datos.santander.es/api/datos/mediciones/4025-1c9842e7-be5c-11e7-97fa-005056a43242.csv
4026-1c996294-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4026,4026,429,11,24,http://datos.santander.es/api/datos/mediciones/4026-1c996294-be5c-11e7-97fa-005056a43242.csv
4027-1c9a8b63-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4027,4027,360,3,15,http://datos.santander.es/api/datos/mediciones/4027-1c9a8b63-be5c-11e7-97fa-005056a43242.csv
4028-1c9bf30d-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4028,4028,240,2,10,http://datos.santander.es/api/datos/mediciones/4028-1c9bf30d-be5c-11e7-97fa-005056a43242.csv
4029-1c9d13f3-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4029,4029,240,3,19,http://datos.santander.es/api/datos/mediciones/4029-1c9d13f3-be5c-11e7-97fa-005056a43242.csv
4030-1c9efc59-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4030,4030,540,4,21,http://datos.santander.es/api/datos/mediciones/4030-1c9efc59-be5c-11e7-97fa-005056a43242.csv
4031-1ca03339-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4031,4031,900,8,36,http://datos.santander.es/api/datos/mediciones/4031-1ca03339-be5c-11e7-97fa-005056a43242.csv
4032-1ca5bffe-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4032,4032,900,5,34,http://datos.santander.es/api/datos/mediciones/4032-1ca5bffe-be5c-11e7-97fa-005056a43242.csv
4033-1cac34bc-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4033,4033,780,6,30,http://datos.santander.es/api/datos/mediciones/4033-1cac34bc-be5c-11e7-97fa-005056a43242.csv
4034-1cad8072-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4034,4034,480,8,40,http://datos.santander.es/api/datos/mediciones/4034-1cad8072-be5c-11e7-97fa-005056a43242.csv
4035-1caed8bd-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,4035,4035,360,7,31,http://datos.santander.es/api/datos/mediciones/4035-1caed8bd-be5c-11e7-97fa-005056a43242.csv
5001-1cb035b1-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5001,5001,16,28,29,http://datos.santander.es/api/datos/mediciones/5001-1cb035b1-be5c-11e7-97fa-005056a43242.csv
5002-1cb1834f-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5002,5002,90,29,34,http://datos.santander.es/api/datos/mediciones/5002-1cb1834f-be5c-11e7-97fa-005056a43242.csv
5003-1cb29bf4-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5003,5003,8,10,11,http://datos.santander.es/api/datos/mediciones/5003-1cb29bf4-be5c-11e7-97fa-005056a43242.csv
5004-1cb5da08-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5004,5004,51,18,21,http://datos.santander.es/api/datos/mediciones/5004-1cb5da08-be5c-11e7-97fa-005056a43242.csv
5005-1cb70f58-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5005,5005,50,27,30,http://datos.santander.es/api/datos/mediciones/5005-1cb70f58-be5c-11e7-97fa-005056a43242.csv
5006-1cb8ad70-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5006,5006,4,5,5,http://datos.santander.es/api/datos/mediciones/5006-1cb8ad70-be5c-11e7-97fa-005056a43242.csv
5007-1cb9e59b-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5007,5007,347,10,21,http://datos.santander.es/api/datos/mediciones/5007-1cb9e59b-be5c-11e7-97fa-005056a43242.csv
5008-1cbb94aa-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5008,5008,188,2,9,http://datos.santander.es/api/datos/mediciones/5008-1cbb94aa-be5c-11e7-97fa-005056a43242.csv
5009-1cbcc892-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5009,5009,8,0,0,http://datos.santander.es/api/datos/mediciones/5009-1cbcc892-be5c-11e7-97fa-005056a43242.csv
5010-1cbe16f5-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5010,5010,36,1,2,http://datos.santander.es/api/datos/mediciones/5010-1cbe16f5-be5c-11e7-97fa-005056a43242.csv
5013-1cc18177-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5013,5013,154,23,31,http://datos.santander.es/api/datos/mediciones/5013-1cc18177-be5c-11e7-97fa-005056a43242.csv
5014-1cc2df2e-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5014,5014,410,7,34,http://datos.santander.es/api/datos/mediciones/5014-1cc2df2e-be5c-11e7-97fa-005056a43242.csv
5015-1cc42844-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5015,5015,50,1,5,http://datos.santander.es/api/datos/mediciones/5015-1cc42844-be5c-11e7-97fa-005056a43242.csv
5016-1ccb548e-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5016,5016,8,1,2,http://datos.santander.es/api/datos/mediciones/5016-1ccb548e-be5c-11e7-97fa-005056a43242.csv
5017-1cd12993-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5017,5017,24,3,5,http://datos.santander.es/api/datos/mediciones/5017-1cd12993-be5c-11e7-97fa-005056a43242.csv
5018-1cd21db4-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5018,5018,24,3,5,http://datos.santander.es/api/datos/mediciones/5018-1cd21db4-be5c-11e7-97fa-005056a43242.csv
5019-1cd30a25-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5019,5019,8,0,1,http://datos.santander.es/api/datos/mediciones/5019-1cd30a25-be5c-11e7-97fa-005056a43242.csv
5020-1cd4721b-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5020,5020,12,6,7,http://datos.santander.es/api/datos/mediciones/5020-1cd4721b-be5c-11e7-97fa-005056a43242.csv
5021-1cd56f87-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5021,5021,50,1,3,http://datos.santander.es/api/datos/mediciones/5021-1cd56f87-be5c-11e7-97fa-005056a43242.csv
5022-1cd680c4-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5022,5022,24,1,2,http://datos.santander.es/api/datos/mediciones/5022-1cd680c4-be5c-11e7-97fa-005056a43242.csv
5023-1cd77119-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5023,5023,140,3,8,http://datos.santander.es/api/datos/mediciones/5023-1cd77119-be5c-11e7-97fa-005056a43242.csv
5024-1cd849f8-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5024,5024,70,2,4,http://datos.santander.es/api/datos/mediciones/5024-1cd849f8-be5c-11e7-97fa-005056a43242.csv
5025-1cd9372b-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5025,5025,71,1,4,http://datos.santander.es/api/datos/mediciones/5025-1cd9372b-be5c-11e7-97fa-005056a43242.csv
5026-1cda2f22-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5026,5026,20,2,3,http://datos.santander.es/api/datos/mediciones/5026-1cda2f22-be5c-11e7-97fa-005056a43242.csv
5027-1cdd6792-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5027,5027,4,1,1,http://datos.santander.es/api/datos/mediciones/5027-1cdd6792-be5c-11e7-97fa-005056a43242.csv
5028-1cdeaf2a-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5028,5028,16,1,2,http://datos.santander.es/api/datos/mediciones/5028-1cdeaf2a-be5c-11e7-97fa-005056a43242.csv
5029-1cdf8bfa-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,5029,5029,626,67,74,http://datos.santander.es/api/datos/mediciones/5029-1cdf8bfa-be5c-11e7-97fa-005056a43242.csv
6001-1ce06d77-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,6001,6001,36,10,11,http://datos.santander.es/api/datos/mediciones/6001-1ce06d77-be5c-11e7-97fa-005056a43242.csv
6002-1ce604d0-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,6002,6002,120,25,28,http://datos.santander.es/api/datos/mediciones/6002-1ce604d0-be5c-11e7-97fa-005056a43242.csv
6003-1ce7da89-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,6003,6003,60,33,34,http://datos.santander.es/api/datos/mediciones/6003-1ce7da89-be5c-11e7-97fa-005056a43242.csv
6004-1ce89c4e-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,6004,6004,0,0,0,http://datos.santander.es/api/datos/mediciones/6004-1ce89c4e-be5c-11e7-97fa-005056a43242.csv
6005-1ce99a13-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,6005,6005,0,0,0,http://datos.santander.es/api/datos/mediciones/6005-1ce99a13-be5c-11e7-97fa-005056a43242.csv
