dc:identifier,dc:modified,rdf:type,callej:sigla,callej:tipo-via,callej:nombre-calle,callej:nombre-largo,callej:nombre-clasif,dc:date,uri
06360,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JORGE SEPULVEDA,JORGE SEPULVEDA,JORGE SEPULVEDA,,http://datos.santander.es/api/datos/callejero_calles/06360.csv
06380,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CAMUS,CAMUS,CAMUS,,http://datos.santander.es/api/datos/callejero_calles/06380.csv
06400,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RICARDO LORENZO,RICARDO LORENZO,RICARDO LORENZO,,http://datos.santander.es/api/datos/callejero_calles/06400.csv
06420,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CALVARIO,CALVARIO,CALVARIO,,http://datos.santander.es/api/datos/callejero_calles/06420.csv
06440,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,HERMANOS TONETTI,HERMANOS TONETTI,HERMANOS TONETTI,,http://datos.santander.es/api/datos/callejero_calles/06440.csv
06450,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CORCONERAS,CORCONERAS,CORCONERAS,,http://datos.santander.es/api/datos/callejero_calles/06450.csv
06470,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CANTEROS DE TRASMIERA,CANTEROS DE TRASMIERA,CANTEROS DE TRASMIERA,,http://datos.santander.es/api/datos/callejero_calles/06470.csv
06480,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JESUS OTERO,JESUS OTERO,JESUS OTERO,,http://datos.santander.es/api/datos/callejero_calles/06480.csv
06490,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JESUS CANCIO,JESUS CANCIO,JESUS CANCIO,,http://datos.santander.es/api/datos/callejero_calles/06490.csv
06530,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,VIRGEN DEL CAMINO,VIRGEN DEL CAMINO,VIRGEN DEL CAMINO,,http://datos.santander.es/api/datos/callejero_calles/06530.csv
06540,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,REAL CONSULADO,REAL CONSULADO,REAL CONSULADO,,http://datos.santander.es/api/datos/callejero_calles/06540.csv
06550,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CONCEJO,CONCEJO,CONCEJO,1995-11-30,http://datos.santander.es/api/datos/callejero_calles/06550.csv
06570,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA PRENSA,LA PRENSA,PRENSA (LA),,http://datos.santander.es/api/datos/callejero_calles/06570.csv
06580,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LOS PORTUARIOS,LOS PORTUARIOS,PORTUARIOS (LOS),,http://datos.santander.es/api/datos/callejero_calles/06580.csv
06590,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA TEJERA,LA TEJERA,TEJERA (LA),,http://datos.santander.es/api/datos/callejero_calles/06590.csv
06600,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RAFAEL ALSUA,RAFAEL ALSUA,RAFAEL ALSUA,,http://datos.santander.es/api/datos/callejero_calles/06600.csv
06610,2017-10-30T23:04:57.623Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ALBERICO PARDO,ALBERICO PARDO,ALBERICO PARDO,,http://datos.santander.es/api/datos/callejero_calles/06610.csv
06000,2017-10-30T23:04:57.622Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA BARRACA,LA BARRACA,BARRACA (LA),,http://datos.santander.es/api/datos/callejero_calles/06000.csv
06010,2017-10-30T23:04:57.622Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA BRAÑA,LA BRAÑA,BRAÑA (LA),,http://datos.santander.es/api/datos/callejero_calles/06010.csv
06030,2017-10-30T23:04:57.622Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MANUEL PRIETO LAVIN,MANUEL PRIETO LAVIN,MANUEL PRIETO LAVIN,,http://datos.santander.es/api/datos/callejero_calles/06030.csv
06040,2017-10-30T23:04:57.622Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,BEATO DE LIEBANA,BEATO DE LIEBANA,BEATO DE LIEBANA,,http://datos.santander.es/api/datos/callejero_calles/06040.csv
06050,2017-10-30T23:04:57.622Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA FOLIA,LA FOLIA,FOLIA (LA),,http://datos.santander.es/api/datos/callejero_calles/06050.csv
06060,2017-10-30T23:04:57.622Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LAS MARZAS,LAS MARZAS,MARZAS (LAS),,http://datos.santander.es/api/datos/callejero_calles/06060.csv
06070,2017-10-30T23:04:57.622Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA AMISTAD,LA AMISTAD,AMISTAD (LA),,http://datos.santander.es/api/datos/callejero_calles/06070.csv
06080,2017-10-30T23:04:57.622Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,EL LABARO,EL LABARO,LABARO (EL),,http://datos.santander.es/api/datos/callejero_calles/06080.csv
06090,2017-10-30T23:04:57.622Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,NARCISO CUEVAS,NARCISO CUEVAS,NARCISO CUEVAS,,http://datos.santander.es/api/datos/callejero_calles/06090.csv
06100,2017-10-30T23:04:57.622Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LOS INDIANOS,LOS INDIANOS,INDIANOS (LOS),,http://datos.santander.es/api/datos/callejero_calles/06100.csv
06110,2017-10-30T23:04:57.622Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SAN JUAN B. LA SALLE,SAN JUAN BAUTISTA DE LA SALLE,SAN JUAN B.AUTIS LA SALLE,,http://datos.santander.es/api/datos/callejero_calles/06110.csv
06120,2017-10-30T23:04:57.622Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ARCO IRIS,ARCO IRIS,ARCO IRIS,,http://datos.santander.es/api/datos/callejero_calles/06120.csv
06140,2017-10-30T23:04:57.622Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,DEMOCRACIA,DEMOCRACIA,DEMOCRACIA,,http://datos.santander.es/api/datos/callejero_calles/06140.csv
06150,2017-10-30T23:04:57.622Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,COLOMBIA,COLOMBIA,COLOMBIA,,http://datos.santander.es/api/datos/callejero_calles/06150.csv
06160,2017-10-30T23:04:57.622Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,PERU,PERU,PERU,,http://datos.santander.es/api/datos/callejero_calles/06160.csv
06170,2017-10-30T23:04:57.622Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ISLA DE CUBA,ISLA DE CUBA,ISLA DE CUBA,,http://datos.santander.es/api/datos/callejero_calles/06170.csv
06180,2017-10-30T23:04:57.622Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,DONANTES DE SANGRE,DONANTES DE SANGRE,DONANTES DE SANGRE,,http://datos.santander.es/api/datos/callejero_calles/06180.csv
06190,2017-10-30T23:04:57.622Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ROSARIO DE ACUÑA,ROSARIO DE ACUÑA,ROSARIO DE ACUÑA,,http://datos.santander.es/api/datos/callejero_calles/06190.csv
06200,2017-10-30T23:04:57.622Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MIGUEL BRAVO,MIGUEL BRAVO,MIGUEL BRAVO,,http://datos.santander.es/api/datos/callejero_calles/06200.csv
06220,2017-10-30T23:04:57.622Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FERNANDO MONTALVO,FERNANDO MONTALVO,FERNANDO MONTALVO,,http://datos.santander.es/api/datos/callejero_calles/06220.csv
05390,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SANTA MARIA CABEZA,SANTA MARIA CABEZA,SANTA MARIA CABEZA,,http://datos.santander.es/api/datos/callejero_calles/05390.csv
05400,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,STA MARIA EGIPCIACA,SANTA MARIA EGIPCIACA,STA MARIA EGIPCIACA,,http://datos.santander.es/api/datos/callejero_calles/05400.csv
05420,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SANTA TERESA JESUS,SANTA TERESA JESUS,SANTA TERESA JESUS,,http://datos.santander.es/api/datos/callejero_calles/05420.csv
05450,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SANTOS GANDARILLAS,SANTOS GANDARILLAS,SANTOS GANDARILLAS,,http://datos.santander.es/api/datos/callejero_calles/05450.csv
05460,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SANTOS MARTIRES,SANTOS MARTIRES,SANTOS MARTIRES,,http://datos.santander.es/api/datos/callejero_calles/05460.csv
05500,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SARGENTOS PROVISIONALES,SARGENTOS PROVISIONALES,SARGENTOS PROVISIONALES,,http://datos.santander.es/api/datos/callejero_calles/05500.csv
05510,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SEGOVIA,SEGOVIA,SEGOVIA,,http://datos.santander.es/api/datos/callejero_calles/05510.csv
05520,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SEVILLA,SEVILLA,SEVILLA,,http://datos.santander.es/api/datos/callejero_calles/05520.csv
05540,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SOMORROSTRO,SOMORROSTRO,SOMORROSTRO,,http://datos.santander.es/api/datos/callejero_calles/05540.csv
05600,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,TANTIN,TANTIN,TANTIN,,http://datos.santander.es/api/datos/callejero_calles/05600.csv
05620,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,TENIENTE FUENTES PILA,TENIENTE FUENTES PILA,TENIENTE FUENTES PILA,,http://datos.santander.es/api/datos/callejero_calles/05620.csv
05640,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,TETUAN,TETUAN,TETUAN,,http://datos.santander.es/api/datos/callejero_calles/05640.csv
05690,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,TIO MECHELIN,TIO MECHELIN,TIO MECHELIN,,http://datos.santander.es/api/datos/callejero_calles/05690.csv
05700,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,TIO TREMONTORIO,TIO TREMONTORIO,TIO TREMONTORIO,,http://datos.santander.es/api/datos/callejero_calles/05700.csv
05710,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,TRASMIERA,TRASMIERA,TRASMIERA,,http://datos.santander.es/api/datos/callejero_calles/05710.csv
05720,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,TRES DE NOVIEMBRE,TRES DE NOVIEMBRE,TRES DE NOVIEMBRE,,http://datos.santander.es/api/datos/callejero_calles/05720.csv
05770,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,VALDERRAMA,VALDERRAMA,VALDERRAMA,,http://datos.santander.es/api/datos/callejero_calles/05770.csv
05780,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,VALENCIA,VALENCIA,VALENCIA,,http://datos.santander.es/api/datos/callejero_calles/05780.csv
05790,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,VALLADOLID,VALLADOLID,VALLADOLID,,http://datos.santander.es/api/datos/callejero_calles/05790.csv
05800,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,VALLICIERGO,VALLICIERGO,VALLICIERGO,,http://datos.santander.es/api/datos/callejero_calles/05800.csv
05810,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,VARADERO,VARADERO,VARADERO,,http://datos.santander.es/api/datos/callejero_calles/05810.csv
05820,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,VARGAS,VARGAS,VARGAS,,http://datos.santander.es/api/datos/callejero_calles/05820.csv
05840,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,VAZQUEZ DE MELLA,VAZQUEZ DE MELLA,VAZQUEZ DE MELLA,,http://datos.santander.es/api/datos/callejero_calles/05840.csv
05860,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,VIA CORNELIA,VIA CORNELIA,VIA CORNELIA,,http://datos.santander.es/api/datos/callejero_calles/05860.csv
05870,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,VIOLETA,VIOLETA,VIOLETA,,http://datos.santander.es/api/datos/callejero_calles/05870.csv
05890,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,VIRGEN DE LA PALOMA,VIRGEN DE LA PALOMA,VIRGEN DE LA PALOMA,,http://datos.santander.es/api/datos/callejero_calles/05890.csv
05910,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,VISTA ALEGRE,VISTA ALEGRE,VISTA ALEGRE,,http://datos.santander.es/api/datos/callejero_calles/05910.csv
05940,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ZANCAJO OSORIO,ZANCAJO OSORIO,ZANCAJO OSORIO,,http://datos.santander.es/api/datos/callejero_calles/05940.csv
05950,2017-10-30T23:04:57.621Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ZARAGOZA,ZARAGOZA,ZARAGOZA,,http://datos.santander.es/api/datos/callejero_calles/05950.csv
04720,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RUIZ DE ALDA,RUIZ DE ALDA,RUIZ DE ALDA,,http://datos.santander.es/api/datos/callejero_calles/04720.csv
04730,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RUIZ ZORRILLA,RUIZ ZORRILLA,RUIZ ZORRILLA,,http://datos.santander.es/api/datos/callejero_calles/04730.csv
04740,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SALAMANCA,SALAMANCA,SALAMANCA,,http://datos.santander.es/api/datos/callejero_calles/04740.csv
04750,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SAN ANDRES,SAN ANDRES,SAN ANDRES,,http://datos.santander.es/api/datos/callejero_calles/04750.csv
04770,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SAN ANTON,SAN ANTON,SAN ANTON,,http://datos.santander.es/api/datos/callejero_calles/04770.csv
04780,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SAN CELEDONIO,SAN CELEDONIO,SAN CELEDONIO,,http://datos.santander.es/api/datos/callejero_calles/04780.csv
04820,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SAN EMETERIO,SAN EMETERIO,SAN EMETERIO,,http://datos.santander.es/api/datos/callejero_calles/04820.csv
04840,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SAN FERNANDO,SAN FERNANDO,SAN FERNANDO,,http://datos.santander.es/api/datos/callejero_calles/04840.csv
04860,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,,http://datos.santander.es/api/datos/callejero_calles/04860.csv
04890,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SAN JOSE,SAN JOSE,SAN JOSE,,http://datos.santander.es/api/datos/callejero_calles/04890.csv
04900,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SAN JUAN DE DIOS,SAN JUAN DE DIOS,SAN JUAN DE DIOS,,http://datos.santander.es/api/datos/callejero_calles/04900.csv
04920,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SAN LUIS,SAN LUIS,SAN LUIS,,http://datos.santander.es/api/datos/callejero_calles/04920.csv
04940,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SAN MARTIN,SAN MARTIN,SAN MARTIN,,http://datos.santander.es/api/datos/callejero_calles/04940.csv
04980,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SAN MATIAS,SAN MATIAS,SAN MATIAS,,http://datos.santander.es/api/datos/callejero_calles/04980.csv
05010,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SAN PEDRO,SAN PEDRO,SAN PEDRO,,http://datos.santander.es/api/datos/callejero_calles/05010.csv
05210,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SOMONTE (SAN ROMAN),SOMONTE (SAN ROMAN),SOMONTE (SAN ROMAN),,http://datos.santander.es/api/datos/callejero_calles/05210.csv
05250,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,,http://datos.santander.es/api/datos/callejero_calles/05250.csv
05280,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SAN SIMON,SAN SIMON,SAN SIMON,,http://datos.santander.es/api/datos/callejero_calles/05280.csv
05330,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SAN VICENTE BARQUERA,SAN VICENTE BARQUERA,SAN VICENTE BARQUERA,,http://datos.santander.es/api/datos/callejero_calles/05330.csv
05350,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SANTA CLARA,SANTA CLARA,SANTA CLARA,,http://datos.santander.es/api/datos/callejero_calles/05350.csv
05360,2017-10-30T23:04:57.62Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SANTA LUCIA,SANTA LUCIA,SANTA LUCIA,,http://datos.santander.es/api/datos/callejero_calles/05360.csv
04450,2017-10-30T23:04:57.619Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RAMPA SOTILEZA,RAMPA SOTILEZA,RAMPA SOTILEZA,,http://datos.santander.es/api/datos/callejero_calles/04450.csv
04500,2017-10-30T23:04:57.619Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RIO ASON,RIO ASON,RIO ASON,,http://datos.santander.es/api/datos/callejero_calles/04500.csv
04510,2017-10-30T23:04:57.619Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RIO BESAYA,RIO BESAYA,RIO BESAYA,,http://datos.santander.es/api/datos/callejero_calles/04510.csv
04520,2017-10-30T23:04:57.619Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RIO CUBAS,RIO CUBAS,RIO CUBAS,,http://datos.santander.es/api/datos/callejero_calles/04520.csv
04530,2017-10-30T23:04:57.619Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RIO DE LA PILA,RIO DE LA PILA,RIO DE LA PILA,,http://datos.santander.es/api/datos/callejero_calles/04530.csv
04560,2017-10-30T23:04:57.619Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RIO DEVA,RIO DEVA,RIO DEVA,,http://datos.santander.es/api/datos/callejero_calles/04560.csv
04570,2017-10-30T23:04:57.619Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RIO HIJAR,RIO HIJAR,RIO HIJAR,,http://datos.santander.es/api/datos/callejero_calles/04570.csv
04580,2017-10-30T23:04:57.619Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RIO MIERA,RIO MIERA,RIO MIERA,,http://datos.santander.es/api/datos/callejero_calles/04580.csv
04590,2017-10-30T23:04:57.619Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RIO NANSA,RIO NANSA,RIO NANSA,,http://datos.santander.es/api/datos/callejero_calles/04590.csv
04600,2017-10-30T23:04:57.619Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RIO PAS,RIO PAS,RIO PAS,,http://datos.santander.es/api/datos/callejero_calles/04600.csv
04610,2017-10-30T23:04:57.619Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RIO PISUEÑA,RIO PISUEÑA,RIO PISUEÑA,,http://datos.santander.es/api/datos/callejero_calles/04610.csv
04620,2017-10-30T23:04:57.619Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RIO SAJA,RIO SAJA,RIO SAJA,,http://datos.santander.es/api/datos/callejero_calles/04620.csv
04630,2017-10-30T23:04:57.619Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ROCA,ROCA,ROCA,,http://datos.santander.es/api/datos/callejero_calles/04630.csv
04640,2017-10-30T23:04:57.619Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ROCIO,ROCIO,ROCIO,,http://datos.santander.es/api/datos/callejero_calles/04640.csv
04650,2017-10-30T23:04:57.619Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ATILANO RODRIGUEZ,ATILANO RODRIGUEZ,ATILANO RODRIGUEZ,,http://datos.santander.es/api/datos/callejero_calles/04650.csv
04660,2017-10-30T23:04:57.619Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ROSA,ROSA,ROSA,,http://datos.santander.es/api/datos/callejero_calles/04660.csv
04670,2017-10-30T23:04:57.619Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RUALASAL,RUALASAL,RUALASAL,,http://datos.santander.es/api/datos/callejero_calles/04670.csv
04680,2017-10-30T23:04:57.619Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RUAMAYOR,RUAMAYOR,RUAMAYOR,,http://datos.santander.es/api/datos/callejero_calles/04680.csv
04690,2017-10-30T23:04:57.619Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RUAMENOR,RUAMENOR,RUAMENOR,,http://datos.santander.es/api/datos/callejero_calles/04690.csv
04710,2017-10-30T23:04:57.619Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RUBIO,RUBIO,RUBIO,,http://datos.santander.es/api/datos/callejero_calles/04710.csv
03880,2017-10-30T23:04:57.618Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,PELAYO,PELAYO,PELAYO,,http://datos.santander.es/api/datos/callejero_calles/03880.csv
03890,2017-10-30T23:04:57.618Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,PENSAMIENTO,PENSAMIENTO,PENSAMIENTO,,http://datos.santander.es/api/datos/callejero_calles/03890.csv
03900,2017-10-30T23:04:57.618Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,PEÑA BEJO,PEÑA BEJO,PEÑA BEJO,,http://datos.santander.es/api/datos/callejero_calles/03900.csv
03960,2017-10-30T23:04:57.618Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CALLEJA CASTRO (P.C.),CALLEJA CASTRO (PEÑACASTILLO),CALLEJA CASTRO (P.C.),,http://datos.santander.es/api/datos/callejero_calles/03960.csv
04090,2017-10-30T23:04:57.618Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,PEÑA DEL CUERVO,PEÑA DEL CUERVO,PEÑA DEL CUERVO,,http://datos.santander.es/api/datos/callejero_calles/04090.csv
04110,2017-10-30T23:04:57.618Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,PEÑA HERBOSA,PEÑA HERBOSA,PEÑA HERBOSA,,http://datos.santander.es/api/datos/callejero_calles/04110.csv
