dc:identifier,ayto:tipo_conducto,ayto:materiales,ayto:geometria,ayto:alto,ayto:ancho,ayto:profundidad,ayto:longitud,ayto:pendiente,ayto:tipo_saneamiento,dct:spatial,dc:modified,uri
1515,Colector,Hormigón masa,Circular,500,500,1.3,23.831,0.004154,Unitaria,"LINESTRING ZM ( 4503203.97475997 4503247.75153404 0.00000000 0.00000000\, 4503203.97468086 4503247.75175884 0.00000000 0.00000000)",2017-10-30T23:07:18.168Z,http://datos.santander.es/api/datos/conductos/1515.csv
1513,Colector,Hormigón masa,Circular,500,500,1.1,15.998,0.01076,Unitaria,"LINESTRING ZM ( 4503203.97483233 4503247.75133623 0.00000000 0.00000000\, 4503203.97478092 4503247.75148772 0.00000000 0.00000000)",2017-10-30T23:07:18.167Z,http://datos.santander.es/api/datos/conductos/1513.csv
1511,Colector,Hormigón masa,Circular,300,300,0.8,3.073,0,Pluvial,"LINESTRING ZM ( 4503203.97470926 4503247.75134419 4.08100000 0.00000000\, 4503203.97470045 4503247.75137363 4.08100000 0.00000000)",2017-10-30T23:07:18.166Z,http://datos.santander.es/api/datos/conductos/1511.csv
1512,Colector," "," ",0,0,0,6.305,0," ","LINESTRING ZM ( 4503203.97475979 4503247.75139495 0.00000000 0.00000000\, 4503203.97470045 4503247.75137363 0.00000000 0.00000000)",2017-10-30T23:07:18.166Z,http://datos.santander.es/api/datos/conductos/1512.csv
1510,Colector,Hormigón masa,Circular,150,150,0.6,1.281,-0.1663,Pluvial,"LINESTRING ZM ( 4503203.97469741 4503247.75133933 4.08100000 0.00000000\, 4503203.97470926 4503247.75134419 4.08100000 0.00000000)",2017-10-30T23:07:18.164Z,http://datos.santander.es/api/datos/conductos/1510.csv
1508,Colector," "," ",0,0,0,4.413,0," ","LINESTRING ZM ( 4503203.97451171 4503247.75125846 4.05500000 0.00000000\, 4503203.97449846 4503247.75130055 4.05500000 0.00000000)",2017-10-30T23:07:18.163Z,http://datos.santander.es/api/datos/conductos/1508.csv
1509,Colector," "," ",0,0,0,4.887,0," ","LINESTRING ZM ( 4503203.97436918 4503247.75130261 4.01400000 0.00000000\, 4503203.97437255 4503247.75125386 4.01400000 0.00000000)",2017-10-30T23:07:18.163Z,http://datos.santander.es/api/datos/conductos/1509.csv
1507,Colector," "," ",0,0,0,2.738,0," ","LINESTRING ZM ( 4503203.97355658 4503247.75069714 4.55600000 0.00000000\, 4503203.97356826 4503247.75067238 4.55600000 0.00000000)",2017-10-30T23:07:18.152Z,http://datos.santander.es/api/datos/conductos/1507.csv
1505,Colector,Hormigón masa,Ovoide,750,520,1.55,13.041,0.002768,Unitaria,"LINESTRING ZM ( 4503203.97437143 4503247.75125344 3.91800000 0.00000000\, 4503203.97424777 4503247.75121203 3.91800000 0.00000000)",2017-10-30T23:07:18.151Z,http://datos.santander.es/api/datos/conductos/1505.csv
1506,Colector,Hormigón masa,Ovoide,0,0,1.6,1.497,0,Unitaria,"LINESTRING ZM ( 4503203.97424777 4503247.75121203 3.91800000 0.00000000\, 4503203.97423367 4503247.75120699 3.91800000 0.00000000)",2017-10-30T23:07:18.151Z,http://datos.santander.es/api/datos/conductos/1506.csv
1504,Colector,Hormigón masa,Ovoide,0,0,1.5,13.548,0.003248,Unitaria,"LINESTRING ZM ( 4503203.97449846 4503247.75130055 3.91800000 0.00000000\, 4503203.97437143 4503247.75125344 3.91800000 0.00000000)",2017-10-30T23:07:18.15Z,http://datos.santander.es/api/datos/conductos/1504.csv
1503,Colector,Hormigón masa,Circular,750,520,1.4,21.48,0.007356,Unitaria,"LINESTRING ZM ( 4503203.97470045 4503247.75137363 3.91800000 0.00000000\, 4503203.97449846 4503247.75130055 3.91800000 0.00000000)",2017-10-30T23:07:18.149Z,http://datos.santander.es/api/datos/conductos/1503.csv
1501,Colector,Hormigón masa,Circular,300,300,0.8,12.681,0,Unitaria,"LINESTRING ZM ( 4503203.97383040 4503247.75156633 4.30500000 0.00000000\, 4503203.97394897 4503247.75152137 4.30500000 0.00000000)",2017-10-30T23:07:18.148Z,http://datos.santander.es/api/datos/conductos/1501.csv
1502,Colector,Hormigón masa,Ovoide,750,520,1.55,60.349,0,Unitaria,"LINESTRING ZM ( 4503203.97468086 4503247.75175884 4.23100000 0.00000000\, 4503203.97409946 4503247.75159705 4.23100000 0.00000000)",2017-10-30T23:07:18.148Z,http://datos.santander.es/api/datos/conductos/1502.csv
1500,Colector,Hormigón masa,Circular,0,0,0.55,3.735,0.08112,Unitaria,"LINESTRING ZM ( 4503203.97379419 4503247.75157547 4.30500000 0.00000000\, 4503203.97383040 4503247.75156633 4.30500000 0.00000000)",2017-10-30T23:07:18.147Z,http://datos.santander.es/api/datos/conductos/1500.csv
1498,Colector,Hormigón masa,Circular,0,0,1.2,11.509,0,Unitaria,"LINESTRING ZM ( 4503203.97317187 4503247.75134997 4.39700000 0.00000000\, 4503203.97328538 4503247.75136897 4.39700000 0.00000000)",2017-10-30T23:07:18.146Z,http://datos.santander.es/api/datos/conductos/1498.csv
1499,Colector," "," ",0,0,0,1.135,0," ","LINESTRING ZM ( 4503203.97378335 4503247.75157885 4.30500000 0.00000000\, 4503203.97379419 4503247.75157547 4.30500000 0.00000000)",2017-10-30T23:07:18.146Z,http://datos.santander.es/api/datos/conductos/1499.csv
1497,Colector,Hormigón masa,Circular,0,0,0,2.094,0,Unitaria,"LINESTRING ZM ( 4503203.97315093 4503247.75135013 4.39700000 0.00000000\, 4503203.97317187 4503247.75134997 4.39700000 0.00000000)",2017-10-30T23:07:18.135Z,http://datos.santander.es/api/datos/conductos/1497.csv
1496,Colector,Hormigón masa,Cuadrada,1400,700,1.65,8.748,0,Unitaria,"LINESTRING ZM ( 4503203.97396330 4503247.75152636 4.27900000 0.00000000\, 4503203.97404598 4503247.75155495 4.27900000 0.00000000)",2017-10-30T23:07:18.134Z,http://datos.santander.es/api/datos/conductos/1496.csv
1494,Colector,Hormigón masa,Circular,300,300,1.45,14.643,0.01584,Unitaria,"LINESTRING ZM ( 4503203.97355008 4503247.75144254 4.27900000 0.00000000\, 4503203.97369621 4503247.75143321 4.27900000 0.00000000)",2017-10-30T23:07:18.133Z,http://datos.santander.es/api/datos/conductos/1494.csv
1495,Colector,Hormigón masa,Cuadrada,1400,700,1.65,28.287,0.005303,Unitaria,"LINESTRING ZM ( 4503203.97369621 4503247.75143321 4.27900000 0.00000000\, 4503203.97396330 4503247.75152636 4.27900000 0.00000000)",2017-10-30T23:07:18.133Z,http://datos.santander.es/api/datos/conductos/1495.csv
1493,Colector,Hormigón masa,Circular,300,300,0.55,37.252,0.02234,Unitaria,"LINESTRING ZM ( 4503203.97319708 4503247.75132352 4.27900000 0.00000000\, 4503203.97355008 4503247.75144254 4.27900000 0.00000000)",2017-10-30T23:07:18.132Z,http://datos.santander.es/api/datos/conductos/1493.csv
1492,Colector,P.V.C. liso,Circular,125,125,0.25,3.019,0,Pluvial,"LINESTRING ZM ( 4503203.97358020 4503247.75098796 4.55800000 0.00000000\, 4503203.97355136 4503247.75097904 4.55800000 0.00000000)",2017-10-30T23:07:18.131Z,http://datos.santander.es/api/datos/conductos/1492.csv
1490,Colector,P.V.C. liso,Circular,100,100,0.2,20.554,0.01211,Pluvial,"LINESTRING ZM ( 4503203.97350770 4503247.75121384 4.55800000 0.00000000\, 4503203.97357824 4503247.75102078 4.55800000 0.00000000)",2017-10-30T23:07:18.13Z,http://datos.santander.es/api/datos/conductos/1490.csv
1491,Colector,P.V.C. liso,Circular,0,0,0.25,3.288,0.006387,Pluvial,"LINESTRING ZM ( 4503203.97357824 4503247.75102078 4.55800000 0.00000000\, 4503203.97358020 4503247.75098796 4.55800000 0.00000000)",2017-10-30T23:07:18.13Z,http://datos.santander.es/api/datos/conductos/1491.csv
1489,Colector,Hormigón masa,Circular,250,250,0,19.868,0,Unitaria,"LINESTRING ZM ( 4503203.97372179 4503247.75101092 4.31900000 0.00000000\, 4503203.97390959 4503247.75107576 4.31900000 0.00000000)",2017-10-30T23:07:18.129Z,http://datos.santander.es/api/datos/conductos/1489.csv
1488,Colector,Hormigón masa,Circular,200,200,0.8,24.823,0,Pluvial,"LINESTRING ZM ( 4503203.97363897 4503247.75124493 4.31900000 0.00000000\, 4503203.97372179 4503247.75101092 4.31900000 0.00000000)",2017-10-30T23:07:18.128Z,http://datos.santander.es/api/datos/conductos/1488.csv
1486,Colector,Hormigón masa,Circular,900,900,1.1,25.811,0,Unitaria,"LINESTRING ZM ( 4503203.97407438 4503247.75142697 4.10700000 0.00000000\, 4503203.97415723 4503247.75118252 4.10700000 0.00000000)",2017-10-30T23:07:18.117Z,http://datos.santander.es/api/datos/conductos/1486.csv
1487,Colector,P.V.C. liso,Circular,200,200,0.65,4.482,0.04931,Unitaria,"LINESTRING ZM ( 4503203.97388103 4503247.75104122 4.11100000 0.00000000\, 4503203.97390959 4503247.75107576 4.11100000 0.00000000)",2017-10-30T23:07:18.117Z,http://datos.santander.es/api/datos/conductos/1487.csv
1485,Colector,Hormigón masa,Ovoide,0,0,1.7,2.049,0,Unitaria,"LINESTRING ZM ( 4503203.97415723 4503247.75118252 3.94200000 0.00000000\, 4503203.97417527 4503247.75119223 3.94200000 0.00000000)",2017-10-30T23:07:18.116Z,http://datos.santander.es/api/datos/conductos/1485.csv
1483,Colector,P.V.C. liso,Circular,150,150,0.3,3.605,0.09237,Pluvial,"LINESTRING ZM ( 4503203.97457740 4503247.75111600 4.06000000 0.00000000\, 4503203.97458903 4503247.75108188 4.06000000 0.00000000)",2017-10-30T23:07:18.115Z,http://datos.santander.es/api/datos/conductos/1483.csv
1484,Colector,Hormigón masa,Circular,750,520,0.9,3.972,0.06872,Unitaria,"LINESTRING ZM ( 4503203.97405094 4503247.75112731 3.94200000 0.00000000\, 4503203.97408619 4503247.75114562 3.94200000 0.00000000)",2017-10-30T23:07:18.115Z,http://datos.santander.es/api/datos/conductos/1484.csv
1482,Colector,P.V.C. liso,Circular,0,0,0.3,0.447,0,Pluvial,"LINESTRING ZM ( 4503203.97457660 4503247.75112040 4.06000000 0.00000000\, 4503203.97457740 4503247.75111600 4.06000000 0.00000000)",2017-10-30T23:07:18.114Z,http://datos.santander.es/api/datos/conductos/1482.csv
1480,Colector,Hormigón masa,Circular,520,350,1.8,26.005,0.007499,Pluvial,"LINESTRING ZM ( 4503203.97458903 4503247.75108188 0.00000000 0.00000000\, 4503203.97434432 4503247.75099389 0.00000000 0.00000000)",2017-10-30T23:07:18.113Z,http://datos.santander.es/api/datos/conductos/1480.csv
1481,Colector,P.V.C. liso,Circular,600,600,2,5.416,0.01071,Unitaria,"LINESTRING ZM ( 4503203.97434432 4503247.75099389 0.00000000 0.00000000\, 4503203.97432430 4503247.75094357 0.00000000 0.00000000)",2017-10-30T23:07:18.113Z,http://datos.santander.es/api/datos/conductos/1481.csv
1479,Colector,P.V.C. liso,Circular,0,0,0.9,2.302,0,Unitaria,"LINESTRING ZM ( 4503203.97460057 4503247.75025634 3.60500000 0.00000000\, 4503203.97457978 4503247.75024645 3.60500000 0.00000000)",2017-10-30T23:07:18.112Z,http://datos.santander.es/api/datos/conductos/1479.csv
1478,Colector,Hormigón masa,Ovoide,750,520,1.2,2.545,0.04794,Unitaria,"LINESTRING ZM ( 4503203.97365166 4503247.74990843 3.88800000 0.00000000\, 4503203.97366073 4503247.74988465 3.88800000 0.00000000)",2017-10-30T23:07:18.111Z,http://datos.santander.es/api/datos/conductos/1478.csv
1477,Colector," "," ",0,0,0,0.612,0," ","LINESTRING ZM ( 4503203.97365046 4503247.74991443 3.88800000 0.00000000\, 4503203.97365166 4503247.74990843 3.88800000 0.00000000)",2017-10-30T23:07:18.101Z,http://datos.santander.es/api/datos/conductos/1477.csv
1475,Colector,Hormigón masa,Ovoide,750,520,1.1,13.78,0.01988,Unitaria,"LINESTRING ZM ( 4503203.97379065 4503247.74993059 3.69400000 0.00000000\, 4503203.97366073 4503247.74988465 3.69400000 0.00000000)",2017-10-30T23:07:18.1Z,http://datos.santander.es/api/datos/conductos/1475.csv
1476,Colector,Hormigón masa,Ovoide,750,520,1.4,65.775,-0.002737,Unitaria,"LINESTRING ZM ( 4503203.97366073 4503247.74988465 3.69400000 0.00000000\, 4503203.97304220 4503247.74966093 3.69400000 0.00000000)",2017-10-30T23:07:18.1Z,http://datos.santander.es/api/datos/conductos/1476.csv
1474,Colector,Hormigón masa,Ovoide,750,520,2.05,6.024,0.03436,Unitaria,"LINESTRING ZM ( 4503203.97447272 4503247.75020194 3.69400000 0.00000000\, 4503203.97452707 4503247.75022793 3.69400000 0.00000000)",2017-10-30T23:07:18.099Z,http://datos.santander.es/api/datos/conductos/1474.csv
1472,Colector," "," ",900,900,0,27.415,0," ","LINESTRING ZM ( 4503203.97460882 4503247.75015345 0.00000000 0.00000000\, 4503203.97457921 4503247.74988090 0.00000000 0.00000000)",2017-10-30T23:07:18.098Z,http://datos.santander.es/api/datos/conductos/1472.csv
1473,Colector,Hormigón masa,Ovoide,750,520,1.1,73.406,0.01151,Unitaria,"LINESTRING ZM ( 4503203.97379065 4503247.74993059 3.69400000 0.00000000\, 4503203.97447272 4503247.75020194 3.69400000 0.00000000)",2017-10-30T23:07:18.098Z,http://datos.santander.es/api/datos/conductos/1473.csv
1471,Colector," "," ",1500,1500,0,25.872,0," ","LINESTRING ZM ( 4503203.97459096 4503247.75015556 3.69500000 0.00000000\, 4503203.97456478 4503247.74989817 3.69500000 0.00000000)",2017-10-30T23:07:18.097Z,http://datos.santander.es/api/datos/conductos/1471.csv
1469,Colector," "," ",900,900,0,28.093,0," ","LINESTRING ZM ( 4503203.97455396 4503247.75015902 0.00000000 0.00000000\, 4503203.97452371 4503247.74987972 0.00000000 0.00000000)",2017-10-30T23:07:18.096Z,http://datos.santander.es/api/datos/conductos/1469.csv
1470,Colector," "," ",1500,1500,0,26.18,0," ","LINESTRING ZM ( 4503203.97457137 4503247.75015786 3.69500000 0.00000000\, 4503203.97454484 4503247.74989741 3.69500000 0.00000000)",2017-10-30T23:07:18.096Z,http://datos.santander.es/api/datos/conductos/1470.csv
1468,Colector,Hormigón masa,Circular,0,0,3.15,3.448,0,Unitaria,"LINESTRING ZM ( 4503203.97457359 4503247.75018534 3.69500000 0.00000000\, 4503203.97459096 4503247.75015556 3.69500000 0.00000000)",2017-10-30T23:07:18.095Z,http://datos.santander.es/api/datos/conductos/1468.csv
1467,Colector,Hormigón masa,Circular,0,0,3.15,2.757,0,Unitaria,"LINESTRING ZM ( 4503203.97457359 4503247.75018534 3.69500000 0.00000000\, 4503203.97457137 4503247.75015786 3.69500000 0.00000000)",2017-10-30T23:07:18.085Z,http://datos.santander.es/api/datos/conductos/1467.csv
1462,Colector," "," ",0,0,0,2.698,0," ","LINESTRING ZM ( 4503203.97429970 4503247.75089612 4.23600000 0.00000000\, 4503203.97431821 4503247.75087649 4.23600000 0.00000000)",2017-10-30T23:07:18.084Z,http://datos.santander.es/api/datos/conductos/1462.csv
1466,Colector," "," ",0,0,0,2.564,0," ","LINESTRING ZM ( 4503203.97457219 4503247.75021094 5.74900000 0.00000000\, 4503203.97457359 4503247.75018534 5.74900000 0.00000000)",2017-10-30T23:07:18.084Z,http://datos.santander.es/api/datos/conductos/1466.csv
1646,Colector,Hormigón masa,Circular,300,300,1.1,33.63,0.0766,Unitaria,"LINESTRING ZM ( 4503203.97641661 4503247.75947160 75.10200000 0.00000000\, 4503203.97642898 4503247.75913553 75.10200000 0.00000000)",2017-10-30T23:07:18.083Z,http://datos.santander.es/api/datos/conductos/1646.csv
1645,Colector,Hormigón masa,Circular,300,300,0.7,89.149,0.03271,Pluvial,"LINESTRING ZM ( 4503203.97557916 4503247.75940489 74.99200000 0.00000000\, 4503203.97642898 4503247.75913553 74.99200000 0.00000000)",2017-10-30T23:07:18.082Z,http://datos.santander.es/api/datos/conductos/1645.csv
1642,Colector,Hormigón masa,Circular,520,350,2,37.262,0,Unitaria,"LINESTRING ZM ( 4503203.97660613 4503247.75729013 45.22500000 0.00000000\, 4503203.97663850 4503247.75691892 45.22500000 0.00000000)",2017-10-30T23:07:18.081Z,http://datos.santander.es/api/datos/conductos/1642.csv
1643,Colector,Hormigón masa,Circular,300,300,1.15,38.599,0.1166,Unitaria,"LINESTRING ZM ( 4503203.97642898 4503247.75913553 72.52600000 0.00000000\, 4503203.97643565 4503247.75874960 72.52600000 0.00000000)",2017-10-30T23:07:18.081Z,http://datos.santander.es/api/datos/conductos/1643.csv
1641,Colector,Hormigón masa,Circular,300,300,1.7,14.038,0.2843,Unitaria,"LINESTRING ZM ( 4503203.97666645 4503247.75741689 45.22500000 0.00000000\, 4503203.97660613 4503247.75729013 45.22500000 0.00000000)",2017-10-30T23:07:18.08Z,http://datos.santander.es/api/datos/conductos/1641.csv
1640,Colector,Hormigón masa,Circular,300,300,1.8,27.277,0.2432,Unitaria,"LINESTRING ZM ( 4503203.97663730 4503247.75768810 45.22500000 0.00000000\, 4503203.97666645 4503247.75741689 45.22500000 0.00000000)",2017-10-30T23:07:18.079Z,http://datos.santander.es/api/datos/conductos/1640.csv
1639,Colector,Hormigón masa,Circular,300,300,2.3,12.953,0.2071,Unitaria,"LINESTRING ZM ( 4503203.97662403 4503247.75781695 45.22500000 0.00000000\, 4503203.97663730 4503247.75768810 45.22500000 0.00000000)",2017-10-30T23:07:18.078Z,http://datos.santander.es/api/datos/conductos/1639.csv
1638,Colector,Hormigón masa,Circular,300,300,1,13.698,0.01073,Unitaria,"LINESTRING ZM ( 4503203.97648786 4503247.75783180 0.00000000 0.00000000\, 4503203.97662403 4503247.75781695 0.00000000 0.00000000)",2017-10-30T23:07:18.067Z,http://datos.santander.es/api/datos/conductos/1638.csv
1637,Colector,P.V.C. liso,Circular,0,0,0.9,3.45,0.06203,Unitaria,"LINESTRING ZM ( 4503203.97648614 4503247.75786626 0.00000000 0.00000000\, 4503203.97648786 4503247.75783180 0.00000000 0.00000000)",2017-10-30T23:07:18.066Z,http://datos.santander.es/api/datos/conductos/1637.csv
1635,Colector,Hormigón masa,Circular,500,500,1.1,22.255,0.265,Unitaria,"LINESTRING ZM ( 4503203.97646185 4503247.75819084 0.00000000 0.00000000\, 4503203.97648067 4503247.75796909 0.00000000 0.00000000)",2017-10-30T23:07:18.065Z,http://datos.santander.es/api/datos/conductos/1635.csv
1636,Colector,Hormigón masa,Circular,500,500,1.3,10.298,0.3043,Unitaria,"LINESTRING ZM ( 4503203.97648067 4503247.75796909 0.00000000 0.00000000\, 4503203.97648614 4503247.75786626 0.00000000 0.00000000)",2017-10-30T23:07:18.065Z,http://datos.santander.es/api/datos/conductos/1636.csv
1634,Colector,Hormigón masa,Circular,500,500,1.8,36.73,0.2286,Unitaria,"LINESTRING ZM ( 4503203.97644561 4503247.75855778 0.00000000 0.00000000\, 4503203.97646185 4503247.75819084 0.00000000 0.00000000)",2017-10-30T23:07:18.064Z,http://datos.santander.es/api/datos/conductos/1634.csv
1633,Colector,Hormigón masa,Ovoide,600,400,1.4,42.078,-0.0001664,Unitaria,"LINESTRING ZM ( 4503203.97602497 4503247.75854709 0.00000000 0.00000000\, 4503203.97644561 4503247.75855778 0.00000000 0.00000000)",2017-10-30T23:07:18.063Z,http://datos.santander.es/api/datos/conductos/1633.csv
1631,Colector,Fábrica ladrillo,Rectangular,0,0,0,7.718,0,Unitaria,"LINESTRING ZM ( 4503203.97507932 4503247.75832858 0.00000000 0.00000000\, 4503203.97501026 4503247.75836305 0.00000000 0.00000000)",2017-10-30T23:07:18.062Z,http://datos.santander.es/api/datos/conductos/1631.csv
1632,Colector,Hormigón masa,Ovoide,600,400,0,18.642,0,Unitaria,"LINESTRING ZM ( 4503203.97583856 4503247.75854495 0.00000000 0.00000000\, 4503203.97602497 4503247.75854709 0.00000000 0.00000000)",2017-10-30T23:07:18.062Z,http://datos.santander.es/api/datos/conductos/1632.csv
1630,Colector,Fábrica ladrillo,Cuadrada,0,0,0,13.903,0,Unitaria,"LINESTRING ZM ( 4503203.97559314 4503247.75866335 0.00000000 0.00000000\, 4503203.97555094 4503247.75853088 0.00000000 0.00000000)",2017-10-30T23:07:18.061Z,http://datos.santander.es/api/datos/conductos/1630.csv
1629,Colector,Hormigón masa,Circular,300,300,0,35.358,0,Unitaria,"LINESTRING ZM ( 4503203.97497623 4503247.75887279 0.00000000 0.00000000\, 4503203.97487285 4503247.75853466 0.00000000 0.00000000)",2017-10-30T23:07:18.06Z,http://datos.santander.es/api/datos/conductos/1629.csv
1628,Colector," "," ",0,0,0,2.536,0," ","LINESTRING ZM ( 4503203.97537343 4503247.75899746 0.00000000 0.00000000\, 4503203.97539328 4503247.75898167 0.00000000 0.00000000)",2017-10-30T23:07:18.05Z,http://datos.santander.es/api/datos/conductos/1628.csv
1627,Colector,Hormigón masa,Circular,0,0,1,4.793,0.04361,Unitaria,"LINESTRING ZM ( 4503203.97527589 4503247.75856382 0.00000000 0.00000000\, 4503203.97531969 4503247.75854436 0.00000000 0.00000000)",2017-10-30T23:07:18.049Z,http://datos.santander.es/api/datos/conductos/1627.csv
1626,Colector,Hormigón masa,Circular,0,0,1,0.4,0,Unitaria,"LINESTRING ZM ( 4503203.97527236 4503247.75856570 0.00000000 0.00000000\, 4503203.97527589 4503247.75856382 0.00000000 0.00000000)",2017-10-30T23:07:18.048Z,http://datos.santander.es/api/datos/conductos/1626.csv
1625,Colector,Hormigón masa,Circular,400,400,1.2,10.21,0,Unitaria,"LINESTRING ZM ( 4503203.97531969 4503247.75854436 70.25300000 0.00000000\, 4503203.97528500 4503247.75844833 70.25300000 0.00000000)",2017-10-30T23:07:18.047Z,http://datos.santander.es/api/datos/conductos/1625.csv
1624,Colector,Hormigón masa,Circular,400,400,1,34.87,0.1141,Unitaria,"LINESTRING ZM ( 4503203.97541482 4503247.75887983 70.25300000 0.00000000\, 4503203.97531969 4503247.75854436 70.25300000 0.00000000)",2017-10-30T23:07:18.046Z,http://datos.santander.es/api/datos/conductos/1624.csv
1623,Colector,P.V.C. liso,Circular,300,300,1,10.409,0.1078,Unitaria,"LINESTRING ZM ( 4503203.97539328 4503247.75898167 70.25300000 0.00000000\, 4503203.97541482 4503247.75887983 70.25300000 0.00000000)",2017-10-30T23:07:18.045Z,http://datos.santander.es/api/datos/conductos/1623.csv
1618,Colector,Hormigón masa,Circular,0,0,0.6,3.156,0,Unitaria,"LINESTRING ZM ( 4503203.97574963 4503247.75764070 53.12000000 0.00000000\, 4503203.97576061 4503247.75761111 53.12000000 0.00000000)",2017-10-30T23:07:18.045Z,http://datos.santander.es/api/datos/conductos/1618.csv
1622,Colector,Hormigón masa,Circular,0,0,1.75,56.613,0.07726,Unitaria,"LINESTRING ZM ( 4503203.97555094 4503247.75853088 66.65300000 0.00000000\, 4503203.97501026 4503247.75836305 66.65300000 0.00000000)",2017-10-30T23:07:18.044Z,http://datos.santander.es/api/datos/conductos/1622.csv
1621,Colector,Hormigón masa,Circular,300,300,3.95,24.906,0,Unitaria,"LINESTRING ZM ( 4503203.97487285 4503247.75853466 65.27400000 0.00000000\, 4503203.97480498 4503247.75829503 65.27400000 0.00000000)",2017-10-30T23:07:18.043Z,http://datos.santander.es/api/datos/conductos/1621.csv
1620,Colector,P.V.C. liso,Circular,0,0,0.5,3.312,0,Unitaria,"LINESTRING ZM ( 4503203.97599128 4503247.75773597 49.00600000 0.00000000\, 4503203.97599317 4503247.75770290 49.00600000 0.00000000)",2017-10-30T23:07:18.042Z,http://datos.santander.es/api/datos/conductos/1620.csv
1619,Colector," "," ",0,0,0,1.183,0," ","LINESTRING ZM ( 4503203.97598901 4503247.75774758 49.00600000 0.00000000\, 4503203.97599128 4503247.75773597 49.00600000 0.00000000)",2017-10-30T23:07:18.032Z,http://datos.santander.es/api/datos/conductos/1619.csv
1617,Colector," "," ",0,0,0,2.98,0," ","LINESTRING ZM ( 4503203.97572240 4503247.75765280 53.12000000 0.00000000\, 4503203.97574963 4503247.75764070 53.12000000 0.00000000)",2017-10-30T23:07:18.031Z,http://datos.santander.es/api/datos/conductos/1617.csv
1616,Colector," "," ",0,0,0,3.005,0," ","LINESTRING ZM ( 4503203.97541356 4503247.75748252 1.96300000 0.00000000\, 4503203.97539443 4503247.75750569 1.96300000 0.00000000)",2017-10-30T23:07:18.03Z,http://datos.santander.es/api/datos/conductos/1616.csv
1615,Colector," "," ",0,0,0,0.38,0," ","LINESTRING ZM ( 4503203.97541621 4503247.75747980 1.96300000 0.00000000\, 4503203.97541356 4503247.75748252 1.96300000 0.00000000)",2017-10-30T23:07:18.029Z,http://datos.santander.es/api/datos/conductos/1615.csv
1614,Colector,Hormigón masa,Circular,300,300,0.8,51.326,0,Unitaria,"LINESTRING ZM ( 4503203.97599317 4503247.75770290 45.54000000 0.00000000\, 4503203.97551575 4503247.75751446 45.54000000 0.00000000)",2017-10-30T23:07:18.028Z,http://datos.santander.es/api/datos/conductos/1614.csv
1612,Colector,Hormigón masa,Circular,300,300,1.6,5.206,0,Unitaria,"LINESTRING ZM ( 4503203.97516717 4503247.75748926 0.00000000 0.00000000\, 4503203.97511659 4503247.75747694 0.00000000 0.00000000)",2017-10-30T23:07:18.027Z,http://datos.santander.es/api/datos/conductos/1612.csv
1613,Colector," "," ",300,300,0,34.949,0," ","LINESTRING ZM ( 4503203.97551575 4503247.75751446 42.91300000 0.00000000\, 4503203.97516717 4503247.75748926 42.91300000 0.00000000)",2017-10-30T23:07:18.027Z,http://datos.santander.es/api/datos/conductos/1613.csv
1611,Colector,Hormigón masa,Circular,500,500,0,8.261,0.2506,Unitaria,"LINESTRING ZM ( 4503203.97517503 4503247.75757150 0.00000000 0.00000000\, 4503203.97516717 4503247.75748926 0.00000000 0.00000000)",2017-10-30T23:07:18.026Z,http://datos.santander.es/api/datos/conductos/1611.csv
1609,Colector,Hormigón masa,Cuadrada,600,500,0,0.051,0,Unitaria,"LINESTRING ZM ( 4503203.97498913 4503247.75772175 0.00000000 0.00000000\, 4503203.97498957 4503247.75772149 0.00000000 0.00000000)",2017-10-30T23:07:18.025Z,http://datos.santander.es/api/datos/conductos/1609.csv
1610,Colector,Hormigón masa,Circular,500,500,1.15,10.302,0.08037,Unitaria,"LINESTRING ZM ( 4503203.97511051 4503247.75765182 0.00000000 0.00000000\, 4503203.97517503 4503247.75757150 0.00000000 0.00000000)",2017-10-30T23:07:18.025Z,http://datos.santander.es/api/datos/conductos/1610.csv
1608,Colector," "," ",0,0,0,1.173,0," ","LINESTRING ZM ( 4503203.97469780 4503247.75765341 68.73600000 0.00000000\, 4503203.97469564 4503247.75764188 68.73600000 0.00000000)",2017-10-30T23:07:18.014Z,http://datos.santander.es/api/datos/conductos/1608.csv
1607,Colector," "," ",0,0,0,1.04,0," ","LINESTRING ZM ( 4503203.97460268 4503247.75755671 67.46800000 0.00000000\, 4503203.97460477 4503247.75754652 67.46800000 0.00000000)",2017-10-30T23:07:18.013Z,http://datos.santander.es/api/datos/conductos/1607.csv
1605,Colector,Hormigón masa,Circular,200,200,1,2.068,0.2263,Unitaria,"LINESTRING ZM ( 4503203.97458591 4503247.75755500 48.53800000 0.00000000\, 4503203.97460477 4503247.75754652 48.53800000 0.00000000)",2017-10-30T23:07:18.012Z,http://datos.santander.es/api/datos/conductos/1605.csv
1606,Colector,Hormigón armado,Circular,0,0,0,13.756,0,Unitaria,"LINESTRING ZM ( 4503203.97469564 4503247.75764188 48.92900000 0.00000000\, 4503203.97463772 4503247.75755658 48.92900000 0.00000000\, 4503203.97460477 4503247.75754652 48.92900000 0.00000000)",2017-10-30T23:07:18.012Z,http://datos.santander.es/api/datos/conductos/1606.csv
