dc:identifier,dc:modified,ayto:capacidad,ayto:direccion,ayto:latitud,ayto:longitud,ayto:estadoConservacion,uri
PAST4758,2017-10-31T01:22:05.363Z,,"Calle San Fernando\, 84",43.458867789341454,-3.825780898332596,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4758.csv
PAST4756,2017-10-31T01:22:05.363Z,,"Plaza Cuatro Caminos\, Santander",43.45871373825923,-3.8262419030070305,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4756.csv
PAST4754,2017-10-31T01:22:05.363Z,,"Calle Miguel Artigas\, 3-9",43.46223539880909,-3.8110994920134544,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4754.csv
PAST4749,2017-10-31T01:22:05.363Z,,"Travesía Enseñanza\, 3",43.46452822516229,-3.8109419122338295,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4749.csv
PAST4746,2017-10-31T01:22:05.363Z,,"Travesía Enseñanza\, 3",43.46451849141974,-3.8107896968722343,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4746.csv
PAST4770,2017-10-31T01:22:05.362Z,,"Calle San Fernando\, 44",43.45975704336666,-3.8227329030632973,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4770.csv
PAST4769,2017-10-31T01:22:05.362Z,,"Glorieta Emeterio Velarde\, Santander",43.45579569813606,-3.8115541264414783,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4769.csv
PAST4768,2017-10-31T01:22:05.362Z,,"Calle San Fernando\, 58",43.45954848113079,-3.823610320687294,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4768.csv
PAST4776,2017-10-31T01:22:05.357Z,,"Calle Antonio López\, 16",43.4556375017785,-3.8115779310464855,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4776.csv
PAST4775,2017-10-31T01:22:05.357Z,,"Calle Perines\, 3",43.46002839222321,-3.821831345558167,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4775.csv
PAST4773,2017-10-31T01:22:05.357Z,,"Calle de la Florida\, 7",43.462670755353486,-3.813653625547886,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4773.csv
PAST4772,2017-10-31T01:22:05.357Z,,"Pasaje Mies del Valle\, 3",43.46004299392088,-3.8225364312529564,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4772.csv
PAST4786,2017-10-31T01:22:05.355Z,,"Calle Antonio López\, 60",43.45416625583156,-3.812885843217373,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4786.csv
PAST4785,2017-10-31T01:22:05.355Z,,"Calle San Fernando\, 16",43.46067548740659,-3.8193409144878383,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4785.csv
PAST4784,2017-10-31T01:22:05.355Z,,"Calle San Fernando\, 18",43.46053579914909,-3.819987997412681,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4784.csv
PAST4783,2017-10-31T01:22:05.355Z,,"Calle Antonio López\, 44",43.4548873,-3.8123492,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4783.csv
PAST4782,2017-10-31T01:22:05.355Z,,"Calle San Fernando\, 22",43.46032602279726,-3.8203081861138344,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4782.csv
PAST4781,2017-10-31T01:22:05.355Z,50,"Calle Antonio López\, 40",43.4550061,-3.812152,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4781.csv
PAST4780,2017-10-31T01:22:05.355Z,,"Calle Gravina\, 3",43.46260724070358,-3.8127450272440906,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4780.csv
PAST4779,2017-10-31T01:22:05.355Z,,"Calle los Indianos\, 1",43.4601532366244,-3.821026012301445,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4779.csv
PAST4778,2017-10-31T01:22:05.355Z,50,"Calle San Fernando\, 38",43.45995562704396,-3.821864873170852,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4778.csv
PAST4777,2017-10-31T01:22:05.355Z,,"Calle Florida\, 99",43.4632136690439,-3.8137267157435417,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4777.csv
PAST4787,2017-10-31T01:22:05.348Z,,"Calle San Fernando\, 16A",43.460583254255354,-3.8196352869272228,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4787.csv
PAST4792,2017-10-31T01:22:05.34Z,,"Calle Muelles de Maliaño\, 26",43.453630805908254,-3.812943510711193,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4792.csv
PAST4791,2017-10-31T01:22:05.34Z,,"Calle Antonio López\, 22",43.453732054984506,-3.8134641945362096,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4791.csv
PAST4790,2017-10-31T01:22:05.34Z,,"Calle San Fernando\, 16A",43.46086311694489,-3.8197308406233788,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4790.csv
PAST4789,2017-10-31T01:22:05.34Z,,"Calle San Fernando\, 16A",43.46071929202017,-3.819678872823715,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4789.csv
PAST4788,2017-10-31T01:22:05.34Z,,"Calle Ruiz Zorrilla\, 17B",43.45447438077471,-3.8135604187846184,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4788.csv
PAST4828,2017-10-31T01:22:05.339Z,,"Calle Fernández de Isla\, Santander",43.46094123490786,-3.816120252013206,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4828.csv
PAST4827,2017-10-31T01:22:05.339Z,,"Grupo Entrepatios\, 2",43.4515687,-3.8181982,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4827.csv
PAST4826,2017-10-31T01:22:05.339Z,,"Calle Jesús de Monasterio\, 2",43.46180733976498,-3.8117328286170955,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4826.csv
PAST4825,2017-10-31T01:22:05.339Z,,"Calle Jesús de Monasterio\, 8A",43.461889,-3.812026,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4825.csv
PAST4824,2017-10-31T01:22:05.339Z,,"Calle Fernando Montalvo\, 1",43.451960415070666,-3.8174529746174812,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4824.csv
PAST4822,2017-10-31T01:22:05.339Z,,"Calle Alcázar de Toledo\, 2",43.4610496,-3.8165943,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4822.csv
PAST4821,2017-10-31T01:22:05.339Z,,"Calle Alcázar de Toledo\, 2",43.4610478,-3.8165972,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4821.csv
PAST4820,2017-10-31T01:22:05.339Z,,"Calle Burgos\, 34",43.461009618462356,-3.816810250282287,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4820.csv
PAST4819,2017-10-31T01:22:05.339Z,,"Calle Burgos\, 36",43.4610307905792,-3.8169507309794426,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4819.csv
PAST4818,2017-10-31T01:22:05.339Z,,"Calle Burgos\, 1",43.46171218808192,-3.814002647995949,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4818.csv
PAST4817,2017-10-31T01:22:05.339Z,,"Calle Miguel Bravo\, 8",43.4516359,-3.817572,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4817.csv
PAST4816,2017-10-31T01:22:05.339Z,,"Calle Miguel Bravo\, 8",43.45153350026199,-3.817529417574406,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4816.csv
PAST4813,2017-10-31T01:22:05.339Z,,"Calle Burgos\, 38",43.460991609989314,-3.8170080631971355,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4813.csv
PAST4812,2017-10-31T01:22:05.339Z,,"Calle Jesús de Monasterio\, 2",43.461811963500246,-3.811805248260498,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4812.csv
PAST4811,2017-10-31T01:22:05.339Z,,"Calle Vargas\, 13",43.460846,-3.817189,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4811.csv
PAST4810,2017-10-31T01:22:05.339Z,,"Plaza Numancia\, 2",43.46080033047162,-3.8174670562148094,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4810.csv
PAST4809,2017-10-31T01:22:05.339Z,,"Plaza Numancia\, 2",43.46084705529515,-3.8173510506749153,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4809.csv
PAST4808,2017-10-31T01:22:05.339Z,,"Calle Jesús de Monasterio\, 6",43.46197038705785,-3.812127783894539,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4808.csv
PAST4807,2017-10-31T01:22:05.339Z,,"Plaza Numancia\, 4",43.46125273232341,-3.8174033537507053,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4807.csv
PAST4806,2017-10-31T01:22:05.339Z,,"Plaza Numancia\, 2",43.46112180626145,-3.81727360188961,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4806.csv
PAST4805,2017-10-31T01:22:05.339Z,,"Calle Amos de Escalante\, 4",43.462039499508975,-3.8108067959547043,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4805.csv
PAST4803,2017-10-31T01:22:05.339Z,,"Calle Jesús de Monasterio\, 19",43.46188083277827,-3.8129156827926636,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4803.csv
PAST4802,2017-10-31T01:22:05.339Z,,"4\, Plaza Numancia",43.46110331110718,-3.8175458461046223,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4802.csv
PAST4801,2017-10-31T01:22:05.339Z,,"Plaza Numancia\, 2",43.46088453247127,-3.817441575229168,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4801.csv
PAST4798,2017-10-31T01:22:05.339Z,,"Calle Jesús de Monasterio\, 19",43.461866231524475,-3.8134826347231865,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4798.csv
PAST4797,2017-10-31T01:22:05.339Z,,"Calle San Fernando\, 4B",43.46092419984665,-3.818243555724621,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4797.csv
PAST4796,2017-10-31T01:22:05.339Z,,"Calle San Fernando\, 163",43.461054396263975,-3.8193409144878383,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4796.csv
PAST4795,2017-10-31T01:22:05.339Z,,"Calle Muelles de Maliaño\, 27",43.45306444076183,-3.812396004796028,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4795.csv
PAST4794,2017-10-31T01:22:05.339Z,,"Calle San Fernando\, 16",43.46102568006893,-3.819375112652779,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4794.csv
PAST4793,2017-10-31T01:22:05.339Z,,"Calle Túnel Burgos\, Santander",43.46182096761525,-3.814089149236679,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4793.csv
PAST4834,2017-10-31T01:22:05.338Z,,"Calle Jesús de Monasterio\, 1",43.4615586309579,-3.8104158639907837,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4834.csv
PAST4833,2017-10-31T01:22:05.338Z,,"Grupo Entrepatios\, 6",43.45142275505024,-3.818845711648464,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4833.csv
PAST4832,2017-10-31T01:22:05.338Z,,"Plaza Juan Carlos I\, 1",43.4611235,-3.815918,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4832.csv
PAST4831,2017-10-31T01:22:05.338Z,,"Plaza Juan Carlos I\, 1",43.4611235,-3.815918,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4831.csv
PAST4830,2017-10-31T01:22:05.338Z,,"Calle Burgos\, 24",43.4610836,-3.8161442,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4830.csv
PAST4829,2017-10-31T01:22:05.338Z,,"Calle de Amos de Escalante\, 6",43.461759155555434,-3.8111306726932526,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4829.csv
PAST4865,2017-10-31T01:22:05.337Z,,"Calle Vargas\, 75",43.458525371947616,-3.8259029388427734,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4865.csv
PAST4861,2017-10-31T01:22:05.337Z,,"Calle Marqués de la Ensenada\, 1",43.45128693976647,-3.8212426006793976,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4861.csv
PAST4860,2017-10-31T01:22:05.337Z,,"Calle Fernández de Isla\, 14",43.46107556836514,-3.8140737265348434,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4860.csv
PAST4859,2017-10-31T01:22:05.337Z,,"Calle Vargas\, 57",43.459507352670315,-3.8217300921678543,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4859.csv
PAST4858,2017-10-31T01:22:05.337Z,,"Plaza del Muergo\, 13",43.450989264699636,-3.820976056158542,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4858.csv
PAST4856,2017-10-31T01:22:05.337Z,,"Plaza del Muergo\, 7",43.4511433354609,-3.8205650076270103,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4856.csv
PAST4855,2017-10-31T01:22:05.337Z,,"Calle Vargas\, 41",43.46041922978126,-3.8186877965927124,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4855.csv
PAST4854,2017-10-31T01:22:05.337Z,,"Plaza del Muergo\, 11",43.45082618779492,-3.820517063140869,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4854.csv
PAST4849,2017-10-31T01:22:05.337Z,,"Plaza Cabildos\, 11",43.451055225531725,-3.8200198486447334,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4849.csv
PAST4848,2017-10-31T01:22:05.337Z,,"Plaza Cabildos\, 5",43.4510693,-3.8196298,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4848.csv
PAST4847,2017-10-31T01:22:05.337Z,,"Calle Calvo Sotelo\, 8",43.46132938964444,-3.8089554011821747,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4847.csv
PAST4846,2017-10-31T01:22:05.337Z,,"Calle Isabel II\, 8",43.46134812808593,-3.8094680383801456,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4846.csv
PAST4845,2017-10-31T01:22:05.337Z,,"Avenida Sotileza\, 24",43.45126917179461,-3.818163089454174,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4845.csv
PAST4844,2017-10-31T01:22:05.337Z,,"Calle Isabel II\, 13",43.46136516302767,-3.80961924791336,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4844.csv
PAST4843,2017-10-31T01:22:05.337Z,,"Calle Burgos\, 3",43.461526751379274,-3.8143888860940933,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4843.csv
PAST4842,2017-10-31T01:22:05.337Z,,"Calle Burgos\, 3",43.46132671272375,-3.814376816153526,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4842.csv
PAST4841,2017-10-31T01:22:05.337Z,,"Avenida Sotileza\, 30",43.45108540684789,-3.8188621401786804,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4841.csv
PAST4840,2017-10-31T01:22:05.337Z,,"Calle Cuesta\, 4-6",43.461174371405896,-3.8099243491888046,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4840.csv
PAST4839,2017-10-31T01:22:05.337Z,,"Calle Burgos\, 9DC*",43.46123423720919,-3.8151912018656726,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4839.csv
PAST4838,2017-10-31T01:22:05.337Z,,"Calle Fernández de Isla\, 28",43.46114054476726,-3.8155117258429527,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4838.csv
PAST4837,2017-10-31T01:22:05.337Z,,"Plaza Juan Carlos I\, 1",43.4612578428145,-3.815790005028248,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4837.csv
PAST4836,2017-10-31T01:22:05.337Z,,"Plaza Juan Carlos I\, 1",43.4611239,-3.8159532,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4836.csv
PAST4835,2017-10-31T01:22:05.337Z,,"Plaza Juan Carlos I\, 1",43.4611317,-3.8159353,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4835.csv
PAST4920,2017-10-31T01:22:05.336Z,,"Calle Cádiz\, 1",43.45954118022271,-3.810744434595108,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4920.csv
PAST4917,2017-10-31T01:22:05.336Z,,"Plaza la Pesca\, Santander",43.45234181246787,-3.817933090031147,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4917.csv
PAST4916,2017-10-31T01:22:05.336Z,,"Calle Alta\, 60",43.45890040042069,-3.8179853931069374,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4916.csv
PAST4915,2017-10-31T01:22:05.336Z,,"Calle Rampa Sotileza\, 3",43.459852684851484,-3.810843341052532,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4915.csv
PAST4914,2017-10-31T01:22:05.336Z,,"Calle Héroes de la Armada\, 4",43.452466672739654,-3.8174818083643913,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4914.csv
PAST4913,2017-10-31T01:22:05.336Z,,"Calle Calvo Sotelo\, 17",43.461528454868635,-3.8077061623334885,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4913.csv
PAST4911,2017-10-31T01:22:05.336Z,,"Calle Puente\, 2",43.46152431782297,-3.807527124881745,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4911.csv
PAST4909,2017-10-31T01:22:05.336Z,,"Calle Marqués de la Ensenada\, 6",43.45234424639376,-3.8174352049827576,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4909.csv
PAST4908,2017-10-31T01:22:05.336Z,,"Calle Calvo Sotelo\, 19",43.4615374,-3.8071562,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4908.csv
PAST4907,2017-10-31T01:22:05.336Z,,"Calle Rampa Sotileza\, 1",43.4600064896701,-3.8104678317904477,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4907.csv
PAST4906,2017-10-31T01:22:05.336Z,,"Calle Calvo Sotelo\, 23",43.461594647560815,-3.806844837963581,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4906.csv
PAST4905,2017-10-31T01:22:05.336Z,,"Calle Cuesta del Hospital\, 15",43.46048031313147,-3.810300193727016,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4905.csv
PAST4903,2017-10-31T01:22:05.336Z,,"Calle Calvo Sotelo\, 25",43.461602,-3.8064359999999997,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4903.csv
PAST4902,2017-10-31T01:22:05.336Z,,"Calle Ojáncano\, Santander",43.45865362659305,-3.8199685513973236,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4902.csv
PAST4900,2017-10-31T01:22:05.336Z,,"Calle Marqués de la Ensenada\, 25",43.451913683379885,-3.8186049833893776,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4900.csv
PAST4899,2017-10-31T01:22:05.336Z,,"Calle Calvo Sotelo\, 23-25",43.461631999999994,-3.8062319999999996,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4899.csv
PAST4898,2017-10-31T01:22:05.336Z,,"Calle Santa María Egipciaca\, 3",43.46059006831884,-3.811291940510273,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4898.csv
PAST4896,2017-10-31T01:22:05.336Z,,"Calle Calvo Sotelo\, 19",43.46138828186952,-3.807248510420322,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4896.csv
PAST4895,2017-10-31T01:22:05.336Z,,"Calle Marqués de la Ensenada\, 27",43.45194873215134,-3.818828277289867,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4895.csv
PAST4894,2017-10-31T01:22:05.336Z,,"Calle Alta\, 20",43.46037810191308,-3.812158964574337,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past4894.csv
