dc:identifier,ayto:etiqLinea,ayto:fechActual,ayto:tiempo1,ayto:distancia1,ayto:paradaId,ayto:destino1,ayto:tiempo2,ayto:distancia2,ayto:destino2,dc:modified,uri
15,1,2017-10-31T16:54:03.727Z,292,1781,3,ODRIOZOLA,1494,2992,ODRIOZOLA,2017-10-31T16:54:07.741Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/15.csv
6,2,2017-10-31T16:54:03.677Z,849,1849,2,CONSUELO BERGES,2049,3798,CONSUELO BERGES,2017-10-31T16:54:07.741Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/6.csv
7,1,2017-10-31T16:54:03.677Z,204,1372,2,ODRIOZOLA,1406,2716,ODRIOZOLA,2017-10-31T16:54:07.741Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/7.csv
4,2,2017-10-31T16:54:03.647Z,770,1737,1,CONSUELO BERGES,1970,3605,CONSUELO BERGES,2017-10-31T16:54:07.741Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/4.csv
5,1,2017-10-31T16:54:03.647Z,210,1197,1,ODRIOZOLA,1334,2174,ODRIOZOLA,2017-10-31T16:54:07.741Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/5.csv
81,13,2017-10-31T16:54:04.037Z,1666,7087,10,CUETO por el SARDINERO,3424,16422,CUETO por el SARDINERO,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/81.csv
82,12,2017-10-31T16:54:04.037Z,791,4572,10,SAN MARTIN DEL PINO,2497,11192,SAN MARTIN DEL PINO,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/82.csv
83,3,2017-10-31T16:54:04.037Z,358,1827,10,PASEO PEREDA 35,1558,8739,PASEO PEREDA 35,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/83.csv
84,2,2017-10-31T16:54:04.037Z,1524,4222,10,CONSUELO BERGES,2724,6103,CONSUELO BERGES,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/84.csv
85,1,2017-10-31T16:54:04.037Z,975,4098,10,ODRIOZOLA,2153,5412,ODRIOZOLA,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/85.csv
69,7C2,2017-10-31T16:54:03.943Z,161,794,9,JOAQUIN BUSTAMANTE,1481,898,JOAQUIN BUSTAMANTE,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/69.csv
70,5C2,2017-10-31T16:54:03.943Z,334,1167,9,MIRANDA,1047,3875,MIRANDA,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/70.csv
71,13,2017-10-31T16:54:03.943Z,1475,6685,9,CUETO por el SARDINERO,3272,16213,CUETO por el SARDINERO,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/71.csv
72,11,2017-10-31T16:54:03.943Z,1745,2925,9,VALDECILLA,4446,8263,VALDECILLA,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/72.csv
73,3,2017-10-31T16:54:03.943Z,235,1383,9,PASEO PEREDA 35,1433,7898,PASEO PEREDA 35,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/73.csv
74,2,2017-10-31T16:54:03.943Z,1392,3588,9,CONSUELO BERGES,2591,5960,CONSUELO BERGES,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/74.csv
75,1,2017-10-31T16:54:03.943Z,811,4021,9,ODRIOZOLA,2011,4655,ODRIOZOLA,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/75.csv
46,13,2017-10-31T16:54:03.913Z,1361,6581,8,CUETO por el SARDINERO,3157,15623,CUETO por el SARDINERO,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/46.csv
47,2,2017-10-31T16:54:03.913Z,1277,3283,8,CONSUELO BERGES,2477,5753,CONSUELO BERGES,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/47.csv
48,1,2017-10-31T16:54:03.913Z,637,2774,8,ODRIOZOLA,1837,3737,ODRIOZOLA,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/48.csv
41,7C2,2017-10-31T16:54:03.850Z,2097,9853,7,JOAQUIN BUSTAMANTE,3429,12648,JOAQUIN BUSTAMANTE,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/41.csv
42,7C1,2017-10-31T16:54:03.850Z,750,3465,7,LUIS QUINTANILLA ISASI,3586,12695,LUIS QUINTANILLA ISASI,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/42.csv
43,13,2017-10-31T16:54:03.850Z,1303,6188,7,CUETO por el SARDINERO,3092,15174,CUETO por el SARDINERO,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/43.csv
44,2,2017-10-31T16:54:03.850Z,1176,3287,7,CONSUELO BERGES,2376,5399,CONSUELO BERGES,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/44.csv
45,1,2017-10-31T16:54:03.850Z,538,2620,7,ODRIOZOLA,1740,3671,ODRIOZOLA,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/45.csv
27,2,2017-10-31T16:54:03.820Z,1065,3141,6,CONSUELO BERGES,2266,5160,CONSUELO BERGES,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/27.csv
28,1,2017-10-31T16:54:03.820Z,444,2511,6,ODRIOZOLA,1646,3131,ODRIOZOLA,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/28.csv
25,2,2017-10-31T16:54:03.787Z,1023,2898,5,CONSUELO BERGES,2223,4128,CONSUELO BERGES,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/25.csv
26,1,2017-10-31T16:54:03.787Z,388,2038,5,ODRIOZOLA,1589,3083,ODRIOZOLA,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/26.csv
16,2,2017-10-31T16:54:03.757Z,975,2715,4,CONSUELO BERGES,2175,3929,CONSUELO BERGES,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/16.csv
17,1,2017-10-31T16:54:03.757Z,335,1645,4,ODRIOZOLA,1537,3029,ODRIOZOLA,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/17.csv
14,2,2017-10-31T16:54:03.727Z,928,2176,3,CONSUELO BERGES,2128,3885,CONSUELO BERGES,2017-10-31T16:54:07.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/14.csv
192,1,2017-10-31T16:54:04.523Z,157,751,13,ODRIOZOLA,1333,5591,ODRIOZOLA,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/192.csv
129,7C2,2017-10-31T16:54:04.350Z,467,2017,12,JOAQUIN BUSTAMANTE,1787,2917,JOAQUIN BUSTAMANTE,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/129.csv
130,6C2,2017-10-31T16:54:04.350Z,478,2085,12,COMPLEJO,2172,11201,COMPLEJO,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/130.csv
131,5C2,2017-10-31T16:54:04.350Z,190,855,12,MIRANDA,664,2573,MIRANDA,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/131.csv
132,18,2017-10-31T16:54:04.350Z,1604,7894,12,PUERTOCHICO,,,,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/132.csv
133,17,2017-10-31T16:54:04.350Z,173,934,12,ESTACIONES por Avda Deporte,3464,17824,ESTACIONES por Avda Deporte,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/133.csv
134,13,2017-10-31T16:54:04.350Z,95,605,12,CUETO por el SARDINERO,1824,8649,CUETO por el SARDINERO,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/134.csv
135,12,2017-10-31T16:54:04.350Z,1009,5706,12,SAN MARTIN DEL PINO,2715,12431,SAN MARTIN DEL PINO,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/135.csv
136,11,2017-10-31T16:54:04.350Z,23,58,12,VALDECILLA,2122,4881,VALDECILLA,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/136.csv
137,4,2017-10-31T16:54:04.350Z,404,1484,12,BARRIO PESQUERO,1524,3757,BARRIO PESQUERO,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/137.csv
138,3,2017-10-31T16:54:04.350Z,558,3077,12,PASEO PEREDA 35,1818,10194,PASEO PEREDA 35,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/138.csv
139,2,2017-10-31T16:54:04.350Z,1732,5931,12,CONSUELO BERGES,2933,7939,CONSUELO BERGES,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/139.csv
140,1,2017-10-31T16:54:04.350Z,67,499,12,ODRIOZOLA,1161,5305,ODRIOZOLA,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/140.csv
119,7C2,2017-10-31T16:54:04.193Z,388,1711,11,JOAQUIN BUSTAMANTE,1709,1796,JOAQUIN BUSTAMANTE,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/119.csv
120,6C2,2017-10-31T16:54:04.193Z,378,1361,11,COMPLEJO,2086,10574,COMPLEJO,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/120.csv
121,5C2,2017-10-31T16:54:04.193Z,101,384,11,MIRANDA,557,2004,MIRANDA,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/121.csv
122,18,2017-10-31T16:54:04.193Z,1518,7334,11,PUERTOCHICO,,,,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/122.csv
123,17,2017-10-31T16:54:04.193Z,97,413,11,ESTACIONES por Avda Deporte,3387,17204,ESTACIONES por Avda Deporte,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/123.csv
124,13,2017-10-31T16:54:04.193Z,0,0,11,CUETO por el SARDINERO,1748,7380,CUETO por el SARDINERO,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/124.csv
125,12,2017-10-31T16:54:04.193Z,852,4873,11,SAN MARTIN DEL PINO,2624,11654,SAN MARTIN DEL PINO,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/125.csv
126,3,2017-10-31T16:54:04.193Z,472,2320,11,PASEO PEREDA 35,1667,9269,PASEO PEREDA 35,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/126.csv
127,2,2017-10-31T16:54:04.193Z,1645,5012,11,CONSUELO BERGES,2845,7648,CONSUELO BERGES,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/127.csv
128,1,2017-10-31T16:54:04.193Z,0,0,11,ODRIOZOLA,1109,4650,ODRIOZOLA,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/128.csv
76,7C2,2017-10-31T16:54:04.037Z,274,1137,10,JOAQUIN BUSTAMANTE,1593,1578,JOAQUIN BUSTAMANTE,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/76.csv
77,6C2,2017-10-31T16:54:04.037Z,262,778,10,COMPLEJO,2011,10022,COMPLEJO,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/77.csv
78,5C2,2017-10-31T16:54:04.037Z,0,0,10,MIRANDA,433,1538,MIRANDA,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/78.csv
79,18,2017-10-31T16:54:04.037Z,1438,6885,10,PUERTOCHICO,,,,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/79.csv
80,17,2017-10-31T16:54:04.037Z,0,0,10,ESTACIONES por Avda Deporte,3277,16722,ESTACIONES por Avda Deporte,2017-10-31T16:54:07.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/80.csv
242,1,2017-10-31T16:54:04.757Z,310,1260,15,ODRIOZOLA,1453,6018,ODRIOZOLA,2017-10-31T16:54:07.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/242.csv
193,7C2,2017-10-31T16:54:04.677Z,636,2387,14,JOAQUIN BUSTAMANTE,1954,3141,JOAQUIN BUSTAMANTE,2017-10-31T16:54:07.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/193.csv
194,18,2017-10-31T16:54:04.677Z,1708,8395,14,PUERTOCHICO,,,,2017-10-31T16:54:07.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/194.csv
195,17,2014-12-28T18:33:11.333Z,476,0,14,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:07.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/195.csv
196,4,2017-10-31T16:54:04.677Z,883,3803,14,PIQUIO,1806,6477,PIQUIO,2017-10-31T16:54:07.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/196.csv
197,3,2017-10-31T16:54:04.677Z,689,3772,14,PASEO PEREDA 35,1949,11033,PASEO PEREDA 35,2017-10-31T16:54:07.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/197.csv
198,2,2017-10-31T16:54:04.677Z,1958,5721,14,CONSUELO BERGES,3157,8134,CONSUELO BERGES,2017-10-31T16:54:07.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/198.csv
199,1,2017-10-31T16:54:04.677Z,219,907,14,ODRIOZOLA,1366,5711,ODRIOZOLA,2017-10-31T16:54:07.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/199.csv
180,7C2,2017-10-31T16:54:04.523Z,554,2346,13,JOAQUIN BUSTAMANTE,1874,2858,JOAQUIN BUSTAMANTE,2017-10-31T16:54:07.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/180.csv
181,6C2,2017-10-31T16:54:04.523Z,537,2315,13,COMPLEJO,2231,11411,COMPLEJO,2017-10-31T16:54:07.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/181.csv
182,5C2,2017-10-31T16:54:04.523Z,318,1301,13,MIRANDA,753,2814,MIRANDA,2017-10-31T16:54:07.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/182.csv
183,20,2017-10-31T16:54:04.523Z,1419,6065,13,BARRIO LA TORRE,3220,14550,BARRIO LA TORRE,2017-10-31T16:54:07.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/183.csv
184,18,2017-10-31T16:54:04.523Z,1658,8122,13,PUERTOCHICO,,,,2017-10-31T16:54:07.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/184.csv
185,17,2014-12-28T18:33:11.083Z,412,0,13,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:07.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/185.csv
186,13,2017-10-31T16:54:04.523Z,172,900,13,CUETO por el SARDINERO,1858,8804,CUETO por el SARDINERO,2017-10-31T16:54:07.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/186.csv
187,12,2017-10-31T16:54:04.523Z,1125,5991,13,SAN MARTIN DEL PINO,2832,12726,SAN MARTIN DEL PINO,2017-10-31T16:54:07.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/187.csv
188,11,2017-10-31T16:54:04.523Z,87,249,13,VALDECILLA,2202,5134,VALDECILLA,2017-10-31T16:54:07.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/188.csv
189,4,2017-10-31T16:54:04.523Z,808,3504,13,PIQUIO,1731,6026,PIQUIO,2017-10-31T16:54:07.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/189.csv
190,3,2017-10-31T16:54:04.523Z,688,3173,13,PASEO PEREDA 35,1882,10610,PASEO PEREDA 35,2017-10-31T16:54:07.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/190.csv
191,2,2017-10-31T16:54:04.523Z,1819,5170,13,CONSUELO BERGES,3019,8003,CONSUELO BERGES,2017-10-31T16:54:07.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/191.csv
231,7C2,2017-10-31T16:54:04.757Z,705,2555,15,JOAQUIN BUSTAMANTE,2024,3226,JOAQUIN BUSTAMANTE,2017-10-31T16:54:07.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/231.csv
232,6C2,2017-10-31T16:54:04.757Z,726,2812,15,COMPLEJO,2421,11943,COMPLEJO,2017-10-31T16:54:07.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/232.csv
233,5C2,2017-10-31T16:54:04.757Z,485,1720,15,MIRANDA,943,3376,MIRANDA,2017-10-31T16:54:07.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/233.csv
234,20,2017-10-31T16:54:04.757Z,1571,6189,15,BARRIO LA TORRE,3371,15224,BARRIO LA TORRE,2017-10-31T16:54:07.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/234.csv
235,18,2017-10-31T16:54:04.757Z,1768,8645,15,PUERTOCHICO,,,,2017-10-31T16:54:07.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/235.csv
236,17,2014-12-28T18:33:11.490Z,530,0,15,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:07.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/236.csv
237,13,2017-10-31T16:54:04.757Z,353,1446,15,CUETO por el SARDINERO,2042,9589,CUETO por el SARDINERO,2017-10-31T16:54:07.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/237.csv
238,12,2017-10-31T16:54:04.757Z,1231,6572,15,SAN MARTIN DEL PINO,2978,13603,SAN MARTIN DEL PINO,2017-10-31T16:54:07.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/238.csv
239,4,2017-10-31T16:54:04.757Z,946,4049,15,PIQUIO,1869,6893,PIQUIO,2017-10-31T16:54:07.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/239.csv
240,3,2017-10-31T16:54:04.757Z,735,4023,15,PASEO PEREDA 35,1994,11306,PASEO PEREDA 35,2017-10-31T16:54:07.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/240.csv
241,2,2017-10-31T16:54:04.757Z,2012,6150,15,CONSUELO BERGES,3212,8257,CONSUELO BERGES,2017-10-31T16:54:07.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/241.csv
292,1,2017-10-31T16:54:05.037Z,452,1922,17,ODRIOZOLA,1667,7014,ODRIOZOLA,2017-10-31T16:54:07.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/292.csv
243,7C2,2017-10-31T16:54:04.897Z,769,3574,16,JOAQUIN BUSTAMANTE,2089,4215,JOAQUIN BUSTAMANTE,2017-10-31T16:54:07.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/243.csv
244,6C2,2017-10-31T16:54:04.897Z,832,3200,16,COMPLEJO,2555,12591,COMPLEJO,2017-10-31T16:54:07.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/244.csv
245,E2,2017-10-31T08:05:49.913Z,0,0,16,RECTORADO,,,,2017-10-31T16:54:07.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/245.csv
246,20,2017-10-31T16:54:04.897Z,1663,6714,16,BARRIO LA TORRE,3463,15634,BARRIO LA TORRE,2017-10-31T16:54:07.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/246.csv
247,18,2017-10-31T16:54:04.897Z,2455,9743,16,MONTE por Corbanera,,,,2017-10-31T16:54:07.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/247.csv
248,13,2017-10-31T16:54:04.897Z,413,1759,16,CUETO por el SARDINERO,2116,10015,CUETO por el SARDINERO,2017-10-31T16:54:07.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/248.csv
249,12,2017-10-31T16:54:04.897Z,1347,7154,16,SAN MARTIN DEL PINO,3064,14279,SAN MARTIN DEL PINO,2017-10-31T16:54:07.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/249.csv
250,4,2017-10-31T16:54:04.897Z,1021,4507,16,PIQUIO,1943,7581,PIQUIO,2017-10-31T16:54:07.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/250.csv
251,3,2017-10-31T16:54:04.897Z,816,4274,16,PASEO PEREDA 35,2064,11907,PASEO PEREDA 35,2017-10-31T16:54:07.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/251.csv
252,2,2017-10-31T16:54:04.897Z,2134,7089,16,CONSUELO BERGES,3333,8433,CONSUELO BERGES,2017-10-31T16:54:07.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/252.csv
253,1,2017-10-31T16:54:04.897Z,370,1611,16,ODRIOZOLA,1569,6619,ODRIOZOLA,2017-10-31T16:54:07.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/253.csv
318,13,2017-10-31T16:54:05.147Z,587,3032,19,CUETO por el SARDINERO,2340,11441,CUETO por el SARDINERO,2017-10-31T16:54:07.734Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/318.csv
319,4,2017-10-31T16:54:05.147Z,1238,5776,19,PIQUIO,2144,9181,PIQUIO,2017-10-31T16:54:07.734Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/319.csv
320,2,2017-10-31T16:54:05.147Z,126,760,19,CONSUELO BERGES,2342,7621,CONSUELO BERGES,2017-10-31T16:54:07.734Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/320.csv
321,1,2017-10-31T16:54:05.147Z,586,2662,19,ODRIOZOLA,1741,7756,ODRIOZOLA,2017-10-31T16:54:07.734Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/321.csv
293,7C2,2017-10-31T16:54:05.100Z,870,4352,18,JOAQUIN BUSTAMANTE,2190,4427,JOAQUIN BUSTAMANTE,2017-10-31T16:54:07.734Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/293.csv
294,13,2017-10-31T16:54:05.100Z,563,2447,18,CUETO por el SARDINERO,2264,10810,CUETO por el SARDINERO,2017-10-31T16:54:07.734Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/294.csv
295,4,2017-10-31T16:54:05.100Z,1165,5254,18,PIQUIO,2090,8676,PIQUIO,2017-10-31T16:54:07.734Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/295.csv
296,2,2017-10-31T16:54:05.100Z,50,256,18,CONSUELO BERGES,2281,7178,CONSUELO BERGES,2017-10-31T16:54:07.734Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/296.csv
297,1,2017-10-31T16:54:05.100Z,520,2273,18,ODRIOZOLA,1653,7250,ODRIOZOLA,2017-10-31T16:54:07.734Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/297.csv
288,7C2,2017-10-31T16:54:05.037Z,807,3742,17,JOAQUIN BUSTAMANTE,2127,4251,JOAQUIN BUSTAMANTE,2017-10-31T16:54:07.734Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/288.csv
