dc:identifier,ayto:etiqLinea,ayto:fechActual,ayto:tiempo1,ayto:distancia1,ayto:paradaId,ayto:destino1,ayto:tiempo2,ayto:distancia2,ayto:destino2,dc:modified,uri
414,E1,2017-10-31T04:41:54.723Z,0,0,29,VALDECILLA,,,,2017-10-31T16:54:06.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/414.csv
396,E1,2017-10-31T04:41:03.287Z,2,7,28,VALDECILLA,,,,2017-10-31T16:54:06.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/396.csv
395,E1,2017-10-31T04:40:37.397Z,0,0,27,VALDECILLA,,,,2017-10-31T16:54:06.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/395.csv
385,E1,2017-10-31T04:39:46.550Z,0,0,25,GREGORIO MARAÑON,,,,2017-10-31T16:54:06.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/385.csv
384,E1,2017-10-31T04:39:46.537Z,0,0,24,GREGORIO MARAÑON,,,,2017-10-31T16:54:06.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/384.csv
364,E1,2017-10-31T04:39:46.503Z,0,0,23,GREGORIO MARAÑON,,,,2017-10-31T16:54:06.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/364.csv
363,E1,2017-10-31T04:39:46.490Z,0,0,22,GREGORIO MARAÑON,,,,2017-10-31T16:54:06.74Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/363.csv
276,3,2017-10-29T20:03:54.407Z,0,0,17,PIQUIO,,,,2017-10-31T16:54:06.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/276.csv
1818,18,2017-10-31T16:53:59.443Z,549,2696,387,PUERTOCHICO,,,,2017-10-31T16:54:06.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1818.csv
1794,18,2017-10-31T16:53:59.130Z,508,2448,374,PUERTOCHICO,,,,2017-10-31T16:54:06.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1794.csv
1680,4,2017-10-31T06:39:30.350Z,0,0,324,BARRIO PESQUERO,,,,2017-10-31T16:54:06.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1680.csv
1997,E1,2017-10-31T04:41:26.397Z,0,0,453,VALDECILLA,,,,2017-10-31T16:54:06.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1997.csv
1397,E1,2017-10-31T04:39:48.410Z,0,0,196,GREGORIO MARAÑON,,,,2017-10-31T16:54:06.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1397.csv
718,E1,2017-10-31T04:55:38.690Z,0,0,45,VALDECILLA,,,,2017-10-31T16:54:06.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/718.csv
673,E1,2017-10-31T04:53:57.390Z,0,0,44,VALDECILLA,,,,2017-10-31T16:54:06.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/673.csv
670,E1,2017-10-31T04:53:07.623Z,0,0,43,VALDECILLA,,,,2017-10-31T16:54:06.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/670.csv
625,E1,2017-10-31T04:52:18.670Z,0,0,42,VALDECILLA,,,,2017-10-31T16:54:06.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/625.csv
620,E1,2017-10-31T04:51:04.827Z,0,0,41,VALDECILLA,,,,2017-10-31T16:54:06.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/620.csv
579,E1,2017-10-31T04:49:45.747Z,0,0,40,VALDECILLA,,,,2017-10-31T16:54:06.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/579.csv
574,E1,2017-10-31T04:49:01.607Z,0,0,39,VALDECILLA,,,,2017-10-31T16:54:06.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/574.csv
535,E1,2017-10-31T04:47:40.167Z,0,0,38,VALDECILLA,,,,2017-10-31T16:54:06.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/535.csv
529,E1,2017-10-31T04:46:56.120Z,24,101,37,VALDECILLA,,,,2017-10-31T16:54:06.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/529.csv
502,E1,2017-10-31T04:46:30.883Z,0,0,36,VALDECILLA,,,,2017-10-31T16:54:06.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/502.csv
499,E1,2017-10-31T04:45:40.540Z,0,0,35,VALDECILLA,,,,2017-10-31T16:54:06.739Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/499.csv
1127,5C2,2017-10-29T22:00:36.353Z,0,0,130,PLAZA DE ITALIA,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1127.csv
1143,5C2,2017-10-29T22:03:12.293Z,4,17,134,PLAZA DE ITALIA,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1143.csv
1124,5C2,2017-10-29T22:00:36.323Z,0,0,129,PLAZA DE ITALIA,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1124.csv
527,3,2017-10-29T19:23:54.093Z,0,0,37,OJAIZ,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/527.csv
503,3,2017-10-29T19:22:16.327Z,0,0,36,OJAIZ,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/503.csv
498,3,2017-10-29T19:20:51.873Z,10,123,35,OJAIZ,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/498.csv
474,3,2017-10-29T19:20:37.497Z,0,0,34,OJAIZ,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/474.csv
469,3,2017-10-29T19:20:10.060Z,0,0,33,OJAIZ,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/469.csv
441,3,2017-10-29T19:19:13.043Z,2,19,32,OJAIZ,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/441.csv
438,3,2017-10-29T19:18:58.730Z,0,0,31,OJAIZ,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/438.csv
417,3,2017-10-29T19:17:19.917Z,0,0,30,OJAIZ,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/417.csv
1233,5C1,2017-10-29T21:55:50.100Z,87,533,152,PLAZA ITALIA,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1233.csv
1144,5C1,2017-10-29T21:55:49.820Z,110,671,134,PLAZA ITALIA,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1144.csv
1125,5C1,2017-10-29T21:44:13.983Z,0,0,129,PLAZA ITALIA,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1125.csv
942,3,2017-10-29T19:16:41.213Z,0,0,91,OJAIZ,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/942.csv
365,3,2017-10-29T20:08:23.503Z,0,0,23,PIQUIO,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/365.csv
362,3,2017-10-29T20:07:43.237Z,0,0,22,PIQUIO,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/362.csv
337,3,2017-10-29T20:06:20.843Z,7,72,21,PIQUIO,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/337.csv
332,3,2017-10-29T20:05:54.127Z,12,127,20,PIQUIO,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/332.csv
308,3,2017-10-29T20:05:40.593Z,0,0,19,PIQUIO,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/308.csv
304,3,2017-10-29T20:05:14.437Z,0,0,18,PIQUIO,,,,2017-10-31T16:54:06.738Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/304.csv
1300,E3,2017-10-27T05:45:39.067Z,0,0,173,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1300.csv
1185,E3,2017-10-27T05:43:35.877Z,0,0,143,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1185.csv
1178,E3,2017-10-27T05:42:44.640Z,0,0,142,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1178.csv
1176,E3,2017-10-27T05:40:57.750Z,0,0,141,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1176.csv
1170,E3,2017-10-27T05:39:47.547Z,0,0,140,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1170.csv
1167,E3,2017-10-27T05:38:38.373Z,0,0,139,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1167.csv
1162,E3,2017-10-27T05:37:49.967Z,0,0,138,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1162.csv
1159,E3,2017-10-27T05:36:22.557Z,0,0,137,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1159.csv
1153,E3,2017-10-27T05:35:12.887Z,0,0,136,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1153.csv
1150,E3,2017-10-27T05:30:38.633Z,201,0,135,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1150.csv
914,E3,2017-10-27T05:54:51.620Z,38,160,83,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/914.csv
905,E3,2017-10-27T05:54:51.587Z,0,0,82,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/905.csv
902,E3,2017-10-27T05:53:26.400Z,42,172,81,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/902.csv
893,E3,2017-10-27T05:53:09.117Z,11,47,80,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/893.csv
890,E3,2017-10-27T05:52:51.570Z,19,44,79,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/890.csv
880,E3,2017-10-27T05:52:17.163Z,0,0,78,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/880.csv
55,E3,2017-10-27T05:51:03.507Z,0,0,8,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/55.csv
32,E3,2017-10-27T05:50:12.397Z,0,0,7,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/32.csv
1135,5C1,2017-10-29T21:44:14.030Z,0,0,132,PLAZA ITALIA,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1135.csv
1133,5C1,2017-10-29T21:44:14.013Z,0,0,131,PLAZA ITALIA,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1133.csv
1126,5C1,2017-10-29T21:44:13.997Z,0,0,130,PLAZA ITALIA,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1126.csv
1136,5C2,2017-10-29T22:00:36.387Z,0,0,132,PLAZA DE ITALIA,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1136.csv
1134,5C2,2017-10-29T22:00:36.370Z,0,0,131,PLAZA DE ITALIA,,,,2017-10-31T16:54:06.737Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1134.csv
891,E4,2017-09-29T06:03:39.653Z,0,0,79,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/891.csv
879,E4,2017-09-29T06:03:39.623Z,0,0,78,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/879.csv
878,E4,2017-10-27T05:47:39.097Z,0,0,77,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/878.csv
717,E4,2017-10-27T05:55:41.900Z,0,0,45,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/717.csv
674,E4,2017-10-27T05:53:59.040Z,0,0,44,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/674.csv
669,E4,2017-10-27T05:52:15.603Z,0,0,43,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/669.csv
626,E4,2017-10-27T05:49:38.803Z,0,0,42,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/626.csv
580,E4,2017-10-27T05:47:18.817Z,0,0,40,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/580.csv
573,E4,2017-10-27T05:45:16.567Z,0,0,39,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/573.csv
536,E4,2017-10-27T05:43:32.063Z,19,81,38,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/536.csv
528,E4,2017-10-27T05:42:57.220Z,30,120,37,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/528.csv
1971,E4,2017-10-27T05:44:17.893Z,0,0,444,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1971.csv
1679,E4,2017-10-27T05:42:13.407Z,0,0,324,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1679.csv
943,E5,2016-06-20T05:56:14.597Z,0,0,92,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/943.csv
1927,E5,2016-06-20T05:56:04.363Z,0,0,433,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1927.csv
1925,E5,2016-06-20T05:54:14.847Z,0,0,432,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1925.csv
1922,E5,2016-06-20T05:52:24.940Z,0,0,431,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1922.csv
1921,E5,2016-06-20T05:51:18.690Z,0,0,430,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1921.csv
1918,E5,2016-06-20T05:51:18.643Z,0,5,429,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1918.csv
1312,E3,2017-10-27T05:48:50.897Z,19,86,176,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1312.csv
1308,E3,2017-10-27T05:48:34.067Z,0,0,175,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1308.csv
1305,E3,2017-10-27T05:46:49.333Z,0,0,174,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.736Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1305.csv
1085,E3,2017-10-27T12:36:59.027Z,0,0,122,MIRANDA,,,,2017-10-31T16:54:06.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1085.csv
1082,E3,2017-10-27T12:35:54.900Z,0,0,121,MIRANDA,,,,2017-10-31T16:54:06.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1082.csv
1076,E3,2017-10-27T12:34:34.603Z,0,0,120,MIRANDA,,,,2017-10-31T16:54:06.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1076.csv
814,E3,2017-10-27T12:21:53.623Z,0,0,65,MIRANDA,,,,2017-10-31T16:54:06.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/814.csv
808,E3,2017-10-27T12:19:32.607Z,37,158,64,MIRANDA,,,,2017-10-31T16:54:06.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/808.csv
807,E3,2017-10-27T12:19:00.043Z,11,52,63,MIRANDA,,,,2017-10-31T16:54:06.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/807.csv
798,E3,2017-10-27T12:18:11.980Z,1,4,62,MIRANDA,,,,2017-10-31T16:54:06.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/798.csv
797,E3,2017-10-27T12:17:22.277Z,0,0,61,MIRANDA,,,,2017-10-31T16:54:06.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/797.csv
745,E3,2017-10-27T12:29:08.020Z,0,0,47,MIRANDA,,,,2017-10-31T16:54:06.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/745.csv
719,E3,2017-10-27T12:27:52.130Z,0,0,46,MIRANDA,,,,2017-10-31T16:54:06.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/719.csv
1573,E5,2016-06-17T12:26:13.283Z,0,0,270,CALLE ALTA,,,,2017-10-31T16:54:06.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1573.csv
1570,E5,2016-06-17T12:25:31.333Z,0,0,269,CALLE ALTA,,,,2017-10-31T16:54:06.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1570.csv
1565,E5,2016-06-17T12:24:49.300Z,0,0,268,CALLE ALTA,,,,2017-10-31T16:54:06.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1565.csv
1915,E5,2016-06-20T06:17:07.270Z,21472,0,428,CALLE ALTA,,,,2017-10-31T16:54:06.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1915.csv
1916,E3,2017-10-27T12:15:19.557Z,0,0,428,MIRANDA,,,,2017-10-31T16:54:06.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1916.csv
1309,6C1,2016-04-12T07:29:27.807Z,382,1605,175,COMPLEJO,2226,9424,COMPLEJO,2017-10-31T16:54:06.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1309.csv
915,E4,2017-09-29T06:07:20.470Z,19,0,83,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/915.csv
904,E4,2017-09-29T06:07:20.423Z,0,0,82,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/904.csv
903,E4,2017-09-29T06:05:36.483Z,0,2,81,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/903.csv
892,E4,2017-09-29T06:03:56.640Z,0,4,80,INSTITUTOS PEÑACASTILLO,,,,2017-10-31T16:54:06.735Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/892.csv
1096,E3,2017-10-27T12:40:00.827Z,0,0,124,MIRANDA,,,,2017-10-31T16:54:06.734Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1096.csv
1093,E3,2017-10-27T12:39:11.123Z,0,0,123,MIRANDA,,,,2017-10-31T16:54:06.734Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1093.csv
1370,E3,2017-10-27T12:32:28.773Z,0,0,191,MIRANDA,,,,2017-10-31T16:54:06.733Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1370.csv
1363,E3,2017-10-27T12:30:50.583Z,0,0,190,MIRANDA,,,,2017-10-31T16:54:06.733Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1363.csv
1357,E3,2017-10-27T12:30:18.770Z,0,0,189,MIRANDA,,,,2017-10-31T16:54:06.733Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1357.csv
1355,E3,2017-10-27T12:29:28.880Z,20,81,188,MIRANDA,,,,2017-10-31T16:54:06.733Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1355.csv
1114,E3,2017-10-27T12:42:28.657Z,0,0,126,MIRANDA,,,,2017-10-31T16:54:06.733Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1114.csv
1103,E3,2017-10-27T12:41:06.403Z,0,0,125,MIRANDA,,,,2017-10-31T16:54:06.733Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1103.csv
1177,5C2,2017-10-29T10:00:32.287Z,88,495,141,PLAZA DE ITALIA,1434,0,PLAZA DE ITALIA,2017-10-31T16:54:06.731Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1177.csv
1431,20,2016-04-12T07:29:30.120Z,418,1758,203,BARRIO LA TORRE,1895,8494,BARRIO LA TORRE,2017-10-31T16:54:06.731Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1431.csv
272,1,2017-08-04T20:44:23.137Z,3350,16637,16,ODRIOZOLA,,,,2017-10-31T16:54:06.731Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/272.csv
675,1,2017-08-04T20:57:14.980Z,620,3301,44,ADARZO,1933,9789,ADARZO,2017-10-31T16:54:06.731Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/675.csv
858,3,2016-04-12T07:29:16.430Z,679,1550,75,OJAIZ,1939,7097,OJAIZ,2017-10-31T16:54:06.731Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/858.csv
1688,1,2017-08-04T21:01:20.807Z,3500,18724,327,ODRIOZOLA,4836,25015,ODRIOZOLA,2017-10-31T16:54:06.731Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1688.csv
1035,E5,2016-06-17T12:21:58.097Z,0,0,109,CALLE ALTA,,,,2017-10-31T16:54:06.731Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1035.csv
1383,E3,2017-10-27T12:33:16.150Z,0,0,192,MIRANDA,,,,2017-10-31T16:54:06.731Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1383.csv
1943,16,2016-04-12T07:29:02.243Z,999,3324,438,PLAZA REMEDIOS,3219,9247,PLAZA REMEDIOS,2017-10-31T16:54:06.73Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1943.csv
1761,19,2016-04-12T07:28:59.620Z,1974,8265,360,RICARDO LOPEZ ARANDA,6518,27216,RICARDO LOPEZ ARANDA,2017-10-31T16:54:06.73Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1761.csv
1209,14,2017-09-30T17:17:23.597Z,21,46,145,LOS PELIGROS,,,,2017-10-31T16:54:06.73Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1209.csv
778,3,2017-10-31T16:53:51.380Z,7362,29792,54,OJAIZ,,,,2017-10-31T16:54:06.73Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/778.csv
1906,17,2017-10-31T16:52:55.630Z,0,0,421,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.73Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1906.csv
1339,17,2017-10-31T16:45:29.500Z,4578,18576,183,CORBAN por Avda Deporte,,,,2017-10-31T16:54:06.73Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1339.csv
1306,6C1,2016-04-12T07:29:27.743Z,267,1124,174,COMPLEJO,2111,8945,COMPLEJO,2017-10-31T16:54:06.73Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1306.csv
1998,1,2017-08-04T20:38:07.963Z,414,1925,453,ADARZO,,,,2017-10-31T16:54:06.73Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1998.csv
1562,12,2016-04-12T07:28:57.150Z,220,922,267,SAN MARTIN DEL PINO,1808,7575,SAN MARTIN DEL PINO,2017-10-31T16:54:06.73Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1562.csv
101,1,2016-04-12T07:29:06.650Z,0,0,10,ODRIOZOLA,344,1444,ODRIOZOLA,2017-10-31T16:54:06.73Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/101.csv
1505,18,2017-10-31T16:53:56.460Z,2857,12531,229,PUERTOCHICO,,,,2017-10-31T16:54:06.73Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1505.csv
471,1,2017-08-04T20:43:06.887Z,613,2453,33,ADARZO,,,,2017-10-31T16:54:06.73Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/471.csv
162,1,2017-08-04T20:36:47.353Z,3408,17620,12,ODRIOZOLA,,,,2017-10-31T16:54:06.73Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/162.csv
415,1,2017-08-04T20:38:48.243Z,432,2229,29,ADARZO,,,,2017-10-31T16:54:06.73Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/415.csv
21,1,2017-08-04T20:26:44.027Z,3567,17544,4,ODRIOZOLA,4786,0,ODRIOZOLA,2017-10-31T16:54:06.73Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/21.csv
100,1,2017-08-04T20:33:18.073Z,3520,17965,10,ODRIOZOLA,,,,2017-10-31T16:54:06.73Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/100.csv
1944,16,2016-04-12T07:29:02.243Z,999,3324,438,PLAZA REMEDIOS,3219,9247,PLAZA REMEDIOS,2017-10-31T16:54:06.73Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1944.csv
576,E30,2015-08-02T00:09:33.797Z,0,0,39,PLAZA ESTACIONES,,,,2017-10-31T16:54:06.729Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/576.csv
271,E30,2015-08-01T23:52:54.090Z,0,0,16,FERIAS,,,,2017-10-31T16:54:06.729Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/271.csv
214,E30,2015-08-01T23:51:14.603Z,0,0,15,FERIAS,,,,2017-10-31T16:54:06.729Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/214.csv
213,E30,2015-08-01T23:48:20.617Z,34,120,14,FERIAS,,,,2017-10-31T16:54:06.729Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/213.csv
