dc:identifier,dc:modified,ayto:tarjeta,ayto:dia,uri
2017111717101INA,2017-10-31T01:25:01.29Z,17101INA,2017-11-16T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111717101ina.csv
2017111717072ILA,2017-10-31T01:25:01.29Z,17072ILA,2017-11-16T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111717072ila.csv
2017111717071ILA,2017-10-31T01:25:01.29Z,17071ILA,2017-11-16T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111717071ila.csv
2017111717062ILA,2017-10-31T01:25:01.29Z,17062ILA,2017-11-16T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111717062ila.csv
2017111717061ILA,2017-10-31T01:25:01.29Z,17061ILA,2017-11-16T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111717061ila.csv
2017111717052ILA,2017-10-31T01:25:01.29Z,17052ILA,2017-11-16T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111717052ila.csv
2017111717051ILA,2017-10-31T01:25:01.29Z,17051ILA,2017-11-16T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111717051ila.csv
2017111717023ILA,2017-10-31T01:25:01.29Z,17023ILA,2017-11-16T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111717023ila.csv
2017111717021ILA,2017-10-31T01:25:01.29Z,17021ILA,2017-11-16T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111717021ila.csv
2017111717020ILA,2017-10-31T01:25:01.29Z,17020ILA,2017-11-16T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111717020ila.csv
2017111717019ILA,2017-10-31T01:25:01.29Z,17019ILA,2017-11-16T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111717019ila.csv
2017111717018ILA,2017-10-31T01:25:01.29Z,17018ILA,2017-11-16T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111717018ila.csv
2017111717017ILA,2017-10-31T01:25:01.29Z,17017ILA,2017-11-16T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111717017ila.csv
2017111717016ILA,2017-10-31T01:25:01.29Z,17016ILA,2017-11-16T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111717016ila.csv
2017111717014ILA,2017-10-31T01:25:01.29Z,17014ILA,2017-11-16T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111717014ila.csv
2017111717013ILA,2017-10-31T01:25:01.29Z,17013ILA,2017-11-16T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111717013ila.csv
2017111717012ILA,2017-10-31T01:25:01.29Z,17012ILA,2017-11-16T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111717012ila.csv
2017111917061IFA,2017-10-31T01:25:01.289Z,17061IFA,2017-11-18T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111917061ifa.csv
2017111917052IFA,2017-10-31T01:25:01.289Z,17052IFA,2017-11-18T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111917052ifa.csv
2017111917051IFA,2017-10-31T01:25:01.289Z,17051IFA,2017-11-18T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111917051ifa.csv
2017111917018IFA,2017-10-31T01:25:01.289Z,17018IFA,2017-11-18T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111917018ifa.csv
2017111917017IFA,2017-10-31T01:25:01.289Z,17017IFA,2017-11-18T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111917017ifa.csv
2017111917014IFA,2017-10-31T01:25:01.289Z,17014IFA,2017-11-18T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111917014ifa.csv
2017111917013IFA,2017-10-31T01:25:01.289Z,17013IFA,2017-11-18T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111917013ifa.csv
2017111917012IFA,2017-10-31T01:25:01.289Z,17012IFA,2017-11-18T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111917012ifa.csv
2017111917011IFA,2017-10-31T01:25:01.289Z,17011IFA,2017-11-18T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111917011ifa.csv
2017111917004IFA,2017-10-31T01:25:01.289Z,17004IFA,2017-11-18T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111917004ifa.csv
2017111917003IFA,2017-10-31T01:25:01.289Z,17003IFA,2017-11-18T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111917003ifa.csv
2017111917002IFA,2017-10-31T01:25:01.289Z,17002IFA,2017-11-18T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111917002ifa.csv
2017111917001IFA,2017-10-31T01:25:01.289Z,17001IFA,2017-11-18T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111917001ifa.csv
2017111817EISRB,2017-10-31T01:25:01.289Z,17EISRB,2017-11-17T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111817eisrb.csv
2017111817EISOB,2017-10-31T01:25:01.289Z,17EISOB,2017-11-17T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111817eisob.csv
2017111817103INA,2017-10-31T01:25:01.289Z,17103INA,2017-11-17T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111817103ina.csv
2017111817102INA,2017-10-31T01:25:01.289Z,17102INA,2017-11-17T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111817102ina.csv
2017111817101INA,2017-10-31T01:25:01.289Z,17101INA,2017-11-17T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111817101ina.csv
2017111817072ISA,2017-10-31T01:25:01.289Z,17072ISA,2017-11-17T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111817072isa.csv
2017111817071ISA,2017-10-31T01:25:01.289Z,17071ISA,2017-11-17T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111817071isa.csv
2017111817062ISA,2017-10-31T01:25:01.289Z,17062ISA,2017-11-17T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111817062isa.csv
2017111817061ISA,2017-10-31T01:25:01.289Z,17061ISA,2017-11-17T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111817061isa.csv
2017111817052ISA,2017-10-31T01:25:01.289Z,17052ISA,2017-11-17T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111817052isa.csv
2017111817051ISA,2017-10-31T01:25:01.289Z,17051ISA,2017-11-17T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111817051isa.csv
2017111817019ISA,2017-10-31T01:25:01.289Z,17019ISA,2017-11-17T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111817019isa.csv
2017111817018ISA,2017-10-31T01:25:01.289Z,17018ISA,2017-11-17T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111817018isa.csv
2017111817017ISA,2017-10-31T01:25:01.289Z,17017ISA,2017-11-17T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111817017isa.csv
2017111817016ISA,2017-10-31T01:25:01.289Z,17016ISA,2017-11-17T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111817016isa.csv
2017111817014ISA,2017-10-31T01:25:01.289Z,17014ISA,2017-11-17T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111817014isa.csv
2017111817013ISA,2017-10-31T01:25:01.289Z,17013ISA,2017-11-17T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111817013isa.csv
2017111817012ISA,2017-10-31T01:25:01.289Z,17012ISA,2017-11-17T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111817012isa.csv
2017112017EILIUA,2017-10-31T01:25:01.288Z,17EILIUA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017eiliua.csv
2017112017072ILA,2017-10-31T01:25:01.288Z,17072ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017072ila.csv
2017112017071ILA,2017-10-31T01:25:01.288Z,17071ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017071ila.csv
2017112017062ILA,2017-10-31T01:25:01.288Z,17062ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017062ila.csv
2017112017061ILA,2017-10-31T01:25:01.288Z,17061ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017061ila.csv
2017112017052ILA,2017-10-31T01:25:01.288Z,17052ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017052ila.csv
2017112017051ILA,2017-10-31T01:25:01.288Z,17051ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017051ila.csv
2017112017023ILA,2017-10-31T01:25:01.288Z,17023ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017023ila.csv
2017112017021ILA,2017-10-31T01:25:01.288Z,17021ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017021ila.csv
2017112017020ILA,2017-10-31T01:25:01.288Z,17020ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017020ila.csv
2017112017019ILA,2017-10-31T01:25:01.288Z,17019ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017019ila.csv
2017112017018ILA,2017-10-31T01:25:01.288Z,17018ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017018ila.csv
2017112017017ILA,2017-10-31T01:25:01.288Z,17017ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017017ila.csv
2017112017016ILA,2017-10-31T01:25:01.288Z,17016ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017016ila.csv
2017112017014ILA,2017-10-31T01:25:01.288Z,17014ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017014ila.csv
2017112017013ILA,2017-10-31T01:25:01.288Z,17013ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017013ila.csv
2017112017012ILA,2017-10-31T01:25:01.288Z,17012ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017012ila.csv
2017112017011ILA,2017-10-31T01:25:01.288Z,17011ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017011ila.csv
2017112017004ILA,2017-10-31T01:25:01.288Z,17004ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017004ila.csv
2017112017003ILA,2017-10-31T01:25:01.288Z,17003ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017003ila.csv
2017112017002ILA,2017-10-31T01:25:01.288Z,17002ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017002ila.csv
2017112017001ILA,2017-10-31T01:25:01.288Z,17001ILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017001ila.csv
2017111917EIFRB,2017-10-31T01:25:01.288Z,17EIFRB,2017-11-18T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111917eifrb.csv
2017111917EIFOB,2017-10-31T01:25:01.288Z,17EIFOB,2017-11-18T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111917eifob.csv
2017111917072IFA,2017-10-31T01:25:01.288Z,17072IFA,2017-11-18T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111917072ifa.csv
2017111917071IFA,2017-10-31T01:25:01.288Z,17071IFA,2017-11-18T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111917071ifa.csv
2017111917062IFA,2017-10-31T01:25:01.288Z,17062IFA,2017-11-18T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017111917062ifa.csv
2017112217014ILA,2017-10-31T01:25:01.287Z,17014ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217014ila.csv
2017112217013ILA,2017-10-31T01:25:01.287Z,17013ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217013ila.csv
2017112217012ILA,2017-10-31T01:25:01.287Z,17012ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217012ila.csv
2017112217011ILA,2017-10-31T01:25:01.287Z,17011ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217011ila.csv
2017112217004ILA,2017-10-31T01:25:01.287Z,17004ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217004ila.csv
2017112217003ILA,2017-10-31T01:25:01.287Z,17003ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217003ila.csv
2017112217002ILA,2017-10-31T01:25:01.287Z,17002ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217002ila.csv
2017112217001ILA,2017-10-31T01:25:01.287Z,17001ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217001ila.csv
2017112117RILA,2017-10-31T01:25:01.287Z,17RILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117rila.csv
2017112117EILIUA,2017-10-31T01:25:01.287Z,17EILIUA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117eiliua.csv
2017112117072ILA,2017-10-31T01:25:01.287Z,17072ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117072ila.csv
2017112117071ILA,2017-10-31T01:25:01.287Z,17071ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117071ila.csv
2017112117062ILA,2017-10-31T01:25:01.287Z,17062ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117062ila.csv
2017112117061ILA,2017-10-31T01:25:01.287Z,17061ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117061ila.csv
2017112117052ILA,2017-10-31T01:25:01.287Z,17052ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117052ila.csv
2017112117051ILA,2017-10-31T01:25:01.287Z,17051ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117051ila.csv
2017112117023ILA,2017-10-31T01:25:01.287Z,17023ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117023ila.csv
2017112117021ILA,2017-10-31T01:25:01.287Z,17021ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117021ila.csv
2017112117020ILA,2017-10-31T01:25:01.287Z,17020ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117020ila.csv
2017112117019ILA,2017-10-31T01:25:01.287Z,17019ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117019ila.csv
2017112117018ILA,2017-10-31T01:25:01.287Z,17018ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117018ila.csv
2017112117017ILA,2017-10-31T01:25:01.287Z,17017ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117017ila.csv
2017112117016ILA,2017-10-31T01:25:01.287Z,17016ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117016ila.csv
2017112117014ILA,2017-10-31T01:25:01.287Z,17014ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117014ila.csv
2017112117013ILA,2017-10-31T01:25:01.287Z,17013ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117013ila.csv
2017112117012ILA,2017-10-31T01:25:01.287Z,17012ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117012ila.csv
2017112117011ILA,2017-10-31T01:25:01.287Z,17011ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117011ila.csv
2017112117004ILA,2017-10-31T01:25:01.287Z,17004ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117004ila.csv
2017112117003ILA,2017-10-31T01:25:01.287Z,17003ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117003ila.csv
2017112117002ILA,2017-10-31T01:25:01.287Z,17002ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117002ila.csv
2017112117001ILA,2017-10-31T01:25:01.287Z,17001ILA,2017-11-20T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112117001ila.csv
2017112017RILA,2017-10-31T01:25:01.287Z,17RILA,2017-11-19T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112017rila.csv
2017112317072ILA,2017-10-31T01:25:01.286Z,17072ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317072ila.csv
2017112317071ILA,2017-10-31T01:25:01.286Z,17071ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317071ila.csv
2017112317062ILA,2017-10-31T01:25:01.286Z,17062ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317062ila.csv
2017112317061ILA,2017-10-31T01:25:01.286Z,17061ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317061ila.csv
2017112317052ILA,2017-10-31T01:25:01.286Z,17052ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317052ila.csv
2017112317051ILA,2017-10-31T01:25:01.286Z,17051ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317051ila.csv
2017112317023ILA,2017-10-31T01:25:01.286Z,17023ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317023ila.csv
2017112317021ILA,2017-10-31T01:25:01.286Z,17021ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317021ila.csv
2017112317020ILA,2017-10-31T01:25:01.286Z,17020ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317020ila.csv
2017112317019ILA,2017-10-31T01:25:01.286Z,17019ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317019ila.csv
2017112317018ILA,2017-10-31T01:25:01.286Z,17018ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317018ila.csv
2017112317017ILA,2017-10-31T01:25:01.286Z,17017ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317017ila.csv
2017112317016ILA,2017-10-31T01:25:01.286Z,17016ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317016ila.csv
2017112317014ILA,2017-10-31T01:25:01.286Z,17014ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317014ila.csv
2017112317013ILA,2017-10-31T01:25:01.286Z,17013ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317013ila.csv
2017112317012ILA,2017-10-31T01:25:01.286Z,17012ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317012ila.csv
2017112317011ILA,2017-10-31T01:25:01.286Z,17011ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317011ila.csv
2017112317004ILA,2017-10-31T01:25:01.286Z,17004ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317004ila.csv
2017112317003ILA,2017-10-31T01:25:01.286Z,17003ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317003ila.csv
2017112317002ILA,2017-10-31T01:25:01.286Z,17002ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317002ila.csv
2017112317001ILA,2017-10-31T01:25:01.286Z,17001ILA,2017-11-22T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112317001ila.csv
2017112217RILA,2017-10-31T01:25:01.286Z,17RILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217rila.csv
2017112217EILIUA,2017-10-31T01:25:01.286Z,17EILIUA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217eiliua.csv
2017112217072ILA,2017-10-31T01:25:01.286Z,17072ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217072ila.csv
2017112217071ILA,2017-10-31T01:25:01.286Z,17071ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217071ila.csv
2017112217062ILA,2017-10-31T01:25:01.286Z,17062ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217062ila.csv
2017112217061ILA,2017-10-31T01:25:01.286Z,17061ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217061ila.csv
2017112217052ILA,2017-10-31T01:25:01.286Z,17052ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217052ila.csv
2017112217051ILA,2017-10-31T01:25:01.286Z,17051ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217051ila.csv
2017112217023ILA,2017-10-31T01:25:01.286Z,17023ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217023ila.csv
2017112217021ILA,2017-10-31T01:25:01.286Z,17021ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217021ila.csv
2017112217020ILA,2017-10-31T01:25:01.286Z,17020ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217020ila.csv
2017112217019ILA,2017-10-31T01:25:01.286Z,17019ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217019ila.csv
2017112217018ILA,2017-10-31T01:25:01.286Z,17018ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217018ila.csv
2017112217017ILA,2017-10-31T01:25:01.286Z,17017ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217017ila.csv
2017112217016ILA,2017-10-31T01:25:01.286Z,17016ILA,2017-11-21T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112217016ila.csv
2017112517011ISA,2017-10-31T01:25:01.285Z,17011ISA,2017-11-24T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112517011isa.csv
2017112517004ISA,2017-10-31T01:25:01.285Z,17004ISA,2017-11-24T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112517004isa.csv
2017112517003ISA,2017-10-31T01:25:01.285Z,17003ISA,2017-11-24T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112517003isa.csv
2017112517002ISA,2017-10-31T01:25:01.285Z,17002ISA,2017-11-24T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112517002isa.csv
2017112517001ISA,2017-10-31T01:25:01.285Z,17001ISA,2017-11-24T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112517001isa.csv
2017112417RILA,2017-10-31T01:25:01.285Z,17RILA,2017-11-23T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112417rila.csv
2017112417EILIUA,2017-10-31T01:25:01.285Z,17EILIUA,2017-11-23T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112417eiliua.csv
2017112417103INA,2017-10-31T01:25:01.285Z,17103INA,2017-11-23T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112417103ina.csv
2017112417102INA,2017-10-31T01:25:01.285Z,17102INA,2017-11-23T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112417102ina.csv
2017112417101INA,2017-10-31T01:25:01.285Z,17101INA,2017-11-23T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112417101ina.csv
2017112417072ILA,2017-10-31T01:25:01.285Z,17072ILA,2017-11-23T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112417072ila.csv
2017112417071ILA,2017-10-31T01:25:01.285Z,17071ILA,2017-11-23T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017112417071ila.csv
