dc:identifier,dc:modified,ayto:linea,ayto:parada,gn:coordX,gn:coordY,wgs84_pos:lat,wgs84_pos:long,uri
141,2017-10-31T02:40:00.429Z,2,334,430059.34,4812799.5,43.46295911818256,-3.865911761191181,http://datos.santander.es/api/datos/lineas_bus_paradas/141.csv
142,2017-10-31T02:40:00.429Z,2,453,436187.7,4814251.5,43.476580300978824,-3.790331423868277,http://datos.santander.es/api/datos/lineas_bus_paradas/142.csv
143,2017-10-31T02:40:00.429Z,2,466,430646.78,4812565.5,43.460907051262325,-3.8586209186506997,http://datos.santander.es/api/datos/lineas_bus_paradas/143.csv
144,2017-10-31T02:40:00.429Z,2,467,4430790.0,4812465.0,35.09433725063088,39.063565091017104,http://datos.santander.es/api/datos/lineas_bus_paradas/144.csv
145,2017-10-31T02:40:00.429Z,2,468,430801.1,4812461.0,43.45998049738937,-3.856700235153733,http://datos.santander.es/api/datos/lineas_bus_paradas/145.csv
146,2017-10-31T02:40:00.429Z,2,469,430700.4,4812610.5,43.46131717273578,-3.8579638960418463,http://datos.santander.es/api/datos/lineas_bus_paradas/146.csv
1,2017-10-31T02:40:00.429Z,1,1,430890.84,4812199.0,43.4576299170707,-3.85555782063574,http://datos.santander.es/api/datos/lineas_bus_paradas/1.csv
2,2017-10-31T02:40:00.429Z,1,2,431136.4,4812263.0,43.458228783238,-3.8525309285622544,http://datos.santander.es/api/datos/lineas_bus_paradas/2.csv
3,2017-10-31T02:40:00.429Z,1,3,431460.7,4812345.5,43.459001352606194,-3.8485331011939707,http://datos.santander.es/api/datos/lineas_bus_paradas/3.csv
4,2017-10-31T02:40:00.429Z,1,4,431647.53,4812391.5,43.45943260735404,-3.8462297044292435,http://datos.santander.es/api/datos/lineas_bus_paradas/4.csv
5,2017-10-31T02:40:00.429Z,1,5,431896.56,4812418.5,43.45969841877784,-3.8431551119739953,http://datos.santander.es/api/datos/lineas_bus_paradas/5.csv
6,2017-10-31T02:40:00.429Z,1,6,432073.2,4812419.5,43.45972348772457,-3.8409719857310516,http://datos.santander.es/api/datos/lineas_bus_paradas/6.csv
7,2017-10-31T02:40:00.429Z,1,7,432051.9,4812219.5,43.457920875089485,-3.841210305680488,http://datos.santander.es/api/datos/lineas_bus_paradas/7.csv
8,2017-10-31T02:40:00.429Z,1,8,432426.97,4812106.5,43.456937474077634,-3.836560597481527,http://datos.santander.es/api/datos/lineas_bus_paradas/8.csv
9,2017-10-31T02:40:00.429Z,1,9,432950.0,4812158.0,43.4574482238437,-3.8301026205607136,http://datos.santander.es/api/datos/lineas_bus_paradas/9.csv
10,2017-10-31T02:40:00.429Z,1,10,433329.3,4812294.0,43.45870659947878,-3.8254313143404333,http://datos.santander.es/api/datos/lineas_bus_paradas/10.csv
11,2017-10-31T02:40:00.429Z,1,11,433779.8,4812456.0,43.46020518323775,-3.8198829398165284,http://datos.santander.es/api/datos/lineas_bus_paradas/11.csv
12,2017-10-31T02:40:00.429Z,1,12,434379.78,4812618.5,43.46172113413065,-3.812486717224567,http://datos.santander.es/api/datos/lineas_bus_paradas/12.csv
13,2017-10-31T02:40:00.429Z,1,13,434577.3,4812588.5,43.461468338233104,-3.8100416879753016,http://datos.santander.es/api/datos/lineas_bus_paradas/13.csv
14,2017-10-31T02:40:00.429Z,1,14,434870.12,4812586.0,43.46147139184142,-3.8064220294080466,http://datos.santander.es/api/datos/lineas_bus_paradas/14.csv
15,2017-10-31T02:40:00.429Z,1,15,435107.84,4812616.0,43.461762163852136,-3.803487297271967,http://datos.santander.es/api/datos/lineas_bus_paradas/15.csv
16,2017-10-31T02:40:00.429Z,1,16,435598.03,4812655.5,43.46216018172377,-3.7974330029677934,http://datos.santander.es/api/datos/lineas_bus_paradas/16.csv
17,2017-10-31T02:40:00.429Z,1,17,435957.47,4812720.5,43.46277628108756,-3.7929977745941663,http://datos.santander.es/api/datos/lineas_bus_paradas/17.csv
18,2017-10-31T02:40:00.429Z,1,18,436327.6,4812795.0,43.463478652702264,-3.7884314274007207,http://datos.santander.es/api/datos/lineas_bus_paradas/18.csv
19,2017-10-31T02:40:00.429Z,1,19,436788.22,4812905.5,43.464512625074875,-3.78275060536645,http://datos.santander.es/api/datos/lineas_bus_paradas/19.csv
20,2017-10-31T02:40:00.429Z,1,20,437053.66,4813101.0,43.46629520737915,-3.779492084882385,http://datos.santander.es/api/datos/lineas_bus_paradas/20.csv
21,2017-10-31T02:40:00.429Z,1,21,437299.16,4813364.5,43.46868826465827,-3.7764876974820814,http://datos.santander.es/api/datos/lineas_bus_paradas/21.csv
22,2017-10-31T02:40:00.429Z,1,22,437134.34,4813631.5,43.47107835913919,-3.7785560196659165,http://datos.santander.es/api/datos/lineas_bus_paradas/22.csv
23,2017-10-31T02:40:00.429Z,1,23,436842.53,4813757.0,43.47218369909132,-3.782178050006884,http://datos.santander.es/api/datos/lineas_bus_paradas/23.csv
24,2017-10-31T02:40:00.429Z,1,24,436613.12,4813982.5,43.474194566627055,-3.785040415554855,http://datos.santander.es/api/datos/lineas_bus_paradas/24.csv
25,2017-10-31T02:40:00.429Z,1,25,436352.3,4814144.5,43.47563096504656,-3.78828387986052,http://datos.santander.es/api/datos/lineas_bus_paradas/25.csv
26,2017-10-31T02:40:00.429Z,1,28,436101.3,4814457.0,43.47842313181073,-3.7914237577314296,http://datos.santander.es/api/datos/lineas_bus_paradas/26.csv
27,2017-10-31T02:40:00.429Z,1,29,436297.44,4814156.5,43.47573433275683,-3.7889635349630533,http://datos.santander.es/api/datos/lineas_bus_paradas/27.csv
28,2017-10-31T02:40:00.429Z,1,30,436639.8,4813925.5,43.473683629925524,-3.7847039351668488,http://datos.santander.es/api/datos/lineas_bus_paradas/28.csv
29,2017-10-31T02:40:00.429Z,1,31,436856.4,4813722.0,43.47186974846731,-3.7820025206703543,http://datos.santander.es/api/datos/lineas_bus_paradas/29.csv
30,2017-10-31T02:40:00.429Z,1,32,437125.44,4813620.0,43.47097407022195,-3.7786647168295913,http://datos.santander.es/api/datos/lineas_bus_paradas/30.csv
31,2017-10-31T02:40:00.429Z,1,33,437255.9,4813404.0,43.46904027374427,-3.7770270262207752,http://datos.santander.es/api/datos/lineas_bus_paradas/31.csv
32,2017-10-31T02:40:00.429Z,1,34,436993.7,4813067.5,43.465988538826906,-3.7802293994993157,http://datos.santander.es/api/datos/lineas_bus_paradas/32.csv
104,2017-10-31T02:40:00.428Z,2,30,436639.8,4813925.5,43.473683629925524,-3.7847039351668488,http://datos.santander.es/api/datos/lineas_bus_paradas/104.csv
105,2017-10-31T02:40:00.428Z,2,31,436856.4,4813722.0,43.47186974846731,-3.7820025206703543,http://datos.santander.es/api/datos/lineas_bus_paradas/105.csv
106,2017-10-31T02:40:00.428Z,2,32,437125.44,4813620.0,43.47097407022195,-3.7786647168295913,http://datos.santander.es/api/datos/lineas_bus_paradas/106.csv
107,2017-10-31T02:40:00.428Z,2,33,437255.9,4813404.0,43.46904027374427,-3.7770270262207752,http://datos.santander.es/api/datos/lineas_bus_paradas/107.csv
108,2017-10-31T02:40:00.428Z,2,34,436993.7,4813067.5,43.465988538826906,-3.7802293994993157,http://datos.santander.es/api/datos/lineas_bus_paradas/108.csv
109,2017-10-31T02:40:00.428Z,2,35,436709.6,4812894.0,43.46440243351389,-3.783721094477558,http://datos.santander.es/api/datos/lineas_bus_paradas/109.csv
110,2017-10-31T02:40:00.428Z,2,36,436339.12,4812815.5,43.46366420538056,-3.788291427047982,http://datos.santander.es/api/datos/lineas_bus_paradas/110.csv
111,2017-10-31T02:40:00.428Z,2,37,435952.47,4812737.5,43.46292891213499,-3.7930615771148126,http://datos.santander.es/api/datos/lineas_bus_paradas/111.csv
112,2017-10-31T02:40:00.428Z,2,38,435692.28,4812767.0,43.46317218195177,-3.796281188419013,http://datos.santander.es/api/datos/lineas_bus_paradas/112.csv
113,2017-10-31T02:40:00.428Z,2,39,435256.66,4812646.5,43.46204967022362,-3.8016514432606305,http://datos.santander.es/api/datos/lineas_bus_paradas/113.csv
114,2017-10-31T02:40:00.428Z,2,40,434825.03,4812601.0,43.461602515008515,-3.806981152884517,http://datos.santander.es/api/datos/lineas_bus_paradas/114.csv
115,2017-10-31T02:40:00.428Z,2,41,434559.75,4812607.5,43.46163786815858,-3.810260894862705,http://datos.santander.es/api/datos/lineas_bus_paradas/115.csv
116,2017-10-31T02:40:00.428Z,2,42,434354.6,4812631.0,43.46183146708055,-3.812799458440675,http://datos.santander.es/api/datos/lineas_bus_paradas/116.csv
117,2017-10-31T02:40:00.428Z,2,43,433783.5,4812476.5,43.46039008128449,-3.8198396996204194,http://datos.santander.es/api/datos/lineas_bus_paradas/117.csv
118,2017-10-31T02:40:00.428Z,2,44,433421.34,4812352.0,43.45923699805482,-3.8243008124425635,http://datos.santander.es/api/datos/lineas_bus_paradas/118.csv
119,2017-10-31T02:40:00.428Z,2,45,432923.0,4812177.0,43.457616867570515,-3.8304386655068132,http://datos.santander.es/api/datos/lineas_bus_paradas/119.csv
120,2017-10-31T02:40:00.428Z,2,46,432373.0,4812156.5,43.4573827658517,-3.8372338376339656,http://datos.santander.es/api/datos/lineas_bus_paradas/120.csv
121,2017-10-31T02:40:00.428Z,2,47,432091.12,4812260.5,43.4582935764209,-3.840730675676254,http://datos.santander.es/api/datos/lineas_bus_paradas/121.csv
122,2017-10-31T02:40:00.428Z,2,48,432030.44,4812432.0,43.45983214481081,-3.8415020545471803,http://datos.santander.es/api/datos/lineas_bus_paradas/122.csv
123,2017-10-31T02:40:00.428Z,2,49,431860.75,4812434.0,43.45983470915129,-3.8435996582394756,http://datos.santander.es/api/datos/lineas_bus_paradas/123.csv
124,2017-10-31T02:40:00.428Z,2,50,431613.22,4812399.0,43.45949699591656,-3.8466547113805443,http://datos.santander.es/api/datos/lineas_bus_paradas/124.csv
125,2017-10-31T02:40:00.428Z,2,51,431460.72,4812367.5,43.459199428591205,-3.8485356219360316,http://datos.santander.es/api/datos/lineas_bus_paradas/125.csv
126,2017-10-31T02:40:00.428Z,2,52,431143.53,4812283.5,43.458414008667106,-3.8524453959671967,http://datos.santander.es/api/datos/lineas_bus_paradas/126.csv
127,2017-10-31T02:40:00.428Z,2,53,430877.47,4812216.0,43.45778173853446,-3.8557252230163024,http://datos.santander.es/api/datos/lineas_bus_paradas/127.csv
128,2017-10-31T02:40:00.428Z,2,167,435752.5,4814704.5,43.480621581601696,-3.7957654905477636,http://datos.santander.es/api/datos/lineas_bus_paradas/128.csv
129,2017-10-31T02:40:00.428Z,2,168,435996.66,4814732.0,43.48089012967566,-3.792749857226134,http://datos.santander.es/api/datos/lineas_bus_paradas/129.csv
130,2017-10-31T02:40:00.428Z,2,169,436223.03,4814758.5,43.48114807673905,-3.7899540419155215,http://datos.santander.es/api/datos/lineas_bus_paradas/130.csv
131,2017-10-31T02:40:00.428Z,2,193,436237.8,4814576.5,43.479510705825724,-3.7897500924557765,http://datos.santander.es/api/datos/lineas_bus_paradas/131.csv
132,2017-10-31T02:40:00.428Z,2,196,436125.53,4814444.0,43.47830815813616,-3.7911226554987825,http://datos.santander.es/api/datos/lineas_bus_paradas/132.csv
133,2017-10-31T02:40:00.428Z,2,197,436241.53,4814777.5,43.4813207214086,-3.7897275265437846,http://datos.santander.es/api/datos/lineas_bus_paradas/133.csv
134,2017-10-31T02:40:00.428Z,2,198,435957.3,4814742.0,43.48097679191991,-3.7932376953698292,http://datos.santander.es/api/datos/lineas_bus_paradas/134.csv
135,2017-10-31T02:40:00.428Z,2,199,435741.3,4814714.0,43.48070615137563,-3.7959050925562843,http://datos.santander.es/api/datos/lineas_bus_paradas/135.csv
136,2017-10-31T02:40:00.428Z,2,200,435554.47,4814589.0,43.47956463028124,-3.798200311774373,http://datos.santander.es/api/datos/lineas_bus_paradas/136.csv
137,2017-10-31T02:40:00.428Z,2,201,435637.62,4814542.5,43.47915313595213,-3.7971667390388193,http://datos.santander.es/api/datos/lineas_bus_paradas/137.csv
138,2017-10-31T02:40:00.428Z,2,331,429932.66,4813011.0,43.464851460377595,-3.867504795185661,http://datos.santander.es/api/datos/lineas_bus_paradas/138.csv
139,2017-10-31T02:40:00.428Z,2,332,430044.38,4812793.5,43.462903698823375,-3.866095903270235,http://datos.santander.es/api/datos/lineas_bus_paradas/139.csv
140,2017-10-31T02:40:00.428Z,2,333,435294.56,4814473.5,43.478502272241684,-3.8014001225415,http://datos.santander.es/api/datos/lineas_bus_paradas/140.csv
208,2017-10-31T02:40:00.427Z,3,90,429030.0,4810144.5,43.43895833737073,-3.8782891306956815,http://datos.santander.es/api/datos/lineas_bus_paradas/208.csv
209,2017-10-31T02:40:00.427Z,3,91,436549.1,4813947.0,43.47386951055862,-3.7858277575079535,http://datos.santander.es/api/datos/lineas_bus_paradas/209.csv
210,2017-10-31T02:40:00.427Z,3,219,434777.25,4813509.5,43.46977798612774,-3.8076805455978677,http://datos.santander.es/api/datos/lineas_bus_paradas/210.csv
211,2017-10-31T02:40:00.427Z,3,261,435662.5,4812877.5,43.46416450465244,-3.7966623452077948,http://datos.santander.es/api/datos/lineas_bus_paradas/211.csv
212,2017-10-31T02:40:00.427Z,3,352,429272.06,4810743.5,43.444374250343785,-3.875376043300458,http://datos.santander.es/api/datos/lineas_bus_paradas/212.csv
213,2017-10-31T02:40:00.427Z,3,353,429254.06,4810730.5,43.444255505388476,-3.87559677623836,http://datos.santander.es/api/datos/lineas_bus_paradas/213.csv
214,2017-10-31T02:40:00.427Z,3,355,428863.6,4810459.5,43.441778586319884,-3.880386185801936,http://datos.santander.es/api/datos/lineas_bus_paradas/214.csv
215,2017-10-31T02:40:00.427Z,3,444,435546.0,4812680.0,43.46237628379118,-3.7980790205137307,http://datos.santander.es/api/datos/lineas_bus_paradas/215.csv
216,2017-10-31T02:40:00.427Z,3,446,428421.5,4810362.0,43.44085860625788,-3.8858360196020816,http://datos.santander.es/api/datos/lineas_bus_paradas/216.csv
217,2017-10-31T02:40:00.427Z,3,447,428443.62,4810351.0,43.44076168526924,-3.885561263380985,http://datos.santander.es/api/datos/lineas_bus_paradas/217.csv
76,2017-10-31T02:40:00.427Z,2,1,430890.84,4812199.0,43.4576299170707,-3.85555782063574,http://datos.santander.es/api/datos/lineas_bus_paradas/76.csv
77,2017-10-31T02:40:00.427Z,2,2,431136.4,4812263.0,43.458228783238,-3.8525309285622544,http://datos.santander.es/api/datos/lineas_bus_paradas/77.csv
78,2017-10-31T02:40:00.427Z,2,3,431460.7,4812345.5,43.459001352606194,-3.8485331011939707,http://datos.santander.es/api/datos/lineas_bus_paradas/78.csv
79,2017-10-31T02:40:00.427Z,2,4,431647.53,4812391.5,43.45943260735404,-3.8462297044292435,http://datos.santander.es/api/datos/lineas_bus_paradas/79.csv
80,2017-10-31T02:40:00.427Z,2,5,431896.56,4812418.5,43.45969841877784,-3.8431551119739953,http://datos.santander.es/api/datos/lineas_bus_paradas/80.csv
81,2017-10-31T02:40:00.427Z,2,6,432073.2,4812419.5,43.45972348772457,-3.8409719857310516,http://datos.santander.es/api/datos/lineas_bus_paradas/81.csv
82,2017-10-31T02:40:00.427Z,2,7,432051.9,4812219.5,43.457920875089485,-3.841210305680488,http://datos.santander.es/api/datos/lineas_bus_paradas/82.csv
83,2017-10-31T02:40:00.427Z,2,8,432426.97,4812106.5,43.456937474077634,-3.836560597481527,http://datos.santander.es/api/datos/lineas_bus_paradas/83.csv
84,2017-10-31T02:40:00.427Z,2,9,432950.0,4812158.0,43.4574482238437,-3.8301026205607136,http://datos.santander.es/api/datos/lineas_bus_paradas/84.csv
85,2017-10-31T02:40:00.427Z,2,10,433329.3,4812294.0,43.45870659947878,-3.8254313143404333,http://datos.santander.es/api/datos/lineas_bus_paradas/85.csv
86,2017-10-31T02:40:00.427Z,2,11,433779.8,4812456.0,43.46020518323775,-3.8198829398165284,http://datos.santander.es/api/datos/lineas_bus_paradas/86.csv
87,2017-10-31T02:40:00.427Z,2,12,434379.78,4812618.5,43.46172113413065,-3.812486717224567,http://datos.santander.es/api/datos/lineas_bus_paradas/87.csv
88,2017-10-31T02:40:00.427Z,2,13,434577.3,4812588.5,43.461468338233104,-3.8100416879753016,http://datos.santander.es/api/datos/lineas_bus_paradas/88.csv
89,2017-10-31T02:40:00.427Z,2,14,434870.12,4812586.0,43.46147139184142,-3.8064220294080466,http://datos.santander.es/api/datos/lineas_bus_paradas/89.csv
90,2017-10-31T02:40:00.427Z,2,15,435107.84,4812616.0,43.461762163852136,-3.803487297271967,http://datos.santander.es/api/datos/lineas_bus_paradas/90.csv
91,2017-10-31T02:40:00.427Z,2,16,435598.03,4812655.5,43.46216018172377,-3.7974330029677934,http://datos.santander.es/api/datos/lineas_bus_paradas/91.csv
92,2017-10-31T02:40:00.427Z,2,17,435957.47,4812720.5,43.46277628108756,-3.7929977745941663,http://datos.santander.es/api/datos/lineas_bus_paradas/92.csv
93,2017-10-31T02:40:00.427Z,2,18,436327.6,4812795.0,43.463478652702264,-3.7884314274007207,http://datos.santander.es/api/datos/lineas_bus_paradas/93.csv
94,2017-10-31T02:40:00.427Z,2,19,436788.22,4812905.5,43.464512625074875,-3.78275060536645,http://datos.santander.es/api/datos/lineas_bus_paradas/94.csv
95,2017-10-31T02:40:00.427Z,2,20,437053.66,4813101.0,43.46629520737915,-3.779492084882385,http://datos.santander.es/api/datos/lineas_bus_paradas/95.csv
96,2017-10-31T02:40:00.427Z,2,21,437299.16,4813364.5,43.46868826465827,-3.7764876974820814,http://datos.santander.es/api/datos/lineas_bus_paradas/96.csv
97,2017-10-31T02:40:00.427Z,2,22,437134.34,4813631.5,43.47107835913919,-3.7785560196659165,http://datos.santander.es/api/datos/lineas_bus_paradas/97.csv
98,2017-10-31T02:40:00.427Z,2,23,436842.53,4813757.0,43.47218369909132,-3.782178050006884,http://datos.santander.es/api/datos/lineas_bus_paradas/98.csv
99,2017-10-31T02:40:00.427Z,2,24,436613.12,4813982.5,43.474194566627055,-3.785040415554855,http://datos.santander.es/api/datos/lineas_bus_paradas/99.csv
100,2017-10-31T02:40:00.427Z,2,25,436352.3,4814144.5,43.47563096504656,-3.78828387986052,http://datos.santander.es/api/datos/lineas_bus_paradas/100.csv
101,2017-10-31T02:40:00.427Z,2,27,436219.94,4814575.5,43.4795001781996,-3.7899707978338353,http://datos.santander.es/api/datos/lineas_bus_paradas/101.csv
102,2017-10-31T02:40:00.427Z,2,28,436101.3,4814457.0,43.47842313181073,-3.7914237577314296,http://datos.santander.es/api/datos/lineas_bus_paradas/102.csv
103,2017-10-31T02:40:00.427Z,2,29,436297.44,4814156.5,43.47573433275683,-3.7889635349630533,http://datos.santander.es/api/datos/lineas_bus_paradas/103.csv
170,2017-10-31T02:40:00.426Z,3,39,435256.66,4812646.5,43.46204967022362,-3.8016514432606305,http://datos.santander.es/api/datos/lineas_bus_paradas/170.csv
171,2017-10-31T02:40:00.426Z,3,40,434825.03,4812601.0,43.461602515008515,-3.806981152884517,http://datos.santander.es/api/datos/lineas_bus_paradas/171.csv
172,2017-10-31T02:40:00.426Z,3,42,434354.6,4812631.0,43.46183146708055,-3.812799458440675,http://datos.santander.es/api/datos/lineas_bus_paradas/172.csv
173,2017-10-31T02:40:00.426Z,3,43,433783.5,4812476.5,43.46039008128449,-3.8198396996204194,http://datos.santander.es/api/datos/lineas_bus_paradas/173.csv
174,2017-10-31T02:40:00.426Z,3,44,433421.34,4812352.0,43.45923699805482,-3.8243008124425635,http://datos.santander.es/api/datos/lineas_bus_paradas/174.csv
175,2017-10-31T02:40:00.426Z,3,45,432923.0,4812177.0,43.457616867570515,-3.8304386655068132,http://datos.santander.es/api/datos/lineas_bus_paradas/175.csv
176,2017-10-31T02:40:00.426Z,3,54,428749.62,4810427.5,43.44147963627348,-3.8817903539553966,http://datos.santander.es/api/datos/lineas_bus_paradas/176.csv
177,2017-10-31T02:40:00.426Z,3,56,429655.03,4810954.5,43.44631005745347,-3.870671035443288,http://datos.santander.es/api/datos/lineas_bus_paradas/177.csv
178,2017-10-31T02:40:00.426Z,3,57,430181.84,4811115.0,43.447804440973584,-3.864181756528122,http://datos.santander.es/api/datos/lineas_bus_paradas/178.csv
179,2017-10-31T02:40:00.426Z,3,58,430477.5,4811082.5,43.44753936477998,-3.8605240213801855,http://datos.santander.es/api/datos/lineas_bus_paradas/179.csv
180,2017-10-31T02:40:00.426Z,3,59,430683.6,4811132.5,43.44800865669851,-3.857983528036474,http://datos.santander.es/api/datos/lineas_bus_paradas/180.csv
