ayto:vehiculo,ayto:indice,ayto:linea,ayto:coche,ayto:servicio,gn:coordX,gn:coordY,wgs84_pos:lat,wgs84_pos:long,ayto:estado,ayto:instante,ayto:velocidad,dc:modified,uri
2727,1,17,173,1703,433439.66,4812357.5,43.45928814770842,-3.8240750520074354,5,2017-10-31T16:54:15.117Z,17.56800079345703,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/270.csv
2727,0,17,173,1703,433439.66,4812357.5,43.45928814770842,-3.8240750520074354,5,2017-10-31T16:54:15.117Z,17.56800079345703,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/271.csv
2705,4,20,1,2001,435678.16,4813144.0,43.466565278995105,-3.7965002513098165,5,2017-10-31T16:53:14.367Z,27.143999099731445,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/262.csv
2705,3,20,1,2001,435837.88,4813509.5,43.469869774937486,-3.794568954616496,5,2017-10-31T16:53:38.350Z,59.11199951171875,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/263.csv
2705,2,20,1,2001,435837.88,4813509.5,43.469869774937486,-3.794568954616496,5,2017-10-31T16:53:38.350Z,59.11199951171875,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/264.csv
2705,1,20,1,2001,435965.44,4813794.0,43.472442202058446,-3.793025508304475,5,2017-10-31T16:54:03.757Z,44.06399917602539,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/265.csv
2705,0,20,1,2001,435965.44,4813794.0,43.472442202058446,-3.793025508304475,5,2017-10-31T16:54:03.757Z,44.06399917602539,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/266.csv
204,4,71,1,7101,432586.0,4812088.0,43.45678526276795,-3.8345928012651034,5,2017-10-31T13:36:16.183Z,7.452000141143799,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/258.csv
204,3,71,1,7101,432586.0,4812088.0,43.45678526276795,-3.8345928012651034,5,2017-10-31T13:36:16.183Z,7.452000141143799,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/259.csv
204,2,71,1,7101,432586.0,4812088.0,43.45678526276795,-3.8345928012651034,5,2017-10-31T13:36:38.137Z,0.0,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/260.csv
204,1,71,1,7101,432586.0,4812088.0,43.45678526276795,-3.8345928012651034,5,2017-10-31T13:36:38.137Z,0.0,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/261.csv
201,4,62,2,6202,433388.22,4812777.5,43.4630650047073,-3.8247622062439537,5,2017-10-31T16:53:10.973Z,20.483999252319336,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/253.csv
201,3,62,2,6202,433536.9,4812835.0,43.46359593208424,-3.8229314443310165,5,2017-10-31T16:53:36.520Z,22.392000198364258,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/254.csv
201,2,62,2,6202,433536.9,4812835.0,43.46359593208424,-3.8229314443310165,5,2017-10-31T16:53:36.520Z,22.392000198364258,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/255.csv
201,1,62,2,6202,433481.62,4812737.0,43.462708680950634,-3.8236027769398517,5,2017-10-31T16:54:01.223Z,19.799999237060547,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/256.csv
201,0,62,2,6202,433481.62,4812737.0,43.462708680950634,-3.8236027769398517,5,2017-10-31T16:54:01.223Z,19.799999237060547,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/257.csv
126,4,51,1,5101,434659.12,4813260.5,43.46752581205067,-3.809110992116299,5,2017-10-31T16:53:13.647Z,0.0,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/248.csv
126,3,51,1,5101,434670.0,4813258.5,43.46750875600534,-3.808976258100147,5,2017-10-31T16:53:36.460Z,1.7280000448226929,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/249.csv
126,2,51,1,5101,434670.0,4813258.5,43.46750875600534,-3.808976258100147,5,2017-10-31T16:53:36.460Z,1.7280000448226929,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/250.csv
126,1,51,1,5101,434858.0,4813232.5,43.46729107136299,-3.8066491690907984,5,2017-10-31T16:54:02.210Z,26.531999588012695,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/251.csv
126,0,51,1,5101,434858.0,4813232.5,43.46729107136299,-3.8066491690907984,5,2017-10-31T16:54:02.210Z,26.531999588012695,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/252.csv
125,4,14,1,1401,433941.56,4811700.5,43.45341738804039,-3.817791970635045,5,2017-10-31T16:53:19.193Z,14.795999526977539,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/243.csv
125,3,14,1,1401,433966.75,4811812.5,43.45442799869976,-3.817494228243059,5,2017-10-31T16:53:41.583Z,24.73200035095215,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/244.csv
125,2,14,1,1401,433966.75,4811812.5,43.45442799869976,-3.817494228243059,5,2017-10-31T16:53:41.583Z,24.73200035095215,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/245.csv
125,1,14,1,1401,433966.75,4811812.5,43.45442799869976,-3.817494228243059,5,2017-10-31T16:54:05.257Z,0.0,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/246.csv
125,0,14,1,1401,433966.75,4811812.5,43.45442799869976,-3.817494228243059,5,2017-10-31T16:54:05.257Z,0.0,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/247.csv
123,4,3,4,0304,430453.0,4811101.5,43.447708151538286,-3.860829200685952,5,2017-10-31T16:53:18.910Z,5.363999843597412,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/238.csv
3463,1,23,2,2302,429962.5,4811119.5,43.447824454810295,-3.866892804305356,5,2017-10-31T14:32:35.307Z,6.119999885559082,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/299.csv
3446,4,18,2,1802,433256.47,4812423.0,43.459861544384665,-3.826347279374971,5,2017-10-31T16:53:21.223Z,11.12399959564209,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/291.csv
3446,3,18,2,1802,433232.5,4812275.0,43.45852689834561,-3.8266254080692788,5,2017-10-31T16:53:46.537Z,22.31999969482422,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/292.csv
3446,2,18,2,1802,433232.5,4812275.0,43.45852689834561,-3.8266254080692788,5,2017-10-31T16:53:46.537Z,22.31999969482422,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/293.csv
3446,1,18,2,1802,433328.1,4812310.0,43.458850547282225,-3.825448104237721,5,2017-10-31T16:54:11.227Z,17.784000396728516,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/294.csv
3446,0,18,2,1802,433328.1,4812310.0,43.458850547282225,-3.825448104237721,5,2017-10-31T16:54:11.227Z,17.784000396728516,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/295.csv
3050,4,17,174,1704,431905.22,4813041.0,43.46530381008783,-3.8431259014832113,5,2017-10-31T16:53:24.707Z,7.236000061035156,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/286.csv
3050,3,17,174,1704,432110.06,4812864.0,43.46372883952306,-3.8405718028828386,5,2017-10-31T16:53:50.803Z,36.97200012207031,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/287.csv
3050,2,17,174,1704,432110.06,4812864.0,43.46372883952306,-3.8405718028828386,5,2017-10-31T16:53:50.803Z,36.97200012207031,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/288.csv
3050,1,17,174,1704,432120.16,4812853.0,43.46363071929452,-3.840445588682015,5,2017-10-31T16:54:15.083Z,2.196000099182129,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/289.csv
3050,0,17,174,1704,432120.16,4812853.0,43.46363071929452,-3.840445588682015,5,2017-10-31T16:54:15.083Z,2.196000099182129,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/290.csv
3049,4,21,1,2101,436162.0,4813112.0,43.46631863892931,-3.7905155400165653,5,2017-10-31T15:50:45.487Z,19.54800033569336,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/282.csv
3049,3,21,1,2101,436162.0,4813112.0,43.46631863892931,-3.7905155400165653,5,2017-10-31T15:50:45.487Z,19.54800033569336,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/283.csv
3049,2,21,1,2101,436128.0,4813111.0,43.46630673143016,-3.7909357101399936,5,2017-10-31T15:51:10.083Z,19.54800033569336,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/284.csv
3049,1,21,1,2101,436128.0,4813111.0,43.46630673143016,-3.7909357101399936,5,2017-10-31T15:51:10.083Z,19.54800033569336,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/285.csv
2986,4,19,1,1901,430282.9,4810353.5,43.440957806545725,-3.8628355381381643,5,2017-10-31T16:53:06.567Z,0.0,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/277.csv
2986,3,19,1,1901,430282.9,4810353.5,43.440957806545725,-3.8628355381381643,5,2017-10-31T16:53:31.270Z,0.0,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/278.csv
2986,2,19,1,1901,430282.9,4810353.5,43.440957806545725,-3.8628355381381643,5,2017-10-31T16:53:31.270Z,0.0,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/279.csv
2986,1,19,1,1901,430282.9,4810353.5,43.440957806545725,-3.8628355381381643,5,2017-10-31T16:53:55.973Z,0.0,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/280.csv
2986,0,19,1,1901,430282.9,4810353.5,43.440957806545725,-3.8628355381381643,5,2017-10-31T16:53:55.973Z,0.0,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/281.csv
2930,4,18,1,1801,433395.94,4813478.0,43.46937258396807,-3.8247524607218137,5,2017-10-31T16:53:21.350Z,23.940000534057617,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/272.csv
2930,3,18,1,1801,433296.0,4813522.5,43.4697643246586,-3.82599336201646,5,2017-10-31T16:53:46.147Z,19.871999740600586,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/273.csv
2930,2,18,1,1801,433296.0,4813522.5,43.4697643246586,-3.82599336201646,5,2017-10-31T16:53:46.147Z,19.871999740600586,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/274.csv
2930,1,18,1,1801,433230.0,4813523.5,43.46976743595677,-3.8268093758530406,5,2017-10-31T16:54:11.303Z,9.432000160217285,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/275.csv
2930,0,18,1,1801,433230.0,4813523.5,43.46976743595677,-3.8268093758530406,5,2017-10-31T16:54:11.303Z,9.432000160217285,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/276.csv
2727,4,17,173,1703,433273.56,4812274.0,43.45852155964335,-3.82611779632986,5,2017-10-31T16:53:24.600Z,10.152000427246094,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/267.csv
2727,3,17,173,1703,433331.12,4812313.0,43.45887782679198,-3.8254111448885526,5,2017-10-31T16:53:51.163Z,10.404000282287598,2017-10-31T16:54:20.628Z,http://datos.santander.es/api/datos/control_flotas_posiciones/268.csv
4610,4,23,1,2301,429947.0,4811147.0,43.448070595599724,-3.867087878090825,5,2017-10-31T14:47:57.443Z,0.14399999380111694,2017-10-31T16:54:20.627Z,http://datos.santander.es/api/datos/control_flotas_posiciones/310.csv
4610,3,23,1,2301,429947.0,4811147.0,43.448070595599724,-3.867087878090825,5,2017-10-31T14:47:57.443Z,0.14399999380111694,2017-10-31T16:54:20.627Z,http://datos.santander.es/api/datos/control_flotas_posiciones/311.csv
4610,2,23,1,2301,430043.34,4810930.5,43.446130385302375,-3.86586957736889,5,2017-10-31T14:48:22.307Z,0.14399999380111694,2017-10-31T16:54:20.627Z,http://datos.santander.es/api/datos/control_flotas_posiciones/312.csv
4610,1,23,1,2301,430043.34,4810930.5,43.446130385302375,-3.86586957736889,5,2017-10-31T14:48:22.307Z,0.14399999380111694,2017-10-31T16:54:20.627Z,http://datos.santander.es/api/datos/control_flotas_posiciones/313.csv
3619,4,20,2,2002,435063.2,4814406.0,43.477874471834554,-3.8042525661784503,5,2017-10-31T16:53:13.443Z,4.104000091552734,2017-10-31T16:54:20.627Z,http://datos.santander.es/api/datos/control_flotas_posiciones/305.csv
3619,3,20,2,2002,435095.0,4814240.5,43.47638716444542,-3.8038396626621926,5,2017-10-31T16:53:39.083Z,25.3799991607666,2017-10-31T16:54:20.627Z,http://datos.santander.es/api/datos/control_flotas_posiciones/306.csv
3619,2,20,2,2002,435095.0,4814240.5,43.47638716444542,-3.8038396626621926,5,2017-10-31T16:53:39.083Z,25.3799991607666,2017-10-31T16:54:20.627Z,http://datos.santander.es/api/datos/control_flotas_posiciones/307.csv
3619,1,20,2,2002,435184.6,4814246.5,43.476448961136626,-3.8027326156418466,5,2017-10-31T16:54:03.803Z,13.104000091552734,2017-10-31T16:54:20.627Z,http://datos.santander.es/api/datos/control_flotas_posiciones/308.csv
3619,0,20,2,2002,435184.6,4814246.5,43.476448961136626,-3.8027326156418466,5,2017-10-31T16:54:03.803Z,13.104000091552734,2017-10-31T16:54:20.627Z,http://datos.santander.es/api/datos/control_flotas_posiciones/309.csv
3618,4,19,2,1902,434560.8,4812336.5,43.459198023547465,-3.810215359231757,5,2017-10-31T16:53:06.397Z,0.0,2017-10-31T16:54:20.627Z,http://datos.santander.es/api/datos/control_flotas_posiciones/300.csv
3618,3,19,2,1902,434560.8,4812336.5,43.459198023547465,-3.810215359231757,5,2017-10-31T16:53:31.147Z,0.0,2017-10-31T16:54:20.627Z,http://datos.santander.es/api/datos/control_flotas_posiciones/301.csv
3618,2,19,2,1902,434560.8,4812336.5,43.459198023547465,-3.810215359231757,5,2017-10-31T16:53:31.147Z,0.0,2017-10-31T16:54:20.627Z,http://datos.santander.es/api/datos/control_flotas_posiciones/302.csv
3618,1,19,2,1902,434560.8,4812336.5,43.459198023547465,-3.810215359231757,5,2017-10-31T16:53:56.520Z,0.0,2017-10-31T16:54:20.627Z,http://datos.santander.es/api/datos/control_flotas_posiciones/303.csv
3618,0,19,2,1902,434560.8,4812336.5,43.459198023547465,-3.810215359231757,5,2017-10-31T16:53:56.520Z,0.0,2017-10-31T16:54:20.627Z,http://datos.santander.es/api/datos/control_flotas_posiciones/304.csv
3463,4,23,2,2302,429983.0,4811083.0,43.44749775149624,-3.8666347893647033,5,2017-10-31T14:32:11.197Z,40.86000061035156,2017-10-31T16:54:20.627Z,http://datos.santander.es/api/datos/control_flotas_posiciones/296.csv
3463,3,23,2,2302,429983.0,4811083.0,43.44749775149624,-3.8666347893647033,5,2017-10-31T14:32:11.197Z,40.86000061035156,2017-10-31T16:54:20.627Z,http://datos.santander.es/api/datos/control_flotas_posiciones/297.csv
3463,2,23,2,2302,429962.5,4811119.5,43.447824454810295,-3.866892804305356,5,2017-10-31T14:32:35.307Z,6.119999885559082,2017-10-31T16:54:20.627Z,http://datos.santander.es/api/datos/control_flotas_posiciones/298.csv
