ayto:vehiculo,ayto:indice,ayto:linea,ayto:coche,ayto:servicio,gn:coordX,gn:coordY,wgs84_pos:lat,wgs84_pos:long,ayto:estado,ayto:instante,ayto:velocidad,dc:modified,uri
78,1,4,4,0404,435547.0,4812683.0,43.46240338042975,-3.7980670149651212,5,2017-10-31T16:53:58.473Z,18.79199981689453,2017-10-31T16:54:20.642Z,http://datos.santander.es/api/datos/control_flotas_posiciones/73.csv
78,0,4,4,0404,435547.0,4812683.0,43.46240338042975,-3.7980670149651212,5,2017-10-31T16:53:58.473Z,18.79199981689453,2017-10-31T16:54:20.642Z,http://datos.santander.es/api/datos/control_flotas_posiciones/74.csv
77,4,71,3,7103,435231.0,4812642.0,43.46200693235419,-3.801968078347778,5,2017-10-31T16:53:29.020Z,9.359999656677246,2017-10-31T16:54:20.642Z,http://datos.santander.es/api/datos/control_flotas_posiciones/65.csv
83,2,1,102,R02T,435641.84,4812725.0,43.4627896958172,-3.79689970080005,5,2017-10-31T16:53:49.427Z,4.211999893188477,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/97.csv
83,1,1,102,R02T,435554.0,4812687.5,43.46244449945206,-3.797981023411553,5,2017-10-31T16:54:14.037Z,14.472000122070312,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/98.csv
83,0,1,102,R02T,435554.0,4812687.5,43.46244449945206,-3.797981023411553,5,2017-10-31T16:54:14.037Z,14.472000122070312,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/99.csv
82,4,52,2,5202,433708.66,4812899.5,43.46419190099679,-3.820816213490591,5,2017-10-31T16:53:20.083Z,4.355999946594238,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/90.csv
82,3,52,2,5202,433588.1,4812884.0,43.4640416492016,-3.82230454945581,5,2017-10-31T16:53:45.630Z,18.576000213623047,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/91.csv
82,2,52,2,5202,433588.1,4812884.0,43.4640416492016,-3.82230454945581,5,2017-10-31T16:53:45.630Z,18.576000213623047,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/92.csv
82,1,52,2,5202,433579.1,4812879.5,43.46400033434585,-3.822415248145733,5,2017-10-31T16:54:10.227Z,2.0160000324249268,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/93.csv
82,0,52,2,5202,433579.1,4812879.5,43.46400033434585,-3.822415248145733,5,2017-10-31T16:54:10.227Z,2.0160000324249268,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/94.csv
81,4,62,1,6201,435280.0,4814265.0,43.47662379253918,-3.8015553447163133,5,2017-10-31T16:53:11.240Z,45.108001708984375,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/85.csv
81,3,62,1,6201,435130.0,4814237.0,43.47635869116607,-3.8034065261843573,5,2017-10-31T16:53:36.647Z,21.959999084472656,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/86.csv
81,2,62,1,6201,435130.0,4814237.0,43.47635869116607,-3.8034065261843573,5,2017-10-31T16:53:36.647Z,21.959999084472656,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/87.csv
81,1,62,1,6201,435081.0,4814241.5,43.476394951919076,-3.8040128696480493,5,2017-10-31T16:54:01.350Z,7.127999782562256,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/88.csv
81,0,62,1,6201,435081.0,4814241.5,43.476394951919076,-3.8040128696480493,5,2017-10-31T16:54:01.350Z,7.127999782562256,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/89.csv
80,4,2,5,0205,433189.03,4812254.5,43.45833844594516,-3.8271601699509943,7,2017-10-31T13:18:38.857Z,28.260000228881836,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/80.csv
80,3,2,5,0205,433189.03,4812254.5,43.45833844594516,-3.8271601699509943,7,2017-10-31T13:18:38.857Z,28.260000228881836,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/81.csv
80,2,2,5,0205,433189.03,4812254.5,43.45833844594516,-3.8271601699509943,7,2017-10-31T13:18:38.857Z,28.260000228881836,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/82.csv
80,1,2,5,0205,433189.03,4812254.5,43.45833844594516,-3.8271601699509943,7,2017-10-31T13:18:38.857Z,28.260000228881836,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/83.csv
80,0,2,5,0205,433189.03,4812254.5,43.45833844594516,-3.8271601699509943,7,2017-10-31T13:18:38.857Z,28.260000228881836,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/84.csv
79,4,2,6,0206,429945.16,4813012.0,43.464861634960094,-3.8673504131139755,5,2017-10-31T16:53:27.473Z,0.0,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/75.csv
79,3,2,6,0206,429945.16,4813012.0,43.464861634960094,-3.8673504131139755,5,2017-10-31T16:53:52.257Z,0.0,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/76.csv
79,2,2,6,0206,429945.16,4813012.0,43.464861634960094,-3.8673504131139755,5,2017-10-31T16:53:52.257Z,0.0,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/77.csv
79,1,2,6,0206,429945.16,4813012.0,43.464861634960094,-3.8673504131139755,5,2017-10-31T16:54:17.583Z,0.0,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/78.csv
79,0,2,6,0206,429945.16,4813012.0,43.464861634960094,-3.8673504131139755,5,2017-10-31T16:54:17.583Z,0.0,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/79.csv
78,4,4,4,0404,435651.34,4812760.0,43.46310563530913,-3.796786409883851,5,2017-10-31T16:53:09.787Z,1.6200000047683716,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/70.csv
78,3,4,4,0404,435649.5,4812746.0,43.46297942821537,-3.796807499424303,5,2017-10-31T16:53:33.803Z,2.0880000591278076,2017-10-31T16:54:20.638Z,http://datos.santander.es/api/datos/control_flotas_posiciones/71.csv
89,4,1,3,0103,429595.8,4811708.0,43.45308849639795,-3.8715002767217768,5,2017-10-31T09:38:24.643Z,27.468000411987305,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/120.csv
89,3,1,3,0103,429383.56,4811667.5,43.4527038555679,-3.8741179839931945,5,2017-10-31T09:38:51.440Z,40.284000396728516,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/121.csv
89,2,1,3,0103,429383.56,4811667.5,43.4527038555679,-3.8741179839931945,5,2017-10-31T09:38:51.440Z,40.284000396728516,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/122.csv
89,1,1,3,0103,429214.03,4811558.0,43.4517019690586,-3.8761988729368118,5,2017-10-31T09:39:16.207Z,31.823999404907227,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/123.csv
89,0,1,3,0103,429214.03,4811558.0,43.4517019690586,-3.8761988729368118,5,2017-10-31T09:39:16.207Z,31.823999404907227,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/124.csv
88,4,1,4,0104,436886.75,4813709.0,43.47175526624384,-3.7816258099803615,5,2017-10-31T16:53:22.990Z,16.128000259399414,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/115.csv
88,3,1,4,0104,436943.47,4813691.0,43.471597990308446,-3.7809225221805596,5,2017-10-31T16:53:48.083Z,8.315999984741211,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/116.csv
88,2,1,4,0104,436943.47,4813691.0,43.471597990308446,-3.7809225221805596,5,2017-10-31T16:53:48.083Z,8.315999984741211,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/117.csv
88,1,1,4,0104,437186.62,4813600.0,43.47079914370552,-3.7779060786921947,5,2017-10-31T16:54:13.477Z,36.97200012207031,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/118.csv
88,0,1,4,0104,437186.62,4813600.0,43.47079914370552,-3.7779060786921947,5,2017-10-31T16:54:13.477Z,36.97200012207031,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/119.csv
87,4,13,2,1302,437259.0,4813400.0,43.46900451987899,-3.776988243094897,5,2017-10-31T16:53:10.130Z,42.04800033569336,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/110.csv
87,3,13,2,1302,437312.28,4813341.0,43.46847778235997,-3.7763228033287746,5,2017-10-31T16:53:34.740Z,11.37600040435791,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/111.csv
87,2,13,2,1302,437312.28,4813341.0,43.46847778235997,-3.7763228033287746,5,2017-10-31T16:53:34.740Z,11.37600040435791,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/112.csv
87,1,13,2,1302,437306.28,4813270.0,43.46783802946045,-3.776388799147647,5,2017-10-31T16:54:00.117Z,11.772000312805176,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/113.csv
87,0,13,2,1302,437306.28,4813270.0,43.46783802946045,-3.776388799147647,5,2017-10-31T16:54:00.117Z,11.772000312805176,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/114.csv
85,4,1,6,0106,433722.66,4812462.5,43.46025864338448,-3.820589984484284,5,2017-10-31T16:53:23.740Z,7.0920000076293945,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/105.csv
85,3,1,6,0106,433846.66,4812507.5,43.460674777935075,-3.8190628005624725,5,2017-10-31T16:53:49.067Z,18.61199951171875,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/106.csv
85,2,1,6,0106,433846.66,4812507.5,43.460674777935075,-3.8190628005624725,5,2017-10-31T16:53:49.067Z,18.61199951171875,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/107.csv
85,1,1,6,0106,433846.66,4812507.5,43.460674777935075,-3.8190628005624725,5,2017-10-31T16:54:13.083Z,0.0,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/108.csv
85,0,1,6,0106,433846.66,4812507.5,43.460674777935075,-3.8190628005624725,5,2017-10-31T16:54:13.083Z,0.0,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/109.csv
84,4,31,104,R04T,435680.0,4812764.0,43.463144115230925,-3.7964326239658095,5,2017-10-31T16:53:17.020Z,24.875999450683594,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/100.csv
84,3,31,104,R04T,435650.72,4812743.0,43.462952522768695,-3.7967920649137623,5,2017-10-31T16:53:41.787Z,6.659999847412109,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/101.csv
84,2,31,104,R04T,435650.72,4812743.0,43.462952522768695,-3.7967920649137623,5,2017-10-31T16:53:41.787Z,6.659999847412109,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/102.csv
84,1,31,104,R04T,435612.0,4812694.5,43.462512520610126,-3.797264937003026,5,2017-10-31T16:54:07.100Z,9.215999603271484,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/103.csv
