dc:identifier,dc:modified,ayto:parada,ayto:numero,gn:coordX,gn:coordY,wgs84_pos:lat,wgs84_pos:long,vivo:address1,ayto:sentido,uri
335,2017-10-30T23:20:00.131Z,Grupo Ateca,367,433244,4813521,43.46974617777387,-3.826636001488825,C/ Repuente,El Castillo,http://datos.santander.es/api/datos/paradas_bus/335.csv
336,2017-10-30T23:20:00.131Z,Iglesia,368,432935.9,4813736,43.47165433081984,-3.830471210400343,San Pedro Del Mar,El Castillo,http://datos.santander.es/api/datos/paradas_bus/336.csv
337,2017-10-30T23:20:00.131Z,San Pedro Del Mar 64,369,432879.4,4813948,43.47355797817893,-3.8311958230407477,San Pedro Del Mar.64,El Castillo,http://datos.santander.es/api/datos/paradas_bus/337.csv
338,2017-10-30T23:20:00.131Z,El Empalme,60,431055.5,4811221,43.448839820356746,-3.8533989801498714,El Empalme,Piquio,http://datos.santander.es/api/datos/paradas_bus/338.csv
322,2017-10-30T23:20:00.13Z,Avenida de Cantabria 10,213,435960.41,4814523.87,43.4790131332114,-3.793173570782465,Avenida de Cantabria.10,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/322.csv
323,2017-10-30T23:20:00.13Z,Avenida Cantabria 12,221,435918.21,4814523.6,43.47900708469194,-3.7936952987015293,Avda Cantabria.12,Complejo,http://datos.santander.es/api/datos/paradas_bus/323.csv
324,2017-10-30T23:20:00.13Z,Mataleñas,275,436280.95,4815317.47,43.48618568495452,-3.7893033622779724,Avenida del Faro,El Faro,http://datos.santander.es/api/datos/paradas_bus/324.csv
325,2017-10-30T23:20:00.13Z,Avenida Parayas Hotel Expres,357,432317,4810350,43.44111303812688,-3.8377016312279992,Avda Parayas,Primero de Mayo,http://datos.santander.es/api/datos/paradas_bus/325.csv
327,2017-10-30T23:20:00.13Z,Primero de Mayo,359,430736,4810622,43.443417288867636,-3.8572711345686885,1º De Mayo,Zoco,http://datos.santander.es/api/datos/paradas_bus/327.csv
328,2017-10-30T23:20:00.13Z,Manuel Pombo Angulo 10,360,430521.3,4810526,43.44253306048983,-3.859911845454455,Manuel Pombo Angulo.10,Plaza de Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/328.csv
329,2017-10-30T23:20:00.13Z,Ricardo Lopez Aranda 22,361,430281,4810355,43.440971134579605,-3.8628592063387575,Ricardo Lopez Aranda 22,Plaza de las Estaciones,http://datos.santander.es/api/datos/paradas_bus/329.csv
330,2017-10-30T23:20:00.13Z,Primero de Mayo 9,362,430758.4,4810625,43.44344637216204,-3.8569947294123788,1º De Mayo,Plaza De Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/330.csv
332,2017-10-30T23:20:00.13Z,Pedro San Martin 12,364,433017.5,4812496,43.46049742676821,-3.829309916556864,Pedro San Martin.12,El Castillo,http://datos.santander.es/api/datos/paradas_bus/332.csv
315,2017-10-30T23:20:00.129Z,Gregorio Marañon,27,436219.9,4814576,43.47950467652063,-3.7899713510017157,Gregorio Marañon,Corban,http://datos.santander.es/api/datos/paradas_bus/315.csv
316,2017-10-30T23:20:00.129Z,Valdecilla,9,432950.44,4812146.34,43.45734328346389,-3.8300957473739223,Avenida de Valdecilla,A.Odriozola,http://datos.santander.es/api/datos/paradas_bus/316.csv
318,2017-10-30T23:20:00.129Z,General Davila nº 208,442,434376,4813276,43.46764056668863,-3.8126126700686003,General Davila nº 208,Via Cornelia,http://datos.santander.es/api/datos/paradas_bus/318.csv
319,2017-10-30T23:20:00.129Z,Bajada la Encina s/n,152,436277.6,4813604,43.470758217743374,-3.789144144574474,Bajada la Encina s/n,Plaza Italia,http://datos.santander.es/api/datos/paradas_bus/319.csv
320,2017-10-30T23:20:00.129Z,Cruce Vicente Trueba,184,430819,4812001,43.45584061073513,-3.8564205800626095,Avenida Vicente Trueba,Centro,http://datos.santander.es/api/datos/paradas_bus/320.csv
321,2017-10-30T23:20:00.129Z,Gregorio Marañón,193,436237.8,4814577,43.479515207561015,-3.789750151043878,Gregorio Marañón,Consuelo Berges,http://datos.santander.es/api/datos/paradas_bus/321.csv
305,2017-10-30T23:20:00.128Z,Cardenal Herrera Oria 26,176,432236.2,4812324,43.458878451765734,-3.838945442139962,Cardenal Herrera Oria Fte nº 26,Complejo,http://datos.santander.es/api/datos/paradas_bus/305.csv
306,2017-10-30T23:20:00.128Z,Cardenal Herrera Oria 42,177,431881.05,4812293.74,43.458573744130796,-3.843331213218172,Cardenal Herrera Oria nº  42,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/306.csv
307,2017-10-30T23:20:00.128Z,Cardenal Herrera Oria 76,178,431620.7,4812206,43.4577600283504,-3.8465380346975824,Cardenal Herrera Oria Fte nº 76,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/307.csv
308,2017-10-30T23:20:00.128Z,Residencia Santa Lucia,179,431216.59,4812038.11,43.45621139572438,-3.8515114230643426,Cardenal Herrera Oria,Tunel de puertochico,http://datos.santander.es/api/datos/paradas_bus/308.csv
309,2017-10-30T23:20:00.128Z,Cardenal Herrera Oria  130,180,430912.8,4811914,43.45506598863138,-3.855250269012174,Cardenal Herrera Oria nº 130,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/309.csv
310,2017-10-30T23:20:00.128Z,Avenida del Deporte 15,181,430864.8,4812417,43.45959024155975,-3.855907325319992,Avenida del Deporte,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/310.csv
311,2017-10-30T23:20:00.128Z,Ojaiz,355,428863.6,4810460,43.44178308798099,-3.8803862510332556,Ojaiz,Piquio,http://datos.santander.es/api/datos/paradas_bus/311.csv
312,2017-10-30T23:20:00.128Z,Paseo de Pereda nº 35,444,435546,4812680,43.46237628379118,-3.7980790205137307,Paseo de Pereda nº 35,Ojaiz,http://datos.santander.es/api/datos/paradas_bus/312.csv
313,2017-10-30T23:20:00.128Z,Camilo Alonso Vega 10,133,433243.3,4812366,43.45934717385087,-3.82650307489716,Camilo Alonso Vega.10,Miranda,http://datos.santander.es/api/datos/paradas_bus/313.csv
314,2017-10-30T23:20:00.128Z,Camilo Alonso Vega 9,172,433239.7,4812390,43.45956293456972,-3.826550511723251,Camilo Alonso Vega.9,Valdecilla,http://datos.santander.es/api/datos/paradas_bus/314.csv
294,2017-10-30T23:20:00.127Z,Barrio la Torre 123,339,433427.3,4813543,43.46996059895488,-3.8243727389318836,Bº de la Torre 123,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/294.csv
295,2017-10-30T23:20:00.127Z,Barrio la Torre 95,159,433687.5,4813711,43.471496299628946,-3.8211765986178556,Bº de la Torre 95,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/295.csv
296,2017-10-30T23:20:00.127Z,Jorge Sepulveda 11,161,434463.65,4814011.22,43.4742677617937,-3.811617682121417,Jorge Sepulveda,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/296.csv
297,2017-10-30T23:20:00.127Z,Avenida Cantabria 43,162,434664,4814103,43.47511163763625,-3.809151780470652,Avenida Cantabria .43,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/297.csv
298,2017-10-30T23:20:00.127Z,Padre Menni,163,435153.6,4814230,43.47629771512106,-3.8031139158173977,Avenida Cantabria,Tunel de puertochico,http://datos.santander.es/api/datos/paradas_bus/298.csv
299,2017-10-30T23:20:00.127Z,Avenida Cantabria 11,164,435592.5,4814360,43.477506117912206,-3.7977030027276744,Avenida Cantabria 11,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/299.csv
301,2017-10-30T23:20:00.127Z,Alcalde vega lamera 1,171,435932.8,4813874,43.473159682924724,-3.7934384403689263,Alcalde Vega Lamera,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/301.csv
302,2017-10-30T23:20:00.127Z,Grupo San Francisco,173,433382.87,4812775.44,43.46304598103412,-3.8248280836370263,General Davila,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/302.csv
303,2017-10-30T23:20:00.127Z,General Davila 314,174,433005.2,4812634,43.46173879567092,-3.829478919014863,General Davila 314,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/303.csv
304,2017-10-30T23:20:00.127Z,Facultad de Medicina,175,432594,4812407,43.45965806981869,-3.8345333969361852,Cardenal Herrera Oria,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/304.csv
284,2017-10-30T23:20:00.126Z,Menendez Pelayo 46,150,435751.9,4813155,43.46667065796974,-3.7955900173503077,Menendez Pelayo 46,General Dávila,http://datos.santander.es/api/datos/paradas_bus/284.csv
285,2017-10-30T23:20:00.126Z,Menendez Pelayo 76,151,436022.77,4813205.89,43.46715207445986,-3.7922476481022804,Menendez Pelayo 76,General Dávila,http://datos.santander.es/api/datos/paradas_bus/285.csv
286,2017-10-30T23:20:00.126Z,Los Pinares,134,436389.9,4813671,43.47137101638019,-3.7877636861283914,Avenida de los Infantes,General Dávila,http://datos.santander.es/api/datos/paradas_bus/286.csv
287,2017-10-30T23:20:00.126Z,Cuesta de la Atalaya  2,438,434758.7,4812850,43.463838591535,-3.807830844453873,Cuesta de la Atalaya nº 2,General Davila,http://datos.santander.es/api/datos/paradas_bus/287.csv
288,2017-10-30T23:20:00.126Z,Complejo deportivo,153,431122.29,4812477.74,43.46016086551903,-3.852732472887171,Avenida del Deporte,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/288.csv
289,2017-10-30T23:20:00.126Z,Avenida del Deporte 6,212,431513.6,4812600,43.461297556728816,-3.8479112686682364,Avenida de Cantabria,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/289.csv
290,2017-10-30T23:20:00.126Z,Lavapies 1,155,432237.7,4812740,43.46262399798503,-3.8389786532552694,C/ Lavapies,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/290.csv
291,2017-10-30T23:20:00.126Z,Calle Repuente 43,156,432577.5,4812904,43.46413127116796,-3.8347988563457203,C/ Repuente . 43,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/291.csv
292,2017-10-30T23:20:00.126Z,Calle Repuente,157,432804.5,4813232,43.46710482066625,-3.832033422606643,C/ Repuente Fte Hnos Martinez,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/292.csv
293,2017-10-30T23:20:00.126Z,Calle Repuente 15,158,433108.3,4813454,43.469130819649045,-3.828305290673875,C/ Repuente,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/293.csv
274,2017-10-30T23:20:00.125Z,General Davila 84,138,435243.9,4813269,43.467653223667575,-3.801883185521649,General Davila 84,Valdecilla,http://datos.santander.es/api/datos/paradas_bus/274.csv
275,2017-10-30T23:20:00.125Z,General Davila 122,139,434945.79,4813245.9,43.46741936209426,-3.8055655497691094,General Davila,General Dávila,http://datos.santander.es/api/datos/paradas_bus/275.csv
276,2017-10-30T23:20:00.125Z,Los Salesianos,140,434646.4,4813265,43.46756521570519,-3.809268771589893,General Davila,General Dávila,http://datos.santander.es/api/datos/paradas_bus/276.csv
277,2017-10-30T23:20:00.125Z,General Davila 224,141,434202.6,4813244,43.4673372156022,-3.814752303543148,General Davila 224,General Dávila,http://datos.santander.es/api/datos/paradas_bus/277.csv
278,2017-10-30T23:20:00.125Z,General Davila 256,142,433963.5,4813032,43.465407406873446,-3.817682234487353,General Davila 256,General Dávila,http://datos.santander.es/api/datos/paradas_bus/278.csv
279,2017-10-30T23:20:00.125Z,Colegio La Salle,144,433462.2,4812710,43.46246386070148,-3.823839520507299,Camilo Alonso Vega 33,Valdecilla,http://datos.santander.es/api/datos/paradas_bus/279.csv
280,2017-10-30T23:20:00.125Z,Camilo Alonso Vega 19,145,433305.1,4812483,43.460406088425515,-3.825753560260694,Camilo Alonso Vega 19,General Dávila,http://datos.santander.es/api/datos/paradas_bus/280.csv
281,2017-10-30T23:20:00.125Z,"Marcelino Sanz de Sautuola ",147,435096.3,4812792,43.46334577245764,-3.803650910212131,M.Sanz de Sautuola 6,General Dávila,http://datos.santander.es/api/datos/paradas_bus/281.csv
282,2017-10-30T23:20:00.125Z,Santa Lucia 26,148,435387.38,4812892.55,43.464276282142784,-3.8000648700893502,Santa Lucia 26,General Dávila,http://datos.santander.es/api/datos/paradas_bus/282.csv
283,2017-10-30T23:20:00.125Z,Menendez Pelayo 14,149,435548.97,4813044.05,43.46565425557842,-3.7980853937217076,Menendez Pelayo 14,General Dávila,http://datos.santander.es/api/datos/paradas_bus/283.csv
264,2017-10-30T23:20:00.124Z,General Davila 87,122,434195.9,4813224,43.4671565572044,-3.8148327088096914,General Davila 87,Plaza de los Remedios,http://datos.santander.es/api/datos/paradas_bus/264.csv
265,2017-10-30T23:20:00.124Z,Los Salesianos,123,434691.7,4813244,43.46738010199033,-3.808706272607944,General Davila,Plaza de los Remedios,http://datos.santander.es/api/datos/paradas_bus/265.csv
266,2017-10-30T23:20:00.124Z,Prado San Roque,124,434888.38,4813224.8,43.46722439131395,-3.8062727045658593,General Davila,Plaza de los Remedios,http://datos.santander.es/api/datos/paradas_bus/266.csv
267,2017-10-30T23:20:00.124Z,General Dávila 41,125,435296.3,4813277,43.46772978845241,-3.8012363865117504,General Dávila.41,Plaza de los Remedios,http://datos.santander.es/api/datos/paradas_bus/267.csv
268,2017-10-30T23:20:00.124Z,Santa Clotilde,126,435588.9,4813352,43.46843031630009,-3.79762823742337,General Davila,Plaza de los Remedios,http://datos.santander.es/api/datos/paradas_bus/268.csv
269,2017-10-30T23:20:00.124Z,Bajada la Encina 1,127,436069,4813385,43.46876864343015,-3.791697203561561,Bajada la Encina 1,Plaza de los Remedios,http://datos.santander.es/api/datos/paradas_bus/269.csv
270,2017-10-30T23:20:00.124Z,Fernando Calderon Rueda 6,128,436260.2,4813574,43.47048662966104,-3.7893557362188335,F.Calderon Rueda 6,Plaza de los Remedios,http://datos.santander.es/api/datos/paradas_bus/270.csv
271,2017-10-30T23:20:00.124Z,Miranda,135,436392.3,4813302,43.46804893262404,-3.787690904675458,Alto de Miranda,Miranda 5.c2,http://datos.santander.es/api/datos/paradas_bus/271.csv
272,2017-10-30T23:20:00.124Z,General Davila 28,136,435974,4813365,43.46858044329419,-3.7928692311023093,General Davila 28,General Dávila,http://datos.santander.es/api/datos/paradas_bus/272.csv
273,2017-10-30T23:20:00.124Z,General Davila 58,137,435590.1,4813362,43.46852045440184,-3.7976145862408104,General Davila 58,General Dávila,http://datos.santander.es/api/datos/paradas_bus/273.csv
250,2017-10-30T23:20:00.123Z,Estaciones,273,434522.3,4812342,43.4592441725264,-3.810691875884565,Plaza de las Estaciones S/N,Piquio,http://datos.santander.es/api/datos/paradas_bus/250.csv
251,2017-10-30T23:20:00.123Z,Plaza de Italia Casino,129,436835.5,4813742,43.4720480525671,-3.78226321867481,Plaza de Italia S/N,General Dávila,http://datos.santander.es/api/datos/paradas_bus/251.csv
252,2017-10-30T23:20:00.123Z,Reina Victoria  117,130,437219.6,4813499,43.46989255973308,-3.7774867212533065,Reina Victoria . 117,General Dávila,http://datos.santander.es/api/datos/paradas_bus/252.csv
253,2017-10-30T23:20:00.123Z,Perez Galdos 17,132,436609.4,4813121,43.46643773991037,-3.784986093912631,Perez Galdos 17,General Dávila,http://datos.santander.es/api/datos/paradas_bus/253.csv
254,2017-10-30T23:20:00.123Z,"Miranda ",110,436380.1,4813273,43.46778679316874,-3.787838329590545,Alto de Miranda,Miranda 5.c1,http://datos.santander.es/api/datos/paradas_bus/254.csv
255,2017-10-30T23:20:00.123Z,Menendez Pelayo 97,111,436034.02,4813219.64,43.4672768350439,-3.7921101958410652,Menendez Pelayo 97,Plaza de los Remedios,http://datos.santander.es/api/datos/paradas_bus/255.csv
256,2017-10-30T23:20:00.123Z,Menendez Pelayo 61,112,435718.5,4813156.68,43.4666829127212,-3.796003088151384,Menendez Pelayo 61,Plaza de los Remedios,http://datos.santander.es/api/datos/paradas_bus/256.csv
257,2017-10-30T23:20:00.123Z,Valliciergo 7,113,435359.08,4812939.96,43.46470069052678,-3.800420312445257,Valliciergo 7,Plaza de los Remedios,http://datos.santander.es/api/datos/paradas_bus/257.csv
258,2017-10-30T23:20:00.123Z,Santa Lucia 1,114,435078.8,4812858,43.463938481845354,-3.803875090995592,Santa Lucia 1,Plaza de los Remedios,http://datos.santander.es/api/datos/paradas_bus/258.csv
259,2017-10-30T23:20:00.123Z,Guevara 15,115,434791.4,4812836,43.463715395739335,-3.807424968725853,Guevara 15,Plaza de los Remedios,http://datos.santander.es/api/datos/paradas_bus/259.csv
260,2017-10-30T23:20:00.123Z,Plaza de los Remedios,116,434692.4,4812724,43.46269836814224,-3.8086352587960985,Plaza de los Remedios,Plaza de los Remedios,http://datos.santander.es/api/datos/paradas_bus/260.csv
261,2017-10-30T23:20:00.123Z,Camilo Alonso Vega 22,118,433325.8,4812494,43.46050697198806,-3.8254990529500597,Camilo Alonso Vega 22,Plaza de los Remedios,http://datos.santander.es/api/datos/paradas_bus/261.csv
262,2017-10-30T23:20:00.123Z,Camilo Alonso Vega 32,119,433468.7,4812702,43.462392411701515,-3.823758199973016,Camilo Alonso Vega 32,Plaza de los Remedios,http://datos.santander.es/api/datos/paradas_bus/262.csv
263,2017-10-30T23:20:00.123Z,Las Mercedarias,120,433790,4812924,43.46441969229379,-3.819813758718895,General Davila,Plaza de los Remedios,http://datos.santander.es/api/datos/paradas_bus/263.csv
234,2017-10-30T23:20:00.122Z,Los Llanos,85,430677.6,4811143,43.448102636102696,-3.8580590081594517,El Empalme,Ojaiz,http://datos.santander.es/api/datos/paradas_bus/234.csv
235,2017-10-30T23:20:00.122Z,"Escuelas Peñacastillo ",86,430463.6,4811093,43.44763260826696,-3.8606971280501985,El Empalme,Ojaiz,http://datos.santander.es/api/datos/paradas_bus/235.csv
236,2017-10-30T23:20:00.122Z,Calle La Peña,87,430210.28,4811121.88,43.44786903755583,-3.863831193070702,El Empalme,Ojaiz,http://datos.santander.es/api/datos/paradas_bus/236.csv
237,2017-10-30T23:20:00.122Z,Camarreal 109,88,429688.44,4810973.28,43.446482280628935,-3.8702606079942328,Camarreal 109,Ojaiz,http://datos.santander.es/api/datos/paradas_bus/237.csv
238,2017-10-30T23:20:00.122Z,Deposito Municipal,89,429064.63,4810436.21,43.44158798213727,-3.8778992048822247,Camarreal 143 (Surtidor),Ojaiz,http://datos.santander.es/api/datos/paradas_bus/238.csv
239,2017-10-30T23:20:00.122Z,Las Estaciones,103,434515.8,4812324,43.45908154114637,-3.8107700513716405,Plaza de las Estaciones S/N,Bº Pesquero,http://datos.santander.es/api/datos/paradas_bus/239.csv
240,2017-10-30T23:20:00.122Z,Calle Castilla 27,104,434345.4,4812148,43.45748199250403,-3.812854959335722,C/ Castilla 27,Bº Pesquero,http://datos.santander.es/api/datos/paradas_bus/240.csv
241,2017-10-30T23:20:00.122Z,Calle Castilla 51,105,433969.6,4811963.43,43.45578714070723,-3.8174772964175623,C/ Castilla 51,Bº Pesquero,http://datos.santander.es/api/datos/paradas_bus/241.csv
242,2017-10-30T23:20:00.122Z,Calle Castilla71,106,433682.14,4811821.38,43.45448276789331,-3.821012770907022,C/ Castilla71,Bº Pesquero,http://datos.santander.es/api/datos/paradas_bus/242.csv
243,2017-10-30T23:20:00.122Z,Calle Castilla 64,107,433362.3,4811680,43.45318143494558,-3.824948346035525,C/Castilla (La Marga),Bº Pesquero,http://datos.santander.es/api/datos/paradas_bus/243.csv
244,2017-10-30T23:20:00.122Z,La Lonja,94,433634.25,4811673.28,43.45314511053229,-3.8215866002485095,Marques de la Hermida S/N,Bº Pesquero,http://datos.santander.es/api/datos/paradas_bus/244.csv
245,2017-10-30T23:20:00.122Z,Marques de la Hermida 36,95,433891.95,4811764.63,43.45399039610199,-3.818412865325839,Marques de la Hermida 36,Bº Pesquero,http://datos.santander.es/api/datos/paradas_bus/245.csv
246,2017-10-30T23:20:00.122Z,Barrio Pesquero,96,433860.8,4811560,43.45214526665073,-3.8187730048353155,Bº Pesquero,Piquio,http://datos.santander.es/api/datos/paradas_bus/246.csv
248,2017-10-30T23:20:00.122Z,Marques de la Hermida 15,321,434130.35,4811851.34,43.45479211864641,-3.8154770082302734,Marques de la Hermida 15,Piquio,http://datos.santander.es/api/datos/paradas_bus/248.csv
249,2017-10-30T23:20:00.122Z,Marques de la Hermida 1,98,434385.93,4811945.14,43.45565910823593,-3.8123295963165154,Marques de la Hermida 1,Piquio,http://datos.santander.es/api/datos/paradas_bus/249.csv
230,2017-10-30T23:20:00.121Z,Las Californias,81,431905.4,4811845,43.45453578161125,-3.842974170575647,Campogiro,Ojaiz,http://datos.santander.es/api/datos/paradas_bus/230.csv
231,2017-10-30T23:20:00.121Z,Campogiro 90,82,431575.9,4811694,43.453146200463806,-3.8470274420941677,Campogiro 90,Ojaiz,http://datos.santander.es/api/datos/paradas_bus/231.csv
232,2017-10-30T23:20:00.121Z,Alto de la Peña,83,431395.3,4811477,43.45117592461029,-3.8492320748873285,El Empalme,Ojaiz,http://datos.santander.es/api/datos/paradas_bus/232.csv
233,2017-10-30T23:20:00.121Z,El Empalme 6,84,431090.5,4811239,43.44900510583464,-3.8529687383994378,El Empalme 6,Ojaiz,http://datos.santander.es/api/datos/paradas_bus/233.csv
213,2017-10-30T23:20:00.12Z,Decatlhon,341,430206.2,4811943,43.45526148459051,-3.8639867694082484,Joaquin Rodrigo,Pctcan,http://datos.santander.es/api/datos/paradas_bus/213.csv
214,2017-10-30T23:20:00.12Z,Castelar,17,435957.5,4812721,43.46278078540211,-3.792997462569012,Castelar 29,A.Odriozola,http://datos.santander.es/api/datos/paradas_bus/214.csv
215,2017-10-30T23:20:00.12Z,Barrio de Ojaiz 7,54,428749.6,4810428,43.441484136028876,-3.8817906664111548,Bº Ojaiz.7,Piquio,http://datos.santander.es/api/datos/paradas_bus/215.csv
216,2017-10-30T23:20:00.12Z,Camarreal 109,56,429660,4810952.01,43.446288106403294,-3.870609299514516,Camarreal 109,Piquio,http://datos.santander.es/api/datos/paradas_bus/216.csv
217,2017-10-30T23:20:00.12Z,Peñacastillo,57,430181.8,4811115,43.44780443724075,-3.864182250823926,Peña Castillo,Piquio,http://datos.santander.es/api/datos/paradas_bus/217.csv
218,2017-10-30T23:20:00.12Z,Peñacastillo Escuelas,58,430477.51,4811082.32,43.44753774510432,-3.8605238748489463,El Empalme,Piquio,http://datos.santander.es/api/datos/paradas_bus/218.csv
219,2017-10-30T23:20:00.12Z,Los Llanos,59,430683.6,4811133,43.448013158381464,-3.857983591620555,El Empalme,Piquio,http://datos.santander.es/api/datos/paradas_bus/219.csv
220,2017-10-30T23:20:00.12Z,Campogiro 23,61,431398.5,4811459,43.45101415721043,-3.84919026307494,El Empalme,Piquio,http://datos.santander.es/api/datos/paradas_bus/220.csv
221,2017-10-30T23:20:00.12Z,Campogiro,62,431642.4,4811748,43.45363846348255,-3.846212373241196,Campogiro,Piquio,http://datos.santander.es/api/datos/paradas_bus/221.csv
222,2017-10-30T23:20:00.12Z,Campogiro.5,63,431943.5,4811847,43.454557256075965,-3.842503548767623,Campogiro.5,Piquio,http://datos.santander.es/api/datos/paradas_bus/222.csv
223,2017-10-30T23:20:00.12Z,Cajo 17,64,432278.8,4811800,43.454164530027846,-3.838353785210566,C/ Cajo . 17,Piquio,http://datos.santander.es/api/datos/paradas_bus/223.csv
224,2017-10-30T23:20:00.12Z,Cajo Renfe,65,432650.8,4811879.78,43.454916410961225,-3.8337661788458957,Cajo,Piquio,http://datos.santander.es/api/datos/paradas_bus/224.csv
225,2017-10-30T23:20:00.12Z,Brisas,91,436549.1,4813947,43.47386951055862,-3.7858277575079535,Brisas,Bº Pesquero,http://datos.santander.es/api/datos/paradas_bus/225.csv
226,2017-10-30T23:20:00.12Z,Rectorado,72,434933.8,4813558,43.47022829616302,-3.805751062493868,Avenida los Castros,Bº Pesquero,http://datos.santander.es/api/datos/paradas_bus/226.csv
227,2017-10-30T23:20:00.12Z,Cajo 2 Bomberos,78,432742.4,4811951,43.45556587668115,-3.8326428910638386,Cajo 2,Ojaiz,http://datos.santander.es/api/datos/paradas_bus/227.csv
228,2017-10-30T23:20:00.12Z,Cajo 10,79,432549.6,4811853,43.454666180170776,-3.8350135882080743,Cajo,Ojaiz,http://datos.santander.es/api/datos/paradas_bus/228.csv
229,2017-10-30T23:20:00.12Z,Parque Doctor Morales,80,432280.6,4811811,43.45426373041976,-3.8383329065026563,C/ Cajo,Ojaiz,http://datos.santander.es/api/datos/paradas_bus/229.csv
204,2017-10-30T23:20:00.119Z,Avenida de Valdecilla,45,432928.22,4812173.33,43.45758429320664,-3.830373697082561,Avenida de Valdecilla nº 24,Pctcan,http://datos.santander.es/api/datos/paradas_bus/204.csv
205,2017-10-30T23:20:00.119Z,Torres Quevedo 22,46,432372.99,4812156.46,43.45738240481148,-3.8372339562630464,Torres Quevedo nº 22,Pctcan,http://datos.santander.es/api/datos/paradas_bus/205.csv
206,2017-10-30T23:20:00.119Z,"Manuel LLano ",47,432091.14,4812260.51,43.458293668270876,-3.8407304297306686,Plaza Manuel LLano,Pctcan,http://datos.santander.es/api/datos/paradas_bus/206.csv
207,2017-10-30T23:20:00.119Z,Jose Maria Cossio 12,48,432030.4,4812432,43.45983214117519,-3.8415025489438657,Jose Mª Cossio  nº 12,Pctcan,http://datos.santander.es/api/datos/paradas_bus/207.csv
208,2017-10-30T23:20:00.119Z,Jose Maria Cossio 24,49,431860.8,4812434,43.459834713707124,-3.843599040243918,Jose Mª Cossio 24,Pctcan,http://datos.santander.es/api/datos/paradas_bus/208.csv
209,2017-10-30T23:20:00.119Z,Jose Maria Cossio 44,50,431613.2,4812399,43.45949699408762,-3.846654958577188,Jose Mª Cossio 44,Pctcan,http://datos.santander.es/api/datos/paradas_bus/209.csv
210,2017-10-30T23:20:00.119Z,Jose Mª Cossio. 52,51,431460.7,4812368,43.45920392844341,-3.8485359320393386,Jose Maria Cossio. 52,Pctcan,http://datos.santander.es/api/datos/paradas_bus/210.csv
211,2017-10-30T23:20:00.119Z,Los Ciruelos 26,52,431143.5,4812284,43.458418507586195,-3.852445829951339,Los Ciruelos 26,Pctcan,http://datos.santander.es/api/datos/paradas_bus/211.csv
212,2017-10-30T23:20:00.119Z,Carrefour Alisal,342,430427.5,4812057,43.456308483471844,-3.861266296811012,Joaquin Rodrigo,Pctcan,http://datos.santander.es/api/datos/paradas_bus/212.csv
199,2017-10-30T23:20:00.118Z,Correos,40,434825,4812601,43.46160251239364,-3.8069815236960753,Calvo Sotelo nº 21,Pctcan,http://datos.santander.es/api/datos/paradas_bus/199.csv
200,2017-10-30T23:20:00.118Z,Plaza Ayuntamiento,41,434559.76,4812607.72,43.46163984979357,-3.81026079769118,Plaza del Ayuntamiento S/N,Pctcan,http://datos.santander.es/api/datos/paradas_bus/200.csv
201,2017-10-30T23:20:00.118Z,Jesus de Monasterio 12,42,434354.59,4812630.92,43.461830745926804,-3.8127995724028576,Jesus de Monasterio nº 12,Pctcan,http://datos.santander.es/api/datos/paradas_bus/201.csv
202,2017-10-30T23:20:00.118Z,San Fernando 22,43,433783.5,4812477,43.46039458300164,-3.8198397604019334,San Fernando 22,Pctcan,http://datos.santander.es/api/datos/paradas_bus/202.csv
203,2017-10-30T23:20:00.118Z,San Fernando 66,44,433421.34,4812352.12,43.459238078465944,-3.8243008271089765,San Fernando . 66,Pctcan,http://datos.santander.es/api/datos/paradas_bus/203.csv
184,2017-10-30T23:20:00.117Z,Manuel Gonzalez Hoyos 39,167,435752.5,4814705,43.480626083329575,-3.7957655495847673,M.Gonzalez Hoyos 39,Pctcan,http://datos.santander.es/api/datos/paradas_bus/184.csv
