coditram;Nom_Trajecte;COD_liniaATM;COD_paradaATM;COD_trajecte;sentit;ordre;buidat;principal;SCHED;TIME_A;TIME_D;SCHED;TIME_A;TIME_D;NOM;COORX;COORY
40240;2 RONDA HOSPITALS;4024;20022;0;1;14;0;0;;;;;;;RONDA / ENRIC GRANADOS;301576;4610524
40240;2 RONDA HOSPITALS;4024;20023;0;1;15;0;0;;;;;;;RONDA / HUMBERT TORRES;301758;4610696
40240;2 RONDA HOSPITALS;4024;20024;0;1;16;0;0;;;;;;;RONDA / PLAÄA EUROPA;301932;4610868
40240;2 RONDA HOSPITALS;4024;20362;0;1;17;0;0;;;;;;;PL. EUROPA/P. VIANA;302113;4611083
40240;2 RONDA HOSPITALS;4024;20025;0;1;18;0;0;;;;;;;P. VIANA / PLAÄA DEL TREBALL;302232;4610716
40240;2 RONDA HOSPITALS;4024;20321;0;1;19;0;0;;;;;;;P. VIANA / PRAT DE LA RIBA;302364;4610641
40240;2 RONDA HOSPITALS;4024;20027;0;1;20;0;0;;;;;;;ESTACI‡ RENFE / P. VIANA;302705;4610350
40240;2 RONDA HOSPITALS;4024;20011;0;1;21;0;0;;;;;;;AUDI‘NCIA;302551;4610069
40240;2 RONDA HOSPITALS;4024;20322;0;1;22;0;0;;;;;;;PONT VELL / FRANCESC MACI∑;302393;4609807
40240;2 RONDA HOSPITALS;4024;20059;0;1;23;0;0;;;;;;;CAMPS ELISIS 2;302567;4609554
40240;2 RONDA HOSPITALS;4024;20142;0;1;24;0;0;;;;;;;DRA. CASTELLS / GARRIGUES;302632;4609401
40240;2 RONDA HOSPITALS;4024;20143;0;1;25;0;0;;;;;;;CAP CAPPONT;302474;4609231
40240;2 RONDA HOSPITALS;4024;20144;0;1;26;0;0;;;;;;;DRA.CASTELLS / ESTUDI GENERAL;302267;4608993
40240;2 RONDA HOSPITALS;4024;20145;0;1;27;0;0;;;;;;;PONT UNIVERSITAT;302073;4609121
40240;2 RONDA HOSPITALS;4024;20318;0;1;28;0;0;;;;;;;ESTACI‡ D'AUTOBUSOS / AV. MADRID;301806;4609227
402410;2 RONDA HOSPITALS;4024;20318;10;1;1;0;0;;;;;;;ESTACI‡ D'AUTOBUSOS / AV. MADRID;301806;4609227
402410;2 RONDA HOSPITALS;4024;20319;10;1;2;0;0;;;;;;;AV. MADRID / COS-GAY‡N;301513;4609076
402410;2 RONDA HOSPITALS;4024;20320;10;1;3;0;0;;;;;;;INSTITUTS / CAM÷ DE RUFEA;301194;4608817
402410;2 RONDA HOSPITALS;4024;20017;10;1;4;0;0;;;;;;;RONDA / UNI‡;301351;4609247
402410;2 RONDA HOSPITALS;4024;20018;10;1;5;0;0;;;;;;;PLAÄA PAGESOS;301210;4609490
402410;2 RONDA HOSPITALS;4024;20019;10;1;6;0;0;;;;;;;RONDA / PIUS XII;301153;4609747
402410;2 RONDA HOSPITALS;4024;20020;10;1;7;0;0;;;;;;;RONDA / SEGRI∑;301207;4610070
402410;2 RONDA HOSPITALS;4024;20021;10;1;8;0;0;;;;;;;MERCAT FLEMING;301360;4610320
402410;2 RONDA HOSPITALS;4024;20135;10;1;9;0;0;;;;;;;HOSPITAL SANTA MARIA 2;301329;4610445
402410;2 RONDA HOSPITALS;4024;20206;10;1;12;0;0;;;;;;;ONZE DE SETEMBRE 2;301160;4610927
402410;2 RONDA HOSPITALS;4024;20138;10;1;11;0;0;;;;;;;ARNAU DE VILANOVA 2;300974;4611023
402410;2 RONDA HOSPITALS;4024;20139;10;1;12;0;0;;;;;;;ARNAU DE VILANOVA;300967;4610980
402410;2 RONDA HOSPITALS;4024;20140;10;1;13;0;0;;;;;;;ONZE DE SETEMBRE;301201;4610853
402410;2 RONDA HOSPITALS;4024;20141;10;1;14;0;0;;;;;;;HOSPITAL SANTA MARIA;301318;4610433
402410;2 RONDA HOSPITALS;4024;20022;10;1;15;0;0;;;;;;;RONDA / ENRIC GRANADOS;301576;4610524
402410;2 RONDA HOSPITALS;4024;20023;10;1;16;0;0;;;;;;;RONDA / HUMBERT TORRES;301758;4610696
402410;2 RONDA HOSPITALS;4024;20024;10;1;17;0;0;;;;;;;RONDA / PLAÄA EUROPA;301932;4610868
402410;2 RONDA HOSPITALS;4024;20362;10;1;18;0;0;;;;;;;PL. EUROPA/P. VIANA;302113;4611083
402410;2 RONDA HOSPITALS;4024;20025;10;1;19;0;0;;;;;;;P. VIANA / PLAÄA DEL TREBALL;302232;4610716
402410;2 RONDA HOSPITALS;4024;20321;10;1;20;0;0;;;;;;;P. VIANA / PRAT DE LA RIBA;302364;4610641
402410;2 RONDA HOSPITALS;4024;20027;10;1;21;0;0;;;;;;;ESTACI‡ RENFE / P. VIANA;302705;4610350
402410;2 RONDA HOSPITALS;4024;20011;10;1;22;0;0;;;;;;;AUDI‘NCIA;302551;4610069
402410;2 RONDA HOSPITALS;4024;20322;10;1;23;0;0;;;;;;;PONT VELL / FRANCESC MACI∑;302393;4609807
402410;2 RONDA HOSPITALS;4024;20059;10;1;24;0;0;;;;;;;CAMPS ELISIS 2;302567;4609554
402410;2 RONDA HOSPITALS;4024;20142;10;1;25;0;0;;;;;;;DRA. CASTELLS / GARRIGUES;302632;4609401
402410;2 RONDA HOSPITALS;4024;20143;10;1;26;0;0;;;;;;;CAP CAPPONT;302474;4609231
402410;2 RONDA HOSPITALS;4024;20144;10;1;27;0;0;;;;;;;DRA.CASTELLS / ESTUDI GENERAL;302267;4608993
402410;2 RONDA HOSPITALS;4024;20145;10;1;28;0;0;;;;;;;PONT UNIVERSITAT;302073;4609121
402410;2 RONDA HOSPITALS;4024;20318;10;1;29;0;0;;;;;;;ESTACI‡ D'AUTOBUSOS / AV. MADRID;301806;4609227
402420;2 RONDA HOSPITALS;4024;20142;20;1;25;0;0;;;;;;;DRA. CASTELLS / GARRIGUES;302632;4609401
402420;2 RONDA HOSPITALS;4024;20143;20;1;26;0;0;;;;;;;CAP CAPPONT;302474;4609231
402420;2 RONDA HOSPITALS;4024;20144;20;1;27;0;0;;;;;;;DRA.CASTELLS / ESTUDI GENERAL;302267;4608993
402420;2 RONDA HOSPITALS;4024;20145;20;1;28;0;0;;;;;;;PONT UNIVERSITAT;302073;4609121
402420;2 RONDA HOSPITALS;4024;20318;20;1;29;0;0;;;;;;;ESTACI‡ D'AUTOBUSOS / AV. MADRID;301806;4609227
40250;3 EXTERIOR HOSPITALS;4025;20323;0;1;1;0;0;;;;;;;EST. D'AUTOBUSOS / ALCALDE ARENY;301866;4609216
40250;3 EXTERIOR HOSPITALS;4025;20262;0;1;2;0;0;;;;;;;PONT UNIVERSITAT 2;302057;4609105
40250;3 EXTERIOR HOSPITALS;4025;20324;0;1;3;0;0;;;;;;;DRA. CASTELLS / ESTUDI GENERAL 2;302275;4609011
40250;3 EXTERIOR HOSPITALS;4025;20325;0;1;4;0;0;;;;;;;CAP CAPPONT 2;302493;4609209
40250;3 EXTERIOR HOSPITALS;4025;20326;0;1;5;0;0;;;;;;;DRA. CASTELLS / GARRIGUES 2;302612;4609392
40250;3 EXTERIOR HOSPITALS;4025;20076;0;1;6;0;0;;;;;;;CAMPS ELISIS;302559;4609599
40250;3 EXTERIOR HOSPITALS;4025;20077;0;1;7;0;0;;;;;;;PONT VELL / AV. SEGRE;302390;4609799
40250;3 EXTERIOR HOSPITALS;4025;20150;0;1;8;0;0;;;;;;;AUDI‘NCIA 2;302537;4610016
40250;3 EXTERIOR HOSPITALS;4025;20151;0;1;9;0;0;;;;;;;ESTACI‡ RENFE;302733;4610350
40250;3 EXTERIOR HOSPITALS;4025;20152;0;1;10;0;0;;;;;;;P. VIANA / PRAT DE LA RIBA 2;302384;4610620
40250;3 EXTERIOR HOSPITALS;4025;20153;0;1;11;0;0;;;;;;;P. VIANA / CORTS CATALANES;302184;4610775
40250;3 EXTERIOR HOSPITALS;4025;20154;0;1;12;0;0;;;;;;;RONDA / PLAÄA EUROPA 2;301924;4610884
40250;3 EXTERIOR HOSPITALS;4025;20155;0;1;13;0;0;;;;;;;RONDA / ROVIRA ROURE;301566;4610544
40250;3 EXTERIOR HOSPITALS;4025;20135;0;1;14;0;0;;;;;;;HOSPITAL SANTA MARIA 2;301329;4610445
40250;3 EXTERIOR HOSPITALS;4025;20206;0;1;15;0;0;;;;;;;ONZE DE SETEMBRE 2;301160;4610927
40250;3 EXTERIOR HOSPITALS;4025;20138;0;1;16;0;0;;;;;;;ARNAU DE VILANOVA 2;300974;4611023
40250;3 EXTERIOR HOSPITALS;4025;20139;0;1;17;0;0;;;;;;;ARNAU DE VILANOVA;300967;4610980
40250;3 EXTERIOR HOSPITALS;4025;20140;0;1;18;0;0;;;;;;;ONZE DE SETEMBRE;301201;4610853
40250;3 EXTERIOR HOSPITALS;4025;20141;0;1;19;0;0;;;;;;;HOSPITAL SANTA MARIA;301318;4610433
40250;3 EXTERIOR HOSPITALS;4025;20156;0;1;20;0;0;;;;;;;MERCAT FLEMING 2;301301;4610280
40250;3 EXTERIOR HOSPITALS;4025;20157;0;1;21;0;0;;;;;;;RONDA / SEGRI∑ 2;301183;4610080
40250;3 EXTERIOR HOSPITALS;4025;20158;0;1;22;0;0;;;;;;;RONDA / PIUS XII 2;301137;4609642
40250;3 EXTERIOR HOSPITALS;4025;20159;0;1;23;0;0;;;;;;;PLAÄA PAGESOS 2;301230;4609389
40250;3 EXTERIOR HOSPITALS;4025;20160;0;1;24;0;0;;;;;;;RONDA / UNI‡ 2;301342;4609227
40250;3 EXTERIOR HOSPITALS;4025;20327;0;1;25;0;0;;;;;;;INSTITUTS;301526;4608930
40250;3 EXTERIOR HOSPITALS;4025;20162;0;1;26;0;0;;;;;;;PASSAREL˙LA MARISTES;301721;4609069
40250;3 EXTERIOR HOSPITALS;4025;20323;0;1;27;0;0;;;;;;;EST. D'AUTOBUSOS / ALCALDE ARENY;301866;4609216
402510;3 EXTERIOR HOSPITALS;4025;20323;10;1;1;0;0;;;;;;;EST. D'AUTOBUSOS / ALCALDE ARENY;301866;4609216
402510;3 EXTERIOR HOSPITALS;4025;20262;10;1;2;0;0;;;;;;;PONT UNIVERSITAT 2;302057;4609105
402510;3 EXTERIOR HOSPITALS;4025;20324;10;1;3;0;0;;;;;;;DRA. CASTELLS / ESTUDI GENERAL 2;302275;4609011
402510;3 EXTERIOR HOSPITALS;4025;20325;10;1;4;0;0;;;;;;;CAP CAPPONT 2;302493;4609209
402510;3 EXTERIOR HOSPITALS;4025;20326;10;1;5;0;0;;;;;;;DRA. CASTELLS / GARRIGUES 2;302612;4609392
402510;3 EXTERIOR HOSPITALS;4025;20076;10;1;6;0;0;;;;;;;CAMPS ELISIS;302559;4609599
402510;3 EXTERIOR HOSPITALS;4025;20077;10;1;7;0;0;;;;;;;PONT VELL / AV. SEGRE;302390;4609799
402510;3 EXTERIOR HOSPITALS;4025;20150;10;1;8;0;0;;;;;;;AUDI‘NCIA 2;302537;4610016
402510;3 EXTERIOR HOSPITALS;4025;20151;10;1;9;0;0;;;;;;;ESTACI‡ RENFE;302733;4610350
402510;3 EXTERIOR HOSPITALS;4025;20152;10;1;10;0;0;;;;;;;P. VIANA / PRAT DE LA RIBA 2;302384;4610620
402510;3 EXTERIOR HOSPITALS;4025;20153;10;1;11;0;0;;;;;;;P. VIANA / CORTS CATALANES;302184;4610775
402510;3 EXTERIOR HOSPITALS;4025;20154;10;1;12;0;0;;;;;;;RONDA / PLAÄA EUROPA 2;301924;4610884
402510;3 EXTERIOR HOSPITALS;4025;20155;10;1;13;0;0;;;;;;;RONDA / ROVIRA ROURE;301566;4610544
402510;3 EXTERIOR HOSPITALS;4025;20135;10;1;14;0;0;;;;;;;HOSPITAL SANTA MARIA 2;301329;4610445
402510;3 EXTERIOR HOSPITALS;4025;20206;10;1;15;0;0;;;;;;;ONZE DE SETEMBRE 2;301160;4610927
402510;3 EXTERIOR HOSPITALS;4025;20138;10;1;16;0;0;;;;;;;ARNAU DE VILANOVA 2;300974;4611023
402510;3 EXTERIOR HOSPITALS;4025;20139;10;1;17;0;0;;;;;;;ARNAU DE VILANOVA;300967;4610980
402510;3 EXTERIOR HOSPITALS;4025;20140;10;1;18;0;0;;;;;;;ONZE DE SETEMBRE;301201;4610853
402510;3 EXTERIOR HOSPITALS;4025;20141;10;1;19;0;0;;;;;;;HOSPITAL SANTA MARIA;301318;4610433
402510;3 EXTERIOR HOSPITALS;4025;20156;10;1;20;0;0;;;;;;;MERCAT FLEMING 2;301301;4610280
402510;3 EXTERIOR HOSPITALS;4025;20157;10;1;21;0;0;;;;;;;RONDA / SEGRI∑ 2;301183;4610080
402510;3 EXTERIOR HOSPITALS;4025;20158;10;1;22;0;0;;;;;;;RONDA / PIUS XII 2;301137;4609642
402510;3 EXTERIOR HOSPITALS;4025;20159;10;1;23;0;0;;;;;;;PLAÄA PAGESOS 2;301230;4609389
402510;3 EXTERIOR HOSPITALS;4025;20160;10;1;24;0;0;;;;;;;RONDA / UNI‡ 2;301342;4609227
402510;3 EXTERIOR HOSPITALS;4025;20299;10;1;25;0;0;;;;;;;CAM÷ DE RUFEA;301213;4608708
402510;3 EXTERIOR HOSPITALS;4025;20300;10;1;26;0;0;;;;;;;TON SIRERA;301481;4608850
402510;3 EXTERIOR HOSPITALS;4025;20162;10;1;27;0;0;;;;;;;PASSAREL˙LA MARISTES;301721;4609069
402510;3 EXTERIOR HOSPITALS;4025;20323;10;1;28;0;0;;;;;;;EST. D'AUTOBUSOS / ALCALDE ARENY;301866;4609216
402520;3 EXTERIOR HOSPITALS;4025;20323;20;1;1;0;0;;;;;;;EST. D'AUTOBUSOS / ALCALDE ARENY;301866;4609216
402520;3 EXTERIOR HOSPITALS;4025;20262;20;1;2;0;0;;;;;;;PONT UNIVERSITAT 2;302057;4609105
402520;3 EXTERIOR HOSPITALS;4025;20324;20;1;3;0;0;;;;;;;DRA. CASTELLS / ESTUDI GENERAL 2;302275;4609011
402520;3 EXTERIOR HOSPITALS;4025;20325;20;1;4;0;0;;;;;;;CAP CAPPONT 2;302493;4609209
402520;3 EXTERIOR HOSPITALS;4025;20326;20;1;5;0;0;;;;;;;DRA. CASTELLS / GARRIGUES 2;302612;4609392
40260;4 PARDINYES-MARIOLA;4026;20003;0;1;1;0;0;;;;;;;UNIVERSITAT;301704;4609586
40260;4 PARDINYES-MARIOLA;4026;20004;0;1;2;0;0;;;;;;;HISENDA;301758;4609959
40260;4 PARDINYES-MARIOLA;4026;20005;0;1;3;0;0;;;;;;;RICARD VI•ES / PRAT DE LA RIBA;301694;4610225
40260;4 PARDINYES-MARIOLA;4026;20006;0;1;4;0;0;;;;;;;ENSENYANÄA / PRAT DE LA RIBA;301980;4610373
40260;4 PARDINYES-MARIOLA;4026;20007;0;1;5;0;0;;;;;;;AMBULATORI;302173;4610473
40260;4 PARDINYES-MARIOLA;4026;20093;0;1;6;0;0;;;;;;;PRAT DE LA RIBA / SANT RUF;302460;4610634
40260;4 PARDINYES-MARIOLA;4026;20293;0;1;7;0;0;;;;;;;COBRIMENT DE VIES 2;302649;4610789
40260;4 PARDINYES-MARIOLA;4026;20340;0;1;8;0;0;;;;;;;BARRIS NORD;302877;4610939
40260;4 PARDINYES-MARIOLA;4026;20341;0;1;9;0;0;;;;;;;ESCOLA LA MITJANA ;303188;4611049
40260;4 PARDINYES-MARIOLA;4026;20342;0;1;10;0;0;;;;;;;RECORRIDO;303326;4611031
40260;4 PARDINYES-MARIOLA;4026;20035;0;1;11;0;0;;;;;;;PARC LA MITJANA;303647;4611329
40260;4 PARDINYES-MARIOLA;4026;20036;0;1;12;0;0;;;;;;;AVINGUDA PEARSON;303575;4611081
40260;4 PARDINYES-MARIOLA;4026;20037;0;1;13;0;0;;;;;;;ESCOLA PARDINYES;303395;4610991
40260;4 PARDINYES-MARIOLA;4026;20038;0;1;14;0;0;;;;;;;JERONI PUJADES / RAMBLA;303180;4610715
40260;4 PARDINYES-MARIOLA;4026;20039;0;1;15;0;0;;;;;;;JERONI PUJADES / BAR‡ DE MAIALS;303050;4610555
40260;4 PARDINYES-MARIOLA;4026;20270;0;1;16;0;0;;;;;;;BAR‡ DE MAIALS / COMTES D'URGELL;302887;4610938
40260;4 PARDINYES-MARIOLA;4026;20294;0;1;17;0;0;;;;;;;COBRIMENT DE VIES;302633;4610800
40260;4 PARDINYES-MARIOLA;4026;20297;0;1;18;0;0;;;;;;;PRAT DE LA RIBA / P. VIANA;302324;4610583
40260;4 PARDINYES-MARIOLA;4026;20298;0;1;19;0;0;;;;;;;AMBULATORI / PALLARS;302130;4610481
40260;4 PARDINYES-MARIOLA;4026;20355;0;1;20;0;0;;;;;;;ENSENYANÄA / HUMBERT TORRES;301909;4610359
40260;4 PARDINYES-MARIOLA;4026;20194;0;1;21;0;0;;;;;;;RICARD VI•ES / BALMES;301673;4610153
40260;4 PARDINYES-MARIOLA;4026;20195;0;1;22;0;0;;;;;;;HISENDA 2;301736;4609965
40260;4 PARDINYES-MARIOLA;4026;20196;0;1;23;0;0;;;;;;;UNIVERSITAT 2;301663;4609568
40260;4 PARDINYES-MARIOLA;4026;20196;0;2;1;0;0;;;;;;;UNIVERSITAT 2;301663;4609568
40260;4 PARDINYES-MARIOLA;4026;20365;0;2;2;0;0;;;;;;;ACADEMIA / CATALUNYA;301768;4609565
40260;4 PARDINYES-MARIOLA;4026;20366;0;2;3;0;0;;;;;;;ACADEMIA / TEMPLERS;301610;4609500
40260;4 PARDINYES-MARIOLA;4026;20367;0;2;4;0;0;;;;;;;PUJADA GARDENY;301217;4609416
40260;4 PARDINYES-MARIOLA;4026;20049;0;2;5;0;0;;;;;;;CARDENAL CISNEROS;300896;4609297
40260;4 PARDINYES-MARIOLA;4026;20053;0;2;6;0;0;;;;;;;BLOCS JOAN CARLES;300849;4609555
40260;4 PARDINYES-MARIOLA;4026;20368;0;2;7;0;0;;;;;;;GERMANS IZQUIERDO / CAP;301184;4609816
40260;4 PARDINYES-MARIOLA;4026;20369;0;2;8;0;0;;;;;;;MARIOLA / VENUS;301195;4609675
40260;4 PARDINYES-MARIOLA;4026;20370;0;2;9;0;0;;;;;;;ESCORXADOR;301454;4609621
40260;4 PARDINYES-MARIOLA;4026;20003;0;2;10;0;0;;;;;;;UNIVERSITAT;301704;4609586
402610;4 PARDINYES-MARIOLA;4026;20196;10;2;1;0;0;;;;;;;UNIVERSITAT 2;301663;4609568
402610;4 PARDINYES-MARIOLA;4026;20365;10;2;2;0;0;;;;;;;ACADEMIA / CATALUNYA;301768;4609565
402610;4 PARDINYES-MARIOLA;4026;20366;10;2;3;0;0;;;;;;;ACADEMIA / TEMPLERS;301610;4609500
402610;4 PARDINYES-MARIOLA;4026;20367;10;2;4;0;0;;;;;;;PUJADA GARDENY;301217;4609416
402610;4 PARDINYES-MARIOLA;4026;20331;10;2;5;0;0;;;;;;;PARC CIENT÷FIC;300526;4608722
402610;4 PARDINYES-MARIOLA;4026;20302;10;2;6;0;0;;;;;;;GARDENY;300748;4609016
402610;4 PARDINYES-MARIOLA;4026;20330;10;2;7;0;0;;;;;;;PARTIDA MARIOLA;300544;4609136
402610;4 PARDINYES-MARIOLA;4026;20049;10;2;8;0;0;;;;;;;CARDENAL CISNEROS;300896;4609297
402610;4 PARDINYES-MARIOLA;4026;20053;10;2;9;0;0;;;;;;;BLOCS JOAN CARLES;300849;4609555
402610;4 PARDINYES-MARIOLA;4026;20368;10;2;10;0;0;;;;;;;GERMANS IZQUIERDO / CAP;301184;4609816
402610;4 PARDINYES-MARIOLA;4026;20369;10;2;11;0;0;;;;;;;MARIOLA / VENUS;301195;4609675
402610;4 PARDINYES-MARIOLA;4026;20370;10;2;12;0;0;;;;;;;ESCORXADOR;301454;4609621
402610;4 PARDINYES-MARIOLA;4026;20003;10;2;13;0;0;;;;;;;UNIVERSITAT;301704;4609586
402610;4 PARDINYES-MARIOLA;4026;20038;10;1;1;0;0;;;;;;;JERONI PUJADES / RAMBLA;303180;4610715
402610;4 PARDINYES-MARIOLA;4026;20039;10;1;2;0;0;;;;;;;JERONI PUJADES / BAR‡ DE MAIALS;303050;4610555
402610;4 PARDINYES-MARIOLA;4026;20270;10;1;3;0;0;;;;;;;BAR‡ DE MAIALS / COMTES D'URGELL;302887;4610938
402610;4 PARDINYES-MARIOLA;4026;20294;10;1;4;0;0;;;;;;;COBRIMENT DE VIES;302633;4610800
402610;4 PARDINYES-MARIOLA;4026;20297;10;1;5;0;0;;;;;;;PRAT DE LA RIBA / P. VIANA;302324;4610583
402610;4 PARDINYES-MARIOLA;4026;20298;10;1;6;0;0;;;;;;;AMBULATORI / PALLARS;302130;4610481
402610;4 PARDINYES-MARIOLA;4026;20355;10;1;7;0;0;;;;;;;ENSENYANÄA / HUMBERT TORRES;301909;4610359
402610;4 PARDINYES-MARIOLA;4026;20194;10;1;8;0;0;;;;;;;RICARD VI•ES / BALMES;301673;4610153
402610;4 PARDINYES-MARIOLA;4026;20195;10;1;9;0;0;;;;;;;HISENDA 2;301736;4609965
402610;4 PARDINYES-MARIOLA;4026;20196;10;1;10;0;0;;;;;;;UNIVERSITAT 2;301663;4609568
402620;4 PARDINYES-MARIOLA;4026;20003;20;1;1;0;0;;;;;;;UNIVERSITAT;301704;4609586
402620;4 PARDINYES-MARIOLA;4026;20004;20;1;2;0;0;;;;;;;HISENDA;301758;4609959
402620;4 PARDINYES-MARIOLA;4026;20005;20;1;3;0;0;;;;;;;RICARD VI•ES / PRAT DE LA RIBA;301694;4610225
402620;4 PARDINYES-MARIOLA;4026;20006;20;1;4;0;0;;;;;;;ENSENYANÄA / PRAT DE LA RIBA;301980;4610373
402620;4 PARDINYES-MARIOLA;4026;20007;20;1;5;0;0;;;;;;;AMBULATORI;302173;4610473
402620;4 PARDINYES-MARIOLA;4026;20093;20;1;6;0;0;;;;;;;PRAT DE LA RIBA / SANT RUF;302460;4610634
402620;4 PARDINYES-MARIOLA;4026;20293;20;1;7;0;0;;;;;;;COBRIMENT DE VIES 2;302649;4610789
402620;4 PARDINYES-MARIOLA;4026;20340;20;1;8;0;0;;;;;;;BARRIS NORD;302877;4610939
402620;4 PARDINYES-MARIOLA;4026;20341;20;1;9;0;0;;;;;;;ESCOLA LA MITJANA ;303188;4611049
402620;4 PARDINYES-MARIOLA;4026;20342;20;1;10;0;0;;;;;;;RECORRIDO;303326;4611031
402620;4 PARDINYES-MARIOLA;4026;20035;20;1;11;0;0;;;;;;;PARC LA MITJANA;303647;4611329
402620;4 PARDINYES-MARIOLA;4026;20036;20;1;12;0;0;;;;;;;AVINGUDA PEARSON;303575;4611081
402620;4 PARDINYES-MARIOLA;4026;20037;20;1;13;0;0;;;;;;;ESCOLA PARDINYES;303395;4610991
402620;4 PARDINYES-MARIOLA;4026;20038;20;1;14;0;0;;;;;;;JERONI PUJADES / RAMBLA;303180;4610715
402630;4 PARDINYES-MARIOLA;4026;20293;30;1;1;0;0;;;;;;;COBRIMENT DE VIES 2;302649;4610789
402630;4 PARDINYES-MARIOLA;4026;20340;30;1;2;0;0;;;;;;;BARRIS NORD;302877;4610939
402630;4 PARDINYES-MARIOLA;4026;20341;30;1;3;0;0;;;;;;;ESCOLA LA MITJANA ;303188;4611049
402630;4 PARDINYES-MARIOLA;4026;20342;30;1;4;0;0;;;;;;;RECORRIDO;303326;4611031
402630;4 PARDINYES-MARIOLA;4026;20035;30;1;5;0;0;;;;;;;PARC LA MITJANA;303647;4611329
402630;4 PARDINYES-MARIOLA;4026;20036;30;1;6;0;0;;;;;;;AVINGUDA PEARSON;303575;4611081
402630;4 PARDINYES-MARIOLA;4026;20037;30;1;7;0;0;;;;;;;ESCOLA PARDINYES;303395;4610991
402630;4 PARDINYES-MARIOLA;4026;20038;30;1;8;0;0;;;;;;;JERONI PUJADES / RAMBLA;303180;4610715
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20146;0;1;1;0;0;;;;;;;EST. D'AUTOBUSOS / PONT UNIVERSITAT;301925;4609280
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20147;0;1;2;0;0;;;;;;;CAVALLERS 2;302132;4609508
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20077;0;1;3;0;0;;;;;;;PONT VELL / AV. SEGRE;302390;4609799
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20220;0;1;4;0;0;;;;;;;PASSAREL˙LA CAMPS ELISIS 2;302785;4609937
