id;title;plazas;anclajes;lastUpdated;geometry;icon
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/282";"CALLE MATILDE SANGÜESA CASTAÑOSA, S/N";"20";"10";2017-06-12T22:00:00Z;"-0.8694188994724633,41.66548588550994";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/283";"CAMINO DE LA RIBERA GARRAPINILLOS, S/N";"10";"5";2017-06-12T22:00:00Z;"-0.8721877571491246,41.6571914173708";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/284";"CAMINO DE LA RIBERA GARRAPINILLOS, S/N";"14";"7";2017-06-12T22:00:00Z;"-0.8734107456238275,41.65792630483144";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/285";"AVENIDA CATALUÑA, 1";"12";"6";2017-06-12T22:00:00Z;"-0.8731002010910748,41.65851632889017";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/286";"CALLE JESUS, 15";"12";"6";2017-06-12T22:00:00Z;"-0.8712998052025844,41.65811964416789";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/287";"CAMINO DEL VADO, 5";"12";"6";2017-06-12T22:00:00Z;"-0.8691706599845839,41.657521210835014";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/288";"CALLE PEDRO ARNAL CAVERO, 5";"16";"8";2017-06-12T22:00:00Z;"-0.8680088078701877,41.65907973265769";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/289";"CALLE ASIN, S/N";"8";"4";2017-06-12T22:00:00Z;"-0.8669550931631044,41.6594533829399";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/290";"CALLE CASTILLO, 2";"10";"5";2017-06-12T22:00:00Z;"-0.8940608190230257,41.65614815732805";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/291";"CALLE SOBRARBE, 61";"6";"3";2017-06-12T22:00:00Z;"-0.8736897976368898,41.660988259167354";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/292";"CALLE SOBRARBE, 63";"6";"3";2017-06-12T22:00:00Z;"-0.8735619559899815,41.66120141566459";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/293";"CALLE SOBRARBE, 46";"6";"3";2017-06-12T22:00:00Z;"-0.873314510445586,41.66099094543581";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/294";"AVENIDA SAN JUAN DE LA PEÑA, 1";"10";"5";2017-06-12T22:00:00Z;"-0.8732431572812822,41.66172067640118";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/295";"CALLE SIXTO CELORRIO, S/N";"12";"6";2017-06-12T22:00:00Z;"-0.8758928835446225,41.66220248643588";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/296";"CALLE GREGORIO GARCIA ARISTA, 26";"10";"5";2017-06-12T22:00:00Z;"-0.8779661705760411,41.65948548269327";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/297";"CALLE VALLE DE BROTO, s/n";"12";"6";2017-06-12T22:00:00Z;"-0.8762764684704856,41.66630787114532";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/298";"CALLE PEDRO III EL GRANDE, 6";"12";"6";2017-06-12T22:00:00Z;"-0.9054648926771479,41.637557620174164";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/299";"CALLE REINO, 50";"12";"6";2017-06-12T22:00:00Z;"-0.8989189328589013,41.657747182354036";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/300";"CALLE JUAN BAUTISTA DEL MAZO, 1";"10";"5";2017-06-12T22:00:00Z;"-0.9002926398314121,41.6603388828246";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/301";"PASEO MARIA AGUSTIN, 2";"10";"5";2017-06-12T22:00:00Z;"-0.8878626041827928,41.65001754073744";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/302";"PASEO MARIA AGUSTIN, 6";"10";"5";2017-06-12T22:00:00Z;"-0.8886694639079855,41.65040975085883";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/303";"PASEO MARIA AGUSTIN, 36";"60";"30";2017-06-12T22:00:00Z;"-0.8915862012553096,41.65288788670028";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/304";"PASEO MARIA AGUSTIN, 41";"16";"8";2017-06-12T22:00:00Z;"-0.8913943287559715,41.651787105801745";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/305";"PLAZA EMILIO ALFARO GRACIA, S/N";"10";"5";2017-06-12T22:00:00Z;"-0.8951652401493089,41.657816140393464";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/306";"CALLE CONDE DE ARANDA, 132";"10";"5";2017-06-12T22:00:00Z;"-0.8925369320879113,41.65608633279266";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/307";"CALLE CONDE DE ARANDA, 78";"10";"5";2017-06-12T22:00:00Z;"-0.8890326816876621,41.65536782115118";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/308";"CALLE CONDE DE ARANDA, 48";"10";"5";2017-06-12T22:00:00Z;"-0.8876042912563527,41.655037943513406";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/309";"CALLE CONDE DE ARANDA, 10-12";"12";"6";2017-06-12T22:00:00Z;"-0.8864340574013505,41.65477206299377";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/310";"EXPO 2008, AV. DE LA, S/N";"40";"20";2017-06-12T22:00:00Z;"-0.9083543368329496,41.66051592559628";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/311";"CALLE RIOJA, S/N";"50";"25";2017-06-12T22:00:00Z;"-0.9086383085881437,41.658114840388556";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/312";"CANO MATA, ANTONIO, S/N";"40";"20";2017-06-12T22:00:00Z;"-0.907339177111868,41.65743415061509";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/313";"AVENIDA NAVARRA, S/N";"50";"25";2017-06-12T22:00:00Z;"-0.9121975269372936,41.656858448849725";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/314";"CALLE GERTRUDIS GOMEZ DE AVELLANEDA, S/N";"40";"20";2017-06-12T22:00:00Z;"-0.8893955955278041,41.66868458316691";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/315";"CALLE GERTRUDIS GOMEZ DE AVELLANEDA, S/N";"10";"5";2017-06-12T22:00:00Z;"-0.8895587550168924,41.668749456637435";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/316";"CALLE SAN AGUSTIN, S/N";"10";"5";2017-06-12T22:00:00Z;"-0.8710686819272274,41.650899934466274";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/317";"CALLE ASALTO, S/N";"10";"5";2017-06-12T22:00:00Z;"-0.8701787534567759,41.65107815008864";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/318";"CALLE SAN BRAULIO, 5";"10";"5";2017-06-12T22:00:00Z;"-0.8793443259554535,41.654799671968576";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/319";"PASEO DE LAS DAMAS, 2";"28";"14";2017-06-12T22:00:00Z;"-0.8849844846844556,41.64583239577911";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/320";"PLAZA LA ERMITA, S/N";"10";"5";2017-06-12T22:00:00Z;"-0.9110978610322008,41.631415474468554";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-bicicleta/321";"CALLE EMBARCADERO, 4";"10";"5";2017-06-12T22:00:00Z;"-0.9079776441481237,41.6296999500889";"http://www.zaragoza.es/contenidos/iconos/aparcabici.png"
