id;title;titulacion;bop;boa;boe;plazasTotal;plazasMinusvalidos;plazasInternas;anoOferta;fechaPresentacion;fechaInicio;comment;expediente;patronato;interinidad;plantilla;plantillaTxt;grupoProfesional;grupoProfesionalTxt;escalaProfesionalTxt;escalaProfesional;turnoTxt;turno;examen;examenTxt;estado;categoriaProfesional;anuncios;bases;tribunal;sameAs
"https://www.zaragoza.es/sede/servicio/oferta-empleo/342";"Profesor de Folklore (Espec. Gaita de Boto. Media Jornada)";"Bachiller L.O.G.S.E: Bachiller Superior, Formación Profesional de Grado Superior, Formación Profesional de Segundo Grado, o equivalentes.";"31/07/2004: nº 174";"";"21/09/2004; nº228";"1";"0";"0";"2004";2004-10-10T22:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C1";"Administración Especial-subescala de servicios especiales, clase cometidos especiales";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/cometidos-especiales";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/concurso-oposicion";"Concurso - oposición";"Finalizado";"https://www.zaragoza.es/sede/servicio/oferta-empleo/categoria-profesional/2326";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/463,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/277";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases342.pdf";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/342"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/109";"Técnico Auxiliar Informática";"Técnico Grado Superior, FP II, rama Informática o equivalentes (ver nota)";"27/02/2003; nº. 47";"";"26/03/2003; nº 73";"12";"2";"2";"2000 / 2002";2003-04-14T22:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C1";"Administración Especial-subescala técnica";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/subescala-tecnica";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Finalizado";"https://www.zaragoza.es/sede/servicio/oferta-empleo/categoria-profesional/2303";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1899,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1413,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/180,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/168,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/159,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/137";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases109.pdf";"http://www.zaragoza.es/cont/paginas/oferta/docs/tribunal109.pdf";"http://www.zaragoza.es/api/recurso/empleo/oferta/109"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/110";"Técnico Auxiliar Topografía";"Bachiller superior, FP 2 de 2.º grado o equivalente";"";"";"";"1";"0";"0";"2000 / 2001 / 2002";"";"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C1";"Administración Especial-subescala técnica";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/subescala-tecnica";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Finalizado";"https://www.zaragoza.es/sede/servicio/oferta-empleo/categoria-profesional/2310";"";"";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/110"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/111";"Técnico auxiliar maestro industrial";"Bachiller superior, FP 2 de 2º grado o equivalente";"04/12/2006; nº 278";"";"25/12/2006; nº306";"2";"0";"0";"2004";2007-01-14T23:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C1";"Administración Especial-subescala técnica";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/subescala-tecnica";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Finalizado";"https://www.zaragoza.es/sede/servicio/oferta-empleo/categoria-profesional/2311";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1069,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1058,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1057,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1035,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1036,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1027,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/978,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/944,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/875,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/784";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases111.pdf";"http://www.zaragoza.es/cont/paginas/oferta/docs/tribunal111.pdf";"http://www.zaragoza.es/api/recurso/empleo/oferta/111"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/513";"Oficial Conductor";"Graduado Escolar, F.P. I, o equivalente";"";"";"";"3";"3";"0";"2006";"";"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C2";"Administración Especial-subescala de servicios especiales, clase personal de oficios";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/personal-oficios";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Pendiente";"https://www.zaragoza.es/sede/servicio/oferta-empleo/categoria-profesional/5415";"";"";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/513"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/514";"Oficial Mantenimiento";"Graduado Escolar, F.P. I, o equivalente";"";"";"";"3";"3";"0";"2006";"";"";"Se une a la oferta del 2009";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C2";"Administración Especial-subescala de servicios especiales, clase personal de oficios";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/personal-oficios";"Libre reserva discapacitados";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoTurno/libre-reserva-discapacitados";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Finalizado";"https://www.zaragoza.es/sede/servicio/oferta-empleo/categoria-profesional/5428";"";"";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/514"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/515";"Oficial Polivalente Instalaciones Deportivas (oposición libre reserva discapacitados)";"Graduado Escolar, F.P. I, o equivalente";"16/03/2010";"";"12/04/2010";"2";"2";"0";"2006";2010-05-02T22:00:00Z;2010-04-12T22:00:00Z;"";"76505/2010";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C2";"Administración Especial-subescala de servicios especiales, clase personal de oficios";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/personal-oficios";"Libre reserva discapacitados";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoTurno/libre-reserva-discapacitados";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Finalizado";"https://www.zaragoza.es/sede/servicio/oferta-empleo/categoria-profesional/5429";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1895,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1866,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1825,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1821,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1817,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1813,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1811,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1808,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1804,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1734,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1740,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1591,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1588,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1572";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases515.pdf";"http://www.zaragoza.es/cont/paginas/oferta/docs/tribunal515.pdf";"http://www.zaragoza.es/api/recurso/empleo/oferta/515"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/516";"Oficial Archivo y Reprografía";"Graduado Escolar, F.P. I, o equivalente";"";"";"";"1";"1";"0";"2006";"";"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C2";"Administración Especial-subescala de servicios especiales, clase personal de oficios";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/personal-oficios";"Promoción interna";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoTurno/promocion-interna";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Pendiente";"https://www.zaragoza.es/sede/servicio/oferta-empleo/categoria-profesional/5459";"";"";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/516"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/118";"Técnico medio consumo";"";"14/03/2003; nº59";"";"10/04/2003; nº 86";"2";"0";"0";"2000";2003-04-29T22:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"A2";"Administración Especial-subescala de servicios especiales, clase cometidos especiales";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/cometidos-especiales";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Finalizado";"";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/209,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/203,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/201";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases118.pdf";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/118"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/517";"Oficial Almacén";"Graduado Escolar, F.P. I, o equivalente";"";"";"";"1";"1";"0";"2006";"";"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C2";"Administración Especial-subescala de servicios especiales, clase personal de oficios";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/personal-oficios";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Pendiente";"https://www.zaragoza.es/sede/servicio/oferta-empleo/categoria-profesional/5410";"";"";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/517"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/518";"Auxiliar Administrativo";"Graduado Escolar, Bachiller Elemental, F.P.I o equivalente";"";"";"";"2";"0";"0";"2006";"";"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C2";"Administración General";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesionaladministracion-general";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/concurso-oposicion";"Concurso - oposición";"Finalizado";"https://www.zaragoza.es/sede/servicio/oferta-empleo/categoria-profesional/1401";"";"";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/518"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/519";"Psicólogo";"Licenciado en Psicología";"";"";"";"4";"";"";"2006";"";"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"A1";"Administración Especial-subescala técnica";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/subescala-tecnica";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/concurso-oposicion";"Concurso - oposición";"Pendiente";"https://www.zaragoza.es/sede/servicio/oferta-empleo/categoria-profesional/2119";"";"";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/519"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/128";"Sargento Bombero";"";"30/05/2002; nº. 122";"";"";"6";"0";"6";"2000 / 2001";2002-06-18T22:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C1";"Administración Especial-subescala de servicios especiales, clase Bomberos";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/bomberos";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/concurso-oposicion";"Concurso - oposición";"Finalizado";"";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/4";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases128.pdf";"http://www.zaragoza.es/cont/paginas/oferta/docs/tribunal128.pdf";"http://www.zaragoza.es/api/recurso/empleo/oferta/128"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/129";"Cabo Bombero";"";"30/05/2002; nº. 122";"";"";"1";"0";"1";"2000";2002-06-18T22:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C2";"";"";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/concurso-oposicion";"Concurso - oposición";"Finalizado";"";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/5";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases129.pdf";"http://www.zaragoza.es/cont/paginas/oferta/docs/tribunal129.pdf";"http://www.zaragoza.es/api/recurso/empleo/oferta/129"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/132";"Maestro";"Bachiller superior, BUP, FP 2 o equivalente, o 10 años de antigüedad en el Ayuntamiento en el grupo D, o 5 años de antigüedad en el Ayuntamiento en el grupo D más la superación de un curso impartido por el Ayuntamiento.";"02/05/2001; nº. 97";"";"";"11";"0";"11";"2000";2001-05-21T22:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C1";"Administración Especial-subescala de servicios especiales, clase personal de oficios";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/personal-oficios";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/concurso-oposicion-restringida";"Concurso - oposición restringida";"Finalizado";"";"";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases132.pdf";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/132"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/133";"Maestro carpintero";"Bachiller superior, BUP, FP 2 o equivalente, o 10 años de antigüedad en el Ayuntamiento en el grupo D, o 5 años de antigüedad en el Ayuntamiento en el grupo D más la superación de un curso impartido por el Ayuntamiento.";"";"";"";"1";"";"1";"2000";"";"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C1";"Administración Especial-subescala de servicios especiales, clase personal de oficios";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/personal-oficios";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/concurso-oposicion-restringida";"Concurso - oposición restringida";"Finalizado";"";"";"";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/133"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/134";"Maestro fontanero";"Bachiller superior, BUP, FP 2 o equivalente, o 10 años de antigüedad en el Ayuntamiento en el grupo D, o 5 años de antigüedad en el Ayuntamiento en el grupo D más la superación de un curso impartido por el Ayuntamiento.";"";"";"";"3";"";"3";"2000";"";"";"";"";"No";"false";"";"";"";"C1";"Administración Especial-subescala de servicios especiales";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/servicios-especiales";"";"";"";"";"Finalizado";"";"";"";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/134"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/692";"Profesor de Música (Espec. Flauta Travesera)";"Estar en posesión del titulo de Diplomado Universitario o equivalente.";"22/10/2010, nº 218";"";"";"0";"0";"0";"2010";2010-10-01T22:00:00Z;2010-09-22T22:00:00Z;"";"";"No";"true";"";"";"";"A2";"Administración Especial-subescala técnica, clase técnicos medios";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/tecnicos-medios";"";"";"";"";"Finalizado";"https://www.zaragoza.es/sede/servicio/oferta-empleo/categoria-profesional/2213";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1657,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1645,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1639,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1637";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases692.pdf";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/692"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/141";"Oficial mantenimiento";"Bachiller elemental, graduado escolar, FP 1 o equivalente";"";"";"";"25";"";"20";"2000";"";"";"";"";"No";"false";"";"";"";"C2";"";"";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Finalizado";"";"";"";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/141"
