"Barri";"Nom";"	X(UTM)";"Y(UTM)";"Cota_ortomètrica (H)";"Cel_GPS";"Data_de_revisió";"Data_construcció";"Data_ajust";"Tipus vèrtex";"Tipus_de_senyal";"Visa a:						"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8074";"483988,19";"4644413,60";"95,62";"Si";"";"gener2016";"18/04/2017";"VPS";"Geopunt";"GI8030 i GI8041"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8075";"485380,55";"4644723,12";"106,90";"No";"";"gener2016";"18/04/2017";"VPS";"Geopunt";"GI8076"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8076";"485479,74";"4644648,68";"101,67";"No";"";"gener2016";"18/04/2017";"VPS";"Geopunt";"GI8075"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8077";"485617,46";"4645591,94";"99,07";"Si";"";"gener2016";"18/04/2017";"VPS";"Geopunt";"GI8017 "
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8079";"484978,95";"4645758,18";"112,87";"No";"";"juny2016";"18/04/2017";"VPS";"Geopunt";"GI8078 i GI8080"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8080";"484924,34";"4645788,14";"112,11";"No";"";"juny2016";"18/04/2017";"VPS";"Geopunt";"GI8079 i GI8081"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8081";"484905,59";"4645924,09";"111,82";"Si";"";"juny2016";"18/04/2017";"VPS";"Geopunt";"GI8080 i GI8082"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8082";"484854,38";"4645845,25";"111,56";"No";"";"juny2016";"18/04/2017";"VPS";"Geopunt";"GI8081 i GI8083"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8083";"484760,72";"4645886,87";"90,21";"Si";"";"juny2016";"18/04/2017";"VPS";"Geopunt";"GI8082 i GI8027"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8084";"485560,70";"4646394,25";"81,29";"No";"";"setembre2016";"18/04/2017";"VPS";"Geopunt";"GI8042 i GI8046"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8085";"485668,11";"4646320,90";"86,86";"No";"";"setembre2016";"18/04/2017";"VPS";"Geopunt";"GI8085 i GI8087"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8086";"485717,76";"4646325,42";"88,10";"No";"";"setembre2016";"18/04/2017";"VPS";"Geopunt";"GI8086 i GI8033"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8087";"485692,12";"4646442,85";"83,87";"No";"";"setembre2016";"18/04/2017";"VPS";"Geopunt";"GI8033 i GI8006"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8088";"485737,24";"4646613,27";"81,11";"No";"";"novembre2016";"18/04/2017";"VPS";"Geopunt";"GI8076 i GI8090"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8089";"485504,88";"4644713,05";"106,12";"No";"";"novembre2016";"18/04/2017";"VPS";"Geopunt";"GI8089 i GI8091"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8090";"485440,77";"4644722,74";"111,68";"Si";"";"novembre2016";"18/04/2017";"VPS";"Geopunt";"GI8090, GI8092 i GI8098"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8091";"485349,01";"4644829,86";"117,94";"No";"";"novembre2016";"18/04/2017";"VPS";"Geopunt";"GI8091 i GI8093"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8092";"485333,16";"4644903,08";"123,01";"No";"";"novembre2016";"18/04/2017";"VPS";"Geopunt";"GI8092 i GI8094"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8093";"485291,24";"4644911,72";"124,07";"No";"";"novembre2016";"18/04/2017";"VPS";"Geopunt";"GI8093 i GI8095"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8094";"485202,53";"4644880,25";"124,72";"No";"";"novembre2016";"18/04/2017";"VPS";"Geopunt";"GI8094 i GI8096"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8095";"485131,80";"4644792,87";"126,14";"No";"";"novembre2016";"18/04/2017";"VPS";"Geopunt";"GI8095 i GI8097"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8096";"485100,95";"4644808,21";"129,45";"Si";"";"novembre2016";"18/04/2017";"VPS";"Geopunt";"GI8096 i GI8043"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8097";"485133,57";"4644917,22";"136,36";"No";"";"novembre2016";"18/04/2017";"VPS";"Geopunt";"GI8091 i GI8099"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8098";"485286,47";"4644846,62";"115,87";"No";"";"novembre2016";"18/04/2017";"VPS";"Geopunt";"GI8098 i GI8100"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8099";"485233,38";"4644823,04";"114,62";"No";"";"novembre2016";"18/04/2017";"VPS";"Geopunt";"GI8099 i GI8101"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8100";"485190,16";"4644726,72";"114,22";"Si";"";"novembre2016";"18/04/2017";"VPS";"Geopunt";"GI8100 i GI8102"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8101";"485166,85";"4644645,48";"116,48";"No";"";"novembre2016";"18/04/2017";"VPS";"Geopunt";"GI8101 i GI8103"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8102";"485084,86";"4644549,03";"110,28";"No";"";"novembre2016";"18/04/2017";"VPS";"Geopunt";"GI8102 i GI8104"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8103";"485186,76";"4644605,95";"109,29";"No";"";"novembre2016";"18/04/2017";"VPS";"Geopunt";"GI8103 i GI8105"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8104";"485258,39";"4644714,75";"108,20";"Si";"";"novembre2016";"18/04/2017";"VPS";"Geopunt";"GI8104 i GI8106 "
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8105";"485292,11";"4644772,23";"107,66";"No";"";"novembre2016";"18/04/2017";"VPS";"Geopunt";"GI8105 i GI8075"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8106";"485326,66";"4644770,91";"107,40";"No";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8077, GI8108 i GI8108"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8107";"485453,02";"4645611,20";"114,16";"Si";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8107 i GI8109"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8108";"485371,14";"4645683,71";"120,96";"No";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8108 i GI8110"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8109";"485312,15";"4645658,81";"123,20";"No";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8109 i GI8111"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8110";"485238,93";"4645631,59";"122,30";"No";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8110 i GI8112"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8111";"485083,33";"4645652,32";"120,79";"Si";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8079, GI8111 i GI8113"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8112";"485135,88";"4645753,85";"116,23";"No";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8112 i GI8023"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8113";"485149,75";"4645934,63";"105,55";"Si";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8107 i GI8115"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8114";"485426,87";"4645564,42";"113,75";"No";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8114 i GI8116"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8115";"485372,34";"4645493,78";"113,89";"No";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8115 i GI8117"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8116";"485281,43";"4645381,95";"114,80";"Si";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8116 i GI8118"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8117";"485228,31";"4645306,10";"117,53";"No";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8117 i GI8044"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8118";"485094,35";"4645316,66";"133,88";"No";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8061 i GI8120"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8119";"484826,49";"4644388,88";"130,88";"Si";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8119 i GI8121"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8120";"484779,22";"4644370,82";"131,53";"No";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8120 i GI8122"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8121";"484849,25";"4644312,82";"135,63";"No";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8121 i GI8123"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8122";"484928,39";"4644294,07";"134,77";"Si";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8122 i GI8124"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8123";"484897,50";"4644185,98";"132,14";"No";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8123 i GI8125"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8124";"484893,22";"4644086,45";"123,89";"No";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8124 i GI8126"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8125";"484933,98";"4643980,92";"108,30";"No";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8125 i GI8127"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8126";"485060,17";"4644173,99";"97,30";"Si";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8126 i GI8128"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8127";"485087,26";"4644088,81";"91,86";"No";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";"GI8127 i GI8038"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8128";"485127,74";"4644146,20";"91,13";"No";"";"febrer2017";"18/04/2017";"VPS";"Geopunt";""
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8129";"485469,82";"4645695,62";"108,92";"No";"";"abril2017";"";"VPS";"Geopunt";"GI8107 i GI8130"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8130";"485440,963";"4645770,218";"109,604";"No";"";"abril2017";"";"VPS";"Geopunt";"GI8129 i GI8131"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8131";"485478,952";"4645862,208";"113,930";"No";"";"abril2017";"";"VPS";"Geopunt";"GI8130 i GI8132"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8132";"485540,677";"4645988,817";"107,828";"No";"";"abril2017";"";"VPS";"Geopunt";"GI8131 i GI8133"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8133";"485517,129";"4646024,355";"107,298";"No";"";"abril2017";"";"VPS";"Geopunt";"GI8132 i GI8134"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8134";"485454,984";"4645980,929";"109,128";"No";"";"abril2017";"";"VPS";"Geopunt";"GI8133 i GI8135"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8135";"485391,062";"4648989,942";"108,354";"No";"";"abril2017";"";"VPS";"Geopunt";"GI8134 i GI8136"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8136";"485325,856";"4645882,093";"106,341";"No";"";"abril2017";"";"VPS";"Geopunt";"GI8135 i GI8137"
"Sud . Montilivi, Palau, Av.ellaneda i La Creueta";"GI8137";"485254,906";"4645906,473";"102,544";"No";"";"abril2017";"";"VPS";"Geopunt";"GI8136 i GI8113"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9001";"486852,81";"4646559,26";"85,44";"No";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI9002 i GI9010"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9002";"486927,70";"4646636,24";"92,53";"Si";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI9001 i GI9003"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9003";"486993,26";"4646687,78";"96,51";"No";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI9002 i GI9004"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9004";"487127,61";"4646804,84";"104,56";"Si";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI9003 i GI9005"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9005";"487236,82";"4646697,71";"116,63";"Si";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI9004 i GI9006"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9006";"487179,07";"4646657,18";"109,31";"No";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI9005 i GI9007"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9007";"487111,02";"4646634,06";"105,29";"No";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI9006 i GI9008"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9008";"487060,07";"4646575,11";"105,03";"No";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI9007 i GI9009"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9009";"487000,16";"4646552,39";"96,21";"No";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI9008 i GI9010"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9010";"486960,46";"4646541,95";"92,51";"No";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI9009 i GI9001"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9011";"485833,76";"4648098,61";"129,71";"No";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"No te visual amb cap vèrtex"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9013";"487193,55";"4646269,13";"79,39";"Si";"juliol 2014";"2006";"18/04/2017";"VPP";"Geopunt";"No te visual amb cap vèrtex"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9014";"486993,44";"4647122,73";"108,92";"Si";"juliol 2014";"2006";"18/04/2017";"VPP";"Geopunt";"No te visual amb cap vèrtex"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9015";"486018,64";"4647297,57";"144,21";"No";"juliol 2014";"2006";"18/04/2017";"VPP";"Geopunt";"No te visual amb cap vèrtex"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9016";"485932,54";"4647709,17";"155,71";"No";"juliol 2014";"2006";"18/04/2017";"VPP";"Geopunt";"No te visual amb cap vèrtex"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9017";"487129,54";"4647642,49";"156,78";"Si";"juliol 2014";"2006";"18/04/2017";"VPP";"Geopunt";"No te visual amb cap vèrtex"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9018";"486210,07";"4647951,23";"173,78";"Cel amb obstruccions";"juliol 2014";"2006";"18/04/2017";"VPP";"Geopunt";"No te visual amb cap vèrtex"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9019";"487423,50";"4648312,55";"153,41";"No";"juliol 2014";"2006";"18/04/2017";"VPP";"Geopunt";"No te visual amb cap vèrtex"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9020";"486377,52";"4648526,00";"86,64";"Si";"juliol 2014";"2006";"18/04/2017";"VPP";"Geopunt";"No te visual amb cap vèrtex"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9021";"486649,36";"4648625,40";"99,99";"Cel amb obstruccions";"juliol 2014";"2006";"18/04/2017";"VPP";"Geopunt";"No te visual amb cap vèrtex"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9022";"485961,81";"4648629,25";"115,48";"Cel amb obstruccions";"juliol 2014";"2006";"18/04/2017";"VPP";"Geopunt";"No te visual amb cap vèrtex"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9023";"486609,62";"4646128,55";"80,33";"Si";"setembre 2014";"octubre2014";"18/04/2017";"VPS";"Geopunt";"No te visual amb cap vèrtex"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9024";"487085,22";"4646443,71";"104,80";"Si";"setembre 2014";"octubre2014";"18/04/2017";"VPS";"Geopunt";"GI9023 i GI9024"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9025";"486726,33";"4646456,53";"80,27";"Si";"setembre 2014";"octubre2014";"18/04/2017";"VPS";"Geopunt";"GI9025 i GI9024"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9026";"486812,72";"4646464,68";"83,45";"Si";"setembre 2014";"octubre2014";"18/04/2017";"VPS";"Geopunt";"GI9001 i GI9025"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9027";"487105,29";"4646488,84";"110,02";"No";"setembre 2014";"octubre2014";"18/04/2017";"VPS";"Geopunt";"GI9008 i GI9024"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9028";"486712,87";"4648712,06";"97,56";"Si";"";"gener2016";"18/04/2017";"VPS";"Geopunt";"GI9021"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9029";"486243,60";"4648516,49";"82,82";"Si";"";"gener2016";"18/04/2017";"VPS";"Geopunt";"GI9020"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9030";"486186,00";"4647877,86";"170,36";"Si";"";"gener2016";"18/04/2017";"VPS";"Geopunt";"GI9018"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9031";"486907,30";"4646731,08";"94,96";"No";"";"gener 2016";"18/04/2017";"VPS";"Geopunt";"GI9002 i GI9032"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9032";"486943,64";"4646840,05";"92,39";"Si";"";"gener 2016";"18/04/2017";"VPS";"Geopunt";"GI9031 i GI9033"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9033";"486829,11";"4646786,66";"84,57";"No";"";"gener 2016";"18/04/2017";"VPS";"Geopunt";"GI9032 i GI9034"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9034";"486747,51";"4646675,67";"83,37";"Si";"";"gener 2016";"18/04/2017";"VPS";"Geopunt";"GI9033 i GI9035"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9035";"486711,17";"4646602,61";"82,21";"Si";"";"gener 2016";"18/04/2017";"VPS";"Geopunt";"GI9034 i GI9036"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9036";"486717,91";"4646546,97";"84,18";"No";"";"gener 2016";"18/04/2017";"VPS";"Geopunt";"GI9035 I GI9037"
"Est Sant Daniel, Torre Gironella, Pedreres, Font de la Pólvora i Vila Roja i GAv.arres";"GI9037";"486626,51";"4646525,39";"77,40";"Si";"";"gener 2016";"18/04/2017";"VPS";"Geopunt";"GI9036 i GI9025"
