"Codi_Carrer";"Codi_Tipus_Via";"Nexe";"Nom_carrer";"Nom_complert"
"0001";"CR";"de l'";"11 de Setembre";"Carrer de l'11 de Setembre"
"0002";"AV";"del";"20 de Juny";"Avinguda del 20 de Juny"
"0003";"CR";"del";"8 de Juliol de 1809";"Carrer del 8 de Juliol de 1809"
"0004";"CR";"de";"Baix";"Carrer de Baix"
"0005";"CR";"de l'";"Abat Escarré";"Carrer de l'Abat Escarré"
"0006";"CR";"dels";"Abeuradors";"Carrer dels Abeuradors"
"0007";"CR";"de l'";"Acàcia";"Carrer de l'Acàcia"
"0008";"CR";"d'";"Enric Adroher i Pascual";"Carrer d'Enric Adroher i Pascual"
"0009";"CR";"de les";"Agudes";"Carrer de les Agudes"
"0010";"CR";"de";"Josep Aguilera i Martí";"Carrer de Josep Aguilera i Martí"
"0011";"CR";"d'";"Agustí Riera i Pau";"Carrer d'Agustí Riera i Pau"
"0012";"CR";"d'";"Alacant";"Carrer d'Alacant"
"0013";"CR";"d'";"Albacete";"Carrer d'Albacete"
"0014";"CR";"de l'";"Albereda";"Carrer de l'Albereda"
"0015";"CR";"d'";"Albí";"Carrer d'Albí"
"0016";"CR";"dels";"Alemanys";"Carrer dels Alemanys"
"0017";"CR";"de";"Valentí Almirall i Llozer";"Carrer de Valentí Almirall i Llozer"
"0018";"CR";"dels";"Almogàvers";"Carrer dels Almogàvers"
"0019";"CR";"dels";"Alps";"Carrer dels Alps"
"0021";"AV";"de";"Mariano Álvarez de Castro";"Avinguda de Mariano Álvarez de Castro"
"0022";"CR";"d'";"Andalusia";"Carrer d'Andalusia"
"0023";"PL";"d'";"Andalusia";"Plaça d'Andalusia"
"0024";"CR";"d'";"Andreu Tuyet i Santamaria";"Carrer d'Andreu Tuyet i Santamaria"
"0025";"CR";"de l'";"Aneto";"Carrer de l'Aneto"
"0026";"PL";"de l'";"Aneto";"Plaça de l'Aneto"
"0027";"CR";"de l'";"Àngel";"Carrer de l'Àngel"
"0028";"CR";"d'";"Àngela Bivern i Puig";"Carrer d'Àngela Bivern i Puig"
"0029";"CR";"d'";"Anselm Clavé i Camps";"Carrer d'Anselm Clavé i Camps"
"0030";"CR";"d'";"Antic Roca";"Carrer d'Antic Roca"
"0031";"CT";"";"Antiga d'Amer";"Carretera Antiga d'Amer"
"0032";"CR";"d'";"Anton Agullana";"Carrer d'Anton Agullana"
"0033";"CR";"d'";"Aragó";"Carrer d'Aragó"
"0035";"CR";"de l'";"Arc";"Carrer de l'Arc"
"0036";"CR";"de l'";"Argenteria";"Carrer de l'Argenteria"
"0037";"CR";"de";"Guillem Bofill";"Carrer de Guillem Bofill"
"0038";"CR";"dels";"Artillers";"Carrer dels Artillers"
"0039";"PL";"de l'";"Assumpció";"Plaça de l'Assumpció"
"0040";"CR";"d'";"Astúries";"Carrer d'Astúries"
"0041";"CR";"de l'";"Atlàntida";"Carrer de l'Atlàntida"
"0042";"CR";"de l'";"Auriga";"Carrer de l'Auriga"
"0043";"TR";"de l'";"Auriga";"Travessia de l'Auriga"
"0044";"CR";"de l'";"Avellaner";"Carrer de l'Avellaner"
"0045";"CR";"de l'";"Avi Xaxu";"Carrer de l'Avi Xaxu"
"0046";"CR";"de";"Bernat Bacià";"Carrer de Bernat Bacià"
"0047";"CR";"de";"Bailèn";"Carrer de Bailèn"
"0048";"CR";"del";"Balandrau";"Carrer del Balandrau"
"0049";"PT";"del";"Balandrau";"Passatge del Balandrau"
"0050";"CR";"de les";"Illes Balears";"Carrer de les Illes Balears"
"0051";"CR";"de les";"Ballesteries";"Carrer de les Ballesteries"
"0052";"CR";"de";"Jaume Balmes";"Carrer de Jaume Balmes"
"0053";"CR";"del";"Baluard";"Carrer del Baluard"
"0054";"CR";"dels";"Banyoles";"Carrer dels Banyoles"
"0055";"CR";"de la";"Barca";"Carrer de la Barca"
"0056";"CR";"de";"Barcelona";"Carrer de Barcelona"
"0057";"CR";"del";"Barranc";"Carrer del Barranc"
"0058";"PJ";"de la";"Barrufa";"Pujada de la Barrufa"
"0059";"CR";"de la";"Riera Bascanella";"Carrer de la Riera Bascanella"
"0060";"CR";"del";"Bassegoda";"Carrer del Bassegoda"
"0061";"CR";"de";"Bastiments";"Carrer de Bastiments"
"0062";"CR";"de";"Lluís Batlle i Prats";"Carrer de Lluís Batlle i Prats"
"0063";"CR";"de les";"Beates";"Carrer de les Beates"
"0064";"PL";"dels";"Bell-lloc";"Plaça dels Bell-lloc"
"0065";"CR";"de";"Bellmirall";"Carrer de Bellmirall"
"0066";"CR";"del";"Bellaire";"Carrer del Bellaire"
"0067";"CR";"de la";"Bellavista";"Carrer de la Bellavista"
"0068";"CR";"del";"Bellpuig";"Carrer del Bellpuig"
"0069";"CR";"de";"Berenguer Carnicer";"Carrer de Berenguer Carnicer"
"0070";"CR";"de";"Berenguer de Palol";"Carrer de Berenguer de Palol"
"0071";"CR";"de";"Bernat Boades";"Carrer de Bernat Boades"
"0072";"CR";"de";"Bilbao";"Carrer de Bilbao"
"0073";"CR";"de";"Bisbe Cartañà";"Carrer de Bisbe Cartañà"
"0074";"CR";"de";"Tomás de Lorenzana";"Carrer de Tomás de Lorenzana"
"0075";"CR";"de";"Bisbe Sivilla";"Carrer de Bisbe Sivilla"
"0076";"CR";"de";"Bluefields";"Carrer de Bluefields"
"0077";"CR";"de";"Carles de Bolós";"Carrer de Carles de Bolós"
"0078";"CR";"de";"Bonastruc de Porta";"Carrer de Bonastruc de Porta"
"0079";"CR";"de";"Bonaventura Carreras";"Carrer de Bonaventura Carreras i Peralta"
"0080";"CR";"de";"Lluís Borrassà";"Carrer de Lluís Borrassà"
"0081";"JA";"d'";"Ignasi Bosch i Reitg";"Jardins d'Ignasi Bosch i Reitg"
"0082";"CR";"del";"Bosquet";"Carrer del Bosquet"
"0083";"CR";"del";"Bou d'Or";"Carrer del Bou d'Or"
"0084";"CR";"de";"Bru Barnoya i Xiberta";"Carrer de Bru Barnoya i Xiberta"
"0086";"CR";"de la";"Riera Bullidors";"Carrer de la Riera Bullidors"
"0087";"CR";"del";"Cadí";"Carrer del Cadí"
"0088";"CR";"dels";"Calderers";"Carrer dels Calderers"
"0089";"PL";"de";"Calvet i Rubalcaba";"Plaça de Francesc Calvet i Rubalcaba"
"0090";"CR";"del";"Camp d'Or";"Carrer del Camp d'Or"
"0091";"CR";"del";"Camp de la Bateria";"Carrer del Camp de la Bateria"
"0092";"CR";"del";"Camp de la Plana";"Carrer del Camp de la Plana"
"0093";"CR";"del";"Camp de les Lloses";"Carrer del Camp de les Lloses"
"0094";"CR";"del";"Camp Gurnau";"Carrer del Camp Gurnau"
"0095";"CR";"de";"Campcardós";"Carrer de Campcardós"
"0096";"PT";"de";"Campcardós";"Passatge de Campcardós"
"0099";"DI";"de";"Campdorà";"Disseminat de Campdorà"
"0101";"CR";"de";"Can Llobet";"Carrer de Can Llobet"
"0102";"CR";"de";"Can Massa";"Carrer de Can Massa"
"0103";"CR";"de";"Can Prunell";"Carrer de Can Prunell"
"0104";"CR";"de";"Can Sopa";"Carrer de Can Sopa"
"0105";"CR";"de";"Can Sunyer";"Carrer de Can Sunyer"
"0106";"CR";"de";"Can Sureda";"Carrer de Can Sureda"
"0107";"PT";"de";"Can Sureda";"Passatge de Can Sureda"
"0108";"CR";"de";"Can Torroella";"Carrer de Can Torroella"
"0109";"CR";"de";"Can Triola";"Carrer de Can Triola"
"0110";"TR";"dels";"Canaders";"Travessia dels Canaders"
"0111";"PG";"de";"José Canalejas";"Passeig de José Canalejas"
"0112";"CR";"d'";"Antoni Canet";"Carrer d'Antoni Canet"
"0113";"CR";"del";"Canigó";"Carrer del Canigó"
"0114";"CR";"de";"Canonge Dorca";"Carrer de Canonge Dorca"
"0115";"CR";"de";"Canonge Morera";"Carrer de Canonge Morera"
"0116";"CR";"de";"Canonge Rovira";"Carrer de Canonge Rovira"
"0117";"CR";"del";"Cantàbric";"Carrer del Cantàbric"
"0118";"CR";"del";"Cap de Creus";"Carrer del Cap de Creus"
"0119";"CR";"dels";"Caputxins";"Carrer dels Caputxins"
"0120";"DI";"dels";"Caputxins";"Disseminat dels Caputxins"
"0122";"CR";"de";"Cardenal Margarit";"Carrer de Cardenal Margarit"
"0123";"CR";"de";"Carles Rahola";"Carrer de Carles Rahola"
"0124";"CR";"de";"Carme Auguet i Comalada";"Carrer de Carme Auguet i Comalada"
"0125";"CR";"del";"Carme";"Carrer del Carme"
"0126";"CR";"de";"Carme Gubert";"Carrer de Carme Gubert"
"0127";"CR";"de";"Manuel Carrasco";"Carrer de Manuel Carrasco i Formiguera"
"0128";"TR";"del";"Carril";"Travessia del Carril"
"0129";"CR";"de";"Cartagena";"Carrer de Cartagena"
"0130";"CR";"de";"Cassià Costal";"Carrer de Cassià Costal"
"0131";"CR";"del";"Castanyer";"Carrer del Castanyer"
"0132";"PL";"de les";"Castanyes";"Plaça de les Castanyes"
"0133";"PJ";"al";"Castell";"Pujada al Castell"
"0134";"CR";"del";"Castell de Cartellà";"Carrer del Castell de Cartellà"
"0135";"CR";"del";"Castell de Montsolís";"Carrer del Castell de Montsolís"
"0136";"CR";"del";"Castell de Peralada";"Carrer del Castell de Peralada"
"0137";"CR";"del";"Castell de Requesens";"Carrer del Castell de Requesens"
"0138";"CR";"del";"Castell de Solterra";"Carrer del Castell de Solterra"
"0139";"CR";"del";"Castellet";"Carrer del Castellet"
"0140";"PL";"de";"Catalunya";"Plaça de Catalunya"
"0141";"RB";"de";"Catalunya";"Rambla de Catalunya"
"0142";"PL";"de la";"Catedral";"Plaça de la Catedral"
"0143";"PJ";"de la";"Catedral";"Pujada de la Catedral"
"0144";"CR";"de";"Caterina Albert";"Carrer de Caterina Albert"
"0145";"CR";"dels";"Cavallers";"Carrer dels Cavallers"
"0146";"CR";"";"Central";"Carrer Central"
"0147";"CR";"de";"Cerverí";"Carrer de Cerverí"
"0148";"CR";"del";"Cervino";"Carrer del Cervino"
"0149";"CR";"dels";"Ciutadans";"Carrer dels Ciutadans"
"0150";"CR";"de la";"Claveria";"Carrer de la Claveria"
"0151";"CR";"del";"Coll d'Ares";"Carrer del Coll d'Ares"
"0152";"CR";"del";"Collsacabra";"Carrer del Collsacabra"
"0153";"CR";"de la";"Coma";"Carrer de la Coma"
"0154";"CR";"del";"Comanegra";"Carrer del Comanegra"
"0155";"CR";"del";"Comerç";"Carrer del Comerç"
"0156";"CO";"del";"Conflent";"Carreró del Conflent"
"0157";"PL";"de la";"Constitució";"Plaça de la Constitució"
"0158";"CR";"del";"Cor de Maria";"Carrer del Cor de Maria"
"0159";"PL";"del";"Correu Vell";"Plaça del Correu Vell"
"0160";"CR";"de";"Còrsega";"Carrer de Còrsega"
"0161";"CR";"de la";"Cort Reial";"Carrer de la Cort Reial"
"0162";"CR";"de la";"Corunya";"Carrer de la Corunya"
"0163";"CR";"de la";"Costa Brava";"Carrer de la Costa Brava"
"0164";"CR";"de";"Pere Costa i Cases";"Carrer de Pere Costa i Cases"
"0165";"CR";"del";"Costabona";"Carrer del Costabona"
"0166";"CR";"de la";"Creu";"Carrer de la Creu"
"0167";"DI";"de la";"Creu de Palau";"Disseminat de la Creu de Palau"
"0168";"PJ";"de la";"Creu de Palau";"Pujada de la Creu de Palau"
"0169";"TR";"de la";"Creu";"Travessia de la Creu"
"0170";"CR";"de les";"Creus";"Carrer de les Creus"
"0171";"CR";"de";"Cristòfor Colom";"Carrer de Cristòfor Colom"
"0172";"CR";"de";"Cristòfor Grober";"Carrer de Cristòfor Grober"
"0173";"CR";"de la";"Croada";"Carrer de la Croada"
"0174";"CR";"de";"Manuel Cúndaro";"Carrer de Manuel Cúndaro"
"0175";"PL";"de";"Salvador Dalí i Domènech";"Plaça de Salvador Dalí i Domènech"
"0176";"CR";"de";"Josep Maria Dalmau";"Carrer de Josep Maria Dalmau"
"0177";"CR";"del";"Riu Daró";"Carrer del Riu Daró"
"0178";"JA";"de";"John Lennon";"Jardins de John Lennon"
"0179";"PG";"de la";"Devesa";"Passeig de la Devesa"
"0180";"PL";"de la";"Diputació";"Plaça de la Diputació"
"0181";"DI";"de";"Domeny";"Disseminat de Domeny"
"0182";"CR";"de";"Josep Ametller i Viñas";"Carrer de Josep Ametller i Viñas"
"0183";"CR";"de l'";"Illa d'Eivissa";"Carrer de l'Illa d'Eivissa"
"0184";"CR";"de";"Francesc Eiximenis";"Carrer de Francesc Eiximenis"
"0185";"CR";"d'";"Elx";"Carrer d'Elx"
"0186";"CR";"d'";"Emili Grahit";"Carrer d'Emili Grahit"
"0187";"CR";"de l'";"Empordà";"Carrer de l'Empordà"
"0188";"CR";"d'";"Empúries";"Carrer d'Empúries"
"0189";"CR";"de les";"Enderrocades";"Carrer de les Enderrocades"
"0190";"CR";"d'";"Enric Claudi Girbal";"Carrer d'Enric Claudi Girbal i Nadal"
"0191";"CR";"de l'";"Escola Pia";"Carrer de l'Escola Pia"
"0192";"CR";"de l'";"Escorial";"Carrer de l'Escorial"
"0193";"PL";"d'";"Espanya";"Plaça d'Espanya"
"0194";"CR";"de l'";"Esperanto";"Carrer de l'Esperanto"
"0195";"CR";"de l'";"Esport";"Carrer de l'Esport"
"0196";"PL";"de";"Salvador Espriu";"Plaça de Salvador Espriu"
"0197";"CR";"de";"Damià Estela i Molinet";"Carrer de Damià Estela i Molinet"
"0198";"PL";"d'";"Europa";"Plaça d'Europa"
"0199";"CR";"de l'";"Everest";"Carrer de l'Everest"
"0200";"TR";"de la";"Fàbrica";"Travessia de la Fàbrica"
"0201";"CR";"de";"Falgàs";"Carrer de Falgàs"
"0202";"CR";"del";"Far";"Carrer del Far"
"0203";"PT";"del";"Far";"Passatge del Far"
"0204";"PT";"de la";"Farigola";"Passatge de la Farigola"
"0205";"CR";"de la";"Ferradura";"Carrer de la Ferradura"
"0206";"CR";"de";"Ferran Agulló i Vidal";"Carrer de Ferran Agulló i Vidal"
"0207";"CR";"de";"Ferran el Catòlic";"Carrer de Ferran el Catòlic"
"0209";"RD";"de";"Ferran Puig";"Ronda de Ferran Puig"
"0210";"CR";"de";"R. Ferràndiz i M. Bellés";"Carrer de R. Ferràndiz i M. Bellés"
"0211";"CR";"de les";"Ferreries Velles";"Carrer de les Ferreries Velles"
"0212";"CR";"de";"Figuerola";"Carrer de Figuerola"
"0213";"CR";"de";"Finestrelles";"Carrer de Finestrelles"
"0214";"CR";"del";"Riu Fluvià";"Carrer del Riu Fluvià"
"0215";"CM";"de la";"Font de l'Abat";"Camí de la Font de l'Abat"
"0216";"PT";"de la";"Font de l'Abella";"Passatge de la Font de l'Abella"
"0217";"CR";"de la";"Font";"Carrer de la Font"
"0218";"CR";"de la";"Font de la Lluna";"Carrer de la Font de la Lluna"
"0219";"AV";"de la";"Font de la Pólvora";"Avinguda de la Font de la Pólvora"
"0220";"BD";"de la";"Font del Bisbe";"Baixada de la Font del Bisbe"
"0221";"CR";"de la";"Font del Rei";"Carrer de la Font del Rei"
"0223";"CR";"de";"Fontanilles";"Carrer de Fontanilles"
"0224";"CR";"de";"Fontajau";"Carrer de Fontajau"
"0225";"CR";"de la";"Força";"Carrer de la Força"
"0226";"RD";"del";"Fort Roig";"Ronda del Fort Roig"
"0227";"AV";"de";"França";"Avinguda de França"
"0228";"CR";"de";"Francesc Artau";"Carrer de Francesc Artau"
"0229";"CR";"de";"Francesc de Ciurana";"Carrer de Francesc de Ciurana i Hernández"
"0230";"CR";"de";"Doctor F. Coll i Turbau";"Carrer de Doctor Francesc Coll i Turbau"
"0231";"CR";"de";"Francesc Estival i Cisa";"Carrer de Francesc Estival i Cisa"
"0232";"CR";"de";"Francesc Macià";"Carrer de Francesc Macià"
"0233";"CR";"de";"Francesc Mateu";"Carrer de Francesc Mateu"
"0234";"CR";"de";"Francesc Rogés";"Carrer de Francesc Rogés"
"0235";"CR";"de";"Francesc Romaguera";"Carrer de Francesc Romaguera"
"0236";"CR";"de";"Francesc Samsó";"Carrer de Francesc Samsó"
"0237";"CR";"del";"Riu Freser";"Carrer del Riu Freser"
"0238";"CR";"de";"Galícia";"Carrer de Galícia"
"0239";"CR";"del";"Riu Galligants";"Carrer del Riu Galligants"
"0240";"CR";"de";"Federico García Lorca";"Carrer de Federico García Lorca"
"0241";"CR";"de la";"Riera Garrap";"Carrer de la Riera Garrap"
"0242";"CR";"de la";"Garrotxa";"Carrer de la Garrotxa"
"0243";"CR";"de";"Doctor Gaspar Casal";"Carrer de Doctor Gaspar Casal"
"0244";"CR";"de les";"Gavarres";"Carrer de les Gavarres"
"0245";"PL";"de";"Camil Geis";"Plaça de Camil Geis"
"0246";"CR";"del";"General Fournàs";"Carrer del General Fournàs"
"0247";"PL";"del";"General Marvà";"Plaça del General Marvà"
"0248";"PG";"del";"General Mendoza";"Passeig del General Mendoza"
"0249";"CR";"del";"General O'Donnell";"Carrer del General O'Donnell"
"0250";"PG";"del";"General Peralta";"Passeig del General Peralta"
"0251";"GR";"";"Germans Sàbat";"Grup Germans Sàbat"
"0252";"PL";"dels";"Germans Sàbat";"Plaça dels Germans Sàbat"
"0253";"CR";"dels";"Ginesta";"Carrer dels Ginesta"
"0254";"CR";"de";"Ricard Giralt i Casadesús";"Carrer de Ricard Giralt i Casadesús"
"0256";"GR";"";"Girona per Girona";"Grup Girona per Girona"
"0257";"PT";"de";"Miquel Gómez";"Passatge de Miquel Gómez"
"0259";"CR";"de";"Gran Canària";"Carrer de Gran Canària"
"0260";"GV";"de";"Jaume I";"Gran Via de Jaume I"
"0261";"CR";"del";"Riu Guadiana";"Carrer del Riu Guadiana"
"0262";"CR";"del";"Riu Güell";"Carrer del Riu Güell"
"0263";"PL";"del";"Riu Güell";"Plaça del Riu Güell"
"0264";"CR";"de";"Guillem Colteller";"Carrer de Guillem Colteller"
"0265";"CR";"de les";"Guilleries";"Carrer de les Guilleries"
"0266";"CR";"de";"Guipúscoa";"Carrer de Guipúscoa"
"0267";"CR";"de";"Miguel Hernández";"Carrer de Miguel Hernández"
"0268";"CR";"de les";"Heroïnes de Santa Bàrbara";"Carrer de les Heroïnes de Santa Bàrbara"
"0269";"CR";"de l'";"Himàlaia";"Carrer de l'Himàlaia"
"0270";"AV";"de la";"Hispanitat";"Avinguda de la Hispanitat"
"0271";"CR";"de l'";"Hortènsia";"Carrer de l'Hortènsia"
"0272";"CR";"de les";"Hortes";"Carrer de les Hortes"
"0273";"DI";"de les";"Hortes";"Disseminat de les Hortes"
"0274";"PL";"de l'";"Hospital";"Plaça de l'Hospital"
"0275";"CR";"de l'";"Hostal Nou";"Carrer de l'Hostal Nou"
"0276";"CR";"d'";"Ibèria";"Carrer d'Ibèria"
"0277";"CR";"d'";"Ignasi Iglésias";"Carrer d'Ignasi Iglésias"
"0278";"CR";"de l'";"Illa";"Carrer de l'Illa"
"0279";"CR";"de l'";"Illa de Cabrera";"Carrer de l'Illa de Cabrera"
"0280";"CR";"de l'";"Illa de Formentera";"Carrer de l'Illa de Formentera"
"0281";"CR";"de l'";"Illa de La Gomera";"Carrer de l'Illa de La Gomera"
"0282";"CR";"de l'";"Illa de La Palma";"Carrer de l'Illa de La Palma"
"0283";"CR";"de les";"Illes Filipines";"Carrer de les Illes Filipines"
"0284";"CR";"de les";"Illes Formigues";"Carrer de les Illes Formigues"
"0285";"CR";"de l'";"Illa de Fuerteventura";"Carrer de l'Illa de Fuerteventura"
"0286";"CR";"de les";"Illes Medes";"Carrer de les Illes Medes"
"0287";"CR";"dels";"Impressors Bro";"Carrer dels Impressors Bro"
"0288";"CR";"dels";"Impressors Oliva";"Carrer dels Impressors Oliva"
"0289";"PL";"de la";"Independència";"Plaça de la Independència"
"0290";"PA";"de l'";"Institut Vell";"Placeta de l'Institut Vell"
"0291";"CR";"d'";"Isabel la Catòlica";"Carrer d'Isabel la Catòlica"
"0292";"JA";"dels";"Germans Maristes";"Jardins dels Germans Maristes"
"0293";"PL";"de";"Jaume Vicens i Vives";"Plaça de Jaume Vicens i Vives"
"0294";"CR";"de";"Joan Alsina i Hurtós";"Carrer de Joan Alsina i Hurtós"
"0295";"CR";"de";"Joan Bruguera";"Carrer de Joan Bruguera"
"0296";"CR";"de";"Joan Maragall";"Carrer de Joan Maragall"
"0297";"CR";"de";"Joan Planas i Castañer";"Carrer de Joan Planas i Castañer"
"0298";"CR";"de";"Joan Reglà";"Carrer de Joan Reglà"
"0299";"CR";"de";"Joan Tarrús i Bru";"Carrer de Joan Tarrús i Bru"
"0300";"CR";"de";"Joan Torró i Cabratosa";"Carrer de Joan Torró i Cabratosa"
"0301";"PA";"de";"Joana de Jugan";"Placeta de Joana de Jugan"
"0302";"CR";"de";"Joaquim Botet i Sisó";"Carrer de Joaquim Botet i Sisó"
"0303";"CR";"de";"Joaquim Ruyra i Oms";"Carrer de Joaquim Ruyra i Oms"
"0304";"CR";"de";"Joaquim Vayreda";"Carrer de Joaquim Vayreda"
"0305";"CR";"de la";"Joeria Petita";"Carrer de la Joeria Petita"
"0306";"PL";"de";"Jordi de Sant Jordi";"Plaça de Jordi de Sant Jordi"
"0307";"CR";"de";"Josep Clarà i Ayats";"Carrer de Josep Clarà i Ayats"
"0308";"PL";"de";"Josep Irla i Bosch";"Plaça de Josep Irla i Bosch"
"0309";"CR";"de";"Josep Maria Gironella";"Carrer de Josep Maria Gironella i Pous"
"0310";"CR";"de";"Josep Morató i Grau";"Carrer de Josep Morató i Grau"
"0311";"CR";"de";"Josep Maria Prat i Roca";"Carrer de Josep Maria Prat i Roca"
"0312";"PL";"de";"Josep Pallach i Carolà";"Plaça de Josep Pallach i Carolà"
"0313";"PL";"de";"Josep Pla";"Plaça de Josep Pla"
"0314";"AV";"de";"Josep Tarradellas i Joan";"Avinguda de Josep Tarradellas i Joan"
"0315";"CR";"de";"Josep Tharrats";"Carrer de Josep Tharrats"
"0316";"CR";"de";"Josep Viader i Moliner";"Carrer de Josep Viader i Moliner"
"0317";"CR";"de";"Juli Garreta";"Carrer de Juli Garreta"
"0318";"CR";"de";"Julià de Bolívar";"Carrer de Julià de Bolívar"
"0319";"CR";"de";"Julià de Chia";"Carrer de Julià de Chia"
"0320";"PL";"dels";"Jurats";"Plaça dels Jurats"
"0321";"CR";"de l'";"Albera";"Carrer de l'Albera"
"0322";"AV";"de l'";"Amical Mauthausen";"Avinguda de l'Amical Mauthausen"
"0324";"CR";"de";"Laureà Dalmau i Pla";"Carrer de Laureà Dalmau i Pla"
"0325";"CR";"de";"Lepant";"Carrer de Lepant"
"0326";"PL";"dels";"Lledoners";"Plaça dels Lledoners"
"0327";"CR";"de la";"Llebre";"Carrer de la Llebre"
"0328";"CR";"de";"Lleida";"Carrer de Lleida"
"0330";"RB";"de la";"Llibertat";"Rambla de la Llibertat"
"0331";"CR";"del";"Riu Llierca";"Carrer del Riu Llierca"
"0332";"PL";"del";"Llimoner";"Plaça del Llimoner"
"0333";"PL";"de";"Lluís Companys";"Plaça de Lluís Companys"
"0334";"AV";"de";"Lluís Pericot";"Avinguda de Lluís Pericot"
"0335";"CR";"de";"Lluís Antoni Santaló";"Carrer de Lluís Antoni Santaló i Sors"
"0336";"CR";"de";"Félix Lope de Vega";"Carrer de Félix Lope de Vega"
"0337";"CR";"de la";"Mare de Déu de Fàtima";"Carrer de la Mare de Déu de Fàtima"
"0338";"CR";"de la";"Mare de Déu de la Salut";"Carrer de la Mare de Déu de la Salut"
"0339";"CR";"de la";"Mare de Déu de Loreto";"Carrer de la Mare de Déu de Loreto"
"0340";"PL";"de la";"Mare de Déu de Montserrat";"Plaça de la Mare de Déu de Montserrat"
"0341";"CR";"de la";"Mare de Déu de Núria";"Carrer de la Mare de Déu de Núria"
"0342";"CR";"de la";"Mare de Déu de Rocacorba";"Carrer de la Mare de Déu de Rocacorba"
"0343";"CR";"de la";"Mare de Déu del Collell";"Carrer de la Mare de Déu del Collell"
"0344";"CR";"de la";"Mare de Déu del Mont";"Carrer de la Mare de Déu del Mont"
"0345";"CR";"de la";"Mare de Déu del Pilar";"Carrer de la Mare de Déu del Pilar"
"0346";"CR";"de la";"Mare de Déu del Remei";"Carrer de la Mare de Déu del Remei"
