"Id";"dBA_dia";"dBA_nit";"Codi_Carrer";"Nom_Carrer";"Tipus_carrer";"Poblacio"
"238c";"70";"60";"383";"MESTRE FRANCESC CIVIL";"C.";"29"
"238b";"70";"60";"383";"MESTRE FRANCESC CIVIL";"C.";"133"
"239";"55";"";"384";"MESTRE JOSEP BARÓ";"C.";"100"
"666";"62";"57";"385";"MESTRE VICENÇ BOU";"C.";"18"
"240a";"71";"62";"386";"MIGDIA";"C.";"213"
"240b";"71";"62";"386";"MIGDIA";"C.";"392"
"240c";"71";"62";"386";"MIGDIA";"C.";"488"
"240d";"71";"62";"386";"MIGDIA";"C.";"388"
"10000";"50";"40";"387";"MIGDIA";"PTGE.";"1"
"553";"58";"49";"388";"MIMOSA";"C.";"367"
"241";"44";"35";"389";"MINALI GUILLEM";"C.";"21"
"242";"54";"44";"390";"JAUME MINISTRAL MASIÀ";"C.";"50"
"243";"66";"60";"391";"MIQUEL BLAY";"C.";"52"
"244";"63";"55";"392";"MIQUEL DE PALOL";"PL.";"116"
"554";"63";"54";"393";"MIQUEL SANTALÓ PARVORELL";"C.";""
"667";"67";"58";"394";"M.SANTALÓ PARVORELL";"PL.";""
"668";"59";"50";"395";"MODAGUERA GRAN";"C.";"30"
"770";"65";"56";"396";"MONAR";"C.";"66"
"245b";"54";"45";"397";"MONGES LES";"C.";"72"
"245c";"54";"45";"397";"MONGES LES";"C.";"17"
"245a";"54";"45";"397";"MONGES LES";"C.";"7"
"555";"58";"49";"399";"MONTBÓ";"C.";"94"
"246";"64";"55";"400";"MONTCALM";"C.";"167"
"247";"69";"60";"401";"MONTFALGARS";"C.";"194"
"248d";"65";"55";"402";"MONTILIVI";"AV.";"96"
"248a";"65";"55";"402";"MONTILIVI";"AV.";"110"
"248b";"65";"55";"402";"MONTILIVI";"AV.";"182"
"248c";"65";"55";"402";"MONTILIVI";"AV.";""
"669";"56";"47";"405";"MONTJOVI";"C.";"125"
"670";"66";"56";"406";"MONTJUÏC";"C.";"21"
"249b";"71";"62";"408";"MONTNEGRE";"C.";"172"
"249a";"63";"54";"408";"MONTNEGRE";"C.";"157"
"250";"56";"47";"409";"MONTORI";"C.";"49"
"556";"52";"43";"410";"MONTORRÓ";"C.";"80"
"251";"69";"60";"411";"MONTSENY";"C.";"1288"
"252";"56";"46";"412";"MORA";"C.";"15"
"771";"50";"41";"413";"MOSQUES";"C.";""
"671";"68";"57";"414";"MN. BALDIRI REIXACH";"C.";"237"
"557";"56";"46";"415";"MN. PERE RABAT";"PTGE.";""
"253";"65";"55";"416";"MUGA";"C.";"31"
"558";"56";"45";"417";"MUNTANYA";"C.";"116"
"254";"57";"48";"418";"MURALLA";"C.";"6"
"772";"62";"52";"419";"NARCÍS BLANCH";"C.";"357"
"773";"55";"48";"420";"NARCÍS FIGUERAS";"PCTA.";""
"255";"61";"51";"421";"NARCÍS MONTURIOL";"C.";"330"
"256";"68";"57";"422";"NARCÍS XIFRA I MASMITJÀ";"C.";"57"
"774";"46";"37";"423";"NEU";"C.";"4"
"559";"60";"50";"424";"ALFRED NOBEL";"C.";"91"
"257";"59";"50";"425";"NOGUER";"C.";"51"
"258";"65";"53";"426";"NORD";"C.";"91"
"775";"62";"51";"427";"NOU";"C.";"148"
"776";"58";"49";"428";"NOU DEL TEATRE";"C.";"51"
"560";"58";"49";"429";"OBRA";"C.";"23"
"561";"63";"54";"430";"OLI";"PL.";"27"
"259";"56";"47";"431";"OLIVA I PRAT DR.";"C.";"35"
"562";"61";"52";"432";"OLIVERA";"C.";"191"
"260";"42";"33";"433";"OLLES";"C.";"15"
"261d";"74";"66";"434";"D'OLOT";"PG.";"496"
"261c";"67";"58";"434";"D'OLOT";"PG.";"284"
"261a";"67";"59";"434";"D'OLOT";"PG.";"160"
"261e";"70";"61";"434";"D'OLOT";"PG.";""
"261b";"70";"61";"434";"D'OLOT";"PG.";"10"
"262";"56";"46";"435";"DE L'OM";"PL.";""
"263";"61";"51";"436";"ONYAR";"C.";"112"
"563b";"63";"54";"437";"ORIENT";"C.";"1270"
"563a";"65";"56";"437";"ORIENT";"C.";"246"
"564d";"71";"66";"438";"OVIEDO";"C.";"822"
"564b";"71";"66";"438";"OVIEDO";"C.";""
"564c";"71";"66";"438";"OVIEDO";"C.";""
"565";"72";"63";"439";"PAÏSOS CATALANS";"PL.";"29"
"264";"62";"52";"440";"PALAFRUGELL";"C.";"62"
"265b";"73";"64";"441";"PALAMÓS";"CTRA.";""
"265a";"73";"64";"441";"PALAMÓS";"CTRA.";""
"266";"57";"48";"442";"PALAU";"PL.";""
"777";"55";"46";"444";"PALCO DELS SASTRES";"CAMÍ";"8"
"672";"68";"58";"445";"PAMPLONA";"C.";"24"
"566";"61";"51";"446";"PARE COLL";"C.";"534"
"267";"63";"54";"447";"F. PALAU I QUER";"C.";"55"
"10000";"50";"40";"447";"F. PALAU I QUER";"C.";"55"
"268";"63";"54";"448";"PASCUAL I PRATS DR.";"C.";"146"
"269e";"61";"51";"449";"PAU CASALS";"C.";"211"
"269d";"61";"51";"449";"PAU CASALS";"C.";"175"
"269c";"61";"51";"449";"PAU CASALS";"C.";""
"269b";"61";"51";"449";"PAU CASALS";"C.";"188"
"269a";"61";"51";"449";"PAU CASALS";"C.";"83"
"567";"53";"44";"450";"PAU MIRANDA";"C.";"4"
"270";"70";"60";"451";"PEDRAFORCA";"C.";"68"
"271a";"65";"56";"452";"PEDRERES";"PDA.";"48"
"271b";"58";"49";"452";"PEDRERES";"PDA.";"7"
"271b";"58";"49";"452";"PEDRERES";"PDA.";""
"272";"58";"49";"453";"PEDRERES";"JARDINS";""
"568";"72";"63";"454";"PEDRET";"C.";"316"
"273b";"69";"60";"455";"PEDRET";"RDA.";"308"
"273a";"68";"62";"455";"PEDRET";"RDA.";"115"
"673";"64";"53";"456";"PEIUS PASCUAL";"RDA.";"86"
"274";"40";"30";"457";"PEIXETERIES VELLES";"C.";"31"
"275";"64";"53";"458";"PEP COLOMER I MARTÍ";"C.";""
"276";"61";"51";"459";"PERE COMPTE";"C.";"355"
"277a";"70";"61";"460";"PERE DE PALOL";"C.";""
"277b";"70";"61";"460";"PERE DE PALOL";"C.";""
"278";"58";"49";"461";"PERE MATAS";"C.";"5"
"569";"51";"42";"462";"PERE ROCABERTÍ";"C.";""
"279";"50";"41";"463";"PERILL";"C.";"22"
"280";"61";"52";"464";"PIC DE LA DONA";"C.";"14"
"570";"58";"49";"465";"PICA D'ESTATS";"C.";"86"
"281";"56";"47";"466";"PINEDA";"C.";"56"
"282";"56";"47";"467";"PIRINEU";"C.";"73"
"283";"61";"52";"468";"PLA GUILLEM";"C.";"19"
"284";"58";"49";"469";"JOAQUIM PLA I CARGOL";"C.";"1"
"285";"56";"47";"471";"PLANURA";"C.";"94"
"674c";"66";"60";"472";"POETA MARQUINA";"PL.";""
"674e";"66";"60";"472";"POETA MARQUINA";"PL.";"149"
"674b";"66";"60";"472";"POETA MARQUINA";"PL.";""
"674d";"66";"60";"472";"POETA MARQUINA";"PL.";"71"
"674a";"66";"60";"472";"POETA MARQUINA";"PL.";""
"286";"56";"47";"473";"POLVORINS";"PDA.";"7"
"571";"64";"54";"474";"POMPEU FABRA";"PL.";"93"
"287";"63";"61";"475";"JAUME PONS MARTÍ";"C.";"54"
"288b";"69";"58";"476";"PONT DE LA BARCA";"C.";"14"
"288a";"69";"58";"476";"PONT DE LA BARCA";"C.";""
"10000";"50";"40";"476";"PONT DE LA BARCA";"C.";"14"
"778";"59";"49";"477";"PONT DE PEDRA";"PDA.";"21"
"289";"74";"63";"478";"PONT MAJOR";"C.";"275"
"675";"64";"53";"480";"PONT MAJOR";"GRUP";"545"
"290";"61";"50";"481";"PORT LLIGAT";"C.";"153"
"676";"52";"54";"482";"PORTAL DE FRANÇA";"C.";""
"291";"50";"41";"483";"PORTAL DE LA BARCA";"C.";"34"
"572";"57";"48";"484";"PORTAL NOU";"C.";"127"
"677";"57";"48";"485";"PORTAL NOU";"TRV.";"53"
"573";"60";"60";"486";"PORVENIR";"C.";"20"
"292";"56";"47";"487";"POU DE LA TORRE";"C.";"21"
"779";"61";"51";"488";"POU RODÓ";"C.";"83"
"574";"57";"48";"489";"ONOFRE POU";"ESC.";""
"293";"61";"52";"490";"PRAT DE LA RIBA";"C.";"4"
"780";"63";"53";"491";"PREMSA";"C.";"7"
"678";"65";"56";"492";"PRIMER DE MAIG";"PDA.";"16"
"679";"69";"59";"493";"PRÍNCEP";"C.";"77"
"294";"61";"51";"494";"PROGRÉS";"C.";"38"
"781";"65";"55";"495";"PRUDENCI BERTRANA";"PL.";"50"
"295";"60";"50";"496";"PRUNER";"C.";"77"
"782";"58";"49";"497";"PUIG D'ADRI";"C.";"50"
"680";"58";"49";"498";"PUIG D'AGUILES";"C.";"27"
"296";"52";"43";"499";"PUIG DE MONTILIVI";"C.";"85"
"783";"56";"47";"500";"PUIG PEDRÓS";"C.";"21"
"297";"65";"55";"502";"PUIGMAL";"C.";"329"
"575";"64";"55";"503";"PUIGNEULÓS";"C.";"466"
"298";"56";"47";"504";"PUIGNEULÓS";"PTGE.";"339"
"576a";"64";"55";"505";"PUIGSACALM";"C.";"83"
"576b";"52";"42";"505";"PUIGSACALM";"C.";""
"299";"59";"50";"506";"PUIGVISTÓS";"PL.";"10"
"300";"55";"45";"507";"PUNTA DEL PI";"C.";"251"
"784c";"73";"65";"508";"RAFAEL MASÓ I VALENTÍ";"C.";""
"784b";"73";"65";"508";"RAFAEL MASÓ I VALENTÍ";"C.";""
"784a";"73";"65";"508";"RAFAEL MASÓ I VALENTÍ";"C.";""
"785";"60";"50";"509";"DELS RAÏMS";"PL.";"9"
"301";"63";"54";"510";"RAJOLERS";"C.";"142"
"302c";"70";"64";"511";"RAMON FOLCH";"AV.";"19"
"302b";"69";"61";"511";"RAMON FOLCH";"AV.";"12"
"302a";"70";"64";"511";"RAMON FOLCH";"AV.";"3"
"303";"61";"51";"512";"RAMON MUNTANER";"C.";"328"
"577";"65";"59";"513";"RAMON TURRÓ";"C.";"129"
"304";"65";"56";"514";"REAL DE FONTCLARÀ";"C.";""
"578b";"72";"63";"515";"REGGIO EMILIA";"C.";"104"
"578a";"72";"63";"515";"REGGIO EMILIA";"C.";"35"
"579";"57";"48";"516";"REGIMENT DE BAZA";"C.";"41"
"305";"55";"46";"517";"REI MARTÍ";"PDA.";"19"
"681";"51";"45";"518";"REINA JOANA";"PG.";""
"307a";"61";"51";"520";"REMENCES";"C.";"193"
"307b";"61";"51";"520";"REMENCES";"C.";"114"
"580";"57";"48";"521";"RICARD GUINÓ I BOIX";"C.";"46"
"786";"61";"51";"522";"RIDAURA";"C.";""
"308";"59";"50";"523";"RIERA BUGANTÓ";"C.";"510"
"581";"60";"49";"524";"RIERA D'OIX";"C.";"38"
"309";"60";"48";"525";"RIERA D'OSOR";"C.";"74"
"582";"64";"58";"526";"RIERA DE CAN CAMARET";"C.";"46"
"310";"60";"49";"527";"RIERA DE LLÉMANA";"C.";"26"
"787";"60";"49";"528";"RIERA DE MARROC";"C.";"21"
"311b";"55";"47";"529";"RIERA DE MUS";"C.";"21"
"311a";"64";"54";"529";"RIERA DE MUS";"C.";"66"
"312";"56";"47";"530";"RIERA PALAGRET";"C.";"268"
"313";"60";"50";"531";"RIEROL";"C.";""
"314";"65";"55";"532";"RIMAU";"C.";"216"
"315";"64";"54";"533";"RISSEC";"PARATGE";"17"
"316";"56";"55";"534";"RIU BRUGENT";"C.";"118"
"317a";"70";"61";"535";"RIU CARDENER";"C.";""
"317b";"70";"61";"535";"RIU CARDENER";"C.";"18"
"317c";"65";"57";"535";"RIU CARDENER";"C.";"45"
"318";"62";"52";"537";"RIU SER";"C.";"455"
"319";"58";"49";"538";"ROC DE FRAUSA";"C.";"10"
"320";"53";"44";"539";"ROCA COLOM";"C.";"70"
"321";"49";"40";"540";"JAUME ROCA I DELPECH";"C.";"12"
"322";"62";"53";"541";"NARCÍS ROCA FARRERAS";"C.";"173"
"619";"55";"46";"541";"NARCÍS ROCA FARRERAS";"C.";"173"
"323";"64";"54";"542";"LA RODONA";"PL.";""
"682";"65";"57";"543";"JOAN G.ROIG I JALPÍ";"C.";"92"
"324";"58";"48";"544";"TOMÀS ROIG I LLOP";"C.";"14"
"325";"59";"49";"545";"ROMA";"C.";"1"
"326";"54";"44";"547";"ROMANÍ";"PTGE.";"132"
"683";"59";"49";"548";"ROMANYÀ";"C.";"41"
"583";"59";"50";"549";"ROQUES ALTES";"C.";"147"
"327";"57";"47";"550";"ROS DE PALAU";"C.";"81"
"328";"63";"53";"551";"ROSA DE LA";"C.";"64"
"329";"60";"51";"552";"ROSSELLÓ";"C.";"600"
"330";"58";"49";"553";"ROURE";"C.";"115"
"331";"62";"53";"554";"ANTONI ROVIRA VIRGILI";"C.";"175"
"684";"56";"47";"555";"PABLO RUIZ PICASSO";"PL.";""
"332a";"71";"62";"556";"RUTLLA";"C.";"632"
"332b";"70";"61";"556";"RUTLLA";"C.";"654"
"333";"55";"47";"557";"SACSIMORT";"C.";""
"334";"64";"55";"558";"SANT AGUSTÍ";"C.";"254"
"335";"58";"49";"559";"SANT ANIOL";"C.";"22"
"685";"71";"60";"560";"SANT ANTONI M.CLARET";"C.";"457"
"584";"52";"43";"561";"SANT CRISTÒFOR";"C.";"2"
"686a";"64";"55";"562";"SANT DANIEL";"C.";"56"
"686b";"56";"47";"562";"SANT DANIEL";"C.";""
"788";"60";"48";"564";"SANT DOMÈNEC";"PL.";""
"585";"55";"46";"565";"SANT DOMÈNEC";"PDA.";"63"
"336";"62";"57";"566";"SANT FELIU";"CTRA.";"16"
"337";"62";"57";"567";"SANT FELIU";"PL.";"22"
"687";"62";"57";"568";"SANT FELIU";"PDA.";"71"
"338";"71";"60";"569";"SANT FRANCESC";"AV.";"163"
"586";"57";"48";"570";"SANT GRAU";"C.";"23"
"789";"69";"59";"571";"SANT GREGORI";"C.";"406"
"339";"61";"52";"572";"SANT HIPÒLIT";"C.";"143"
"340";"65";"62";"573";"SANT IGNASI";"C.";"112"
"341";"69";"58";"574";"SANT ISIDRE";"C.";"234"
"342";"73";"61";"575";"SANT JOAN BOSCO";"PG.";"287"
"343a";"69";"61";"576";"SANT J.BTA LA SALLE";"C.";"185"
"343b";"65";"55";"576";"SANT J.BTA LA SALLE";"C.";"334"
"344";"61";"61";"577";"SANT JORDI";"C.";"44"
"345";"58";"47";"578";"SANT JOSEP";"C.";"40"
"346";"58";"47";"579";"SANT JOSEP";"PL.";"9"
"347";"54";"45";"580";"SANT LLORENÇ";"C.";"2"
"688";"56";"47";"581";"SANT MARTÍ";"PDA.";"26"
"790";"56";"47";"582";"SANT MEDIR";"C.";"403"
"348";"65";"55";"583";"SANT MIQUEL";"C.";"347"
"349e";"69";"62";"585";"SANT NARCÍS";"AV.";"150"
"349d";"69";"62";"585";"SANT NARCÍS";"AV.";"15"
"349c";"69";"62";"585";"SANT NARCÍS";"AV.";"565"
"349f";"69";"62";"585";"SANT NARCÍS";"AV.";"61"
"349b";"69";"62";"585";"SANT NARCÍS";"AV.";"833"
"349a";"69";"62";"585";"SANT NARCÍS";"AV.";"675"
"689";"62";"60";"586";"SANT PAU";"C.";"10"
"350";"59";"52";"587";"SANT PERE";"PL.";"112"
"690";"64";"54";"589";"SANT PONÇ";"PL.";"225"
"351";"57";"48";"590";"SANT ROC";"C.";"97"
"352a";"55";"46";"591";"SANT SALVADOR D'HORTA";"C.";"181"
"352b";"60";"51";"591";"SANT SALVADOR D'HORTA";"C.";"81"
"353b";"72";"62";"592";"SANT SEBASTIÀ";"C.";"323"
"353a";"73";"63";"592";"SANT SEBASTIÀ";"C.";"148"
"354";"60";"50";"593";"SANTA CLARA";"C.";"258"
"355c";"70";"63";"595";"SANTA COLOMA";"CTRA.";"2"
"355b";"70";"63";"595";"SANTA COLOMA";"CTRA.";"3"
"355a";"70";"63";"595";"SANTA COLOMA";"CTRA.";"11"
"10000";"50";"40";"595";"SANTA COLOMA";"CTRA.";"16"
"356a";"69";"63";"596";"SANTA EUGÈNIA";"C.";"411"
"356b";"69";"63";"596";"SANTA EUGÈNIA";"C.";"292"
"356c";"69";"63";"596";"SANTA EUGÈNIA";"C.";"252"
"356d";"69";"63";"596";"SANTA EUGÈNIA";"C.";"987"
"587";"69";"63";"598";"SANTA EUGÈNIA";"PL.";"195"
"357";"69";"63";"599";"SANTA EUGÈNIA";"TRV.";"359"
"358b";"62";"50";"600";"SANTA LLÚCIA";"C.";"19"
"358a";"62";"50";"600";"SANTA LLÚCIA";"C.";"1"
"358c";"62";"50";"600";"SANTA LLÚCIA";"C.";"7"
"588";"65";"54";"601";"SANTA MARIA";"C.";"173"
"359";"63";"53";"602";"SANTA SUSANNA";"PL.";"10"
"589";"65";"55";"603";"SANTANDER";"C.";"812"
"691";"65";"54";"604";"SANTIAGO";"C.";"273"
"791";"61";"51";"605";"SANTIAGO RUSIÑOL";"C.";"161"
"360";"61";"51";"606";"SANTIAGO SOBREQUÉS DR.";"C.";"316"
"361";"64";"54";"607";"SARAGOSSA";"C.";"229"
"362";"64";"53";"608";"SARDENYA";"C.";"36"
"363";"56";"47";"609";"SEGLE XVI";"C.";"31"
"364";"65";"61";"610";"SEGOVIA";"C.";""
"692";"68";"58";"611";"SEGRE";"C.";"154"
"365";"69";"58";"612";"SÈQUIA";"C.";"175"
"366";"56";"45";"613";"SERRA ALTA";"C.";"99"
"367";"53";"44";"614";"SERRA DE BESTRACÀ";"C.";"46"
"792";"59";"50";"615";"SERRA DE FINESTRES";"C.";"18"
"368";"56";"47";"616";"SERRA DE VALL·LLOREDA";"C.";"6"
"590";"61";"52";"617";"SERRES (Les)";"C.";"40"
"591";"60";"50";"619";"SICÍLIA";"C.";"27"
"693";"57";"50";"620";"SILVESTRE SANTALÓ";"C.";""
"369a";"61";"52";"621";"SOL";"C.";"45"
"369b";"61";"52";"621";"SOL";"C.";""
"370b";"66";"60";"622";"MARTÍ SUREDA DEULOVOL";"C.";""
"370a";"66";"60";"622";"MARTÍ SUREDA DEULOVOL";"C.";""
"371";"65";"55";"623";"TAGA";"C.";"144"
"372a";"60";"50";"624";"TAIALÀ";"CTRA.";"268"
"372b";"69";"60";"624";"TAIALÀ";"CTRA.";"142"
"372c";"60";"50";"624";"TAIALÀ";"CTRA.";""
"592";"56";"47";"626";"TALARN";"C.";""
"593a";"52";"43";"627";"TAMBOR ANSÓ";"C.";"29"
"593b";"46";"37";"627";"TAMBOR ANSÓ";"C.";"15"
"373";"53";"43";"628";"TAQUÍGRAF MARTÍ";"C.";"56"
"594";"64";"55";"629";"TARRAGONA";"C.";"134"
"374";"60";"50";"631";"TEIDE";"C.";"32"
"375";"65";"55";"632";"TENERIFE";"C.";"44"
"694";"64";"54";"633";"TER";"C.";"10"
"595";"55";"46";"634";"TERÇ DE MIQUELETS";"C.";"45"
"376";"65";"55";"635";"TERRI";"C.";"339"
"377";"62";"51";"636";"TOMÀS BARAUT";"PL.";"259"
"378";"67";"62";"637";"TOMÀS MIERES";"C.";"82"
"793";"61";"51";"638";"TORDERA";"C.";"62"
"695";"61";"51";"639";"TORÍN";"C.";"52"
"794b";"55";"46";"640";"TORRASSA";"PDA.";"183"
"794b";"55";"46";"640";"TORRASSA";"PDA.";"183"
"794a";"55";"46";"640";"TORRASSA";"PDA.";"183"
"696";"53";"44";"641";"TORRE ALFONS XII";"PDA.";"7"
"697";"57";"48";"642";"TORRE DE SANT LLUÍS";"C.";"62"
"379";"64";"55";"643";"TORRE DE SANT NARCÍS";"C.";"33"
"596";"60";"61";"644";"TORRE DE TAIALÀ";"C.";"166"
"380";"56";"47";"646";"TORRE DELS SOCORS";"CRÓ.";""
"381";"57";"47";"647";"TORRE GIRONELLA";"C.";"103"
"382";"57";"47";"648";"TORRE GIRONELLA";"GRUP";"159"
"795";"56";"47";"649";"TORRE MALLA";"C.";"17"
"383";"57";"47";"650";"TORRE RAFELA";"C.";"46"
"384";"56";"47";"652";"TORRE DE SANT DANIEL";"C.";"80"
"385";"59";"51";"653";"TORRE DE SANT JOAN";"C.";"97"
"386";"57";"48";"654";"TORRE SUCHET";"C.";"33"
"796";"59";"50";"655";"TORRENT";"C.";"69"
"698";"54";"45";"656";"TORRES DE PALAU";"C.";"23"
"387";"62";"53";"658";"TOSA D'ALP";"C.";"29"
"388";"51";"41";"659";"TRAMONT";"C.";""
"389";"58";"52";"660";"TRASFIGUERES";"C.";""
"390";"53";"44";"661";"TRES ALZINES";"PL.";"94"
"797";"60";"55";"662";"TRES REIS";"C.";"10"
"597";"57";"48";"663";"TRETZEVENTS";"C.";"16"
"391";"60";"50";"664";"TROIA";"C.";""
"598";"66";"55";"665";"JOSEP TRUETA RASPALL";"C.";""
"392";"63";"54";"666";"TURÓ";"C.";"295"
"393";"54";"43";"667";"TURÓ DE CAN PONÇ";"C.";"17"
"699";"52";"43";"668";"TURÓ DE MOROU";"C.";"15"
"394";"58";"48";"669";"TURÓ RODÓ";"C.";"56"
"395";"64";"55";"670";"ULLASTRET";"C.";"93"
"396c";"70";"64";"671";"ULTÒNIA";"C.";""
"396b";"70";"64";"671";"ULTÒNIA";"C.";"88"
"396a";"68";"60";"671";"ULTÒNIA";"C.";"207"
"599";"61";"51";"672";"UNIV.DE CERVERA";"C.";"8"
"700";"65";"56";"673";"UNIV.DE MONTPELLER";"C.";"185"
"397";"58";"49";"674";"UNIVERS";"C.";"13"
"398";"65";"55";"676";"VALÈNCIA";"C.";"195"
"399";"62";"53";"678";"VALLADOLID";"C.";"267"
"400";"53";"44";"679";"ANTONI VARÉS MARTINELL";"C.";"223"
"701";"67";"59";"680";"CAMÍ VELL DE FORNELLS";"C.";"28"
"401";"56";"47";"681";"VERN";"C.";"52"
"402";"45";"35";"682";"BESADÓ";"C.";"18"
"403";"61";"52";"683";"VESUBI";"C.";"37"
"404";"61";"52";"684";"VI (Del)";"PL.";"71"
"798";"63";"53";"686";"VILA-ROJA";"GRUP";"764"
"601b";"62";"53";"687";"VISTA ALEGRE";"C.";"97"
"601a";"66";"57";"687";"VISTA ALEGRE";"C.";"79"
"602b";"67";"57";"689";"XAVIER CUGAT";"RBLA.";"343"
"602a";"67";"57";"689";"XAVIER CUGAT";"RBLA.";"294"
"799";"53";"43";"690";"XAVIER MONTSALVATGE";"C.";"183"
"702";"63";"53";"691";"ZAMORA";"C.";"97"
"703";"57";"48";"692";"SARRIERA (Dels)";"C.";"56"
"405";"57";"47";"693";"MIQUEL COLL ALENTORN";"PL.";"180"
"407";"65";"62";"695";"CASTELLÓ DE LA PLANA";"C.";"94"
"408";"65";"55";"696";"ESGLÉSIA DE SANT MIQUEL";"C.";"14"
"800";"60";"50";"698";"GIRONA";"PL.";""
"409";"65";"55";"699";"RIERA GORNAU";"JARDINS";""
"410";"65";"55";"700";"JAUME MARQUÈS";"C.";"316"
"604";"61";"51";"701";"JOAN PONS";"C.";"90"
"411";"61";"51";"703";"PROGRÉS";"PTGE.";"17"
"412";"64";"55";"704";"JOAN BTA. TORROELLA";"C.";"16"
"413";"71";"61";"706";"ASSEMBLEA DE CATALUNYA";"PL.";""
"801b";"67";"57";"707";"M.AURÈLIA CAPMANY";"C.";""
"801c";"64";"55";"707";"M.AURÈLIA CAPMANY";"C.";""
"801a";"59";"50";"707";"M.AURÈLIA CAPMANY";"C.";"104"
"414";"60";"50";"708";"J.M.CORREDOR POMÉS";"C.";"108"
"415";"57";"48";"709";"TORRE DEL CERDÀ";"C.";"4"
"416";"63";"54";"710";"TORRE DE TAIALÀ";"PL.";"32"
"417";"63";"54";"711";"TORRE DE TAIALÀ";"PTGE.";"53"
"802";"64";"55";"712";"M.AURÈLIA CAPMANY";"PTGE.";"9"
"704";"62";"53";"713";"J.M.CORREDOR POMÉS";"TRV.";""
"803";"53";"44";"714";"RICARD GIRALT";"PTGE.";"57"
"418";"60";"50";"715";"UNIV.DE GIRONA";"C.";"63"
"804";"57";"48";"716";"PIC DE PEGUERA";"C.";"4"
"419";"57";"48";"717";"SALVADOR FERRER C.MAURA";"C.";"78"
"420";"63";"54";"718";"INDÚSTRIA";"C.";"5"
"605a";"68";"60";"719";"SALT";"PL.";""
"605b";"63";"55";"719";"SALT";"PL.";""
"805";"68";"60";"719";"SALT";"PL.";""
"705";"61";"50";"721";"CAN PAU BIROL";"C.";""
"421";"63";"57";"722";"SARRIÀ DE TER";"C.";"5"
"706";"64";"54";"723";"MANUEL DE PEDROLO";"C.";"9"
"707";"70";"61";"724";"TORRE VEDRUNA";"C.";""
"422";"61";"52";"726";"CAMP DE LA CREU";"C.";""
"708";"60";"51";"727";"CASTELL DE BELLAGUARDA";"C.";"3"
"423";"63";"54";"728";"CASTELL DE MONTGRÍ";"C.";"81"
"424";"57";"50";"729";"OSCA";"C.";"17"
"425";"65";"58";"730";"TEROL";"C.";"9"
"426";"59";"50";"731";"JJ.OO. DE BARCELONA";"C.";"510"
"427";"65";"58";"732";"GEORGE STEPHENSON";"C.";""
"428";"61";"54";"733";"TRENS PETITS";"C.";""
"806";"63";"54";"734";"FORA MURALLA";"PG.";"70"
"807";"63";"54";"736";"JOSEP V. FOIX I MAS";"C.";"33"
"429";"60";"51";"737";"CARLES RIBA BRACONS";"C.";"41"
"430";"65";"55";"738";"MONTSERRAT ROIG";"C.";"24"
"709";"63";"54";"739";"JOAN BADIA CASAÑAS";"C.";"82"
"710";"61";"50";"740";"JOAQUIM RIERA BERTRAN";"C.";"50"
"431";"61";"50";"741";"JOSEP M. PAGÈS VICENS";"C.";""
"432";"57";"49";"742";"FARINERA TEIXIDOR";"PTGE.";"111"
"433";"55";"46";"743";"JOAN MASÓ I VALENTÍ";"C.";"225"
"434";"56";"47";"744";"PERE III EL CEREMONIÓS";"C.";""
"808";"58";"49";"745";"JOSEP FERRATER I MORA";"PL.";""
"435";"65";"55";"746";"JOAN MIRÓ I FERRÀ";"C.";"335"
"711";"53";"44";"747";"FEDERICO FELLINI";"PL.";""
"606";"55";"46";"748";"J.CAMPS ARBOIX";"PL.";"23"
"436";"66";"57";"749";"FIDEL AGUILAR MARCÓ";"PL.";""
"437";"57";"48";"750";"ISABEL VILA PUJOL";"PL.";""
"438";"65";"55";"751";"PERE CALDERS";"PL.";""
"712";"65";"56";"752";"E. MARQUÈS I RIBALTA";"C.";""
"440";"58";"49";"754";"LA GERUNDENSE";"C.";""
"441";"61";"52";"755";"AIGUAVIVA";"C.";""
"713";"61";"51";"756";"MELA MUTERMILCH";"PL.";"70"
"607";"61";"51";"757";"JOAN MARIA POU I CAMPS";"C.";"17"
"442";"68";"60";"758";"FERRAN SOLDEVILA I ZUBIBU";"C.";"59"
"608";"63";"62";"759";"PIERRE VILAR";"C.";"64"
"443";"61";"50";"760";"EMILI BLANCH I ROIG";"PTGE.";""
"609";"60";"50";"761";"TOMÀS LORENZANA";"PONT";""
"809";"67";"58";"762";"MAS RAMADA";"C.";""
"810";"57";"48";"763";"MARIA GAY I TIBAU";"PTGE.";""
"444";"62";"53";"764";"MN.JOSEP IGLÉSIAS";"PL.";""
"445";"66";"56";"765";"ORIOL MARTORELL I CODINA";"C.";"484"
"446";"62";"57";"766";"SANT FELIU";"PONT";""
"447";"57";"47";"767";"MERCÈ RODOREDA I GURGUÍ";"C.";"54"
"811";"59";"49";"768";"MN.FERRAN FORNS NAVARRO";"C.";""
"714";"61";"51";"769";"ESTUDI GENERAL DE GIRONA";"C.";"118"
"448";"53";"43";"770";"JOAQUIM M.MASRAMON DE VEN";"C.";"196"
"610";"49";"40";"771";"RAFAEL ALBERTI";"PL.";"1"
"715b";"73";"65";"772";"RAMON BERENGUER II ""CAP E";"PG.";"57"
"715a";"73";"65";"772";"RAMON BERENGUER II ""CAP E";"PG.";""
