"Identificador";"Codiedif";"Id_façana";"Ldia";"Lnit";"Ltarda";"Lden";"Coord_X";"Coord_Y";" lon";"lat	"
"10622";"2568";"00562568";"71,5";"60,5";"67,2";"71,3";"484478,13530000002";"4645951,93699999992";"2,81267761";"41,96539455"
"10623";"11377";"005611377";"70,6";"59,5";"66,3";"70,3";"484485,93979999999";"4645977,62270000018";"2,81276140";"41,96562886"
"10624";"2569";"00562569";"73,7";"62,6";"69,4";"73,4";"484483,54440000001";"4645988,34900000039";"2,81273698";"41,96572790"
"10625";"2570";"00562570";"74,6";"63,6";"70,3";"74,4";"484484,21370000002";"4645995,93360000011";"2,81274886";"41,96579096"
"10626";"2571";"00562571";"74,2";"63,2";"69,9";"74,0";"484488,65179999999";"4646005,35390000045";"2,81279687";"41,96588111"
"10627";"2572";"00562572";"71,0";"59,9";"66,6";"70,7";"484501,21740000002";"4646022,94909999985";"2,81295331";"41,96603448"
"10628";"9277";"02379277";"59,7";"48,1";"55,0";"59,3";"484548,47779999999";"4645971,89560000040";"2,81352186";"41,96557606"
"10629";"10822";"023710822";"60,2";"48,8";"55,6";"59,8";"484536,80910000001";"4645930,15899999999";"2,81337812";"41,96520655"
"10630";"11324";"052511324";"61,2";"48,6";"56,3";"60,5";"484581,40320000000";"4645654,15340000018";"2,81392841";"41,96272159"
"10631";"3465";"05153465";"70,3";"58,0";"65,3";"69,7";"484546,79770000000";"4645658,55520000029";"2,81350594";"41,96275693"
"10632";"3464";"05153464";"70,5";"58,0";"65,5";"69,8";"484539,21799999999";"4645651,43410000019";"2,81342165";"41,96269375"
"10633";"3516";"05153516";"69,0";"56,9";"64,1";"68,4";"484534,90310000000";"4645691,71119999979";"2,81336026";"41,96305392"
"10634";"3501";"02373501";"68,5";"56,8";"63,7";"68,0";"484529,45370000001";"4645755,93740000017";"2,81329824";"41,96363025"
"10635";"3501";"05353501";"70,3";"58,6";"65,3";"69,8";"484539,10820000002";"4645763,37629999965";"2,81341871";"41,96370250"
"10636";"3522";"02373522";"67,2";"55,4";"62,4";"66,7";"484525,33649999998";"4645742,48230000027";"2,81325031";"41,96351308"
"10637";"3521";"02373521";"67,6";"55,8";"62,9";"67,1";"484522,59389999998";"4645733,73450000025";"2,81321435";"41,96343196"
"10638";"3520";"02373520";"67,7";"55,8";"62,9";"67,2";"484520,38380000001";"4645726,68649999984";"2,81319039";"41,96336888"
"10639";"3519";"02373519";"67,7";"55,8";"63,0";"67,2";"484518,17030000000";"4645719,62729999982";"2,81316644";"41,96330579"
"10640";"3518";"02373518";"67,9";"55,9";"63,1";"67,4";"484515,98780000000";"4645712,66990000010";"2,81313042";"41,96324268"
"10641";"3517";"02373517";"68,0";"56,0";"63,2";"67,5";"484513,73849999998";"4645705,49679999985";"2,81310647";"41,96317960"
"10642";"3516";"02373516";"68,3";"56,1";"63,4";"67,7";"484511,50579999998";"4645698,37990000006";"2,81308252";"41,96311651"
"10643";"3515";"02373515";"68,6";"56,3";"63,7";"68,0";"484509,30560000002";"4645691,36490000039";"2,81305857";"41,96305343"
"10644";"3514";"02373514";"69,0";"56,6";"64,1";"68,4";"484507,06099999999";"4645684,20689999964";"2,81303462";"41,96299034"
"10645";"3513";"05153513";"71,3";"58,6";"66,2";"70,6";"484511,31589999999";"4645669,49340000004";"2,81308329";"41,96285532"
"10646";"3513";"02373513";"70,6";"57,8";"65,6";"69,9";"484503,39950000000";"4645672,19450000022";"2,81298667";"41,96288218"
"10647";"3512";"05153512";"69,6";"57,7";"64,7";"69,1";"484543,99680000002";"4645699,90919999965";"2,81346866";"41,96312615"
"10648";"3511";"05153511";"69,9";"57,9";"65,0";"69,3";"484552,28049999999";"4645707,66600000020";"2,81357706";"41,96319838"
"10649";"3510";"05153510";"70,0";"58,0";"65,1";"69,4";"484557,56240000000";"4645712,66210000031";"2,81363727";"41,96324351"
"10650";"3509";"05153509";"70,0";"58,1";"65,2";"69,5";"484562,88040000002";"4645717,69209999964";"2,81369748";"41,96328864"
"10651";"3508";"05153508";"68,5";"56,6";"63,7";"68,0";"484571,81089999998";"4645726,13779999968";"2,81380585";"41,96336987"
"10652";"3507";"05153507";"71,0";"58,7";"66,0";"70,4";"484585,58799999999";"4645739,14730000030";"2,81397446";"41,96348724"
"10653";"3507";"05353507";"71,4";"59,4";"66,4";"70,8";"484588,40919999999";"4645748,28249999974";"2,81401042";"41,96356835"
"10654";"3506";"05353506";"71,2";"59,2";"66,2";"70,6";"484579,96139999997";"4645751,29650000017";"2,81390174";"41,96359520"
"10655";"3505";"05353505";"70,8";"58,9";"65,8";"70,3";"484572,15289999999";"4645753,60960000008";"2,81381721";"41,96361307"
"10656";"3504";"05353504";"70,6";"58,8";"65,6";"70,1";"484564,21490000002";"4645755,97020000033";"2,81372061";"41,96363093"
"10657";"3503";"05353503";"70,5";"58,8";"65,5";"70,0";"484556,75860000000";"4645758,21580000035";"2,81362399";"41,96365779"
"10658";"3502";"05353502";"70,4";"58,7";"65,5";"69,9";"484549,31719999999";"4645760,60900000017";"2,81353947";"41,96367567"
"10659";"10822";"005610822";"71,4";"60,4";"67,1";"71,2";"484474,33199999999";"4645934,27460000012";"2,81262979";"41,96524136"
"10660";"10822";"041610822";"64,6";"51,8";"59,6";"63,8";"484507,64769999997";"4645914,48269999959";"2,81302856";"41,96506187"
"10661";"2573";"04162573";"64,9";"52,7";"60,2";"64,3";"484482,48560000001";"4645907,49399999995";"2,81272705";"41,96499834"
"10662";"10049";"023710049";"65,3";"53,6";"60,7";"64,9";"484534,47320000001";"4645875,33550000004";"2,81335543";"41,96471114"
"10663";"2573";"00562573";"72,6";"61,5";"68,3";"72,3";"484455,64600000001";"4645898,31909999996";"2,81240145";"41,96491674"
"10664";"10634";"012010634";"26,0";"14,8";"22,0";"25,8";"486237,39569999999";"4647268,93510000035";"2,83387464";"41,97728901"
"10665";"10659";"012010659";"35,1";"23,8";"31,4";"34,9";"486016,39409999998";"4647741,91669999994";"2,83119584";"41,98154527"
"10666";"10660";"012010660";"25,3";"13,9";"21,4";"25,0";"486092,03419999999";"4647700,23359999992";"2,83211422";"41,98117735"
"10667";"10661";"012010661";"31,7";"20,7";"28,1";"31,5";"486179,11150000000";"4647540,08189999964";"2,83316817";"41,97973781"
"10668";"10662";"012010662";"30,5";"19,4";"26,8";"30,3";"486227,91600000003";"4647469,45260000043";"2,83374923";"41,97909918"
"10669";"10672";"012010672";"28,1";"17,1";"24,6";"28,0";"486254,92359999998";"4647594,83279999997";"2,83407222";"41,98022548"
"10670";"10633";"012010633";"26,4";"15,1";"22,3";"26,1";"486231,10769999999";"4647262,28789999988";"2,83380236";"41,97723487"
"10671";"11867";"030211867";"64,8";"50,8";"59,5";"63,8";"485556,27679999999";"4646676,59939999972";"2,82566926";"41,97194488"
"10672";"1962";"03021962";"64,9";"50,9";"59,7";"63,9";"485555,09129999997";"4646684,58870000020";"2,82565699";"41,97201691"
"10673";"1963";"03021963";"65,1";"51,3";"59,9";"64,1";"485552,93630000000";"4646699,11079999991";"2,82562041";"41,97215196"
"10674";"8512";"07088512";"64,0";"50,0";"58,8";"63,0";"485687,69709999999";"4646185,58339999989";"2,82726229";"41,96752499"
"10675";"8511";"07088511";"63,9";"49,9";"58,7";"62,9";"485686,58789999998";"4646190,92899999954";"2,82725010";"41,96757001"
"10676";"12097";"012312097";"68,2";"56,3";"63,3";"67,7";"484653,43599999999";"4646495,01769999973";"2,81477534";"41,97029761"
"10677";"11856";"012311856";"66,1";"53,3";"61,0";"65,3";"484682,94420000003";"4646484,52720000036";"2,81512563";"41,97019910"
"10678";"11856";"035811856";"73,2";"62,1";"68,4";"72,9";"484674,88040000002";"4646461,00640000030";"2,81502968";"41,96999179"
"10679";"1644";"01231644";"65,9";"52,5";"60,7";"65,0";"484706,98629999999";"4646483,20789999980";"2,81541531";"41,97019056"
"10680";"10667";"012010667";"24,5";"13,6";"20,9";"24,4";"486297,83769999997";"4647637,03780000005";"2,83459027";"41,98061352"
"10681";"10678";"012010678";"22,8";"11,7";"18,1";"22,5";"486276,34869999997";"4647204,40869999956";"2,83434688";"41,97671327"
"10682";"10670";"012010670";"28,4";"17,4";"24,9";"28,2";"486255,73489999998";"4647614,65710000042";"2,83408382";"41,98040563"
"10683";"10669";"012010669";"29,8";"18,8";"26,2";"29,6";"486251,03999999998";"4647626,19570000004";"2,83403526";"41,98051364"
"10684";"10671";"012010671";"27,9";"16,8";"24,3";"27,7";"486262,13549999997";"4647599,74249999970";"2,83416867";"41,98027066"
"10685";"10677";"012010677";"19,9";"9,2";"15,1";"19,7";"486320,67379999999";"4647279,14329999965";"2,83487623";"41,97738953"
"10686";"10679";"012010679";"21,8";"10,7";"17,3";"21,5";"486367,67859999998";"4647230,76180000044";"2,83544467";"41,97694902"
"10687";"10680";"012010680";"19,7";"9,2";"15,8";"19,7";"486358,82909999997";"4647292,97890000045";"2,83533460";"41,97750728"
"10688";"10681";"012010681";"23,2";"12,3";"19,4";"23,1";"486331,76409999997";"4647314,01329999976";"2,83500819";"41,97770496"
"10689";"10682";"012010682";"25,3";"14,3";"21,7";"25,1";"486322,47960000002";"4647417,03729999997";"2,83489716";"41,97863249"
"10690";"10683";"012010683";"39,8";"29,9";"36,1";"40,0";"486330,57230000000";"4646887,53839999996";"2,83500605";"41,97385909"
"10691";"10473";"047910473";"30,9";"32,3";"30,2";"38,2";"485822,59669999999";"4650319,21169999987";"2,82879181";"42,00476092"
"10692";"10474";"047910474";"36,0";"37,4";"35,5";"43,4";"485894,57110000000";"4650316,56080000009";"2,82966133";"42,00473519"
"10693";"10467";"047910467";"61,9";"66,9";"63,6";"72,5";"485504,01409999997";"4649675,66139999963";"2,82496768";"41,99895486"
"10694";"10475";"047910475";"35,4";"33,9";"33,5";"40,3";"485870,19650000002";"4650247,55260000005";"2,82937317";"42,00411331"
"10695";"10479";"047910479";"37,1";"28,6";"34,0";"37,8";"486586,36249999999";"4649999,51530000009";"2,83802486";"42,00189219"
"10696";"10468";"047910468";"38,0";"38,9";"37,0";"44,9";"485517,04009999998";"4649794,68240000028";"2,82512171";"42,00002689"
"10697";"10480";"047910480";"23,4";"18,3";"19,9";"25,8";"486665,04719999997";"4649896,14790000021";"2,83898113";"42,00096585"
"10698";"10558";"084110558";"36,7";"24,3";"32,4";"36,1";"486847,43199999997";"4649110,02130000014";"2,84119636";"41,99388969"
"10699";"3194";"04993194";"56,8";"44,7";"52,6";"56,3";"486048,06329999998";"4646369,17619999964";"2,83161467";"41,96918869"
"10700";"3194";"01013194";"58,4";"45,1";"53,6";"57,6";"486062,50900000002";"4646335,90060000028";"2,83178444";"41,96888271"
"10701";"1530";"01661530";"64,7";"53,4";"60,6";"64,4";"485357,82730000000";"4647058,36490000039";"2,82325794";"41,97538175"
"10702";"8646";"01018646";"58,3";"44,9";"53,4";"57,4";"486061,78139999998";"4646304,11230000015";"2,83177310";"41,96860349"
"10703";"8645";"01018645";"58,2";"44,8";"53,4";"57,4";"486061,44850000000";"4646289,56840000022";"2,83177346";"41,96846839"
"10704";"8536";"01018536";"58,2";"44,8";"53,3";"57,3";"486061,16840000002";"4646274,92470000032";"2,83177381";"41,96833329"
"10705";"1532";"01661532";"65,6";"54,4";"61,4";"65,3";"485320,72230000002";"4647068,95019999985";"2,82281110";"41,97547113"
"10706";"3195";"03195";"52,8";"40,2";"48,2";"52,1";"486015,32600000000";"4646254,30370000005";"2,83121913";"41,96815234"
"10707";"2268";"04142268";"44,0";"31,2";"39,1";"43,3";"485314,57590000000";"4646351,50439999998";"2,82275658";"41,96901324"
"10708";"5129";"04085129";"64,4";"52,7";"60,1";"64,0";"483908,43390000000";"4647179,06510000024";"2,80576519";"41,97644330"
"10709";"12379";"023512379";"65,5";"53,4";"60,1";"64,9";"485680,50850000000";"4646311,01140000019";"2,82717474";"41,96865971"
"10710";"3276";"07073276";"59,6";"46,3";"54,6";"58,8";"485738,52529999998";"4646237,27230000030";"2,82787653";"41,96799426"
"10711";"12380";"023512380";"64,9";"53,0";"59,5";"64,3";"485694,81880000001";"4646311,33210000023";"2,82734371";"41,96865996"
"10712";"8899";"02358899";"66,3";"54,4";"60,9";"65,7";"485709,68359999999";"4646312,53129999992";"2,82752471";"41,96866924"
"10713";"3277";"07073277";"59,5";"46,2";"54,5";"58,7";"485740,28149999998";"4646230,33640000038";"2,82790083";"41,96793125"
"10714";"2012";"06672012";"56,9";"45,6";"52,9";"56,6";"485473,79090000002";"4646338,31049999967";"2,82467585";"41,96889910"
"10715";"12379";"070812379";"64,2";"51,3";"58,9";"63,4";"485674,70500000002";"4646298,34080000035";"2,82710265";"41,96854251"
"10716";"3278";"07073278";"59,5";"46,1";"54,6";"58,6";"485742,45870000002";"4646221,73780000024";"2,82792519";"41,96785023"
"10717";"8904";"07088904";"63,6";"50,2";"58,3";"62,7";"485677,57020000002";"4646284,55979999993";"2,82713919";"41,96841647"
"10718";"8903";"07088903";"63,3";"49,6";"58,1";"62,4";"485678,98040000000";"4646277,77709999960";"2,82715143";"41,96835344"
"10719";"8964";"07078964";"60,3";"46,9";"55,3";"59,4";"485745,29869999998";"4646210,51840000041";"2,82796166";"41,96775121"
"10720";"8902";"07088902";"63,2";"49,5";"58,0";"62,3";"485680,06219999999";"4646272,57340000011";"2,82717569";"41,96830845"
"10721";"8901";"07088901";"63,2";"49,4";"58,0";"62,2";"485681,13110000000";"4646267,43230000045";"2,82718788";"41,96826343"
"10722";"8964";"07128964";"61,9";"48,4";"56,9";"61,0";"485737,56699999998";"4646202,44180000015";"2,82786531";"41,96767901"
"10723";"8821";"07088821";"63,2";"49,4";"58,0";"62,2";"485682,37469999999";"4646261,45089999959";"2,82720010";"41,96820941"
"10724";"8963";"07128963";"62,0";"48,5";"57,0";"61,1";"485721,92340000003";"4646199,21540000010";"2,82767228";"41,96765170"
"10725";"3286";"07083286";"63,1";"49,3";"57,9";"62,1";"485683,79979999998";"4646254,59690000024";"2,82721234";"41,96814638"
"10726";"3285";"07083285";"63,1";"49,3";"57,9";"62,1";"485685,23379999999";"4646247,69969999976";"2,82723664";"41,96808337"
"10727";"3284";"07083284";"63,1";"49,2";"57,9";"62,1";"485686,65250000003";"4646240,87600000016";"2,82724888";"41,96802034"
"10728";"3283";"07083283";"63,0";"49,1";"57,8";"62,0";"485688,05910000001";"4646234,11000000034";"2,82727317";"41,96796634"
"10729";"3282";"07083282";"63,0";"49,1";"57,8";"62,0";"485689,50040000002";"4646227,17779999971";"2,82728541";"41,96790331"
"10730";"3281";"07083281";"63,1";"49,1";"57,9";"62,1";"485690,94919999997";"4646220,20930000022";"2,82729764";"41,96784028"
"10731";"2184";"03082184";"58,7";"50,2";"54,6";"59,3";"485035,81719999999";"4646442,59140000027";"2,81938707";"41,96982760"
"10732";"10306";"030810306";"56,2";"45,4";"51,9";"56,0";"485093,22169999999";"4646423,76740000024";"2,82008755";"41,96965757"
"10733";"12155";"013812155";"57,7";"44,2";"52,7";"56,8";"485689,18369999999";"4646622,68609999958";"2,82727580";"41,97146095"
"10734";"2047";"04022047";"64,3";"53,1";"60,1";"64,0";"485562,28940000001";"4646362,24700000044";"2,82574938";"41,96911689"
"10735";"2059";"06672059";"58,7";"47,3";"54,6";"58,4";"485537,51409999997";"4646298,31759999972";"2,82544923";"41,96854001"
"10736";"2065";"04022065";"64,5";"53,3";"60,3";"64,2";"485566,16050000000";"4646349,13980000000";"2,82579797";"41,96899988"
"10737";"9301";"03219301";"57,4";"44,9";"52,9";"56,8";"485487,00589999999";"4645994,54270000011";"2,82485330";"41,96580106"
"10738";"2844";"04652844";"57,0";"44,8";"52,5";"56,4";"485292,69130000001";"4645929,82980000041";"2,82250162";"41,96521201"
"10739";"12155";"077812155";"59,8";"46,4";"54,8";"58,9";"485699,82539999997";"4646606,74280000012";"2,82739688";"41,97131702"
"10740";"8490";"03658490";"60,9";"49,6";"56,7";"60,6";"485393,90879999998";"4645679,21490000002";"2,82372670";"41,96296222"
"10741";"2845";"04652845";"56,7";"44,6";"52,3";"56,2";"485296,54210000002";"4645937,91089999955";"2,82254969";"41,96528414"
"10742";"2058";"06672058";"57,5";"46,2";"53,5";"57,2";"485534,96700000000";"4646306,99650000036";"2,82541283";"41,96861201"
"10743";"2896";"03212896";"57,9";"45,2";"53,2";"57,2";"485473,97240000003";"4645982,76800000016";"2,82468464";"41,96569272"
"10744";"2846";"04652846";"57,0";"44,9";"52,6";"56,5";"485300,44520000002";"4645946,08519999962";"2,82259774";"41,96536527"
"10745";"10035";"036510035";"60,6";"49,3";"56,4";"60,3";"485412,02179999999";"4645668,87249999959";"2,82395626";"41,96286350"
"10746";"2847";"04652847";"57,1";"45,1";"52,7";"56,6";"485304,38120000000";"4645954,32120000012";"2,82264581";"41,96543740"
"10747";"12517";"032112517";"58,3";"45,7";"53,7";"57,6";"485462,10920000001";"4645961,92300000042";"2,82455241";"41,96550338"
"10748";"2848";"04652848";"57,6";"45,7";"53,2";"57,1";"485308,18079999997";"4645962,27170000039";"2,82269389";"41,96550953"
"10749";"2893";"03612893";"57,9";"44,7";"53,1";"57,1";"485372,12170000002";"4645958,44739999995";"2,82346635";"41,96547469"
"10750";"2057";"06672057";"57,1";"45,9";"53,2";"56,8";"485532,79070000001";"4646314,41179999989";"2,82538850";"41,96868402"
"10751";"2849";"04652849";"58,0";"46,3";"53,7";"57,6";"485311,87540000002";"4645970,00250000041";"2,82272989";"41,96558164"
"10752";"2056";"06672056";"56,9";"45,7";"53,0";"56,6";"485530,54710000003";"4646322,05640000012";"2,82536416";"41,96875604"
"10753";"12505";"050012505";"57,1";"44,4";"52,6";"56,4";"485306,82549999998";"4645887,39140000008";"2,82267162";"41,96483399"
"10754";"2850";"04652850";"58,6";"46,9";"54,3";"58,2";"485315,57140000002";"4645977,73599999957";"2,82277799";"41,96564476"
"10755";"2851";"04652851";"59,5";"47,9";"55,2";"59,1";"485319,14659999998";"4645985,21710000001";"2,82282606";"41,96571689"
"10756";"2900";"03212900";"57,6";"44,9";"52,9";"56,9";"485453,96970000002";"4645935,38659999985";"2,82444444";"41,96526904"
"10757";"2852";"04652852";"60,4";"48,8";"56,1";"60,0";"485322,55780000001";"4645992,35489999969";"2,82286209";"41,96577999"
"10758";"2853";"04652853";"61,0";"49,3";"56,6";"60,6";"485325,90990000003";"4645999,36899999995";"2,82289812";"41,96584309"
"10759";"2756";"06702756";"63,4";"50,8";"58,6";"62,7";"485960,78370000003";"4646775,44629999995";"2,83054292";"41,97284384"
"10760";"2854";"04652854";"61,5";"49,7";"57,0";"61,0";"485329,34909999999";"4646006,43740000017";"2,82294622";"41,96590622"
"10761";"2757";"06702757";"64,5";"52,0";"59,7";"63,8";"485962,51770000003";"4646785,56209999975";"2,83056682";"41,97293394"
"10762";"2894";"03612894";"58,8";"46,2";"54,1";"58,1";"485398,62640000001";"4645983,61569999997";"2,82377950";"41,96570034"
"10763";"9300";"03219300";"58,0";"45,3";"53,4";"57,3";"485445,39970000001";"4645911,59850000031";"2,82434848";"41,96505273"
"10764";"2904";"04422904";"65,6";"54,1";"60,7";"65,2";"485157,71269999997";"4645846,01360000018";"2,82087452";"41,96446193"
"10765";"2899";"03212899";"57,6";"44,9";"53,0";"56,9";"485433,34669999999";"4645886,76819999982";"2,82420429";"41,96482734"
"10766";"2888";"03612888";"58,3";"45,7";"53,6";"57,6";"485435,44530000002";"4645971,94940000027";"2,82422632";"41,96559295"
"10767";"2753";"01942753";"59,4";"48,3";"54,9";"59,1";"486013,34649999999";"4646773,17169999983";"2,83118265";"41,97282677"
"10768";"2904";"01682904";"67,1";"55,5";"62,2";"66,6";"485164,20960000000";"4645902,04550000001";"2,82095758";"41,96496643"
"10769";"2888";"03212888";"57,4";"44,8";"52,8";"56,7";"485446,29399999999";"4645954,72670000046";"2,82435949";"41,96544004"
"10770";"2889";"03212889";"58,3";"45,6";"53,6";"57,6";"485442,75799999997";"4645934,07230000012";"2,82431171";"41,96525983"
"10771";"12506";"032112506";"57,4";"44,7";"52,8";"56,7";"485413,64899999998";"4645870,92250000034";"2,82396332";"41,96468287"
"10772";"12503";"046512503";"59,1";"46,2";"54,4";"58,4";"485254,38890000002";"4645874,49280000012";"2,82204441";"41,96471593"
"10773";"1825";"01821825";"65,6";"51,6";"60,4";"64,6";"485327,64159999997";"4646790,10709999967";"2,82290253";"41,97296741"
"10774";"1804";"01901804";"69,8";"55,5";"64,4";"68,7";"485327,35660000000";"4646732,79480000027";"2,82290397";"41,97244502"
"10775";"1827";"04141827";"68,6";"54,3";"63,2";"67,5";"485337,42989999999";"4646766,92999999970";"2,82302382";"41,97275144"
"10776";"1806";"01901806";"69,2";"54,9";"63,8";"68,1";"485301,58159999998";"4646735,99529999960";"2,82259009";"41,97247156"
"10777";"1807";"01901807";"69,0";"54,8";"63,7";"68,0";"485293,65659999999";"4646736,97979999986";"2,82249351";"41,97248042"
"10778";"1808";"01901808";"69,1";"54,8";"63,7";"68,0";"485285,78159999999";"4646737,95980000030";"2,82239693";"41,97248927"
"10779";"1809";"01901809";"69,2";"54,9";"63,8";"68,1";"485277,86660000001";"4646738,94500000030";"2,82230035";"41,97249813"
"10780";"12790";"019012790";"69,2";"54,9";"63,8";"68,1";"485269,95689999999";"4646739,92779999971";"2,82220377";"41,97250699"
"10781";"1805";"01901805";"69,4";"55,1";"64,0";"68,3";"485313,50150000001";"4646734,51400000043";"2,82273495";"41,97246278"
"10782";"1815";"05561815";"67,5";"55,8";"62,9";"67,0";"485238,66180000000";"4646768,71030000038";"2,82182889";"41,97276760"
"10783";"1816";"05561816";"67,3";"55,7";"62,7";"66,9";"485240,75770000002";"4646779,41009999998";"2,82185275";"41,97286671"
"10784";"1817";"01821817";"66,2";"53,1";"61,2";"65,4";"485250,08639999997";"4646799,91509999987";"2,82197294";"41,97304703"
"10785";"1813";"01901813";"69,2";"55,1";"63,9";"68,2";"485250,30670000002";"4646742,35599999968";"2,82197437";"41,97253365"
"10786";"6267";"06267";"35,5";"22,3";"30,7";"34,7";"486214,62359999999";"4647989,29669999983";"2,83358012";"41,98378241"
"10787";"5966";"00515966";"61,4";"48,4";"56,5";"60,6";"485485,70319999999";"4648263,45799999963";"2,82477315";"41,98623714"
"10788";"2112";"03022112";"66,8";"53,9";"61,8";"66,0";"485556,71130000002";"4646862,00719999988";"2,82566469";"41,97362012"
"10789";"2112";"07772112";"56,8";"43,5";"51,9";"56,0";"485543,27559999999";"4646857,38700000010";"2,82550790";"41,97357485"
"10790";"12615";"012615";"68,3";"58,1";"63,7";"68,3";"486978,41420000000";"4646473,12270000018";"2,84283640";"41,97014130"
"10791";"722";"0722";"61,7";"51,0";"57,0";"61,5";"486969,35310000001";"4646449,45949999988";"2,84272831";"41,96992499"
"10792";"733";"0686733";"69,2";"59,0";"64,6";"69,2";"486973,43569999997";"4646520,19189999998";"2,84277502";"41,97056453"
"10793";"8578";"02178578";"70,9";"60,8";"66,3";"70,9";"486987,44219999999";"4646521,28519999981";"2,84294396";"41,97057377"
"10794";"733";"0217733";"73,6";"63,4";"69,0";"73,6";"486974,92410000000";"4646517,18329999968";"2,84278715";"41,97053753"
"10795";"8477";"02178477";"74,6";"64,4";"70,0";"74,6";"486966,01990000001";"4646506,52130000014";"2,84269084";"41,97043832"
"10796";"741";"0217741";"71,7";"61,5";"67,1";"71,7";"486990,72489999997";"4646531,22750000004";"2,84297995";"41,97066389"
"10797";"741";"0686741";"65,8";"55,2";"61,2";"65,6";"486994,54489999998";"4646535,26759999990";"2,84302814";"41,97069998"
"10798";"747";"0686747";"60,8";"47,7";"56,0";"60,0";"487023,35019999999";"4646521,66409999970";"2,84337845";"41,97057437"
"10799";"1930";"01861930";"69,5";"57,7";"64,8";"69,0";"485598,98800000001";"4646858,13960000034";"2,82617171";"41,97358486"
"10800";"10113";"077710113";"49,6";"37,1";"45,0";"49,0";"485488,82459999999";"4646852,19089999981";"2,82484420";"41,97352880"
"10801";"1921";"01861921";"69,5";"57,6";"64,8";"69,0";"485647,20350000000";"4646846,18869999982";"2,82676342";"41,97347768"
"10802";"1011";"07771011";"49,5";"36,9";"44,8";"48,8";"485493,93400000001";"4646860,56709999964";"2,82490435";"41,97360095"
"10803";"744";"0686744";"60,7";"49,0";"56,0";"60,2";"487007,49540000001";"4646530,85369999986";"2,84318515";"41,97065516"
"10804";"1929";"00241929";"65,3";"53,7";"60,3";"64,8";"485635,88299999997";"4646729,36940000020";"2,82662144";"41,97242368"
"10805";"745";"0686745";"60,5";"48,5";"55,8";"60,0";"487011,97840000002";"4646529,33000000007";"2,84323345";"41,97064622"
"10806";"9632";"07779632";"49,8";"37,1";"45,1";"49,1";"485504,34909999999";"4646863,59900000039";"2,82503704";"41,97362817"
"10807";"746";"0686746";"60,9";"48,5";"56,1";"60,3";"487016,43569999997";"4646527,81790000014";"2,84329383";"41,97062829"
"10808";"1921";"03031921";"65,9";"53,0";"60,9";"65,1";"485636,89809999999";"4646840,01719999965";"2,82663080";"41,97342344"
"10809";"1930";"03021930";"63,0";"49,5";"57,9";"62,1";"485559,59779999999";"4646827,81780000031";"2,82570176";"41,97330494"
"10810";"1930";"03031930";"64,2";"50,5";"59,1";"63,3";"485617,06679999997";"4646811,79899999965";"2,82640219";"41,97316190"
"10811";"748";"0686748";"61,3";"48,0";"56,5";"60,5";"487020,85720000003";"4646513,26850000024";"2,84334242";"41,97050226"
"10812";"1930";"01351930";"60,8";"47,5";"56,0";"60,0";"485577,61450000003";"4646781,49820000026";"2,82592014";"41,97289096"
"10813";"749";"0686749";"61,1";"47,8";"56,3";"60,3";"487017,15980000002";"4646510,13619999960";"2,84330628";"41,97047519"
"10814";"1928";"01381928";"64,4";"50,6";"59,2";"63,4";"485699,40669999999";"4646773,43599999975";"2,82739282";"41,97282113"
"10815";"750";"0686750";"61,1";"47,7";"56,2";"60,2";"487013,76890000002";"4646507,26159999985";"2,84325807";"41,97044811"
"10816";"751";"0686751";"61,1";"47,7";"56,2";"60,2";"487010,40460000001";"4646504,40770000033";"2,84322193";"41,97042104"
"10817";"752";"0686752";"61,2";"47,8";"56,3";"60,3";"487006,96899999998";"4646501,49330000021";"2,84317372";"41,97039395"
"10818";"3349";"07153349";"65,0";"53,4";"60,4";"64,6";"485965,37390000001";"4645879,86919999961";"2,83062464";"41,96477395"
"10819";"3994";"02123994";"66,2";"55,7";"61,4";"66,1";"485010,02289999998";"4648155,21939999983";"2,81904167";"41,98525553"
"10820";"12059";"021212059";"67,5";"57,0";"62,6";"67,4";"485201,53759999998";"4648215,26310000010";"2,82134589";"41,98579954"
"10821";"3873";"02123873";"68,1";"56,7";"63,1";"67,7";"485241,37780000002";"4648228,03780000005";"2,82182844";"41,98591738"
"10822";"3874";"02123874";"67,9";"56,6";"62,9";"67,5";"485234,03279999999";"4648225,68790000025";"2,82174402";"41,98589022"
"10823";"12693";"071812693";"65,2";"51,9";"59,9";"64,3";"483890,59690000000";"4645908,45139999967";"2,80558274";"41,96499547"
"10824";"8969";"07218969";"61,1";"47,8";"55,9";"60,2";"483780,52840000001";"4645944,31940000039";"2,80425426";"41,96531745"
"10825";"12692";"071812692";"65,1";"51,7";"59,8";"64,2";"483901,55709999998";"4645922,92889999971";"2,80571510";"41,96512179"
"10826";"10828";"071810828";"65,1";"51,8";"59,8";"64,2";"483912,09519999998";"4645936,84879999980";"2,80584747";"41,96524810"
"10827";"5073";"07185073";"65,5";"52,1";"60,2";"64,6";"483923,59129999997";"4645952,03430000041";"2,80597978";"41,96539243"
"10828";"10559";"084110559";"40,7";"34,8";"42,0";"43,2";"487033,19099999999";"4649212,37440000009";"2,84343978";"41,99481146"
"10829";"10553";"084110553";"42,9";"36,9";"44,1";"45,4";"486923,64789999998";"4648689,43510000035";"2,84212331";"41,99009916"
