"Identificador";"Codiedif";"Id_façana";"Ldia";"Lnit";"Ltarda";"Lden";"Coord_X";"Coord_Y";" lon";"lat	"
"10830";"10560";"084110560";"41,8";"35,9";"43,1";"44,3";"487032,27409999998";"4649333,31010000035";"2,84342503";"41,99590124"
"10831";"12092";"012012092";"35,2";"22,9";"30,9";"34,6";"486079,35029999999";"4647919,51840000041";"2,83195211";"41,98314958"
"10832";"10216";"006710216";"29,7";"17,3";"25,0";"29,1";"485866,36690000002";"4647624,33729999978";"2,82938797";"41,98048882"
"10833";"11379";"006711379";"38,1";"25,7";"33,5";"37,5";"485770,17729999998";"4647702,10950000025";"2,82822727";"41,98118961"
"10834";"12298";"028112298";"60,5";"47,3";"55,5";"59,7";"485369,62339999998";"4650902,57780000009";"2,82330705";"42,01000349"
"10835";"13049";"084113049";"35,5";"25,5";"33,1";"35,8";"486808,11890000000";"4648806,95739999972";"2,84073231";"41,99115102"
"10836";"10542";"084110542";"25,3";"18,3";"25,9";"27,2";"486821,87760000001";"4647990,99139999971";"2,84090756";"41,98380181"
"10837";"10281";"012410281";"44,2";"31,5";"39,9";"43,5";"486624,97190000000";"4648686,02319999970";"2,83851361";"41,99006712"
"10838";"10555";"084110555";"33,5";"21,6";"29,5";"33,1";"486773,57789999997";"4648894,79739999957";"2,84030778";"41,99194302"
"10839";"10534";"084110534";"39,8";"28,9";"36,1";"39,7";"486290,55200000003";"4648223,40340000018";"2,83449210";"41,98589130"
"10840";"10536";"084110536";"35,2";"24,7";"31,6";"35,2";"486325,37459999998";"4648221,89690000005";"2,83491467";"41,98587389"
"10841";"10535";"084110535";"40,0";"29,3";"36,3";"39,9";"486305,97960000002";"4648222,98969999980";"2,83467320";"41,98588255"
"10842";"12234";"084112234";"31,5";"20,0";"27,7";"31,2";"486575,07160000002";"4648441,62959999964";"2,83792764";"41,98785966"
"10843";"10549";"084110549";"64,2";"56,5";"64,4";"65,7";"487352,19730000000";"4648773,33029999956";"2,84730074";"41,99086273"
"10844";"10538";"084110538";"38,0";"26,6";"34,3";"37,7";"486433,90980000002";"4648399,04870000016";"2,83621433";"41,98747894"
"10845";"10539";"084110539";"34,4";"23,3";"30,9";"34,2";"486567,65110000002";"4648265,77510000020";"2,83783509";"41,98627435"
"10846";"10543";"084110543";"29,2";"17,5";"25,3";"28,8";"486288,16509999998";"4648058,74089999963";"2,83447181";"41,98440517"
"10847";"10556";"084110556";"45,1";"39,0";"46,2";"47,5";"487169,52730000002";"4648907,69469999988";"2,84508846";"41,99206666"
"10848";"10206";"068710206";"43,5";"30,8";"38,8";"42,8";"485706,61379999999";"4647166,56209999975";"2,82746775";"41,97636088"
"10849";"2742";"06702742";"43,2";"30,5";"38,3";"42,5";"485966,53289999999";"4646711,06460000016";"2,83061686";"41,97226752"
"10850";"12731";"052712731";"58,9";"48,1";"54,6";"58,7";"484658,64039999997";"4645427,25899999961";"2,81486354";"41,96067858"
"10851";"2299";"01122299";"59,9";"47,2";"55,1";"59,2";"484864,93459999998";"4645833,09530000016";"2,81733895";"41,96433927"
"10852";"9411";"01039411";"58,3";"45,7";"53,6";"57,6";"484731,09419999999";"4645188,84150000010";"2,81575065";"41,95852739"
"10853";"9413";"01039413";"57,7";"45,3";"53,0";"57,1";"484757,19380000001";"4645222,82890000008";"2,81606351";"41,95883413"
"10854";"10817";"010310817";"58,2";"45,8";"53,6";"57,6";"484763,97350000002";"4645238,82990000024";"2,81613549";"41,95897835"
"10855";"2177";"03082177";"60,4";"52,2";"56,4";"61,2";"485027,48770000000";"4646445,27219999954";"2,81929044";"41,96985447"
"10856";"2176";"03082176";"57,9";"48,9";"53,8";"58,4";"485041,62770000001";"4646440,69990000036";"2,81945953";"41,96980970"
"10857";"2175";"03082175";"57,4";"48,0";"53,2";"57,7";"485047,45470000000";"4646438,80279999971";"2,81953200";"41,96979180"
"10858";"2174";"03082174";"57,2";"47,6";"53,0";"57,4";"485053,12770000001";"4646436,95579999965";"2,81960446";"41,96977390"
"10859";"9241";"09241";"51,1";"39,5";"47,2";"50,7";"483977,26350000000";"4649045,27400000021";"2,80654716";"41,99325110"
"10860";"1415";"05761415";"67,8";"53,9";"62,5";"66,8";"485215,28480000002";"4647264,04140000045";"2,82153882";"41,97723448"
"10861";"1416";"05761416";"67,6";"53,5";"62,3";"66,6";"485230,80479999998";"4647259,81630000006";"2,82172000";"41,97718972"
"10862";"1417";"05761417";"67,6";"53,4";"62,2";"66,6";"485239,18979999999";"4647257,43620000035";"2,82182868";"41,97717188"
"10863";"1408";"05761408";"67,7";"53,5";"62,3";"66,7";"485249,68979999999";"4647254,56109999958";"2,82194946";"41,97714505"
"10864";"8338";"03998338";"56,0";"43,6";"51,8";"55,4";"484012,65769999998";"4648824,19189999998";"2,80697574";"41,99126135"
"10865";"12595";"008712595";"62,8";"51,2";"57,9";"62,3";"483947,15460000001";"4649173,24660000019";"2,80618146";"41,99440334"
"10866";"12595";"062412595";"69,0";"57,7";"64,2";"68,6";"483939,82059999998";"4649159,99469999969";"2,80608526";"41,99427708"
"10867";"1412";"03861412";"69,9";"58,2";"65,4";"69,5";"485174,09869999997";"4647234,46530000027";"2,82104469";"41,97696350"
"10868";"1414";"05761414";"68,3";"55,0";"63,2";"67,4";"485201,68180000002";"4647267,86180000007";"2,82136976";"41,97726123"
"10869";"1408";"01691408";"68,8";"54,5";"63,5";"67,8";"485258,49339999998";"4647239,72570000030";"2,82205847";"41,97701011"
"10870";"6939";"06406939";"59,6";"46,7";"54,7";"58,9";"485811,84499999997";"4648559,63790000044";"2,82870150";"41,98890905"
"10871";"6943";"06943";"49,2";"42,0";"45,7";"50,5";"485856,36170000001";"4648592,53710000031";"2,82924397";"41,98920708"
"10872";"994";"0531994";"61,5";"48,3";"56,6";"60,7";"486971,71620000002";"4646736,72630000021";"2,84274609";"41,97250994"
"10873";"950";"0466950";"49,0";"40,5";"48,6";"50,1";"487363,26730000001";"4646852,19869999960";"2,84747484";"41,97356110"
"10874";"988";"0261988";"62,5";"48,8";"57,5";"61,6";"486979,17440000002";"4646778,31819999963";"2,84284172";"41,97288836"
"10875";"995";"0531995";"61,7";"48,7";"56,9";"60,9";"486961,13600000000";"4646754,30659999978";"2,84262500";"41,97267190"
"10876";"1010";"02611010";"52,8";"40,3";"48,6";"52,2";"487023,76419999998";"4646833,52440000046";"2,84337157";"41,97338445"
"10877";"6973";"06406973";"58,7";"46,0";"53,8";"58,0";"485816,01809999999";"4648530,96090000030";"2,82876256";"41,98864795"
"10878";"7021";"04107021";"57,6";"44,2";"52,9";"56,8";"486128,03529999999";"4648556,70029999968";"2,83252857";"41,98888768"
"10879";"630";"0630";"57,0";"45,6";"52,5";"56,6";"486968,09320000000";"4646858,03940000013";"2,84270718";"41,97360871"
"10880";"1011";"02611011";"64,0";"50,3";"59,0";"63,1";"487044,15800000000";"4646829,95500000007";"2,84362512";"41,97334877"
"10881";"997";"0261997";"64,6";"50,8";"59,5";"63,7";"486988,73920000001";"4646784,14369999990";"2,84295021";"41,97294254"
"10882";"12974";"026112974";"63,9";"50,0";"58,7";"62,9";"487009,71260000003";"4646808,84420000017";"2,84320314";"41,97315905"
"10883";"8582";"02618582";"64,5";"50,5";"59,3";"63,5";"487014,75709999999";"4646799,99370000046";"2,84326369";"41,97307807"
"10884";"1000";"01000";"54,0";"43,4";"50,4";"54,0";"487004,61810000002";"4646840,30300000031";"2,84314209";"41,97344718"
"10885";"1007";"02611007";"62,9";"49,4";"58,0";"62,0";"487086,11369999999";"4646843,41110000014";"2,84413174";"41,97347555"
"10886";"12974";"012974";"54,0";"42,8";"49,9";"53,7";"486995,41389999999";"4646832,42719999980";"2,84303364";"41,97337498"
"10887";"1000";"02611000";"51,8";"39,6";"47,7";"51,3";"487019,34470000002";"4646829,26319999993";"2,84332338";"41,97334836"
"10888";"1010";"01010";"50,2";"40,9";"48,0";"50,7";"487018,04280000000";"4646852,90710000042";"2,84331080";"41,97355549"
"10889";"1001";"02611001";"64,4";"50,4";"59,2";"63,4";"487001,21409999998";"4646803,63760000002";"2,84310670";"41,97311389"
"10890";"1002";"01002";"56,4";"45,6";"52,6";"56,3";"486978,07840000000";"4646820,40450000018";"2,84282872";"41,97326662"
"10891";"1011";"01011";"50,7";"41,3";"48,4";"51,2";"487025,95870000002";"4646859,79220000003";"2,84339513";"41,97361866"
"10892";"10868";"077010868";"52,2";"39,4";"47,9";"51,5";"485395,75520000001";"4645229,48539999966";"2,82376201";"41,95890925"
"10893";"3089";"05503089";"58,4";"45,0";"53,5";"57,5";"485327,02820000000";"4644831,10479999986";"2,82295138";"41,95532332"
"10894";"10867";"077010867";"52,6";"39,8";"48,3";"51,9";"485397,48999999999";"4645234,91779999994";"2,82378602";"41,95895432"
"10895";"10866";"077010866";"53,0";"40,2";"48,7";"52,3";"485399,40539999999";"4645240,91880000010";"2,82381000";"41,95900840"
"10896";"12600";"073112600";"54,7";"41,8";"50,0";"54,0";"485166,87949999998";"4645227,93080000021";"2,82099874";"41,95888696"
"10897";"10865";"077010865";"53,1";"40,3";"48,8";"52,4";"485400,77769999998";"4645246,55300000031";"2,82382192";"41,95906245"
"10898";"10864";"077010864";"53,3";"40,5";"49,0";"52,6";"485401,91110000003";"4645251,72879999969";"2,82383386";"41,95910751"
"10899";"10863";"077010863";"53,4";"40,5";"49,0";"52,7";"485402,71710000001";"4645257,46279999986";"2,82384578";"41,95916156"
"10900";"10861";"077010861";"53,5";"40,7";"49,2";"52,8";"485404,02260000003";"4645269,45529999956";"2,82386962";"41,95926968"
"10901";"11939";"011939";"59,7";"49,3";"55,8";"59,7";"485047,76960000000";"4646168,33660000004";"2,81953886";"41,96736000"
"10902";"3049";"06923049";"57,5";"44,2";"52,7";"56,7";"485291,40310000000";"4644913,19259999972";"2,82251495";"41,95606120"
"10903";"10355";"069210355";"57,2";"43,9";"52,4";"56,4";"485316,82220000000";"4644914,59020000044";"2,82281658";"41,95607067"
"10904";"11907";"060111907";"65,7";"53,2";"60,7";"65,0";"484812,62770000001";"4646162,39460000023";"2,81670292";"41,96730147"
"10905";"10860";"077010860";"53,4";"40,7";"49,1";"52,7";"485404,44799999997";"4645276,34080000035";"2,82386944";"41,95933273"
"10906";"10311";"053010311";"57,5";"44,1";"52,7";"56,7";"485308,81969999999";"4645419,38599999994";"2,82270744";"41,96061890"
"10907";"11078";"076711078";"59,1";"46,1";"54,3";"58,3";"485169,28009999997";"4645316,61809999961";"2,82103270";"41,95968861"
"10908";"3048";"06923048";"57,6";"44,3";"52,8";"56,8";"485333,20299999998";"4644904,66399999987";"2,82302196";"41,95598092"
"10909";"10310";"053010310";"57,5";"44,1";"52,6";"56,6";"485312,31280000001";"4645423,67499999981";"2,82275561";"41,96065500"
"10910";"10859";"077010859";"53,3";"40,4";"48,9";"52,6";"485404,67849999998";"4645285,05200000014";"2,82386922";"41,95941379"
"10911";"12601";"073112601";"54,3";"41,4";"49,6";"53,6";"485228,11969999998";"4645222,94199999981";"2,82174701";"41,95884309"
"10912";"11907";"038611907";"67,4";"55,6";"62,6";"66,9";"484817,24640000000";"4646139,92679999955";"2,81676386";"41,96709441"
"10913";"10858";"077010858";"53,9";"41,1";"49,6";"53,2";"485404,57929999998";"4645292,16720000003";"2,82386905";"41,95947684"
"10914";"3030";"02043030";"55,0";"42,1";"50,6";"54,3";"485168,81050000002";"4645046,88190000039";"2,82102743";"41,95725679"
"10915";"3031";"05473031";"55,3";"42,6";"50,9";"54,6";"485164,74320000003";"4645087,50820000004";"2,82097813";"41,95762599"
"10916";"10857";"077010857";"54,1";"41,3";"49,8";"53,4";"485404,32240000000";"4645297,62939999998";"2,82386892";"41,95952187"
"10917";"12814";"092712814";"48,9";"41,6";"48,9";"50,6";"483783,04090000002";"4648725,91519999970";"2,80421376";"41,99036501"
"10918";"12925";"012925";"61,1";"50,1";"57,1";"60,9";"484115,60139999999";"4648810,94529999979";"2,80821964";"41,99113734"
"10919";"2615";"01862615";"69,1";"58,2";"64,6";"68,9";"485075,01789999998";"4647027,75530000031";"2,81985498";"41,97509726"
"10920";"11005";"041411005";"45,6";"32,8";"40,7";"44,9";"485311,54340000002";"4646327,39620000031";"2,82272098";"41,96879702"
"10921";"1537";"05221537";"56,4";"47,6";"52,4";"56,9";"484911,72879999998";"4646482,24139999971";"2,81788949";"41,97018550"
"10922";"5934";"00625934";"61,5";"48,1";"56,6";"60,6";"485566,72509999998";"4648246,36600000039";"2,82575140";"41,98608552"
"10923";"1537";"04191537";"64,7";"54,6";"60,4";"64,7";"484896,79040000000";"4646441,98080000002";"2,81770951";"41,96981594"
"10924";"5047";"00125047";"65,4";"52,3";"60,1";"64,6";"484077,56709999999";"4645653,04700000025";"2,80784636";"41,96270256"
"10925";"1671";"04191671";"66,0";"56,7";"61,8";"66,3";"484940,16739999998";"4646426,00119999982";"2,81824093";"41,96968168"
"10926";"3757";"05933757";"58,9";"45,7";"54,0";"58,1";"485347,03610000003";"4648005,64429999981";"2,82311364";"41,98391087"
"10927";"9240";"09240";"53,1";"40,4";"48,3";"52,4";"486025,43040000001";"4646438,04389999993";"2,83133545";"41,96980975"
"10928";"11203";"050511203";"64,5";"50,2";"59,1";"63,4";"486057,99870000000";"4645976,24390000012";"2,83173260";"41,96564923"
"10929";"10804";"050510804";"65,4";"51,1";"60,0";"64,3";"486116,36160000000";"4645831,75519999955";"2,83244805";"41,96434430"
"10930";"11799";"071811799";"65,6";"52,1";"60,2";"64,7";"483936,92450000002";"4645969,64670000039";"2,80613620";"41,96554581"
"10931";"12694";"071812694";"66,0";"53,1";"60,7";"65,2";"483952,09320000000";"4645989,68360000011";"2,80632875";"41,96572627"
"10932";"5066";"07185066";"65,8";"52,2";"60,5";"64,9";"483847,44829999999";"4645823,67619999964";"2,80506614";"41,96422902"
"10933";"5065";"07185065";"65,3";"51,8";"59,9";"64,4";"483944,25939999998";"4645952,27819999959";"2,80623321";"41,96539286"
"10934";"772";"0686772";"60,6";"47,4";"55,8";"59,8";"487057,99010000000";"4646481,27450000029";"2,84378968";"41,97021466"
"10935";"760";"0760";"49,2";"39,1";"45,3";"49,3";"487008,77289999998";"4646467,59300000034";"2,84319861";"41,97008776"
"10936";"759";"0759";"62,9";"52,8";"58,4";"62,9";"486999,59149999998";"4646467,80979999993";"2,84308999";"41,97008761"
"10937";"12028";"003212028";"53,5";"39,9";"48,4";"52,6";"485781,94679999998";"4646502,53459999990";"2,82838907";"41,97038181"
"10938";"771";"0686771";"60,5";"47,2";"55,7";"59,7";"487054,05930000002";"4646483,44600000046";"2,84375343";"41,97023262"
"10939";"12028";"013812028";"63,5";"49,5";"58,3";"62,5";"485759,41629999998";"4646497,86139999982";"2,82812367";"41,97033638"
"10940";"773";"0686773";"60,7";"47,6";"56,0";"59,9";"487062,20990000002";"4646478,94060000032";"2,84385009";"41,97018772"
"10941";"12135";"053012135";"57,2";"44,6";"52,6";"56,5";"485480,88140000001";"4645870,44890000019";"2,82477188";"41,96468410"
"10942";"773";"0773";"51,2";"41,3";"47,6";"51,4";"487051,96289999998";"4646460,61160000041";"2,84371773";"41,97002542"
"10943";"11448";"053011448";"57,6";"45,0";"53,0";"56,9";"485503,24540000001";"4645913,72979999986";"2,82504838";"41,96507181"
"10944";"12605";"053012605";"57,4";"44,8";"52,8";"56,7";"485491,90850000002";"4645891,13499999978";"2,82490411";"41,96487345"
"10945";"6701";"06701";"62,5";"68,6";"65,0";"74,2";"485629,16200000001";"4649092,76929999981";"2,82649125";"41,99370629"
"10946";"11926";"003211926";"64,5";"50,5";"59,3";"63,5";"485726,01429999998";"4646540,04420000035";"2,82772435";"41,97072307"
"10947";"774";"0686774";"60,7";"47,6";"56,0";"59,9";"487066,14250000002";"4646476,76360000018";"2,84389841";"41,97016977"
"10948";"12516";"032112516";"57,4";"44,7";"52,8";"56,7";"485402,22970000003";"4645832,84539999999";"2,82383152";"41,96434041"
"10949";"12392";"086812392";"51,6";"39,4";"47,4";"51,1";"486234,10359999997";"4646125,99189999979";"2,83386519";"41,96699433"
"10950";"1530";"02211530";"59,2";"48,5";"55,1";"59,1";"485374,68109999999";"4647079,20100000035";"2,82346261";"41,97557121"
"10951";"12393";"086812393";"52,9";"40,2";"48,6";"52,2";"486235,89490000001";"4646102,95799999963";"2,83387779";"41,96678720"
"10952";"12392";"012392";"46,7";"37,3";"43,3";"47,1";"486277,55660000001";"4646134,30090000015";"2,83438392";"41,96707614"
"10953";"1536";"05561536";"68,8";"57,3";"64,2";"68,4";"485313,97600000002";"4647135,65600000042";"2,82272494";"41,97607445"
"10954";"12393";"012393";"46,6";"37,1";"43,2";"46,9";"486278,21090000001";"4646110,25129999965";"2,83439655";"41,96686000"
"10955";"1535";"02211535";"51,1";"41,1";"47,1";"51,2";"485348,04790000001";"4647101,48990000039";"2,82314824";"41,97576887"
"10956";"12394";"012394";"47,1";"36,5";"43,3";"47,0";"486261,59039999999";"4646070,73770000041";"2,83419232";"41,96649944"
"10957";"12394";"086812394";"53,5";"41,2";"49,3";"52,9";"486238,83850000001";"4646080,03270000033";"2,83391451";"41,96658910"
"10958";"1438";"01691438";"68,9";"54,8";"63,5";"67,9";"485222,84299999999";"4647107,33110000007";"2,82162726";"41,97582056"
"10959";"1454";"01691454";"68,7";"54,5";"63,4";"67,7";"485226,61940000003";"4647121,73579999991";"2,82167518";"41,97594673"
"10960";"3760";"06023760";"62,1";"50,1";"57,6";"61,6";"485274,78300000000";"4648000,72130000032";"2,82223253";"41,98386448"
"10961";"1453";"01691453";"68,6";"54,4";"63,3";"67,6";"485230,02370000002";"4647134,51599999983";"2,82172314";"41,97606389"
"10962";"1452";"01691452";"68,6";"54,3";"63,2";"67,5";"485234,70270000002";"4647151,80860000011";"2,82177099";"41,97621708"
"10963";"1451";"01691451";"68,7";"54,4";"63,3";"67,6";"485238,24400000001";"4647164,90099999961";"2,82181895";"41,97633424"
"10964";"1450";"01691450";"68,9";"54,6";"63,5";"67,8";"485241,82789999997";"4647178,18049999978";"2,82185481";"41,97646039"
"10965";"3742";"06023742";"61,0";"48,0";"56,1";"60,2";"485276,11339999997";"4648017,93319999985";"2,82225625";"41,98401763"
"10966";"3314";"06143314";"55,6";"42,8";"51,1";"54,9";"486112,22120000003";"4646013,58449999988";"2,83239548";"41,96598345"
"10967";"12403";"086812403";"54,0";"41,7";"49,7";"53,4";"486276,36359999998";"4645902,46499999985";"2,83437726";"41,96498658"
"10968";"3299";"06143299";"56,1";"43,4";"51,8";"55,4";"486191,25319999998";"4645951,85379999969";"2,83335033";"41,96542642"
"10969";"12382";"069912382";"63,8";"52,3";"59,6";"63,4";"485457,27679999999";"4646381,34819999989";"2,82448168";"41,96928609"
"10970";"102";"0014102";"57,8";"44,9";"53,4";"57,1";"485427,57069999998";"4647817,38520000037";"2,82408403";"41,98221911"
"10971";"11453";"011453";"58,5";"47,6";"54,5";"58,3";"485608,77299999999";"4646965,83770000003";"2,82628979";"41,97454876"
"10972";"96";"068196";"56,7";"44,0";"52,4";"56,0";"485445,14010000002";"4647734,48909999989";"2,82430337";"41,98147189"
"10973";"95";"068195";"56,6";"43,8";"52,3";"55,9";"485452,90470000001";"4647734,54470000044";"2,82438786";"41,98147202"
"10974";"1741";"00301741";"64,7";"51,1";"59,6";"63,8";"485281,91269999999";"4646872,01989999972";"2,82234527";"41,97370510"
"10975";"595";"0125595";"73,1";"61,7";"68,1";"72,7";"485786,31599999999";"4646917,66189999972";"2,82843939";"41,97411967"
"10976";"604";"0604";"60,0";"48,9";"55,9";"59,8";"485600,50760000001";"4646969,52890000027";"2,82619313";"41,97458464"
"10977";"603";"0603";"60,8";"49,5";"56,6";"60,5";"485567,45840000000";"4646984,14520000014";"2,82579446";"41,97471914"
"10978";"595";"0595";"59,7";"48,8";"55,5";"59,5";"485781,55160000001";"4646899,19299999997";"2,82837947";"41,97395746"
"10979";"10949";"012510949";"73,2";"61,7";"68,1";"72,7";"485801,87550000002";"4646916,69959999993";"2,82862046";"41,97411093"
"10980";"2827";"03342827";"70,8";"59,0";"66,3";"70,3";"485414,16979999997";"4646273,02139999997";"2,82396540";"41,96831258"
"10981";"100";"0014100";"53,9";"41,3";"49,5";"53,3";"485425,68910000002";"4647793,33090000041";"2,82406048";"41,98200291"
