FID,TIPO,CVIA,DIRECCION,CVIA_1,TEXTO,UTM_X,UTM_Y,GRAD_X,GRAD_Y
5014.0,PLÁSTICA,10260,CALLE AFILARMONICA NIFU-NIFA 32,10741,CALLE FUENTE MORALES,377542.334077,3149264.50245,-16.2508159674,28.4642129789
5015.0,PLÁSTICA,10260,CALLE AFILARMONICA NIFU-NIFA 42,10741,CALLE FUENTE MORALES,377505.892173,3149273.40493,-16.2511890685,28.4642898966
5016.0,PLÁSTICA,10741,CALLE FUENTE MORALES 1,10741,CALLE FUENTE MORALES,377675.130556,3149232.72651,-16.2494564396,28.4639386805
5017.0,PLÁSTICA,10741,CALLE FUENTE MORALES 1,10741,CALLE FUENTE MORALES,377698.71758,3149223.56519,-16.2492145906,28.4638582164
5018.0,PLÁSTICA,10260,CALLE AFILARMONICA NIFU-NIFA 32,10741,CALLE FUENTE MORALES,377572.984929,3149265.09777,-16.2505030157,28.4642212295
5019.0,PLÁSTICA,10260,CALLE AFILARMONICA NIFU-NIFA 40,10741,CALLE FUENTE MORALES,377519.328848,3149277.92124,-16.2510523295,28.4643319163
5020.0,PLÁSTICA,10260,CALLE AFILARMONICA NIFU-NIFA 12,10741,CALLE FUENTE MORALES,377635.077501,3149249.57463,-16.2498672607,28.4640869689
5021.0,PLÁSTICA,10756,CALLE GENERAL GUTIERREZ 2,10756,CALLE GENERAL GUTIERREZ,377840.338857,3149508.98131,-16.2477985786,28.4664472392
5022.0,PLÁSTICA,10756,CALLE GENERAL GUTIERREZ 3,10756,CALLE GENERAL GUTIERREZ,377820.159283,3149435.73693,-16.2479968954,28.4657843521
5023.0,PLÁSTICA,10756,CALLE GENERAL GUTIERREZ 4,10756,CALLE GENERAL GUTIERREZ,377815.674934,3149461.89564,-16.2480454656,28.466020002
5024.0,METÁLICA,10756,CALLE GENERAL GUTIERREZ 3,10756,CALLE GENERAL GUTIERREZ,377817.227836,3149434.64971,-16.2480267173,28.4657742658
5025.0,METÁLICA,10260,CALLE AFILARMONICA NIFU-NIFA 48,10764,PUENTE GENERAL SERRADOR,377466.69727,3149294.63938,-16.2515915959,28.4644778448
5026.0,METÁLICA,10605,CALLE ANTONIO DOMINGUEZ ALFONSO 47,10764,PUENTE GENERAL SERRADOR,377474.541812,3149341.20787,-16.251516437,28.4648988402
5027.0,METÁLICA,10605,CALLE ANTONIO DOMINGUEZ ALFONSO 47,10764,PUENTE GENERAL SERRADOR,377471.395626,3149365.9218,-16.251551195,28.465121576
5028.0,METÁLICA,10822,CALLE MIRAFLORES 7B,10764,PUENTE GENERAL SERRADOR,377484.398804,3149389.62449,-16.2514209221,28.4653367033
5029.0,METÁLICA,21135,CALLE AGUERE 16,10764,PUENTE GENERAL SERRADOR,377458.64078,3149251.52042,-16.2516692856,28.4640879596
5030.0,METÁLICA,10822,CALLE MIRAFLORES 4,10764,PUENTE GENERAL SERRADOR,377489.149122,3149387.72199,-16.2513722078,28.4653199805
5031.0,METÁLICA,10822,CALLE MIRAFLORES 7B,10764,PUENTE GENERAL SERRADOR,377470.999717,3149392.29973,-16.2515580432,28.465359587
5032.0,PLÁSTICA,10787,CALLE IMELDO SERIS 1,10787,CALLE IMELDO SERIS,377838.699604,3149367.9271,-16.2478003641,28.4651741372
5033.0,METÁLICA,10787,CALLE IMELDO SERIS 1,10787,CALLE IMELDO SERIS,377859.546825,3149364.11838,-16.2475870607,28.4651417183
5034.0,METÁLICA,10787,CALLE IMELDO SERIS 15,10787,CALLE IMELDO SERIS,377720.727543,3149425.19772,-16.249011217,28.4656799195
5035.0,METÁLICA,10787,CALLE IMELDO SERIS 98,10787,CALLE IMELDO SERIS,377214.735562,3149601.96742,-16.2541974531,28.4672276282
5036.0,METÁLICA,10787,CALLE IMELDO SERIS 106,10787,CALLE IMELDO SERIS,377150.108796,3149609.23825,-16.2548582325,28.467287156
5037.0,METÁLICA,10787,CALLE IMELDO SERIS 70,10787,CALLE IMELDO SERIS,377408.705757,3149564.43761,-16.2522125283,28.4669071929
5038.0,METÁLICA,10787,CALLE IMELDO SERIS 55,10787,CALLE IMELDO SERIS,377339.442331,3149572.83995,-16.2529207774,28.4669765055
5039.0,METÁLICA,10787,CALLE IMELDO SERIS 11,10787,CALLE IMELDO SERIS,377766.963057,3149405.66868,-16.2485369686,28.4655080144
5040.0,METÁLICA,10787,CALLE IMELDO SERIS 21,10787,CALLE IMELDO SERIS,377659.684503,3149442.99052,-16.2496365035,28.4658347649
5041.0,METÁLICA,10787,CALLE IMELDO SERIS 34,10787,CALLE IMELDO SERIS,377604.21769,3149469.29133,-16.2502057486,28.4660669116
5042.0,METÁLICA,10787,CALLE IMELDO SERIS 52,10787,CALLE IMELDO SERIS,377534.407177,3149505.18349,-16.2509225003,28.466384266
5043.0,METÁLICA,10787,CALLE IMELDO SERIS 35,10787,CALLE IMELDO SERIS,377472.085874,3149531.06674,-16.251561708,28.4666119947
5044.0,METÁLICA,10787,CALLE IMELDO SERIS 79,10787,CALLE IMELDO SERIS,377247.009187,3149591.96464,-16.2538667913,28.4671403971
5045.0,METÁLICA,10787,CALLE IMELDO SERIS 86,10787,CALLE IMELDO SERIS,377300.903065,3149591.40663,-16.2533163382,28.4671404343
5046.0,METÁLICA,10787,CALLE IMELDO SERIS 1,10787,CALLE IMELDO SERIS,377867.360635,3149370.24066,-16.247507912,28.465197701
5047.0,METÁLICA,10787,CALLE IMELDO SERIS 2,10787,CALLE IMELDO SERIS,377845.917158,3149379.53283,-16.2477278861,28.4652795498
5048.0,METÁLICA,10787,CALLE IMELDO SERIS 18,10787,CALLE IMELDO SERIS,377678.658037,3149450.29631,-16.2494435131,28.4659024764
5049.0,METÁLICA,10787,CALLE IMELDO SERIS 7,10787,CALLE IMELDO SERIS,377794.452813,3149395.25805,-16.2482551278,28.46541664
5050.0,METÁLICA,10787,CALLE IMELDO SERIS 8,10787,CALLE IMELDO SERIS,377772.586305,3149421.79501,-16.2484812524,28.465654074
5051.0,METÁLICA,10787,CALLE IMELDO SERIS 66,10787,CALLE IMELDO SERIS,377449.765606,3149553.74849,-16.2517920664,28.4668145888
5052.0,METÁLICA,10965,CALLE VALENTIN SANZ 8,10787,CALLE IMELDO SERIS,377511.049356,3149507.72927,-16.2511613122,28.4664050463
5053.0,METÁLICA,10965,CALLE VALENTIN SANZ 9,10787,CALLE IMELDO SERIS,377496.663182,3149526.65579,-16.2513102432,28.4665744974
5054.0,METÁLICA,10787,CALLE IMELDO SERIS 92,10787,CALLE IMELDO SERIS,377278.771791,3149597.23192,-16.2535429754,28.4671909218
5055.0,METÁLICA,10973,CALLE ALFARO 3,10787,CALLE IMELDO SERIS,377196.110056,3149606.86678,-16.2543881893,28.4672700883
5056.0,METÁLICA,10787,CALLE IMELDO SERIS 76,10787,CALLE IMELDO SERIS,377367.439273,3149573.57401,-16.2526349359,28.4669857636
5057.0,METÁLICA,10787,CALLE IMELDO SERIS 34,10787,CALLE IMELDO SERIS,377599.857893,3149472.32105,-16.2502505947,28.4660938441
5058.0,METÁLICA,10787,CALLE IMELDO SERIS 77,10787,CALLE IMELDO SERIS,377254.915069,3149590.87013,-16.2537859355,28.467131264
5059.0,METÁLICA,10822,CALLE MIRAFLORES 76A,10822,CALLE MIRAFLORES,377168.31985,3149495.53324,-16.2546601288,28.46626274
5060.0,METÁLICA,10822,CALLE MIRAFLORES 92,10822,CALLE MIRAFLORES,377046.185334,3149514.36667,-16.2559094317,28.4664211906
5061.0,PLÁSTICA,10822,CALLE MIRAFLORES 53,10822,CALLE MIRAFLORES,377095.32479,3149499.40466,-16.2554060005,28.4662907989
5062.0,PLÁSTICA,10822,CALLE MIRAFLORES 47,10822,CALLE MIRAFLORES,377200.782048,3149473.86036,-16.2543263,28.4660702107
5063.0,METÁLICA,10822,CALLE MIRAFLORES 2,10822,CALLE MIRAFLORES,377549.051399,3149387.64019,-16.2507604543,28.4653248692
5064.0,PLÁSTICA,10822,CALLE MIRAFLORES 17,10822,CALLE MIRAFLORES,377298.396434,3149440.70261,-16.2533258877,28.4657801681
5065.0,PLÁSTICA,10822,CALLE MIRAFLORES 8,10822,CALLE MIRAFLORES,377444.567278,3149412.03838,-16.2518300808,28.4655352346
5066.0,METÁLICA,10822,CALLE MIRAFLORES 32,10822,CALLE MIRAFLORES,377358.054579,3149429.25928,-16.2527154158,28.4656825104
5067.0,METÁLICA,10822,CALLE MIRAFLORES 5,10822,CALLE MIRAFLORES,377523.02371,3149400.96055,-16.2510276748,28.4654426345
5068.0,METÁLICA,10652,CALLE CASTILLO 7,10837,CALLE NICOLAS ESTEVANEZ,377647.800667,3149558.54197,-16.2497701373,28.4668764468
5069.0,METÁLICA,10605,CALLE ANTONIO DOMINGUEZ ALFONSO 24,10845,CALZADA LA NORIA,377596.833353,3149347.39868,-16.2502682117,28.4649661951
5070.0,PLÁSTICA,10876,CALLE PUERTA CANSECO 67,10876,CALLE PUERTA CANSECO,377162.997821,3149574.00988,-16.2547228466,28.4669704517
5071.0,PLÁSTICA,10876,CALLE PUERTA CANSECO 49,10876,CALLE PUERTA CANSECO,377257.087325,3149546.11799,-16.2537589836,28.4667276023
5072.0,PLÁSTICA,10876,CALLE PUERTA CANSECO 57,10876,CALLE PUERTA CANSECO,377214.387255,3149558.46413,-16.2541963739,28.4668349996
5073.0,PLÁSTICA,10876,CALLE PUERTA CANSECO 69,10876,CALLE PUERTA CANSECO,377141.585087,3149582.37411,-16.2549424166,28.4670439171
5074.0,PLÁSTICA,10876,CALLE PUERTA CANSECO 71,10876,CALLE PUERTA CANSECO,377122.716999,3149592.08771,-16.2551361435,28.4671297995
5075.0,PLÁSTICA,10876,CALLE PUERTA CANSECO 79,10876,CALLE PUERTA CANSECO,377106.613268,3149601.16156,-16.2553015714,28.4672101687
5076.0,PLÁSTICA,10892,CALLE SAN FRANCISCO DE PAULA 6,10892,CALLE SAN FRANCISCO DE PAULA,377417.546017,3149458.6024,-16.2521109867,28.4659529124
5077.0,PLÁSTICA,10892,CALLE SAN FRANCISCO DE PAULA 8,10892,CALLE SAN FRANCISCO DE PAULA,377418.977313,3149449.81048,-16.2520954343,28.465873704
5078.0,PLÁSTICA,10892,CALLE SAN FRANCISCO DE PAULA 2,10892,CALLE SAN FRANCISCO DE PAULA,377441.209872,3149525.73394,-16.251876462,28.4665609667
5079.0,PLÁSTICA,10892,CALLE SAN FRANCISCO DE PAULA 1,10892,CALLE SAN FRANCISCO DE PAULA,377447.269258,3149530.86496,-16.2518151263,28.4666078413
5080.0,PLÁSTICA,10892,CALLE SAN FRANCISCO DE PAULA 3,10892,CALLE SAN FRANCISCO DE PAULA,377429.123131,3149489.98031,-16.2519960942,28.4662371712
5081.0,PLÁSTICA,57564,CALLE PROLONGACION RAMON Y CAJAL 17,10892,CALLE SAN FRANCISCO DE PAULA,377395.935644,3149402.44119,-16.2523257052,28.4654440526
5082.0,PLÁSTICA,10892,CALLE SAN FRANCISCO DE PAULA 18,10892,CALLE SAN FRANCISCO DE PAULA,377405.815947,3149426.88945,-16.252227405,28.4656656154
5083.0,METÁLICA,10957,CALLE TEOBALDO POWER 29,10957,CALLE TEOBALDO POWER,377481.025413,3149760.25213,-16.2514947858,28.4686811224
5084.0,METÁLICA,10965,CALLE VALENTIN SANZ 39,10965,CALLE VALENTIN SANZ,377559.644791,3149803.36745,-16.2506964519,28.4690776036
5085.0,METÁLICA,10965,CALLE VALENTIN SANZ 16,10965,CALLE VALENTIN SANZ,377528.510312,3149613.66444,-16.2509942534,28.4673627007
5086.0,PLÁSTICA,10973,CALLE ALFARO 2,10973,CALLE ALFARO,377186.059218,3149619.03669,-16.2544921313,28.4673789691
5087.0,PLÁSTICA,10973,CALLE ALFARO 10,10973,CALLE ALFARO,377133.774431,3149479.80904,-16.2550112455,28.4661175819
5088.0,PLÁSTICA,10973,CALLE ALFARO 11,10973,CALLE ALFARO,377162.059847,3149523.95033,-16.2547270885,28.4665186006
5089.0,PLÁSTICA,10981,CALLE CARMEN MONTEVERDE 50,10981,CALLE CARMEN MONTEVERDE,377112.46531,3149555.50319,-16.2552369371,28.4667986761
5090.0,PLÁSTICA,10981,CALLE CARMEN MONTEVERDE 31,10981,CALLE CARMEN MONTEVERDE,377284.437072,3149485.64947,-16.2534732336,28.4661844778
5091.0,METÁLICA,11005,CALLE GALCERAN 1,11005,CALLE GALCERAN,377029.875989,3149595.7057,-16.2560846718,28.4671536968
5092.0,METÁLICA,11005,CALLE GALCERAN 15,11013,PUENTE GALCERAN,377006.861774,3149395.53483,-16.2562983372,28.4653450834
5093.0,PLÁSTICA,11021,CALLE JUAN PADRON 27,11021,CALLE JUAN PADRON,377338.337782,3149448.31754,-16.2529188007,28.4658526472
5094.0,PLÁSTICA,11021,CALLE JUAN PADRON 6,11021,CALLE JUAN PADRON,377391.742178,3149643.37993,-16.2523941704,28.4676180139
5095.0,METÁLICA,11021,CALLE JUAN PADRON 2,11021,CALLE JUAN PADRON,377401.138106,3149675.08072,-16.2523015871,28.4679049818
5096.0,METÁLICA,11067,CALLE LA X 3,11067,CALLE LA X,377088.330963,3149582.50771,-16.2554862902,28.4670401035
5097.0,METÁLICA,11067,CALLE LA X 13,11067,CALLE LA X,377075.588522,3149528.40829,-16.2556106507,28.4665506817
5098.0,METÁLICA,11083,CALLE CALLAO DE LIMA 2,11083,CALLE CALLAO DE LIMA,377117.509704,3149685.35002,-16.2551992706,28.4679709549
5099.0,PLÁSTICA,11117,CALLE NUMANCIA 10,11117,CALLE NUMANCIA,377283.715182,3149909.72048,-16.2535257776,28.4700114432
5100.0,PLÁSTICA,11117,CALLE NUMANCIA 1,11117,CALLE NUMANCIA,377310.182418,3149871.31392,-16.2532513819,28.469667334
5101.0,PLÁSTICA,11125,CALLE PI Y MARGALL 13,11125,CALLE PI Y MARGALL,377243.455241,3149711.95409,-16.2539158713,28.4682229084
5102.0,PLÁSTICA,11125,CALLE PI Y MARGALL 18,11125,CALLE PI Y MARGALL,377230.302203,3149738.65216,-16.2540530437,28.4684626068
5103.0,PLÁSTICA,11125,CALLE PI Y MARGALL 19,11125,CALLE PI Y MARGALL,377194.84999,3149758.4548,-16.2544172164,28.4686379769
5104.0,PLÁSTICA,11125,CALLE PI Y MARGALL 21,11125,CALLE PI Y MARGALL,377172.302471,3149786.28688,-16.2546504546,28.4688870235
5105.0,PLÁSTICA,11125,CALLE PI Y MARGALL 27,11125,CALLE PI Y MARGALL,377119.484915,3149830.70039,-16.2551946023,28.4692828561
5106.0,PLÁSTICA,11125,CALLE PI Y MARGALL 33,11125,CALLE PI Y MARGALL,377092.136779,3149855.73417,-16.2554765727,28.4695061955
5107.0,PLÁSTICA,11125,CALLE PI Y MARGALL 36,11125,CALLE PI Y MARGALL,377073.47914,3149887.45802,-16.2556705041,28.4697907282
5108.0,PLÁSTICA,11125,CALLE PI Y MARGALL 12,11125,CALLE PI Y MARGALL,377274.021298,3149697.98625,-16.2536022229,28.4680997332
5109.0,PLÁSTICA,11125,CALLE PI Y MARGALL 28,11125,CALLE PI Y MARGALL,377168.169363,3149799.08464,-16.2546940293,28.4690021276
5110.0,PLÁSTICA,11125,CALLE PI Y MARGALL 3,11125,CALLE PI Y MARGALL,377292.258081,3149668.63851,-16.2534128514,28.4678366008
5111.0,METÁLICA,11133,CALLE EL PILAR 11,11133,CALLE EL PILAR,377466.918087,3149794.44367,-16.2516424965,28.4689883587
5112.0,METÁLICA,11133,CALLE EL PILAR 9,11133,CALLE EL PILAR,377500.77267,3149737.0874,-16.2512906498,28.4684739276
5113.0,METÁLICA,11133,CALLE EL PILAR 1,11133,CALLE EL PILAR,377525.607636,3149694.96058,-16.2510325396,28.4680960867
5114.0,METÁLICA,11133,CALLE EL PILAR 2,11133,CALLE EL PILAR,377522.370789,3149723.35748,-16.2510686153,28.4683520509
5115.0,METÁLICA,11133,CALLE EL PILAR 8,11133,CALLE EL PILAR,377483.829771,3149786.8615,-16.2514689756,28.4689215227
5116.0,METÁLICA,11133,CALLE EL PILAR 54,11133,CALLE EL PILAR,377368.915428,3149981.73885,-16.2526633094,28.4706693912
5117.0,METÁLICA,11133,CALLE EL PILAR 21,11133,CALLE EL PILAR,377401.796953,3149906.99436,-16.2523195391,28.4699979515
5118.0,METÁLICA,11133,CALLE EL PILAR 19,11133,CALLE EL PILAR,377421.20939,3149873.50348,-16.2521177195,28.4696975381
5119.0,METÁLICA,11133,CALLE EL PILAR 15,11133,CALLE EL PILAR,377442.406901,3149836.35478,-16.2518972814,28.4693642821
5120.0,METÁLICA,11133,CALLE EL PILAR 12,11133,CALLE EL PILAR,377470.492602,3149808.7539,-16.251607513,28.4691178376
5121.0,METÁLICA,11133,CALLE EL PILAR 18,11133,CALLE EL PILAR,377450.747722,3149842.33678,-16.2518127349,28.4694190508
5122.0,METÁLICA,11133,CALLE EL PILAR 28,11133,CALLE EL PILAR,377427.353241,3149881.88253,-16.2520558652,28.4697737326
5123.0,METÁLICA,11133,CALLE EL PILAR 36,11133,CALLE EL PILAR,377403.25827,3149922.26462,-16.2523062401,28.4701358956
5124.0,METÁLICA,11133,CALLE EL PILAR 46,11133,CALLE EL PILAR,377385.006805,3149954.9986,-16.2524961236,28.4704295871
5125.0,METÁLICA,11133,CALLE EL PILAR 29,11133,CALLE EL PILAR,377378.410717,3149944.99071,-16.2525624233,28.4703386504
5126.0,METÁLICA,11133,CALLE EL PILAR 58,11133,CALLE EL PILAR,377346.289578,3150017.04564,-16.2528981442,28.470985889
5127.0,METÁLICA,11133,CALLE EL PILAR 45,11133,CALLE EL PILAR,377340.3546,3150009.93228,-16.2529580001,28.470921136
5128.0,METÁLICA,11133,CALLE EL PILAR 13,11133,CALLE EL PILAR,377459.360616,3149807.91691,-16.2517211121,28.4691092378
5129.0,METÁLICA,11133,CALLE EL PILAR 1,11133,CALLE EL PILAR,377529.294568,3149688.61419,-16.2509942116,28.4680391599
5130.0,METÁLICA,11133,CALLE EL PILAR 8,11133,CALLE EL PILAR,377478.204101,3149794.69341,-16.251527262,28.4689916732
5131.0,METÁLICA,11133,CALLE EL PILAR 54,11133,CALLE EL PILAR,377368.147005,3149983.20467,-16.2526713133,28.4706825472
5132.0,METÁLICA,11133,CALLE EL PILAR 21,11133,CALLE EL PILAR,377400.401186,3149907.37337,-16.2523338342,28.4700012406
5133.0,METÁLICA,11133,CALLE EL PILAR 19,11133,CALLE EL PILAR,377418.629819,3149877.1176,-16.2521444487,28.4697299112
5134.0,METÁLICA,11133,CALLE EL PILAR 15,11133,CALLE EL PILAR,377442.665949,3149836.84331,-16.2518946878,28.4693687152
5135.0,METÁLICA,11133,CALLE EL PILAR 28,11133,CALLE EL PILAR,377425.583009,3149885.29229,-16.252074307,28.4698043376
5136.0,METÁLICA,11133,CALLE EL PILAR 32,11133,CALLE EL PILAR,377408.409667,3149914.51398,-16.2522528049,28.4700664343
5137.0,METÁLICA,11133,CALLE EL PILAR 40,11133,CALLE EL PILAR,377392.762639,3149941.18844,-16.2524154444,28.4703056867
5138.0,METÁLICA,11133,CALLE EL PILAR 29,11133,CALLE EL PILAR,377374.279742,3149952.19326,-16.2526053791,28.4704032613
5139.0,METÁLICA,11133,CALLE EL PILAR 58,11133,CALLE EL PILAR,377348.384424,3150015.52541,-16.2528765878,28.4709723668
5140.0,METÁLICA,11133,CALLE EL PILAR 60,11133,CALLE EL PILAR,377341.907057,3150026.89385,-16.2529439512,28.4710743519
5141.0,METÁLICA,11133,CALLE EL PILAR 45,11133,CALLE EL PILAR,377332.984153,3150020.28429,-16.2530343763,28.4710138643
5142.0,METÁLICA,11133,CALLE EL PILAR 43,11133,CALLE EL PILAR,377347.789564,3149994.83749,-16.2528804602,28.4707856125
5143.0,PLÁSTICA,11141,CALLE ROBAYNA 36,11141,CALLE ROBAYNA,376875.128626,3149970.95682,-16.2577051404,28.4705255441
5144.0,PLÁSTICA,11141,CALLE ROBAYNA 21,11141,CALLE ROBAYNA,377005.457287,3149834.61449,-16.256359555,28.469307426
5145.0,PLÁSTICA,11141,CALLE ROBAYNA 31,11141,CALLE ROBAYNA,376922.624553,3149911.5696,-16.2572137262,28.4699940895
5146.0,PLÁSTICA,11141,CALLE ROBAYNA 45,11141,CALLE ROBAYNA,376846.646189,3149998.5299,-16.2579989753,28.4707716866
5147.0,PLÁSTICA,30061,CALLE JESUS Y MARIA 14,11141,CALLE ROBAYNA,376952.264092,3149898.8124,-16.2569096606,28.4698817602
5148.0,PLÁSTICA,11141,CALLE ROBAYNA 26,11141,CALLE ROBAYNA,376983.991759,3149868.37223,-16.2565823817,28.4696100473
5149.0,PLÁSTICA,11141,CALLE ROBAYNA 6,11141,CALLE ROBAYNA,377179.229502,3149682.06304,-16.2545685993,28.4679471075
5150.0,PLÁSTICA,11141,CALLE ROBAYNA 16,11141,CALLE ROBAYNA,377073.905991,3149784.33943,-16.2556551412,28.4688601746
5151.0,PLÁSTICA,11141,CALLE ROBAYNA 13,11141,CALLE ROBAYNA,377111.603025,3149737.79994,-16.2552651881,28.4684437327
5152.0,METÁLICA,11141,CALLE ROBAYNA 4,11141,CALLE ROBAYNA,377200.204907,3149664.75808,-16.254352541,28.4677929146
5153.0,PLÁSTICA,11253,CALLE SANTA ROSALIA 39,11164,CALLE SAN CLEMENTE,377543.048705,3149931.31159,-16.2508795442,28.470230679
5154.0,PLÁSTICA,11164,CALLE SAN CLEMENTE 18,11164,CALLE SAN CLEMENTE,377321.003105,3149772.45375,-16.2531303446,28.4687761877
5155.0,PLÁSTICA,11164,CALLE SAN CLEMENTE 1,11164,CALLE SAN CLEMENTE,377214.697571,3149662.35319,-16.2542042768,28.4677725766
5156.0,PLÁSTICA,11164,CALLE SAN CLEMENTE 43,11164,CALLE SAN CLEMENTE,377392.490961,3149845.25131,-16.252408008,28.4694398754
5157.0,PLÁSTICA,11164,CALLE SAN CLEMENTE 29,11164,CALLE SAN CLEMENTE,377331.621519,3149795.01884,-16.2530243047,28.4689808258
5158.0,PLÁSTICA,11164,CALLE SAN CLEMENTE 4,11164,CALLE SAN CLEMENTE,377249.272381,3149686.89576,-16.2538537929,28.467997317
5159.0,PLÁSTICA,11164,CALLE SAN CLEMENTE 24,11164,CALLE SAN CLEMENTE,377449.971363,3149878.85836,-16.251824549,28.4697485673
5160.0,PLÁSTICA,11164,CALLE SAN CLEMENTE 35,11164,CALLE SAN CLEMENTE,377358.977044,3149811.75226,-16.2527467116,28.4691344104
5161.0,PLÁSTICA,11206,CALLE LA LUNA 10,11164,CALLE SAN CLEMENTE,377511.883259,3149906.36159,-16.2511951793,28.4700025894
5162.0,PLÁSTICA,11164,CALLE SAN CLEMENTE 23,11164,CALLE SAN CLEMENTE,377280.384979,3149731.12791,-16.2535407633,28.4683994194
5163.0,PLÁSTICA,11237,CALLE PUERTO ESCONDIDO 11,11164,CALLE SAN CLEMENTE,377488.205464,3149891.51408,-16.2514354176,28.4698663728
5164.0,METÁLICA,11133,CALLE EL PILAR 15,11164,CALLE SAN CLEMENTE,377428.767324,3149844.74804,-16.2520374723,28.4694387448
5165.0,METÁLICA,11172,CALLE SAN LUCAS 66,11172,CALLE SAN LUCAS,377437.084186,3149804.40957,-16.2519482423,28.4690754917
5166.0,METÁLICA,11187,CALLE VIERA Y CLAVIJO 52,11187,CALLE VIERA Y CLAVIJO,377100.959558,3149939.78164,-16.2553954346,28.4702655138
5167.0,PLÁSTICA,11187,CALLE VIERA Y CLAVIJO 4,11187,CALLE VIERA Y CLAVIJO,377326.231135,3149734.96001,-16.2530729598,28.468438317
5168.0,PLÁSTICA,11187,CALLE VIERA Y CLAVIJO 25,11187,CALLE VIERA Y CLAVIJO,377234.874332,3149806.36468,-16.2540135659,28.4690741096
5169.0,METÁLICA,11187,CALLE VIERA Y CLAVIJO 1,11187,CALLE VIERA Y CLAVIJO,377341.137616,3149709.98547,-16.2529180657,28.4682143365
5170.0,METÁLICA,11187,CALLE VIERA Y CLAVIJO 20,11187,CALLE VIERA Y CLAVIJO,377273.759431,3149783.27092,-16.2536139826,28.4688693609
5171.0,PLÁSTICA,11187,CALLE VIERA Y CLAVIJO 66,11187,CALLE VIERA Y CLAVIJO,376967.565218,3150060.95483,-16.2567707113,28.471346458
5172.0,PLÁSTICA,11187,CALLE VIERA Y CLAVIJO 48,11187,CALLE VIERA Y CLAVIJO,377149.683223,3149894.95401,-16.2548930469,28.4698655592
5173.0,METÁLICA,11187,CALLE VIERA Y CLAVIJO 40,11187,CALLE VIERA Y CLAVIJO,377203.474747,3149847.99313,-16.2543386787,28.4694468285
5174.0,METÁLICA,11187,CALLE VIERA Y CLAVIJO 18,11187,CALLE VIERA Y CLAVIJO,377276.308194,3149778.48012,-16.2535874425,28.4688263662
5175.0,METÁLICA,11187,CALLE VIERA Y CLAVIJO 32,11187,CALLE VIERA Y CLAVIJO,377238.362074,3149813.07806,-16.2539786619,28.4691350229
5176.0,METÁLICA,11187,CALLE VIERA Y CLAVIJO 8,11187,CALLE VIERA Y CLAVIJO,377310.090174,3149746.31765,-16.2532390117,28.4685392953
5177.0,METÁLICA,11187,CALLE VIERA Y CLAVIJO 12,11187,CALLE VIERA Y CLAVIJO,377294.802942,3149759.98538,-16.2533965911,28.4686612011
5178.0,METÁLICA,11187,CALLE VIERA Y CLAVIJO 44,11187,CALLE VIERA Y CLAVIJO,377186.501212,3149860.18963,-16.2545133257,28.469555297
5179.0,METÁLICA,11187,CALLE VIERA Y CLAVIJO 34,11187,CALLE VIERA Y CLAVIJO,377219.673769,3149830.2086,-16.2541713464,28.4692878576
5180.0,METÁLICA,11187,CALLE VIERA Y CLAVIJO 40,11187,CALLE VIERA Y CLAVIJO,377204.973394,3149843.50663,-16.2543228952,28.4694064813
5181.0,METÁLICA,11214,PLAZA DEL PATRIOTISMO 1,11206,CALLE LA LUNA,377568.300103,3149842.45428,-16.2506122115,28.4694311563
5182.0,METÁLICA,11206,CALLE LA LUNA 10,11206,CALLE LA LUNA,377534.02986,3149901.38129,-16.2509684704,28.4699597252
5183.0,PLÁSTICA,11237,CALLE PUERTO ESCONDIDO 5,11222,PASAJE GALERIAS EL PILAR,377500.762581,3149845.98205,-16.2513023322,28.4694566483
5184.0,METÁLICA,11133,CALLE EL PILAR 14,11222,PASAJE GALERIAS EL PILAR,377462.170609,3149822.46276,-16.2516939616,28.4692407712
5185.0,PLÁSTICA,11237,CALLE PUERTO ESCONDIDO 17,11237,CALLE PUERTO ESCONDIDO,377442.287242,3149913.43077,-16.2519067036,28.4700598442
5186.0,METÁLICA,11237,CALLE PUERTO ESCONDIDO 19,11237,CALLE PUERTO ESCONDIDO,377444.461536,3149932.41154,-16.2518865173,28.4702313408
5187.0,METÁLICA,11237,CALLE PUERTO ESCONDIDO 23,11237,CALLE PUERTO ESCONDIDO,377432.036634,3149953.85395,-16.2520156925,28.4704236799
5188.0,METÁLICA,11237,CALLE PUERTO ESCONDIDO 4,11237,CALLE PUERTO ESCONDIDO,377445.637747,3149941.00307,-16.2518754189,28.4703089858
5189.0,METÁLICA,11237,CALLE PUERTO ESCONDIDO 6,11237,CALLE PUERTO ESCONDIDO,377426.134818,3149976.91929,-16.2520784213,28.4706312785
5190.0,METÁLICA,11261,CALLE SUAREZ GUERRA 57,11261,CALLE SUAREZ GUERRA,377474.546205,3149762.26788,-16.2515611704,28.4686987047
5191.0,METÁLICA,11261,CALLE SUAREZ GUERRA 59,11261,CALLE SUAREZ GUERRA,377494.283298,3149783.73765,-16.2513618844,28.4688943138
5192.0,METÁLICA,11261,CALLE SUAREZ GUERRA 63,11261,CALLE SUAREZ GUERRA,377525.134371,3149802.82781,-16.2510488405,28.469069492
5193.0,METÁLICA,11214,PLAZA DEL PATRIOTISMO 1,11261,CALLE SUAREZ GUERRA,377547.77121,3149819.70294,-16.2508194501,28.4692239083
