FID,GEOCODIGO,CVIA,TVIA,TEXTO,HISTORICO,TIPO,UTM_X,UTM_Y,GRAD_X,GRAD_Y,LONGITUD
547.0,383830513,30513,CALLE,CALLE DOCTOR MARAÑON, ,Asfalto,376579.219121,3150023.34788,-16.260732833,28.4709703639,75.4423397294
548.0,383830521,30521,CALLE,CALLE DOCTOR PASTEUR, ,Asfalto,376454.153965,3150069.17259,-16.2620150229,28.4713720609,60.4323501418
549.0,383811101,11101,CMNO,CAMINO ROQUE BERMEJO, ,Peatonal,387700.616613,3161418.7188,-16.148196066,28.5748059346,3100.49030471
550.0,383843316,43316,CALLE,CALLE FRAY ANTONIO DE GUEVARA, ,Asfalto,373743.073347,3148072.39121,-16.2894844559,28.4530917556,152.164436732
551.0,383843324,43324,CALLE,CALLE FRAY LUIS DE LEON, ,Asfalto,373788.607692,3148058.0712,-16.2890175915,28.4529677645,159.035739023
552.0,383843332,43332,CALLE,CALLE GUTIERRE DE CETINA, ,Asfalto,373958.130546,3147969.8776,-16.2872770386,28.4521878835,65.4765338591
553.0,383843347,43347,CALLE,CALLE HURTADO DE MENDOZA, ,Asfalto,373938.21577,3147983.19923,-16.2874803532,28.4523062906,335.031730098
554.0,383843355,43355,CALLE,CALLE INFANTE JUAN MANUEL, ,Asfalto,373658.931385,3148093.11403,-16.2903458724,28.4532707946,151.038529828
555.0,383843363,43363,CALLE,CALLE JUAN DE MARIANA, ,Asfalto,374009.460122,3147984.87562,-16.2867544769,28.4523285037,100.533784994
556.0,383843371,43371,CALLE,CALLE MESONERO ROMANOS, ,Asfalto,373772.060267,3148067.78739,-16.2891823226,28.4530522336,356.122970915
557.0,383843386,43386,CALLE,CALLE SARGENTO PROVISIONAL, ,Asfalto,373855.901387,3147918.74994,-16.2882987278,28.4517285435,638.725855033
558.0,383843405,43405,CALLE,CALLE AMERICA, ,Asfalto,373768.065993,3148150.49112,-16.2892375703,28.4537990855,180.129464272
559.0,383843413,43413,CALLE,CALLE ANTONIO JOSE MELO Y NOVO, ,Asfalto,374011.378746,3148290.15992,-16.286765939,28.4550727158,557.592961579
560.0,383846237,46237,CALLE,CALLE LOS CHARQUITOS, ,Peatonal,379854.412288,3152826.20482,-16.2275776092,28.4965692448,52.0376539334
561.0,383846311,46311,CALLE,CALLE TIERRA, ,Peatonal,379893.51442,3152654.43904,-16.2271583505,28.4950217006,53.9686733813
562.0,383846914,46914,CALLE,CALLE CERES, ,Asfalto,378129.593986,3151429.41105,-16.2450516197,28.4838079081,200.617063463
563.0,383847121,47121,CALLE,CALLE CHAFIRA, ,Asfalto,373801.275,3147084.38484,-16.2887827769,28.444185756,644.895593408
564.0,383847136,47136,CALLE,CALLE HERMIGUA, ,Asfalto,373744.661181,3147161.65159,-16.2893749392,28.4449015283,249.94956694
565.0,383847144,47144,CALLE,CALLE LOS ROQUES, ,Peatonal,373688.49152,3147217.69733,-16.2899479873,28.4453742575,46.8997293663
566.0,383847167,47167,CALLE,CALLE TAZACORTE, ,Peatonal,373746.485602,3147223.92461,-16.2893601462,28.4454322195,124.889254253
567.0,383847183,47183,CALLE,CALLE ALAJERO, ,Peatonal,373739.00946,3147153.29068,-16.289423529,28.444798416,80.2219791623
568.0,383847191,47191,CALLE,CALLE ECHEDO, ,Peatonal,373732.009735,3147122.6801,-16.2894928635,28.4445209949,43.3179033769
569.0,383847202,47202,CALLE,CALLE ALOJERA, ,Peatonal,373751.036758,3147097.65332,-16.2892960678,28.4442969018,16.0649072259
570.0,383847995,47995,CALLE,CALLE ACEVIÑOS, ,Asfalto,373947.978858,3147184.22401,-16.2872927946,28.4450907243,248.908386858
571.0,383849673,49673,CALLE,CALLE LA LAPA, ,Asfalto,370632.969286,3146526.58927,-16.3210772859,28.4388389027,119.263682221
572.0,383882016,82016,CALLE,CALLE EDUARDO WESTERDAHL, ,Asfalto,375293.798288,3149691.14029,-16.2738240438,28.4678512368,276.051534462
573.0,383882032,82032,SENDA,SENDA ICOR, ,Asfalto,374525.926347,3148476.02187,-16.2815308291,28.456812978,59.344399994
574.0,383882047,82047,CALLE,CALLE IGUESTE, ,Asfalto,374327.652029,3148585.53152,-16.2835709153,28.4577797998,93.6714735663
575.0,383882055,82055,CALLE,CALLE JUAN P ALONSO RODRIGUEZ, ,Asfalto,376804.748671,3150477.27478,-16.2584769703,28.475085444,520.470335225
576.0,383882086,82086,CALLE,CALLE LEOPOLDO DE LA ROSA OLIVERA, ,Asfalto,375397.156957,3149630.81071,-16.2727633463,28.4673152408,319.638546673
577.0,383882094,82094,PSAJE,PASAJE MARAÑUELAS, ,Peatonal,377397.00999,3150522.895,-16.2524339879,28.4755557016,31.2266473255
578.0,383882121,82121,CALLE,CALLE MONTAÑA TALAVERA, ,Tierra,368762.847524,3145915.56409,-16.3400921912,28.4331377469,227.399568382
579.0,383811034,11034,RTNDA,ROTONDA ISLA DE LA PALMA,ROTONDA RADEVI,Asfalto,370737.39724,3146149.32269,-16.3199595814,28.4354437122,138.092332479
580.0,383882167,82167,CALLE,CALLE REPUBLICA DE HONDURAS, ,Asfalto,377892.887831,3150358.19909,-16.2473502335,28.4741248967,226.827874145
581.0,383882202,82202,CALLE,CALLE MIGUEL HERNANDEZ, ,Asfalto,376020.300282,3148755.31569,-16.2663011725,28.4594763793,95.6007637317
582.0,383858784,58784,CALLE,CALLE MARIA JUANA, ,Peatonal,383721.458414,3154546.78603,-16.1882462068,28.5124492308,71.2548573441
583.0,383858811,58811,PASEO,PASEO LA CUNILLA, ,Peatonal,386992.329717,3156138.37717,-16.1549765492,28.5271061803,127.639892747
584.0,383858865,58865,CALLE,CALLE VEREMUNDO, ,Peatonal,378430.939701,3152691.64649,-16.2421057781,28.4952269338,41.3301064665
585.0,383858915,58915,CALLE,"CALLE EL CARMEN, (IGUESTE)", ,Peatonal,387128.227033,3155871.80715,-16.1535676304,28.5247138979,173.911246232
586.0,383859064,59064,CALLE,CALLE SUBIDA LA CANTERA, ,Peatonal,378458.528119,3152785.76763,-16.241819539,28.4960857794,405.475573561
587.0,383859114,59114,PASEO,PASEO EL CEMENTERIO, ,Peatonal,387270.037954,3155812.02182,-16.1521036725,28.5241739993,231.384814743
588.0,383859161,59161,CALLE,CALLE TEA, ,Peatonal,378456.204344,3152696.19746,-16.2418463856,28.4952672286,47.817989322
589.0,383859184,59184,CALLE,CALLE CASAS NUEVAS, ,Peatonal,386876.92774,3156386.93296,-16.1561816102,28.5293331852,78.3500934539
590.0,383859211,59211,PSAJE,PASAJE REMPUJO, ,Peatonal,387197.167056,3155903.56102,-16.152868262,28.5249986815,32.6007634568
591.0,383859315,59315,PSAJE,PASAJE CASCAJO, ,Peatonal,387197.233021,3155929.88278,-16.1528726712,28.5252365867,77.9170379992
592.0,383859362,59362,LUGAR,LUGAR CASAS SAN PEDRO, ,Lugar,375214.500826,3146775.14814,-16.2743412135,28.4415163705,108.997618734
593.0,383859412,59412,PASEO,PASEO CASAS DE ABAJO, ,Peatonal,387162.272326,3155908.57458,-16.153224925,28.5250416578,68.9590443568
594.0,383859466,59466,PLAZA,PLAZA CONCHA CASTRO, ,Peatonal,374933.474996,3150352.02,-16.2775762496,28.4737795849,42.7972776486
595.0,383859516,59516,PSAJE,PASAJE JULIO, ,Peatonal,387165.466479,3155925.7332,-16.1531930156,28.525197569,21.0469405957
596.0,383810640,10640,PLAZA,PLAZA SAN JOSE, ,Peatonal,369395.456389,3145015.32604,-16.3335306176,28.4250768991,83.7479005486
597.0,383859717,59717,CALLE,CALLE SAN PEDRO, ,Peatonal,387066.908858,3156009.04298,-16.1542063092,28.5259368618,66.7870229149
598.0,383859814,59814,PSAJE,PASAJE LOMO DEL HUERTO, ,Peatonal,387080.007439,3156043.37558,-16.1540821189,28.5262565012,64.2966716963
599.0,383859911,59911,PASEO,PASEO LAS LADERITAS, ,Peatonal,386981.934772,3156303.87894,-16.1550990641,28.5285784755,109.205619249
600.0,383859957,59957,PLAZA,PLAZA SAN FRANCISCO, ,Peatonal,377714.525559,3149666.9874,-16.2491001556,28.4678618589,138.421533919
601.0,383859973,59973,CALLE,CALLE MEMBRILLERO, ,Peatonal,378367.355909,3152680.05579,-16.2427477723,28.4951121888,75.9657534686
602.0,383890615,90615,CALLE,CALLE SEXTANTE, ,Peatonal,383233.671217,3153630.1263,-16.1931349083,28.5041394559,118.765187792
603.0,383890623,90623,CALLE,CALLE FUROR, ,Peatonal,383112.352151,3153760.37679,-16.1943889688,28.5052981902,31.3533794187
604.0,383890646,90646,CALLE,CALLE EOLO, ,Peatonal,383122.194984,3153780.15545,-16.1942876849,28.5054794171,87.9962968329
605.0,383890662,90662,CALLE,CALLE BASANTA SILVA, ,Peatonal,383204.299676,3153726.70805,-16.1934722994,28.5049862982,294.591969354
606.0,383890677,90677,CALLE,CALLE ALCARABAN, ,Peatonal,383129.888782,3153718.33639,-16.194207576,28.5049221669,42.3573934268
607.0,383890680,90680,CALLE,CALLE SARATOGA, ,Peatonal,383102.398103,3153743.66086,-16.1944912629,28.5051487432,39.377745734
608.0,383890693,90693,CALLE,CALLE AZOR, ,Peatonal,383105.439496,3153719.15477,-16.1944545787,28.5049241897,47.8403469123
609.0,383890704,90704,CALLE,CALLE SEADRA, ,Peatonal,383107.351081,3153687.26492,-16.1944330533,28.5046376994,41.3155148717
610.0,383890712,90712,CALLE,CALLE COMPAS, ,Peatonal,383130.880366,3153695.77475,-16.194193004,28.5047164492,24.7011340334
611.0,383890727,90727,CALLE,CALLE BITACORA, ,Peatonal,383209.95038,3153693.43595,-16.1933840066,28.5047003487,40.1460383688
612.0,383890743,90743,CALLE,CALLE YOLA, ,Peatonal,383143.761862,3153636.75311,-16.1940558754,28.5041853156,120.659479833
613.0,383890751,90751,CALLE,CALLE PRINCESA ARCILA, ,Peatonal,383182.427721,3153613.89772,-16.1936583793,28.5039828171,62.5167919288
614.0,383890766,90766,CALLE,CALLE ALAVA, ,Peatonal,383178.500126,3153657.89091,-16.1937029337,28.5043787768,21.2077915166
615.0,383890774,90774,CALLE,CALLE HOVEN, ,Peatonal,383158.688304,3153664.29074,-16.1939060612,28.5044350714,19.4135629883
616.0,383890782,90782,CALLE,CALLE DEDALO, ,Peatonal,383158.414638,3153694.84254,-16.1939123527,28.5047111954,25.5054999864
617.0,383890801,90801,CALLE,CALLE SARMIENTO DE GAMBOA, ,Peatonal,383208.347579,3153651.15028,-16.1933985341,28.5043226787,122.435278384
618.0,383890816,90816,CALLE,CALLE ARRIETE, ,Peatonal,383212.132304,3153621.47746,-16.1933544562,28.5040572595,63.6191590024
619.0,383890824,90824,CALLE,CALLE BUSTAMANTE, ,Peatonal,383195.36252,3153642.52986,-16.1935311338,28.504248599,117.955271578
620.0,383890832,90832,CALLE,CALLE QUECHE, ,Peatonal,383200.949876,3153693.34081,-16.1934795852,28.5047069819,72.5042282532
621.0,383890855,90855,CALLE,CALLE SONDA, ,Peatonal,383164.054212,3153626.05298,-16.1938474418,28.5040911955,59.4049243692
622.0,383890863,90863,CALLE,CALLE SERVIOLA, ,Peatonal,383126.088193,3153802.97235,-16.1942525024,28.5056828687,52.6335713734
623.0,383890871,90871,CALLE,CALLE ANDREA DORIA, ,Peatonal,383140.102379,3153765.57251,-16.1941062328,28.5053474345,147.292052073
624.0,383890886,90886,CALLE,CALLE ROGER DE LAURIA, ,Peatonal,383139.191663,3153743.12774,-16.1941123702,28.5051437425,58.6888506445
625.0,383810154,10154,CALLE,CALLE 26,"PETROLERO TEIDE, TRANSVERSAL",Peatonal,383126.612955,3153743.5979,-16.1942416964,28.5051477853,23.6413688554
626.0,383890905,90905,CALLE,CALLE ARPONERO, ,Peatonal,383072.262787,3153770.09518,-16.1948006266,28.5053829853,62.5575209624
627.0,383895775,95775,PLAYA,PLAYA EL BALAYO, ,Tierra,386011.299779,3155321.48333,-16.1648975397,28.5196283021,441.230078286
628.0,383895802,95802,CTRA,CARRETERA LOMO BERMEJO,PISTA LOS JUNCOS,Asfalto,386796.210115,3157177.24981,-16.157114609,28.5364831582,2425.92804155
629.0,383895825,95825,CSRIO,CASERIO CASAS DE LA CUMBRE, ,Lugar,379025.380172,3157249.54034,-16.2365105135,28.5364126078,30.0000021951
630.0,383895887,95887,PLAZA,PLAZA DE LA IGLESIA DE SAN ANDRES, ,Peatonal,383276.250849,3153737.67205,-16.1927126101,28.505108023,46.234257855
631.0,383895905,95905,CSRIO,CASERIO CASAS DE ABAJO, ,Lugar,387134.978499,3155991.38741,-16.1535110084,28.5257874374,33.7642598502
632.0,383897801,97801,PLAZA,PLAZA CORPUS CHRISTI, ,Peatonal,374992.501542,3149532.14041,-16.2768848852,28.4663865069,308.473958738
633.0,383897816,97816,PLAZA,PLAZA RIO DE JANEIRO, ,Peatonal,375925.93267,3149376.21167,-16.2673389795,28.4650654486,50.4288584957
634.0,383890735,90735,CALLE,CALLE CUTER, ,Peatonal,383125.140012,3153672.09002,-16.1942495955,28.5045024456,23.8186229893
635.0,383881895,81895,CTRA,CARRETERA IGUESTE DE SAN ANDRES, ,Asfalto,385083.468552,3154969.52021,-16.1745616206,28.5165692688,6886.70683184
636.0,383881953,81953,BRANC,BARRANCO LOS MORISCOS, ,Lugar,375092.913474,3146796.30748,-16.2755589367,28.4417062864,225.689921616
637.0,383881961,81961,LUGAR,LUGAR BATERIA LOS MORISCOS, ,Lugar,374871.769656,3146463.79682,-16.2777843982,28.4386846235,20.0000112872
638.0,383881976,81976,CALLE,CALLE LAS BODEGUILLAS, ,Peatonal,387035.991068,3156211.9682,-16.1545446821,28.5277703029,89.6867317111
639.0,383882063,82063,CALLE,CALLE LA CRUZ DE ALMACIGA, ,Asfalto,382680.933405,3161075.99998,-16.1994748469,28.5712681458,580.749434456
640.0,383882071,82071,PLAZA,PLAZA NUESTRA SEÑORA DE BEGOÑA, ,Peatonal,382729.259524,3161062.15455,-16.1990487788,28.5711592138,87.007231374
641.0,383882105,82105,BRANC,BARRANCO MARREROS, ,Lugar,370444.57362,3147699.28109,-16.3230766836,28.4493923115,1738.50966901
642.0,383882233,82233,CALLE,CALLE EL GALEON, ,Asfalto,382859.973142,3161093.39567,-16.1977166295,28.5714537032,56.2542573535
643.0,383882287,82287,CALLE,CALLE LAS TOSCAS, ,Peatonal,382873.088656,3161142.33564,-16.197572018,28.5718956017,212.801680368
644.0,383882295,82295,CALLE,CALLE CASANDRA, ,Peatonal,378325.603316,3151392.76204,-16.2430416092,28.4834923343,65.7366757711
645.0,383882314,82314,CALLE,CALLE CHINOBRE, ,Peatonal,382884.8016,3161111.07586,-16.1974736757,28.5716170491,86.7829345137
646.0,383882384,82384,CALLE,CALLE FRANCISCO CAÑADAS, ,Asfalto,375519.162877,3152699.13891,-16.2718446648,28.495019359,166.788075526
647.0,383882403,82403,CALLE,CALLE JOSE ARADO Y CANAL, ,Peatonal,376480.554933,3151488.97932,-16.2618972277,28.4841857064,246.397681092
648.0,383882465,82465,CALLE,CALLE ESCALERA EL LLANITO, ,Peatonal,376600.260605,3151498.20475,-16.2606808303,28.4842789733,46.7427446373
649.0,383882554,82554,PASEO,PASEO EL SERENILLO, ,Peatonal,376440.113487,3151654.13491,-16.2623268549,28.4856716523,130.334960248
650.0,383882604,82604,CALLE,CALLE VENTURA GARCIA, ,Peatonal,375524.360157,3152531.84743,-16.2717771563,28.4935090197,188.305417856
651.0,383882771,82771,CALLE,CALLE BENJAMIN FRANKLIN, ,Peatonal,380024.585916,3152928.45508,-16.2258481839,28.4975093986,63.2930499218
652.0,383882813,82813,CALLE,CALLE PANDORA, ,Peatonal,378244.965204,3151388.86611,-16.2438641838,28.4834489413,94.6223988754
653.0,383882875,82875,CALLE,CALLE EL CABO, ,Peatonal,382985.850292,3161147.06958,-16.1964459238,28.5719517523,83.3653116132
654.0,383883066,83066,BRANC,BARRANCO LOS POCITOS, ,Lugar,371858.464144,3144537.48745,-16.3084465676,28.4210650715,1742.81982683
655.0,383883155,83155,CALLE,CALLE EL MADROÑO, ,Peatonal,382876.89053,3161094.17575,-16.1975426658,28.5714642227,102.794865569
656.0,383883163,83163,CALLE,CALLE EL BARCO, ,Peatonal,382867.661651,3161128.97193,-16.1976409793,28.5717746266,26.9542399794
657.0,383883194,83194,CALLE,CALLE CRISTOBAL, ,Hormigón,382950.409587,3161129.4898,-16.1968088946,28.5717835096,90.5955989236
658.0,383858513,58513,PSAJE,PASAJE EL COMEDERO, ,Peatonal,386892.367489,3156236.37461,-16.1560136019,28.5279776645,47.659039926
659.0,383810821,10821,PSAJE,PASAJE PARALELA COMEDERO, ,Peatonal,386893.634595,3156203.67259,-16.155999956,28.5276817848,58.4192215414
660.0,383810843,10843,CALLE,CALLE GENOVA,"TOSCANA, PROLONGACION",Peatonal,379806.956456,3152342.45972,-16.2280101839,28.4922011102,96.6954656605
661.0,383810964,10964,PSAJE,PASAJE TRANSVERSAL BARRANQUILLO, ,Peatonal,386940.42971,3156348.15709,-16.1555301086,28.528990323,30.4123243512
662.0,383840666,40666,CALLE,CALLE ROMERO, ,Peatonal,383679.281893,3154570.87632,-16.1886777607,28.5126647685,184.249829755
663.0,383811020,11020,CALLE,CALLE PROLONGACION PIMENTEL, ,Peatonal,383644.817618,3154431.75391,-16.1890221828,28.5114113973,200.860064056
664.0,383856077,56077,LUGAR,LUGAR VALLE LUIS, ,Lugar,376774.007102,3153359.92999,-16.2591006973,28.5010996698,39.3749500185
665.0,383856375,56375,CALLE,CALLE PUENTE DE HIERRO, ,Peatonal,377142.671669,3152783.51347,-16.2552567512,28.4959505789,224.789907979
666.0,383810637,10637,CTRA,CARRETERA PARQUE DE LAS MESAS, ,Asfalto,375717.157084,3151257.65276,-16.2696253932,28.4819913636,1263.76029757
667.0,383810255,10255,LUGAR,LUGAR DOS BARRANCOS, ,Lugar,379706.444088,3153522.06782,-16.2291602808,28.5028371373,100.068879527
668.0,383810900,10900,CSRIO,CASERIO CASAS DEL CABO, ,Lugar,379199.101224,3154344.52354,-16.2344297374,28.5102124313,29.999997562
669.0,383856286,56286,CSRIO,CASERIO SEVILLANA, ,Lugar,379584.32294,3154314.54522,-16.2304908738,28.5099775902,30.0000000542
670.0,383856383,56383,CSRIO,CASERIO VIÑA LA CUEVA, ,Lugar,379480.565364,3154474.35139,-16.2315676936,28.5114101616,29.9999986746
671.0,383811032,11032,LUGAR,LUGAR LA VENTA, ,Lugar,379588.853192,3154477.38943,-16.2304616467,28.5114476024,29.9999915115
672.0,383810954,10954,CSRIO,CASERIO LOS CAMINITOS, ,Lugar,379611.65052,3154600.08893,-16.2302415793,28.512557017,30.0000001751
673.0,383810922,10922,CSRIO,CASERIO LAS CABRERAS, ,Lugar,379245.56766,3155003.29764,-16.2340242103,28.516161862,30.0000044912
674.0,383810933,10933,CSRIO,CASERIO CUEVA AGUJERO, ,Lugar,378886.989632,3155094.47779,-16.2376975302,28.5169513893,29.9999926729
675.0,383810944,10944,CSRIO,CASERIO LOMO LAS CASILLAS (M. JIMENEZ), ,Lugar,378875.328924,3155361.62104,-16.237844831,28.5193611375,29.9999985757
676.0,383810921,10921,LUGAR,LUGAR CASAS DEL LOMO, ,Lugar,378491.804247,3154946.77081,-16.2417196774,28.5155815636,20.0000004728
677.0,383810966,10966,CMNO,CAMINO AJITIO, ,Lugar,379916.705087,3154840.11692,-16.2271582177,28.5147519924,481.326869062
678.0,383811010,11010,CSRIO,CASERIO EL PELOTON, ,Lugar,380065.498529,3155730.17355,-16.2257225515,28.5227974182,30.0000034148
679.0,383810999,10999,CSRIO,CASERIO LA VISTITA, ,Lugar,379985.378405,3155617.79084,-16.22652948,28.5217758272,30.0000057768
680.0,383811124,11124,CALLE,CALLE TRANSVERSAL LA ARAÑA, ,Asfalto,369031.430734,3145375.43207,-16.3372874477,28.4282880682,352.67867742
681.0,383810659,10659,PLAZA,PLAZA EL CABO, ,Peatonal,377529.469877,3148875.71374,-16.2509061817,28.4607030707,117.981548785
682.0,383810856,10856,PLAZA,PLAZA LA LLAVITA, ,Peatonal,375943.985242,3150375.6222,-16.2672615135,28.4740876575,84.1474880165
683.0,383849971,49971,LUGAR,LUGAR LA CARDONERA ALTA, ,Lugar,378273.065159,3152638.42616,-16.2437102264,28.4947294745,44.1873442704
684.0,383849812,49812,LUGAR,LUGAR CARDONERA BAJA, ,Lugar,378627.590567,3152554.17638,-16.2400797741,28.4940022503,20.2015040182
685.0,383810599,10599,PLAZA,PLAZA CHAMORGA, ,Peatonal,386620.311659,3160753.10651,-16.1592407685,28.5687169595,75.2981758988
686.0,383857115,57115,PLAZA,PLAZA LOS DRAGOS, ,Peatonal,382890.349476,3161154.22398,-16.1974117534,28.5720054508,57.8366032614
687.0,383898642,98642,PLAZA,PLAZA IGLESIA CRUZ DEL SEÑOR, ,Asfalto,375519.693097,3149334.24425,-16.2714790037,28.4646508958,94.0194223799
688.0,383895616,95616,LUGAR,LUGAR POLIGONO INDUSTRIAL JAGUA, ,Lugar,381888.45209,3153358.67656,-16.2068518288,28.5015623872,27.4669511888
689.0,383841766,41766,CSRIO,CASERIO PUNTA DE ANAGA, ,Lugar,386726.538223,3162922.8102,-16.1583693065,28.58830601,90.2240248527
690.0,383810080,10080,PLAYA,PLAYA EL RECANTO, ,Lugar,373311.514582,3144897.00514,-16.2935402144,28.4243988098,31.4548093001
691.0,383810003,10003,LUGAR,LUGAR VALLE LAS HUERTAS, ,Lugar,383440.538956,3154337.15605,-16.1910947863,28.5105327254,75.1390360436
692.0,383856271,56271,LUGAR,LUGAR VALLE TAHODIO, ,Lugar,377638.407958,3152201.80085,-16.2501469586,28.4907296771,50.8249142505
693.0,383856174,56174,LUGAR,LUGAR VALLE VEGA, ,Lugar,375887.615469,3154270.94858,-16.2682542002,28.5092368792,37.0989542222
694.0,383810435,10435,BRANC,BARRANCO LA LEÑA, ,Lugar,377656.722791,3151132.40846,-16.2498920393,28.4811308882,1045.12222774
695.0,383801001,01001,CALLE,CALLE ENLACE TRES DE MAYO PISCINAS, ,Asfalto,376251.058741,3148533.88514,-16.2639253074,28.4574974293,197.516713539
696.0,383810904,10904,CALLE,CALLE PARALELA ANSAR, ,Tierra,372420.689986,3147274.725,-16.3028987557,28.4457654813,101.774996594
697.0,383801003,01003,CALLE,CALLE PERPENDICULAR A RAMBLA DE AÑAZA, ,Asfalto,372777.069126,3145107.698,-16.299021104,28.4262441723,60.7563376026
698.0,383801004,01004,CALLE,CALLE DE ENLACE DE ACCESO A TF-2, ,Asfalto,372273.763007,3146635.1,-16.3043420301,28.4399765734,99.2477607146
699.0,383801005,01005,CALLE,CALLE TRANSVERSAL AGUERE, ,Peatonal,377234.79469,3149315.60918,-16.2539620932,28.4646452109,57.1249553281
700.0,383801009,01009,CALLE,CALLE ACCESO 1 BAJO PUENTE SERRADOR, ,Asfalto,377450.964077,3149325.67909,-16.251755511,28.4647567704,76.7581894843
701.0,383801010,01010,CALLE,CALLE DE ENLACE2 DE ACCESO A TF-2, ,Asfalto,372158.101879,3146610.44824,-16.3055175637,28.4397334232,134.629826126
702.0,383811023,11023,CALLE,CALLE DOCTOR TOMAS CERVIA CABRERA,"FUENTE MORALES, PROLONGACION",Asfalto,377703.359607,3149187.40077,-16.24916342,28.4635321141,70.9877077823
703.0,383801012,01012,CALLE,CALLE PEATONAL PERPENDICULAR A DECANO CONSULAR, ,Asfalto,372657.969986,3144622.33999,-16.3001833918,28.4218524984,61.2224959215
704.0,383801013,01013,CALLE,ENLACE, ,Asfalto,372187.379401,3146633.51366,-16.3052073355,28.4399569252,43.3522179419
705.0,383801014,01014,CALLE,CALLE TRASERA PLAZA DE TOROS, ,Asfalto,376624.009321,3149941.04309,-16.2602652141,28.4702337742,94.4350648733
706.0,383801015,01015,ESCA,ESCALERAS, ,Peatonal,372789.644674,3144689.01152,-16.2988465994,28.4224669994,65.9403026572
707.0,383801016,01016,CALLE,CALLE ACCESO 1 A GASOLINERA BARRANCO GRANDE, ,Asfalto,372167.160665,3146480.44604,-16.3053977806,28.4385701395,87.8974421347
