FID,CODCALLE,TEXTO,GRUPO,CAPACIDAD,PTO_REC,UTM_X,UTM_Y,GRAD_X,GRAD_Y
523.0,10301,CALLE PUNTA DE ANAGA,1.0,3200.0,R0618,371818.709421,3145379.02633,-16.3088345601,28.4285990311
524.0,10301,CALLE PUNTA DE ANAGA,1.0,3200.0,R0619,371855.16363,3145425.29513,-16.308467549,28.4290201555
525.0,56603,CALLE CHIRAMA,1.0,3200.0,R0620,371945.336371,3145460.02771,-16.3075508585,28.4293424408
526.0,58401,CALLE CHACERQUEN,2.0,3200.0,R0621,371930.945804,3145343.22618,-16.3076848093,28.4282869692
527.0,58401,CALLE CHACERQUEN,1.0,3200.0,R0622,372069.16162,3145353.26812,-16.3062749321,28.4283911389
528.0,58401,CALLE CHACERQUEN,2.0,3200.0,R0623,372146.949276,3145361.20564,-16.305481707,28.4284703881
529.0,56804,CALLE ATAMAN,1.0,3200.0,R0624,371892.948766,3145338.18684,-16.3080721465,28.4282377654
530.0,56804,CALLE ATAMAN,1.0,3200.0,R0625,371900.537426,3145251.64534,-16.3079850741,28.4274575272
531.0,56804,CALLE ATAMAN,1.0,3200.0,R0626,371908.558261,3145171.0654,-16.3078942529,28.4267311305
532.0,58207,CALLE TANO,2.0,3200.0,R0627,371947.717626,3145192.9303,-16.3074969217,28.4269322877
533.0,58207,CALLE TANO,1.0,3200.0,R0628,372039.395935,3145202.05845,-16.3065620381,28.4270236495
534.0,10020,CALLE PUNTA DE LA VISTA,1.0,3200.0,R0629,372188.753527,3145446.26935,-16.3050643612,28.4292421276
535.0,56007,CALLE GUAYRE,1.0,3200.0,R0630,372209.258776,3145203.64595,-16.3048281716,28.4270546081
536.0,10744,CALLE TAMARAN,1.0,3200.0,R0631,372168.777445,3145107.60201,-16.3052307906,28.426183909
537.0,54612,CALLE COLUMBRETE,1.0,3200.0,R0632,372118.771094,3144991.3174,-16.3057283958,28.4251296167
538.0,52814,CALLE SALTO DEL ANGEL,1.0,3200.0,R0633,372099.721056,3144885.35156,-16.3059111263,28.424171475
539.0,52853,CTRA SANTA MARIA DEL MAR,1.0,3200.0,R0635,372049.714706,3144869.07965,-16.3064197984,28.4240197334
540.0,52853,CTRA SANTA MARIA DEL MAR,1.0,3200.0,R0636,371936.605104,3144996.09507,-16.3075885303,28.4251548831
541.0,52853,CTRA SANTA MARIA DEL MAR,1.0,3200.0,R0637,371796.904823,3145172.29276,-16.309034197,28.4267312509
542.0,52853,CTRA SANTA MARIA DEL MAR,1.0,3200.0,R0638,371709.592148,3145027.82997,-16.3099094708,28.4254189917
543.0,10320,CALLE LA CORUJA,1.0,3200.0,R0639,372328.321515,3144824.23269,-16.3035707657,28.4236422797
544.0,10570,AVDA PRINCIPAL AÑAZA,2.0,3200.0,R0640,372398.568531,3144805.57952,-16.3028516109,28.4234808107
545.0,10570,AVDA PRINCIPAL AÑAZA,2.0,3200.0,R0641,372424.83647,3144720.85012,-16.3025741026,28.4227187448
546.0,10570,AVDA PRINCIPAL AÑAZA,2.0,3200.0,R0642,372406.506047,3144720.25123,-16.3027611549,28.4227115498
547.0,10570,AVDA PRINCIPAL AÑAZA,2.0,3200.0,R0643,372444.070259,3144653.26726,-16.3023702972,28.4221107286
548.0,10570,AVDA PRINCIPAL AÑAZA,1.0,3200.0,R0644,372452.54364,3144569.04155,-16.3022744979,28.4213514695
549.0,10570,AVDA PRINCIPAL AÑAZA,1.0,3200.0,R0645,372497.78748,3144472.20386,-16.3018019594,28.4204819841
550.0,10570,AVDA PRINCIPAL AÑAZA,1.0,3200.0,R0646,373004.597873,3144707.5512,-16.2966543785,28.4226552259
551.0,10570,AVDA PRINCIPAL AÑAZA,2.0,3200.0,R0647,373036.119987,3144835.20009,-16.296346633,28.4238102474
552.0,10570,AVDA PRINCIPAL AÑAZA,1.0,2400.0,R0648,373051.206747,3144970.4702,-16.2962074966,28.4250324478
553.0,10570,AVDA PRINCIPAL AÑAZA,1.0,3200.0,R0649,372935.93836,3145145.30521,-16.2974034356,28.4265990219
554.0,10570,AVDA PRINCIPAL AÑAZA,1.0,3200.0,R0650,372737.103586,3145227.4585,-16.2994422908,28.4273210459
555.0,10570,AVDA PRINCIPAL AÑAZA,1.0,3200.0,R0651,372386.662257,3144936.15166,-16.3029875828,28.424657982
556.0,11199,"CALLE NANINO, PROLONGACION",3.0,800.0,R0652,373095.085555,3144819.0733,-16.2957429274,28.4236704428
557.0,20774,CALLE LUIS BRAILLE,3.0,3200.0,R0653,372924.766263,3144747.52271,-16.2974737063,28.4230081813
558.0,10344,CALLE SANTA MARIA DE AÑAZA,1.0,3200.0,R0654,372829.575647,3144936.15166,-16.2984661992,28.4247011822
559.0,57877,CALLE DECANO CONSULAR JESUS RAMOS GONZALEZ,1.0,3200.0,R0655,372870.850729,3144782.5304,-16.2980279373,28.4233188588
560.0,57877,CALLE DECANO CONSULAR JESUS RAMOS GONZALEZ,1.0,3200.0,R0656,372841.085045,3144748.03253,-16.2983279912,28.4230046384
561.0,57877,CALLE DECANO CONSULAR JESUS RAMOS GONZALEZ,1.0,3200.0,R0657,372819.256876,3144661.51361,-16.298541287,28.4222217308
562.0,57877,CALLE DECANO CONSULAR JESUS RAMOS GONZALEZ,2.0,3200.0,R0658,372637.090885,3144590.07597,-16.3003929672,28.4215592992
563.0,57877,CALLE DECANO CONSULAR JESUS RAMOS GONZALEZ,2.0,3200.0,R0659,372558.509477,3144555.54777,-16.3011913142,28.4212400386
564.0,57877,CALLE DECANO CONSULAR JESUS RAMOS GONZALEZ,2.0,3200.0,R0660,372502.54999,3144538.87899,-16.3017607053,28.4210841522
565.0,10559,RBLA AÑAZA,2.0,3200.0,R0661,372534.300054,3144707.5512,-16.3014552209,28.4226094167
566.0,10559,RBLA AÑAZA,2.0,3200.0,R0662,372544.495048,3144734.76948,-16.3013541538,28.4228560402
567.0,10559,RBLA AÑAZA,2.0,3200.0,R0663,372657.763598,3144747.83134,-16.300199337,28.4229849633
568.0,10178,RBLA BENTACAYSE,2.0,3200.0,R0664,372652.972476,3144897.3617,-16.3002647367,28.4243339187
569.0,10178,RBLA BENTACAYSE,2.0,3200.0,R0665,372604.696853,3144972.40402,-16.300765826,28.4250064229
570.0,10540,CALLE LOS CALADOS,1.0,3200.0,R0666,372452.146764,3145012.35181,-16.3023275171,28.4253520389
571.0,10320,CALLE LA CORUJA,3.0,3200.0,R0667,372526.892855,3144886.4895,-16.3015505881,28.4242235047
572.0,10559,RBLA AÑAZA,1.0,3200.0,R0668,372824.858685,3145086.0499,-16.2985308624,28.4260534659
573.0,10559,RBLA AÑAZA,1.0,3200.0,R0669,372793.459949,3145080.61445,-16.298850795,28.4260013563
574.0,10559,RBLA AÑAZA,1.0,3200.0,R0670,372822.784083,3145205.08376,-16.2985651532,28.4271274738
575.0,83066,BRANC LOS POCITOS,1.0,3200.0,R0671,372441.034241,3144385.28806,-16.3023716892,28.4196920804
576.0,10693,CALLE TIMABA,1.0,3200.0,R0672,372374.918727,3144386.08181,-16.3030466703,28.419692786
577.0,10519,CALLE ABORA,1.0,3200.0,R0673,372322.044511,3144192.18813,-16.303564965,28.4179378455
578.0,10519,CALLE ABORA,1.0,3200.0,R0674,372331.557656,3144146.14334,-16.303462769,28.4175232485
579.0,10679,CALLE DORAMAS,3.0,3200.0,R0675,372465.808165,3144128.48061,-16.3020904452,28.4173769648
580.0,10509,CALLE ACHAMAN,2.0,3200.0,R0676,372373.823648,3144059.23464,-16.3030217326,28.4167430789
581.0,10519,CALLE ABORA,1.0,3200.0,R0677,372174.465998,3143892.10373,-16.3050381821,28.4152153339
582.0,10519,CALLE ABORA,1.0,3200.0,R0678,372069.823079,3143919.35587,-16.3061093272,28.4154510266
583.0,10530,CALLE MOREIBA,1.0,3200.0,R0679,372088.07093,3143986.53877,-16.3059305039,28.4160590982
584.0,10530,CALLE MOREIBA,1.0,3200.0,R0680,372140.334679,3144137.76985,-16.3054137653,28.4174289827
585.0,10660,CALLE GABINO JIMENEZ,2.0,3200.0,R0681,372181.09923,3144242.72078,-16.3050092727,28.4183800902
586.0,57282,CALLE ACORAN,1.0,3200.0,R0682,372161.536501,3144227.04211,-16.305207227,28.4182366856
587.0,10541,CALLE CATAIXA,1.0,3200.0,R0683,371991.123832,3144017.12917,-16.3069234745,28.4163256632
588.0,10519,CALLE ABORA,1.0,3200.0,R0684,371953.881052,3143929.48483,-16.3072939131,28.4155310771
589.0,10747,CALLE IBAUTE,2.0,3200.0,R0685,371725.650512,3144029.4892,-16.3096346516,28.4164111682
590.0,10581,CALLE ADONAI,1.0,3200.0,R0686,371556.29124,3143891.72367,-16.3113480587,28.415151282
591.0,50711,CTRA DEL SOBRADILLO,1.0,3200.0,R0687,371329.758806,3146718.29421,-16.3139753882,28.4406369557
592.0,50711,CTRA DEL SOBRADILLO,2.0,3200.0,R0688,371120.208386,3146792.90686,-16.3161231811,28.4412896101
593.0,10433,CALLE PUNTA DE TENO,1.0,3200.0,R0689,371737.947491,3145403.80902,-16.3096617816,28.4288147493
594.0,58401,CALLE CHACERQUEN,1.0,3200.0,R0690,372029.490899,3145349.31699,-16.3066794771,28.4283515954
595.0,40337,CALLE DIQUE,2.0,3200.0,R0691,383270.366073,3153548.55438,-16.192753372,28.5034006083
596.0,40337,CALLE DIQUE,2.0,3200.0,R0692,383321.050143,3153583.7069,-16.1922391366,28.5037223918
597.0,40337,CALLE DIQUE,3.0,3200.0,R0694,383405.313913,3153643.17636,-16.1913843022,28.504266634
598.0,01067,CALLE ACCESO CASTILLO SAN ANDRES,5.0,3200.0,R0695,383459.853513,3153733.41507,-16.1908362518,28.5050858927
599.0,53172,CTRA SAN ANDRES-TAGANANA,2.0,2400.0,R0696,383262.530705,3153652.44205,-16.1928439665,28.5043374573
600.0,53172,CTRA SAN ANDRES-TAGANANA,2.0,2400.0,R0697,383214.795548,3153725.71862,-16.1933390879,28.5049944723
601.0,53172,CTRA SAN ANDRES-TAGANANA,2.0,2400.0,R0698,383149.636937,3153803.88012,-16.1940127183,28.505694006
602.0,10490,CALLE JOSE ANTONIO MARTIN BETHENCOUR,2.0,2400.0,R0699,383170.071904,3153913.9825,-16.1938151321,28.506689477
603.0,10714,PLAZA CONCEJAL ANTONIO COVA DOMINGUEZ,1.0,2400.0,R0700,383104.128512,3153913.94701,-16.1944888444,28.5066832362
604.0,56584,CALLE DOCTOR RAFAEL FOLCH YOU,1.0,2400.0,R0701,383056.503417,3154041.47643,-16.1949883811,28.5078298674
605.0,56584,CALLE DOCTOR RAFAEL FOLCH YOU,1.0,2400.0,R0702,383041.68672,3154135.13912,-16.195149287,28.5086738095
606.0,40643,CALLE PIMENTEL,2.0,2400.0,R0703,383606.050099,3154396.47039,-16.1894097701,28.511082831
607.0,40175,CALLE MARIA JIMENEZ,3.0,2400.0,R0704,380000.996992,3152372.84614,-16.2260312196,28.4924930955
608.0,40175,CALLE MARIA JIMENEZ,2.0,2400.0,R0705,379979.522266,3152557.09758,-16.2262698058,28.4941539068
609.0,40175,CALLE MARIA JIMENEZ,1.0,2400.0,R0706,379942.390743,3152675.1024,-16.2266614278,28.4952154266
610.0,40175,CALLE MARIA JIMENEZ,1.0,2400.0,R0707,379937.992678,3152740.45933,-16.2267131763,28.4958048391
611.0,40175,CALLE MARIA JIMENEZ,3.0,3200.0,R0708,379942.418902,3152813.18356,-16.2266755502,28.4964615518
612.0,40063,CALLE EL BUFADERO,4.0,800.0,R0709,379731.204742,3153653.5175,-16.2289210721,28.504025699
613.0,40063,CALLE EL BUFADERO,1.0,2400.0,R0710,379888.743701,3153194.47334,-16.2272636814,28.4998975746
614.0,40063,CALLE EL BUFADERO,1.0,2400.0,R0711,380010.327112,3153093.28208,-16.2260110531,28.4989955782
615.0,40063,CALLE EL BUFADERO,1.0,2400.0,R0712,379975.134103,3152976.17898,-16.2263583557,28.4979355303
616.0,40063,CALLE EL BUFADERO,1.0,2400.0,R0713,379994.489718,3152930.73948,-16.2261558858,28.4975272426
617.0,10125,PASEO TOMAS DENIZ,1.0,2400.0,R0714,380004.555748,3152593.09716,-16.2260178372,28.4944810943
618.0,10278,AVDA PLAYA LOS PESCADITOS,1.0,2400.0,R0715,380054.958998,3152620.41495,-16.2255058017,28.4947322689
619.0,10278,AVDA PLAYA LOS PESCADITOS,1.0,2400.0,R0716,380052.265694,3152519.99321,-16.2255228451,28.4938257577
620.0,10278,AVDA PLAYA LOS PESCADITOS,1.0,2400.0,R0717,380050.667934,3152470.37486,-16.2255339937,28.4933778261
621.0,10278,AVDA PLAYA LOS PESCADITOS,1.0,2400.0,R0718,380042.646754,3152352.23888,-16.225603615,28.4923109606
622.0,57316,GTA DOMINGO CABRERA CRUZ,2.0,2400.0,R0719,386926.858613,3155852.64432,-16.1556240374,28.5245172373
623.0,81895,CTRA IGUESTE DE SAN ANDRES,1.0,2400.0,R0720,386908.305944,3155979.53768,-16.1558261097,28.5256608063
624.0,81895,CTRA IGUESTE DE SAN ANDRES,1.0,2400.0,R0721,386929.8819,3156146.92322,-16.1556221122,28.5271732963
625.0,57711,PSAJE LOS BANQUITOS,1.0,2400.0,R0722,386919.25492,3156231.23181,-16.1557390067,28.5279332369
626.0,81895,CTRA IGUESTE DE SAN ANDRES,1.0,2400.0,R0723,386873.77775,3156282.35391,-16.1562087627,28.5283906461
627.0,81895,CTRA IGUESTE DE SAN ANDRES,1.0,2400.0,R0724,386789.640081,3156335.13839,-16.1570737526,28.5288596911
628.0,81895,CTRA IGUESTE DE SAN ANDRES,1.0,2400.0,R0725,386863.458979,3156335.93214,-16.1563194862,28.5288732788
629.0,81895,CTRA IGUESTE DE SAN ANDRES,1.0,2400.0,R0726,386940.849759,3156297.03832,-16.155524812,28.5285290021
630.0,81895,CTRA IGUESTE DE SAN ANDRES,1.0,2400.0,R0727,387007.524893,3156242.26946,-16.1548380821,28.5280405213
631.0,81895,CTRA IGUESTE DE SAN ANDRES,1.0,2400.0,R0728,387059.515623,3156068.43786,-16.1542897069,28.5264762488
632.0,10388,AVDA NUESTRA SEÑORA DEL CARMEN,2.0,3200.0,R0729,378753.369722,3152093.89847,-16.2387464163,28.4898601748
633.0,10180,CALLE JOSE GARCIA GARCIA,2.0,3200.0,R0730,378717.643436,3151965.08555,-16.2390977773,28.4886943725
634.0,10180,CALLE JOSE GARCIA GARCIA,2.0,2400.0,R0731,378635.945923,3152131.24314,-16.2399498138,28.4901862573
635.0,13119,VIA DE SERVICIO PASO ALTO,1.0,2400.0,R0732,378556.929621,3151171.84325,-16.2406557244,28.4815207585
636.0,10524,AVDA DE ANAGA,1.0,2400.0,R0733,378469.847253,3151076.92625,-16.2415351623,28.4806560575
637.0,10244,AVDA LOS MAJUELOS,1.0,3200.0,R0734,371579.919564,3147039.01756,-16.3114570094,28.4435559092
638.0,10570,AVDA PRINCIPAL AÑAZA,1.0,3200.0,R0735,372614.928094,3145231.2413,-16.3006899409,28.427343272
639.0,10388,AVDA NUESTRA SEÑORA DEL CARMEN,4.0,3200.0,R0736,378920.024216,3151821.37851,-16.2370154035,28.4874163097
640.0,46407,CALLE RIO ORINOCO,2.0,3200.0,R0737,381038.954349,3152693.38237,-16.2154615073,28.4954810288
641.0,10152,"CALLE CUEVA BERMEJA, IZQUIERDA",1.0,3200.0,R0738,380922.810964,3152672.36512,-16.2166457849,28.4952807416
642.0,10152,"CALLE CUEVA BERMEJA, IZQUIERDA",1.0,2400.0,R0739,380945.733179,3152744.05965,-16.2164190449,28.4959298519
643.0,82531,CTRA AUTOVIA SAN ANDRES,1.0,2400.0,R0740,379545.94814,3152084.20155,-16.230649365,28.4898461997
644.0,81895,CTRA IGUESTE DE SAN ANDRES,1.0,2400.0,R0741,383576.765663,3153887.82613,-16.1896574604,28.5064898641
645.0,95261,PLAYA LAS TERESITAS,1.0,2400.0,R0742,383669.275835,3153983.15894,-16.1887219685,28.5073584831
646.0,95261,PLAYA LAS TERESITAS,1.0,2400.0,R0743,383747.723347,3154082.74953,-16.1879305666,28.5082642651
647.0,95261,PLAYA LAS TERESITAS,1.0,2400.0,R0744,383847.20688,3154173.23722,-16.1869233098,28.5090897695
648.0,95261,PLAYA LAS TERESITAS,1.0,2400.0,R0745,383981.615483,3154253.67071,-16.1855581958,28.5098276448
649.0,95261,PLAYA LAS TERESITAS,1.0,2400.0,R0746,384072.103165,3154285.94994,-16.184636946,28.5101270181
650.0,95261,PLAYA LAS TERESITAS,1.0,2400.0,R0747,384163.649182,3154315.05417,-16.1837045578,28.510397826
651.0,95261,PLAYA LAS TERESITAS,1.0,2400.0,R0748,384251.491025,3154340.98339,-16.1828096906,28.5106396448
652.0,95261,PLAYA LAS TERESITAS,1.0,2400.0,R0749,384394.89548,3154367.44177,-16.1813471874,28.5108911702
653.0,11020,"CALLE PIMENTEL, PROLONGACION",2.0,2400.0,R0750,383660.791976,3154426.59951,-16.1888535205,28.5113596312
654.0,10025,AVDA FRANCISCO LA ROCHE,1.0,3200.0,R0752,377965.693032,3150436.09321,-16.2466166178,28.4748257283
655.0,10025,AVDA FRANCISCO LA ROCHE,1.0,3200.0,R0753,377944.467213,3150449.02298,-16.2468347741,28.4749404257
656.0,10025,AVDA FRANCISCO LA ROCHE,4.0,3200.0,R0755,377908.973819,3150205.13683,-16.2471714257,28.4727361448
657.0,10025,AVDA FRANCISCO LA ROCHE,1.0,3200.0,R0756,377882.562782,3150023.48937,-16.2474219061,28.4710943885
658.0,10025,AVDA FRANCISCO LA ROCHE,2.0,3200.0,R0757,377863.216447,3149886.00747,-16.2476049122,28.4698518667
659.0,10041,CALLE LA MARINA,3.0,3200.0,R0758,377846.207145,3149858.00148,-16.2477756555,28.4695975322
660.0,10041,CALLE LA MARINA,1.0,3200.0,R0759,377851.790803,3149926.36983,-16.2477258802,28.4702150475
661.0,10041,CALLE LA MARINA,1.0,3200.0,R0760,377853.536431,3149954.29988,-16.247711014,28.4704672665
662.0,10041,CALLE LA MARINA,1.0,3200.0,R0762,377867.766039,3150039.75346,-16.247574749,28.4712397779
663.0,10041,CALLE LA MARINA,1.0,3200.0,R0763,377877.975223,3150107.91514,-16.2474777096,28.4718558613
664.0,10041,CALLE LA MARINA,2.0,3200.0,R0765,377866.047808,3150249.80966,-16.2476145708,28.4731352744
665.0,10385,GTA ARQUITECTO MARRERO REGALADO,1.0,3200.0,R0766,377875.356781,3150355.35792,-16.2475306887,28.4740886694
666.0,10331,CALLE SAN ISIDRO,1.0,3200.0,R0767,377750.38938,3150505.29328,-16.2488229257,28.4754300488
667.0,10331,CALLE SAN ISIDRO,1.0,3200.0,R0768,377778.474426,3150488.89846,-16.248534343,28.4752847275
668.0,10331,CALLE SAN ISIDRO,1.0,3200.0,R0769,377827.35201,3150453.9859,-16.2480314355,28.474974241
669.0,10114,CALLE LA ROSA,1.0,3200.0,R0770,377862.700978,3150419.07334,-16.2476667025,28.4746624848
670.0,10095,CALLE MENDEZ NUÑEZ,1.0,3200.0,R0771,377718.686666,3150501.99067,-16.2491463663,28.4753972703
671.0,10114,CALLE LA ROSA,1.0,3200.0,R0772,377830.843267,3150354.92151,-16.2479852695,28.4740805595
672.0,10114,CALLE LA ROSA,1.0,3200.0,R0773,377805.095253,3150302.98908,-16.24824273,28.4736094806
673.0,10114,CALLE LA ROSA,1.0,3200.0,R0774,377792.875857,3150279.8595,-16.2483650748,28.4733996017
674.0,10114,CALLE LA ROSA,2.0,3200.0,R0776,377687.112973,3150071.81473,-16.2494231557,28.4715121774
675.0,10114,CALLE LA ROSA,2.0,3200.0,R0777,377655.844057,3150004.05028,-16.2497353071,28.4708977014
676.0,10114,CALLE LA ROSA,2.0,3200.0,R0778,377630.177045,3149955.89126,-16.2499923262,28.4704606802
677.0,10095,CALLE MENDEZ NUÑEZ,1.0,3200.0,R0779,377655.844057,3150424.74663,-16.2497799942,28.4746942829
678.0,10095,CALLE MENDEZ NUÑEZ,1.0,3200.0,R0780,377627.477601,3150390.70688,-16.250066092,28.4743844277
679.0,10095,CALLE MENDEZ NUÑEZ,1.0,3200.0,R0781,377600.856774,3150359.28558,-16.250334638,28.4740983661
680.0,10095,CALLE MENDEZ NUÑEZ,1.0,3200.0,R0782,377543.151384,3150287.35436,-16.2509163481,28.4734438017
681.0,10095,CALLE MENDEZ NUÑEZ,2.0,3200.0,R0783,377501.792384,3150243.63772,-16.2513341046,28.4730453942
682.0,57823,PLAZA SAN ANTONIO DE TEXAS,2.0,3200.0,R0784,377460.551273,3150192.79436,-16.2517498957,28.4725826813
683.0,10095,CALLE MENDEZ NUÑEZ,1.0,3200.0,R0785,377339.223925,3150048.85264,-16.2529736921,28.4712722667
684.0,11117,CALLE NUMANCIA,2.0,800.0,R0787,377185.078058,3150033.29765,-16.2545463163,28.4711173769
685.0,11117,CALLE NUMANCIA,2.0,800.0,R0788,377159.597625,3150063.82746,-16.2548098019,28.4713904924
686.0,11117,CALLE NUMANCIA,4.0,800.0,R0789,377096.637986,3150141.82729,-16.255461128,28.4720884672
687.0,30061,CALLE JESUS Y MARIA,1.0,3200.0,R0791,376985.522895,3150048.56379,-16.2565859874,28.4712363299
688.0,10095,CALLE MENDEZ NUÑEZ,2.0,3200.0,R0792,377153.103185,3149828.17825,-16.2548509985,28.4692632634
689.0,10095,CALLE MENDEZ NUÑEZ,1.0,3200.0,R0793,377116.881404,3149785.84677,-16.2552164068,28.4688778291
690.0,10095,CALLE MENDEZ NUÑEZ,1.0,3200.0,R0794,377085.023692,3149747.00655,-16.2555376161,28.4685243122
691.0,30126,CALLE JUAN PABLO II,1.0,3200.0,R0795,376903.760976,3149706.35533,-16.2573844482,28.4681403532
692.0,30126,CALLE JUAN PABLO II,2.0,3200.0,R0796,376806.920801,3149719.40851,-16.2583748363,28.4682490044
693.0,30014,CALLE ALVAREZ DE LUGO,2.0,3200.0,R0797,376839.326548,3149667.58047,-16.2580383476,28.4677843443
694.0,30014,CALLE ALVAREZ DE LUGO,4.0,800.0,R0798,376833.33388,3149627.73633,-16.2580952887,28.4674242049
695.0,30014,CALLE ALVAREZ DE LUGO,2.0,3200.0,R0799,376851.982351,3149735.22356,-16.2579163297,28.4683959845
696.0,30014,CALLE ALVAREZ DE LUGO,1.0,3200.0,R0800,376863.801201,3149809.95454,-16.2578036157,28.4690715101
697.0,30084,CALLE PEREZ DE ROZAS,1.0,3200.0,R0801,376981.46957,3149782.81619,-16.256599004,28.468837709
698.0,30084,CALLE PEREZ DE ROZAS,1.0,3200.0,R0802,376899.95347,3149794.62971,-16.2574327653,28.4689366254
699.0,30084,CALLE PEREZ DE ROZAS,2.0,3200.0,R0803,376791.758184,3149810.72197,-16.2585394524,28.4690716292
700.0,30092,AVDA VEINTICINCO DE JULIO,1.0,3200.0,R0804,377047.056283,3149781.0463,-16.2559289977,28.4688279238
701.0,11141,CALLE ROBAYNA,1.0,3200.0,R0805,377034.40048,3149822.94137,-16.2560627195,28.4692048122
702.0,30092,AVDA VEINTICINCO DE JULIO,1.0,3200.0,R0806,377039.850325,3149847.43312,-16.2560096759,28.469426352
703.0,30092,AVDA VEINTICINCO DE JULIO,1.0,3200.0,R0807,377043.896055,3149895.36617,-16.255973474,28.4698593054
704.0,30103,PLAZA VEINTICINCO DE JULIO,1.0,2400.0,R0808,377032.218445,3149961.28239,-16.2560997716,28.4704530648
705.0,11141,CALLE ROBAYNA,2.0,3200.0,R0809,376949.73752,3149899.749,-16.256935564,28.4698899741
706.0,30037,CALLE COSTA Y GRIJALBA,1.0,3200.0,R0810,376954.953263,3149947.252,-16.2568873708,28.470319157
707.0,30037,CALLE COSTA Y GRIJALBA,2.0,3200.0,R0811,376921.948771,3149942.67501,-16.2572239512,28.4702747364
708.0,11141,CALLE ROBAYNA,1.0,3200.0,R0812,376889.076947,3149959.97317,-16.2575615144,28.4704277395
709.0,30014,CALLE ALVAREZ DE LUGO,1.0,3200.0,R0813,376888.073404,3149924.75061,-16.257567999,28.470109779
710.0,30014,CALLE ALVAREZ DE LUGO,2.0,2400.0,R0814,376874.675515,3149856.36976,-16.2576975204,28.4694914111
711.0,30037,CALLE COSTA Y GRIJALBA,1.0,3200.0,R0815,376815.324162,3149923.75139,-16.2583108666,28.4700938892
712.0,10973,CALLE ALFARO,2.0,3200.0,R0816,377160.085698,3149525.31179,-16.2547473946,28.466530701
713.0,10973,CALLE ALFARO,2.0,3200.0,R0817,377141.279101,3149475.91561,-16.2549341894,28.4660831528
714.0,11044,CALLE RAMON Y CAJAL,2.0,3200.0,R0818,377026.108747,3149462.90559,-16.2561089706,28.4659548864
715.0,11044,CALLE RAMON Y CAJAL,1.0,3200.0,R0819,377070.185854,3149453.30463,-16.2556578122,28.465872399
716.0,11044,CALLE RAMON Y CAJAL,1.0,3200.0,R0820,377103.789194,3149444.57649,-16.2553137099,28.4657967996
717.0,11005,CALLE GALCERAN,1.0,3200.0,R0821,377011.707315,3149423.19255,-16.256251805,28.4655951376
718.0,11044,CALLE RAMON Y CAJAL,2.0,3200.0,R0822,376955.077736,3149473.65764,-16.2568355173,28.466045217
719.0,11044,CALLE RAMON Y CAJAL,1.0,3200.0,R0823,376896.495866,3149478.61624,-16.2574343101,28.4660844362
720.0,11044,CALLE RAMON Y CAJAL,1.0,3200.0,R0824,376864.201747,3149483.41672,-16.2577646245,28.4661247086
721.0,11044,CALLE RAMON Y CAJAL,1.0,3200.0,R0825,376836.470919,3149486.5111,-16.2580481545,28.4661500146
722.0,11044,CALLE RAMON Y CAJAL,2.0,3200.0,R0826,376796.558661,3149490.39923,-16.2584561714,28.4661813322
723.0,11044,CALLE RAMON Y CAJAL,2.0,3200.0,R0827,376688.042059,3149502.20962,-16.2595656538,28.4662776564
724.0,11044,CALLE RAMON Y CAJAL,1.0,3200.0,R0829,376519.783858,3149519.88938,-16.2612858745,28.4664212831
725.0,10613,AVDA BRAVO MURILLO,2.0,3200.0,R0832,377855.236736,3149423.80603,-16.2476374043,28.4656799678
726.0,10806,AVDA MARITIMA,3.0,3200.0,R0833,377801.16759,3149175.74978,-16.2481632749,28.4634363096
727.0,10613,AVDA BRAVO MURILLO,2.0,3200.0,R0835,377647.552324,3149061.41114,-16.2497198858,28.4623900524
728.0,10613,AVDA BRAVO MURILLO,1.0,3200.0,R0836,377589.534461,3149029.93504,-16.2503090267,28.4621005506
729.0,20631,AVDA JOSE MANUEL GUIMERA,2.0,3200.0,R0837,377560.485029,3148867.24486,-16.250588397,28.4606296211
730.0,10071,CALLE VICTOR ZURITA SOLER,1.0,3200.0,R0838,377551.542782,3148810.04071,-16.2506736369,28.4601125409
731.0,54844,CALLE PEDRO PEREZ DIAZ,1.0,3200.0,R0839,377717.377445,3150550.43185,-16.2491648815,28.4758343057
732.0,81914,CALLE ALEJANDRO CIORANESCU,1.0,3200.0,R0840,377724.796364,3150588.39926,-16.2490931405,28.4761776392
733.0,10532,CALLE CARLOS J.R. HAMILTON,1.0,3200.0,R0841,377892.376654,3150657.78797,-16.2473889276,28.4768195507
734.0,10532,CALLE CARLOS J.R. HAMILTON,1.0,3200.0,R0842,377960.014102,3150683.75759,-16.2467008647,28.4770602495
735.0,10532,CALLE CARLOS J.R. HAMILTON,1.0,3200.0,R0843,377962.287696,3150684.4088,-16.2466777123,28.4770663393
736.0,10547,PZTA DOCTOR PABLOS ABRIL,1.0,3200.0,R0844,378019.027409,3150669.78012,-16.24609665,28.4769396344
737.0,10025,AVDA FRANCISCO LA ROCHE,1.0,3200.0,R0845,378125.104874,3150719.80199,-16.24501852,28.4774009824
738.0,10532,CALLE CARLOS J.R. HAMILTON,1.0,3200.0,R0846,378060.393352,3150766.45332,-16.2456843955,28.4778159352
739.0,10025,AVDA FRANCISCO LA ROCHE,1.0,3200.0,R0847,378209.594071,3150790.55278,-16.244163067,28.4780473735
