name,title_ca, title_es, title_en,license_title, date_published, organization_parent_name_ca, organization_name_ca, frequency, total_views, total_downloads, tags_list, fuente, url_tornada_ca, url_tornada_es, url_tornada_en, notes_ca, notes_es, notes_en, url_busqueda_ca, url_busqueda_es, url_busqueda_en, xml, xlsx, bdf, sbn, zip, wms, shp, sbx, kml, prj, dat, shx, json, rdf, dbase, tif, csv, xls, wmts, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016
generals-a01,"Eleccions Generals. Absoluts de la ciutat de Barcelona", "Elecciones Generales. Absolutos de la ciudad de Barcelona", "General Elections. Absolute of the city of Barcelona","Creative Commons Attribution 4.0", 2013-03-14, "Administració", "Sector públic", "ANUAL", 38, 2, " Absoluts Any 2008 Any 2011 Any 2015 Any 2016 Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Eleccions generals Font de la Guatlla Fort Pienc Horta Hostafrancs Montbau Navas Pedralbes Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Ministerio del interior", "http://www.bcn.es/estadistica/catala/dades/barris/telec/gen/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/telec/gen/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/telec/gen/index.htm", "Eleccions Generals. AbsolutsEls valors  corresponents als anys  2015 i 2016 són provisionals.", "Elecciones Generales. AbsolutosLos valores correspondientes a los años 2015 i 2016 són provisionales.", "General Elections. Absolute2015 and 2016 values are temporary.", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=generals-a01, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=generals-a01, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=generals-a01, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, S, N, N, S, N, N, N, S, S
generals-a02,"Eleccions Generals. % sobre electors de la ciutat de Barcelona", "Elecciones Generales. % sobre electores de la ciudad de Barcelona", "General Elections. % of electors of the city of Barcelona","Creative Commons Attribution 4.0", 2013-03-14, "Administració", "Sector públic", "ANUAL", 34, 1, " Any 2008 Any 2011 Any 2015 Any 2016 Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Eleccions generals Electors Font de la Guatlla Fort Pienc Horta Hostafrancs Montbau Navas Pedralbes Percentatges Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Ministerio del interior", "http://www.bcn.es/estadistica/catala/dades/barris/telec/gen/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/telec/gen/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/telec/gen/index.htm", "Eleccions Generals. % sobre electors", "Elecciones Generales. % sobre electores", "General Elections. % of electors", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=generals-a02, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=generals-a02, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=generals-a02, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, S, N, N, S, N, N, N, S, S
generals-a03,"Eleccions Generals. % sobre votants de la ciutat de Barcelona", "Elecciones Generales. % sobre votantes de la ciudad de Barcelona", "General Elections. % of electors of the city of Barcelona","Creative Commons Attribution 4.0", 2013-03-14, "Administració", "Sector públic", "ANUAL", 35, 2, " Any 2011 Any 2015 Any 2016 Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Eleccions generals Font de la Guatlla Fort Pienc Horta Hostafrancs Montbau Navas Pedralbes Percentatges Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta Votants el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Ministerio del interior", "http://www.bcn.es/estadistica/catala/dades/barris/telec/gen/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/telec/gen/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/telec/gen/index.htm", "Eleccions Generals. % sobre votants", "Elecciones Generales. % sobre votantes", "General Elections. % of electors", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=generals-a03, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=generals-a03, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=generals-a03, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, S, N, N, N, S, S
h2mallo-a,"Preus d'oferta dels habitatges de la ciutat de Barcelona de segona mà. Estimació del preu de lloguer mensual per barris. Canvi de font", "Precios de oferta de las viviendas de la ciudad de Barcelona de segunda mano. Estimación del precio de alqiler mensual por barrios. Año 2011. Cambio de fuente", "Prices of previously-owned homes of the city of Barcelona. Monthy rent estimate per neighborhood. Source change","Creative Commons Attribution 4.0", 2013-03-14, "Territori", "Habitatge", "SERIE_INTERROMPUDA", 93, 24, " Any 2007 Any 2008 Any 2009 Any 2010 Any 2011 Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Font de la Guatlla Fort Pienc Habitatge Horta Hostafrancs Lloguer mensual Montbau Navas Pedralbes Per barris Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Departament d'Estudis Fiscals", "http://www.bcn.cat/estadistica/catala/dades/barris/timm/ipreus/hab2mave/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/timm/ipreus/hab2mave/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/timm/ipreus/hab2mave/index.htm", "Preus d'oferta dels habitatges de segona mà. Estimació del preu de lloguer mensual per barris. Canvi de font", "Precios de oferta de las viviendas de segunda mano. Estimación del precio de alquiler mensual por barrios. Año 2011. Cambio de fuente", "Prices of previously-owned homes. Monthy rent estimate per neighborhood. Source change", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=h2mallo-a, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=h2mallo-a, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=h2mallo-a, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, S, N, N, N, S, S, S, S, S, N, N, N, N, N
h2mallo-evolucio,"Sèrie anual Habitatges segona mà lloguer de la ciutat de Barcelona. Canvi de font", "Serie anual Viviendas segunda mano alquiler de la ciudad de Barcelona. Cambio de fuente", "Annual Series Housing resale rent of the city of Barcelona. Source change","Creative Commons Attribution 4.0", 2013-03-14, "Territori", "Habitatge", "SERIE_INTERROMPUDA", 50, 10, " Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Font de la Guatlla Fort Pienc Habitatge Horta Hostafrancs Montbau Navas Pedralbes Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Departament d'Estudis Fiscals", "http://www.bcn.cat/estadistica/catala/dades/barris/timm/ipreus/hab2mave/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/timm/ipreus/hab2mave/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/timm/ipreus/hab2mave/index.htm", "Sèrie anual Habitatges segona mà lloguer. Canvi de font", "Serie anual Viviendas segunda mano alquiler. Cambio de fuente", "Annual Series Housing resale rent. Source change", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=h2mallo-evolucio, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=h2mallo-evolucio, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=h2mallo-evolucio, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, S, N, N, N, N, N, N, N, N, N, N, N, N, N
h2mave-anualt1b,"Estimació del preu de venda. Sèrie anual del preu/m2 de venda dels habitatges de la ciutat de Barcelona de segona mà per barris. 2007-2011. Evolució anual (Base 2008=100). Canvi de font", "Estimación del precio de venta. Serie anual del precio/m2 de venta de las viviendas de la ciudad de Barcelona de segunda mano por barrios. 2007-2011. Evolución anual (Base 2008 = 100). Cambio de fuente", "Estimated selling price. Series preu/m2 annual sale of second-hand housing of the city of Barcelona in neighborhoods. 2007-2011. Annual change (Base 2008 = 100). Source change","Creative Commons Attribution 4.0", 2013-03-14, "Territori", "Habitatge", "SERIE_INTERROMPUDA", 52, 3, " Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Font de la Guatlla Fort Pienc Habitatge Horta Hostafrancs Montbau Navas Pedralbes Per barris Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Departament d'Estudis Fiscals", "http://www.bcn.cat/estadistica/catala/dades/barris/timm/ipreus/hab2mave/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/timm/ipreus/hab2mave/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/timm/ipreus/hab2mave/index.htm", "Estimació del preu de venda. Sèrie anual del preu/m2 de venda dels habitatges de segona mà per barris. 2007-2011. Evolució anual (Base 2008=100). Canvi de font", "Estimación del precio de venta. Serie anual del precio/m2 de venta de las viviendas de segunda mano por barrios. 2007-2011. Evolución anual (Base 2008 = 100). Cambio de fuente", "Estimated selling price. Series preu/m2 annual sale of second-hand housing in neighborhoods. 2007-2011. Annual change (Base 2008 = 100). Source change", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=h2mave-anualt1b, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=h2mave-anualt1b, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=h2mave-anualt1b, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, S, N, N, N, N, N, N, N, N, N, N, N, N, N
h2mave-anualt2b,"Estimació del preu de venda de la ciutat de Barcelona. Sèrie anual del preu/m2 de venda dels habitatges de segona mà per barris. 2007-2011. Taxa de variació interanual. Canvi de font", "Estimación del precio de venta de la ciudad de Barcelona. Serie anual del precio/m2 de venta de las viviendas de segunda mano por barrios. 2007-2011. Tasa de variación interanual. Cambio de fuente", "Estimated selling price of the city of Barcelona. Series preu/m2 annual sale of second-hand housing in neighborhoods. 2007-2011. Annual rate of change. Source change","Creative Commons Attribution 4.0", 2013-03-14, "Territori", "Habitatge", "SERIE_INTERROMPUDA", 62, 6, " Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Font de la Guatlla Fort Pienc Habitatge Horta Hostafrancs Montbau Navas Pedralbes Per barris Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Departament d'Estudis Fiscals", "http://www.bcn.cat/estadistica/catala/dades/barris/timm/ipreus/hab2mave/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/timm/ipreus/hab2mave/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/timm/ipreus/hab2mave/index.htm", "Estimació del preu de venda. Sèrie anual del preu/m2 de venda dels habitatges de segona mà per barris. 2007-2011. Taxa de variació interanual. Canvi de font", "Estimación del precio de venta. Serie anual del precio/m2 de venta de las viviendas de segunda mano por barrios. 2007-2011. Tasa de variación interanual. Cambio de fuente", "Estimated selling price. Series preu/m2 annual sale of second-hand housing in neighborhoods. 2007-2011. Annual rate of change. Source change", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=h2mave-anualt2b, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=h2mave-anualt2b, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=h2mave-anualt2b, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, S, N, N, N, N, N, N, N, N, N, N, N, N, N
h2mave-anualt3b,"Estimació del preu de venda de la ciutat de Barcelona. Sèrie anual del preu/m2 de venda dels habitatges de segona mà per barris. 2007-2011. Distribució dels preus. (Base Barcelona=100). Canvi de font", "Estimación del precio de venta de la ciudad de Barcelona. Serie anual del precio/m2 de venta de las viviendas de segunda mano por barrios. 2007-2011. Distribución de los precios. (Base Barcelona = 100). Cambio de fuente", "Estimated selling price of the city of Barcelona. Series preu/m2 annual sale of second-hand housing in neighborhoods. 2007-2011. Distribution of prices. (Barcelona Base = 100). Source change","Creative Commons Attribution 4.0", 2013-03-14, "Territori", "Habitatge", "SERIE_INTERROMPUDA", 43, 9, " Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Font de la Guatlla Fort Pienc Habitatge Horta Hostafrancs Montbau Navas Pedralbes Per barris Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Departament d'Estudis Fiscals", "http://www.bcn.cat/estadistica/catala/dades/barris/timm/ipreus/hab2mave/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/timm/ipreus/hab2mave/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/timm/ipreus/hab2mave/index.htm", "Estimació del preu de venda. Sèrie anual del preu/m2 de venda dels habitatges de segona mà per barris. 2007-2011. Distribució dels preus. (Base Barcelona=100). Canvi de font", "Estimación del precio de venta. Serie anual del precio/m2 de venta de las viviendas de segunda mano por barrios. 2007-2011. Distribución de los precios. (Base Barcelona = 100). Cambio de fuente", "Estimated selling price. Series preu/m2 annual sale of second-hand housing in neighborhoods. 2007-2011. Distribution of prices. (Barcelona Base = 100). Source change", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=h2mave-anualt3b, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=h2mave-anualt3b, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=h2mave-anualt3b, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, S, N, N, N, N, N, N, N, N, N, N, N, N, N
h2mave-semestralt1b,"Evolució semestral de la ciutat de Barcelona(Base 2008=100). Canvi de font", "Evolución semestral de la ciudad de Barcelona (Base 2008=100). Cambio de fuente", "Bi-annual Evolution of the city of Barcelona (Base 2008=100). Source change","Creative Commons Attribution 4.0", 2013-03-14, "Territori", "Habitatge", "SERIE_INTERROMPUDA", 27, 4, " Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Font de la Guatlla Fort Pienc Habitatge Horta Hostafrancs Montbau Navas Pedralbes Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Departament d'Estudis Fiscals", "http://www.bcn.cat/estadistica/catala/dades/barris/timm/ipreus/hab2mave/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/timm/ipreus/hab2mave/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/timm/ipreus/hab2mave/index.htm", "Evolució semestral (Base 2008=100). Canvi de font", "Evolución semestral (Base 2008=100). Cambio de fuente", "Bi-annual Evolution (Base 2008=100). Source change", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=h2mave-semestralt1b, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=h2mave-semestralt1b, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=h2mave-semestralt1b, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, S, N, N, N, N, N, N, N, N, N, N, N, N, N
h2mave-semestralt2b,"Estimació del preu de venda  de la ciutat de Barcelona. Sèrie semestral del preu/m2 de venda dels habitatges de segona mà per barris. 2007-2012. Taxa de variació interanual. Canvi de font", "Estimación del precio de venta de la ciudad de Barcelona. Serie semestral del precio/m2 de venta de las viviendas de segunda mano por barrios. 2007-2012. Tasa de variación interanual. Cambio de fuente", "Estimated selling price of the city of Barcelona. Preu/m2 series of biannual sale of second-hand housing in neighborhoods. 2007-2012. Annual rate of change. Source change","Creative Commons Attribution 4.0", 2013-03-14, "Territori", "Habitatge", "SERIE_INTERROMPUDA", 127, 17, " Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Font de la Guatlla Fort Pienc Habitatge Horta Hostafrancs Montbau Navas Pedralbes Per barris Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Departament d'Estudis Fiscals", "http://www.bcn.cat/estadistica/catala/dades/barris/timm/ipreus/hab2mave/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/timm/ipreus/hab2mave/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/timm/ipreus/hab2mave/index.htm", "Estimació del preu de venda. Sèrie semestral del preu/m2 de venda dels habitatges de segona mà per barris. 2007-2012. Taxa de variació interanual. Canvi de font", "Estimación del precio de venta. Serie semestral del precio/m2 de venta de las viviendas de segunda mano por barrios. 2007-2012. Tasa de variación interanual. Cambio de fuente", "Estimated selling price. Preu/m2 series of biannual sale of second-hand housing in neighborhoods. 2007-2012. Annual rate of change. Source change", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=h2mave-semestralt2b, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=h2mave-semestralt2b, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=h2mave-semestralt2b, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, S, N, N, N, N, N, N, N, N, N, N, N, N, N
