name,title_ca, title_es, title_en,license_title, date_published, organization_parent_name_ca, organization_name_ca, frequency, total_views, total_downloads, tags_list, fuente, url_tornada_ca, url_tornada_es, url_tornada_en, notes_ca, notes_es, notes_en, url_busqueda_ca, url_busqueda_es, url_busqueda_en, xml, xlsx, bdf, sbn, zip, wms, shp, sbx, kml, prj, dat, shx, json, rdf, dbase, tif, csv, xls, wmts, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016
superficie-dens,"Densitat de població de la ciutat de Barcelona", "Densidad de población de la ciudad de Barcelona", "Population Density in the city of Barcelona","Creative Commons Attribution 4.0", 2013-03-14, "Població", "Demografia", "ANUAL", 188, 30, " Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Densitat Diagonal Mar i el Front Marítim del Poblenou Font de la Guatlla Fort Pienc Horta Hostafrancs Montbau Navas Pedralbes Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Informació de base i cartografia. IMI-Hàbitat Urbà", "http://www.bcn.es/estadistica/catala/dades/barris/terri/sup/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/terri/sup/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/terri/sup/index.htm", "Densitat de població ", "Densidad de población", "Population Density", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=superficie-dens, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=superficie-dens, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=superficie-dens, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, S, S, S, S, S, S, S
superficie-mitjana-habitatge-llogat,"Superfície mitjana de l'habitatge llogat (m2 construits)", "Superficie media de la vivienda alquilada (m2 construidos)", "Average area of rented housing (m2 constructed)","Creative Commons Attribution 4.0", 2016-11-30, "Territori", "Habitatge", "TRIMESTRAL", 120, 18, " Any 2014 Any 2015 Any 2016 Any 2017 Lloguer Mitjana Superfície mitjana", "Secretaria d'habitatge i Millora Urbana a partir de les fiances de lloguer de l'INCASOL . Generalitat de Catalunya", "http://www.bcn.cat/estadistica/catala/dades/barris/timm/ipreus/habllo/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/timm/ipreus/habllo/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/timm/ipreus/habllo/index.htm", "Mercat contractual de lloguer a Barcelona. Superfície mitjana de l'habitatge llogat (m2 construits)", "Mercado contractual de alquiler en Barcelona. Superficie media de la vivienda alquilada (m2 construidos)", "Market contractual rent in Barcelona. Average area of rented housing (m2 constructed)", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=superficie-mitjana-habitatge-llogat, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=superficie-mitjana-habitatge-llogat, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=superficie-mitjana-habitatge-llogat, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, S, S, S
superficie-sup,"Superfície per barris de la ciutat de Barcelona", "Superficie por barrios de la ciudad de Barcelona", "Surface by neighborhoods of the city of Barcelona","Creative Commons Attribution 4.0", 2013-03-14, "Territori", "Urbanisme i infraestructures", "ANUAL", 189, 23, " Any 2009 Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Font de la Guatlla Fort Pienc Horta Hostafrancs Montbau Navas Pedralbes Per barris Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Superfície Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Informació de base i cartografia. IMI-Hàbitat Urbà", "http://www.bcn.es/estadistica/catala/dades/barris/terri/sup/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/terri/sup/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/terri/sup/index.htm", "Superfície per barris", "Superficie por barrios", "surface by neighbor", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=superficie-sup, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=superficie-sup, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=superficie-sup, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, S, S, S, S, S, S, S, S
t01,"Fecunditat mares de 15 a 49 anys (quinquennal). 2003-2014", "Fecundidad madres de 15 a 49 años (quinquenal). 2003-2014", "Fertility mothers from 15 to 49 years old (five years). 2003-2014","Creative Commons Attribution 4.0", 2017-07-14, "Població", "Demografia", "QUINQUENNAL", 15, 0, " Salut pública", "Gerència de Presidència i Economia", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/tvida/salutpublica/index.htm", "Fecunditat mares de 15 a 49 anys (quinquennal). 2003-2014", "Fecundidad madres de 15 a 49 años (quinquenal). 2003-2014", "Fertility mothers from 15 to 49 years old (five years). 2003-2014", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=t01, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=t01, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=t01, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N
t02,"Fecunditat mares de 15 a 19 anys (quinquennal). 2003-2014", "Fecundidad madres de 15 a 19 años (quinquenal). 2003-2014", "Fertility mothers from 15 to 19 years old (five year). 2003-2014","Creative Commons Attribution 4.0", 2017-07-14, "Població", "Demografia", "QUINQUENNAL", 16, 0, " Salut pública", "Gerència de Presidència i Economia", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "Fecunditat mares de 15 a 19 anys (quinquennal). 2003-2014", "Fecundidad madres de 15 a 19 años (quinquenal). 2003-2014", "Fertility mothers from 15 to 19 years old (five year). 2003-2014", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=t02, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=t02, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=t02, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N
t03,"Fecunditat mares de 20 a 34 anys (quinquennal). 2003-2014", "Fecundidad madres de 20 a 34 años (quinquenal). 2003-2014", "Fertility mothers from 20 to 34 years old (five year). 2003-2014","Creative Commons Attribution 4.0", 2017-07-14, "Població", "Demografia", "QUINQUENNAL", 16, 0, " Salut pública", "Gerència de Presidència i Economia", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/tvida/salutpublica/index.htm", "Fecunditat mares de 20 a 34 anys (quinquennal). 2003-2014", "Fecundidad madres de 20 a 34 años (quinquenal). 2003-2014", "Fertility mothers from 20 to 34 years old (five year). 2003-2014", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=t03, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=t03, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=t03, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N
t04,"Fecunditat mares de 35 a 49 anys (quinquennal). 2003-2014", "Fecundidad madres de 35 a 49 años (quinquenal). 2003-2014", "Fertility mothers from 35 to 49 years old (five year). 2003-2014","Creative Commons Attribution 4.0", 2017-07-14, "Població", "Demografia", "QUINQUENNAL", 11, 0, " Salut pública", "", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/tvida/salutpublica/index.htm", "Fecunditat mares de 35 a 49 anys (quinquennal). 2003-2014", "Fecundidad madres de 35 a 49 años (quinquenal). 2003-2014", "Fertility mothers from 35 to 49 years old (five year). 2003-2014", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=t04, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=t04, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=t04, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N
t05,"Taxa especifica de fecunditat mares de 15 a 49 anys (quinquennal). 2003-2014", "Tasa especifica de fecundidad madres de 15 a 49 años (quinquenal). 2003-2014", "Specific rate of fertility mothers from 15 to 49 years old (five years). 2003-2014","Creative Commons Attribution 4.0", 2017-07-14, "Població", "Demografia", "QUINQUENNAL", 20, 0, " Salut pública", "Gerència de Presidència i Economia", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/tvida/salutpublica/index.htm", "Taxa especifica de fecunditat mares de 15 a 49 anys (quinquennal). 2003-2014", "Tasa especifica de fecundidad madres de 15 a 49 años (quinquenal). 2003-2014", "Specific rate of fertility mothers from 15 to 49 years old (five years). 2003-2014", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=t05, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=t05, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=t05, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N
t06,"Taxa especifica de fecunditat mares de 15 a 19 anys (quinquennal). 2003-2014", "Tasa especifica de fecundidad madres de 15 a 19 años (quinquenal). 2003-2014", "Specific rate of fertility mothers from 15 to 19 years old (five year). 2003-2014","Creative Commons Attribution 4.0", 2017-07-14, "Població", "Demografia", "QUINQUENNAL", 13, 0, " Salut pública", "Gerència de Presidència i Economia", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/tvida/salutpublica/index.htm", "Taxa especifica de fecunditat mares de 15 a 19 anys (quinquennal). 2003-2014", "Tasa especifica de fecundidad madres de 15 a 19 años (quinquenal). 2003-2014", "Specific rate of fertility mothers from 15 to 19 years old (five year). 2003-2014", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=t06, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=t06, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=t06, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N
t07,"Taxa especifica de fecunditat mares de 20 a 34 anys (quinquennal). 2003-2014", "Tasa especifica de fecundidad madres de 20 a 34 años (quinquenal). 2003-2014", "Specific rate of fertility mothers from 20 to 34 years old (five year). 2003-2014","Creative Commons Attribution 4.0", 2017-07-14, "Població", "Demografia", "QUINQUENNAL", 13, 0, " Salut pública", "Gerència de Presidència i Economia", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/tvida/salutpublica/index.htm", "Taxa especifica de fecunditat mares de 20 a 34 anys (quinquennal). 2003-2014", "Tasa especifica de fecundidad madres de 20 a 34 años (quinquenal). 2003-2014", "Specific rate of fertility mothers from 20 to 34 years old (five year). 2003-2014", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=t07, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=t07, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=t07, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N
t08,"Taxa especifica de fecunditat mares de 35 a 49 anys (quinquennal). 2003-2014", "Tasa especifica de fecundidad madres de 35 a 49 años (quinquenal). 2003-2014", "Specific rate of fertility mothers from 35 to 49 years old (five years). 2003-2014","Creative Commons Attribution 4.0", 2017-07-14, "Població", "Demografia", "QUINQUENNAL", 15, 0, " Salut pública", "Gerència de Presidència i Economia", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/tvida/salutpublica/index.htm", "Taxa especifica de fecunditat mares de 35 a 49 anys (quinquennal). 2003-2014", "Tasa especifica de fecundidad madres de 35 a 49 años (quinquenal). 2003-2014", "Specific rate of fertility mothers from 35 to 49 years old (five years). 2003-2014", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=t08, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=t08, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=t08, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N
t09,"Esperança de vida (quinquennal). 2006-2013", "Esperanza de vida (quinquenal). 2006-2013", "Life expectancy (five year old). 2006-2013","Creative Commons Attribution 4.0", 2017-07-14, "Població", "Demografia", "QUINQUENNAL", 18, 0, " Esperança vida Sanitat", "Gerència de Presidència i Economia", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/tvida/salutpublica/index.htm", "Esperança de vida (quinquennal). 2006-2013", "Esperanza de vida (quinquenal). 2006-2013", "Life expectancy (five year old). 2006-2013", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=t09, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=t09, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=t09, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N
t10,"Esperança de vida en homes (quinquennal). 2006-2013", "Esperanza de vida en hombres (quinquenal). 2006-2013", "Life expectancy in men (five years). 2006-2013","Creative Commons Attribution 4.0", 2017-07-14, "Població", "Demografia", "QUINQUENNAL", 33, 0, " Esperança vida Sanitat", "Gerència de Presidència i Economia", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/tvida/salutpublica/index.htm", "Esperança de vida en homes (quinquennal). 2006-2013", "Esperanza de vida en hombres (quinquenal). 2006-2013", "Life expectancy in men (five years). 2006-2013", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=t10, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=t10, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=t10, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N
t11,"Esperança de vida en dones (quinquennal). 2006-2013", "Esperanza de vida en mujeres (quinquenal). 2006-2013", "Life expectancy in women (five years). 2006-2013","Creative Commons Attribution 4.0", 2017-07-14, "Població", "Demografia", "QUINQUENNAL", 18, 0, " Esperança vida Sanitat", "Gerència de Presidència i Economia", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/tvida/salutpublica/index.htm", "Esperança de vida en dones (quinquennal). 2006-2013", "Esperanza de vida en mujeres (quinquenal). 2006-2013", "Life expectancy in women (five years). 2006-2013", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=t11, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=t11, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=t11, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N
t12,"Defuncions (quinquennal). 2006-2013", "Fallecimientos (quinquenal). 2006-2013", "Deaths (five-yearly). 2006-2013","Creative Commons Attribution 4.0", 2017-07-14, "Població", "Demografia", "QUINQUENNAL", 20, 0, " Defuncions", "Gerència de Presidència i Economia", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/tvida/salutpublica/index.htm", "Defuncions (quinquennal). 2006-2013", "Fallecimientos (quinquenal). 2006-2013", "Deaths (five-yearly). 2006-2013", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=t12, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=t12, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=t12, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N
t13,"Defuncions d'homes (quinquennal). 2006-2013", "Defunciones de hombres (quinquenal). 2006-2013", "Deaths of men (five years). 2006-2013","Creative Commons Attribution 4.0", 2017-07-14, "Població", "Demografia", "QUINQUENNAL", 19, 0, " Defuncions", "Gerència de Presidència i Economia", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/tvida/salutpublica/index.htm", "Defuncions d'homes (quinquennal). 2006-2013", "Defunciones de hombres (quinquenal). 2006-2013", "Deaths of men (five years). 2006-2013", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=t13, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=t13, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=t13, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N
t14,"Defuncions de dones (quinquennal). 2006-2013", "Defunciones de mujeres (quinquenal). 2006-2013", "Women's deaths (five-yearly). 2006-2013","Creative Commons Attribution 4.0", 2017-07-14, "Població", "Demografia", "QUINQUENNAL", 19, 0, " Defuncions", "Gerència de Presidència i Economia", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/tvida/salutpublica/index.htm", "Defuncions de dones (quinquennal). 2006-2013", "Defunciones de mujeres (quinquenal). 2006-2013", "Women's deaths (five-yearly). 2006-2013", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=t14, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=t14, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=t14, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N
t15,"Taxa bruta de mortalitat (quinquennal). 2006-2013", "Tasa bruta de mortalidad (quinquenal). 2006-2013", "Gross mortality rate (five-yearly). 2006-2013","Creative Commons Attribution 4.0", 2017-07-14, "Població", "Demografia", "QUINQUENNAL", 18, 0, " Salut pública", "Gerència de Presidència i Economia", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/tvida/salutpublica/index.htm", "Taxa bruta de mortalitat (quinquennal). 2006-2013", "Tasa bruta de mortalidad (quinquenal). 2006-2013", "Gross mortality rate (five-yearly). 2006-2013", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=t15, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=t15, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=t15, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N
t16,"Taxa bruta de mortalitat d'homes (quinquennal). 2006-2013", "Tasa bruta de mortalidad de hombres (quinquenal). 2006-2013", "Gross mortality rate of men (five-yearly). 2006-2013","Creative Commons Attribution 4.0", 2017-07-14, "Població", "Demografia", "QUINQUENNAL", 15, 0, " Salut pública", "Gerència de Presidència i Economia", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/tvida/salutpublica/index.htm", "Taxa bruta de mortalitat d'homes (quinquennal). 2006-2013", "Tasa bruta de mortalidad de hombres (quinquenal). 2006-2013", "Gross mortality rate of men (five-yearly). 2006-2013", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=t16, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=t16, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=t16, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N
t17,"Taxa bruta de mortalitat de dones (quinquennal). 2006-2013", "Tasa bruta de mortalidad de mujeres (quinquenal). 2006-2013", "Gross mortality rate of women (five-yearly). 2006-2013","Creative Commons Attribution 4.0", 2017-07-14, "Població", "Demografia", "QUINQUENNAL", 16, 0, " Salut pública", "Gerència de Presidència i Economia", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/tvida/salutpublica/index.htm", "Taxa bruta de mortalitat de dones (quinquennal). 2006-2013", "Tasa bruta de mortalidad de mujeres (quinquenal). 2006-2013", "Gross mortality rate of women (five-yearly). 2006-2013", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=t17, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=t17, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=t17, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N
t18,"Taxa de mortalitat, estandarditzada per edat (quinquennal). 2006-2013", "Tasa de mortalidad, estandarizada por edad (quinquenal). 2006-2013", "Rate of mortality, standardized by age (five-yearly). 2006-2013","Creative Commons Attribution 4.0", 2017-07-14, "Població", "Demografia", "QUINQUENNAL", 20, 0, " Edats quinquennals", "Gerència de Presidència i Economia", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/tvida/salutpublica/index.htm", "Taxa de mortalitat, estandarditzada per edat (quinquennal). 2006-2013", "Tasa de mortalidad, estandarizada por edad (quinquenal). 2006-2013", "Rate of mortality, standardized by age (five-yearly). 2006-2013", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=t18, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=t18, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=t18, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N
t19,"Taxa de mortalitat d'homes, estandarditzada per edat (quinquennal). 2006-2013", "Tasa de mortalidad de hombres, estandarizada por edad (quinquenal). 2006-2013", "Mortality rate of men, standardized by age (five-yearly). 2006-2013","Creative Commons Attribution 4.0", 2017-07-14, "Població", "Demografia", "QUINQUENNAL", 20, 0, " Edats quinquennals", "Gerència de Presidència i Economia", "http://www.bcn.cat/estadistica/catala/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/tvida/salutpublica/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/tvida/salutpublica/index.htm", "Taxa de mortalitat d'homes, estandarditzada per edat (quinquennal). 2006-2013", "Tasa de mortalidad de hombres, estandarizada por edad (quinquenal). 2006-2013", "Mortality rate of men, standardized by age (five-yearly). 2006-2013", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=t19, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=t19, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=t19, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N
