Capitol,"Text Capítol",Article,"Text Article",Concepte,"Text Concepte",Subconcepte,"Text Subconcepte",Orgànic,"Text Orgànic",Àrees,"Text Àrees",Política,"Text política","Grup de programes","Text Grup de programes",Programes,"Text Programes",Subprogrames,"Text Subprogrames","PREV. INICIAL"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34912,"Cursos formació policial (GU)",0401,"0401 G.Seguretat i Prevenció",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34913,"Cursos utilització torre de pràctiques",0401,"0401 G.Seguretat i Prevenció",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34920,"Recollida comercial residus",0502,"0502 G. Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","17.635.000,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34921,"Preus púb. servei especial neteja i rec.",0502,"0502 G. Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","6.259.000,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34930,"Productes i serveis de Bcn Informació",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34932,"Encàrrec de gestió Parc Güell",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","1.000.000,00"
3,"TAXES I ALTRES INGRESSOS",35,"CONTRIBUCIONS ESPECIALS",351,"PER L'ESTABLIMENT O MILLORA DE SERVEIS",35100,"Contribucions especials per serveis públ",0401,"0401 G.Seguretat i Prevenció",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36000,Publicacions,0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","64.970,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36000,Publicacions,0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36000,Publicacions,0501,"0501 Gerència d'Ecologia Urbana",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36000,Publicacions,0601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36000,Publicacions,0602,"0602 Eixample",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36000,Publicacions,0603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36000,Publicacions,0604,"0604 Les Corts",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36000,Publicacions,0605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36000,Publicacions,0606,"0606 Gràcia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36000,Publicacions,0607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36000,Publicacions,0608,"0608 Nou Barris",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36000,Publicacions,0609,"0609 Sant Andreu",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36000,Publicacions,0610,"0610 Sant Martí",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36000,Publicacions,0801,"0801 G. Drets Ciutadania, Participació i Transparència",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36001,"Publicitat en publicacions municipals",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","6.000,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36002,"Difusió d'informació per compte de terc.",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","52.980,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36002,"Difusió d'informació per compte de terc.",0501,"0501 Gerència d'Ecologia Urbana",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36002,"Difusió d'informació per compte de terc.",0502,"0502 G. Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36002,"Difusió d'informació per compte de terc.",0601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36002,"Difusió d'informació per compte de terc.",0602,"0602 Eixample",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36002,"Difusió d'informació per compte de terc.",0603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36002,"Difusió d'informació per compte de terc.",0604,"0604 Les Corts",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36002,"Difusió d'informació per compte de terc.",0605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36002,"Difusió d'informació per compte de terc.",0606,"0606 Gràcia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36002,"Difusió d'informació per compte de terc.",0607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36002,"Difusió d'informació per compte de terc.",0608,"0608 Nou Barris",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36002,"Difusió d'informació per compte de terc.",0609,"0609 Sant Andreu",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36002,"Difusió d'informació per compte de terc.",0610,"0610 Sant Martí",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,360,PUBLICACIONS,36003,"Altres ingressos per prestació serveis",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,361,"VENDA ENERGIA",36100,"Venda d'energia solar fotovoltaica",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","225.000,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,362,"MATERIAL INSERVIBLE",36200,"Venda de material inservible",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,363,IMPRESOS,36300,Impresos,0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,363,IMPRESOS,36300,Impresos,0502,"0502 G. Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,363,IMPRESOS,36300,Impresos,0601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,363,IMPRESOS,36300,Impresos,0602,"0602 Eixample",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,363,IMPRESOS,36300,Impresos,0603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,363,IMPRESOS,36300,Impresos,0604,"0604 Les Corts",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,363,IMPRESOS,36300,Impresos,0605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,363,IMPRESOS,36300,Impresos,0606,"0606 Gràcia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,363,IMPRESOS,36300,Impresos,0607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,363,IMPRESOS,36300,Impresos,0608,"0608 Nou Barris",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,363,IMPRESOS,36300,Impresos,0609,"0609 Sant Andreu",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,363,IMPRESOS,36300,Impresos,0610,"0610 Sant Martí",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,364,"BENS PRODUITS EN ESTABLIMENTS DE L'ENT.",36401,"Treballs impremta municipal",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","41.000,00"
3,"TAXES I ALTRES INGRESSOS",36,VENDES,365,"ALTRES VENDES",36500,"Venda de recollida selectiva residus",0502,"0502 G. Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","6.100.000,00"
3,"TAXES I ALTRES INGRESSOS",38,REINTEGRAMENTS,389,"ALTRES REINTEGRAMENTS D'OPERACIONS CORRE",38901,"Reintegraments creditors extrapressup",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
